"year","age_gr","education","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2009","16-34 y.","college entrance qualification","5.28","5.33","1380","5.23","5.33","4","4.66666650772095","6","6.33333349227905"
"2009","16-34 y.","lower secondary degree","5.2","5.33","578","5.11","5.29","3.66666674613953","4.33333349227905","6","6.66666650772095"
"2009","16-34 y.","no degree/no degree yet","5.24","5.33","338","5.14","5.34","4","4.66666650772095","6","6.33333349227905"
"2009","16-34 y.","Other degree","5.57","5.67","96","5.36","5.78","4.33333349227905","4.66666650772095","6.66666650772095","7"
"2009","16-34 y.","secondary school degree","5.2","5","1150","5.14","5.26","4","4.66666650772095","6","6.33333349227905"
"2009","35-65 y.","college entrance qualification","5.26","5.33","2797","5.23","5.29","4","4.66666650772095","6","6.33333349227905"
"2009","35-65 y.","lower secondary degree","5.23","5.33","2861","5.19","5.27","4","4.66666650772095","6","6.66666650772095"
"2009","35-65 y.","no degree/no degree yet","5.18","5","91","4.94","5.42","3.33333325386047","4.33333349227905","6.33333349227905","7"
"2009","35-65 y.","Other degree","5.32","5.33","533","5.23","5.41","4","4.66666650772095","6","6.66666650772095"
"2009","35-65 y.","secondary school degree","5.26","5.33","3555","5.23","5.29","4","4.66666650772095","6","6.66666650772095"
"2009","66 and older","college entrance qualification","5.38","5.33","717","5.31","5.45","4.33333349227905","4.66666650772095","6","6.66666650772095"
"2009","66 and older","lower secondary degree","5.45","5.67","2501","5.41","5.49","4","4.66666650772095","6.33333349227905","7"
"2009","66 and older","no degree/no degree yet","5.6","5.67","57","5.33","5.87","4","5","6","7"
"2009","66 and older","Other degree","5.81","6","177","5.67","5.95","4","5","6.66666650772095","7"
"2009","66 and older","secondary school degree","5.57","5.67","713","5.5","5.64","4.33333349227905","5","6.33333349227905","7"
"2010","16-34 y.","college entrance qualification","","","","","","","","",""
"2010","16-34 y.","lower secondary degree","","","","","","","","",""
"2010","16-34 y.","no degree/no degree yet","","","","","","","","",""
"2010","16-34 y.","Other degree","","","","","","","","",""
"2010","16-34 y.","secondary school degree","","","","","","","","",""
"2010","35-65 y.","college entrance qualification","","","","","","","","",""
"2010","35-65 y.","lower secondary degree","","","","","","","","",""
"2010","35-65 y.","no degree/no degree yet","","","","","","","","",""
"2010","35-65 y.","Other degree","","","","","","","","",""
"2010","35-65 y.","secondary school degree","","","","","","","","",""
"2010","66 and older","college entrance qualification","","","","","","","","",""
"2010","66 and older","lower secondary degree","","","","","","","","",""
"2010","66 and older","no degree/no degree yet","","","","","","","","",""
"2010","66 and older","Other degree","","","","","","","","",""
"2010","66 and older","secondary school degree","","","","","","","","",""
"2011","16-34 y.","college entrance qualification","","","","","","","","",""
"2011","16-34 y.","lower secondary degree","","","","","","","","",""
"2011","16-34 y.","no degree/no degree yet","","","","","","","","",""
"2011","16-34 y.","Other degree","","","","","","","","",""
"2011","16-34 y.","secondary school degree","","","","","","","","",""
"2011","35-65 y.","college entrance qualification","","","","","","","","",""
"2011","35-65 y.","lower secondary degree","","","","","","","","",""
"2011","35-65 y.","no degree/no degree yet","","","","","","","","",""
"2011","35-65 y.","Other degree","","","","","","","","",""
"2011","35-65 y.","secondary school degree","","","","","","","","",""
"2011","66 and older","college entrance qualification","","","","","","","","",""
"2011","66 and older","lower secondary degree","","","","","","","","",""
"2011","66 and older","no degree/no degree yet","","","","","","","","",""
"2011","66 and older","Other degree","","","","","","","","",""
"2011","66 and older","secondary school degree","","","","","","","","",""
"2012","16-34 y.","college entrance qualification","5.49","5.33","412","5.4","5.58","4.33333349227905","5","6","6.66666650772095"
"2012","16-34 y.","lower secondary degree","5.34","5.33","496","5.25","5.43","4","4.66666650772095","6","6.66666650772095"
"2012","16-34 y.","no degree/no degree yet","5.3","5.33","274","5.19","5.41","4","4.66666650772095","6","6.66666650772095"
"2012","16-34 y.","Other degree","5.56","5.67","198","5.43","5.69","4.33333349227905","5","6.33333349227905","6.66666650772095"
"2012","16-34 y.","secondary school degree","5.46","5.67","681","5.39","5.53","4.33333349227905","5","6","6.66666650772095"
"2012","35-65 y.","college entrance qualification","5.41","5.67","1732","5.37","5.45","4.33333349227905","4.66666650772095","6","6.5"
"2012","35-65 y.","lower secondary degree","5.33","5.33","902","5.27","5.39","4","4.66666650772095","6","6.66666650772095"
"2012","35-65 y.","no degree/no degree yet","5.35","5.67","78","5.1","5.6","3.66666674613953","4.33333349227905","6.33333349227905","6.66666650772095"
"2012","35-65 y.","Other degree","5.5","5.51","480","5.41","5.59","4.33333349227905","5","6.33333349227905","6.66666650772095"
"2012","35-65 y.","secondary school degree","5.4","5.33","1700","5.35","5.45","4","4.66666650772095","6","6.66666650772095"
"2012","66 and older","college entrance qualification","","","","","","","","",""
"2012","66 and older","lower secondary degree","","","","","","","","",""
"2012","66 and older","no degree/no degree yet","","","","","","","","",""
"2012","66 and older","Other degree","","","","","","","","",""
"2012","66 and older","secondary school degree","","","","","","","","",""
"2013","16-34 y.","college entrance qualification","5.38","5.33","1445","5.34","5.42","4.33333349227905","4.66666650772095","6","6.33333349227905"
"2013","16-34 y.","lower secondary degree","5.11","5","475","5.02","5.2","4","4.33333349227905","5.66666650772095","6.33333349227905"
"2013","16-34 y.","no degree/no degree yet","5.22","5.33","296","5.11","5.33","4","4.66666650772095","6","6.33333349227905"
"2013","16-34 y.","Other degree","5.54","5.67","98","5.34","5.74","4.33333349227905","5","6.33333349227905","6.66666650772095"
"2013","16-34 y.","secondary school degree","5.25","5.33","966","5.19","5.31","4","4.66666650772095","6","6.33333349227905"
"2013","35-65 y.","college entrance qualification","5.37","5.33","2991","5.34","5.4","4.33333349227905","4.66666650772095","6","6.66666650772095"
"2013","35-65 y.","lower secondary degree","5.3","5.33","2719","5.26","5.34","4","4.66666650772095","6","6.66666650772095"
"2013","35-65 y.","no degree/no degree yet","5.2","5","119","4.99","5.41","4","4.66666650772095","6","6.66666650772095"
"2013","35-65 y.","Other degree","5.41","5.67","664","5.34","5.48","4","4.66666650772095","6","6.66666650772095"
"2013","35-65 y.","secondary school degree","5.32","5.33","3674","5.29","5.35","4","4.66666650772095","6","6.66666650772095"
"2013","66 and older","college entrance qualification","5.45","5.33","957","5.39","5.51","4.33333349227905","4.66666650772095","6","6.66666650772095"
"2013","66 and older","lower secondary degree","5.51","5.67","2648","5.47","5.55","4","4.66666650772095","6.33333349227905","7"
"2013","66 and older","no degree/no degree yet","5.43","5.33","73","5.18","5.68","4","4.66666650772095","6.33333349227905","7"
"2013","66 and older","Other degree","5.72","5.82","257","5.6","5.84","4.33333349227905","5","6.33333349227905","7"
"2013","66 and older","secondary school degree","5.47","5.33","998","5.41","5.53","4.33333349227905","4.66666650772095","6.33333349227905","6.66666650772095"
"2014","16-34 y.","college entrance qualification","","","","","","","","",""
"2014","16-34 y.","lower secondary degree","","","","","","","","",""
"2014","16-34 y.","no degree/no degree yet","","","","","","","","",""
"2014","16-34 y.","Other degree","","","","","","","","",""
"2014","16-34 y.","secondary school degree","","","","","","","","",""
"2014","35-65 y.","college entrance qualification","","","","","","","","",""
"2014","35-65 y.","lower secondary degree","","","","","","","","",""
"2014","35-65 y.","no degree/no degree yet","","","","","","","","",""
"2014","35-65 y.","Other degree","","","","","","","","",""
"2014","35-65 y.","secondary school degree","","","","","","","","",""
"2014","66 and older","college entrance qualification","","","","","","","","",""
"2014","66 and older","lower secondary degree","","","","","","","","",""
"2014","66 and older","no degree/no degree yet","","","","","","","","",""
"2014","66 and older","Other degree","","","","","","","","",""
"2014","66 and older","secondary school degree","","","","","","","","",""
"2015","16-34 y.","college entrance qualification","","","","","","","","",""
"2015","16-34 y.","lower secondary degree","","","","","","","","",""
"2015","16-34 y.","no degree/no degree yet","","","","","","","","",""
"2015","16-34 y.","Other degree","","","","","","","","",""
"2015","16-34 y.","secondary school degree","","","","","","","","",""
"2015","35-65 y.","college entrance qualification","","","","","","","","",""
"2015","35-65 y.","lower secondary degree","","","","","","","","",""
"2015","35-65 y.","no degree/no degree yet","","","","","","","","",""
"2015","35-65 y.","Other degree","","","","","","","","",""
"2015","35-65 y.","secondary school degree","","","","","","","","",""
"2015","66 and older","college entrance qualification","","","","","","","","",""
"2015","66 and older","lower secondary degree","","","","","","","","",""
"2015","66 and older","no degree/no degree yet","","","","","","","","",""
"2015","66 and older","Other degree","","","","","","","","",""
"2015","66 and older","secondary school degree","","","","","","","","",""
"2016","16-34 y.","college entrance qualification","","","","","","","","",""
"2016","16-34 y.","lower secondary degree","","","","","","","","",""
"2016","16-34 y.","no degree/no degree yet","","","","","","","","",""
"2016","16-34 y.","Other degree","","","","","","","","",""
"2016","16-34 y.","secondary school degree","","","","","","","","",""
"2016","35-65 y.","college entrance qualification","","","","","","","","",""
"2016","35-65 y.","lower secondary degree","","","","","","","","",""
"2016","35-65 y.","no degree/no degree yet","","","","","","","","",""
"2016","35-65 y.","Other degree","","","","","","","","",""
"2016","35-65 y.","secondary school degree","","","","","","","","",""
"2016","66 and older","college entrance qualification","","","","","","","","",""
"2016","66 and older","lower secondary degree","","","","","","","","",""
"2016","66 and older","no degree/no degree yet","","","","","","","","",""
"2016","66 and older","Other degree","","","","","","","","",""
"2016","66 and older","secondary school degree","","","","","","","","",""
"2017","16-34 y.","college entrance qualification","5.37","5.33","2178","5.33","5.41","4","4.66666650772095","6","6.33333349227905"
"2017","16-34 y.","lower secondary degree","5.36","5.67","831","5.29","5.43","4","4.66666650772095","6","6.66666650772095"
"2017","16-34 y.","no degree/no degree yet","5.38","5.33","1006","5.31","5.45","4","4.66666650772095","6.33333349227905","7"
"2017","16-34 y.","Other degree","5.58","5.67","1290","5.53","5.63","4.33333349227905","5","6.33333349227905","7"
"2017","16-34 y.","secondary school degree","5.31","5.33","1442","5.26","5.36","4","4.66666650772095","6","6.33333349227905"
"2017","35-65 y.","college entrance qualification","5.33","5.33","4710","5.3","5.36","4","4.66666650772095","6","6.33333349227905"
"2017","35-65 y.","lower secondary degree","5.3","5.33","2949","5.26","5.34","4","4.66666650772095","6","6.66666650772095"
"2017","35-65 y.","no degree/no degree yet","5.63","5.67","786","5.56","5.7","4","5","6.66666650772095","7"
"2017","35-65 y.","Other degree","5.5","5.67","2950","5.46","5.54","4.33333349227905","5","6.33333349227905","7"
"2017","35-65 y.","secondary school degree","5.32","5.33","4987","5.29","5.35","4","4.66666650772095","6","6.66666650772095"
"2017","66 and older","college entrance qualification","5.47","5.33","1064","5.41","5.53","4.33333349227905","5","6.33333349227905","6.66666650772095"
"2017","66 and older","lower secondary degree","5.51","5.67","2330","5.47","5.55","4.33333349227905","4.66666650772095","6.33333349227905","7"
"2017","66 and older","no degree/no degree yet","5.24","5.33","73","4.97","5.51","4","4.33333349227905","6","7"
"2017","66 and older","Other degree","5.6","5.67","334","5.5","5.7","4.33333349227905","5","6.33333349227905","7"
"2017","66 and older","secondary school degree","5.43","5.33","1192","5.38","5.48","4.33333349227905","4.66666650772095","6","6.66666650772095"
"2018","16-34 y.","college entrance qualification","","","","","","","","",""
"2018","16-34 y.","lower secondary degree","","","","","","","","",""
"2018","16-34 y.","no degree/no degree yet","","","","","","","","",""
"2018","16-34 y.","Other degree","","","","","","","","",""
"2018","16-34 y.","secondary school degree","","","","","","","","",""
"2018","35-65 y.","college entrance qualification","","","","","","","","",""
"2018","35-65 y.","lower secondary degree","","","","","","","","",""
"2018","35-65 y.","no degree/no degree yet","","","","","","","","",""
"2018","35-65 y.","Other degree","","","","","","","","",""
"2018","35-65 y.","secondary school degree","","","","","","","","",""
"2018","66 and older","college entrance qualification","","","","","","","","",""
"2018","66 and older","lower secondary degree","","","","","","","","",""
"2018","66 and older","no degree/no degree yet","","","","","","","","",""
"2018","66 and older","Other degree","","","","","","","","",""
"2018","66 and older","secondary school degree","","","","","","","","",""
"2019","16-34 y.","college entrance qualification","5.42","5.67","2091","5.38","5.46","4.33333349227905","4.66666650772095","6","6.66666650772095"
"2019","16-34 y.","lower secondary degree","5.26","5.33","642","5.18","5.34","4","4.66666650772095","6","6.66666650772095"
"2019","16-34 y.","no degree/no degree yet","5.3","5.33","418","5.2","5.4","4","4.66666650772095","6","6.66666650772095"
"2019","16-34 y.","Other degree","5.46","5.33","360","5.36","5.56","4.66666650772095","5","6","6.66666650772095"
"2019","16-34 y.","secondary school degree","5.35","5.33","1170","5.3","5.4","4","4.66666650772095","6","6.66666650772095"
"2019","35-65 y.","college entrance qualification","5.36","5.33","5231","5.33","5.39","4","4.66666650772095","6","6.66666650772095"
"2019","35-65 y.","lower secondary degree","5.3","5.33","2519","5.26","5.34","4","4.66666650772095","6","6.66666650772095"
"2019","35-65 y.","no degree/no degree yet","5.63","5.67","300","5.51","5.75","4","5","6.33333349227905","7"
"2019","35-65 y.","Other degree","5.51","5.67","1852","5.46","5.56","4","4.66666650772095","6.33333349227905","7"
"2019","35-65 y.","secondary school degree","5.35","5.33","4912","5.32","5.38","4","4.66666650772095","6","6.66666650772095"
"2019","66 and older","college entrance qualification","5.51","5.67","1231","5.46","5.56","4.33333349227905","5","6.33333349227905","7"
"2019","66 and older","lower secondary degree","5.48","5.67","2155","5.44","5.52","4","4.66666650772095","6.33333349227905","7"
"2019","66 and older","no degree/no degree yet","5.49","5.33","63","5.21","5.77","4","4.66666650772095","6.66666650772095","6.66666650772095"
"2019","66 and older","Other degree","5.63","5.67","346","5.53","5.73","4.33333349227905","5","6.33333349227905","6.66666650772095"
"2019","66 and older","secondary school degree","5.5","5.67","1352","5.45","5.55","4.33333349227905","4.66666650772095","6.33333349227905","6.66666650772095"
