"transab_cat","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Complete transfer dependency","1989","West Germany","Female","45","0.0108569291033629","0.00788825975829745","0.0138255984484284"
"Complete transfer dependency","1989","East Germany","Male","","","",""
"Complete transfer dependency","1989","East Germany","Female","","","",""
"No transfer dependency","1990","West Germany","Male","1932","0.535964999701108","0.521175606332009","0.550754393070207"
"No transfer dependency","1990","West Germany","Female","2045","0.560868525341281","0.546408581146717","0.575328469535845"
"No transfer dependency","1990","East Germany","Male","","","",""
"No transfer dependency","1990","East Germany","Female","","","",""
"Very low transfer dependency","1990","West Germany","Male","2226","0.421993927121092","0.407347689447335","0.436640164794849"
"Very low transfer dependency","1990","West Germany","Female","2244","0.391483882513254","0.377262828515187","0.405704936511322"
"Very low transfer dependency","1990","East Germany","Male","","","",""
"Very low transfer dependency","1990","East Germany","Female","","","",""
"Low transfer dependency","1990","West Germany","Male","118","0.0212454223542028","0.0169690416240363","0.0255218030843694"
"Low transfer dependency","1990","West Germany","Female","129","0.0241795747888709","0.0197040076030569","0.0286551419746849"
"Low transfer dependency","1990","East Germany","Male","","","",""
"Low transfer dependency","1990","East Germany","Female","","","",""
"High transfer dependency","1990","West Germany","Male","45","0.0102981969317825","0.00730428133184619","0.0132921125317187"
"High transfer dependency","1990","West Germany","Female","54","0.0111728308677325","0.00811029906830653","0.0142353626671585"
"High transfer dependency","1990","East Germany","Male","","","",""
"High transfer dependency","1990","East Germany","Female","","","",""
"Very high transfer dependency","1990","West Germany","Male","24","","",""
"Very high transfer dependency","1990","West Germany","Female","23","","",""
"Very high transfer dependency","1990","East Germany","Male","","","",""
"Very high transfer dependency","1990","East Germany","Female","","","",""
"Complete transfer dependency","1990","West Germany","Male","23","","",""
"Complete transfer dependency","1990","West Germany","Female","30","0.00760053395184803","0.00507004694387881","0.0101310209598172"
"Complete transfer dependency","1990","East Germany","Male","","","",""
"Complete transfer dependency","1990","East Germany","Female","","","",""
"No transfer dependency","1991","West Germany","Male","1975","0.550087722114494","0.535239015949147","0.56493642827984"
"No transfer dependency","1991","West Germany","Female","2106","0.573065174011852","0.55858429368354","0.587546054340165"
"No transfer dependency","1991","East Germany","Male","","","",""
"No transfer dependency","1991","East Germany","Female","","","",""
"Very low transfer dependency","1991","West Germany","Male","2120","0.40703109647578","0.392367568597455","0.421694624354106"
"Very low transfer dependency","1991","West Germany","Female","2123","0.37529155269999","0.361116155110974","0.389466950289006"
"Very low transfer dependency","1991","East Germany","Male","","","",""
"Very low transfer dependency","1991","East Germany","Female","","","",""
"Low transfer dependency","1991","West Germany","Male","133","0.0248986780545669","0.0202479415726893","0.0295494145364445"
"Low transfer dependency","1991","West Germany","Female","147","0.02734813254971","0.0225733377139842","0.0321229273854358"
"Low transfer dependency","1991","East Germany","Male","","","",""
"Low transfer dependency","1991","East Germany","Female","","","",""
"High transfer dependency","1991","West Germany","Male","37","0.00654735433921783","0.00414013744362946","0.0089545712348062"
"High transfer dependency","1991","West Germany","Female","54","0.0128257846155619","0.00953157646200661","0.0161199927691172"
"High transfer dependency","1991","East Germany","Male","","","",""
"High transfer dependency","1991","East Germany","Female","","","",""
"Very high transfer dependency","1991","West Germany","Male","19","","",""
"Very high transfer dependency","1991","West Germany","Female","22","","",""
"Very high transfer dependency","1991","East Germany","Male","","","",""
"Very high transfer dependency","1991","East Germany","Female","","","",""
"Complete transfer dependency","1991","West Germany","Male","28","","",""
"Complete transfer dependency","1991","West Germany","Female","30","0.00666065163852576","0.00427932294747378","0.00904198032957775"
"Complete transfer dependency","1991","East Germany","Male","","","",""
"Complete transfer dependency","1991","East Germany","Female","","","",""
"No transfer dependency","1992","West Germany","Male","1971","0.550664262254748","0.535652774718253","0.565675749791242"
"No transfer dependency","1992","West Germany","Female","2128","0.577961846612096","0.563463999985861","0.592459693238332"
"No transfer dependency","1992","East Germany","Male","521","0.370838007363034","0.34865873655251","0.393017278173558"
"No transfer dependency","1992","East Germany","Female","539","0.335321685195693","0.314651907418102","0.355991462973283"
"Very low transfer dependency","1992","West Germany","Male","2019","0.40586809997601","0.391048765575876","0.420687434376143"
"Very low transfer dependency","1992","West Germany","Female","2070","0.373828585523867","0.359626211965559","0.388030959082175"
"Very low transfer dependency","1992","East Germany","Male","1084","0.515031322057674","0.4920831778289","0.537979466286448"
"Very low transfer dependency","1992","East Germany","Female","1226","0.557062378624645","0.535314223022519","0.578810534226772"
"Low transfer dependency","1992","West Germany","Male","138","0.021957557365446","0.017535079508011","0.0263800352228811"
"Low transfer dependency","1992","West Germany","Female","139","0.0213030018239724","0.0170644003056789","0.0255416033422658"
"Low transfer dependency","1992","East Germany","Male","174","0.0884787179340681","0.0754387440474233","0.101518691820713"
"Low transfer dependency","1992","East Germany","Female","191","0.0815131297518053","0.0695333318143891","0.0934929276892215"
"High transfer dependency","1992","West Germany","Male","44","0.0100875481895877","0.00707186296545405","0.0131032334137214"
"High transfer dependency","1992","West Germany","Female","61","0.0122059032765317","0.00898263663025251","0.0154291699228108"
"High transfer dependency","1992","East Germany","Male","30","0.015737581168587","0.0100228165426494","0.0214523457945247"
"High transfer dependency","1992","East Germany","Female","33","0.01661152370474","0.0110156677714942","0.0222073796379858"
"Very high transfer dependency","1992","West Germany","Male","26","","",""
"Very high transfer dependency","1992","West Germany","Female","36","0.00895896573032962","0.0061929616586461","0.0117249698020131"
"Very high transfer dependency","1992","East Germany","Male","8","","",""
"Very high transfer dependency","1992","East Germany","Female","10","","",""
"Complete transfer dependency","1992","West Germany","Male","20","","",""
"Complete transfer dependency","1992","West Germany","Female","24","","",""
"Complete transfer dependency","1992","East Germany","Male","5","","",""
"Complete transfer dependency","1992","East Germany","Female","5","","",""
"No transfer dependency","1993","West Germany","Male","2004","0.547833723972672","0.533034918333027","0.562632529612318"
"No transfer dependency","1993","West Germany","Female","2166","0.577931952232185","0.563581288651085","0.592282615813284"
"No transfer dependency","1993","East Germany","Male","494","0.359656112868565","0.337349554463954","0.381962671273176"
"No transfer dependency","1993","East Germany","Female","514","0.324382077204126","0.303683246143846","0.345080908264406"
"Very low transfer dependency","1993","West Germany","Male","2091","0.406098041913991","0.391495581858181","0.420700501969802"
"Very low transfer dependency","1993","West Germany","Female","2121","0.373357685681461","0.359303205114554","0.387412166248367"
"Very low transfer dependency","1993","East Germany","Male","976","0.47667020684488","0.453454658463593","0.499885755226168"
"Very low transfer dependency","1993","East Germany","Female","1099","0.514679970659741","0.49258214438313","0.536777796936353"
"Low transfer dependency","1993","West Germany","Male","137","0.0231155621899942","0.0186474195769776","0.0275837048030109"
"Low transfer dependency","1993","West Germany","Female","147","0.0259206794327898","0.0213036489171142","0.0305377099484654"
"Low transfer dependency","1993","East Germany","Male","241","0.117934239062694","0.102942478080008","0.13292600004538"
"Low transfer dependency","1993","East Germany","Female","259","0.106195122436807","0.092573135520789","0.119817109352825"
"High transfer dependency","1993","West Germany","Male","61","0.0112067995172639","0.00807678221948106","0.0143368168150467"
"High transfer dependency","1993","West Germany","Female","52","0.0088220714058723","0.00610498475763358","0.011539158054111"
"High transfer dependency","1993","East Germany","Male","43","0.0279910574006335","0.0203240303526061","0.035658084448661"
"High transfer dependency","1993","East Germany","Female","56","0.0322214898052555","0.0244137090599132","0.0400292705505979"
"Very high transfer dependency","1993","West Germany","Male","36","0.00728731027487883","0.00475831150628178","0.00981630904347587"
"Very high transfer dependency","1993","West Germany","Female","38","0.00817697917545633","0.00556026714733242","0.0107936912035802"
"Very high transfer dependency","1993","East Germany","Male","20","","",""
"Very high transfer dependency","1993","East Germany","Female","26","","",""
"Complete transfer dependency","1993","West Germany","Male","16","","",""
"Complete transfer dependency","1993","West Germany","Female","26","","",""
"Complete transfer dependency","1993","East Germany","Male","4","","",""
"Complete transfer dependency","1993","East Germany","Female","11","","",""
"No transfer dependency","1994","West Germany","Male","1941","0.53716003487587","0.522139298308698","0.552180771443042"
"No transfer dependency","1994","West Germany","Female","2150","0.575596123450312","0.561188928303985","0.590003318596639"
"No transfer dependency","1994","East Germany","Male","530","0.394643210097262","0.371690601957335","0.417595818237188"
"No transfer dependency","1994","East Germany","Female","591","0.391733032526386","0.369977883151074","0.413488181901699"
"Very low transfer dependency","1994","West Germany","Male","2014","0.406941437927821","0.392142222075609","0.421740653780034"
"Very low transfer dependency","1994","West Germany","Female","2075","0.370011793303099","0.355938205384499","0.384085381221699"
"Very low transfer dependency","1994","East Germany","Male","920","0.437857008189367","0.414559280291855","0.461154736086879"
"Very low transfer dependency","1994","East Germany","Female","1000","0.447486777166584","0.425326188248012","0.469647366085156"
"Low transfer dependency","1994","West Germany","Male","168","0.0301601331985432","0.0250079582615314","0.035312308135555"
"Low transfer dependency","1994","West Germany","Female","176","0.026848809216618","0.0221370454173493","0.0315605730158866"
"Low transfer dependency","1994","East Germany","Male","203","0.0999646763292016","0.0858790204208105","0.114050332237593"
"Low transfer dependency","1994","East Germany","Female","230","0.0980030313543371","0.0847522298075613","0.111253832901113"
"High transfer dependency","1994","West Germany","Male","53","0.010515572534673","0.00744269749107258","0.0135884475782735"
"High transfer dependency","1994","West Germany","Female","52","0.0105196652676453","0.00754570349616682","0.0134936270391238"
"High transfer dependency","1994","East Germany","Male","57","0.0411788163700297","0.0318477827208557","0.0505098500192036"
"High transfer dependency","1994","East Germany","Female","67","0.035993261819261","0.0276914957079915","0.0442950279305305"
"Very high transfer dependency","1994","West Germany","Male","29","","",""
"Very high transfer dependency","1994","West Germany","Female","38","0.00991754758798114","0.00702907223745427","0.012806022938508"
"Very high transfer dependency","1994","East Germany","Male","24","","",""
"Very high transfer dependency","1994","East Germany","Female","36","0.0205921301488836","0.0142628795981512","0.0269213806996159"
"Complete transfer dependency","1994","West Germany","Male","28","","",""
"Complete transfer dependency","1994","West Germany","Female","30","0.00710606117434464","0.00465758017468125","0.00955454217400803"
"Complete transfer dependency","1994","East Germany","Male","8","","",""
"Complete transfer dependency","1994","East Germany","Female","10","","",""
"No transfer dependency","1995","West Germany","Male","2002","0.537506537343639","0.522880365469561","0.552132709217718"
"No transfer dependency","1995","West Germany","Female","2188","0.570381056488713","0.556330153811028","0.584431959166397"
"No transfer dependency","1995","East Germany","Male","565","0.41706672194367","0.393614097898852","0.440519345988489"
"No transfer dependency","1995","East Germany","Female","650","0.440678157848492","0.418301564013363","0.46305475168362"
"Very low transfer dependency","1995","West Germany","Male","2092","0.388917050286902","0.37461611067337","0.403217989900434"
"Very low transfer dependency","1995","West Germany","Female","2177","0.359828727669461","0.346205626717879","0.373451828621043"
"Very low transfer dependency","1995","East Germany","Male","885","0.434507125372702","0.410929977466195","0.458084273279209"
"Very low transfer dependency","1995","East Germany","Female","946","0.420010578175507","0.397765062522241","0.442256093828774"
"Low transfer dependency","1995","West Germany","Male","198","0.0346349007431157","0.0292709007499923","0.0399989007362391"
"Low transfer dependency","1995","West Germany","Female","200","0.0300966627168836","0.0252470912349915","0.0349462341987757"
"Low transfer dependency","1995","East Germany","Male","175","0.0955248639414667","0.0815439430519974","0.109505784830936"
"Low transfer dependency","1995","East Germany","Female","194","0.0862623682774682","0.0736084865490644","0.098916250005872"
"High transfer dependency","1995","West Germany","Male","70","0.014369988758719","0.0108788173547544","0.0178611601626835"
"High transfer dependency","1995","West Germany","Female","87","0.0147001787906303","0.0112841188849274","0.0181162386963332"
"High transfer dependency","1995","East Germany","Male","42","0.0259304482983648","0.0183711889680965","0.033489707628633"
"High transfer dependency","1995","East Germany","Female","49","0.0235382404126241","0.0167051535151193","0.030371327310129"
"Very high transfer dependency","1995","West Germany","Male","52","0.0121916068776786","0.00897237077794156","0.0154108429774157"
"Very high transfer dependency","1995","West Germany","Female","61","0.0121150648964757","0.00900981882224386","0.0152203109707074"
"Very high transfer dependency","1995","East Germany","Male","23","","",""
"Very high transfer dependency","1995","East Germany","Female","43","0.022302724988478","0.0156471819899192","0.0289582679870368"
"Complete transfer dependency","1995","West Germany","Male","50","0.0123799159899459","0.00913622254345644","0.0156236094364353"
"Complete transfer dependency","1995","West Germany","Female","55","0.012878309437837","0.0096779795812116","0.0160786392944624"
"Complete transfer dependency","1995","East Germany","Male","8","","",""
"Complete transfer dependency","1995","East Germany","Female","9","","",""
"No transfer dependency","1996","West Germany","Male","1911","0.517395081670753","0.502557561209855","0.532232602131651"
"No transfer dependency","1996","West Germany","Female","2082","0.546428627252054","0.532174635968282","0.560682618535827"
"No transfer dependency","1996","East Germany","Male","529","0.388546881309274","0.36545143377852","0.411642328840029"
"No transfer dependency","1996","East Germany","Female","617","0.427926670988477","0.405596719746501","0.450256622230452"
"Very low transfer dependency","1996","West Germany","Male","2105","0.417444916723946","0.402802175151995","0.432087658295897"
"Very low transfer dependency","1996","West Germany","Female","2194","0.378008419703514","0.364125208247355","0.391891631159672"
"Very low transfer dependency","1996","East Germany","Male","854","0.407588435287852","0.384305068659767","0.430871801915938"
"Very low transfer dependency","1996","East Germany","Female","915","0.39588680745809","0.373815811992161","0.417957802924019"
"Low transfer dependency","1996","West Germany","Male","186","0.0329729020773328","0.0276707495192994","0.0382750546353662"
"Low transfer dependency","1996","West Germany","Female","204","0.0334196627898215","0.0282736962414908","0.0385656293381521"
"Low transfer dependency","1996","East Germany","Male","220","0.134548360592209","0.118379340751644","0.150717380432775"
"Low transfer dependency","1996","East Germany","Female","226","0.110810310021677","0.0966437455955606","0.124976874447794"
"High transfer dependency","1996","West Germany","Male","71","0.0132832284924475","0.00988382757154104","0.0166826294133539"
"High transfer dependency","1996","West Germany","Female","91","0.0187376350247104","0.0148552651555446","0.0226200048938762"
"High transfer dependency","1996","East Germany","Male","65","0.0372599406846294","0.0282856798638314","0.0462342015054274"
"High transfer dependency","1996","East Germany","Female","79","0.0406811799224231","0.0317654788380945","0.0495968810067516"
"Very high transfer dependency","1996","West Germany","Male","48","0.00860182072056822","0.00585978212816014","0.0113438593129763"
"Very high transfer dependency","1996","West Germany","Female","60","0.0114756342157109","0.00842613176631912","0.0145251366651027"
"Very high transfer dependency","1996","East Germany","Male","33","0.019013614002677","0.0125423828529193","0.0254848451524347"
"Very high transfer dependency","1996","East Germany","Female","44","0.0220544394495696","0.0154264379417278","0.0286824409574114"
"Complete transfer dependency","1996","West Germany","Male","36","0.0103020503149525","0.00730380281897217","0.0133002978109329"
"Complete transfer dependency","1996","West Germany","Female","55","0.0119300210141889","0.00882144561832594","0.0150385964100519"
"Complete transfer dependency","1996","East Germany","Male","10","","",""
"Complete transfer dependency","1996","East Germany","Female","5","","",""
"No transfer dependency","1997","West Germany","Male","1808","0.485349399748839","0.470650284511273","0.500048514986404"
"No transfer dependency","1997","West Germany","Female","1979","0.509205478519148","0.494943706866699","0.523467250171597"
"No transfer dependency","1997","East Germany","Male","528","0.382188189880061","0.359156979089818","0.405219400670305"
"No transfer dependency","1997","East Germany","Female","637","0.436777338757148","0.414200489399345","0.459354188114951"
"Very low transfer dependency","1997","West Germany","Male","2212","0.433788166012695","0.419212244353188","0.448364087672203"
"Very low transfer dependency","1997","West Germany","Female","2259","0.395646216976708","0.381696152241755","0.40959628171166"
"Very low transfer dependency","1997","East Germany","Male","834","0.401010066195281","0.377780696006481","0.424239436384081"
"Very low transfer dependency","1997","East Germany","Female","849","0.366208002895382","0.34427841264355","0.388137593147215"
"Low transfer dependency","1997","West Germany","Male","256","0.0468901681750526","0.0406726068944644","0.0531077294556408"
"Low transfer dependency","1997","West Germany","Female","263","0.0429233003927381","0.037141048363684","0.0487055524217922"
"Low transfer dependency","1997","East Germany","Male","232","0.139113287266363","0.122710889301204","0.155515685231521"
"Low transfer dependency","1997","East Germany","Female","240","0.122075579796876","0.107173867008582","0.13697729258517"
"High transfer dependency","1997","West Germany","Male","73","0.0130770148838275","0.00973580586290379","0.0164182239047512"
"High transfer dependency","1997","West Germany","Female","94","0.0219664593978173","0.0177849411431287","0.0261479776525059"
"High transfer dependency","1997","East Germany","Male","73","0.0447043490354976","0.0349095884769008","0.0544991095940945"
"High transfer dependency","1997","East Germany","Female","80","0.0474804489938904","0.0378001764693175","0.0571607215184634"
"Very high transfer dependency","1997","West Germany","Male","58","0.0126886613834652","0.0093967914247684","0.015980531342162"
"Very high transfer dependency","1997","West Germany","Female","73","0.0151889058554025","0.0116997786505953","0.0186780330602097"
"Very high transfer dependency","1997","East Germany","Male","35","0.0241140735301102","0.0168432290777794","0.031384917982441"
"Very high transfer dependency","1997","East Germany","Female","38","0.0211760607542604","0.0146226392111386","0.0277294822973823"
"Complete transfer dependency","1997","West Germany","Male","34","0.00820658979612073","0.0055532084198176","0.0108599711724239"
"Complete transfer dependency","1997","West Germany","Female","52","0.0150696388581865","0.011594026949856","0.018545250766517"
"Complete transfer dependency","1997","East Germany","Male","8","","",""
"Complete transfer dependency","1997","East Germany","Female","10","","",""
"No transfer dependency","1998","West Germany","Male","2080","0.484229586204679","0.470351049007965","0.498108123401394"
"No transfer dependency","1998","West Germany","Female","2339","0.522603403050186","0.50920904434438","0.535997761755992"
"No transfer dependency","1998","East Germany","Male","567","0.382483759619982","0.360325900372674","0.40464161886729"
"No transfer dependency","1998","East Germany","Female","671","0.429761243827459","0.407956173827051","0.451566313827867"
