"plb0195_h","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"Acclaimed","1986","East Germany","Female","","","","","1"
"Not paid","1986","West Germany","Male","424","0.203132840542509","0.186986023118225","0.219279657966794","4"
"Not paid","1986","West Germany","Female","237","0.216296025180676","0.192375139584794","0.240216910776558","4"
"Not paid","1986","East Germany","Male","","","","","4"
"Not paid","1986","East Germany","Female","","","","","4"
"Paid","1986","East Germany","Male","","","","","3"
"Paid","1986","West Germany","Female","320","0.246000603701429","0.22097811248292","0.271023094919939","3"
"Paid","1986","East Germany","Female","","","","","3"
"Paid","1986","West Germany","Male","1178","0.429398307053688","0.409532757158974","0.449263856948403","3"
"Partly, partly","1986","West Germany","Male","273","0.126732486433756","0.113381248693904","0.140083724173609","2"
"Partly, partly","1986","West Germany","Female","122","0.106185242379546","0.0882860761307817","0.12408440862831","2"
"Partly, partly","1986","East Germany","Male","","","","","2"
"Partly, partly","1986","East Germany","Female","","","","","2"
"Acclaimed","1987","East Germany","Female","","","","","1"
"Acclaimed","1987","West Germany","Female","","","","","1"
"Acclaimed","1987","West Germany","Male","","","","","1"
"Acclaimed","1987","East Germany","Male","","","","","1"
"Not paid","1987","West Germany","Male","","","","","4"
"Not paid","1987","West Germany","Female","","","","","4"
"Not paid","1987","East Germany","Male","","","","","4"
"Not paid","1987","East Germany","Female","","","","","4"
"Paid","1987","West Germany","Male","","","","","3"
"Paid","1987","West Germany","Female","","","","","3"
"Paid","1987","East Germany","Male","","","","","3"
"Paid","1987","East Germany","Female","","","","","3"
"Partly, partly","1987","West Germany","Male","","","","","2"
"Partly, partly","1987","West Germany","Female","","","","","2"
"Partly, partly","1987","East Germany","Male","","","","","2"
"Partly, partly","1987","East Germany","Female","","","","","2"
"Acclaimed","1988","East Germany","Female","","","","","1"
"Acclaimed","1988","West Germany","Male","534","0.257412763974462","0.239533222689873","0.275292305259051","1"
"Acclaimed","1988","West Germany","Female","487","0.454899247652047","0.426402513886274","0.483395981417819","1"
"Acclaimed","1988","East Germany","Male","","","","","1"
"Not paid","1988","West Germany","Male","382","0.199393539480762","0.183054268330998","0.215732810630526","4"
"Not paid","1988","West Germany","Female","209","0.196663358696115","0.173917119645606","0.219409597746624","4"
"Not paid","1988","East Germany","Male","","","","","4"
"Not paid","1988","East Germany","Female","","","","","4"
"Paid","1988","West Germany","Male","1081","0.405088305826092","0.385012698175578","0.425163913476606","3"
"Paid","1988","West Germany","Female","357","0.242423741959688","0.217899260242318","0.266948223677057","3"
"Paid","1988","East Germany","Male","","","","","3"
"Paid","1988","East Germany","Female","","","","","3"
"Partly, partly","1988","West Germany","Male","300","0.138105390718684","0.123996268643934","0.152214512793434","2"
"Partly, partly","1988","West Germany","Female","120","0.10601365169215","0.0883961052289097","0.123631198155391","2"
"Partly, partly","1988","East Germany","Male","","","","","2"
"Partly, partly","1988","East Germany","Female","","","","","2"
"Acclaimed","1989","East Germany","Female","","","","","1"
"Acclaimed","1989","West Germany","Male","522","0.249005785333142","0.231614194934753","0.26639737573153","1"
"Acclaimed","1989","West Germany","Female","525","0.432763482665031","0.405705366681859","0.459821598648204","1"
"Acclaimed","1989","East Germany","Male","","","","","1"
"Not paid","1989","West Germany","Male","370","0.184375598519015","0.168779602675688","0.199971594362341","4"
"Not paid","1989","West Germany","Female","202","0.17950319774081","0.15854448039273","0.20046191508889","4"
"Not paid","1989","East Germany","Male","","","","","4"
"Not paid","1989","East Germany","Female","","","","","4"
"Paid","1989","West Germany","Female","404","0.265261242683411","0.241151446770477","0.289371038596344","3"
"Paid","1989","West Germany","Male","1113","0.403456683617781","0.38372629073104","0.423187076504521","3"
"Paid","1989","East Germany","Male","","","","","3"
"Paid","1989","East Germany","Female","","","","","3"
"Partly, partly","1989","West Germany","Male","370","0.163161932530063","0.14830098782465","0.178022877235477","2"
"Partly, partly","1989","West Germany","Female","157","0.122472076910748","0.104568526095808","0.140375627725688","2"
"Partly, partly","1989","East Germany","Male","","","","","2"
"Partly, partly","1989","East Germany","Female","","","","","2"
"Acclaimed","1990","East Germany","Female","","","","","1"
"Acclaimed","1990","West Germany","Male","542","0.262873492377953","0.245057046229826","0.280689938526079","1"
"Acclaimed","1990","West Germany","Female","535","0.450925783147427","0.423624012540317","0.478227553754537","1"
"Acclaimed","1990","East Germany","Male","","","","","1"
"Not paid","1990","West Germany","Male","339","0.176150242538812","0.160731736353677","0.191568748723948","4"
"Not paid","1990","West Germany","Female","174","0.158286983720582","0.138259454359786","0.178314513081379","4"
"Not paid","1990","East Germany","Female","","","","","4"
"Not paid","1990","East Germany","Male","","","","","4"
"Paid","1990","West Germany","Female","397","0.26197500287566","0.237848842156233","0.286101163595086","3"
"Paid","1990","East Germany","Male","","","","","3"
"Paid","1990","West Germany","Male","1095","0.403715557413742","0.383857299380832","0.423573815446652","3"
"Paid","1990","East Germany","Female","","","","","3"
"Partly, partly","1990","West Germany","Male","369","0.157260707669493","0.142526275564812","0.171995139774174","2"
"Partly, partly","1990","West Germany","Female","170","0.128812230256331","0.110431735868079","0.147192724644583","2"
"Partly, partly","1990","East Germany","Male","","","","","2"
"Partly, partly","1990","East Germany","Female","","","","","2"
"Acclaimed","1991","East Germany","Female","449","0.538901124872153","0.504906547696698","0.572895702047607","1"
"Acclaimed","1991","West Germany","Male","574","0.251911932107435","0.234792066634469","0.269031797580401","1"
"Acclaimed","1991","West Germany","Female","597","0.440794044439008","0.41496188893558","0.466626199942436","1"
"Acclaimed","1991","East Germany","Male","406","0.400111807267675","0.370119353427353","0.430104261107997","1"
"Not paid","1991","West Germany","Female","183","0.153565807267208","0.134807192862598","0.172324421671819","4"
"Not paid","1991","West Germany","Male","327","0.167396800966974","0.152673939384441","0.182119662549508","4"
"Not paid","1991","East Germany","Female","129","0.153729950927606","0.129132404045143","0.178327497810069","4"
"Not paid","1991","East Germany","Male","155","0.145765408964049","0.124163010484857","0.167367807443241","4"
"Paid","1991","East Germany","Female","156","0.19056104241353","0.163777551678043","0.217344533149017","3"
"Paid","1991","West Germany","Female","455","0.284874180331254","0.261390040000309","0.3083583206622","3"
"Paid","1991","East Germany","Male","317","0.317990862014874","0.289481429338556","0.346500294691192","3"
"Paid","1991","West Germany","Male","1174","0.415236274817983","0.395803381364063","0.434669168271903","3"
"Partly, partly","1991","West Germany","Male","395","0.165454992107608","0.150800713847403","0.180109270367812","2"
"Partly, partly","1991","West Germany","Female","184","0.120765967962529","0.103811607142901","0.137720328782156","2"
"Partly, partly","1991","East Germany","Male","147","0.136131921753402","0.115138179586691","0.157125663920112","2"
"Partly, partly","1991","East Germany","Female","92","0.116807881786711","0.0949039673699486","0.138711796203474","2"
"Acclaimed","1992","West Germany","Male","572","0.270265045206651","0.25221351064687","0.288316579766433","1"
"Acclaimed","1992","West Germany","Female","606","0.461317816975948","0.435083106222786","0.48755252772911","1"
"Acclaimed","1992","East Germany","Male","313","0.293887085690845","0.26530785654678","0.322466314834911","1"
"Acclaimed","1992","East Germany","Female","361","0.503920139050636","0.467323165759059","0.540517112342212","1"
"Not paid","1992","West Germany","Female","176","0.14327981613363","0.124841474070479","0.161718158196781","4"
"Not paid","1992","West Germany","Male","302","0.153051682302317","0.1384169722973","0.167686392307335","4"
"Not paid","1992","East Germany","Male","165","0.182271991304272","0.158051241249882","0.206492741358663","4"
"Not paid","1992","East Germany","Female","131","0.175040486466575","0.147225805265636","0.202855167667513","4"
"Paid","1992","West Germany","Male","1045","0.396300330150487","0.376418365438236","0.416182294862738","3"
"Paid","1992","East Germany","Female","126","0.180314485263388","0.152174267648102","0.208454702878675","3"
"Paid","1992","West Germany","Female","395","0.247709312203816","0.224991114733586","0.270427509674046","3"
"Paid","1992","East Germany","Male","319","0.340029928453982","0.310310265833263","0.369749591074702","3"
"Partly, partly","1992","West Germany","Male","406","0.180382942340544","0.16475363109556","0.196012253585528","2"
"Partly, partly","1992","East Germany","Male","179","0.183810994550901","0.159511105271337","0.208110883830464","2"
"Partly, partly","1992","West Germany","Female","210","0.147693054686606","0.129021180572824","0.166364928800388","2"
"Partly, partly","1992","East Germany","Female","99","0.140724889219401","0.115271824185607","0.166177954253196","2"
"Acclaimed","1993","West Germany","Male","555","0.267872050194837","0.249557324887727","0.286186775501947","1"
"Acclaimed","1993","West Germany","Female","619","0.453331805971064","0.427095239475576","0.479568372466553","1"
"Acclaimed","1993","East Germany","Male","248","0.2587562029736","0.230456615931414","0.287055790015785","1"
"Acclaimed","1993","East Germany","Female","382","0.540068808967764","0.503840182831011","0.576297435104517","1"
"Not paid","1993","West Germany","Female","182","0.152941353985776","0.133971839908533","0.17191086806302","4"
"Not paid","1993","West Germany","Male","326","0.175055907550771","0.159339841001863","0.19077197409968","4"
"Not paid","1993","East Germany","Male","169","0.194649808663033","0.169065507951444","0.220234109374621","4"
"Not paid","1993","East Germany","Female","127","0.173678385773032","0.146140643629711","0.201216127916353","4"
"Paid","1993","West Germany","Male","960","0.379741705812821","0.35967049124369","0.399812920381952","3"
"Paid","1993","East Germany","Female","119","0.1508585703529","0.124841649560316","0.176875491145484","3"
"Paid","1993","East Germany","Male","310","0.345118226196907","0.314398341805789","0.375838110588026","3"
"Paid","1993","West Germany","Female","377","0.255479920100514","0.23249443920108","0.278465400999948","3"
"Partly, partly","1993","West Germany","Male","405","0.17733033644157","0.161534323697782","0.193126349185359","2"
"Partly, partly","1993","West Germany","Female","205","0.138246919942646","0.120055937476115","0.156437902409176","2"
"Partly, partly","1993","East Germany","Male","193","0.20147576216646","0.175557275964254","0.227394248368666","2"
"Partly, partly","1993","East Germany","Female","99","0.135394234906304","0.110523418858621","0.160265050953987","2"
"Acclaimed","1994","West Germany","Male","602","0.295226166681938","0.27599423015393","0.314458103209946","1"
"Acclaimed","1994","West Germany","Female","686","0.496165118782666","0.470021412294306","0.522308825271026","1"
"Acclaimed","1994","East Germany","Male","271","0.275291649515386","0.246476200437256","0.304107098593516","1"
"Acclaimed","1994","East Germany","Female","368","0.514669633019235","0.478010516842079","0.551328749196392","1"
"Not paid","1994","West Germany","Female","160","0.135248384268319","0.117366154832451","0.153130613704187","4"
"Not paid","1994","West Germany","Male","315","0.17395481867062","0.157972461189867","0.189937176151374","4"
"Not paid","1994","East Germany","Male","171","0.185282614455373","0.160217593754632","0.210347635156115","4"
"Not paid","1994","East Germany","Female","151","0.202237934880652","0.172775611869189","0.231700257892116","4"
"Paid","1994","West Germany","Male","836","0.342544628736614","0.322536225676824","0.362553031796405","3"
"Paid","1994","East Germany","Female","97","0.146134698559199","0.120224523819745","0.172044873298653","3"
"Paid","1994","West Germany","Female","354","0.231511494047095","0.209456096217641","0.253566891876549","3"
"Paid","1994","East Germany","Male","286","0.322626669475944","0.292468052629447","0.352785286322441","3"
"Partly, partly","1994","West Germany","Male","408","0.188274385910828","0.171791966816181","0.204756805005476","2"
"Partly, partly","1994","East Germany","Male","195","0.216799066553296","0.190215543118887","0.243382589987705","2"
"Partly, partly","1994","West Germany","Female","205","0.13707500290192","0.119091446321193","0.155058559482647","2"
"Partly, partly","1994","East Germany","Female","98","0.136957733540914","0.111739869555765","0.162175597526062","2"
"Acclaimed","1995","East Germany","Male","283","0.293934024164942","0.264448354517781","0.323419693812102","1"
"Acclaimed","1995","West Germany","Male","620","0.28451000400649","0.266341627785219","0.302678380227761","1"
"Acclaimed","1995","West Germany","Female","756","0.501926308591958","0.476905450919828","0.526947166264088","1"
"Acclaimed","1995","East Germany","Female","391","0.538908765780995","0.502573361284846","0.575244170277144","1"
"Not paid","1995","West Germany","Male","355","0.17891729896188","0.163483061476992","0.194351536446769","4"
"Not paid","1995","West Germany","Female","185","0.139991589927144","0.122628071458167","0.157355108396121","4"
"Not paid","1995","East Germany","Male","154","0.170831085892467","0.146471585327188","0.195190586457745","4"
"Not paid","1995","East Germany","Female","125","0.179911361588822","0.15191261208017","0.207910111097474","4"
"Paid","1995","West Germany","Male","949","0.342961182763557","0.323845775346984","0.36207659018013","3"
"Paid","1995","East Germany","Female","93","0.127589612736325","0.103270539762679","0.15190868570997","3"
"Paid","1995","West Germany","Female","361","0.215818543325727","0.195231779896462","0.236405306754991","3"
"Paid","1995","East Germany","Male","277","0.312432641427345","0.282434161497018","0.342431121357673","3"
"Partly, partly","1995","West Germany","Male","445","0.193611514268073","0.177700300503341","0.209522728032805","2"
"Partly, partly","1995","East Germany","Male","203","0.222802248515246","0.195868985286774","0.249735511743718","2"
"Partly, partly","1995","West Germany","Female","232","0.142263558155171","0.124782843830116","0.159744272480227","2"
"Partly, partly","1995","East Germany","Female","114","0.153590259893859","0.127308701948723","0.179871817838994","2"
"Acclaimed","1996","East Germany","Male","291","0.314028430648753","0.283450084099549","0.344606777197957","1"
"Acclaimed","1996","West Germany","Male","750","0.345890297870813","0.326434160015544","0.365346435726082","1"
"Acclaimed","1996","West Germany","Female","785","0.5250866140279","0.499653868803893","0.550519359251908","1"
"Acclaimed","1996","East Germany","Female","386","0.54341399553713","0.506434719096508","0.580393271977751","1"
"Not paid","1996","West Germany","Female","177","0.132439070542036","0.11517557978697","0.149702561297101","4"
"Not paid","1996","West Germany","Male","325","0.171110691974621","0.15570614283977","0.186515241109471","4"
"Not paid","1996","East Germany","Male","156","0.179733110113332","0.154436164259388","0.205030055967276","4"
"Not paid","1996","East Germany","Female","137","0.201097817697786","0.171341294608434","0.230854340787138","4"
"Paid","1996","West Germany","Male","807","0.305085276419645","0.286251451437907","0.323919101401383","3"
"Paid","1996","West Germany","Female","318","0.189495017960939","0.169535626118855","0.209454409803023","3"
"Paid","1996","East Germany","Male","262","0.304542772372547","0.274222310220933","0.334863234524161","3"
"Paid","1996","East Germany","Female","85","0.131141100339647","0.106081407667286","0.156200793012009","3"
"Partly, partly","1996","West Germany","Female","201","0.152979297469125","0.134646281974391","0.17131231296386","2"
"Partly, partly","1996","West Germany","Male","414","0.177913733734922","0.162270534283055","0.193556933186789","2"
"Partly, partly","1996","East Germany","Male","176","0.201695686865368","0.175258879949514","0.228132493781222","2"
"Partly, partly","1996","East Germany","Female","89","0.124347086425437","0.09984993947544","0.148844233375434","2"
"Acclaimed","1997","West Germany","Female","684","0.566829273123753","0.538886448233","0.594772098014506","1"
"Acclaimed","1997","East Germany","Male","287","0.354957922022832","0.321923780145587","0.387992063900076","1"
"Acclaimed","1997","East Germany","Female","322","0.518353349469318","0.47879892401423","0.557907774924406","1"
"Acclaimed","1997","West Germany","Male","676","0.35574840534322","0.334634733215859","0.376862077470581","1"
"Not paid","1997","West Germany","Female","168","0.149680742621463","0.129562566960501","0.169798918282424","4"
"Not paid","1997","West Germany","Male","334","0.210557264716731","0.192576424887582","0.22853810454588","4"
"Not paid","1997","East Germany","Male","155","0.196628226270459","0.169189636585341","0.224066815955577","4"
"Not paid","1997","East Germany","Female","125","0.221547636951893","0.188672510233884","0.254422763669901","4"
"Paid","1997","West Germany","Male","493","0.206986995761754","0.189118984142766","0.224855007380741","3"
"Paid","1997","East Germany","Male","153","0.195514692248862","0.168134951729234","0.222894432768489","3"
"Paid","1997","West Germany","Female","176","0.121137651925134","0.102737787247509","0.139537516602759","3"
"Paid","1997","East Germany","Female","55","0.0899360598434475","0.067288535483447","0.112583584203448","3"
"Partly, partly","1997","West Germany","Female","180","0.162352332329651","0.14155658262456","0.183148082034741","2"
"Partly, partly","1997","East Germany","Male","211","0.252899159457848","0.222890687912601","0.282907631003094","2"
"Partly, partly","1997","West Germany","Male","472","0.226707334178295","0.208241485526366","0.245173182830224","2"
"Partly, partly","1997","East Germany","Female","111","0.170162953735342","0.140415707315654","0.19991020015503","2"
"Acclaimed","1998","West Germany","Female","726","0.541642472756451","0.514974362496645","0.568310583016258","1"
"Acclaimed","1998","East Germany","Female","377","0.552021581238715","0.514282463010531","0.5897606994669","1"
"Acclaimed","1998","West Germany","Male","807","0.384371038430202","0.363889928663417","0.404852148196987","1"
"Acclaimed","1998","East Germany","Male","310","0.358444918601446","0.326301414281005","0.390588422921887","1"
"Not paid","1998","West Germany","Female","186","0.139911074928598","0.121344515737277","0.158477634119918","4"
"Not paid","1998","West Germany","Male","391","0.206324919030003","0.189287027480681","0.223362810579325","4"
"Not paid","1998","East Germany","Male","156","0.179051109680213","0.15335238319265","0.204749836167776","4"
"Not paid","1998","East Germany","Female","119","0.180218625379358","0.151048786255614","0.209388464503101","4"
"Paid","1998","West Germany","Male","477","0.199268493235666","0.182450219669796","0.216086766801536","3"
"Paid","1998","East Germany","Male","156","0.185090620802494","0.159058359322781","0.211122882282208","3"
"Paid","1998","West Germany","Female","188","0.130099374492513","0.112093835438387","0.14810491354664","3"
"Paid","1998","East Germany","Female","54","0.0831881804705007","0.0622298787383722","0.104146482202629","3"
"Partly, partly","1998","West Germany","Female","241","0.188347077822438","0.16742049465979","0.209273660985085","2"
"Partly, partly","1998","West Germany","Male","492","0.210035549304129","0.192885364159975","0.227185734448284","2"
"Partly, partly","1998","East Germany","Male","233","0.277413350915847","0.247402819949694","0.307423881881999","2"
"Partly, partly","1998","East Germany","Female","117","0.184571612911426","0.15513007169371","0.214013154129142","2"
"Acclaimed","1999","East Germany","Female","376","0.559043155752403","0.521048992655657","0.597037318849148","1"
"Acclaimed","1999","West Germany","Male","769","0.377665340876773","0.357038108520838","0.398292573232709","1"
"Acclaimed","1999","West Germany","Female","742","0.577026553526971","0.550485783753872","0.603567323300071","1"
"Acclaimed","1999","East Germany","Male","320","0.372735857177746","0.34036281612229","0.405108898233202","1"
"Not paid","1999","West Germany","Female","191","0.144625554767887","0.125729996924478","0.163521112611296","4"
"Not paid","1999","West Germany","Male","378","0.204635205130164","0.187470009444907","0.221800400815422","4"
"Not paid","1999","East Germany","Male","159","0.170605827640802","0.145421225128871","0.195790430152733","4"
"Not paid","1999","East Germany","Female","113","0.179764371146688","0.150379939417752","0.209148802875625","4"
"Paid","1999","West Germany","Male","474","0.193620242753481","0.176808195968537","0.210432289538424","3"
"Paid","1999","West Germany","Female","169","0.107577192994971","0.0909313996866953","0.124222986303247","3"
"Paid","1999","East Germany","Male","144","0.158052921052438","0.133629789955077","0.182476052149798","3"
"Paid","1999","East Germany","Female","61","0.0868516734530851","0.0653012439306848","0.108402102975485","3"
"Partly, partly","1999","West Germany","Male","501","0.224079211239581","0.20633793415909","0.241820488320073","2"
"Partly, partly","1999","West Germany","Female","229","0.17077069871017","0.150554334138766","0.190987063281575","2"
"Partly, partly","1999","East Germany","Male","234","0.298605394129014","0.267965467907467","0.329245320350561","2"
"Partly, partly","1999","East Germany","Female","106","0.174340799647824","0.145307519784404","0.203374079511244","2"
"Acclaimed","2000","West Germany","Male","1501","0.399284209168371","0.383783877232914","0.414784541103828","1"
"Acclaimed","2000","West Germany","Female","1376","0.590897941892627","0.571036218350115","0.610759665435138","1"
"Acclaimed","2000","East Germany","Female","553","0.590993041302469","0.559343694145809","0.622642388459129","1"
"Acclaimed","2000","East Germany","Male","471","0.40439038205609","0.376293020164139","0.43248774394804","1"
"Not paid","2000","West Germany","Female","309","0.130761425128457","0.117142144149039","0.144380706107875","4"
"Not paid","2000","West Germany","Male","703","0.184156746641029","0.171889062456423","0.196424430825635","4"
"Not paid","2000","East Germany","Male","215","0.167166288452111","0.145804491468295","0.188528085435926","4"
"Not paid","2000","East Germany","Female","150","0.154276602581292","0.131023953897843","0.177529251264741","4"
"Paid","2000","West Germany","Male","742","0.189411449444638","0.177010105483663","0.201812793405613","3"
"Paid","2000","East Germany","Male","189","0.159185761958478","0.138240469725927","0.180131054191029","3"
"Paid","2000","West Germany","Female","290","0.118889329242834","0.10581463532826","0.131964023157408","3"
"Paid","2000","East Germany","Female","87","0.0931516853779187","0.0744418094514744","0.111861561304363","3"
"Partly, partly","2000","West Germany","Female","379","0.159451303736083","0.14466225165065","0.174240355821515","2"
"Partly, partly","2000","East Germany","Male","297","0.269257567533322","0.243862439456584","0.29465269561006","2"
"Partly, partly","2000","West Germany","Male","889","0.227147594745962","0.213886854761255","0.240408334730669","2"
"Partly, partly","2000","East Germany","Female","137","0.16157867073832","0.137885051852101","0.18527228962454","2"
"Acclaimed","2001","West Germany","Male","1301","0.385873215706353","0.369704145593092","0.402042285819614","1"
"Acclaimed","2001","West Germany","Female","1256","0.555700652767789","0.535287022092835","0.576114283442742","1"
"Acclaimed","2001","East Germany","Female","529","0.580102862057391","0.548036377112451","0.612169347002332","1"
"Acclaimed","2001","East Germany","Male","440","0.402458739174542","0.373238814546574","0.431678663802511","1"
"Not paid","2001","West Germany","Female","309","0.133123728859711","0.119167494402909","0.147079963316514","4"
"Not paid","2001","West Germany","Male","653","0.185159144538709","0.172257570813983","0.198060718263435","4"
"Not paid","2001","East Germany","Male","179","0.150549458089113","0.129241437497851","0.171857478680376","4"
"Not paid","2001","East Germany","Female","138","0.144426312397387","0.121587197671747","0.167265427123028","4"
"Paid","2001","West Germany","Male","671","0.188499874161363","0.1755091447828","0.201490603539925","3"
"Paid","2001","East Germany","Female","85","0.104014081335234","0.0841794535083427","0.123848709162124","3"
"Paid","2001","East Germany","Male","177","0.167879839364464","0.145609504091719","0.190150174637209","3"
"Paid","2001","West Germany","Female","304","0.130916494709815","0.117058834758804","0.144774154660826","3"
"Partly, partly","2001","East Germany","Male","286","0.27911196337188","0.25238450907036","0.305839417673401","2"
"Partly, partly","2001","West Germany","Female","407","0.180259123662686","0.164466696384613","0.196051550940759","2"
"Partly, partly","2001","West Germany","Male","857","0.240467765593575","0.226272770504925","0.254662760682225","2"
"Partly, partly","2001","East Germany","Female","158","0.171456744209988","0.146968239108039","0.195945249311937","2"
"Acclaimed","2002","West Germany","Male","1308","0.405385037695032","0.389297865993432","0.421472209396633","1"
"Acclaimed","2002","West Germany","Female","1355","0.576672548119636","0.557047918752519","0.596297177486754","1"
"Acclaimed","2002","East Germany","Female","537","0.607000570480647","0.575161939499699","0.638839201461596","1"
"Acclaimed","2002","East Germany","Male","433","0.431204248208533","0.401460686380185","0.460947810036881","1"
"Not paid","2002","West Germany","Female","425","0.156375215967584","0.14194884038946","0.170801591545709","4"
"Not paid","2002","West Germany","Male","897","0.198094994471424","0.185035506912972","0.211154482029876","4"
"Not paid","2002","East Germany","Male","209","0.152198542673806","0.130624794076282","0.17377229127133","4"
"Not paid","2002","East Germany","Female","164","0.168636364947937","0.144228207065174","0.1930445228307","4"
"Paid","2002","West Germany","Male","539","0.164121054872085","0.151984881674139","0.176257228070031","3"
"Paid","2002","East Germany","Female","66","0.07860388465308","0.0610606743714899","0.0961470949346701","3"
"Paid","2002","West Germany","Female","250","0.103972496369323","0.0918492616334544","0.116095731105192","3"
"Paid","2002","East Germany","Male","137","0.136677441878065","0.116047013189346","0.157307870566784","3"
"Partly, partly","2002","West Germany","Male","834","0.232398912961459","0.218559656432964","0.246238169489954","2"
"Partly, partly","2002","East Germany","Male","286","0.279919767239596","0.252956003331605","0.306883531147587","2"
"Partly, partly","2002","West Germany","Female","405","0.162979739543456","0.148309628433255","0.177649850653657","2"
"Partly, partly","2002","East Germany","Female","137","0.145759179918336","0.122756841211864","0.168761518624808","2"
"Acclaimed","2003","West Germany","Male","1291","0.42814422294527","0.411264565475995","0.445023880414545","1"
"Acclaimed","2003","West Germany","Female","1364","0.592811328651357","0.573236566280828","0.612386091021886","1"
"Acclaimed","2003","East Germany","Female","544","0.642798718799604","0.611085355733063","0.674512081866145","1"
"Acclaimed","2003","East Germany","Male","429","0.477270449957078","0.445886148284426","0.508654751629729","1"
"Not paid","2003","West Germany","Female","419","0.146956854974701","0.132850304367089","0.161063405582313","4"
"Not paid","2003","East Germany","Male","183","0.148816809032746","0.126453854323478","0.171179763742015","4"
"Not paid","2003","East Germany","Female","144","0.129204751638679","0.107005130519293","0.151404372758064","4"
"Not paid","2003","West Germany","Male","803","0.194156431669026","0.180662870202896","0.207649993135157","4"
"Paid","2003","West Germany","Male","480","0.161281579417075","0.148734986608782","0.173828172225368","3"
"Paid","2003","West Germany","Female","231","0.0973331777814181","0.0855235937857091","0.109142761777127","3"
"Paid","2003","East Germany","Male","121","0.126968727073193","0.106049051066241","0.147888403080146","3"
"Paid","2003","East Germany","Female","70","0.0897012992059099","0.0707892050049939","0.108613393406826","3"
"Partly, partly","2003","West Germany","Male","727","0.216417765968628","0.202369779700296","0.230465752236961","2"
"Partly, partly","2003","West Germany","Female","406","0.162898638592524","0.148186081554922","0.177611195630126","2"
"Partly, partly","2003","East Germany","Male","240","0.246944013936983","0.219848053159887","0.274039974714078","2"
"Partly, partly","2003","East Germany","Female","119","0.138295230355807","0.115448127136052","0.161142333575563","2"
"Acclaimed","2004","West Germany","Male","1262","0.425033201937438","0.40789451612088","0.442171887753996","1"
"Acclaimed","2004","West Germany","Female","1304","0.581442828066229","0.561264134178162","0.601621521954297","1"
"Acclaimed","2004","East Germany","Female","522","0.624223900660926","0.591892149196326","0.656555652125525","1"
"Acclaimed","2004","East Germany","Male","405","0.43699340765713","0.40540212318515","0.46858469212911","1"
"Not paid","2004","West Germany","Female","433","0.164527483761984","0.149362307549307","0.179692659974661","4"
"Not paid","2004","East Germany","Female","134","0.138379624980678","0.115328691741317","0.161430558220039","4"
"Not paid","2004","West Germany","Male","856","0.222868818326327","0.208440472991253","0.237297163661401","4"
