"plb0195_h","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Paid","1989","Rural Area","Female","87","0.320604395145886","0.262981652812041","0.37822713747973"
"Not paid","1989","Urban Area","Male","294","0.184946906577943","0.167484580463943","0.202409232691943"
"Not paid","1989","Urban Area","Female","166","0.18326189305619","0.159703497630699","0.206820288481682"
"Not paid","1989","Rural Area","Male","76","0.182301547246305","0.147616972035118","0.216986122457492"
"Not paid","1989","Rural Area","Female","36","0.16471681701675","0.118920172350398","0.210513461683101"
"Acclaimed","1990","Urban Area","Male","403","0.249600249002185","0.229905747990783","0.269294750013586"
"Acclaimed","1990","Urban Area","Female","415","0.444649416748812","0.414033285259343","0.475265548238282"
"Acclaimed","1990","Rural Area","Male","139","0.309919221659936","0.268972015726328","0.350866427593544"
"Acclaimed","1990","Rural Area","Female","120","0.473602510185387","0.413372903076169","0.533832117294605"
"Partly, partly","1990","Urban Area","Male","294","0.152810962023124","0.136437385539682","0.169184538506566"
"Partly, partly","1990","Urban Area","Female","134","0.12802515606121","0.107439843305541","0.148610468816879"
"Partly, partly","1990","Rural Area","Male","75","0.17303240137888","0.139539095518845","0.206525707238915"
"Partly, partly","1990","Rural Area","Female","36","0.131655956314982","0.0908698451669873","0.172442067462976"
"Paid","1990","Urban Area","Male","887","0.413767678887033","0.391355230879469","0.436180126894597"
"Paid","1990","Urban Area","Female","317","0.261232193941375","0.234166126199131","0.288298261683618"
"Paid","1990","Rural Area","Male","208","0.368086783635252","0.325384226503219","0.410789340767286"
"Paid","1990","Rural Area","Female","80","0.264658797028893","0.211443836387773","0.317873757670013"
"Not paid","1990","Urban Area","Male","271","0.183821110087658","0.166194593048184","0.201447627127132"
"Not paid","1990","Urban Area","Female","146","0.166093233248603","0.143163840489986","0.18902262600722"
"Not paid","1990","Rural Area","Male","68","0.148961593325931","0.117436107688097","0.180487078963766"
"Not paid","1990","Rural Area","Female","28","","",""
"Acclaimed","1991","Urban Area","Male","561","0.253155795951159","0.235435571457121","0.270876020445197"
"Acclaimed","1991","Urban Area","Female","637","0.458532608378064","0.432616177873684","0.484449038882444"
"Acclaimed","1991","Rural Area","Male","411","0.341632454668445","0.314364108752759","0.36890080058413"
"Acclaimed","1991","Rural Area","Female","396","0.472566956841411","0.437993152028442","0.50714076165438"
"Partly, partly","1991","Urban Area","Male","372","0.165931509735383","0.150770589450836","0.181092430019929"
"Partly, partly","1991","Urban Area","Female","173","0.118634839823965","0.10181631182681","0.135453367821121"
"Partly, partly","1991","Rural Area","Male","170","0.147532880296924","0.127142362420553","0.167923398173295"
"Partly, partly","1991","Rural Area","Female","101","0.123252664592887","0.100487687437724","0.146017641748051"
"Paid","1991","Urban Area","Male","1044","0.404638193419688","0.384635697227761","0.424640689611616"
"Paid","1991","Urban Area","Female","405","0.259772565764649","0.236964778727163","0.282580352802136"
"Paid","1991","Rural Area","Male","438","0.378009264826702","0.350129557713867","0.405888971939536"
"Paid","1991","Rural Area","Female","201","0.272745556453287","0.241902751557624","0.30358836134895"
"Not paid","1991","Urban Area","Male","336","0.17627450089377","0.160745401253775","0.191803600533764"
"Not paid","1991","Urban Area","Female","205","0.163059986033321","0.143845676390409","0.182274295676234"
"Not paid","1991","Rural Area","Male","143","0.13282540020793","0.113311734181109","0.152339066234751"
"Not paid","1991","Rural Area","Female","103","0.131434822112415","0.108036308987074","0.154833335237755"
"Acclaimed","1992","Urban Area","Male","521","0.256994676997395","0.23865136002089","0.2753379939739"
"Acclaimed","1992","Urban Area","Female","599","0.471522923833544","0.445002313716383","0.498043533950705"
"Acclaimed","1992","Rural Area","Male","354","0.315543834830115","0.287980012536724","0.343107657123506"
"Acclaimed","1992","Rural Area","Female","358","0.470788743942699","0.434304007140469","0.507273480744928"
"Partly, partly","1992","Urban Area","Male","396","0.182620347618585","0.166402009962261","0.198838685274909"
"Partly, partly","1992","Urban Area","Female","203","0.140480261780646","0.122019287827844","0.158941235733449"
"Partly, partly","1992","Rural Area","Male","186","0.179827873396344","0.15704975851675","0.202605988275938"
"Partly, partly","1992","Rural Area","Female","103","0.15860037143937","0.131898794917585","0.185301947961155"
"Paid","1992","Urban Area","Male","951","0.394424128985362","0.373908451505737","0.414939806464987"
"Paid","1992","Urban Area","Female","354","0.23324551175968","0.210778058875691","0.255712964643669"
"Paid","1992","Rural Area","Male","405","0.36625399181607","0.337679035598628","0.394828948033511"
"Paid","1992","Rural Area","Female","162","0.235271958418907","0.20426763651155","0.266276280326265"
"Not paid","1992","Urban Area","Male","312","0.165960846398658","0.150343189265419","0.181578503531896"
"Not paid","1992","Urban Area","Female","205","0.15475130262613","0.135536831275275","0.173965773976985"
"Not paid","1992","Rural Area","Male","147","0.138374299957472","0.117894589494548","0.158854010420396"
"Not paid","1992","Rural Area","Female","96","0.135338926199024","0.110334438385663","0.160343414012385"
"Acclaimed","1993","Urban Area","Male","490","0.251164566464096","0.232611561957445","0.269717570970747"
"Acclaimed","1993","Urban Area","Female","636","0.465898280297538","0.43955082582431","0.492245734770767"
"Acclaimed","1993","Rural Area","Male","313","0.302382248261461","0.274823925085249","0.329940571437673"
"Acclaimed","1993","Rural Area","Female","365","0.485758891989764","0.449577116144202","0.521940667835325"
"Partly, partly","1993","Urban Area","Male","398","0.184385545793818","0.167795493110901","0.200975598476734"
"Partly, partly","1993","Urban Area","Female","199","0.134907297482737","0.116863407669569","0.152951187295904"
"Partly, partly","1993","Rural Area","Male","200","0.17580414097043","0.152964164844563","0.198644117096296"
"Partly, partly","1993","Rural Area","Female","105","0.144107366555514","0.118683076248743","0.169531656862284"
"Paid","1993","Urban Area","Male","873","0.377260609281157","0.356525049156854","0.397996169405459"
"Paid","1993","Urban Area","Female","340","0.237633839238118","0.215152764539317","0.260114913936919"
"Paid","1993","Rural Area","Male","397","0.363480011349774","0.334618958442037","0.392341064257511"
"Paid","1993","Rural Area","Female","156","0.222730701131607","0.19260952658389","0.252851875679324"
"Not paid","1993","Urban Area","Male","338","0.18718927846093","0.170502324463927","0.203876232457932"
"Not paid","1993","Urban Area","Female","202","0.161560582981607","0.142121101779091","0.181000064184123"
"Not paid","1993","Rural Area","Male","157","0.158333599418335","0.136429650453647","0.180237548383023"
"Not paid","1993","Rural Area","Female","107","0.147403040323116","0.121739225428011","0.173066855218221"
"Acclaimed","1994","Urban Area","Male","556","0.284001825845305","0.264495739612729","0.303507912077881"
"Acclaimed","1994","Urban Area","Female","690","0.508863119697456","0.482629226331359","0.535097013063552"
"Acclaimed","1994","Rural Area","Male","317","0.309640890589912","0.281419042994533","0.337862738185292"
"Acclaimed","1994","Rural Area","Female","364","0.477454924109432","0.441071222937002","0.513838625281861"
"Partly, partly","1994","Urban Area","Male","391","0.188776817172318","0.171849110583278","0.205704523761357"
"Partly, partly","1994","Urban Area","Female","190","0.128551380789543","0.11098750920444","0.146115252374646"
"Partly, partly","1994","Rural Area","Male","212","0.206642301245285","0.181927171570218","0.231357430920352"
"Partly, partly","1994","Rural Area","Female","113","0.1584380701448","0.131839908546054","0.185036231743546"
"Paid","1994","Urban Area","Male","770","0.339418677452882","0.318936098863791","0.359901256041974"
"Paid","1994","Urban Area","Female","319","0.216005644189374","0.19441080347837","0.237600484900378"
"Paid","1994","Rural Area","Male","352","0.336674028514152","0.307827931016434","0.36552012601187"
"Paid","1994","Rural Area","Female","132","0.209438568519606","0.179798790291363","0.239078346747849"
"Not paid","1994","Urban Area","Male","336","0.187802679529495","0.170908570808973","0.204696788250016"
"Not paid","1994","Urban Area","Female","196","0.146579855323627","0.128019786745561","0.165139923901694"
"Not paid","1994","Rural Area","Male","150","0.147042779650651","0.125425340993796","0.168660218307506"
"Not paid","1994","Rural Area","Female","115","0.154668437226163","0.12832980615791","0.181007068294416"
"Acclaimed","1995","Urban Area","Male","578","0.279499017290924","0.260665662426294","0.298332372155554"
"Acclaimed","1995","Urban Area","Female","733","0.517876981250202","0.492324714616406","0.543429247883999"
"Acclaimed","1995","Rural Area","Male","325","0.302423930191327","0.275342548677345","0.329505311705309"
"Acclaimed","1995","Rural Area","Female","414","0.489348227073742","0.454445736867031","0.524250717280453"
"Partly, partly","1995","Urban Area","Male","420","0.201939108038466","0.185091102768822","0.21878711330811"
"Partly, partly","1995","Urban Area","Female","219","0.131870319084941","0.114568051507664","0.149172586662219"
"Partly, partly","1995","Rural Area","Male","228","0.1927552665121","0.169497249246805","0.216013283777396"
"Partly, partly","1995","Rural Area","Female","127","0.17363194594098","0.147184328248534","0.200079563633426"
"Paid","1995","Urban Area","Male","842","0.334056649904922","0.314261948169246","0.353851351640598"
"Paid","1995","Urban Area","Female","313","0.197833271762122","0.177461951233953","0.218204592290292"
"Paid","1995","Rural Area","Male","384","0.344318044937173","0.316302862195464","0.372333227678883"
"Paid","1995","Rural Area","Female","141","0.19956385825811","0.171658392655669","0.227469323860551"
"Not paid","1995","Urban Area","Male","341","0.184505224765688","0.168225945097945","0.200784504433431"
"Not paid","1995","Urban Area","Female","204","0.152419427902734","0.134039328599826","0.170799527205642"
"Not paid","1995","Rural Area","Male","168","0.160502758359399","0.138859739444289","0.18214577727451"
"Not paid","1995","Rural Area","Female","106","0.137455968727168","0.113414697900431","0.161497239553905"
"Acclaimed","1996","Urban Area","Male","677","0.337390888233099","0.317158799280793","0.357622977185406"
"Acclaimed","1996","Urban Area","Female","767","0.529191766575134","0.503311988938429","0.555071544211838"
"Acclaimed","1996","Rural Area","Male","364","0.346134887791191","0.317801361210185","0.374468414372197"
"Acclaimed","1996","Rural Area","Female","404","0.527204229165872","0.491449506277312","0.562958952054432"
"Partly, partly","1996","Urban Area","Male","386","0.178148924245597","0.161775726192013","0.194522122299181"
"Partly, partly","1996","Urban Area","Female","191","0.152634207229865","0.133987876702885","0.171280537756846"
"Partly, partly","1996","Rural Area","Male","204","0.192454798408649","0.168975687084198","0.2159339097331"
"Partly, partly","1996","Rural Area","Female","99","0.134700323641198","0.110250553959058","0.159150093323338"
"Paid","1996","Urban Area","Male","707","0.29987060269537","0.280264040470011","0.319477164920728"
"Paid","1996","Urban Area","Female","263","0.167275105365371","0.147924328423707","0.186625882307035"
"Paid","1996","Rural Area","Male","362","0.317309140917355","0.289589525645856","0.345028756188855"
"Paid","1996","Rural Area","Female","140","0.205324209878751","0.176395953784988","0.234252465972514"
"Not paid","1996","Urban Area","Male","328","0.184589584825934","0.167988476907992","0.201190692743876"
"Not paid","1996","Urban Area","Female","208","0.150898920829629","0.132339913640739","0.16945792801852"
"Not paid","1996","Rural Area","Male","153","0.144101172882804","0.123185163105608","0.16501718266"
"Not paid","1996","Rural Area","Female","106","0.132771237314179","0.108470132416645","0.157072342211712"
"Acclaimed","1997","Urban Area","Male","586","0.341505490297495","0.319567805673375","0.363443174921614"
"Acclaimed","1997","Urban Area","Female","663","0.556263477248938","0.528094764608973","0.584432189888903"
"Acclaimed","1997","Rural Area","Male","377","0.389309877007051","0.358875263384256","0.419744490629845"
"Acclaimed","1997","Rural Area","Female","343","0.557913328618622","0.519008992961466","0.596817664275779"
"Partly, partly","1997","Urban Area","Male","443","0.231555634091528","0.21204147882432","0.251069789358736"
"Partly, partly","1997","Urban Area","Female","183","0.163584073151903","0.142611786059355","0.18455636024445"
"Partly, partly","1997","Rural Area","Male","240","0.232167612194298","0.205813786785266","0.25852143760333"
"Partly, partly","1997","Rural Area","Female","108","0.16495186505963","0.135878500452997","0.194025229666263"
"Paid","1997","Urban Area","Male","438","0.204518227270824","0.185858856653818","0.223177597887831"
"Paid","1997","Urban Area","Female","153","0.109063743942712","0.0913900367443927","0.126737451141032"
"Paid","1997","Rural Area","Male","208","0.205421135615398","0.180203712766597","0.230638558464199"
"Paid","1997","Rural Area","Female","78","0.128428600577379","0.10222003303345","0.154637168121308"
"Not paid","1997","Urban Area","Male","328","0.222420648340153","0.203181945991472","0.241659350688835"
"Not paid","1997","Urban Area","Female","196","0.171088705656447","0.149737183702704","0.19244022761019"
"Not paid","1997","Rural Area","Male","161","0.173101375183253","0.14948647971905","0.196716270647456"
"Not paid","1997","Rural Area","Female","97","0.148706205744369","0.120834393708497","0.176578017780241"
"Acclaimed","1998","Urban Area","Male","684","0.36603215267958","0.344579721623381","0.387484583735779"
"Acclaimed","1998","Urban Area","Female","699","0.542505020561549","0.515212845189808","0.56979719593329"
"Acclaimed","1998","Rural Area","Male","433","0.408951801871003","0.379698106555172","0.438205497186835"
"Acclaimed","1998","Rural Area","Female","404","0.54716320110561","0.511004593523224","0.583321808687996"
"Partly, partly","1998","Urban Area","Male","456","0.219032641932722","0.200614146848191","0.237451137017254"
"Partly, partly","1998","Urban Area","Female","231","0.186758157340897","0.165408409293193","0.208107905388601"
"Partly, partly","1998","Rural Area","Male","269","0.232481453770896","0.207346863063769","0.257616044478024"
"Partly, partly","1998","Rural Area","Female","127","0.189269308132635","0.160814162944647","0.217724453320623"
"Paid","1998","Urban Area","Male","426","0.199830143195629","0.182022564429795","0.217637721961464"
"Paid","1998","Urban Area","Female","150","0.117535400271734","0.0998922514350222","0.135178549108446"
"Paid","1998","Rural Area","Male","207","0.189064080703304","0.165765417455183","0.212362743951425"
"Paid","1998","Rural Area","Female","92","0.125060869717483","0.101032071871695","0.149089667563271"
"Not paid","1998","Urban Area","Male","371","0.215105062192068","0.196806609809375","0.233403514574762"
"Not paid","1998","Urban Area","Female","200","0.15320142182582","0.133469719082866","0.172933124568773"
"Not paid","1998","Rural Area","Male","176","0.169502663654797","0.147177707864834","0.19182761944476"
"Not paid","1998","Rural Area","Female","105","0.138506621044271","0.113414137926716","0.163599104161827"
"Acclaimed","1999","Urban Area","Male","685","0.370364906978344","0.348679879412404","0.392049934544284"
"Acclaimed","1999","Urban Area","Female","711","0.574939746416098","0.547804772173526","0.60207472065867"
"Acclaimed","1999","Rural Area","Male","404","0.390701128008955","0.361521250133441","0.419881005884469"
"Acclaimed","1999","Rural Area","Female","407","0.569438660521284","0.533068176183451","0.605809144859117"
"Partly, partly","1999","Urban Area","Male","449","0.226418080312067","0.207624509340524","0.24521165128361"
"Partly, partly","1999","Urban Area","Female","214","0.164489592325078","0.144140823272051","0.184838361378105"
"Partly, partly","1999","Rural Area","Male","286","0.266210627812015","0.23977775575546","0.292643499868569"
"Partly, partly","1999","Rural Area","Female","121","0.188160804314311","0.159452490675669","0.216869117952953"
"Paid","1999","Urban Area","Male","413","0.189793727933888","0.172184539954616","0.207402915913159"
"Paid","1999","Urban Area","Female","138","0.0961502117729632","0.0799688058923329","0.112331617653594"
"Paid","1999","Rural Area","Male","205","0.179514512977541","0.156561950158228","0.202467075796853"
"Paid","1999","Rural Area","Female","92","0.120235508032993","0.0963459739206498","0.144125042145336"
"Not paid","1999","Urban Area","Male","358","0.213423284775701","0.195024376941063","0.23182219261034"
"Not paid","1999","Urban Area","Female","212","0.164420449485861","0.144075115873643","0.184765783098079"
"Not paid","1999","Rural Area","Male","179","0.163573731201489","0.141452129817102","0.185695332585876"
"Not paid","1999","Rural Area","Female","92","0.122165027131413","0.0981109897449926","0.146219064517833"
"Acclaimed","2000","Urban Area","Male","1225","0.384114715572058","0.367431226366969","0.400798204777146"
"Acclaimed","2000","Urban Area","Female","1242","0.589704587792241","0.56884464800315","0.610564527581333"
"Acclaimed","2000","Rural Area","Male","747","0.43629428188612","0.413005863415261","0.459582700356979"
"Acclaimed","2000","Rural Area","Female","687","0.593621815618192","0.565172916387688","0.622070714848697"
"Partly, partly","2000","Urban Area","Male","767","0.231604605591993","0.217134474339157","0.246074736844829"
"Partly, partly","2000","Urban Area","Female","344","0.160423452841671","0.144859799611308","0.175987106072035"
"Partly, partly","2000","Rural Area","Male","419","0.241042924251029","0.220957555172652","0.261128293329405"
"Partly, partly","2000","Rural Area","Female","172","0.158684022072905","0.137520326003482","0.179847718142328"
"Paid","2000","Urban Area","Male","641","0.193313640856508","0.179768294795725","0.206858986917292"
"Paid","2000","Urban Area","Female","249","0.117275122655522","0.103630450730334","0.130919794580711"
"Paid","2000","Rural Area","Male","290","0.163469682182602","0.146104335119069","0.180835029246135"
"Paid","2000","Rural Area","Female","128","0.105543242025621","0.0877465109560626","0.123339973095179"
"Not paid","2000","Urban Area","Male","632","0.190967037979441","0.177484588167812","0.204449487791071"
"Not paid","2000","Urban Area","Female","301","0.132596836710565","0.118214662355915","0.146979011065215"
"Not paid","2000","Rural Area","Male","286","0.159193111680249","0.142012671682835","0.176373551677663"
"Not paid","2000","Rural Area","Female","158","0.142150920283282","0.121924192467056","0.162377648099508"
"Acclaimed","2001","Urban Area","Male","1091","0.375856215842867","0.358504280292308","0.393208151393426"
"Acclaimed","2001","Urban Area","Female","1142","0.547766374176488","0.526371981815556","0.569160766537421"
"Acclaimed","2001","Rural Area","Male","650","0.417773039727422","0.393385030008131","0.442161049446713"
"Acclaimed","2001","Rural Area","Female","643","0.589586013384841","0.560608644920466","0.618563381849216"
"Partly, partly","2001","Urban Area","Male","752","0.246340240578205","0.230903696516674","0.261776784639736"
"Partly, partly","2001","Urban Area","Female","385","0.185539170608281","0.168829274377431","0.202249066839131"
"Partly, partly","2001","Rural Area","Male","391","0.249122234926228","0.227735185834701","0.270509284017755"
"Partly, partly","2001","Rural Area","Female","180","0.162637775977035","0.140898670170145","0.184376881783925"
"Paid","2001","Urban Area","Male","574","0.192598292906458","0.178470777780006","0.20672580803291"
"Paid","2001","Urban Area","Female","252","0.127739652793928","0.113391143709258","0.142088161878597"
"Paid","2001","Rural Area","Male","274","0.167623845233902","0.149152959859349","0.186094730608456"
"Paid","2001","Rural Area","Female","137","0.120179943109796","0.101024720355472","0.13933516586412"
"Not paid","2001","Urban Area","Male","576","0.18520525067247","0.171288255040106","0.199122246304834"
"Not paid","2001","Urban Area","Female","300","0.138954802421303","0.124086184508498","0.153823420334107"
"Not paid","2001","Rural Area","Male","256","0.165480880112448","0.147104834710823","0.183856925514072"
"Not paid","2001","Rural Area","Female","147","0.127596267528328","0.107942219032619","0.147250316024038"
"Acclaimed","2002","Urban Area","Male","1106","0.396007362895781","0.378838278221422","0.41317644757014"
"Acclaimed","2002","Urban Area","Female","1225","0.577914741789852","0.557286063060144","0.59854342051956"
"Acclaimed","2002","Rural Area","Male","635","0.440403370893145","0.415495667448354","0.465311074337935"
"Acclaimed","2002","Rural Area","Female","667","0.593415408971323","0.564864316800846","0.6219665011418"
"Partly, partly","2002","Urban Area","Male","729","0.231745843052416","0.216933010084965","0.246558676019867"
"Partly, partly","2002","Urban Area","Female","348","0.15021538877084","0.135292562678017","0.165138214863664"
"Partly, partly","2002","Rural Area","Male","391","0.260235381581574","0.238221289758202","0.282249473404946"
"Partly, partly","2002","Rural Area","Female","194","0.17905804963491","0.156772620165668","0.201343479104152"
"Paid","2002","Urban Area","Male","450","0.161487881631194","0.148569612431516","0.174406150830872"
"Paid","2002","Urban Area","Female","213","0.102844702111071","0.0901575481825448","0.115531856039598"
"Paid","2002","Rural Area","Male","226","0.154682654823158","0.13653997137719","0.172825338269127"
"Paid","2002","Rural Area","Female","103","0.0901557801897911","0.0735083130284551","0.106803247351127"
"Not paid","2002","Urban Area","Male","832","0.210758912420609","0.196441072336564","0.225076752504654"
"Not paid","2002","Urban Area","Female","416","0.169025167328236","0.153371753877551","0.184678580778922"
"Not paid","2002","Rural Area","Male","274","0.144678592702123","0.127028880302919","0.162328305101327"
"Not paid","2002","Rural Area","Female","173","0.137370761203977","0.11736168223219","0.157379840175763"
"Acclaimed","2003","Urban Area","Male","1075","0.409203179230246","0.391164294598025","0.427242063862467"
"Acclaimed","2003","Urban Area","Female","1238","0.581417688601212","0.560718406950147","0.602116970252277"
"Acclaimed","2003","Rural Area","Male","645","0.495303262460413","0.469298387983519","0.521308136937307"
"Acclaimed","2003","Rural Area","Female","670","0.646762056838514","0.618706648266815","0.674817465410212"
"Partly, partly","2003","Urban Area","Male","633","0.218752748605797","0.203586012960167","0.233919484251427"
"Partly, partly","2003","Urban Area","Female","347","0.160894867676054","0.145477863073019","0.176311872279089"
"Partly, partly","2003","Rural Area","Male","334","0.227763091367358","0.205949816569606","0.24957636616511"
"Partly, partly","2003","Rural Area","Female","178","0.152237651174576","0.131150944492929","0.173324357856222"
"Paid","2003","Urban Area","Male","425","0.167319841424602","0.153625727488549","0.181013955360654"
"Paid","2003","Urban Area","Female","192","0.094052339940355","0.081804568474997","0.106300111405713"
"Paid","2003","Rural Area","Male","176","0.129866114693944","0.112381950213897","0.14735027917399"
"Paid","2003","Rural Area","Female","109","0.0995787704017374","0.082002897637181","0.117154643166294"
"Not paid","2003","Urban Area","Male","721","0.204724230739355","0.189920723998274","0.219527737480436"
"Not paid","2003","Urban Area","Female","405","0.163635103782379","0.148112775853737","0.179157431711021"
"Not paid","2003","Rural Area","Male","265","0.147067531478286","0.128646258266831","0.16548880468974"
"Not paid","2003","Rural Area","Female","158","0.101421521585173","0.0837019293113299","0.119141113859017"
"Acclaimed","2004","Urban Area","Male","1078","0.422659787313953","0.404233991393478","0.441085583234429"
"Acclaimed","2004","Urban Area","Female","1182","0.558530605621508","0.537277487099082","0.579783724143935"
"Acclaimed","2004","Rural Area","Male","589","0.437129812464768","0.410977902872369","0.463281722057166"
"Acclaimed","2004","Rural Area","Female","644","0.65713077905232","0.628569309172734","0.685692248931906"
"Partly, partly","2004","Urban Area","Male","564","0.196823817094447","0.18199320336959","0.211654430819303"
"Partly, partly","2004","Urban Area","Female","319","0.163497530978669","0.147669091912272","0.179325970045066"
"Partly, partly","2004","Rural Area","Male","340","0.242062072469141","0.219479455775714","0.264644689162568"
"Partly, partly","2004","Rural Area","Female","170","0.156229248468801","0.134382651119889","0.178075845817712"
"Paid","2004","Urban Area","Male","366","0.156491688408745","0.142939631741476","0.170043745076015"
