"ple0053","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Yes","1985","Schleswig-Holstein","direct migration background","1","","",""
"Yes","1985","Schleswig-Holstein","indirect migration background","","","",""
"Yes","1985","Hamburg","no migration background","23","","",""
"Yes","1985","Hamburg","direct migration background","8","","",""
"Yes","1985","Hamburg","indirect migration background","1","","",""
"Yes","1985","Lower Saxony","no migration background","102","0.110588382384416","0.0905926029069047","0.130584161861928"
"Yes","1985","Lower Saxony","direct migration background","16","","",""
"Yes","1985","Lower Saxony","indirect migration background","","","",""
"Yes","1985","Bremen","no migration background","7","","",""
"Yes","1985","Bremen","direct migration background","1","","",""
"Yes","1985","Bremen","indirect migration background","","","",""
"Yes","1985","North Rhine-Westphalia","no migration background","249","0.115970419200519","0.102324590432003","0.129616247969035"
"Yes","1985","North Rhine-Westphalia","direct migration background","90","0.0949026413452696","0.0746693111574594","0.11513597153308"
"Yes","1985","North Rhine-Westphalia","indirect migration background","9","","",""
"Yes","1985","Hesse","no migration background","68","0.0988835660009666","0.0768176000602662","0.120949531941667"
"Yes","1985","Hesse","direct migration background","43","0.0937462748581932","0.0659696278705039","0.121522921845882"
"Yes","1985","Hesse","indirect migration background","2","","",""
"Yes","1985","Rhineland-Palatinate,Saarland","no migration background","68","0.112299124768151","0.0877223453358361","0.136875904200467"
"Yes","1985","Rhineland-Palatinate,Saarland","direct migration background","19","","",""
"Yes","1985","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Yes","1985","Baden-Württemberg","no migration background","130","0.107803274136901","0.0904291199921396","0.125177428281663"
"Yes","1985","Baden-Württemberg","direct migration background","109","0.118781859734267","0.0963205175038786","0.141243201964655"
"Yes","1985","Baden-Württemberg","indirect migration background","2","","",""
"Yes","1985","Bavaria","no migration background","190","0.130144903247606","0.113037829603087","0.147251976892126"
"Yes","1985","Bavaria","direct migration background","44","0.101644457899835","0.0717687782798677","0.131520137519802"
"Yes","1985","Bavaria","indirect migration background","3","","",""
"Yes","1985","Berlin","no migration background","25","","",""
"Yes","1985","Berlin","direct migration background","10","","",""
"Yes","1985","Berlin","indirect migration background","","","",""
"Yes","1985","Brandenburg","no migration background","","","",""
"Yes","1985","Brandenburg","direct migration background","","","",""
"Yes","1985","Brandenburg","indirect migration background","","","",""
"Yes","1985","Mecklenburg-Western Pomerania","no migration background","","","",""
"Yes","1985","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","1985","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","1985","Saxony","no migration background","","","",""
"Yes","1985","Saxony","direct migration background","","","",""
"Yes","1985","Saxony","indirect migration background","","","",""
"Yes","1985","Saxony-Anhalt","no migration background","","","",""
"Yes","1985","Saxony-Anhalt","direct migration background","","","",""
"Yes","1985","Saxony-Anhalt","indirect migration background","","","",""
"Yes","1985","Thuringia","no migration background","","","",""
"Yes","1985","Thuringia","direct migration background","","","",""
"Yes","1985","Thuringia","indirect migration background","","","",""
"No","1985","Schleswig-Holstein","no migration background","271","0.869435993163066","0.832169904801056","0.906702081525076"
"No","1985","Schleswig-Holstein","direct migration background","38","0.912470202850229","0.823774394904854","1.0011660107956"
"No","1985","Schleswig-Holstein","indirect migration background","1","","",""
"No","1985","Hamburg","no migration background","186","0.888465392463598","0.845787788635121","0.931142996292076"
"No","1985","Hamburg","direct migration background","61","0.857919717415443","0.775541237028942","0.940298197801945"
"No","1985","Hamburg","indirect migration background","1","","",""
"No","1985","Lower Saxony","no migration background","843","0.889411617615584","0.869415838138072","0.909407397093095"
"No","1985","Lower Saxony","direct migration background","139","0.8538267718883","0.798210606103425","0.909442937673174"
"No","1985","Lower Saxony","indirect migration background","8","","",""
"No","1985","Bremen","no migration background","83","0.91661860752434","0.859502876101895","0.973734338946784"
"No","1985","Bremen","direct migration background","25","","",""
"No","1985","Bremen","indirect migration background","","","",""
"No","1985","North Rhine-Westphalia","no migration background","1866","0.884029580799481","0.870383752030965","0.897675409567997"
"No","1985","North Rhine-Westphalia","direct migration background","716","0.90509735865473","0.88486402846692","0.925330688842541"
"No","1985","North Rhine-Westphalia","indirect migration background","35","0.808161241495896","0.691818594762525","0.924503888229266"
"No","1985","Hesse","no migration background","635","0.901116433999033","0.879050468058333","0.923182399939734"
"No","1985","Hesse","direct migration background","380","0.906253725141807","0.878477078154118","0.934030372129496"
"No","1985","Hesse","indirect migration background","9","","",""
"No","1985","Rhineland-Palatinate,Saarland","no migration background","566","0.887700875231849","0.863124095799533","0.912277654664164"
"No","1985","Rhineland-Palatinate,Saarland","direct migration background","112","0.895818562731028","0.843504596921222","0.948132528540833"
"No","1985","Rhineland-Palatinate,Saarland","indirect migration background","8","","",""
"No","1985","Baden-Württemberg","no migration background","1094","0.892196725863099","0.874822571718337","0.90957088000786"
"No","1985","Baden-Württemberg","direct migration background","688","0.881218140265733","0.858756798035345","0.903679482496121"
"No","1985","Baden-Württemberg","indirect migration background","32","0.971344001540824","0.915264656039969","1.02742334704168"
"No","1985","Bavaria","no migration background","1296","0.869855096752394","0.852748023107874","0.886962170396913"
"No","1985","Bavaria","direct migration background","349","0.898355542100165","0.868479862480198","0.928231221720132"
"No","1985","Bavaria","indirect migration background","28","","",""
"No","1985","Berlin","no migration background","236","0.894624656806124","0.857375386445585","0.931873927166663"
"No","1985","Berlin","direct migration background","92","0.937165349935055","0.890072419389054","0.984258280481056"
"No","1985","Berlin","indirect migration background","4","","",""
"No","1985","Brandenburg","no migration background","","","",""
"No","1985","Brandenburg","direct migration background","","","",""
"No","1985","Brandenburg","indirect migration background","","","",""
"No","1985","Mecklenburg-Western Pomerania","no migration background","","","",""
"No","1985","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No","1985","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No","1985","Saxony","no migration background","","","",""
"No","1985","Saxony","direct migration background","","","",""
"No","1985","Saxony","indirect migration background","","","",""
"No","1985","Saxony-Anhalt","no migration background","","","",""
"No","1985","Saxony-Anhalt","direct migration background","","","",""
"No","1985","Saxony-Anhalt","indirect migration background","","","",""
"No","1985","Thuringia","no migration background","","","",""
"No","1985","Thuringia","direct migration background","","","",""
"No","1985","Thuringia","indirect migration background","","","",""
"Yes","1986","Schleswig-Holstein","no migration background","31","0.107900491387989","0.0717534101967954","0.144047572579182"
"Yes","1986","Schleswig-Holstein","direct migration background","3","","",""
"Yes","1986","Schleswig-Holstein","indirect migration background","","","",""
"Yes","1986","Hamburg","no migration background","22","","",""
"Yes","1986","Hamburg","direct migration background","6","","",""
"Yes","1986","Hamburg","indirect migration background","","","",""
"Yes","1986","Lower Saxony","no migration background","97","0.111980071683159","0.0916912965147559","0.132268846851562"
"Yes","1986","Lower Saxony","direct migration background","14","","",""
"Yes","1986","Lower Saxony","indirect migration background","1","","",""
"Yes","1986","Bremen","no migration background","10","","",""
"Yes","1986","Bremen","direct migration background","3","","",""
"Yes","1986","Bremen","indirect migration background","","","",""
"Yes","1986","North Rhine-Westphalia","no migration background","245","0.124015836757516","0.109723586602043","0.138308086912989"
"Yes","1986","North Rhine-Westphalia","direct migration background","108","0.135177599923386","0.111152006514777","0.159203193331994"
"Yes","1986","North Rhine-Westphalia","indirect migration background","4","","",""
"Yes","1986","Hesse","no migration background","73","0.114149389357785","0.0898524155821599","0.13844636313341"
"Yes","1986","Hesse","direct migration background","58","0.179844839921707","0.141230083975451","0.218459595867964"
"Yes","1986","Hesse","indirect migration background","2","","",""
"Yes","1986","Rhineland-Palatinate,Saarland","no migration background","80","0.13939260981889","0.112389613194741","0.166395606443038"
"Yes","1986","Rhineland-Palatinate,Saarland","direct migration background","13","","",""
"Yes","1986","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Yes","1986","Baden-Württemberg","no migration background","136","0.11549123682149","0.0972859374065627","0.133696536236417"
"Yes","1986","Baden-Württemberg","direct migration background","118","0.146058811961273","0.121194576931262","0.170923046991284"
"Yes","1986","Baden-Württemberg","indirect migration background","4","","",""
"Yes","1986","Bavaria","no migration background","169","0.130649405509352","0.112783911468163","0.148514899550541"
"Yes","1986","Bavaria","direct migration background","53","0.100238513271597","0.0700433556580711","0.130433670885123"
"Yes","1986","Bavaria","indirect migration background","6","","",""
"Yes","1986","Berlin","no migration background","30","0.139668742581201","0.0963512808833414","0.18298620427906"
"Yes","1986","Berlin","direct migration background","11","","",""
"Yes","1986","Berlin","indirect migration background","1","","",""
"Yes","1986","Brandenburg","no migration background","","","",""
"Yes","1986","Brandenburg","direct migration background","","","",""
"Yes","1986","Brandenburg","indirect migration background","","","",""
"Yes","1986","Mecklenburg-Western Pomerania","no migration background","","","",""
"Yes","1986","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","1986","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","1986","Saxony","no migration background","","","",""
"Yes","1986","Saxony","direct migration background","","","",""
"Yes","1986","Saxony","indirect migration background","","","",""
"Yes","1986","Saxony-Anhalt","no migration background","","","",""
"Yes","1986","Saxony-Anhalt","direct migration background","","","",""
"Yes","1986","Saxony-Anhalt","indirect migration background","","","",""
"Yes","1986","Thuringia","no migration background","","","",""
"Yes","1986","Thuringia","direct migration background","","","",""
"Yes","1986","Thuringia","indirect migration background","","","",""
"No","1986","Schleswig-Holstein","no migration background","252","0.892099508612011","0.855952427420818","0.928246589803205"
"No","1986","Schleswig-Holstein","direct migration background","35","0.864779015188462","0.756053640946905","0.973504389430018"
"No","1986","Schleswig-Holstein","indirect migration background","1","","",""
"No","1986","Hamburg","no migration background","160","0.88304375720796","0.836354688272265","0.929732826143656"
"No","1986","Hamburg","direct migration background","64","0.942434055523519","0.88786990807097","0.996998202976068"
"No","1986","Hamburg","indirect migration background","2","","",""
"No","1986","Lower Saxony","no migration background","831","0.888019928316841","0.867731153148438","0.908308703485244"
"No","1986","Lower Saxony","direct migration background","158","0.890321358385128","0.843621206280688","0.937021510489568"
"No","1986","Lower Saxony","indirect migration background","9","","",""
"No","1986","Bremen","no migration background","75","0.874655949947527","0.804266249465987","0.945045650429067"
"No","1986","Bremen","direct migration background","21","","",""
"No","1986","Bremen","indirect migration background","","","",""
"No","1986","North Rhine-Westphalia","no migration background","1798","0.875984163242484","0.861691913087011","0.890276413397957"
"No","1986","North Rhine-Westphalia","direct migration background","670","0.864822400076614","0.840796806668006","0.888847993485222"
"No","1986","North Rhine-Westphalia","indirect migration background","42","0.795377627012906","0.678795380740092","0.91195987328572"
"No","1986","Hesse","no migration background","585","0.885850610642215","0.861553636866589","0.91014758441784"
"No","1986","Hesse","direct migration background","322","0.820155160078293","0.781540404132036","0.858769916024549"
"No","1986","Hesse","indirect migration background","8","","",""
"No","1986","Rhineland-Palatinate,Saarland","no migration background","552","0.86060739018111","0.833604393556962","0.887610386805259"
"No","1986","Rhineland-Palatinate,Saarland","direct migration background","115","0.852036008230453","0.790525388829539","0.913546627631366"
"No","1986","Rhineland-Palatinate,Saarland","indirect migration background","8","","",""
"No","1986","Baden-Württemberg","no migration background","1048","0.88450876317851","0.866303463763583","0.902714062593437"
"No","1986","Baden-Württemberg","direct migration background","657","0.853941188038727","0.829076953008716","0.878805423068738"
"No","1986","Baden-Württemberg","indirect migration background","39","0.877034613149884","0.778879332250552","0.975189894049216"
"No","1986","Bavaria","no migration background","1198","0.869350594490648","0.851485100449459","0.887216088531837"
"No","1986","Bavaria","direct migration background","327","0.899761486728403","0.869566329114877","0.929956644341929"
"No","1986","Bavaria","indirect migration background","26","","",""
"No","1986","Berlin","no migration background","216","0.860331257418799","0.81701379572094","0.903648719116659"
"No","1986","Berlin","direct migration background","94","0.934858795767847","0.887657454226606","0.982060137309089"
"No","1986","Berlin","indirect migration background","2","","",""
"No","1986","Brandenburg","no migration background","","","",""
"No","1986","Brandenburg","direct migration background","","","",""
"No","1986","Brandenburg","indirect migration background","","","",""
"No","1986","Mecklenburg-Western Pomerania","no migration background","","","",""
"No","1986","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No","1986","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No","1986","Saxony","no migration background","","","",""
"No","1986","Saxony","direct migration background","","","",""
"No","1986","Saxony","indirect migration background","","","",""
"No","1986","Saxony-Anhalt","no migration background","","","",""
"No","1986","Saxony-Anhalt","direct migration background","","","",""
"No","1986","Saxony-Anhalt","indirect migration background","","","",""
"No","1986","Thuringia","no migration background","","","",""
"No","1986","Thuringia","direct migration background","","","",""
"No","1986","Thuringia","indirect migration background","","","",""
"Yes","1987","Schleswig-Holstein","no migration background","31","0.118970597720823","0.0808444233883579","0.157096772053288"
"Yes","1987","Schleswig-Holstein","direct migration background","1","","",""
"Yes","1987","Schleswig-Holstein","indirect migration background","","","",""
"Yes","1987","Hamburg","no migration background","18","","",""
"Yes","1987","Hamburg","direct migration background","7","","",""
"Yes","1987","Hamburg","indirect migration background","","","",""
"Yes","1987","Lower Saxony","no migration background","119","0.124755376813581","0.103495122030958","0.146015631596205"
"Yes","1987","Lower Saxony","direct migration background","11","","",""
"Yes","1987","Lower Saxony","indirect migration background","1","","",""
"Yes","1987","Bremen","no migration background","10","","",""
"Yes","1987","Bremen","direct migration background","1","","",""
"Yes","1987","Bremen","indirect migration background","","","",""
"Yes","1987","North Rhine-Westphalia","no migration background","236","0.12290583114732","0.108534392062026","0.137277270232613"
"Yes","1987","North Rhine-Westphalia","direct migration background","99","0.129316722882746","0.105616077341231","0.15301736842426"
"Yes","1987","North Rhine-Westphalia","indirect migration background","6","","",""
"Yes","1987","Hesse","no migration background","81","0.128227283956484","0.102464795586243","0.153989772326726"
"Yes","1987","Hesse","direct migration background","41","0.124061166570751","0.0916748635089768","0.156447469632526"
"Yes","1987","Hesse","indirect migration background","","","",""
"Yes","1987","Rhineland-Palatinate,Saarland","no migration background","70","0.1130465339431","0.0882810218639166","0.137812046022283"
"Yes","1987","Rhineland-Palatinate,Saarland","direct migration background","11","","",""
"Yes","1987","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","1987","Baden-Württemberg","no migration background","151","0.130184461026322","0.110852996514175","0.149515925538469"
"Yes","1987","Baden-Württemberg","direct migration background","97","0.133015437197018","0.108966803260867","0.15706407113317"
"Yes","1987","Baden-Württemberg","indirect migration background","4","","",""
"Yes","1987","Bavaria","no migration background","155","0.13037036918595","0.11227452355759","0.148466214814311"
"Yes","1987","Bavaria","direct migration background","45","0.130024558878223","0.0955678543063108","0.164481263450135"
"Yes","1987","Bavaria","indirect migration background","5","","",""
"Yes","1987","Berlin","no migration background","32","0.141953212638086","0.0984293218300411","0.185477103446131"
"Yes","1987","Berlin","direct migration background","11","","",""
"Yes","1987","Berlin","indirect migration background","","","",""
"Yes","1987","Brandenburg","no migration background","","","",""
"Yes","1987","Brandenburg","direct migration background","","","",""
"Yes","1987","Brandenburg","indirect migration background","","","",""
"Yes","1987","Mecklenburg-Western Pomerania","no migration background","","","",""
"Yes","1987","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","1987","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","1987","Saxony","no migration background","","","",""
"Yes","1987","Saxony","direct migration background","","","",""
"Yes","1987","Saxony","indirect migration background","","","",""
"Yes","1987","Saxony-Anhalt","no migration background","","","",""
"Yes","1987","Saxony-Anhalt","direct migration background","","","",""
"Yes","1987","Saxony-Anhalt","indirect migration background","","","",""
"Yes","1987","Thuringia","no migration background","","","",""
"Yes","1987","Thuringia","direct migration background","","","",""
"Yes","1987","Thuringia","indirect migration background","","","",""
"No","1987","Schleswig-Holstein","no migration background","246","0.881029402279177","0.842903227946712","0.919155576611642"
"No","1987","Schleswig-Holstein","direct migration background","42","0.987173249571361","0.953539996528787","1.02080650261393"
"No","1987","Schleswig-Holstein","indirect migration background","2","","",""
"No","1987","Hamburg","no migration background","141","0.863691972832142","0.810359749807566","0.917024195856718"
"No","1987","Hamburg","direct migration background","56","0.930483532564273","0.867681165999522","0.993285899129024"
"No","1987","Hamburg","indirect migration background","3","","",""
"No","1987","Lower Saxony","no migration background","809","0.875244623186419","0.853984368403795","0.896504877969042"
"No","1987","Lower Saxony","direct migration background","157","0.935679794365011","0.898583477898911","0.972776110831111"
"No","1987","Lower Saxony","indirect migration background","10","","",""
"No","1987","Bremen","no migration background","69","0.860209276829271","0.783741972210566","0.936676581447975"
"No","1987","Bremen","direct migration background","21","","",""
"No","1987","Bremen","indirect migration background","","","",""
"No","1987","North Rhine-Westphalia","no migration background","1769","0.87709416885268","0.862722729767387","0.891465607937974"
"No","1987","North Rhine-Westphalia","direct migration background","671","0.870683277117254","0.84698263157574","0.894383922658769"
"No","1987","North Rhine-Westphalia","indirect migration background","45","0.827793226463073","0.72417192273939","0.931414530186756"
"No","1987","Hesse","no migration background","566","0.871772716043516","0.846010227673274","0.897535204413757"
"No","1987","Hesse","direct migration background","357","0.875938833429249","0.843552530367474","0.908325136491023"
"No","1987","Hesse","indirect migration background","14","","",""
"No","1987","Rhineland-Palatinate,Saarland","no migration background","558","0.886953466056901","0.862187953977718","0.911718978136083"
"No","1987","Rhineland-Palatinate,Saarland","direct migration background","121","0.885040405985921","0.830625825484061","0.93945498648778"
"No","1987","Rhineland-Palatinate,Saarland","indirect migration background","9","","",""
"No","1987","Baden-Württemberg","no migration background","1013","0.869815538973678","0.850484074461531","0.889147003485825"
"No","1987","Baden-Württemberg","direct migration background","669","0.866984562802981","0.84293592886683","0.891033196739133"
"No","1987","Baden-Württemberg","indirect migration background","41","0.86277933486422","0.762247997176648","0.963310672551791"
"No","1987","Bavaria","no migration background","1175","0.86962963081405","0.851533785185689","0.88772547644241"
"No","1987","Bavaria","direct migration background","321","0.869975441121777","0.835518736549865","0.904432145693689"
"No","1987","Bavaria","indirect migration background","31","0.865558746187323","0.754126369814113","0.976991122560533"
"No","1987","Berlin","no migration background","215","0.858046787361914","0.814522896553869","0.901570678169959"
"No","1987","Berlin","direct migration background","101","0.950717151579373","0.910629312661272","0.990804990497473"
"No","1987","Berlin","indirect migration background","5","","",""
"No","1987","Brandenburg","no migration background","","","",""
"No","1987","Brandenburg","direct migration background","","","",""
"No","1987","Brandenburg","indirect migration background","","","",""
"No","1987","Mecklenburg-Western Pomerania","no migration background","","","",""
"No","1987","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No","1987","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No","1987","Saxony","no migration background","","","",""
"No","1987","Saxony","direct migration background","","","",""
"No","1987","Saxony","indirect migration background","","","",""
"No","1987","Saxony-Anhalt","no migration background","","","",""
"No","1987","Saxony-Anhalt","direct migration background","","","",""
"No","1987","Saxony-Anhalt","indirect migration background","","","",""
"No","1987","Thuringia","no migration background","","","",""
"No","1987","Thuringia","direct migration background","","","",""
"No","1987","Thuringia","indirect migration background","","","",""
"Yes","1988","Schleswig-Holstein","no migration background","35","0.119945897573623","0.0815460828147721","0.158345712332474"
"Yes","1988","Schleswig-Holstein","direct migration background","4","","",""
"Yes","1988","Schleswig-Holstein","indirect migration background","1","","",""
"Yes","1988","Hamburg","no migration background","18","","",""
"Yes","1988","Hamburg","direct migration background","7","","",""
"Yes","1988","Hamburg","indirect migration background","","","",""
"Yes","1988","Lower Saxony","no migration background","106","0.129533832933087","0.107208098267352","0.151859567598822"
"Yes","1988","Lower Saxony","direct migration background","29","","",""
"Yes","1988","Lower Saxony","indirect migration background","","","",""
"Yes","1988","Bremen","no migration background","8","","",""
"Yes","1988","Bremen","direct migration background","3","","",""
"Yes","1988","Bremen","indirect migration background","1","","",""
"Yes","1988","North Rhine-Westphalia","no migration background","247","0.127737411210927","0.112860850658579","0.142613971763275"
"Yes","1988","North Rhine-Westphalia","direct migration background","90","0.129652615013699","0.104678354167126","0.154626875860272"
"Yes","1988","North Rhine-Westphalia","indirect migration background","7","","",""
"Yes","1988","Hesse","no migration background","67","0.111839211947612","0.0866209406458628","0.137057483249362"
"Yes","1988","Hesse","direct migration background","39","0.103842787994098","0.0732515761519203","0.134433999836276"
"Yes","1988","Hesse","indirect migration background","","","",""
"Yes","1988","Rhineland-Palatinate,Saarland","no migration background","77","0.135379324073557","0.107981021412008","0.162777626735105"
"Yes","1988","Rhineland-Palatinate,Saarland","direct migration background","16","","",""
"Yes","1988","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","1988","Baden-Württemberg","no migration background","139","0.125034332022097","0.105558843684087","0.144509820360107"
"Yes","1988","Baden-Württemberg","direct migration background","66","0.0848730206102109","0.0646284807351466","0.105117560485275"
"Yes","1988","Baden-Württemberg","indirect migration background","5","","",""
"Yes","1988","Bavaria","no migration background","161","0.138361561529893","0.119189918686786","0.157533204373"
"Yes","1988","Bavaria","direct migration background","43","0.117782311190597","0.0847126629437235","0.150851959437471"
"Yes","1988","Bavaria","indirect migration background","5","","",""
"Yes","1988","Berlin","no migration background","27","","",""
"Yes","1988","Berlin","direct migration background","6","","",""
"Yes","1988","Berlin","indirect migration background","1","","",""
"Yes","1988","Brandenburg","no migration background","","","",""
"Yes","1988","Brandenburg","direct migration background","","","",""
"Yes","1988","Brandenburg","indirect migration background","","","",""
"Yes","1988","Mecklenburg-Western Pomerania","no migration background","","","",""
"Yes","1988","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","1988","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","1988","Saxony","no migration background","","","",""
