"ple0014","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2011","Full Time","direct migration background","20","","",""
"Yes","2011","Full Time","indirect migration background","6","","",""
"Yes","2011","Part Time","no migration background","175","0.0430933808823227","0.036910679359141","0.0492760824055043"
"Yes","2011","Part Time","direct migration background","17","","",""
"Yes","2011","Part Time","indirect migration background","2","","",""
"Yes","2011","Not Working","no migration background","1374","0.211886553373085","0.202357756372137","0.221415350374033"
"Yes","2011","Not Working","direct migration background","128","0.154522532612024","0.130294845220302","0.178750220003747"
"Yes","2011","Not Working","indirect migration background","9","","",""
"No","2011","Full Time","no migration background","6567","0.96153879672877","0.956978753058448","0.966098840399092"
"No","2011","Full Time","direct migration background","626","0.977396990857874","0.965935253271384","0.988858728444364"
"No","2011","Full Time","indirect migration background","326","0.982863273818536","0.96890314160145","0.996823406035622"
"No","2011","Part Time","no migration background","3969","0.956906619117677","0.950723917594496","0.963089320640859"
"No","2011","Part Time","direct migration background","502","0.962160019079353","0.9457441636106","0.978575874548105"
"No","2011","Part Time","indirect migration background","239","0.996226071896442","0.98848474632756","1.00396739746532"
"No","2011","Not Working","no migration background","5691","0.788113446626915","0.778584649625967","0.797642243627863"
"No","2011","Not Working","direct migration background","727","0.845477467387976","0.821249779996253","0.869705154779698"
"No","2011","Not Working","indirect migration background","217","0.941784530327089","0.911257198283697","0.97231186237048"
"Yes","2012","Full Time","no migration background","","","",""
"Yes","2012","Full Time","direct migration background","","","",""
"Yes","2012","Full Time","indirect migration background","","","",""
"Yes","2012","Part Time","no migration background","","","",""
"Yes","2012","Part Time","direct migration background","","","",""
"Yes","2012","Part Time","indirect migration background","","","",""
"Yes","2012","Not Working","no migration background","","","",""
"Yes","2012","Not Working","direct migration background","","","",""
"Yes","2012","Not Working","indirect migration background","","","",""
"No","2012","Full Time","no migration background","","","",""
"No","2012","Full Time","direct migration background","","","",""
"No","2012","Full Time","indirect migration background","","","",""
"No","2012","Part Time","no migration background","","","",""
"No","2012","Part Time","direct migration background","","","",""
"No","2012","Part Time","indirect migration background","","","",""
"No","2012","Not Working","no migration background","","","",""
"No","2012","Not Working","direct migration background","","","",""
"No","2012","Not Working","indirect migration background","","","",""
"Yes","2013","Full Time","no migration background","239","0.0401515004837478","0.0352298739717535","0.0450731269957421"
"Yes","2013","Full Time","direct migration background","19","","",""
"Yes","2013","Full Time","indirect migration background","4","","",""
"Yes","2013","Part Time","no migration background","215","0.0597418470491438","0.0523205681701558","0.0671631259281319"
"Yes","2013","Part Time","direct migration background","17","","",""
"Yes","2013","Part Time","indirect migration background","4","","",""
"Yes","2013","Not Working","no migration background","1343","0.22096224772363","0.210898423369578","0.231026072077682"
"Yes","2013","Not Working","direct migration background","125","0.178599918690464","0.149875203033084","0.207324634347845"
"Yes","2013","Not Working","indirect migration background","5","","",""
"No","2013","Full Time","no migration background","5873","0.959848499516252","0.954926873004258","0.964770126028247"
"No","2013","Full Time","direct migration background","544","0.963099917897188","0.947527959572378","0.978671876221998"
"No","2013","Full Time","indirect migration background","318","0.984121668580856","0.970468074614612","0.9977752625471"
"No","2013","Part Time","no migration background","3703","0.940258152950856","0.932836874071868","0.947679431829844"
"No","2013","Part Time","direct migration background","433","0.940779462761632","0.918971157394025","0.962587768129238"
"No","2013","Part Time","indirect migration background","226","0.970135924184091","0.948138339100901","0.992133509267282"
"No","2013","Not Working","no migration background","5186","0.77903775227637","0.768973927922318","0.789101576630422"
"No","2013","Not Working","direct migration background","558","0.821400081309536","0.792675365652155","0.850124796966916"
"No","2013","Not Working","indirect migration background","159","0.956098302920013","0.924742487802591","0.987454118037435"
"Yes","2014","Full Time","no migration background","","","",""
"Yes","2014","Full Time","direct migration background","","","",""
"Yes","2014","Full Time","indirect migration background","","","",""
"Yes","2014","Part Time","no migration background","","","",""
"Yes","2014","Part Time","direct migration background","","","",""
"Yes","2014","Part Time","indirect migration background","","","",""
"Yes","2014","Not Working","no migration background","","","",""
"Yes","2014","Not Working","direct migration background","","","",""
"Yes","2014","Not Working","indirect migration background","","","",""
"No","2014","Full Time","no migration background","","","",""
"No","2014","Full Time","direct migration background","","","",""
"No","2014","Full Time","indirect migration background","","","",""
"No","2014","Part Time","no migration background","","","",""
"No","2014","Part Time","direct migration background","","","",""
"No","2014","Part Time","indirect migration background","","","",""
"No","2014","Not Working","no migration background","","","",""
"No","2014","Not Working","direct migration background","","","",""
"No","2014","Not Working","indirect migration background","","","",""
"Yes","2015","Full Time","no migration background","244","0.0372623425570121","0.0329013235151782","0.041623361598846"
"Yes","2015","Full Time","direct migration background","46","0.0314524129848454","0.02295583495671","0.0399489910129809"
"Yes","2015","Full Time","indirect migration background","9","","",""
"Yes","2015","Part Time","no migration background","249","0.0570933023436776","0.0508063355632768","0.0633802691240783"
"Yes","2015","Part Time","direct migration background","36","0.0299755905406047","0.0209592578133367","0.0389919232678728"
"Yes","2015","Part Time","indirect migration background","11","","",""
"Yes","2015","Not Working","no migration background","1330","0.218120085745892","0.208259551496544","0.22798061999524"
"Yes","2015","Not Working","direct migration background","165","0.164585699638085","0.144627409557446","0.184543989718725"
"Yes","2015","Not Working","indirect migration background","17","","",""
"No","2015","Full Time","no migration background","7002","0.962737657442988","0.958376638401154","0.967098676484822"
"No","2015","Full Time","direct migration background","1575","0.968547587015155","0.960051008987019","0.97704416504329"
"No","2015","Full Time","indirect migration background","648","0.984031724427584","0.974446573279501","0.993616875575668"
"No","2015","Part Time","no migration background","4983","0.942906697656322","0.936619730875922","0.949193664436723"
"No","2015","Part Time","direct migration background","1338","0.970024409459395","0.961008076732127","0.979040742186663"
"No","2015","Part Time","indirect migration background","522","0.966692836046078","0.951459410860346","0.981926261231811"
"No","2015","Not Working","no migration background","5408","0.781879914254108","0.77201938000476","0.791740448503456"
"No","2015","Not Working","direct migration background","1161","0.835414300361915","0.815456010281275","0.855372590442554"
"No","2015","Not Working","indirect migration background","426","0.948101940510952","0.927445793996037","0.968758087025867"
"Yes","2016","Full Time","no migration background","","","",""
"Yes","2016","Full Time","direct migration background","","","",""
"Yes","2016","Full Time","indirect migration background","","","",""
"Yes","2016","Part Time","no migration background","","","",""
"Yes","2016","Part Time","direct migration background","","","",""
"Yes","2016","Part Time","indirect migration background","","","",""
"Yes","2016","Not Working","no migration background","","","",""
"Yes","2016","Not Working","direct migration background","","","",""
"Yes","2016","Not Working","indirect migration background","","","",""
"No","2016","Full Time","no migration background","","","",""
"No","2016","Full Time","direct migration background","","","",""
"No","2016","Full Time","indirect migration background","","","",""
"No","2016","Part Time","no migration background","","","",""
"No","2016","Part Time","direct migration background","","","",""
"No","2016","Part Time","indirect migration background","","","",""
"No","2016","Not Working","no migration background","","","",""
"No","2016","Not Working","direct migration background","","","",""
"No","2016","Not Working","indirect migration background","","","",""
"Yes","2017","Full Time","no migration background","313","0.0404677794393532","0.0361467587183054","0.044788800160401"
"Yes","2017","Full Time","direct migration background","61","0.0416566981737545","0.0323379898375692","0.0509754065099398"
"Yes","2017","Full Time","indirect migration background","15","","",""
"Yes","2017","Part Time","no migration background","280","0.0567463556997985","0.0506863073222726","0.0628064040773244"
"Yes","2017","Part Time","direct migration background","41","0.038726760274671","0.0288635467872543","0.0485899737620878"
"Yes","2017","Part Time","indirect migration background","13","","",""
"Yes","2017","Not Working","no migration background","1283","0.212118179826735","0.202367130353577","0.221869229299893"
"Yes","2017","Not Working","direct migration background","157","0.136538315412485","0.118754481750402","0.154322149074568"
"Yes","2017","Not Working","indirect migration background","13","","",""
"No","2017","Full Time","no migration background","7676","0.959532220560647","0.955211199839599","0.963853241281695"
"No","2017","Full Time","direct migration background","1705","0.958343301826245","0.94902459349006","0.967662010162431"
"No","2017","Full Time","indirect migration background","639","0.974933737471816","0.962952779119869","0.986914695823764"
"No","2017","Part Time","no migration background","5319","0.943253644300201","0.937193595922675","0.949313692677727"
"No","2017","Part Time","direct migration background","1429","0.961273239725329","0.951410026237912","0.971136453212746"
"No","2017","Part Time","indirect migration background","598","0.977240047141223","0.96541470287594","0.989065391406506"
"No","2017","Not Working","no migration background","5469","0.787881820173265","0.778130770700107","0.797632869646423"
"No","2017","Not Working","direct migration background","1275","0.863461684587515","0.845677850925432","0.881245518249598"
"No","2017","Not Working","indirect migration background","437","0.948126323221122","0.927636016847423","0.968616629594821"
"Yes","2018","Full Time","no migration background","","","",""
"Yes","2018","Full Time","direct migration background","","","",""
"Yes","2018","Full Time","indirect migration background","","","",""
"Yes","2018","Part Time","no migration background","","","",""
"Yes","2018","Part Time","direct migration background","","","",""
"Yes","2018","Part Time","indirect migration background","","","",""
"Yes","2018","Not Working","no migration background","","","",""
"Yes","2018","Not Working","direct migration background","","","",""
"Yes","2018","Not Working","indirect migration background","","","",""
"No","2018","Full Time","no migration background","","","",""
"No","2018","Full Time","direct migration background","","","",""
"No","2018","Full Time","indirect migration background","","","",""
"No","2018","Part Time","no migration background","","","",""
"No","2018","Part Time","direct migration background","","","",""
"No","2018","Part Time","indirect migration background","","","",""
"No","2018","Not Working","no migration background","","","",""
"No","2018","Not Working","direct migration background","","","",""
"No","2018","Not Working","indirect migration background","","","",""
"Yes","2019","Full Time","no migration background","367","0.0486102290170084","0.0439753499324215","0.0532451081015953"
"Yes","2019","Full Time","direct migration background","49","0.0325581488912363","0.0236652231980576","0.041451074584415"
"Yes","2019","Full Time","indirect migration background","18","","",""
"Yes","2019","Part Time","no migration background","342","0.0649999501883045","0.0584513064914972","0.0715485938851118"
"Yes","2019","Part Time","direct migration background","43","0.0362969317828173","0.0257017699581636","0.046892093607471"
"Yes","2019","Part Time","indirect migration background","21","","",""
"Yes","2019","Not Working","no migration background","1348","0.221394306370365","0.211374720328372","0.231413892412359"
"Yes","2019","Not Working","direct migration background","130","0.120493116048051","0.101529305107106","0.139456926988996"
"Yes","2019","Not Working","indirect migration background","13","","",""
"No","2019","Full Time","no migration background","7903","0.951389770982992","0.946754891898405","0.956024650067579"
"No","2019","Full Time","direct migration background","1481","0.967441851108764","0.958548925415585","0.976334776801942"
"No","2019","Full Time","indirect migration background","703","0.984511424146783","0.975497859411854","0.993524988881713"
"No","2019","Part Time","no migration background","5102","0.935000049811695","0.928451406114888","0.941548693508503"
"No","2019","Part Time","direct migration background","1154","0.963703068217183","0.953107906392529","0.974298230041836"
"No","2019","Part Time","indirect migration background","575","0.975658264816346","0.963285989041617","0.988030540591075"
"No","2019","Not Working","no migration background","5248","0.778605693629635","0.768586107587642","0.788625279671628"
"No","2019","Not Working","direct migration background","1002","0.879506883951949","0.860543073011005","0.898470694892894"
"No","2019","Not Working","indirect migration background","381","0.971948102107015","0.955643783896223","0.988252420317807"
