"pli0095_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1986","indirect migration background","higher education","","","",""
"Min 1x per month","1986","no migration background","in school","31","0.210321890077577","0.143758699222302","0.276885080932852"
"Min 1x per month","1986","no migration background","inadequately","12","","",""
"Min 1x per month","1986","no migration background","general elemantary","339","0.166455754256808","0.14979870216294","0.183112806350676"
"Min 1x per month","1986","no migration background","middle vocational","915","0.209661867624957","0.197123517418966","0.222200217830948"
"Min 1x per month","1986","no migration background","vocational + Abi","45","0.26887730384078","0.202227966537005","0.335526641144555"
"Min 1x per month","1986","no migration background","higher vocational","110","0.22384591209233","0.187985690365243","0.259706133819416"
"Min 1x per month","1986","no migration background","higher education","123","0.194105051075593","0.163318495853551","0.224891606297635"
"Min 1x per month","1986","direct migration background","in school","11","","",""
"Min 1x per month","1986","direct migration background","inadequately","174","0.25315529005121","0.220805086780009","0.285505493322411"
"Min 1x per month","1986","direct migration background","general elemantary","265","0.248595508473582","0.220682811028417","0.276508205918747"
"Min 1x per month","1986","direct migration background","middle vocational","271","0.302118336435555","0.271693832866367","0.332542840004744"
"Min 1x per month","1986","direct migration background","vocational + Abi","32","0.336961577880637","0.246118683939578","0.427804471821696"
"Min 1x per month","1986","direct migration background","higher vocational","17","","",""
"Min 1x per month","1986","direct migration background","higher education","21","","",""
"Min 1x per month","1986","indirect migration background","in school","2","","",""
"Min 1x per month","1986","indirect migration background","inadequately","1","","",""
"Min 1x per month","1986","indirect migration background","general elemantary","18","","",""
"Min 1x per month","1986","indirect migration background","middle vocational","19","","",""
"Min 1x per month","1986","indirect migration background","vocational + Abi","","","",""
"Min 1x per month","1986","indirect migration background","higher vocational","2","","",""
"Min 1x per month","1986","indirect migration background","higher education","2","","",""
"Rarely","1986","no migration background","in school","77","0.520863773149139","0.439269735310464","0.602457810987813"
"Rarely","1986","no migration background","inadequately","39","0.463057242951107","0.357053801952741","0.569060683949473"
"Rarely","1986","no migration background","general elemantary","890","0.435101283343762","0.412931324608364","0.457271242079159"
"Rarely","1986","no migration background","middle vocational","2136","0.513025966210094","0.497630360557872","0.528421571862316"
"Rarely","1986","no migration background","vocational + Abi","74","0.423699180261517","0.349418296716731","0.497980063806303"
"Rarely","1986","no migration background","higher vocational","274","0.481730898632997","0.438743187443051","0.524718609822943"
"Rarely","1986","no migration background","higher education","339","0.510200220199815","0.471288262987368","0.549112177412262"
"Rarely","1986","direct migration background","in school","14","","",""
"Rarely","1986","direct migration background","inadequately","244","0.341191419688165","0.305918043536992","0.376464795839339"
"Rarely","1986","direct migration background","general elemantary","374","0.417770580514997","0.385918758827502","0.449622402202492"
"Rarely","1986","direct migration background","middle vocational","368","0.46437959191658","0.431334330999043","0.497424852834117"
"Rarely","1986","direct migration background","vocational + Abi","38","0.355502429337089","0.263507614390424","0.447497244283754"
"Rarely","1986","direct migration background","higher vocational","25","","",""
"Rarely","1986","direct migration background","higher education","48","0.475531381147571","0.382205716127738","0.568857046167404"
"Rarely","1986","indirect migration background","in school","7","","",""
"Rarely","1986","indirect migration background","inadequately","5","","",""
"Rarely","1986","indirect migration background","general elemantary","28","","",""
"Rarely","1986","indirect migration background","middle vocational","25","","",""
"Rarely","1986","indirect migration background","vocational + Abi","1","","",""
"Rarely","1986","indirect migration background","higher vocational","2","","",""
"Rarely","1986","indirect migration background","higher education","2","","",""
"Never","1986","no migration background","in school","26","","",""
"Never","1986","no migration background","inadequately","30","0.389692898814467","0.286017888863517","0.493367908765417"
"Never","1986","no migration background","general elemantary","535","0.31067439301404","0.28998015957476","0.33136862645332"
"Never","1986","no migration background","middle vocational","714","0.206515936445851","0.194047267548648","0.218984605343054"
"Never","1986","no migration background","vocational + Abi","32","0.185614089748879","0.127169511911705","0.244058667586053"
"Never","1986","no migration background","higher vocational","99","0.219938687613774","0.184303455136196","0.255573920091352"
"Never","1986","no migration background","higher education","120","0.214838022785454","0.182868315089116","0.246807730481792"
"Never","1986","direct migration background","in school","3","","",""
"Never","1986","direct migration background","inadequately","182","0.279614390839143","0.246223298257054","0.313005483421233"
"Never","1986","direct migration background","general elemantary","179","0.226709515722688","0.199668407670314","0.253750623775062"
"Never","1986","direct migration background","middle vocational","144","0.167841792456289","0.14307914529903","0.192604439613549"
"Never","1986","direct migration background","vocational + Abi","13","","",""
"Never","1986","direct migration background","higher vocational","2","","",""
"Never","1986","direct migration background","higher education","29","","",""
"Never","1986","indirect migration background","in school","1","","",""
"Never","1986","indirect migration background","inadequately","1","","",""
"Never","1986","indirect migration background","general elemantary","9","","",""
"Never","1986","indirect migration background","middle vocational","10","","",""
"Never","1986","indirect migration background","vocational + Abi","","","",""
"Never","1986","indirect migration background","higher vocational","2","","",""
"Never","1986","indirect migration background","higher education","","","",""
"Min 1x per week","1987","no migration background","in school","","","",""
"Min 1x per week","1987","no migration background","inadequately","","","",""
"Min 1x per week","1987","no migration background","general elemantary","","","",""
"Min 1x per week","1987","no migration background","middle vocational","","","",""
"Min 1x per week","1987","no migration background","vocational + Abi","","","",""
"Min 1x per week","1987","no migration background","higher vocational","","","",""
"Min 1x per week","1987","no migration background","higher education","","","",""
"Min 1x per week","1987","direct migration background","in school","","","",""
"Min 1x per week","1987","direct migration background","inadequately","","","",""
"Min 1x per week","1987","direct migration background","general elemantary","","","",""
"Min 1x per week","1987","direct migration background","middle vocational","","","",""
"Min 1x per week","1987","direct migration background","vocational + Abi","","","",""
"Min 1x per week","1987","direct migration background","higher vocational","","","",""
"Min 1x per week","1987","direct migration background","higher education","","","",""
"Min 1x per week","1987","indirect migration background","in school","","","",""
"Min 1x per week","1987","indirect migration background","inadequately","","","",""
"Min 1x per week","1987","indirect migration background","general elemantary","","","",""
"Min 1x per week","1987","indirect migration background","middle vocational","","","",""
"Min 1x per week","1987","indirect migration background","vocational + Abi","","","",""
"Min 1x per week","1987","indirect migration background","higher vocational","","","",""
"Min 1x per week","1987","indirect migration background","higher education","","","",""
"Min 1x per month","1987","no migration background","in school","","","",""
"Min 1x per month","1987","no migration background","inadequately","","","",""
"Min 1x per month","1987","no migration background","general elemantary","","","",""
"Min 1x per month","1987","no migration background","middle vocational","","","",""
"Min 1x per month","1987","no migration background","vocational + Abi","","","",""
"Min 1x per month","1987","no migration background","higher vocational","","","",""
"Min 1x per month","1987","no migration background","higher education","","","",""
"Min 1x per month","1987","direct migration background","in school","","","",""
"Min 1x per month","1987","direct migration background","inadequately","","","",""
"Min 1x per month","1987","direct migration background","general elemantary","","","",""
"Min 1x per month","1987","direct migration background","middle vocational","","","",""
"Min 1x per month","1987","direct migration background","vocational + Abi","","","",""
"Min 1x per month","1987","direct migration background","higher vocational","","","",""
"Min 1x per month","1987","direct migration background","higher education","","","",""
"Min 1x per month","1987","indirect migration background","in school","","","",""
"Min 1x per month","1987","indirect migration background","inadequately","","","",""
"Min 1x per month","1987","indirect migration background","general elemantary","","","",""
"Min 1x per month","1987","indirect migration background","middle vocational","","","",""
"Min 1x per month","1987","indirect migration background","vocational + Abi","","","",""
"Min 1x per month","1987","indirect migration background","higher vocational","","","",""
"Min 1x per month","1987","indirect migration background","higher education","","","",""
"Rarely","1987","no migration background","in school","","","",""
"Rarely","1987","no migration background","inadequately","","","",""
"Rarely","1987","no migration background","general elemantary","","","",""
"Rarely","1987","no migration background","middle vocational","","","",""
"Rarely","1987","no migration background","vocational + Abi","","","",""
"Rarely","1987","no migration background","higher vocational","","","",""
"Rarely","1987","no migration background","higher education","","","",""
"Rarely","1987","direct migration background","in school","","","",""
"Rarely","1987","direct migration background","inadequately","","","",""
"Rarely","1987","direct migration background","general elemantary","","","",""
"Rarely","1987","direct migration background","middle vocational","","","",""
"Rarely","1987","direct migration background","vocational + Abi","","","",""
"Rarely","1987","direct migration background","higher vocational","","","",""
"Rarely","1987","direct migration background","higher education","","","",""
"Rarely","1987","indirect migration background","in school","","","",""
"Rarely","1987","indirect migration background","inadequately","","","",""
"Rarely","1987","indirect migration background","general elemantary","","","",""
"Rarely","1987","indirect migration background","middle vocational","","","",""
"Rarely","1987","indirect migration background","vocational + Abi","","","",""
"Rarely","1987","indirect migration background","higher vocational","","","",""
"Rarely","1987","indirect migration background","higher education","","","",""
"Never","1987","no migration background","in school","","","",""
"Never","1987","no migration background","inadequately","","","",""
"Never","1987","no migration background","general elemantary","","","",""
"Never","1987","no migration background","middle vocational","","","",""
"Never","1987","no migration background","vocational + Abi","","","",""
"Never","1987","no migration background","higher vocational","","","",""
"Never","1987","no migration background","higher education","","","",""
"Never","1987","direct migration background","in school","","","",""
"Never","1987","direct migration background","inadequately","","","",""
"Never","1987","direct migration background","general elemantary","","","",""
"Never","1987","direct migration background","middle vocational","","","",""
"Never","1987","direct migration background","vocational + Abi","","","",""
"Never","1987","direct migration background","higher vocational","","","",""
"Never","1987","direct migration background","higher education","","","",""
"Never","1987","indirect migration background","in school","","","",""
"Never","1987","indirect migration background","inadequately","","","",""
"Never","1987","indirect migration background","general elemantary","","","",""
"Never","1987","indirect migration background","middle vocational","","","",""
"Never","1987","indirect migration background","vocational + Abi","","","",""
"Never","1987","indirect migration background","higher vocational","","","",""
"Never","1987","indirect migration background","higher education","","","",""
"Min 1x per week","1988","no migration background","in school","12","","",""
"Min 1x per week","1988","no migration background","inadequately","5","","",""
"Min 1x per week","1988","no migration background","general elemantary","153","0.0891976113339278","0.0757508905203387","0.102644332147517"
"Min 1x per week","1988","no migration background","middle vocational","247","0.0629402797466223","0.0552197495547129","0.0706608099385317"
"Min 1x per week","1988","no migration background","vocational + Abi","15","","",""
"Min 1x per week","1988","no migration background","higher vocational","24","","",""
"Min 1x per week","1988","no migration background","higher education","31","0.0556631531489276","0.0374839494566869","0.0738423568411684"
"Min 1x per week","1988","direct migration background","in school","1","","",""
"Min 1x per week","1988","direct migration background","inadequately","88","0.126714798644558","0.100551408934499","0.152878188354617"
"Min 1x per week","1988","direct migration background","general elemantary","120","0.11471434553637","0.0940658638306509","0.13536282724209"
"Min 1x per week","1988","direct migration background","middle vocational","104","0.0794645300581391","0.0610201105810098","0.0979089495352684"
"Min 1x per week","1988","direct migration background","vocational + Abi","13","","",""
"Min 1x per week","1988","direct migration background","higher vocational","11","","",""
"Min 1x per week","1988","direct migration background","higher education","8","","",""
"Min 1x per week","1988","indirect migration background","in school","1","","",""
"Min 1x per week","1988","indirect migration background","inadequately","2","","",""
"Min 1x per week","1988","indirect migration background","general elemantary","4","","",""
"Min 1x per week","1988","indirect migration background","middle vocational","13","","",""
"Min 1x per week","1988","indirect migration background","vocational + Abi","1","","",""
"Min 1x per week","1988","indirect migration background","higher vocational","","","",""
"Min 1x per week","1988","indirect migration background","higher education","1","","",""
"Min 1x per month","1988","no migration background","in school","20","","",""
"Min 1x per month","1988","no migration background","inadequately","11","","",""
"Min 1x per month","1988","no migration background","general elemantary","308","0.172474457419487","0.15465145800346","0.190297456835514"
"Min 1x per month","1988","no migration background","middle vocational","868","0.218240622003884","0.205109449657718","0.23137179435005"
"Min 1x per month","1988","no migration background","vocational + Abi","41","0.261615151213776","0.195546344231197","0.327683958196354"
"Min 1x per month","1988","no migration background","higher vocational","97","0.188757225174133","0.153603461582502","0.223910988765764"
"Min 1x per month","1988","no migration background","higher education","134","0.227417585054481","0.194181342709038","0.260653827399925"
"Min 1x per month","1988","direct migration background","in school","5","","",""
"Min 1x per month","1988","direct migration background","inadequately","154","0.237147932250045","0.20369515906602","0.270600705434071"
"Min 1x per month","1988","direct migration background","general elemantary","222","0.224230829608085","0.1972067156212","0.251254943594969"
"Min 1x per month","1988","direct migration background","middle vocational","209","0.202604281623182","0.17519363210876","0.230014931137604"
"Min 1x per month","1988","direct migration background","vocational + Abi","29","","",""
"Min 1x per month","1988","direct migration background","higher vocational","15","","",""
"Min 1x per month","1988","direct migration background","higher education","23","","",""
"Min 1x per month","1988","indirect migration background","in school","4","","",""
"Min 1x per month","1988","indirect migration background","inadequately","2","","",""
"Min 1x per month","1988","indirect migration background","general elemantary","21","","",""
"Min 1x per month","1988","indirect migration background","middle vocational","26","","",""
"Min 1x per month","1988","indirect migration background","vocational + Abi","2","","",""
"Min 1x per month","1988","indirect migration background","higher vocational","4","","",""
"Min 1x per month","1988","indirect migration background","higher education","3","","",""
"Rarely","1988","no migration background","in school","71","0.543374652006452","0.455701434679122","0.631047869333783"
"Rarely","1988","no migration background","inadequately","28","","",""
"Rarely","1988","no migration background","general elemantary","771","0.418592144041014","0.395318537933237","0.441865750148791"
"Rarely","1988","no migration background","middle vocational","1987","0.506419779557859","0.490525774021749","0.522313785093969"
"Rarely","1988","no migration background","vocational + Abi","77","0.450988677941615","0.376189452571415","0.525787903311816"
"Rarely","1988","no migration background","higher vocational","271","0.545921042646139","0.501193481279327","0.59064860401295"
"Rarely","1988","no migration background","higher education","328","0.513989947104337","0.474359641201965","0.553620253006709"
"Rarely","1988","direct migration background","in school","9","","",""
"Rarely","1988","direct migration background","inadequately","205","0.339310798252967","0.302071650284228","0.376549946221705"
"Rarely","1988","direct migration background","general elemantary","348","0.385323350753126","0.353789749929932","0.41685695157632"
"Rarely","1988","direct migration background","middle vocational","332","0.459916581797557","0.42592839291255","0.493904770682564"
"Rarely","1988","direct migration background","vocational + Abi","40","0.39914572294878","0.301182561319843","0.497108884577717"
"Rarely","1988","direct migration background","higher vocational","24","","",""
"Rarely","1988","direct migration background","higher education","41","0.483457146733127","0.376590884710706","0.590323408755547"
"Rarely","1988","indirect migration background","in school","7","","",""
"Rarely","1988","indirect migration background","inadequately","8","","",""
"Rarely","1988","indirect migration background","general elemantary","39","0.610674268947802","0.50513780731647","0.716210730579135"
"Rarely","1988","indirect migration background","middle vocational","36","0.515737600286526","0.411911184911149","0.619564015661903"
"Rarely","1988","indirect migration background","vocational + Abi","","","",""
"Rarely","1988","indirect migration background","higher vocational","3","","",""
"Rarely","1988","indirect migration background","higher education","","","",""
"Never","1988","no migration background","in school","21","","",""
"Never","1988","no migration background","inadequately","23","","",""
"Never","1988","no migration background","general elemantary","494","0.319735787205571","0.297733788656668","0.341737785754474"
"Never","1988","no migration background","middle vocational","699","0.212399318691635","0.199396761955994","0.225401875427275"
"Never","1988","no migration background","vocational + Abi","37","0.202461487727894","0.142056795737417","0.262866179718371"
"Never","1988","no migration background","higher vocational","84","0.2098184631653","0.173239625224248","0.246397301106351"
"Never","1988","no migration background","higher education","118","0.202929314692254","0.171039771458101","0.234818857926406"
"Never","1988","direct migration background","in school","5","","",""
"Never","1988","direct migration background","inadequately","174","0.29682647085243","0.260894183681336","0.332758758023524"
"Never","1988","direct migration background","general elemantary","225","0.275731474102419","0.246776010572629","0.304686937632209"
"Never","1988","direct migration background","middle vocational","181","0.258014606521122","0.228176044373683","0.28785316866856"
"Never","1988","direct migration background","vocational + Abi","14","","",""
"Never","1988","direct migration background","higher vocational","4","","",""
"Never","1988","direct migration background","higher education","12","","",""
"Never","1988","indirect migration background","in school","5","","",""
"Never","1988","indirect migration background","inadequately","","","",""
"Never","1988","indirect migration background","general elemantary","18","","",""
"Never","1988","indirect migration background","middle vocational","14","","",""
"Never","1988","indirect migration background","vocational + Abi","","","",""
"Never","1988","indirect migration background","higher vocational","","","",""
"Never","1988","indirect migration background","higher education","","","",""
"Min 1x per week","1989","no migration background","in school","","","",""
"Min 1x per week","1989","no migration background","inadequately","","","",""
"Min 1x per week","1989","no migration background","general elemantary","","","",""
"Min 1x per week","1989","no migration background","middle vocational","","","",""
"Min 1x per week","1989","no migration background","vocational + Abi","","","",""
"Min 1x per week","1989","no migration background","higher vocational","","","",""
"Min 1x per week","1989","no migration background","higher education","","","",""
"Min 1x per week","1989","direct migration background","in school","","","",""
"Min 1x per week","1989","direct migration background","inadequately","","","",""
"Min 1x per week","1989","direct migration background","general elemantary","","","",""
"Min 1x per week","1989","direct migration background","middle vocational","","","",""
"Min 1x per week","1989","direct migration background","vocational + Abi","","","",""
"Min 1x per week","1989","direct migration background","higher vocational","","","",""
"Min 1x per week","1989","direct migration background","higher education","","","",""
"Min 1x per week","1989","indirect migration background","in school","","","",""
"Min 1x per week","1989","indirect migration background","inadequately","","","",""
"Min 1x per week","1989","indirect migration background","general elemantary","","","",""
"Min 1x per week","1989","indirect migration background","middle vocational","","","",""
"Min 1x per week","1989","indirect migration background","vocational + Abi","","","",""
"Min 1x per week","1989","indirect migration background","higher vocational","","","",""
"Min 1x per week","1989","indirect migration background","higher education","","","",""
"Min 1x per month","1989","no migration background","in school","","","",""
"Min 1x per month","1989","no migration background","inadequately","","","",""
"Min 1x per month","1989","no migration background","general elemantary","","","",""
"Min 1x per month","1989","no migration background","middle vocational","","","",""
"Min 1x per month","1989","no migration background","vocational + Abi","","","",""
"Min 1x per month","1989","no migration background","higher vocational","","","",""
"Min 1x per month","1989","no migration background","higher education","","","",""
"Min 1x per month","1989","direct migration background","in school","","","",""
"Min 1x per month","1989","direct migration background","inadequately","","","",""
"Min 1x per month","1989","direct migration background","general elemantary","","","",""
"Min 1x per month","1989","direct migration background","middle vocational","","","",""
"Min 1x per month","1989","direct migration background","vocational + Abi","","","",""
"Min 1x per month","1989","direct migration background","higher vocational","","","",""
"Min 1x per month","1989","direct migration background","higher education","","","",""
"Min 1x per month","1989","indirect migration background","in school","","","",""
"Min 1x per month","1989","indirect migration background","inadequately","","","",""
"Min 1x per month","1989","indirect migration background","general elemantary","","","",""
"Min 1x per month","1989","indirect migration background","middle vocational","","","",""
"Min 1x per month","1989","indirect migration background","vocational + Abi","","","",""
"Min 1x per month","1989","indirect migration background","higher vocational","","","",""
"Min 1x per month","1989","indirect migration background","higher education","","","",""
"Rarely","1989","no migration background","in school","","","",""
"Rarely","1989","no migration background","inadequately","","","",""
"Rarely","1989","no migration background","general elemantary","","","",""
"Rarely","1989","no migration background","middle vocational","","","",""
"Rarely","1989","no migration background","vocational + Abi","","","",""
"Rarely","1989","no migration background","higher vocational","","","",""
"Rarely","1989","no migration background","higher education","","","",""
"Rarely","1989","direct migration background","in school","","","",""
"Rarely","1989","direct migration background","inadequately","","","",""
"Rarely","1989","direct migration background","general elemantary","","","",""
"Rarely","1989","direct migration background","middle vocational","","","",""
"Rarely","1989","direct migration background","vocational + Abi","","","",""
"Rarely","1989","direct migration background","higher vocational","","","",""
"Rarely","1989","direct migration background","higher education","","","",""
"Rarely","1989","indirect migration background","in school","","","",""
"Rarely","1989","indirect migration background","inadequately","","","",""
"Rarely","1989","indirect migration background","general elemantary","","","",""
"Rarely","1989","indirect migration background","middle vocational","","","",""
"Rarely","1989","indirect migration background","vocational + Abi","","","",""
"Rarely","1989","indirect migration background","higher vocational","","","",""
"Rarely","1989","indirect migration background","higher education","","","",""
"Never","1989","no migration background","in school","","","",""
"Never","1989","no migration background","inadequately","","","",""
"Never","1989","no migration background","general elemantary","","","",""
"Never","1989","no migration background","middle vocational","","","",""
"Never","1989","no migration background","vocational + Abi","","","",""
"Never","1989","no migration background","higher vocational","","","",""
"Never","1989","no migration background","higher education","","","",""
"Never","1989","direct migration background","in school","","","",""
"Never","1989","direct migration background","inadequately","","","",""
"Never","1989","direct migration background","general elemantary","","","",""
"Never","1989","direct migration background","middle vocational","","","",""
"Never","1989","direct migration background","vocational + Abi","","","",""
"Never","1989","direct migration background","higher vocational","","","",""
"Never","1989","direct migration background","higher education","","","",""
"Never","1989","indirect migration background","in school","","","",""
"Never","1989","indirect migration background","inadequately","","","",""
"Never","1989","indirect migration background","general elemantary","","","",""
"Never","1989","indirect migration background","middle vocational","","","",""
"Never","1989","indirect migration background","vocational + Abi","","","",""
"Never","1989","indirect migration background","higher vocational","","","",""
"Never","1989","indirect migration background","higher education","","","",""
"Min 1x per week","1990","no migration background","in school","6","","",""
"Min 1x per week","1990","no migration background","inadequately","","","",""
"Min 1x per week","1990","no migration background","general elemantary","72","0.140552279414808","0.10987242389776","0.171232134931857"
"Min 1x per week","1990","no migration background","middle vocational","429","0.174329167491568","0.159297069230679","0.189361265752457"
"Min 1x per week","1990","no migration background","vocational + Abi","17","","",""
"Min 1x per week","1990","no migration background","higher vocational","40","0.161716343427837","0.115799495163608","0.207633191692066"
