"year","age_gr","pgisced97","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2006","35-65 y.","higher vocational","","","","","","","","",""
"2006","35-65 y.","in school","","","","","","","","",""
"2006","35-65 y.","inadequately","","","","","","","","",""
"2006","35-65 y.","middle vocational","","","","","","","","",""
"2006","35-65 y.","vocational + Abi","","","","","","","","",""
"2006","66 and older","general elemantary","","","","","","","","",""
"2006","66 and older","higher education","","","","","","","","",""
"2006","66 and older","higher vocational","","","","","","","","",""
"2006","66 and older","in school","","","","","","","","",""
"2006","66 and older","inadequately","","","","","","","","",""
"2006","66 and older","middle vocational","","","","","","","","",""
"2006","66 and older","vocational + Abi","","","","","","","","",""
"2007","16-34 y.","general elemantary","","","","","","","","",""
"2007","16-34 y.","higher education","","","","","","","","",""
"2007","16-34 y.","higher vocational","","","","","","","","",""
"2007","16-34 y.","in school","","","","","","","","",""
"2007","16-34 y.","inadequately","","","","","","","","",""
"2007","16-34 y.","middle vocational","","","","","","","","",""
"2007","16-34 y.","vocational + Abi","","","","","","","","",""
"2007","35-65 y.","general elemantary","","","","","","","","",""
"2007","35-65 y.","higher education","","","","","","","","",""
"2007","35-65 y.","higher vocational","","","","","","","","",""
"2007","35-65 y.","in school","","","","","","","","",""
"2007","35-65 y.","inadequately","","","","","","","","",""
"2007","35-65 y.","middle vocational","","","","","","","","",""
"2007","35-65 y.","vocational + Abi","","","","","","","","",""
"2007","66 and older","general elemantary","","","","","","","","",""
"2007","66 and older","higher education","","","","","","","","",""
"2007","66 and older","higher vocational","","","","","","","","",""
"2007","66 and older","in school","","","","","","","","",""
"2007","66 and older","inadequately","","","","","","","","",""
"2007","66 and older","middle vocational","","","","","","","","",""
"2007","66 and older","vocational + Abi","","","","","","","","",""
"2008","16-34 y.","general elemantary","","","","","","","","",""
"2008","16-34 y.","higher education","","","","","","","","",""
"2008","16-34 y.","higher vocational","","","","","","","","",""
"2008","16-34 y.","in school","","","","","","","","",""
"2008","16-34 y.","inadequately","","","","","","","","",""
"2008","16-34 y.","middle vocational","","","","","","","","",""
"2008","16-34 y.","vocational + Abi","","","","","","","","",""
"2008","35-65 y.","general elemantary","","","","","","","","",""
"2008","35-65 y.","higher education","","","","","","","","",""
"2008","35-65 y.","higher vocational","","","","","","","","",""
"2008","35-65 y.","in school","","","","","","","","",""
"2008","35-65 y.","inadequately","","","","","","","","",""
"2008","35-65 y.","middle vocational","","","","","","","","",""
"2008","35-65 y.","vocational + Abi","","","","","","","","",""
"2008","66 and older","general elemantary","","","","","","","","",""
"2008","66 and older","higher education","","","","","","","","",""
"2008","66 and older","higher vocational","","","","","","","","",""
"2008","66 and older","in school","","","","","","","","",""
"2008","66 and older","inadequately","","","","","","","","",""
"2008","66 and older","middle vocational","","","","","","","","",""
"2008","66 and older","vocational + Abi","","","","","","","","",""
"2009","16-34 y.","general elemantary","5.41","6","549","5.3","5.52","4","4","7","7"
"2009","16-34 y.","higher education","5.5","6","539","5.39","5.61","4","5","7","7"
"2009","16-34 y.","higher vocational","5.31","5","109","5.05","5.57","3","4","7","7"
"2009","16-34 y.","in school","5.33","6","311","5.18","5.48","4","4","6","7"
"2009","16-34 y.","inadequately","5","5","41","4.52","5.48","2","5","6","7"
"2009","16-34 y.","middle vocational","5.44","6","1795","5.38","5.5","4","5","6","7"
"2009","16-34 y.","vocational + Abi","5.55","6","337","5.41","5.69","4","5","7","7"
"2009","35-65 y.","general elemantary","5.23","5","584","5.11","5.35","3","4","6","7"
"2009","35-65 y.","higher education","5.32","6","2617","5.27","5.37","3","4","6","7"
"2009","35-65 y.","higher vocational","5.38","5","904","5.3","5.46","3","5","6","7"
"2009","35-65 y.","in school","","","","","","","","",""
"2009","35-65 y.","inadequately","5.05","5","83","4.73","5.37","3","4","6","7"
"2009","35-65 y.","middle vocational","5.4","6","5092","5.36","5.44","4","5","7","7"
"2009","35-65 y.","vocational + Abi","5.49","6","567","5.38","5.6","4","4","7","7"
"2009","66 and older","general elemantary","5.16","5","654","5.05","5.27","3","4","6","7"
"2009","66 and older","higher education","5.32","5","875","5.23","5.41","3","4","7","7"
"2009","66 and older","higher vocational","5.47","6","316","5.32","5.62","4","5","7","7"
"2009","66 and older","in school","","","","","","","","",""
"2009","66 and older","inadequately","4.67","5","43","4.28","5.06","3","4","5","7"
"2009","66 and older","middle vocational","5.31","6","2161","5.25","5.37","3","4","7","7"
"2009","66 and older","vocational + Abi","5.49","6","94","5.2","5.78","4","4","7","7"
"2010","16-34 y.","general elemantary","","","","","","","","",""
"2010","16-34 y.","higher education","","","","","","","","",""
"2010","16-34 y.","higher vocational","","","","","","","","",""
"2010","16-34 y.","in school","","","","","","","","",""
"2010","16-34 y.","inadequately","","","","","","","","",""
"2010","16-34 y.","middle vocational","","","","","","","","",""
"2010","16-34 y.","vocational + Abi","","","","","","","","",""
"2010","35-65 y.","general elemantary","","","","","","","","",""
"2010","35-65 y.","higher education","","","","","","","","",""
"2010","35-65 y.","higher vocational","","","","","","","","",""
"2010","35-65 y.","in school","","","","","","","","",""
"2010","35-65 y.","inadequately","","","","","","","","",""
"2010","35-65 y.","middle vocational","","","","","","","","",""
"2010","35-65 y.","vocational + Abi","","","","","","","","",""
"2010","66 and older","general elemantary","","","","","","","","",""
"2010","66 and older","higher education","","","","","","","","",""
"2010","66 and older","higher vocational","","","","","","","","",""
"2010","66 and older","in school","","","","","","","","",""
"2010","66 and older","inadequately","","","","","","","","",""
"2010","66 and older","middle vocational","","","","","","","","",""
"2010","66 and older","vocational + Abi","","","","","","","","",""
"2011","16-34 y.","general elemantary","","","","","","","","",""
"2011","16-34 y.","higher education","","","","","","","","",""
"2011","16-34 y.","higher vocational","","","","","","","","",""
"2011","16-34 y.","in school","","","","","","","","",""
"2011","16-34 y.","inadequately","","","","","","","","",""
"2011","16-34 y.","middle vocational","","","","","","","","",""
"2011","16-34 y.","vocational + Abi","","","","","","","","",""
"2011","35-65 y.","general elemantary","","","","","","","","",""
"2011","35-65 y.","higher education","","","","","","","","",""
"2011","35-65 y.","higher vocational","","","","","","","","",""
"2011","35-65 y.","in school","","","","","","","","",""
"2011","35-65 y.","inadequately","","","","","","","","",""
"2011","35-65 y.","middle vocational","","","","","","","","",""
"2011","35-65 y.","vocational + Abi","","","","","","","","",""
"2011","66 and older","general elemantary","","","","","","","","",""
"2011","66 and older","higher education","","","","","","","","",""
"2011","66 and older","higher vocational","","","","","","","","",""
"2011","66 and older","in school","","","","","","","","",""
"2011","66 and older","inadequately","","","","","","","","",""
"2011","66 and older","middle vocational","","","","","","","","",""
"2011","66 and older","vocational + Abi","","","","","","","","",""
"2012","16-34 y.","general elemantary","5.86","6","416","5.74","5.98","4","5","7","7"
"2012","16-34 y.","higher education","5.84","6","202","5.67","6.01","4","5","7","7"
"2012","16-34 y.","higher vocational","5.77","6","45","5.32","6.22","4","5","7","7"
"2012","16-34 y.","in school","5.71","6","190","5.53","5.89","4","5","7","7"
"2012","16-34 y.","inadequately","5.25","5","87","4.91","5.59","3","4","7","7"
"2012","16-34 y.","middle vocational","5.83","6","954","5.76","5.9","4","5","7","7"
"2012","16-34 y.","vocational + Abi","5.71","6","182","5.55","5.87","4","5","7","7"
"2012","35-65 y.","general elemantary","5.62","6","358","5.47","5.77","4","5","7","7"
"2012","35-65 y.","higher education","5.68","6","1290","5.61","5.75","4","5","7","7"
"2012","35-65 y.","higher vocational","5.78","6","317","5.65","5.91","4","5","7","7"
"2012","35-65 y.","in school","","","","","","","","",""
"2012","35-65 y.","inadequately","5.62","6","69","5.2","6.04","3","5","7","7"
"2012","35-65 y.","middle vocational","5.79","6","2286","5.74","5.84","4","5","7","7"
"2012","35-65 y.","vocational + Abi","5.75","6","576","5.65","5.85","4","5","7","7"
"2012","66 and older","general elemantary","","","","","","","","",""
"2012","66 and older","higher education","","","","","","","","",""
"2012","66 and older","higher vocational","","","","","","","","",""
"2012","66 and older","in school","","","","","","","","",""
"2012","66 and older","inadequately","","","","","","","","",""
"2012","66 and older","middle vocational","","","","","","","","",""
"2012","66 and older","vocational + Abi","","","","","","","","",""
"2013","16-34 y.","general elemantary","5.4","6","464","5.28","5.52","3","5","6","7"
"2013","16-34 y.","higher education","5.52","6","674","5.42","5.62","4","5","7","7"
"2013","16-34 y.","higher vocational","5.51","6","103","5.26","5.76","4","4","7","7"
"2013","16-34 y.","in school","5.44","6","259","5.28","5.6","4","5","6","7"
"2013","16-34 y.","inadequately","5.44","5","47","4.97","5.91","3","5","7","7"
"2013","16-34 y.","middle vocational","5.54","6","1615","5.48","5.6","4","5","7","7"
"2013","16-34 y.","vocational + Abi","5.64","6","290","5.49","5.79","4","5","7","7"
"2013","35-65 y.","general elemantary","5.37","6","656","5.26","5.48","3","5","7","7"
"2013","35-65 y.","higher education","5.47","6","2639","5.42","5.52","4","5","6","7"
"2013","35-65 y.","higher vocational","5.47","6","876","5.39","5.55","4","5","6","7"
"2013","35-65 y.","in school","","","","","","","","",""
"2013","35-65 y.","inadequately","5.3","6","98","4.95","5.65","2","4","7","7"
"2013","35-65 y.","middle vocational","5.53","6","5251","5.49","5.57","4","5","7","7"
"2013","35-65 y.","vocational + Abi","5.56","6","691","5.46","5.66","4","5","7","7"
"2013","66 and older","general elemantary","5.53","6","722","5.43","5.63","4","5","7","7"
"2013","66 and older","higher education","5.61","6","1150","5.54","5.68","4","5","7","7"
"2013","66 and older","higher vocational","5.52","6","350","5.38","5.66","4","5","7","7"
"2013","66 and older","in school","","","","","","","","",""
"2013","66 and older","inadequately","5.16","5","48","4.68","5.64","3","5","6","7"
"2013","66 and older","middle vocational","5.57","6","2541","5.52","5.62","4","5","7","7"
"2013","66 and older","vocational + Abi","5.69","6","117","5.43","5.95","3","5","7","7"
"2014","16-34 y.","general elemantary","","","","","","","","",""
"2014","16-34 y.","higher education","","","","","","","","",""
"2014","16-34 y.","higher vocational","","","","","","","","",""
"2014","16-34 y.","in school","","","","","","","","",""
"2014","16-34 y.","inadequately","","","","","","","","",""
"2014","16-34 y.","middle vocational","","","","","","","","",""
"2014","16-34 y.","vocational + Abi","","","","","","","","",""
"2014","35-65 y.","general elemantary","","","","","","","","",""
"2014","35-65 y.","higher education","","","","","","","","",""
"2014","35-65 y.","higher vocational","","","","","","","","",""
"2014","35-65 y.","in school","","","","","","","","",""
"2014","35-65 y.","inadequately","","","","","","","","",""
"2014","35-65 y.","middle vocational","","","","","","","","",""
"2014","35-65 y.","vocational + Abi","","","","","","","","",""
"2014","66 and older","general elemantary","","","","","","","","",""
"2014","66 and older","higher education","","","","","","","","",""
"2014","66 and older","higher vocational","","","","","","","","",""
"2014","66 and older","in school","","","","","","","","",""
"2014","66 and older","inadequately","","","","","","","","",""
"2014","66 and older","middle vocational","","","","","","","","",""
"2014","66 and older","vocational + Abi","","","","","","","","",""
"2015","16-34 y.","general elemantary","","","","","","","","",""
"2015","16-34 y.","higher education","","","","","","","","",""
"2015","16-34 y.","higher vocational","","","","","","","","",""
"2015","16-34 y.","in school","","","","","","","","",""
"2015","16-34 y.","inadequately","","","","","","","","",""
"2015","16-34 y.","middle vocational","","","","","","","","",""
"2015","16-34 y.","vocational + Abi","","","","","","","","",""
"2015","35-65 y.","general elemantary","","","","","","","","",""
"2015","35-65 y.","higher education","","","","","","","","",""
"2015","35-65 y.","higher vocational","","","","","","","","",""
"2015","35-65 y.","in school","","","","","","","","",""
"2015","35-65 y.","inadequately","","","","","","","","",""
"2015","35-65 y.","middle vocational","","","","","","","","",""
"2015","35-65 y.","vocational + Abi","","","","","","","","",""
"2015","66 and older","general elemantary","","","","","","","","",""
"2015","66 and older","higher education","","","","","","","","",""
"2015","66 and older","higher vocational","","","","","","","","",""
"2015","66 and older","in school","","","","","","","","",""
"2015","66 and older","inadequately","","","","","","","","",""
"2015","66 and older","middle vocational","","","","","","","","",""
"2015","66 and older","vocational + Abi","","","","","","","","",""
"2016","16-34 y.","general elemantary","","","","","","","","",""
"2016","16-34 y.","higher education","","","","","","","","",""
"2016","16-34 y.","higher vocational","","","","","","","","",""
"2016","16-34 y.","in school","","","","","","","","",""
"2016","16-34 y.","inadequately","","","","","","","","",""
"2016","16-34 y.","middle vocational","","","","","","","","",""
"2016","16-34 y.","vocational + Abi","","","","","","","","",""
"2016","35-65 y.","general elemantary","","","","","","","","",""
"2016","35-65 y.","higher education","","","","","","","","",""
"2016","35-65 y.","higher vocational","","","","","","","","",""
"2016","35-65 y.","in school","","","","","","","","",""
"2016","35-65 y.","inadequately","","","","","","","","",""
"2016","35-65 y.","middle vocational","","","","","","","","",""
"2016","35-65 y.","vocational + Abi","","","","","","","","",""
"2016","66 and older","general elemantary","","","","","","","","",""
"2016","66 and older","higher education","","","","","","","","",""
"2016","66 and older","higher vocational","","","","","","","","",""
"2016","66 and older","in school","","","","","","","","",""
"2016","66 and older","inadequately","","","","","","","","",""
"2016","66 and older","middle vocational","","","","","","","","",""
"2016","66 and older","vocational + Abi","","","","","","","","",""
"2017","16-34 y.","general elemantary","5.53","6","1282","5.45","5.61","4","5","7","7"
"2017","16-34 y.","higher education","5.48","6","1281","5.41","5.55","4","5","7","7"
"2017","16-34 y.","higher vocational","5.54","6","128","5.3","5.78","4","5","7","7"
"2017","16-34 y.","in school","5.4","6","412","5.26","5.54","3","4","6","7"
"2017","16-34 y.","inadequately","5.56","6","613","5.45","5.67","4","5","7","7"
"2017","16-34 y.","middle vocational","5.51","6","2713","5.46","5.56","4","5","7","7"
"2017","16-34 y.","vocational + Abi","5.51","6","565","5.4","5.62","3","5","7","7"
"2017","35-65 y.","general elemantary","5.59","6","1384","5.52","5.66","4","5","7","7"
"2017","35-65 y.","higher education","5.46","6","4465","5.42","5.5","4","5","6","7"
"2017","35-65 y.","higher vocational","5.49","6","1068","5.41","5.57","4","5","6","7"
"2017","35-65 y.","in school","","","","","","","","",""
"2017","35-65 y.","inadequately","5.65","6","706","5.54","5.76","4","5","7","7"
"2017","35-65 y.","middle vocational","5.62","6","7293","5.59","5.65","4","5","7","7"
"2017","35-65 y.","vocational + Abi","5.57","6","1583","5.51","5.63","4","5","7","7"
"2017","66 and older","general elemantary","5.43","6","622","5.32","5.54","3","4","7","7"
"2017","66 and older","higher education","5.42","6","1272","5.35","5.49","3","5","6","7"
"2017","66 and older","higher vocational","5.39","5","347","5.25","5.53","4","5","7","7"
"2017","66 and older","in school","","","","","","","","",""
"2017","66 and older","inadequately","5.37","6","51","4.96","5.78","3","5","7","7"
"2017","66 and older","middle vocational","5.57","6","2568","5.52","5.62","4","5","7","7"
"2017","66 and older","vocational + Abi","5.55","6","140","5.32","5.78","4","5","7","7"
"2018","16-34 y.","general elemantary","","","","","","","","",""
"2018","16-34 y.","higher education","","","","","","","","",""
"2018","16-34 y.","higher vocational","","","","","","","","",""
"2018","16-34 y.","in school","","","","","","","","",""
"2018","16-34 y.","inadequately","","","","","","","","",""
"2018","16-34 y.","middle vocational","","","","","","","","",""
"2018","16-34 y.","vocational + Abi","","","","","","","","",""
"2018","35-65 y.","general elemantary","","","","","","","","",""
"2018","35-65 y.","higher education","","","","","","","","",""
"2018","35-65 y.","higher vocational","","","","","","","","",""
"2018","35-65 y.","in school","","","","","","","","",""
"2018","35-65 y.","inadequately","","","","","","","","",""
"2018","35-65 y.","middle vocational","","","","","","","","",""
"2018","35-65 y.","vocational + Abi","","","","","","","","",""
"2018","66 and older","general elemantary","","","","","","","","",""
"2018","66 and older","higher education","","","","","","","","",""
"2018","66 and older","higher vocational","","","","","","","","",""
"2018","66 and older","in school","","","","","","","","",""
"2018","66 and older","inadequately","","","","","","","","",""
"2018","66 and older","middle vocational","","","","","","","","",""
"2018","66 and older","vocational + Abi","","","","","","","","",""
"2019","16-34 y.","general elemantary","5.37","6","839","5.27","5.47","3","4","7","7"
"2019","16-34 y.","higher education","5.57","6","1005","5.49","5.65","4","5","7","7"
"2019","16-34 y.","higher vocational","4.99","5","135","4.75","5.23","3","4","6","7"
"2019","16-34 y.","in school","5.33","5","329","5.17","5.49","3","5","7","7"
"2019","16-34 y.","inadequately","5.23","5","104","4.92","5.54","4","4","7","7"
"2019","16-34 y.","middle vocational","5.53","6","2071","5.47","5.59","4","5","7","7"
"2019","16-34 y.","vocational + Abi","5.53","6","461","5.42","5.64","4","5","6","7"
"2019","35-65 y.","general elemantary","5.34","6","1013","5.25","5.43","3","4","7","7"
"2019","35-65 y.","higher education","5.49","6","4547","5.45","5.53","4","5","6","7"
"2019","35-65 y.","higher vocational","5.4","6","1142","5.33","5.47","4","5","6","7"
"2019","35-65 y.","in school","","","","","","","","",""
"2019","35-65 y.","inadequately","5.66","6","248","5.46","5.86","4","5","7","7"
"2019","35-65 y.","middle vocational","5.57","6","6455","5.54","5.6","4","5","7","7"
"2019","35-65 y.","vocational + Abi","5.58","6","1540","5.51","5.65","4","5","7","7"
"2019","66 and older","general elemantary","5.36","6","552","5.24","5.48","4","4","7","7"
"2019","66 and older","higher education","5.46","6","1454","5.39","5.53","3","5","7","7"
"2019","66 and older","higher vocational","5.36","5","388","5.23","5.49","4","5","6","7"
"2019","66 and older","in school","","","","","","","","",""
"2019","66 and older","inadequately","6.15","7","35","5.63","6.67","5","5","7","7"
"2019","66 and older","middle vocational","5.53","6","2570","5.48","5.58","4","5","7","7"
"2019","66 and older","vocational + Abi","5.63","6","165","5.43","5.83","4","5","7","7"
