"year","education","migback","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2010","lower secondary degree","no migration background","","","","","","","","",""
"2010","no degree/no degree yet","direct migration background","","","","","","","","",""
"2010","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2010","no degree/no degree yet","no migration background","","","","","","","","",""
"2010","Other degree","direct migration background","","","","","","","","",""
"2010","Other degree","indirect migration background","","","","","","","","",""
"2010","Other degree","no migration background","","","","","","","","",""
"2010","secondary school degree","direct migration background","","","","","","","","",""
"2010","secondary school degree","indirect migration background","","","","","","","","",""
"2010","secondary school degree","no migration background","","","","","","","","",""
"2011","college entrance qualification","direct migration background","","","","","","","","",""
"2011","college entrance qualification","indirect migration background","","","","","","","","",""
"2011","college entrance qualification","no migration background","","","","","","","","",""
"2011","lower secondary degree","direct migration background","","","","","","","","",""
"2011","lower secondary degree","indirect migration background","","","","","","","","",""
"2011","lower secondary degree","no migration background","","","","","","","","",""
"2011","no degree/no degree yet","direct migration background","","","","","","","","",""
"2011","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2011","no degree/no degree yet","no migration background","","","","","","","","",""
"2011","Other degree","direct migration background","","","","","","","","",""
"2011","Other degree","indirect migration background","","","","","","","","",""
"2011","Other degree","no migration background","","","","","","","","",""
"2011","secondary school degree","direct migration background","","","","","","","","",""
"2011","secondary school degree","indirect migration background","","","","","","","","",""
"2011","secondary school degree","no migration background","","","","","","","","",""
"2012","college entrance qualification","direct migration background","5.74","6","105","5.48","6","4","5","7","7"
"2012","college entrance qualification","indirect migration background","5.77","6","139","5.57","5.97","4","5","7","7"
"2012","college entrance qualification","no migration background","5.54","6","1903","5.49","5.59","4","5","6","7"
"2012","lower secondary degree","direct migration background","5.37","6","152","5.14","5.6","3","5","7","7"
"2012","lower secondary degree","indirect migration background","5.62","6","111","5.37","5.87","4","5","6","7"
"2012","lower secondary degree","no migration background","5.55","6","1145","5.47","5.63","4","5","7","7"
"2012","no degree/no degree yet","direct migration background","5.13","5","81","4.76","5.5","3","4","6","7"
"2012","no degree/no degree yet","indirect migration background","5.34","5","47","4.83","5.85","3","5","6","7"
"2012","no degree/no degree yet","no migration background","5.51","6","224","5.35","5.67","4","5","6","7"
"2012","Other degree","direct migration background","5.61","6","615","5.51","5.71","4","5","7","7"
"2012","Other degree","indirect migration background","","","","","","","","",""
"2012","Other degree","no migration background","5.98","6","43","5.58","6.38","4","5","7","7"
"2012","secondary school degree","direct migration background","5.64","6","110","5.37","5.91","4","5","7","7"
"2012","secondary school degree","indirect migration background","5.54","6","144","5.32","5.76","4","5","7","7"
"2012","secondary school degree","no migration background","5.48","6","2134","5.42","5.54","4","5","6","7"
"2013","college entrance qualification","direct migration background","5.46","6","218","5.27","5.65","3","5","7","7"
"2013","college entrance qualification","indirect migration background","5.52","6","229","5.36","5.68","4","5","6","7"
"2013","college entrance qualification","no migration background","5.44","6","4940","5.41","5.47","4","5","6","7"
"2013","lower secondary degree","direct migration background","5.32","6","303","5.15","5.49","3","5","7","7"
"2013","lower secondary degree","indirect migration background","5.39","6","179","5.18","5.6","4","4","6","7"
"2013","lower secondary degree","no migration background","5.44","6","5341","5.4","5.48","4","5","7","7"
"2013","no degree/no degree yet","direct migration background","5.44","6","96","5.17","5.71","4","4","7","7"
"2013","no degree/no degree yet","indirect migration background","5.37","6","63","5.02","5.72","4","4","6","7"
"2013","no degree/no degree yet","no migration background","5.2","6","326","5.05","5.35","3","4","6","7"
"2013","Other degree","direct migration background","5.44","6","844","5.35","5.53","4","5","6","7"
"2013","Other degree","indirect migration background","","","","","","","","",""
"2013","Other degree","no migration background","5.48","6","163","5.26","5.7","4","5","7","7"
"2013","secondary school degree","direct migration background","5.32","5.31","170","5.11","5.53","4","4","6","7"
"2013","secondary school degree","indirect migration background","5.3","6","167","5.09","5.51","3","4","6","7"
"2013","secondary school degree","no migration background","5.38","6","5297","5.34","5.42","4","5","6","7"
"2014","college entrance qualification","direct migration background","","","","","","","","",""
"2014","college entrance qualification","indirect migration background","","","","","","","","",""
"2014","college entrance qualification","no migration background","","","","","","","","",""
"2014","lower secondary degree","direct migration background","","","","","","","","",""
"2014","lower secondary degree","indirect migration background","","","","","","","","",""
"2014","lower secondary degree","no migration background","","","","","","","","",""
"2014","no degree/no degree yet","direct migration background","","","","","","","","",""
"2014","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2014","no degree/no degree yet","no migration background","","","","","","","","",""
"2014","Other degree","direct migration background","","","","","","","","",""
"2014","Other degree","indirect migration background","","","","","","","","",""
"2014","Other degree","no migration background","","","","","","","","",""
"2014","secondary school degree","direct migration background","","","","","","","","",""
"2014","secondary school degree","indirect migration background","","","","","","","","",""
"2014","secondary school degree","no migration background","","","","","","","","",""
"2015","college entrance qualification","direct migration background","","","","","","","","",""
"2015","college entrance qualification","indirect migration background","","","","","","","","",""
"2015","college entrance qualification","no migration background","","","","","","","","",""
"2015","lower secondary degree","direct migration background","","","","","","","","",""
"2015","lower secondary degree","indirect migration background","","","","","","","","",""
"2015","lower secondary degree","no migration background","","","","","","","","",""
"2015","no degree/no degree yet","direct migration background","","","","","","","","",""
"2015","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2015","no degree/no degree yet","no migration background","","","","","","","","",""
"2015","Other degree","direct migration background","","","","","","","","",""
"2015","Other degree","indirect migration background","","","","","","","","",""
"2015","Other degree","no migration background","","","","","","","","",""
"2015","secondary school degree","direct migration background","","","","","","","","",""
"2015","secondary school degree","indirect migration background","","","","","","","","",""
"2015","secondary school degree","no migration background","","","","","","","","",""
"2016","college entrance qualification","direct migration background","","","","","","","","",""
"2016","college entrance qualification","indirect migration background","","","","","","","","",""
"2016","college entrance qualification","no migration background","","","","","","","","",""
"2016","lower secondary degree","direct migration background","","","","","","","","",""
"2016","lower secondary degree","indirect migration background","","","","","","","","",""
"2016","lower secondary degree","no migration background","","","","","","","","",""
"2016","no degree/no degree yet","direct migration background","","","","","","","","",""
"2016","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2016","no degree/no degree yet","no migration background","","","","","","","","",""
"2016","Other degree","direct migration background","","","","","","","","",""
"2016","Other degree","indirect migration background","","","","","","","","",""
"2016","Other degree","no migration background","","","","","","","","",""
"2016","secondary school degree","direct migration background","","","","","","","","",""
"2016","secondary school degree","indirect migration background","","","","","","","","",""
"2016","secondary school degree","no migration background","","","","","","","","",""
"2017","college entrance qualification","direct migration background","5.42","6","433","5.29","5.55","4","5","6","7"
"2017","college entrance qualification","indirect migration background","5.44","6","619","5.33","5.55","3","5","6","7"
"2017","college entrance qualification","no migration background","5.45","6","6891","5.42","5.48","4","5","6","7"
"2017","lower secondary degree","direct migration background","5.34","6","468","5.2","5.48","3","5","7","7"
"2017","lower secondary degree","indirect migration background","5.38","6","354","5.22","5.54","3","5","7","7"
"2017","lower secondary degree","no migration background","5.47","6","5274","5.43","5.51","4","5","7","7"
"2017","no degree/no degree yet","direct migration background","5.77","6","1252","5.7","5.84","4","5","7","7"
"2017","no degree/no degree yet","indirect migration background","5.47","6","122","5.21","5.73","4","5","7","7"
"2017","no degree/no degree yet","no migration background","5.5","6","486","5.38","5.62","3","5","7","7"
"2017","Other degree","direct migration background","5.49","6","4350","5.45","5.53","3","5","7","7"
"2017","Other degree","indirect migration background","4.94","5","49","4.49","5.39","3","4","6","7"
"2017","Other degree","no migration background","5.61","6","166","5.39","5.83","4","5","7","7"
"2017","secondary school degree","direct migration background","5.4","6","366","5.26","5.54","4","5","7","7"
"2017","secondary school degree","indirect migration background","5.5","6","423","5.37","5.63","4","5","7","7"
"2017","secondary school degree","no migration background","5.42","6","6823","5.39","5.45","4","5","6","7"
"2018","college entrance qualification","direct migration background","","","","","","","","",""
"2018","college entrance qualification","indirect migration background","","","","","","","","",""
"2018","college entrance qualification","no migration background","","","","","","","","",""
"2018","lower secondary degree","direct migration background","","","","","","","","",""
"2018","lower secondary degree","indirect migration background","","","","","","","","",""
"2018","lower secondary degree","no migration background","","","","","","","","",""
"2018","no degree/no degree yet","direct migration background","","","","","","","","",""
"2018","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2018","no degree/no degree yet","no migration background","","","","","","","","",""
"2018","Other degree","direct migration background","","","","","","","","",""
"2018","Other degree","indirect migration background","","","","","","","","",""
"2018","Other degree","no migration background","","","","","","","","",""
"2018","secondary school degree","direct migration background","","","","","","","","",""
"2018","secondary school degree","indirect migration background","","","","","","","","",""
"2018","secondary school degree","no migration background","","","","","","","","",""
"2019","college entrance qualification","direct migration background","5.45","6","386","5.32","5.58","4","5","6","7"
"2019","college entrance qualification","indirect migration background","5.51","6","649","5.4","5.62","4","5","6","7"
"2019","college entrance qualification","no migration background","5.37","6","7500","5.34","5.4","4","5","6","7"
"2019","lower secondary degree","direct migration background","5.13","6","359","4.97","5.29","2","4","7","7"
"2019","lower secondary degree","indirect migration background","5.37","6","305","5.19","5.55","3","4","7","7"
"2019","lower secondary degree","no migration background","5.33","6","4628","5.29","5.37","3","5","6","7"
"2019","no degree/no degree yet","direct migration background","5.6","6","278","5.4","5.8","3","5","7","7"
"2019","no degree/no degree yet","indirect migration background","5.3","6","114","5.04","5.56","3","4","6","7"
"2019","no degree/no degree yet","no migration background","5.39","6","385","5.25","5.53","3","5","7","7"
"2019","Other degree","direct migration background","5.39","6","2340","5.33","5.45","3","5","7","7"
"2019","Other degree","indirect migration background","5.44","5","47","5.01","5.87","4","4","7","7"
"2019","Other degree","no migration background","5.44","6","157","5.19","5.69","4","5","6","7"
"2019","secondary school degree","direct migration background","5.57","6","291","5.41","5.73","4","4","7","7"
"2019","secondary school degree","indirect migration background","5.49","6","410","5.35","5.63","3","5","6","7"
"2019","secondary school degree","no migration background","5.33","6","6720","5.3","5.36","3","5","6","7"
