"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2006","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2006","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"2006","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2006","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2006","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2006","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2006","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2006","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2006","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2006","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2006","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2006","no migration background","(0) in school","","","","","","","","","","","","","",""
"2006","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2006","no migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2006","no migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2006","no migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2006","no migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2006","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2006","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2006","no migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2006","no migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2007","direct migration background","(0) in school","","","","","","","","","","","","","",""
"2007","direct migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2007","direct migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2007","direct migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2007","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2007","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2007","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2007","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2007","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2007","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2007","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"2007","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2007","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2007","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2007","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2007","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2007","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2007","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2007","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2007","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2007","no migration background","(0) in school","","","","","","","","","","","","","",""
"2007","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2007","no migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2007","no migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2007","no migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2007","no migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2007","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2007","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2007","no migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2007","no migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2008","direct migration background","(0) in school","","","","","","","","","","","","","",""
"2008","direct migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2008","direct migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2008","direct migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2008","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2008","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2008","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2008","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2008","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2008","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2008","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"2008","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2008","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2008","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2008","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2008","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2008","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2008","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2008","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2008","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2008","no migration background","(0) in school","","","","","","","","","","","","","",""
"2008","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2008","no migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2008","no migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2008","no migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2008","no migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2008","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2008","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2008","no migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2008","no migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2009","direct migration background","(0) in school","","","","","","","","","","","","","",""
"2009","direct migration background","(1a) inadequately completed","5.58","6","101","4","4","7","7","7","5.32","5.84","1","7","5","6"
"2009","direct migration background","(1b) general elementary school","5.83","6","335","4","5","7","7","7","5.71","5.95","2","7","6","6"
"2009","direct migration background","(1c) basic vocational qualification","5.68","6","437","4","5","7","7","7","5.56","5.8","1","7","6","6"
"2009","direct migration background","(2a) intermediate vocational","5.8","6","117","4","5","7","7","7","5.6","6","2","7","6","6"
"2009","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2009","direct migration background","(2c_gen) general maturity certificate","5.81","6","87","4","5","7","7","7","5.55","6.07","2","7","6","7"
"2009","direct migration background","(2c_voc) vocational maturity certificate","5.66","6","205","4","5","7","7","7","5.49","5.83","1","7","6","6"
"2009","direct migration background","(3a) lower tertiary education","5.68","6","70","4","5","7","7","7","5.43","5.93","3","7","6","6"
"2009","direct migration background","(3b) higher tertiary education","5.86","6","224","5","5","6","7","7","5.73","5.99","2","7","6","6"
"2009","indirect migration background","(0) in school","5.82","6","49","5","5","7","7","7","5.49","6.15","3","7","5","6"
"2009","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2009","indirect migration background","(1b) general elementary school","6.1","6","85","5","6","7","7","7","5.85","6.35","2","7","6","7"
"2009","indirect migration background","(1c) basic vocational qualification","5.99","6","126","4","5","7","7","7","5.79","6.19","1","7","6","7"
"2009","indirect migration background","(2a) intermediate vocational","5.74","6","108","4","5","6","7","7","5.49","5.99","1","7","6","6"
"2009","indirect migration background","(2b) intermediate general qualification","6.01","6","62","5","5","7","7","7","5.74","6.28","3","7","6","7"
"2009","indirect migration background","(2c_gen) general maturity certificate","5.89","6","62","5","6","6","7","7","5.66","6.12","4","7","6","6"
"2009","indirect migration background","(2c_voc) vocational maturity certificate","5.75","6","44","4","5","7","7","7","5.45","6.05","4","7","6","6"
"2009","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2009","indirect migration background","(3b) higher tertiary education","5.65","6","64","4","5","6","7","7","5.4","5.9","3","7","5","6"
"2009","no migration background","(0) in school","5.66","6","251","4","5","6","7","7","5.53","5.79","2","7","6","6"
"2009","no migration background","(1a) inadequately completed","5.44","6","63","4","4","6","7","7","5.1","5.78","1","7","5","6"
"2009","no migration background","(1b) general elementary school","5.69","6","977","4","5","7","7","7","5.62","5.76","1","7","6","6"
"2009","no migration background","(1c) basic vocational qualification","5.61","6","4248","4","5","7","7","7","5.57","5.65","1","7","6","6"
"2009","no migration background","(2a) intermediate vocational","5.71","6","4138","4","5","7","7","7","5.68","5.74","1","7","6","6"
"2009","no migration background","(2b) intermediate general qualification","5.73","6","346","4","5","7","7","7","5.62","5.84","1","7","6","6"
"2009","no migration background","(2c_gen) general maturity certificate","5.66","6","544","5","5","6","7","7","5.58","5.74","1","7","6","6"
"2009","no migration background","(2c_voc) vocational maturity certificate","5.61","6","1075","4","5","6","7","7","5.55","5.67","1","7","6","6"
"2009","no migration background","(3a) lower tertiary education","5.59","6","1487","4","5","6","7","7","5.53","5.65","1","7","6","6"
"2009","no migration background","(3b) higher tertiary education","5.65","6","2156","4","5","6","7","7","5.61","5.69","1","7","6","6"
"2010","direct migration background","(0) in school","","","","","","","","","","","","","",""
"2010","direct migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2010","direct migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2010","direct migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2010","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2010","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2010","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2010","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2010","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2010","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2010","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"2010","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2010","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2010","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2010","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2010","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2010","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2010","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2010","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2010","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2010","no migration background","(0) in school","","","","","","","","","","","","","",""
"2010","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2010","no migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2010","no migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2010","no migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2010","no migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2010","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2010","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2010","no migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2010","no migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2011","direct migration background","(0) in school","","","","","","","","","","","","","",""
"2011","direct migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2011","direct migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2011","direct migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2011","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2011","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2011","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2011","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2011","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2011","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2011","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"2011","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2011","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2011","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2011","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2011","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2011","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2011","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2011","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2011","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2011","no migration background","(0) in school","","","","","","","","","","","","","",""
"2011","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2011","no migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2011","no migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2011","no migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2011","no migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2011","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2011","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2011","no migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2011","no migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2012","direct migration background","(0) in school","","","","","","","","","","","","","",""
"2012","direct migration background","(1a) inadequately completed","5.89","6","73","5","5","7","7","7","5.6","6.18","2","7","6","7"
"2012","direct migration background","(1b) general elementary school","5.75","6","204","4","5","7","7","7","5.59","5.91","2","7","6","6"
"2012","direct migration background","(1c) basic vocational qualification","6.03","6","199","5","6","7","7","7","5.88","6.18","1","7","6","6"
"2012","direct migration background","(2a) intermediate vocational","5.97","6","94","4","5","7","7","7","5.74","6.2","2","7","6","6"
"2012","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2012","direct migration background","(2c_gen) general maturity certificate","5.9","6","96","4","5","7","7","7","5.69","6.11","3","7","6","6"
"2012","direct migration background","(2c_voc) vocational maturity certificate","5.7","6","152","4","5","7","7","7","5.51","5.89","2","7","6","6"
"2012","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2012","direct migration background","(3b) higher tertiary education","5.92","6","199","5","6","7","7","7","5.78","6.06","1","7","6","6"
"2012","indirect migration background","(0) in school","5.97","6","36","5","5","7","7","7","5.6","6.34","2","7","5","6"
"2012","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2012","indirect migration background","(1b) general elementary school","5.83","6","58","4","5","7","7","7","5.46","6.2","1","7","6","7"
"2012","indirect migration background","(1c) basic vocational qualification","6.09","6","66","5","6","7","7","7","5.85","6.33","2","7","6","7"
"2012","indirect migration background","(2a) intermediate vocational","6.07","6","106","5","6","7","7","7","5.9","6.24","3","7","6","6"
"2012","indirect migration background","(2b) intermediate general qualification","5.98","6","35","5","6","7","7","7","5.49","6.47","1","7","6","7"
"2012","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2012","indirect migration background","(2c_voc) vocational maturity certificate","5.75","6","56","4","5","6","7","7","5.5","6","3","7","6","6"
"2012","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2012","indirect migration background","(3b) higher tertiary education","5.7","6","49","5","5","6","7","7","5.42","5.98","3","7","6","6"
"2012","no migration background","(0) in school","5.71","6","148","4","5","6","7","7","5.56","5.86","2","7","6","6"
"2012","no migration background","(1a) inadequately completed","5.69","6","76","4","5","7","7","7","5.4","5.98","1","7","5","6"
"2012","no migration background","(1b) general elementary school","5.74","6","313","4","5","7","7","7","5.61","5.87","1","7","6","6"
"2012","no migration background","(1c) basic vocational qualification","5.79","6","866","4","5","7","7","7","5.72","5.86","1","7","6","6"
"2012","no migration background","(2a) intermediate vocational","5.89","6","1864","5","5","7","7","7","5.85","5.93","1","7","6","6"
"2012","no migration background","(2b) intermediate general qualification","5.8","6","183","4","5","7","7","7","5.64","5.96","1","7","6","6"
"2012","no migration background","(2c_gen) general maturity certificate","5.68","6","133","4","5","6","7","7","5.51","5.85","2","7","6","6"
"2012","no migration background","(2c_voc) vocational maturity certificate","5.82","6","667","5","5","6","7","7","5.75","5.89","1","7","6","6"
"2012","no migration background","(3a) lower tertiary education","5.59","6","398","4","5","6","7","7","5.5","5.68","2","7","6","6"
"2012","no migration background","(3b) higher tertiary education","5.67","6","794","4","5","6","7","7","5.6","5.74","1","7","6","6"
"2013","direct migration background","(0) in school","","","","","","","","","","","","","",""
"2013","direct migration background","(1a) inadequately completed","5.8","6","83","4","5","7","7","7","5.5","6.1","1","7","6","7"
"2013","direct migration background","(1b) general elementary school","5.76","6","305","4","5","7","7","7","5.62","5.9","2","7","6","6"
"2013","direct migration background","(1c) basic vocational qualification","5.84","6","410","4","5","7","7","7","5.73","5.95","1","7","6","6"
"2013","direct migration background","(2a) intermediate vocational","5.72","6","115","4","5","7","7","7","5.52","5.92","1","7","6","6"
"2013","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2013","direct migration background","(2c_gen) general maturity certificate","5.92","6","120","5","5","7","7","7","5.71","6.13","1","7","6","6"
"2013","direct migration background","(2c_voc) vocational maturity certificate","5.97","6","218","5","5","7","7","7","5.83","6.11","1","7","6","6"
"2013","direct migration background","(3a) lower tertiary education","6.06","6","65","5","6","7","7","7","5.84","6.28","3","7","6","6"
"2013","direct migration background","(3b) higher tertiary education","5.82","6","288","5","5","6","7","7","5.71","5.93","2","7","6","6"
"2013","indirect migration background","(0) in school","5.43","6","53","3","5","6","7","7","5.15","5.71","3","7","6","6"
"2013","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2013","indirect migration background","(1b) general elementary school","5.31","5","70","4","5","6","7","7","5.05","5.57","1","7","6","6"
"2013","indirect migration background","(1c) basic vocational qualification","5.79","6","113","4","5","7","7","7","5.56","6.02","1","7","6","7"
"2013","indirect migration background","(2a) intermediate vocational","5.87","6","114","5","5","7","7","7","5.68","6.06","1","7","6","6"
"2013","indirect migration background","(2b) intermediate general qualification","5.94","6","50","5","6","7","7","7","5.62","6.26","2","7","6","7"
"2013","indirect migration background","(2c_gen) general maturity certificate","6.02","6","81","5","6","7","7","7","5.79","6.25","1","7","6","6"
"2013","indirect migration background","(2c_voc) vocational maturity certificate","5.73","6","45","4","5","6","7","7","5.39","6.07","3","7","5","6"
"2013","indirect migration background","(3a) lower tertiary education","5.97","6","36","5","6","7","7","7","5.65","6.29","3","7","6","6"
"2013","indirect migration background","(3b) higher tertiary education","5.69","6","78","4","5","7","7","7","5.43","5.95","1","7","5","6"
"2013","no migration background","(0) in school","5.78","6","198","5","5","6","7","7","5.63","5.93","1","7","6","6"
"2013","no migration background","(1a) inadequately completed","5.71","6","128","4","5","7","7","7","5.48","5.94","1","7","6","6"
"2013","no migration background","(1b) general elementary school","5.86","6","1029","4","5","7","7","7","5.79","5.93","1","7","6","6"
"2013","no migration background","(1c) basic vocational qualification","5.73","6","4276","4","5","7","7","7","5.7","5.76","1","7","6","6"
"2013","no migration background","(2a) intermediate vocational","5.81","6","4339","4","5","7","7","7","5.78","5.84","1","7","6","6"
"2013","no migration background","(2b) intermediate general qualification","5.73","6","389","4","5","7","7","7","5.62","5.84","2","7","6","6"
"2013","no migration background","(2c_gen) general maturity certificate","5.81","6","569","5","5","6","7","7","5.73","5.89","1","7","6","6"
"2013","no migration background","(2c_voc) vocational maturity certificate","5.81","6","1192","5","5","6","7","7","5.75","5.87","1","7","6","6"
"2013","no migration background","(3a) lower tertiary education","5.67","6","1581","4","5","6","7","7","5.62","5.72","1","7","6","6"
"2013","no migration background","(3b) higher tertiary education","5.71","6","2413","4","5","6","7","7","5.67","5.75","1","7","6","6"
"2014","direct migration background","(0) in school","","","","","","","","","","","","","",""
"2014","direct migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2014","direct migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2014","direct migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2014","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2014","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2014","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2014","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2014","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2014","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2014","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"2014","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2014","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2014","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2014","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2014","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2014","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2014","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2014","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2014","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2014","no migration background","(0) in school","","","","","","","","","","","","","",""
"2014","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2014","no migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2014","no migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2014","no migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2014","no migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2014","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2014","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2014","no migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2014","no migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2015","direct migration background","(0) in school","","","","","","","","","","","","","",""
"2015","direct migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2015","direct migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2015","direct migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2015","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2015","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2015","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2015","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2015","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2015","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2015","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"2015","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2015","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2015","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2015","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2015","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
