"plh0040","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"No worries","1998","35-65 y.","Female","99","0.0312456267418741","0.0256919720383596","0.0367992814453885"
"No worries","1998","35-65 y.","Male","150","0.0409408373409745","0.0345508395900677","0.0473308350918813"
"No worries","1998","66 and older","Female","30","0.0248370420728351","0.0156568432147833","0.034017240930887"
"No worries","1998","66 and older","Male","","","",""
"Some worries","1998","16-34 y.","Female","1102","0.453520853881342","0.433755447219528","0.473286260543156"
"Some worries","1998","16-34 y.","Male","1182","0.476146888499192","0.456153366114904","0.496140410883479"
"Some worries","1998","35-65 y.","Female","1321","0.340238761283081","0.325114899187229","0.355362623378933"
"Some worries","1998","35-65 y.","Male","1463","0.396897533299909","0.381120171026599","0.412674895573218"
"Some worries","1998","66 and older","Female","264","0.24230270745201","0.217027742882046","0.267577672021973"
"Some worries","1998","66 and older","Male","209","0.268182903296842","0.236540648555719","0.299825158037966"
"Big worries","1999","16-34 y.","Female","1120","0.478689671053565","0.458440789925956","0.498938552181174"
"Big worries","1999","16-34 y.","Male","949","0.410168939994551","0.389917153384756","0.430420726604345"
"Big worries","1999","35-65 y.","Female","2156","0.587388922331483","0.57149815605876","0.603279688604206"
"Big worries","1999","35-65 y.","Male","1892","0.513046960521732","0.496737600240836","0.529356320802628"
"Big worries","1999","66 and older","Female","705","0.652944438494612","0.624421529263529","0.681467347725695"
"Big worries","1999","66 and older","Male","487","0.636403877353934","0.602091512966483","0.670716241741385"
"No worries","1999","16-34 y.","Female","160","0.0653642884033078","0.0553454518437209","0.0753831249628947"
"No worries","1999","16-34 y.","Male","257","0.127738122395838","0.113994479940191","0.141481764851485"
"No worries","1999","35-65 y.","Female","159","0.045734813845493","0.0389915598235282","0.0524780678674579"
"No worries","1999","35-65 y.","Male","226","0.0624453566044082","0.0545501555102387","0.0703405576985777"
"No worries","1999","66 and older","Female","40","0.0367904388643259","0.0255110887148105","0.0480697890138412"
"No worries","1999","66 and older","Male","38","0.0409998930852001","0.0268557935108755","0.0551439926595247"
"Some worries","1999","16-34 y.","Female","1058","0.455946040543128","0.435757563907147","0.476134517179108"
"Some worries","1999","16-34 y.","Male","1060","0.462092937609611","0.441565420303385","0.482620454915837"
"Some worries","1999","35-65 y.","Female","1372","0.366876263823024","0.351319630065673","0.382432897580375"
"Some worries","1999","35-65 y.","Male","1490","0.42450768287386","0.408379799695722","0.440635566051998"
"Some worries","1999","66 and older","Female","325","0.310265122641062","0.282547002354777","0.337983242927348"
"Some worries","1999","66 and older","Male","230","0.322596229560866","0.289251433654372","0.355941025467359"
"Big worries","2000","16-34 y.","Female","1848","0.508885151550592","0.492697949768003","0.525072353333182"
"Big worries","2000","16-34 y.","Male","1368","0.394690756381945","0.378333209951495","0.411048302812394"
"Big worries","2000","35-65 y.","Female","3909","0.58366421413497","0.571932199325301","0.595396228944639"
"Big worries","2000","35-65 y.","Male","3382","0.519419035895766","0.507363565844837","0.531474505946695"
"Big worries","2000","66 and older","Female","1305","0.631164923100291","0.610434909515215","0.651894936685368"
"Big worries","2000","66 and older","Male","918","0.594435906002253","0.56985718498979","0.619014627014715"
"No worries","2000","16-34 y.","Female","280","0.0745667912199414","0.0660609822280925","0.0830726002117902"
"No worries","2000","16-34 y.","Male","457","0.143071257209224","0.131353362732527","0.154789151685922"
"No worries","2000","35-65 y.","Female","349","0.0532239535415793","0.0478814306115987","0.0585664764715599"
"No worries","2000","35-65 y.","Male","498","0.0752381187609028","0.0688734492247204","0.0816027882970851"
"No worries","2000","66 and older","Female","127","0.05558734268666","0.0457431318374395","0.0654315535358806"
"No worries","2000","66 and older","Male","92","0.0584556608224606","0.0467118055872793","0.070199516057642"
"Some worries","2000","16-34 y.","Female","1536","0.416548057229466","0.400585389992145","0.432510724466787"
"Some worries","2000","16-34 y.","Male","1605","0.462237986408831","0.445552882794369","0.478923090023293"
"Some worries","2000","35-65 y.","Female","2524","0.363111832323451","0.351666695496284","0.374556969150617"
"Some worries","2000","35-65 y.","Male","2718","0.405342845343331","0.393496441993765","0.417189248692898"
"Some worries","2000","66 and older","Female","649","0.313247734213048","0.293320084960546","0.33317538346555"
"Some worries","2000","66 and older","Male","523","0.347108433175287","0.323278099375711","0.370938766974862"
"Big worries","2001","16-34 y.","Female","1479","0.45497666151022","0.437835363894906","0.472117959125533"
"Big worries","2001","16-34 y.","Male","1119","0.368651502496394","0.351430952716017","0.385872052276772"
"Big worries","2001","35-65 y.","Female","3335","0.540346024644667","0.527952813237525","0.552739236051809"
"Big worries","2001","35-65 y.","Male","2885","0.487453480068265","0.474826977320232","0.500079982816298"
"Big worries","2001","66 and older","Female","1139","0.600753223436391","0.578932136958523","0.622574309914259"
"Big worries","2001","66 and older","Male","863","0.578422778606085","0.553213488767923","0.603632068444246"
"No worries","2001","16-34 y.","Female","294","0.0993867849393379","0.0890882590686325","0.109685310810043"
"No worries","2001","16-34 y.","Male","385","0.128086962685152","0.116158252638547","0.140015672731757"
"No worries","2001","35-65 y.","Female","354","0.0590977703772503","0.0532338216478901","0.0649617191066105"
"No worries","2001","35-65 y.","Male","502","0.0873929703590754","0.0802590213541885","0.0945269193639623"
"No worries","2001","66 and older","Female","131","0.0657190930790886","0.0546785071061282","0.0767596790520491"
"No worries","2001","66 and older","Male","99","0.06639020044904","0.0536805373107015","0.0790998635873785"
"Some worries","2001","16-34 y.","Female","1469","0.445636553550442","0.428527370129687","0.462745736971198"
"Some worries","2001","16-34 y.","Male","1511","0.503261534818453","0.485414535904707","0.5211085337322"
"Some worries","2001","35-65 y.","Female","2523","0.400556204978083","0.388370845832573","0.412741564123593"
"Some worries","2001","35-65 y.","Male","2633","0.425153549572659","0.41266538316811","0.437641715977209"
"Some worries","2001","66 and older","Female","665","0.33352768348452","0.312520655826769","0.354534711142271"
"Some worries","2001","66 and older","Male","512","0.355187020944875","0.33075582210477","0.379618219784981"
"Big worries","2002","16-34 y.","Female","1315","0.429369875647628","0.412171353243418","0.446568398051837"
"Big worries","2002","16-34 y.","Male","1010","0.341684347963397","0.32462172572855","0.358746970198245"
"Big worries","2002","35-65 y.","Female","3383","0.529761805541355","0.517833769795962","0.541689841286747"
"Big worries","2002","35-65 y.","Male","2866","0.469327496433322","0.457232367310298","0.481422625556347"
"Big worries","2002","66 and older","Female","1269","0.656321390488801","0.635475519545907","0.677167261431695"
"Big worries","2002","66 and older","Male","967","0.602620888462717","0.578791374099573","0.626450402825861"
"No worries","2002","16-34 y.","Female","312","0.0942836330546976","0.0841302150548826","0.104437051054513"
"No worries","2002","16-34 y.","Male","466","0.173995617378073","0.160356807570824","0.187634427185322"
"No worries","2002","35-65 y.","Female","422","0.0586906635004903","0.0530734574842857","0.064307869516695"
"No worries","2002","35-65 y.","Male","621","0.0866569545326172","0.0798386265067962","0.0934752825584381"
"No worries","2002","66 and older","Female","92","0.03956638564599","0.0310101570382478","0.0481226142537323"
"No worries","2002","66 and older","Male","105","0.0686153447001088","0.0563051265896701","0.0809255628105476"
"Some worries","2002","16-34 y.","Female","1555","0.476346491297675","0.458993214362836","0.493699768232513"
"Some worries","2002","16-34 y.","Male","1492","0.48432003465853","0.466340746643478","0.502299322673581"
"Some worries","2002","35-65 y.","Female","2921","0.411547530958155","0.399786771851415","0.423308290064895"
"Some worries","2002","35-65 y.","Male","3053","0.444015549034061","0.431973798401555","0.456057299666566"
"Some worries","2002","66 and older","Female","633","0.304112223865209","0.283920562388095","0.324303885342324"
"Some worries","2002","66 and older","Male","548","0.328763766837174","0.30588828485113","0.351639248823219"
"Big worries","2003","16-34 y.","Female","1089","0.370292297193495","0.353155091352775","0.387429503034215"
"Big worries","2003","16-34 y.","Male","838","0.313085946669842","0.295930190206741","0.330241703132944"
"Big worries","2003","35-65 y.","Female","2915","0.477807858111244","0.465607272168221","0.490008444054268"
"Big worries","2003","35-65 y.","Male","2479","0.439562291942497","0.427226651521633","0.45189793236336"
"Big worries","2003","66 and older","Female","1161","0.585916537554484","0.564404567777373","0.607428507331594"
"Big worries","2003","66 and older","Male","882","0.536653250441161","0.512679690798352","0.560626810083969"
"No worries","2003","16-34 y.","Female","361","0.117040279850368","0.105631576359911","0.128448983340825"
"No worries","2003","16-34 y.","Male","465","0.179686570808143","0.165483750068116","0.19388939154817"
"No worries","2003","35-65 y.","Female","443","0.0632851281154936","0.057338190016498","0.0692320662144892"
"No worries","2003","35-65 y.","Male","605","0.0926269399904631","0.0854216840599515","0.0998321959209748"
"No worries","2003","66 and older","Female","114","0.051692465628928","0.0420229085297332","0.0613620227281228"
"No worries","2003","66 and older","Male","98","0.0540562847337587","0.0431848133726501","0.0649277560948673"
"Some worries","2003","16-34 y.","Female","1600","0.512667422956137","0.494928438465222","0.530406407447052"
"Some worries","2003","16-34 y.","Male","1504","0.507227482522015","0.488732602759978","0.525722362284051"
"Some worries","2003","35-65 y.","Female","3081","0.458907013773262","0.446735707851209","0.471078319695315"
"Some worries","2003","35-65 y.","Male","3135","0.46781076806704","0.45540978937713","0.48021174675695"
"Some worries","2003","66 and older","Female","739","0.362390996816588","0.341397524435228","0.383384469197948"
"Some worries","2003","66 and older","Male","682","0.409290464825081","0.385651122735329","0.432929806914832"
"Big worries","2004","16-34 y.","Female","1052","0.371860925729148","0.354316183591174","0.389405667867121"
"Big worries","2004","16-34 y.","Male","804","0.314053235079867","0.296526697146034","0.3315797730137"
"Big worries","2004","35-65 y.","Female","2869","0.493717097530827","0.481321183863578","0.506113011198076"
"Big worries","2004","35-65 y.","Male","2354","0.412651182160865","0.400162962711886","0.425139401609844"
"Big worries","2004","66 and older","Female","1188","0.582831269289068","0.561517324727801","0.604145213850335"
"Big worries","2004","66 and older","Male","933","0.545460647077718","0.521976792704574","0.568944501450862"
"No worries","2004","16-34 y.","Female","374","0.128657353032085","0.116502754941592","0.140811951122578"
"No worries","2004","16-34 y.","Male","517","0.196166218921917","0.181171285816586","0.211161152027248"
"No worries","2004","35-65 y.","Female","517","0.0730258291912064","0.0665750096369405","0.0794766487454724"
"No worries","2004","35-65 y.","Male","686","0.111956670469161","0.103958272837145","0.119955068101177"
"No worries","2004","66 and older","Female","131","0.0642701242695247","0.0536698682747194","0.07487038026433"
"No worries","2004","66 and older","Male","124","0.069682180917902","0.0576739658005182","0.0816903960352858"
"Some worries","2004","16-34 y.","Female","1489","0.499481721238767","0.481330803752464","0.517632638725071"
"Some worries","2004","16-34 y.","Male","1373","0.489780545998216","0.470903737601276","0.508657354395156"
"Some worries","2004","35-65 y.","Female","2863","0.433257073277967","0.420971124119133","0.4455430224368"
"Some worries","2004","35-65 y.","Male","2930","0.475392147369974","0.462724256283261","0.488060038456687"
"Some worries","2004","66 and older","Female","737","0.352898606441407","0.332242537467848","0.373554675414966"
"Some worries","2004","66 and older","Male","670","0.38485717200438","0.361909443831144","0.407804900177616"
"Big worries","2005","16-34 y.","Female","1044","0.404165292367908","0.385900465375074","0.422430119360741"
"Big worries","2005","16-34 y.","Male","850","0.35039748141346","0.331858158220434","0.368936804606486"
"Big worries","2005","35-65 y.","Female","3028","0.530084048068643","0.517435413331245","0.54273268280604"
"Big worries","2005","35-65 y.","Male","2484","0.458504482080732","0.44547733972228","0.471531624439185"
"Big worries","2005","66 and older","Female","1320","0.647966464820976","0.627306865249994","0.668626064391959"
"Big worries","2005","66 and older","Male","1023","0.59901894690983","0.575964461322292","0.622073432497369"
"No worries","2005","16-34 y.","Female","381","0.132415268239644","0.119799952089206","0.145030584390082"
"No worries","2005","16-34 y.","Male","478","0.178563786923508","0.163681380729153","0.193446193117863"
"No worries","2005","35-65 y.","Female","474","0.0707848640183348","0.0642852206386964","0.0772845073979731"
"No worries","2005","35-65 y.","Male","588","0.0922760686383574","0.0847094583316506","0.0998426789450642"
"No worries","2005","66 and older","Female","107","0.0523584897567362","0.0427231017037156","0.0619938778097568"
"No worries","2005","66 and older","Male","116","0.0686140825814561","0.056722362040602","0.0805058031223102"
"Some worries","2005","16-34 y.","Female","1348","0.463419439392448","0.444859448985029","0.481979429799867"
"Some worries","2005","16-34 y.","Male","1216","0.471038731663032","0.451641945249645","0.490435518076419"
"Some worries","2005","35-65 y.","Female","2479","0.399131087913023","0.386720029054817","0.411542146771229"
"Some worries","2005","35-65 y.","Male","2548","0.44921944928091","0.436214804118943","0.462224094442877"
"Some worries","2005","66 and older","Female","626","0.299675045422287","0.279858465319208","0.319491625525367"
"Some worries","2005","66 and older","Male","597","0.332366970508714","0.310207924104144","0.354526016913284"
"Big worries","2006","16-34 y.","Female","1019","0.409940655234038","0.391327197988119","0.428554112479956"
"Big worries","2006","16-34 y.","Male","742","0.324170019079939","0.305540683335837","0.342799354824042"
"Big worries","2006","35-65 y.","Female","2976","0.480316607369597","0.468096360575867","0.492536854163326"
"Big worries","2006","35-65 y.","Male","2355","0.41604351612449","0.403517232740009","0.42856979950897"
"Big worries","2006","66 and older","Female","1368","0.57755206998083","0.557674059545741","0.597430080415918"
"Big worries","2006","66 and older","Male","1097","0.525030406184431","0.503569821230514","0.546490991138349"
"No worries","2006","16-34 y.","Female","347","0.124985809051366","0.112470066953752","0.13750155114898"
"No worries","2006","16-34 y.","Male","504","0.220073482290642","0.203584155667979","0.236562808913305"
"No worries","2006","35-65 y.","Female","537","0.0783208974208002","0.0717492318543831","0.0848925629872172"
"No worries","2006","35-65 y.","Male","724","0.120251848188241","0.111985995281543","0.128517701094939"
"No worries","2006","66 and older","Female","141","0.0636417488971198","0.0538178740192333","0.0734656237750063"
"No worries","2006","66 and older","Male","128","0.0606002214855408","0.0503465651834812","0.0708538777876003"
"Some worries","2006","16-34 y.","Female","1316","0.465073535714596","0.446196814580719","0.483950256848473"
"Some worries","2006","16-34 y.","Male","1179","0.455756498629419","0.43593414222157","0.475578855037267"
"Some worries","2006","35-65 y.","Female","2908","0.441362495209603","0.429217159776289","0.453507830642918"
"Some worries","2006","35-65 y.","Male","2869","0.463704635687269","0.451031463038433","0.476377808336105"
"Some worries","2006","66 and older","Female","863","0.358806181122051","0.339503600715747","0.378108761528354"
"Some worries","2006","66 and older","Male","855","0.414369372330028","0.393199309930712","0.435539434729344"
"Big worries","2007","16-34 y.","Female","930","0.408729511530558","0.389311034470021","0.428147988591095"
"Big worries","2007","16-34 y.","Male","700","0.3123397174984","0.293095906847847","0.331583528148953"
"Big worries","2007","35-65 y.","Female","2754","0.479871340780094","0.467161048772679","0.492581632787508"
"Big worries","2007","35-65 y.","Male","2155","0.402893954047855","0.389923224589967","0.415864683505744"
"Big worries","2007","66 and older","Female","1387","0.590254532735254","0.570268804379422","0.610240261091086"
"Big worries","2007","66 and older","Male","1111","0.547119178734499","0.525523864752616","0.568714492716383"
"No worries","2007","16-34 y.","Female","358","0.141223114078215","0.127466956817722","0.154979271338708"
"No worries","2007","16-34 y.","Male","441","0.195005949608415","0.178554250271081","0.211457648945749"
"No worries","2007","35-65 y.","Female","519","0.0859750122315222","0.0788431509575057","0.0931068735055388"
"No worries","2007","35-65 y.","Male","711","0.119297330539338","0.1107255052486","0.127869155830075"
"No worries","2007","66 and older","Female","132","0.0562422184526533","0.0468794403650213","0.0656049965402852"
"No worries","2007","66 and older","Male","149","0.0866213533472542","0.0744184127220391","0.0988242939724693"
"Some worries","2007","16-34 y.","Female","1174","0.450047374391227","0.430395869092376","0.469698879690079"
"Some worries","2007","16-34 y.","Male","1087","0.492654332893185","0.471894988729808","0.513413677056561"
"Some worries","2007","35-65 y.","Female","2662","0.434153646988384","0.421543831939863","0.446763462036905"
"Some worries","2007","35-65 y.","Male","2627","0.477808715412807","0.464599253266607","0.491018177559007"
"Some worries","2007","66 and older","Female","807","0.353503248812093","0.334075471627529","0.372931025996656"
"Some worries","2007","66 and older","Male","781","0.366259467918246","0.345358001301535","0.387160934534958"
"Big worries","2008","16-34 y.","Female","729","0.346046531028765","0.32652872736774","0.365564334689789"
"Big worries","2008","16-34 y.","Male","586","0.272047193740708","0.252899662888475","0.291194724592942"
"Big worries","2008","35-65 y.","Female","2253","0.434083070584557","0.421050510382354","0.447115630786761"
"Big worries","2008","35-65 y.","Male","1785","0.363259306643398","0.350065125689307","0.376453487597489"
"Big worries","2008","66 and older","Female","1204","0.518160435829206","0.497708735667716","0.538612135990695"
"Big worries","2008","66 and older","Male","992","0.507028553108463","0.485349465570102","0.528707640646824"
"No worries","2008","16-34 y.","Female","385","0.148227137706212","0.133648530602996","0.162805744809428"
"No worries","2008","16-34 y.","Male","481","0.231396127662508","0.213250651547773","0.249541603777244"
"No worries","2008","35-65 y.","Female","614","0.10291071205975","0.0949212948728454","0.110900129246655"
"No worries","2008","35-65 y.","Male","783","0.149997828233785","0.140201907519724","0.159793748947846"
"No worries","2008","66 and older","Female","148","0.0633137356463247","0.0533461010495037","0.0732813702431458"
"No worries","2008","66 and older","Male","183","0.0871241930152648","0.0748952438202438","0.0993531422102857"
"Some worries","2008","16-34 y.","Female","1168","0.505726331265023","0.485213207909537","0.526239454620509"
"Some worries","2008","16-34 y.","Male","1008","0.496556678596783","0.475043789111507","0.51806956808206"
"Some worries","2008","35-65 y.","Female","2689","0.463006217355692","0.449894939755665","0.47611749495572"
"Some worries","2008","35-65 y.","Male","2536","0.486742865122817","0.473030573122248","0.500455157123386"
"Some worries","2008","66 and older","Female","941","0.41852582852447","0.398334150595033","0.438717506453907"
"Some worries","2008","66 and older","Male","868","0.405847253876272","0.384553890380934","0.427140617371611"
"Big worries","2009","16-34 y.","Female","550","0.270295336147669","0.251140391553695","0.289450280741644"
"Big worries","2009","16-34 y.","Male","453","0.217916063525532","0.199440610550455","0.236391516500609"
"Big worries","2009","35-65 y.","Female","1784","0.359564325149669","0.346468481603725","0.372660168695613"
"Big worries","2009","35-65 y.","Male","1362","0.307018972161521","0.293836286978419","0.320201657344624"
"Big worries","2009","66 and older","Female","993","0.442488118780825","0.421771139722188","0.463205097839461"
"Big worries","2009","66 and older","Male","801","0.41281220324397","0.391169840336964","0.434454566150976"
"No worries","2009","16-34 y.","Female","430","0.212833651619614","0.195179718742768","0.23048758449646"
"No worries","2009","16-34 y.","Male","528","0.296098734425912","0.275667343278521","0.316530125573303"
"No worries","2009","35-65 y.","Female","675","0.114357029106167","0.105672061672531","0.123041996539804"
"No worries","2009","35-65 y.","Male","838","0.166343797147189","0.155700960409583","0.176986633884794"
"No worries","2009","66 and older","Female","182","0.0851331730132379","0.0734925317139592","0.0967738143125167"
"No worries","2009","66 and older","Male","221","0.0984281037440359","0.0853332804320445","0.111522927056027"
"Some worries","2009","16-34 y.","Female","1085","0.516871012232717","0.495317864827951","0.538424159637482"
"Some worries","2009","16-34 y.","Male","937","0.485985202048556","0.46361740964569","0.508352994451422"
"Some worries","2009","35-65 y.","Female","2699","0.526078645744164","0.512452096255395","0.539705195232933"
"Some worries","2009","35-65 y.","Male","2503","0.52663723069129","0.512367577133233","0.540906884249347"
"Some worries","2009","66 and older","Female","1033","0.472378708205937","0.451555153411677","0.493202263000198"
"Some worries","2009","66 and older","Male","966","0.488759693011994","0.466786147572475","0.510733238451513"
"Big worries","2010","16-34 y.","Female","1372","0.308286446625183","0.293578880924752","0.322994012325614"
"Big worries","2010","16-34 y.","Male","759","0.271978387301061","0.255416398388857","0.288540376213264"
"Big worries","2010","35-65 y.","Female","2758","0.395979863708817","0.384632019582599","0.407327707835034"
"Big worries","2010","35-65 y.","Male","1987","0.330563583746884","0.318868328748625","0.342258838745143"
"Big worries","2010","66 and older","Female","1109","0.529106272552927","0.507848487033576","0.550364058072279"
"Big worries","2010","66 and older","Male","903","0.473784736818959","0.451502733711532","0.496066739926386"
"No worries","2010","16-34 y.","Female","639","0.202394408340686","0.189597832104081","0.21519098457729"
"No worries","2010","16-34 y.","Male","721","0.273030700486037","0.256448699630681","0.289612701341393"
"No worries","2010","35-65 y.","Female","909","0.115742542588525","0.108319414113259","0.123165671063791"
"No worries","2010","35-65 y.","Male","1162","0.182015095700338","0.172422108319258","0.191608083081417"
"No worries","2010","66 and older","Female","145","0.0645608381862849","0.0540949168309136","0.0750267595416562"
"No worries","2010","66 and older","Male","169","0.0870212727332825","0.0744428837276048","0.0995996617389603"
"Some worries","2010","16-34 y.","Female","1776","0.489319145034131","0.473398108791568","0.505240181276694"
"Some worries","2010","16-34 y.","Male","1293","0.454990912212902","0.436456603631382","0.473525220794422"
"Some worries","2010","35-65 y.","Female","3468","0.488277593702658","0.476679096640306","0.49987609076501"
"Some worries","2010","35-65 y.","Male","3066","0.487421320552778","0.47499449921533","0.499848141890227"
"Some worries","2010","66 and older","Female","864","0.406332889260788","0.385415975970505","0.42724980255107"
