"plj0047","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"Big worries","1997","Part Time","Rural Area","243","0.323844923985163","0.291952535936352","0.355737312033975"
"Big worries","1997","Part Time","Urban Area","528","0.299344675582267","0.277631915086221","0.321057436078313"
"No worries","1997","Full Time","Rural Area","405","0.203926813534345","0.186048229464594","0.221805397604095"
"No worries","1997","Full Time","Urban Area","632","0.187040849778241","0.174327599048992","0.199754100507489"
"No worries","1997","Not Working","Rural Area","258","0.163929197462322","0.145528572264061","0.182329822660583"
"No worries","1997","Not Working","Urban Area","595","0.199412790914814","0.185408375660015","0.213417206169613"
"No worries","1997","Part Time","Rural Area","146","0.145699165547884","0.121653916270752","0.169744414825016"
"No worries","1997","Part Time","Urban Area","261","0.161644904016545","0.144191824281402","0.179097983751689"
"Some worries","1997","Full Time","Rural Area","1004","0.507505039225108","0.485321004757438","0.529689073692778"
"Some worries","1997","Full Time","Urban Area","1883","0.512652197412359","0.496356050372594","0.528948344452125"
"Some worries","1997","Not Working","Rural Area","816","0.500812329227817","0.47596084534895","0.525663813106685"
"Some worries","1997","Not Working","Urban Area","1523","0.488420280070151","0.470900136751576","0.505940423388726"
"Some worries","1997","Part Time","Rural Area","438","0.530455910466953","0.496441874099525","0.56446994683438"
"Some worries","1997","Part Time","Urban Area","920","0.539010420401188","0.515377293087949","0.562643547714427"
"Big worries","1998","Full Time","Rural Area","605","0.305606772145033","0.285833466175654","0.325380078114411"
"Big worries","1998","Full Time","Urban Area","1095","0.281476679067842","0.267247041622692","0.295706316512993"
"Big worries","1998","Not Working","Rural Area","540","0.323333367453767","0.301591599512067","0.345075135395468"
"Big worries","1998","Not Working","Urban Area","1150","0.320563048072278","0.30518285200299","0.335943244141566"
"Big worries","1998","Part Time","Rural Area","284","0.306758737391608","0.277511349948173","0.336006124835044"
"Big worries","1998","Part Time","Urban Area","597","0.330432442890942","0.309215361723498","0.351649524058386"
"No worries","1998","Full Time","Rural Area","426","0.189000415920637","0.172195484013918","0.205805347827356"
"No worries","1998","Full Time","Urban Area","746","0.199604880148418","0.186957808323314","0.212251951973522"
"No worries","1998","Not Working","Rural Area","298","0.160505081442395","0.143442857345738","0.177567305539052"
"No worries","1998","Not Working","Urban Area","679","0.189371465455826","0.176459309151384","0.202283621760267"
"No worries","1998","Part Time","Rural Area","163","0.15863877242483","0.135467903375758","0.181809641473901"
"No worries","1998","Part Time","Urban Area","336","0.18335394603138","0.165899375781203","0.200808516281556"
"Some worries","1998","Full Time","Rural Area","1054","0.50539281193433","0.483932313547564","0.526853310321097"
"Some worries","1998","Full Time","Urban Area","1996","0.518918440783739","0.503109196922661","0.534727684644818"
"Some worries","1998","Not Working","Rural Area","940","0.516161551103838","0.492932833901248","0.539390268306428"
"Some worries","1998","Not Working","Urban Area","1708","0.490065486471896","0.473590888569365","0.506540084374428"
"Some worries","1998","Part Time","Rural Area","508","0.534602490183562","0.502967047101473","0.56623793326565"
"Some worries","1998","Part Time","Urban Area","955","0.486213611077678","0.463668522308258","0.508758699847098"
"Big worries","1999","Full Time","Rural Area","574","0.304162285230543","0.284242540206892","0.324082030254193"
"Big worries","1999","Full Time","Urban Area","1198","0.330876990481989","0.315881053922362","0.345872927041616"
"Big worries","1999","Not Working","Rural Area","464","0.264920924854999","0.24383171751298","0.286010132197019"
"Big worries","1999","Not Working","Urban Area","939","0.276336841969757","0.260974401211","0.291699282728514"
"Big worries","1999","Part Time","Rural Area","296","0.324453425677811","0.295171733076376","0.353735118279246"
"Big worries","1999","Part Time","Urban Area","613","0.318860749293049","0.298186646602004","0.339534851984093"
"No worries","1999","Full Time","Rural Area","281","0.135185274711978","0.120380447479929","0.149990101944026"
"No worries","1999","Full Time","Urban Area","519","0.145740886976459","0.134495540441358","0.15698623351156"
"No worries","1999","Not Working","Rural Area","267","0.174013505870489","0.155895389414379","0.192131622326599"
"No worries","1999","Not Working","Urban Area","587","0.185594218126668","0.172238254122874","0.198950182130462"
"No worries","1999","Part Time","Rural Area","149","0.151050223606913","0.128653007908942","0.173447439304883"
"No worries","1999","Part Time","Urban Area","257","0.122032685916232","0.107512056450754","0.136553315381711"
"Some worries","1999","Full Time","Rural Area","1194","0.56065244005748","0.539162852539477","0.582142027575482"
"Some worries","1999","Full Time","Urban Area","2065","0.523382122541552","0.507464363178727","0.539299881904377"
"Some worries","1999","Not Working","Rural Area","951","0.561065569274511","0.537349553588621","0.584781584960402"
"Some worries","1999","Not Working","Urban Area","1729","0.538068939903575","0.520941985614205","0.555195894192946"
"Some worries","1999","Part Time","Rural Area","537","0.524496350715276","0.493261422677795","0.555731278752758"
"Some worries","1999","Part Time","Urban Area","1082","0.559106564790719","0.537081241269008","0.58113188831243"
"Big worries","2000","Full Time","Rural Area","1054","0.311432133336689","0.296118998652073","0.326745268021305"
"Big worries","2000","Full Time","Urban Area","2183","0.352798411779098","0.34117209098665","0.364424732571545"
"Big worries","2000","Not Working","Rural Area","812","0.250353278216988","0.23494836803107","0.265758188402906"
"Big worries","2000","Not Working","Urban Area","1809","0.299084445239064","0.287404482378394","0.310764408099734"
"Big worries","2000","Part Time","Rural Area","520","0.303869735753612","0.281844038424106","0.325895433083119"
"Big worries","2000","Part Time","Urban Area","1169","0.359489539493394","0.343310220511032","0.375668858475756"
"No worries","2000","Full Time","Rural Area","536","0.155102738696809","0.143132006902692","0.167073470490926"
"No worries","2000","Full Time","Urban Area","1037","0.159885392793213","0.150968103298276","0.168802682288149"
"No worries","2000","Not Working","Rural Area","566","0.194839654615396","0.180755393420882","0.208923915809911"
"No worries","2000","Not Working","Urban Area","1250","0.221294216297144","0.210704521799727","0.231883910794561"
"No worries","2000","Part Time","Rural Area","267","0.178774060717673","0.160424559353442","0.197123562081904"
"No worries","2000","Part Time","Urban Area","528","0.149539135704292","0.137514869154741","0.161563402253843"
"Some worries","2000","Full Time","Rural Area","1923","0.533465127966502","0.516968161579348","0.549962094353655"
"Some worries","2000","Full Time","Urban Area","3269","0.48731619542769","0.475154631538448","0.499477759316931"
"Some worries","2000","Not Working","Rural Area","1660","0.554807067167616","0.537134512682191","0.57247962165304"
"Some worries","2000","Not Working","Urban Area","2844","0.479621338463793","0.466876900499615","0.49236577642797"
"Some worries","2000","Part Time","Rural Area","888","0.517356203528714","0.493425862922447","0.541286544134981"
"Some worries","2000","Part Time","Urban Area","1682","0.490971324802314","0.47411537678842","0.507827272816208"
"Big worries","2001","Full Time","Rural Area","1118","0.361261495915446","0.344405936127476","0.378117055703416"
"Big worries","2001","Full Time","Urban Area","2173","0.362829247634929","0.350551105968765","0.375107389301092"
"Big worries","2001","Not Working","Rural Area","945","0.328114312946958","0.310660674487455","0.345567951406461"
"Big worries","2001","Not Working","Urban Area","1747","0.322152911183897","0.309500323804083","0.334805498563711"
"Big worries","2001","Part Time","Rural Area","583","0.339143890165808","0.315658807511678","0.362628972819938"
"Big worries","2001","Part Time","Urban Area","1285","0.403238009363944","0.38630246166752","0.420173557060367"
"No worries","2001","Full Time","Rural Area","408","0.131669489801527","0.11980481331452","0.143534166288534"
"No worries","2001","Full Time","Urban Area","840","0.145794502098118","0.136782830966738","0.154806173229498"
"No worries","2001","Not Working","Rural Area","499","0.187134980917429","0.172636837253396","0.201633124581463"
"No worries","2001","Not Working","Urban Area","1026","0.20448146746716","0.19356116732853","0.21540176760579"
"No worries","2001","Part Time","Rural Area","188","0.137694372117449","0.120600700964393","0.154788043270506"
"No worries","2001","Part Time","Urban Area","439","0.140938929004308","0.128926095958512","0.152951762050105"
"Some worries","2001","Full Time","Rural Area","1594","0.507069014283027","0.489526275777094","0.524611752788961"
"Some worries","2001","Full Time","Urban Area","2878","0.491376250266953","0.478610128626563","0.504142371907344"
"Some worries","2001","Not Working","Rural Area","1336","0.484750706135612","0.466172934465422","0.503328477805803"
"Some worries","2001","Not Working","Urban Area","2467","0.473365621348943","0.459846906499287","0.486884336198599"
"Some worries","2001","Part Time","Rural Area","790","0.523161737716742","0.498384654775953","0.547938820657532"
"Some worries","2001","Part Time","Urban Area","1499","0.455823061631748","0.438628696236794","0.473017427026702"
"Big worries","2002","Full Time","Rural Area","858","0.263483694098505","0.248158263533448","0.278809124663563"
"Big worries","2002","Full Time","Urban Area","1757","0.278623235312073","0.267604203958357","0.289642266665788"
"Big worries","2002","Not Working","Rural Area","791","0.281177153260789","0.264510126382975","0.297844180138604"
"Big worries","2002","Not Working","Urban Area","1434","0.272683202935175","0.260820600726363","0.284545805143987"
"Big worries","2002","Part Time","Rural Area","496","0.293142120764078","0.271178128436212","0.315106113091944"
"Big worries","2002","Part Time","Urban Area","1107","0.307412656408687","0.292306212659362","0.322519100158013"
"No worries","2002","Full Time","Rural Area","473","0.153584511157233","0.141041259354455","0.166127762960012"
"No worries","2002","Full Time","Urban Area","1084","0.179394994556377","0.169964685628961","0.188825303483793"
"No worries","2002","Not Working","Rural Area","484","0.178240231827254","0.164051862273555","0.192428601380954"
"No worries","2002","Not Working","Urban Area","1134","0.20988657699573","0.199039167940989","0.22073398605047"
"No worries","2002","Part Time","Rural Area","239","0.152761592159596","0.135402939039051","0.17012024528014"
"No worries","2002","Part Time","Urban Area","551","0.156819109504561","0.144914258622729","0.168723960386393"
"Some worries","2002","Full Time","Rural Area","1843","0.582931794744261","0.565778125049902","0.60008546443862"
"Some worries","2002","Full Time","Urban Area","3518","0.54198177013155","0.529735963425435","0.554227576837666"
"Some worries","2002","Not Working","Rural Area","1520","0.540582614911957","0.522107296368442","0.559057933455471"
"Some worries","2002","Not Working","Urban Area","2846","0.517430220069095","0.504119703176975","0.530740736961215"
"Some worries","2002","Part Time","Rural Area","915","0.554096287076326","0.530112415876038","0.578080158276615"
"Some worries","2002","Part Time","Urban Area","1926","0.535768234086752","0.519440722596402","0.552095745577101"
"Big worries","2003","Full Time","Rural Area","670","0.230177427098103","0.215046089439036","0.245308764757169"
"Big worries","2003","Full Time","Urban Area","1280","0.225628039251529","0.214954095154901","0.236301983348157"
"Big worries","2003","Not Working","Rural Area","635","0.222950778168292","0.207368809224172","0.238532747112413"
"Big worries","2003","Not Working","Urban Area","1233","0.244391307319821","0.232907426706732","0.25587518793291"
"Big worries","2003","Part Time","Rural Area","375","0.235737911668102","0.214782033797241","0.256693789538962"
"Big worries","2003","Part Time","Urban Area","799","0.22949018172884","0.21560660756211","0.243373755895571"
"No worries","2003","Full Time","Rural Area","533","0.179107436925593","0.165324219516574","0.192890654334612"
"No worries","2003","Full Time","Urban Area","1320","0.220244515034076","0.209662086369421","0.23082694369873"
"No worries","2003","Not Working","Rural Area","573","0.219917744725025","0.204411954316572","0.235423535133478"
"No worries","2003","Not Working","Urban Area","1338","0.249561392830586","0.237996446980304","0.261126338680868"
"No worries","2003","Part Time","Rural Area","281","0.175612816120871","0.156827707793229","0.194397924448514"
"No worries","2003","Part Time","Urban Area","704","0.199036258305284","0.185853609907803","0.212218906702765"
"Some worries","2003","Full Time","Rural Area","1770","0.590715135976304","0.57304041656861","0.608389855383998"
"Some worries","2003","Full Time","Urban Area","3291","0.554127445714395","0.541434460320775","0.566820431108015"
"Some worries","2003","Not Working","Rural Area","1533","0.557131477106683","0.538535892845277","0.575727061368088"
"Some worries","2003","Not Working","Urban Area","2808","0.506047299849592","0.492686404672948","0.519408195026236"
"Some worries","2003","Part Time","Rural Area","920","0.588649272211027","0.564354970250029","0.612943574172024"
"Some worries","2003","Part Time","Urban Area","2021","0.571473559965876","0.555134877836039","0.587812242095712"
"Big worries","2004","Full Time","Rural Area","660","0.236402581772149","0.220679416064913","0.252125747479385"
"Big worries","2004","Full Time","Urban Area","1304","0.237353452763934","0.22622604578221","0.248480859745658"
"Big worries","2004","Not Working","Rural Area","586","0.214242059087253","0.19883706294399","0.229647055230517"
"Big worries","2004","Not Working","Urban Area","1206","0.231691670977269","0.220412379020091","0.242970962934447"
"Big worries","2004","Part Time","Rural Area","408","0.239672911326802","0.218782085100934","0.26056373755267"
"Big worries","2004","Part Time","Urban Area","853","0.267686970477295","0.252791501923121","0.282582439031469"
"No worries","2004","Full Time","Rural Area","557","0.207690876104918","0.192678905825144","0.222702846384692"
"No worries","2004","Full Time","Urban Area","1211","0.216617522190664","0.205843738296502","0.227391306084826"
"No worries","2004","Not Working","Rural Area","623","0.242430436078255","0.226339931319065","0.258520940837445"
"No worries","2004","Not Working","Urban Area","1353","0.253704901310338","0.24207225348604","0.265337549134636"
"No worries","2004","Part Time","Rural Area","306","0.191297201807729","0.172048799346254","0.210545604269204"
"No worries","2004","Part Time","Urban Area","669","0.200760272046084","0.187284005525814","0.214236538566354"
"Some worries","2004","Full Time","Rural Area","1588","0.555906542122933","0.53751916690673","0.574293917339136"
"Some worries","2004","Full Time","Urban Area","3101","0.546029025045402","0.533007661947057","0.559050388143748"
"Some worries","2004","Not Working","Rural Area","1516","0.543327504834491","0.524625071695462","0.56202993797352"
"Some worries","2004","Not Working","Urban Area","2816","0.514603427712393","0.501242286727292","0.527964568697494"
"Some worries","2004","Part Time","Rural Area","890","0.569029886865469","0.544795221654237","0.593264552076701"
"Some worries","2004","Part Time","Urban Area","1872","0.531552757476621","0.514764883392254","0.548340631560989"
"Big worries","2005","Full Time","Rural Area","811","0.313383379719496","0.295655150733421","0.331111608705571"
"Big worries","2005","Full Time","Urban Area","1614","0.313499379035398","0.301101821611845","0.32589693645895"
"Big worries","2005","Not Working","Rural Area","798","0.293010774917845","0.275681781090174","0.310339768745515"
"Big worries","2005","Not Working","Urban Area","1485","0.290404634303662","0.278058071034405","0.302751197572919"
"Big worries","2005","Part Time","Rural Area","488","0.330143502100614","0.306717138640749","0.35356986556048"
"Big worries","2005","Part Time","Urban Area","1008","0.332325613950761","0.3161260118845","0.348525216017022"
"No worries","2005","Full Time","Rural Area","424","0.183777001197425","0.168975007636141","0.198578994758709"
"No worries","2005","Full Time","Urban Area","989","0.173140684428332","0.163029251727065","0.1832521171296"
"No worries","2005","Not Working","Rural Area","471","0.187237900518069","0.172385257012904","0.202090544023233"
"No worries","2005","Not Working","Urban Area","1115","0.216831944316705","0.205623946330934","0.228039942302476"
"No worries","2005","Part Time","Rural Area","222","0.158721733663715","0.140518411856839","0.176925055470591"
"No worries","2005","Part Time","Urban Area","508","0.160975203155256","0.148336370318904","0.173614035991609"
"Some worries","2005","Full Time","Rural Area","1395","0.502839619083079","0.483730827785033","0.521948410381125"
"Some worries","2005","Full Time","Urban Area","2776","0.51335993653627","0.500002834757832","0.526717038314709"
"Some worries","2005","Not Working","Rural Area","1381","0.519751324564087","0.500729330391012","0.538773318737162"
"Some worries","2005","Not Working","Urban Area","2593","0.492763421379633","0.47916578438532","0.506361058373947"
"Some worries","2005","Part Time","Rural Area","838","0.511134764235671","0.486233299119919","0.536036229351422"
"Some worries","2005","Part Time","Urban Area","1732","0.506699182893983","0.489505413400227","0.523892952387738"
"Big worries","2006","Full Time","Rural Area","782","0.29097206789962","0.274093839843229","0.307850295956011"
"Big worries","2006","Full Time","Urban Area","1557","0.29909097394027","0.287114075505726","0.311067872374813"
"Big worries","2006","Not Working","Rural Area","749","0.270285951103414","0.254122385056015","0.286449517150812"
"Big worries","2006","Not Working","Urban Area","1530","0.27721438846906","0.265473849902944","0.288954927035175"
"Big worries","2006","Part Time","Rural Area","479","0.290993902084565","0.269150000856106","0.312837803313025"
"Big worries","2006","Part Time","Urban Area","974","0.303860235604758","0.288227412187306","0.319493059022211"
"No worries","2006","Full Time","Rural Area","485","0.185392558617007","0.170951804815836","0.199833312418178"
"No worries","2006","Full Time","Urban Area","1053","0.192036924743747","0.18173306318489","0.202340786302605"
"No worries","2006","Not Working","Rural Area","559","0.18840290358074","0.174170995496879","0.202634811664602"
"No worries","2006","Not Working","Urban Area","1152","0.213399946792024","0.202653880253681","0.224146013330368"
"No worries","2006","Part Time","Rural Area","255","0.174268036740869","0.156025228541131","0.192510844940608"
"No worries","2006","Part Time","Urban Area","558","0.172991104952031","0.16013470889629","0.185847501007773"
"Some worries","2006","Full Time","Rural Area","1515","0.523635373483373","0.505076407789145","0.542194339177601"
"Some worries","2006","Full Time","Urban Area","3004","0.508872101315983","0.495794939124563","0.521949263507403"
"Some worries","2006","Not Working","Rural Area","1592","0.541311145315846","0.523175556087218","0.559446734544474"
"Some worries","2006","Not Working","Urban Area","2902","0.509385664738916","0.49627366709716","0.522497662380672"
"Some worries","2006","Part Time","Rural Area","927","0.534738061174565","0.510750693808208","0.558725428540922"
"Some worries","2006","Part Time","Urban Area","1793","0.523148659443211","0.50617184004714","0.540125478839281"
"Big worries","2007","Full Time","Rural Area","722","0.268807777890623","0.251991527811519","0.285624027969728"
"Big worries","2007","Full Time","Urban Area","1373","0.270361924303987","0.258252782985555","0.28247106562242"
"Big worries","2007","Not Working","Rural Area","711","0.272596696528951","0.25589597749342","0.289297415564481"
"Big worries","2007","Not Working","Urban Area","1378","0.25787419144639","0.245949544584135","0.269798838308645"
"Big worries","2007","Part Time","Rural Area","449","0.299055198848057","0.276076218326178","0.322034179369937"
"Big worries","2007","Part Time","Urban Area","916","0.319840824869203","0.303573570525347","0.336108079213059"
"No worries","2007","Full Time","Rural Area","482","0.197025802369329","0.181938735758654","0.212112868980004"
"No worries","2007","Full Time","Urban Area","999","0.195667849772017","0.184851909285094","0.206483790258939"
"No worries","2007","Not Working","Rural Area","571","0.205624984704148","0.190467121945908","0.220782847462387"
"No worries","2007","Not Working","Urban Area","1141","0.22818259636979","0.216743246004733","0.239621946734848"
"No worries","2007","Part Time","Rural Area","248","0.169400376229067","0.150574022280104","0.18822673017803"
"No worries","2007","Part Time","Urban Area","507","0.157679817290406","0.144969140204142","0.17039049437667"
"Some worries","2007","Full Time","Rural Area","1466","0.534166419740047","0.515245329904044","0.553087509576051"
"Some worries","2007","Full Time","Urban Area","2796","0.533970225923996","0.520369809958969","0.547570641889023"
"Some worries","2007","Not Working","Rural Area","1449","0.521778318766901","0.503043698859125","0.540512938674677"
"Some worries","2007","Not Working","Urban Area","2651","0.51394321218382","0.50031923545968","0.52756718890796"
"Some worries","2007","Part Time","Rural Area","828","0.531544424922876","0.506499648513647","0.556589201332104"
"Some worries","2007","Part Time","Urban Area","1735","0.522479357840391","0.505058374251668","0.539900341429113"
"Big worries","2008","Full Time","Rural Area","551","0.234783248180847","0.218296214377733","0.251270281983961"
"Big worries","2008","Full Time","Urban Area","1114","0.22425161804473","0.212611301545299","0.235891934544161"
"Big worries","2008","Not Working","Rural Area","580","0.232764719407314","0.216372206160153","0.249157232654475"
"Big worries","2008","Not Working","Urban Area","1176","0.244045563933538","0.231982243075564","0.256108884791512"
"Big worries","2008","Part Time","Rural Area","345","0.258799623632575","0.236091481052343","0.281507766212807"
"Big worries","2008","Part Time","Urban Area","737","0.266543681917602","0.250655436875133","0.282431926960071"
"No worries","2008","Full Time","Rural Area","511","0.204604572725893","0.188913018812289","0.220296126639496"
"No worries","2008","Full Time","Urban Area","1088","0.223470190765502","0.211844321822212","0.235096059708791"
"No worries","2008","Not Working","Rural Area","585","0.217880760235667","0.201867911197964","0.233893609273371"
"No worries","2008","Not Working","Urban Area","1099","0.223630169502474","0.211927548720583","0.235332790284364"
"No worries","2008","Part Time","Rural Area","265","0.196127967958896","0.175540866703426","0.216715069214366"
"No worries","2008","Part Time","Urban Area","561","0.190552600052898","0.176440021844572","0.204665178261225"
"Some worries","2008","Full Time","Rural Area","1477","0.56061217909326","0.541307081022147","0.579917277164374"
"Some worries","2008","Full Time","Urban Area","2730","0.552278191189768","0.538400423003353","0.566155959376184"
"Some worries","2008","Not Working","Rural Area","1388","0.549354520357019","0.53005410993346","0.568654930780577"
"Some worries","2008","Not Working","Urban Area","2595","0.532324266563989","0.51831084585243","0.546337687275547"
"Some worries","2008","Part Time","Rural Area","819","0.545072408408529","0.519253955507655","0.570890861309403"
