"plj0014_v3","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","1996","Full Time","vocational + Abi","44","0.150464239264514","0.106145686898855","0.194782791630173"
"No","1996","Full Time","higher vocational","12","","",""
"No","1996","Full Time","higher education","46","0.0570703568041126","0.043254468893818","0.0708862447144071"
"No","1996","Part Time","in school","1","","",""
"No","1996","Part Time","inadequately","94","0.655367100065162","0.567741792703825","0.742992407426499"
"No","1996","Part Time","general elemantary","159","0.144488569104593","0.114356642559325","0.174620495649862"
"No","1996","Part Time","middle vocational","179","0.0857558284207135","0.0710781479556778","0.100433508885749"
"No","1996","Part Time","vocational + Abi","23","","",""
"No","1996","Part Time","higher vocational","4","","",""
"No","1996","Part Time","higher education","18","","",""
"No","1996","Not Working","in school","44","0.107869390879933","0.0713375514733941","0.144401230286471"
"No","1996","Not Working","inadequately","200","0.595538674378135","0.534332800956365","0.656744547799905"
"No","1996","Not Working","general elemantary","229","0.0734224033901568","0.0586587549367884","0.0881860518435251"
"No","1996","Not Working","middle vocational","169","0.0311792784864418","0.0239051073341917","0.0384534496386919"
"No","1996","Not Working","vocational + Abi","32","0.211227207503562","0.137889809023611","0.284564605983513"
"No","1996","Not Working","higher vocational","6","","",""
"No","1996","Not Working","higher education","24","","",""
"Yes","1997","Full Time","in school","3","","",""
"Yes","1997","Full Time","inadequately","19","","",""
"Yes","1997","Full Time","general elemantary","445","0.809965169583385","0.780627913073785","0.839302426092986"
"Yes","1997","Full Time","middle vocational","2593","0.942234887649114","0.933754065092263","0.950715710205964"
"Yes","1997","Full Time","vocational + Abi","207","0.863207381345599","0.820179104597846","0.906235658093351"
"Yes","1997","Full Time","higher vocational","432","0.99164362472739","0.983166803822912","1.00012044563187"
"Yes","1997","Full Time","higher education","1055","0.945211742769536","0.931775879022256","0.958647606516816"
"Yes","1997","Part Time","in school","10","","",""
"Yes","1997","Part Time","inadequately","19","","",""
"Yes","1997","Part Time","general elemantary","298","0.810029992042258","0.773985786067845","0.84607419801667"
"Yes","1997","Part Time","middle vocational","1246","0.933146152441974","0.919953893745324","0.946338411138623"
"Yes","1997","Part Time","vocational + Abi","76","0.871509978457936","0.805256919297831","0.937763037618042"
"Yes","1997","Part Time","higher vocational","138","0.989001679441377","0.971663543961286","1.00633981492147"
"Yes","1997","Part Time","higher education","294","0.942275510492835","0.916271648423353","0.968279372562317"
"Yes","1997","Not Working","in school","247","0.86865425653752","0.83055854433548","0.90674996873956"
"Yes","1997","Not Working","inadequately","47","0.392966779372956","0.332180382830585","0.453753175915327"
"Yes","1997","Not Working","general elemantary","975","0.921528589671517","0.90636420615043","0.936692973192604"
"Yes","1997","Not Working","middle vocational","2050","0.952929997067935","0.94414374602901","0.96171624810686"
"Yes","1997","Not Working","vocational + Abi","82","0.782510177610383","0.707111515874227","0.857908839346539"
"Yes","1997","Not Working","higher vocational","177","0.972043559166343","0.948028005302956","0.996059113029729"
"Yes","1997","Not Working","higher education","341","0.901366831632808","0.870735937259795","0.931997726005821"
"No","1997","Full Time","in school","","","",""
"No","1997","Full Time","inadequately","103","0.685851275490501","0.60348473955424","0.768217811426761"
"No","1997","Full Time","general elemantary","242","0.190034830416615","0.160697573907014","0.219372086926215"
"No","1997","Full Time","middle vocational","314","0.0577651123508865","0.0492842897940355","0.0662459349077374"
"No","1997","Full Time","vocational + Abi","38","0.136792618654401","0.0937643419066486","0.179820895402154"
"No","1997","Full Time","higher vocational","11","","",""
"No","1997","Full Time","higher education","47","0.0547882572304642","0.0413523934831842","0.0682241209777442"
"No","1997","Part Time","in school","1","","",""
"No","1997","Part Time","inadequately","79","0.654683206310629","0.560546390660284","0.748820021960975"
"No","1997","Part Time","general elemantary","157","0.189970007957742","0.15392580198333","0.226014213932155"
"No","1997","Part Time","middle vocational","131","0.0668538475580262","0.0536615888613766","0.0800461062546758"
"No","1997","Part Time","vocational + Abi","22","","",""
"No","1997","Part Time","higher vocational","1","","",""
"No","1997","Part Time","higher education","15","","",""
"No","1997","Not Working","in school","55","0.13134574346248","0.0932500312604397","0.16944145566452"
"No","1997","Not Working","inadequately","201","0.607033220627044","0.546246824084673","0.667819617169416"
"No","1997","Not Working","general elemantary","233","0.0784714103284833","0.0633070268073961","0.0936357938495705"
"No","1997","Not Working","middle vocational","182","0.047070002932065","0.0382837518931398","0.0558562539709903"
"No","1997","Not Working","vocational + Abi","33","0.217489822389617","0.142091160653461","0.292888484125773"
"No","1997","Not Working","higher vocational","4","","",""
"No","1997","Not Working","higher education","23","","",""
"Yes","1998","Full Time","in school","4","","",""
"Yes","1998","Full Time","inadequately","27","","",""
"Yes","1998","Full Time","general elemantary","480","0.794919023662108","0.765156995896031","0.824681051428184"
"Yes","1998","Full Time","middle vocational","2790","0.942231004419616","0.933953833370675","0.950508175468558"
"Yes","1998","Full Time","vocational + Abi","229","0.849711031568143","0.806522404654687","0.892899658481599"
"Yes","1998","Full Time","higher vocational","468","0.971577551140972","0.956773011988432","0.986382090293512"
"Yes","1998","Full Time","higher education","1101","0.951965307846807","0.939573828836812","0.964356786856802"
"Yes","1998","Part Time","in school","13","","",""
"Yes","1998","Part Time","inadequately","23","","",""
"Yes","1998","Part Time","general elemantary","358","0.816420365563614","0.782315632339119","0.850525098788109"
"Yes","1998","Part Time","middle vocational","1341","0.920452629213653","0.906713203096483","0.934192055330823"
"Yes","1998","Part Time","vocational + Abi","97","0.827335841292195","0.760541825759149","0.894129856825242"
"Yes","1998","Part Time","higher vocational","137","0.999262997633833","0.994735242914935","1.00379075235273"
"Yes","1998","Part Time","higher education","381","0.937964404987039","0.914413412018801","0.961515397955277"
"Yes","1998","Not Working","in school","261","0.841680690322898","0.801496142519605","0.88186523812619"
"Yes","1998","Not Working","inadequately","61","0.424146952394358","0.36122706622772","0.487066838560995"
"Yes","1998","Not Working","general elemantary","1126","0.918180212790935","0.90360779881934","0.932752626762531"
"Yes","1998","Not Working","middle vocational","2362","0.963179648455436","0.955821129944144","0.970538166966727"
"Yes","1998","Not Working","vocational + Abi","96","0.814727991932557","0.74688983477551","0.882566149089604"
"Yes","1998","Not Working","higher vocational","202","0.969733528997249","0.946338608167124","0.993128449827375"
"Yes","1998","Not Working","higher education","408","0.914293983365491","0.887896969292746","0.940690997438235"
"No","1998","Full Time","in school","","","",""
"No","1998","Full Time","inadequately","91","0.616983049232242","0.529272324217821","0.704693774246664"
"No","1998","Full Time","general elemantary","227","0.205080976337892","0.175318948571816","0.234843004103969"
"No","1998","Full Time","middle vocational","262","0.0577689955803835","0.0494918245314417","0.0660461666293254"
"No","1998","Full Time","vocational + Abi","34","0.150288968431857","0.107100341518401","0.193477595345313"
"No","1998","Full Time","higher vocational","16","","",""
"No","1998","Full Time","higher education","43","0.0480346921531928","0.035643213143198","0.0604261711631876"
"No","1998","Part Time","in school","","","",""
"No","1998","Part Time","inadequately","70","0.632555925957911","0.534572706533123","0.730539145382699"
"No","1998","Part Time","general elemantary","137","0.183579634436386","0.149474901211891","0.217684367660881"
"No","1998","Part Time","middle vocational","149","0.079547370786347","0.0658079446691772","0.0932867969035169"
"No","1998","Part Time","vocational + Abi","26","","",""
"No","1998","Part Time","higher vocational","1","","",""
"No","1998","Part Time","higher education","22","","",""
"No","1998","Not Working","in school","56","0.158319309677102","0.11813476187381","0.198503857480395"
"No","1998","Not Working","inadequately","176","0.575853047605643","0.512933161439006","0.63877293377228"
"No","1998","Not Working","general elemantary","233","0.0818197872090647","0.0672473732374691","0.0963922011806602"
"No","1998","Not Working","middle vocational","154","0.0368203515445642","0.0294618330332726","0.0441788700558559"
"No","1998","Not Working","vocational + Abi","30","0.185272008067443","0.117433850910396","0.25311016522449"
"No","1998","Not Working","higher vocational","4","","",""
"No","1998","Not Working","higher education","24","","",""
"Yes","1999","Full Time","in school","1","","",""
"Yes","1999","Full Time","inadequately","37","0.453381360406512","0.362788672487896","0.543974048325128"
"Yes","1999","Full Time","general elemantary","465","0.793535367070068","0.763201623006421","0.823869111133715"
"Yes","1999","Full Time","middle vocational","2765","0.938307982843634","0.92974268806955","0.946873277617718"
"Yes","1999","Full Time","vocational + Abi","243","0.86365136571233","0.82301943700574","0.904283294418919"
"Yes","1999","Full Time","higher vocational","460","0.979560528395972","0.966808831203348","0.992312225588595"
"Yes","1999","Full Time","higher education","1129","0.944942875898213","0.931878785338919","0.958006966457508"
"Yes","1999","Part Time","in school","42","0.979829316315021","0.937809960767786","1.02184867186226"
"Yes","1999","Part Time","inadequately","19","","",""
"Yes","1999","Part Time","general elemantary","392","0.855821616235489","0.825093358654736","0.886549873816242"
"Yes","1999","Part Time","middle vocational","1455","0.923875590647754","0.910819830220389","0.936931351075119"
"Yes","1999","Part Time","vocational + Abi","107","0.841959088048509","0.779010862260069","0.904907313836948"
"Yes","1999","Part Time","higher vocational","153","0.994878825021642","0.983677853500724","1.00607979654256"
"Yes","1999","Part Time","higher education","354","0.917760471402222","0.889917391721909","0.945603551082535"
"Yes","1999","Not Working","in school","234","0.871990338571082","0.832574500872253","0.911406176269912"
"Yes","1999","Not Working","inadequately","61","0.415763708674723","0.351649731727353","0.479877685622093"
"Yes","1999","Not Working","general elemantary","1060","0.920115890455067","0.905234467390475","0.934997313519659"
"Yes","1999","Not Working","middle vocational","2204","0.961909242514745","0.954173423762896","0.969645061266595"
"Yes","1999","Not Working","vocational + Abi","82","0.828078939525024","0.756587076835013","0.899570802215035"
"Yes","1999","Not Working","higher vocational","190","0.965237459915461","0.939461190555869","0.991013729275053"
"Yes","1999","Not Working","higher education","407","0.941737501882413","0.9194940197671","0.963980983997726"
"No","1999","Full Time","in school","1","","",""
"No","1999","Full Time","inadequately","79","0.546618639593488","0.456025951674872","0.637211327512104"
"No","1999","Full Time","general elemantary","219","0.206464632929932","0.176130888866286","0.236798376993579"
"No","1999","Full Time","middle vocational","266","0.0616920171563659","0.0531267223822818","0.0702573119304501"
"No","1999","Full Time","vocational + Abi","31","0.13634863428767","0.0957167055810805","0.17698056299426"
"No","1999","Full Time","higher vocational","13","","",""
"No","1999","Full Time","higher education","42","0.0550571241017866","0.041993033542492","0.0681212146610812"
"No","1999","Part Time","in school","1","","",""
"No","1999","Part Time","inadequately","66","0.682148959679414","0.58315924845065","0.781138670908178"
"No","1999","Part Time","general elemantary","110","0.144178383764511","0.113450126183758","0.174906641345264"
"No","1999","Part Time","middle vocational","130","0.0761244093522457","0.0630686489248807","0.0891801697796106"
"No","1999","Part Time","vocational + Abi","22","","",""
"No","1999","Part Time","higher vocational","3","","",""
"No","1999","Part Time","higher education","20","","",""
"No","1999","Not Working","in school","42","0.128009661428918","0.0885938237300878","0.167425499127747"
"No","1999","Not Working","inadequately","166","0.584236291325276","0.520122314377906","0.648350268272646"
"No","1999","Not Working","general elemantary","215","0.0798841095449332","0.0650026864803415","0.0947655326095248"
"No","1999","Not Working","middle vocational","148","0.0380907574852548","0.0303549387334054","0.0458265762371041"
"No","1999","Not Working","vocational + Abi","25","","",""
"No","1999","Not Working","higher vocational","4","","",""
"No","1999","Not Working","higher education","19","","",""
"Yes","2000","Full Time","in school","3","","",""
"Yes","2000","Full Time","inadequately","30","0.389343072118587","0.287467133074601","0.491219011162573"
"Yes","2000","Full Time","general elemantary","616","0.773145064378463","0.745023925591596","0.801266203165329"
"Yes","2000","Full Time","middle vocational","4921","0.932977494478121","0.926266170369572","0.939688818586669"
"Yes","2000","Full Time","vocational + Abi","502","0.891727903009989","0.866106770690364","0.917349035329614"
"Yes","2000","Full Time","higher vocational","966","0.951524750377315","0.938279582235086","0.964769918519545"
"Yes","2000","Full Time","higher education","2144","0.941229885425859","0.931483552963064","0.950976217888653"
"Yes","2000","Part Time","in school","74","0.922982773134699","0.864920194734376","0.981045351535021"
"Yes","2000","Part Time","inadequately","33","0.474303207678032","0.3627714817533","0.585834933602763"
"Yes","2000","Part Time","general elemantary","541","0.785931266265415","0.756176567063495","0.815685965467335"
"Yes","2000","Part Time","middle vocational","2654","0.941232519456866","0.932565922197301","0.949899116716431"
"Yes","2000","Part Time","vocational + Abi","230","0.846657822565966","0.803994214086063","0.88932143104587"
"Yes","2000","Part Time","higher vocational","345","0.928296312030951","0.901864824363133","0.954727799698769"
"Yes","2000","Part Time","higher education","683","0.903549625928132","0.882222263597389","0.924876988258875"
"Yes","2000","Not Working","in school","366","0.901946219488263","0.873299795657924","0.930592643318601"
"Yes","2000","Not Working","inadequately","93","0.473617556940319","0.410579304642801","0.536655809237837"
"Yes","2000","Not Working","general elemantary","1685","0.901646932530877","0.888586087754581","0.914707777307172"
"Yes","2000","Not Working","middle vocational","4490","0.960803697713516","0.955265084022652","0.96634231140438"
"Yes","2000","Not Working","vocational + Abi","242","0.834153382014425","0.791418957112852","0.876887806915997"
"Yes","2000","Not Working","higher vocational","492","0.951358745405017","0.932833765199597","0.969883725610437"
"Yes","2000","Not Working","higher education","802","0.916721306373638","0.898308259790479","0.935134352956798"
"No","2000","Full Time","in school","","","",""
"No","2000","Full Time","inadequately","58","0.610656927881413","0.508780988837427","0.712532866925399"
"No","2000","Full Time","general elemantary","236","0.226854935621538","0.198733796834671","0.254976074408405"
"No","2000","Full Time","middle vocational","412","0.0670225055218795","0.0603111814133309","0.0737338296304281"
"No","2000","Full Time","vocational + Abi","63","0.108272096990011","0.0826509646703861","0.133893229309636"
"No","2000","Full Time","higher vocational","44","0.0484752496226847","0.0352300814804553","0.061720417764914"
"No","2000","Full Time","higher education","93","0.0587701145741415","0.0490237821113474","0.0685164470369356"
"No","2000","Part Time","in school","7","","",""
"No","2000","Part Time","inadequately","44","0.525696792321968","0.414165066397237","0.6372285182467"
"No","2000","Part Time","general elemantary","189","0.214068733734585","0.184314034532665","0.243823432936505"
"No","2000","Part Time","middle vocational","175","0.0587674805431339","0.0501008832835688","0.0674340778026991"
"No","2000","Part Time","vocational + Abi","44","0.153342177434034","0.11067856895413","0.196005785913937"
"No","2000","Part Time","higher vocational","21","","",""
"No","2000","Part Time","higher education","53","0.0964503740718678","0.0751230117411247","0.117777736402611"
"No","2000","Not Working","in school","48","0.0980537805117372","0.0694073566813986","0.126700204342076"
"No","2000","Not Working","inadequately","148","0.526382443059681","0.463344190762163","0.589420695357199"
"No","2000","Not Working","general elemantary","312","0.0983530674691234","0.0852922226928278","0.111413912245419"
"No","2000","Not Working","middle vocational","226","0.0391963022864843","0.0336576885956203","0.0447349159773482"
"No","2000","Not Working","vocational + Abi","49","0.165846617985575","0.123112193084003","0.208581042887148"
"No","2000","Not Working","higher vocational","26","","",""
"No","2000","Not Working","higher education","63","0.0832786936263617","0.0648656470432024","0.101691740209521"
"Yes","2001","Full Time","in school","5","","",""
"Yes","2001","Full Time","inadequately","30","0.497758758737548","0.380629684092642","0.614887833382454"
"Yes","2001","Full Time","general elemantary","558","0.733725279587723","0.703019278071513","0.764431281103934"
"Yes","2001","Full Time","middle vocational","4424","0.938299774014514","0.931476628182842","0.945122919846187"
"Yes","2001","Full Time","vocational + Abi","452","0.899377743199812","0.873269292703397","0.925486193696228"
"Yes","2001","Full Time","higher vocational","825","0.958510992198665","0.945198494937608","0.971823489459721"
"Yes","2001","Full Time","higher education","1962","0.940077562335243","0.929798353377446","0.95035677129304"
"Yes","2001","Part Time","in school","108","0.932661432572884","0.88705637146988","0.978266493675888"
"Yes","2001","Part Time","inadequately","30","0.51605945025307","0.392657026225782","0.639461874280358"
"Yes","2001","Part Time","general elemantary","499","0.798888676783149","0.768515065774342","0.829262287791956"
"Yes","2001","Part Time","middle vocational","2457","0.935878274246895","0.926490956785686","0.945265591708104"
"Yes","2001","Part Time","vocational + Abi","246","0.842250337882459","0.80007952636808","0.884421149396838"
"Yes","2001","Part Time","higher vocational","327","0.922198431983128","0.894136314821768","0.950260549144488"
"Yes","2001","Part Time","higher education","654","0.901541326642975","0.879533276285668","0.923549377000282"
"Yes","2001","Not Working","in school","385","0.891217839376561","0.861753940131324","0.920681738621798"
"Yes","2001","Not Working","inadequately","70","0.498043349067403","0.424796616792807","0.571290081341999"
"Yes","2001","Not Working","general elemantary","1391","0.897905033710999","0.88332682361049","0.912483243811509"
"Yes","2001","Not Working","middle vocational","4058","0.96060670816715","0.954765855275741","0.966447561058558"
"Yes","2001","Not Working","vocational + Abi","247","0.899430775195118","0.864328120667225","0.934533429723012"
"Yes","2001","Not Working","higher vocational","455","0.961362162626174","0.943938113787213","0.978786211465136"
"Yes","2001","Not Working","higher education","765","0.912610288951121","0.893233766150251","0.93198681175199"
"No","2001","Full Time","in school","1","","",""
"No","2001","Full Time","inadequately","40","0.502241241262452","0.385112166617546","0.619370315907358"
"No","2001","Full Time","general elemantary","238","0.266274720412277","0.235568718896067","0.296980721928487"
"No","2001","Full Time","middle vocational","353","0.0617002259854855","0.0548770801538126","0.0685233718171584"
"No","2001","Full Time","vocational + Abi","58","0.100622256800188","0.0745138063037721","0.126730707296603"
"No","2001","Full Time","higher vocational","37","0.0414890078013354","0.0281765105402785","0.0548015050623922"
"No","2001","Full Time","higher education","86","0.0599224376647572","0.0496432287069604","0.0702016466225541"
"No","2001","Part Time","in school","8","","",""
"No","2001","Part Time","inadequately","33","0.48394054974693","0.360538125719642","0.607342973774218"
"No","2001","Part Time","general elemantary","170","0.201111323216851","0.170737712208044","0.231484934225658"
"No","2001","Part Time","middle vocational","159","0.0641217257531051","0.0547344082918962","0.073509043214314"
"No","2001","Part Time","vocational + Abi","41","0.157749662117541","0.115578850603162","0.19992047363192"
"No","2001","Part Time","higher vocational","23","","",""
"No","2001","Part Time","higher education","50","0.098458673357025","0.0764506229997178","0.120466723714332"
"No","2001","Not Working","in school","44","0.108782160623439","0.0793182613782019","0.138246059868676"
"No","2001","Not Working","inadequately","109","0.501956650932597","0.428709918658001","0.575203383207193"
"No","2001","Not Working","general elemantary","266","0.102094966289001","0.0875167561884913","0.11667317638951"
"No","2001","Not Working","middle vocational","203","0.0393932918328504","0.0335524389414415","0.0452341447242593"
"No","2001","Not Working","vocational + Abi","35","0.100569224804882","0.065466570276988","0.135671879332775"
"No","2001","Not Working","higher vocational","15","","",""
"No","2001","Not Working","higher education","51","0.0873897110488791","0.0680131882480096","0.106766233849749"
"Yes","2002","Full Time","in school","4","","",""
"Yes","2002","Full Time","inadequately","31","0.524592352442095","0.401275657739748","0.647909047144442"
"Yes","2002","Full Time","general elemantary","506","0.765339894275517","0.734013007635562","0.796666780915473"
"Yes","2002","Full Time","middle vocational","4295","0.936766463194059","0.92973851763103","0.943794408757089"
"Yes","2002","Full Time","vocational + Abi","504","0.876864990397018","0.849698278758767","0.904031702035269"
"Yes","2002","Full Time","higher vocational","854","0.94935900824604","0.934986066326423","0.963731950165656"
"Yes","2002","Full Time","higher education","2608","0.94273025259602","0.93399330707663","0.951467198115409"
"Yes","2002","Part Time","in school","117","0.921730874228802","0.874455545505056","0.969006202952547"
"Yes","2002","Part Time","inadequately","22","","",""
"Yes","2002","Part Time","general elemantary","500","0.801332725002198","0.770612089536041","0.832053360468355"
"Yes","2002","Part Time","middle vocational","2623","0.939857970212805","0.931016955254391","0.948698985171219"
"Yes","2002","Part Time","vocational + Abi","274","0.883163151441419","0.847171832250166","0.919154470632672"
"Yes","2002","Part Time","higher vocational","355","0.938918095194396","0.914582231652094","0.963253958736697"
"Yes","2002","Part Time","higher education","863","0.920516413978962","0.902912917314411","0.938119910643514"
"Yes","2002","Not Working","in school","448","0.87291788057933","0.843397457267054","0.902438303891606"
"Yes","2002","Not Working","inadequately","71","0.534787560072172","0.458449261725323","0.611125858419022"
"Yes","2002","Not Working","general elemantary","1327","0.895297138952181","0.880166871582474","0.910427406321888"
"Yes","2002","Not Working","middle vocational","4075","0.962579910015962","0.95688671809988","0.968273101932044"
"Yes","2002","Not Working","vocational + Abi","274","0.881856313276954","0.846040487585964","0.917672138967944"
"Yes","2002","Not Working","higher vocational","467","0.959131629382508","0.941493270359608","0.976769988405409"
"Yes","2002","Not Working","higher education","895","0.898398600967721","0.879186685551201","0.917610516384241"
"No","2002","Full Time","in school","","","",""
"No","2002","Full Time","inadequately","32","0.475407647557905","0.352090952855558","0.598724342260252"
"No","2002","Full Time","general elemantary","197","0.234660105724483","0.203333219084527","0.265986992364438"
"No","2002","Full Time","middle vocational","312","0.0632335368059408","0.0562055912429116","0.0702614823689699"
"No","2002","Full Time","vocational + Abi","58","0.123135009602982","0.095968297964731","0.150301721241233"
"No","2002","Full Time","higher vocational","40","0.0506409917539604","0.0362680498343437","0.065013933673577"
"No","2002","Full Time","higher education","109","0.0572697474039804","0.0485328018845913","0.0660066929233696"
"No","2002","Part Time","in school","7","","",""
"No","2002","Part Time","inadequately","36","0.616695527022198","0.491571291488738","0.741819762555658"
"No","2002","Part Time","general elemantary","148","0.198667274997802","0.167946639531645","0.229387910463959"
"No","2002","Part Time","middle vocational","155","0.0601420297871947","0.0513010148287806","0.0689830447456087"
"No","2002","Part Time","vocational + Abi","32","0.116836848558581","0.0808455293673277","0.152828167749834"
"No","2002","Part Time","higher vocational","17","","",""
"No","2002","Part Time","higher education","44","0.0794835860210378","0.0618800893564863","0.0970870826855894"
"No","2002","Not Working","in school","41","0.12708211942067","0.0975616961083943","0.156602542732946"
"No","2002","Not Working","inadequately","93","0.465212439927828","0.388874141580978","0.541550738274677"
"No","2002","Not Working","general elemantary","246","0.104702861047819","0.0895725936781122","0.119833128417526"
"No","2002","Not Working","middle vocational","194","0.0374200899840383","0.0317268980679565","0.0431132819001202"
"No","2002","Not Working","vocational + Abi","38","0.118143686723046","0.0823278610320557","0.153959512414036"
"No","2002","Not Working","higher vocational","17","","",""
"No","2002","Not Working","higher education","55","0.101601399032279","0.0823894836157594","0.120813314448799"
"Yes","2003","Full Time","in school","","","",""
"Yes","2003","Full Time","inadequately","31","0.523820047543972","0.403329567476618","0.644310527611327"
"Yes","2003","Full Time","general elemantary","487","0.788858819192727","0.757435887331165","0.820281751054289"
"Yes","2003","Full Time","middle vocational","4001","0.931996593904356","0.924444671671178","0.939548516137533"
"Yes","2003","Full Time","vocational + Abi","495","0.886057851216392","0.859454824320176","0.912660878112609"
"Yes","2003","Full Time","higher vocational","791","0.957839671785004","0.944110429307406","0.971568914262601"
"Yes","2003","Full Time","higher education","2412","0.938015064939745","0.928581861248805","0.947448268630685"
"Yes","2003","Part Time","in school","115","0.983847536035009","0.960907061990087","1.00678801007993"
"Yes","2003","Part Time","inadequately","20","","",""
"Yes","2003","Part Time","general elemantary","476","0.797873253919939","0.766186018181411","0.829560489658468"
"Yes","2003","Part Time","middle vocational","2554","0.938738952086171","0.929701852117964","0.947776052054378"
"Yes","2003","Part Time","vocational + Abi","293","0.874656628719366","0.838603324964705","0.910709932474026"
"Yes","2003","Part Time","higher vocational","369","0.965981594929514","0.947850506385466","0.984112683473563"
"Yes","2003","Part Time","higher education","846","0.92693072655915","0.90980388362472","0.944057569493581"
"Yes","2003","Not Working","in school","468","0.882274602502002","0.854054005323527","0.910495199680477"
"Yes","2003","Not Working","inadequately","80","0.573747024478382","0.497594462509438","0.649899586447327"
"Yes","2003","Not Working","general elemantary","1260","0.887007570892019","0.870997197499048","0.903017944284989"
"Yes","2003","Not Working","middle vocational","4009","0.95826310312611","0.952217065335934","0.964309140916287"
"Yes","2003","Not Working","vocational + Abi","260","0.900917354272574","0.866648629854036","0.935186078691112"
"Yes","2003","Not Working","higher vocational","467","0.932613665791623","0.910348782976954","0.954878548606293"
"Yes","2003","Not Working","higher education","922","0.905080789136865","0.886654592925157","0.923506985348573"
"No","2003","Full Time","in school","1","","",""
"No","2003","Full Time","inadequately","35","0.476179952456028","0.355689472388673","0.596670432523382"
"No","2003","Full Time","general elemantary","161","0.211141180807273","0.179718248945711","0.242564112668835"
"No","2003","Full Time","middle vocational","268","0.0680034060956441","0.0604514838624665","0.0755553283288218"
"No","2003","Full Time","vocational + Abi","53","0.113942148783608","0.0873391218873909","0.140545175679824"
"No","2003","Full Time","higher vocational","32","0.0421603282149963","0.0284310857373989","0.0558895706925936"
"No","2003","Full Time","higher education","98","0.0619849350602552","0.0525517313693153","0.0714181387511952"
"No","2003","Part Time","in school","1","","",""
"No","2003","Part Time","inadequately","23","","",""
"No","2003","Part Time","general elemantary","141","0.202126746080061","0.170439510341532","0.233813981818589"
"No","2003","Part Time","middle vocational","151","0.0612610479138289","0.0522239479456219","0.070298147882036"
"No","2003","Part Time","vocational + Abi","31","0.125343371280634","0.0892900675259739","0.161396675035295"
"No","2003","Part Time","higher vocational","15","","",""
"No","2003","Part Time","higher education","41","0.0730692734408498","0.0559424305064193","0.0901961163752802"
"No","2003","Not Working","in school","33","0.117725397497998","0.0895048003195227","0.145945994676473"
"No","2003","Not Working","inadequately","82","0.426252975521618","0.350100413552673","0.502405537490562"
"No","2003","Not Working","general elemantary","242","0.112992429107981","0.0969820557150106","0.129002802500952"
"No","2003","Not Working","middle vocational","194","0.0417368968738895","0.0356908590837134","0.0477829346640656"
"No","2003","Not Working","vocational + Abi","32","0.099082645727426","0.0648139213088878","0.133351370145964"
"No","2003","Not Working","higher vocational","20","","",""
"No","2003","Not Working","higher education","50","0.094919210863135","0.0764930146514271","0.113345407074843"
"Yes","2004","Full Time","in school","1","","",""
"Yes","2004","Full Time","inadequately","24","","",""
"Yes","2004","Full Time","general elemantary","461","0.798203638389867","0.766223236210731","0.830184040569003"
"Yes","2004","Full Time","middle vocational","3757","0.933389132241585","0.92566965039491","0.941108614088261"
"Yes","2004","Full Time","vocational + Abi","486","0.879444849130015","0.851956358188599","0.90693334007143"
"Yes","2004","Full Time","higher vocational","777","0.94364291447417","0.927791029119885","0.959494799828454"
"Yes","2004","Full Time","higher education","2302","0.949716939872047","0.940948530579361","0.958485349164733"
