"pgfamstd","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"6","1984","middle vocational","Female","3","","",""
"6","1984","vocational + Abi","Male","2","","",""
"6","1984","vocational + Abi","Female","2","","",""
"6","1984","higher vocational","Male","1","","",""
"6","1984","higher vocational","Female","","","",""
"6","1984","higher education","Male","3","","",""
"6","1984","higher education","Female","","","",""
"7","1984","in school","Male","","","",""
"7","1984","in school","Female","","","",""
"7","1984","inadequately","Male","","","",""
"7","1984","inadequately","Female","","","",""
"7","1984","general elemantary","Male","","","",""
"7","1984","general elemantary","Female","","","",""
"7","1984","middle vocational","Male","","","",""
"7","1984","middle vocational","Female","","","",""
"7","1984","vocational + Abi","Male","","","",""
"7","1984","vocational + Abi","Female","","","",""
"7","1984","higher vocational","Male","","","",""
"7","1984","higher vocational","Female","","","",""
"7","1984","higher education","Male","","","",""
"7","1984","higher education","Female","","","",""
"8","1984","in school","Male","","","",""
"8","1984","in school","Female","","","",""
"8","1984","inadequately","Male","","","",""
"8","1984","inadequately","Female","","","",""
"8","1984","general elemantary","Male","","","",""
"8","1984","general elemantary","Female","","","",""
"8","1984","middle vocational","Male","","","",""
"8","1984","middle vocational","Female","","","",""
"8","1984","vocational + Abi","Male","","","",""
"8","1984","vocational + Abi","Female","","","",""
"8","1984","higher vocational","Male","","","",""
"8","1984","higher vocational","Female","","","",""
"8","1984","higher education","Male","","","",""
"8","1984","higher education","Female","","","",""
"1","1985","in school","Male","","","",""
"1","1985","in school","Female","","","",""
"1","1985","inadequately","Male","235","0.4348064336552","0.380827764665941","0.488785102644459"
"1","1985","inadequately","Female","363","0.640312854786056","0.595723965480334","0.684901744091778"
"1","1985","general elemantary","Male","500","0.467724493869848","0.4362272268862","0.499221760853497"
"1","1985","general elemantary","Female","1128","0.513279711202032","0.490619695090371","0.535939727313692"
"1","1985","middle vocational","Male","1774","0.656733144364254","0.638604380809597","0.67486190791891"
"1","1985","middle vocational","Female","1420","0.589460523401659","0.568724519254332","0.610196527548987"
"1","1985","vocational + Abi","Male","104","0.559122631098312","0.482668136380411","0.635577125816213"
"1","1985","vocational + Abi","Female","56","0.439391607847338","0.343074444983946","0.53570877071073"
"1","1985","higher vocational","Male","259","0.778644684031936","0.733299121408049","0.823990246655823"
"1","1985","higher vocational","Female","152","0.542553879190103","0.4796567272126","0.605451031167607"
"1","1985","higher education","Male","369","0.754161235869156","0.715560869423161","0.79276160231515"
"1","1985","higher education","Female","134","0.497163703158049","0.432686659280121","0.561640747035978"
"2","1985","in school","Male","","","",""
"2","1985","in school","Female","","","",""
"2","1985","inadequately","Male","5","","",""
"2","1985","inadequately","Female","2","","",""
"2","1985","general elemantary","Male","12","","",""
"2","1985","general elemantary","Female","15","","",""
"2","1985","middle vocational","Male","35","0.0127686452143761","0.00848178165329739","0.0170555087754548"
"2","1985","middle vocational","Female","32","0.0165022268861719","0.0111321783180192","0.0218722754543245"
"2","1985","vocational + Abi","Male","","","",""
"2","1985","vocational + Abi","Female","","","",""
"2","1985","higher vocational","Male","6","","",""
"2","1985","higher vocational","Female","","","",""
"2","1985","higher education","Male","12","","",""
"2","1985","higher education","Female","9","","",""
"3","1985","in school","Male","109","1","1","1"
"3","1985","in school","Female","68","1","1","1"
"3","1985","inadequately","Male","59","0.428469613851651","0.37458618022772","0.482353047475581"
"3","1985","inadequately","Female","37","0.201621374030891","0.164344385387831","0.238898362673952"
"3","1985","general elemantary","Male","409","0.461936683718995","0.43046518014295","0.49340818729504"
"3","1985","general elemantary","Female","357","0.185980175508219","0.168340351096548","0.203619999919891"
"3","1985","middle vocational","Male","645","0.241108998297099","0.224776440930014","0.257441555664185"
"3","1985","middle vocational","Female","417","0.187615513255575","0.171159090716624","0.204071935794526"
"3","1985","vocational + Abi","Male","48","0.342167531006931","0.26910955532198","0.415225506691881"
"3","1985","vocational + Abi","Female","36","0.429853473971118","0.333780448632974","0.525926499309263"
"3","1985","higher vocational","Male","37","0.122733665923786","0.0868936874665542","0.158573644381018"
"3","1985","higher vocational","Female","53","0.259132508025628","0.203813957957069","0.314451058094186"
"3","1985","higher education","Male","79","0.170306850405953","0.136608475818861","0.204005224993045"
"3","1985","higher education","Female","63","0.30665649824574","0.247194101279844","0.366118895211636"
"4","1985","in school","Male","","","",""
"4","1985","in school","Female","","","",""
"4","1985","inadequately","Male","5","","",""
"4","1985","inadequately","Female","14","","",""
"4","1985","general elemantary","Male","14","","",""
"4","1985","general elemantary","Female","63","0.0375206182757475","0.0289052439666422","0.0461359925848528"
"4","1985","middle vocational","Male","83","0.0391852622074969","0.0317766137503689","0.0465939106646249"
"4","1985","middle vocational","Female","101","0.0572470495563136","0.0474545006177675","0.0670395984948597"
"4","1985","vocational + Abi","Male","5","","",""
"4","1985","vocational + Abi","Female","5","","",""
"4","1985","higher vocational","Male","12","","",""
"4","1985","higher vocational","Female","10","","",""
"4","1985","higher education","Male","10","","",""
"4","1985","higher education","Female","15","","",""
"5","1985","in school","Male","","","",""
"5","1985","in school","Female","","","",""
"5","1985","inadequately","Male","1","","",""
"5","1985","inadequately","Female","21","","",""
"5","1985","general elemantary","Male","15","","",""
"5","1985","general elemantary","Female","303","0.254043804374124","0.234308019302307","0.273779589445941"
"5","1985","middle vocational","Male","73","0.0463473807652957","0.0383201549174331","0.0543746066131583"
"5","1985","middle vocational","Female","189","0.148421530703937","0.133435692630834","0.16340736877704"
"5","1985","vocational + Abi","Male","3","","",""
"5","1985","vocational + Abi","Female","3","","",""
"5","1985","higher vocational","Male","8","","",""
"5","1985","higher vocational","Female","26","","",""
"5","1985","higher education","Male","5","","",""
"5","1985","higher education","Female","10","","",""
"6","1985","in school","Male","","","",""
"6","1985","in school","Female","","","",""
"6","1985","inadequately","Male","19","","",""
"6","1985","inadequately","Female","8","","",""
"6","1985","general elemantary","Male","14","","",""
"6","1985","general elemantary","Female","3","","",""
"6","1985","middle vocational","Male","25","","",""
"6","1985","middle vocational","Female","3","","",""
"6","1985","vocational + Abi","Male","2","","",""
"6","1985","vocational + Abi","Female","2","","",""
"6","1985","higher vocational","Male","","","",""
"6","1985","higher vocational","Female","","","",""
"6","1985","higher education","Male","3","","",""
"6","1985","higher education","Female","","","",""
"7","1985","in school","Male","","","",""
"7","1985","in school","Female","","","",""
"7","1985","inadequately","Male","","","",""
"7","1985","inadequately","Female","","","",""
"7","1985","general elemantary","Male","","","",""
"7","1985","general elemantary","Female","","","",""
"7","1985","middle vocational","Male","","","",""
"7","1985","middle vocational","Female","","","",""
"7","1985","vocational + Abi","Male","","","",""
"7","1985","vocational + Abi","Female","","","",""
"7","1985","higher vocational","Male","","","",""
"7","1985","higher vocational","Female","","","",""
"7","1985","higher education","Male","","","",""
"7","1985","higher education","Female","","","",""
"8","1985","in school","Male","","","",""
"8","1985","in school","Female","","","",""
"8","1985","inadequately","Male","","","",""
"8","1985","inadequately","Female","","","",""
"8","1985","general elemantary","Male","","","",""
"8","1985","general elemantary","Female","","","",""
"8","1985","middle vocational","Male","","","",""
"8","1985","middle vocational","Female","","","",""
"8","1985","vocational + Abi","Male","","","",""
"8","1985","vocational + Abi","Female","","","",""
"8","1985","higher vocational","Male","","","",""
"8","1985","higher vocational","Female","","","",""
"8","1985","higher education","Male","","","",""
"8","1985","higher education","Female","","","",""
"1","1986","in school","Male","","","",""
"1","1986","in school","Female","","","",""
"1","1986","inadequately","Male","225","0.448480241482099","0.394575569234808","0.502384913729391"
"1","1986","inadequately","Female","358","0.614673038113938","0.569404821332712","0.659941254895165"
"1","1986","general elemantary","Male","515","0.474826134827044","0.44381359878015","0.505838670873938"
"1","1986","general elemantary","Female","1126","0.526659903986764","0.503969439094498","0.549350368879031"
"1","1986","middle vocational","Male","1806","0.650083200762883","0.63216267742465","0.668003724101115"
"1","1986","middle vocational","Female","1467","0.579550507400124","0.559103789469917","0.59999722533033"
"1","1986","vocational + Abi","Male","106","0.569602218068183","0.494053523038087","0.645150913098278"
"1","1986","vocational + Abi","Female","58","0.433187906548527","0.340164431814881","0.526211381282173"
"1","1986","higher vocational","Male","271","0.794465308228089","0.750932755872237","0.83799786058394"
"1","1986","higher vocational","Female","160","0.562410212381706","0.50066796426844","0.624152460494971"
"1","1986","higher education","Male","394","0.751995714913139","0.714293219298455","0.789698210527823"
"1","1986","higher education","Female","145","0.508653483941696","0.4459259621353","0.571381005748093"
"2","1986","in school","Male","","","",""
"2","1986","in school","Female","","","",""
"2","1986","inadequately","Male","5","","",""
"2","1986","inadequately","Female","5","","",""
"2","1986","general elemantary","Male","19","","",""
"2","1986","general elemantary","Female","20","","",""
"2","1986","middle vocational","Male","52","0.0205705915971215","0.0152373190128586","0.0259038641813844"
"2","1986","middle vocational","Female","44","0.0211880041680076","0.0152229318851243","0.0271530764508909"
"2","1986","vocational + Abi","Male","1","","",""
"2","1986","vocational + Abi","Female","1","","",""
"2","1986","higher vocational","Male","6","","",""
"2","1986","higher vocational","Female","3","","",""
"2","1986","higher education","Male","11","","",""
"2","1986","higher education","Female","10","","",""
"3","1986","in school","Male","113","1","1","1"
"3","1986","in school","Female","67","1","1","1"
"3","1986","inadequately","Male","65","0.392211943141421","0.339293055991073","0.44513083029177"
"3","1986","inadequately","Female","39","0.213229178114346","0.175131014277797","0.251327341950895"
"3","1986","general elemantary","Male","419","0.449802571471437","0.418907538224158","0.480697604718716"
"3","1986","general elemantary","Female","369","0.181766129496871","0.164239967357033","0.19929229163671"
"3","1986","middle vocational","Male","681","0.241055457496814","0.224984293772111","0.257126621221518"
"3","1986","middle vocational","Female","429","0.191301948744141","0.175009966069663","0.20759393141862"
"3","1986","vocational + Abi","Male","50","0.353050401411432","0.280128212305801","0.425972590517062"
"3","1986","vocational + Abi","Female","40","0.430361304917127","0.337410920263165","0.52331168957109"
"3","1986","higher vocational","Male","33","0.0941296817763301","0.0626717327584758","0.125587630794184"
"3","1986","higher vocational","Female","52","0.239869527305031","0.186725573507852","0.293013481102211"
"3","1986","higher education","Male","78","0.166516848413145","0.133992371041552","0.199041325784737"
"3","1986","higher education","Female","64","0.301288358242532","0.243718740868193","0.358857975616871"
"4","1986","in school","Male","","","",""
"4","1986","in school","Female","","","",""
"4","1986","inadequately","Male","5","","",""
"4","1986","inadequately","Female","15","","",""
"4","1986","general elemantary","Male","18","","",""
"4","1986","general elemantary","Female","58","0.0345944541737369","0.0262892606821751","0.0428996476652988"
"4","1986","middle vocational","Male","89","0.0404703739947269","0.0330661146314885","0.0478746333579654"
"4","1986","middle vocational","Female","106","0.0567965860073761","0.0472095393276427","0.0663836326871095"
"4","1986","vocational + Abi","Male","3","","",""
"4","1986","vocational + Abi","Female","6","","",""
"4","1986","higher vocational","Male","12","","",""
"4","1986","higher vocational","Female","11","","",""
"4","1986","higher education","Male","12","","",""
"4","1986","higher education","Female","15","","",""
"5","1986","in school","Male","","","",""
"5","1986","in school","Female","","","",""
"5","1986","inadequately","Male","1","","",""
"5","1986","inadequately","Female","21","","",""
"5","1986","general elemantary","Male","14","","",""
"5","1986","general elemantary","Female","285","0.245784390879034","0.226217738639975","0.265351043118093"
"5","1986","middle vocational","Male","69","0.0446671538969883","0.0369054813685688","0.0524288264254079"
"5","1986","middle vocational","Female","191","0.150781064305881","0.135959150574848","0.165602978036913"
"5","1986","vocational + Abi","Male","3","","",""
"5","1986","vocational + Abi","Female","3","","",""
"5","1986","higher vocational","Male","9","","",""
"5","1986","higher vocational","Female","22","","",""
"5","1986","higher education","Male","7","","",""
"5","1986","higher education","Female","10","","",""
"6","1986","in school","Male","","","",""
"6","1986","in school","Female","","","",""
"6","1986","inadequately","Male","26","","",""
"6","1986","inadequately","Female","6","","",""
"6","1986","general elemantary","Male","11","","",""
"6","1986","general elemantary","Female","2","","",""
"6","1986","middle vocational","Male","24","","",""
"6","1986","middle vocational","Female","2","","",""
"6","1986","vocational + Abi","Male","2","","",""
"6","1986","vocational + Abi","Female","1","","",""
"6","1986","higher vocational","Male","","","",""
"6","1986","higher vocational","Female","","","",""
"6","1986","higher education","Male","2","","",""
"6","1986","higher education","Female","","","",""
"7","1986","in school","Male","","","",""
"7","1986","in school","Female","","","",""
"7","1986","inadequately","Male","","","",""
"7","1986","inadequately","Female","","","",""
"7","1986","general elemantary","Male","","","",""
"7","1986","general elemantary","Female","","","",""
"7","1986","middle vocational","Male","","","",""
"7","1986","middle vocational","Female","","","",""
"7","1986","vocational + Abi","Male","","","",""
"7","1986","vocational + Abi","Female","","","",""
"7","1986","higher vocational","Male","","","",""
"7","1986","higher vocational","Female","","","",""
"7","1986","higher education","Male","","","",""
"7","1986","higher education","Female","","","",""
"8","1986","in school","Male","","","",""
"8","1986","in school","Female","","","",""
"8","1986","inadequately","Male","","","",""
"8","1986","inadequately","Female","","","",""
"8","1986","general elemantary","Male","","","",""
"8","1986","general elemantary","Female","","","",""
"8","1986","middle vocational","Male","","","",""
"8","1986","middle vocational","Female","","","",""
"8","1986","vocational + Abi","Male","","","",""
"8","1986","vocational + Abi","Female","","","",""
"8","1986","higher vocational","Male","","","",""
"8","1986","higher vocational","Female","","","",""
"8","1986","higher education","Male","","","",""
"8","1986","higher education","Female","","","",""
"1","1987","in school","Male","","","",""
"1","1987","in school","Female","","","",""
"1","1987","inadequately","Male","215","0.490326899355811","0.434497693661959","0.546156105049664"
"1","1987","inadequately","Female","352","0.656426253651886","0.611849565135429","0.701002942168342"
"1","1987","general elemantary","Male","506","0.489506252149958","0.458554262920205","0.520458241379711"
"1","1987","general elemantary","Female","1091","0.528885700309157","0.505984369910318","0.551787030707996"
"1","1987","middle vocational","Male","1806","0.644744232707341","0.626804616922811","0.662683848491871"
"1","1987","middle vocational","Female","1462","0.580879154068833","0.560390990890858","0.601367317246808"
"1","1987","vocational + Abi","Male","106","0.578553307637498","0.501800805196512","0.655305810078484"
"1","1987","vocational + Abi","Female","63","0.477867115736335","0.386173360060354","0.569560871412316"
"1","1987","higher vocational","Male","261","0.790925416045782","0.746370924867805","0.835479907223758"
"1","1987","higher vocational","Female","159","0.564953890441797","0.503252294546821","0.626655486336774"
"1","1987","higher education","Male","383","0.741508110623134","0.702940129593022","0.780076091653245"
"1","1987","higher education","Female","142","0.483565909575521","0.421244839173788","0.545886979977254"
"2","1987","in school","Male","","","",""
"2","1987","in school","Female","","","",""
"2","1987","inadequately","Male","8","","",""
"2","1987","inadequately","Female","6","","",""
"2","1987","general elemantary","Male","20","","",""
"2","1987","general elemantary","Female","25","","",""
"2","1987","middle vocational","Male","41","0.0141976998622099","0.00976311729944074","0.018632282424979"
"2","1987","middle vocational","Female","28","","",""
"2","1987","vocational + Abi","Male","","","",""
"2","1987","vocational + Abi","Female","2","","",""
"2","1987","higher vocational","Male","5","","",""
"2","1987","higher vocational","Female","2","","",""
"2","1987","higher education","Male","9","","",""
"2","1987","higher education","Female","10","","",""
"3","1987","in school","Male","101","1","1","1"
"3","1987","in school","Female","88","0.997599451010337","0.987432599628913","1.00776630239176"
"3","1987","inadequately","Male","56","0.348733128862401","0.295510192738899","0.401956064985904"
"3","1987","inadequately","Female","35","0.158091129213938","0.123846604738736","0.19233565368914"
"3","1987","general elemantary","Male","426","0.423136378545043","0.392545567695769","0.453727189394318"
"3","1987","general elemantary","Female","354","0.163427438287751","0.146463333307123","0.180391543268379"
"3","1987","middle vocational","Male","698","0.248165569210729","0.231974307053139","0.264356831368319"
"3","1987","middle vocational","Female","419","0.189052104277067","0.172793707006731","0.205310501547403"
"3","1987","vocational + Abi","Male","46","0.372965293664161","0.297797893598198","0.448132693730124"
"3","1987","vocational + Abi","Female","40","0.413134719801121","0.322746731437005","0.503522708165237"
"3","1987","higher vocational","Male","34","0.104783861003707","0.07122677415605","0.138340947851364"
"3","1987","higher vocational","Female","52","0.236607503864493","0.183713011817724","0.289501995911262"
"3","1987","higher education","Male","77","0.164887896858346","0.13219809638522","0.197577697331471"
"3","1987","higher education","Female","68","0.32444732625222","0.266062321115903","0.382832331388537"
"4","1987","in school","Male","","","",""
"4","1987","in school","Female","1","","",""
"4","1987","inadequately","Male","5","","",""
"4","1987","inadequately","Female","17","","",""
"4","1987","general elemantary","Male","20","","",""
"4","1987","general elemantary","Female","59","0.0366496348564277","0.0280289133410026","0.0452703563718529"
"4","1987","middle vocational","Male","93","0.0419970761379131","0.0344783930280897","0.0495157592477366"
"4","1987","middle vocational","Female","117","0.0632178509674228","0.0531130057594344","0.0733226961754113"
"4","1987","vocational + Abi","Male","3","","",""
"4","1987","vocational + Abi","Female","6","","",""
"4","1987","higher vocational","Male","10","","",""
"4","1987","higher vocational","Female","11","","",""
"4","1987","higher education","Male","18","","",""
"4","1987","higher education","Female","16","","",""
"5","1987","in school","Male","","","",""
"5","1987","in school","Female","","","",""
"5","1987","inadequately","Male","1","","",""
"5","1987","inadequately","Female","21","","",""
"5","1987","general elemantary","Male","15","","",""
"5","1987","general elemantary","Female","291","0.257273412028848","0.237218138238567","0.277328685819128"
"5","1987","middle vocational","Male","76","0.0478497987118814","0.0398488474429898","0.055850749980773"
"5","1987","middle vocational","Female","198","0.153028737138807","0.13807976499759","0.167977709280024"
"5","1987","vocational + Abi","Male","2","","",""
"5","1987","vocational + Abi","Female","3","","",""
"5","1987","higher vocational","Male","10","","",""
"5","1987","higher vocational","Female","24","","",""
"5","1987","higher education","Male","7","","",""
"5","1987","higher education","Female","11","","",""
"6","1987","in school","Male","","","",""
"6","1987","in school","Female","","","",""
"6","1987","inadequately","Male","23","","",""
"6","1987","inadequately","Female","5","","",""
"6","1987","general elemantary","Male","15","","",""
"6","1987","general elemantary","Female","5","","",""
"6","1987","middle vocational","Male","20","","",""
"6","1987","middle vocational","Female","4","","",""
"6","1987","vocational + Abi","Male","2","","",""
"6","1987","vocational + Abi","Female","","","",""
"6","1987","higher vocational","Male","","","",""
"6","1987","higher vocational","Female","","","",""
"6","1987","higher education","Male","1","","",""
"6","1987","higher education","Female","","","",""
"7","1987","in school","Male","","","",""
"7","1987","in school","Female","","","",""
"7","1987","inadequately","Male","","","",""
"7","1987","inadequately","Female","","","",""
"7","1987","general elemantary","Male","","","",""
"7","1987","general elemantary","Female","","","",""
"7","1987","middle vocational","Male","","","",""
"7","1987","middle vocational","Female","","","",""
"7","1987","vocational + Abi","Male","","","",""
"7","1987","vocational + Abi","Female","","","",""
"7","1987","higher vocational","Male","","","",""
"7","1987","higher vocational","Female","","","",""
"7","1987","higher education","Male","","","",""
"7","1987","higher education","Female","","","",""
"8","1987","in school","Male","","","",""
"8","1987","in school","Female","","","",""
"8","1987","inadequately","Male","","","",""
"8","1987","inadequately","Female","","","",""
"8","1987","general elemantary","Male","","","",""
"8","1987","general elemantary","Female","","","",""
"8","1987","middle vocational","Male","","","",""
"8","1987","middle vocational","Female","","","",""
"8","1987","vocational + Abi","Male","","","",""
"8","1987","vocational + Abi","Female","","","",""
"8","1987","higher vocational","Male","","","",""
"8","1987","higher vocational","Female","","","",""
"8","1987","higher education","Male","","","",""
"8","1987","higher education","Female","","","",""
"1","1988","in school","Male","","","",""
"1","1988","in school","Female","","","",""
"1","1988","inadequately","Male","202","0.50528089535378","0.446508759615018","0.564053031092541"
"1","1988","inadequately","Female","339","0.668294914958691","0.62326681839467","0.713323011522712"
"1","1988","general elemantary","Male","492","0.48517556741429","0.453804823382509","0.516546311446071"
"1","1988","general elemantary","Female","1038","0.527886536254216","0.504409586663811","0.55136348584462"
"1","1988","middle vocational","Male","1725","0.637017686900792","0.618487988355012","0.655547385446573"
"1","1988","middle vocational","Female","1398","0.577253184338305","0.55636242174708","0.598143946929529"
"1","1988","vocational + Abi","Male","98","0.555158398085921","0.476415112737193","0.63390168343465"
"1","1988","vocational + Abi","Female","60","0.418800612241857","0.329019429066516","0.508581795417198"
"1","1988","higher vocational","Male","252","0.790037325847859","0.744772302430362","0.835302349265356"
"1","1988","higher vocational","Female","147","0.568026478527006","0.503869603259589","0.632183353794423"
"1","1988","higher education","Male","350","0.697668405801506","0.656235691352988","0.739101120250024"
"1","1988","higher education","Female","134","0.496209528111648","0.43145235615183","0.560966700071466"
"2","1988","in school","Male","","","",""
"2","1988","in school","Female","","","",""
"2","1988","inadequately","Male","3","","",""
"2","1988","inadequately","Female","6","","",""
"2","1988","general elemantary","Male","21","","",""
"2","1988","general elemantary","Female","29","","",""
"2","1988","middle vocational","Male","53","0.019771957584009","0.0144073461234883","0.0251365690445296"
"2","1988","middle vocational","Female","43","0.0215248571924781","0.0153875764423028","0.0276621379426535"
"2","1988","vocational + Abi","Male","1","","",""
"2","1988","vocational + Abi","Female","3","","",""
"2","1988","higher vocational","Male","5","","",""
"2","1988","higher vocational","Female","5","","",""
"2","1988","higher education","Male","16","","",""
"2","1988","higher education","Female","8","","",""
"3","1988","in school","Male","90","1","1","1"
"3","1988","in school","Female","72","1","1","1"
"3","1988","inadequately","Male","47","0.374296406054616","0.317408775348164","0.431184036761068"
"3","1988","inadequately","Female","32","0.142792406327322","0.109332940226725","0.17625187242792"
"3","1988","general elemantary","Male","417","0.425716494169392","0.394680247623467","0.456752740715316"
"3","1988","general elemantary","Female","345","0.163872382949656","0.14646484500704","0.181279920892273"
"3","1988","middle vocational","Male","637","0.25098099107835","0.234273289430499","0.2676886927262"
"3","1988","middle vocational","Female","400","0.182932605562331","0.166583068781126","0.199282142343537"
"3","1988","vocational + Abi","Male","46","0.38479422098225","0.307699107985974","0.461889333978526"
"3","1988","vocational + Abi","Female","44","0.453921397617507","0.363319560488378","0.544523234746636"
"3","1988","higher vocational","Male","35","0.111010398652131","0.076096522411696","0.145924274892567"
"3","1988","higher vocational","Female","46","0.226706882122213","0.172477485232227","0.280936279012199"
"3","1988","higher education","Male","80","0.182904194435373","0.148028295155432","0.217780093715314"
"3","1988","higher education","Female","61","0.322680427006525","0.262130520862964","0.383230333150085"
"4","1988","in school","Male","","","",""
"4","1988","in school","Female","","","",""
"4","1988","inadequately","Male","6","","",""
"4","1988","inadequately","Female","16","","",""
"4","1988","general elemantary","Male","21","","",""
"4","1988","general elemantary","Female","54","0.0348213273653609","0.026199988783772","0.0434426659469499"
"4","1988","middle vocational","Male","81","0.04105120638368","0.0334056244386429","0.048696788328717"
"4","1988","middle vocational","Female","112","0.0648794328817606","0.054463017756217","0.0752958480073043"
"4","1988","vocational + Abi","Male","2","","",""
"4","1988","vocational + Abi","Female","6","","",""
"4","1988","higher vocational","Male","9","","",""
"4","1988","higher vocational","Female","9","","",""
"4","1988","higher education","Male","17","","",""
"4","1988","higher education","Female","17","","",""
"5","1988","in school","Male","","","",""
"5","1988","in school","Female","","","",""
"5","1988","inadequately","Male","","","",""
"5","1988","inadequately","Female","23","","",""
"5","1988","general elemantary","Male","13","","",""
"5","1988","general elemantary","Female","267","0.25521687273963","0.234713854980714","0.275719890498546"
"5","1988","middle vocational","Male","77","0.0488222879846931","0.040518241465972","0.0571263345034143"
"5","1988","middle vocational","Female","191","0.153101095595682","0.1378733403686","0.168328850822763"
"5","1988","vocational + Abi","Male","4","","",""
"5","1988","vocational + Abi","Female","3","","",""
"5","1988","higher vocational","Male","10","","",""
"5","1988","higher vocational","Female","22","","",""
"5","1988","higher education","Male","9","","",""
"5","1988","higher education","Female","9","","",""
"6","1988","in school","Male","","","",""
"6","1988","in school","Female","","","",""
"6","1988","inadequately","Male","20","","",""
"6","1988","inadequately","Female","4","","",""
