"pgfamstd","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"5","1985","East Germany","Male","","","",""
"5","1985","East Germany","Female","","","",""
"6","1985","West Germany","Male","64","0.00556921419718914","0.00351486633951826","0.00762356205486001"
"6","1985","West Germany","Female","16","","",""
"6","1985","East Germany","Male","","","",""
"6","1985","East Germany","Female","","","",""
"7","1985","West Germany","Male","","","",""
"7","1985","West Germany","Female","","","",""
"7","1985","East Germany","Male","","","",""
"7","1985","East Germany","Female","","","",""
"8","1985","West Germany","Male","","","",""
"8","1985","West Germany","Female","","","",""
"8","1985","East Germany","Male","","","",""
"8","1985","East Germany","Female","","","",""
"1","1986","West Germany","Male","3342","0.624001375799975","0.610844880839733","0.637157870760218"
"1","1986","West Germany","Female","3347","0.546347701807872","0.532910299393744","0.559785104222"
"1","1986","East Germany","Male","","","",""
"1","1986","East Germany","Female","","","",""
"2","1986","West Germany","Male","96","0.0204783434718294","0.0166314626238291","0.0243252243198297"
"2","1986","West Germany","Female","85","0.017401770489788","0.013872345858522","0.020931195121054"
"2","1986","East Germany","Male","","","",""
"2","1986","East Germany","Female","","","",""
"3","1986","West Germany","Male","1458","0.277094958182745","0.264938438967102","0.289251477398389"
"3","1986","West Germany","Female","1084","0.210918164231253","0.199906899098468","0.221929429364038"
"3","1986","East Germany","Male","","","",""
"3","1986","East Germany","Female","","","",""
"4","1986","West Germany","Male","140","0.0361097625995792","0.0310424183436644","0.0411771068554941"
"4","1986","West Germany","Female","213","0.0481878896544524","0.0424074113959808","0.0539683679129241"
"4","1986","East Germany","Male","","","",""
"4","1986","East Germany","Female","","","",""
"5","1986","West Germany","Male","103","0.0375846773535449","0.0324188370085461","0.0427505176985437"
"5","1986","West Germany","Female","533","0.176505107757958","0.166214801529957","0.186795413985959"
"5","1986","East Germany","Male","","","",""
"5","1986","East Germany","Female","","","",""
"6","1986","West Germany","Male","68","0.0047308825923258","0.00286709828192375","0.00659466690272785"
"6","1986","West Germany","Female","11","","",""
"6","1986","East Germany","Male","","","",""
"6","1986","East Germany","Female","","","",""
"7","1986","West Germany","Male","","","",""
"7","1986","West Germany","Female","","","",""
"7","1986","East Germany","Male","","","",""
"7","1986","East Germany","Female","","","",""
"8","1986","West Germany","Male","","","",""
"8","1986","West Germany","Female","","","",""
"8","1986","East Germany","Male","","","",""
"8","1986","East Germany","Female","","","",""
"1","1987","West Germany","Male","3306","0.626702015650985","0.613532865332728","0.639871165969243"
"1","1987","West Germany","Female","3303","0.547717227407609","0.534251357909335","0.561183096905883"
"1","1987","East Germany","Male","","","",""
"1","1987","East Germany","Female","","","",""
"2","1987","West Germany","Male","84","0.0163525950953143","0.0128994688713499","0.0198057213192788"
"2","1987","West Germany","Female","74","0.0147602091607606","0.0114975748023183","0.0180228435192029"
"2","1987","East Germany","Male","","","",""
"2","1987","East Germany","Female","","","",""
"3","1987","West Germany","Male","1467","0.273179169093826","0.261047044563646","0.285311293624007"
"3","1987","West Germany","Female","1077","0.205021481071021","0.194098817479132","0.21594414466291"
"3","1987","East Germany","Male","","","",""
"3","1987","East Germany","Female","","","",""
"4","1987","West Germany","Male","150","0.0388544490187297","0.0335928912376439","0.0441160067998155"
"4","1987","West Germany","Female","231","0.0518803516887639","0.0458798963599819","0.057880807017546"
"4","1987","East Germany","Male","","","",""
"4","1987","East Germany","Female","","","",""
"5","1987","West Germany","Male","111","0.0397834143216999","0.0344619027035066","0.0451049259398933"
"5","1987","West Germany","Female","549","0.180055110222271","0.169659589810714","0.190450630633829"
"5","1987","East Germany","Male","","","",""
"5","1987","East Germany","Female","","","",""
"6","1987","West Germany","Male","64","0.00512835681944427","0.00318356987552609","0.00707314376336245"
"6","1987","West Germany","Female","14","","",""
"6","1987","East Germany","Male","","","",""
"6","1987","East Germany","Female","","","",""
"7","1987","West Germany","Male","","","",""
"7","1987","West Germany","Female","","","",""
"7","1987","East Germany","Male","","","",""
"7","1987","East Germany","Female","","","",""
"8","1987","West Germany","Male","","","",""
"8","1987","West Germany","Female","","","",""
"8","1987","East Germany","Male","","","",""
"8","1987","East Germany","Female","","","",""
"1","1988","West Germany","Male","3153","0.61596645529543","0.602403706190502","0.629529204400359"
"1","1988","West Germany","Female","3156","0.545783286448089","0.532014103405464","0.559552469490714"
"1","1988","East Germany","Male","","","",""
"1","1988","East Germany","Female","","","",""
"2","1988","West Germany","Male","99","0.022503661545217","0.018367773446444","0.02663954964399"
"2","1988","West Germany","Female","94","0.0214452149193235","0.0174390919505547","0.0254513378880924"
"2","1988","East Germany","Male","","","",""
"2","1988","East Germany","Female","","","",""
"3","1988","West Germany","Male","1387","0.279421891021274","0.26690906626106","0.291934715781488"
"3","1988","West Germany","Female","1026","0.202569468787681","0.19145471296365","0.213684224611712"
"3","1988","East Germany","Male","","","",""
"3","1988","East Germany","Female","","","",""
"4","1988","West Germany","Male","137","0.0376701381634337","0.0323607411114782","0.0429795352153892"
"4","1988","West Germany","Female","219","0.0520787297619684","0.0459342824064404","0.0582231771174964"
"4","1988","East Germany","Male","","","",""
"4","1988","East Germany","Female","","","",""
"5","1988","West Germany","Male","113","0.0402463154860102","0.0347657222015942","0.0457269087704262"
"5","1988","West Germany","Female","516","0.177646004879816","0.167076037969078","0.188215971790553"
"5","1988","East Germany","Male","","","",""
"5","1988","East Germany","Female","","","",""
"6","1988","West Germany","Male","51","0.00419153848863497","0.0023899348435089","0.00599314213376104"
"6","1988","West Germany","Female","12","","",""
"6","1988","East Germany","Male","","","",""
"6","1988","East Germany","Female","","","",""
"7","1988","West Germany","Male","","","",""
"7","1988","West Germany","Female","","","",""
"7","1988","East Germany","Male","","","",""
"7","1988","East Germany","Female","","","",""
"8","1988","West Germany","Male","","","",""
"8","1988","West Germany","Female","","","",""
"8","1988","East Germany","Male","","","",""
"8","1988","East Germany","Female","","","",""
"1","1989","West Germany","Male","3027","0.6112221318497","0.597388404746129","0.625055858953271"
"1","1989","West Germany","Female","3030","0.543064108409055","0.529093560143452","0.557034656674658"
"1","1989","East Germany","Male","","","",""
"1","1989","East Germany","Female","","","",""
"2","1989","West Germany","Male","88","0.0223344311722061","0.0181409807793795","0.0265278815650328"
"2","1989","West Germany","Female","80","0.0192344031255034","0.0153824390151486","0.0230863672358583"
"2","1989","East Germany","Male","","","",""
"2","1989","East Germany","Female","","","",""
"3","1989","West Germany","Male","1353","0.280451864417909","0.267703690099974","0.293200038735844"
"3","1989","West Germany","Female","1024","0.203635080873617","0.192341215087319","0.214928946659915"
"3","1989","East Germany","Male","","","",""
"3","1989","East Germany","Female","","","",""
"4","1989","West Germany","Male","151","0.0426428146587355","0.0369089315720486","0.0483766977454223"
"4","1989","West Germany","Female","226","0.0570323201400629","0.0505284900502924","0.0635361502298334"
"4","1989","East Germany","Male","","","",""
"4","1989","East Germany","Female","","","",""
"5","1989","West Germany","Male","111","0.0397592461203868","0.034214290953315","0.0453042012874585"
"5","1989","West Germany","Female","507","0.176376906126087","0.16568770173906","0.187066110513113"
"5","1989","East Germany","Male","","","",""
"5","1989","East Germany","Female","","","",""
"6","1989","West Germany","Male","40","0.00358951178106276","0.00189234024993836","0.00528668331218716"
"6","1989","West Germany","Female","17","","",""
"6","1989","East Germany","Male","","","",""
"6","1989","East Germany","Female","","","",""
"7","1989","West Germany","Male","","","",""
"7","1989","West Germany","Female","","","",""
"7","1989","East Germany","Male","","","",""
"7","1989","East Germany","Female","","","",""
"8","1989","West Germany","Male","","","",""
"8","1989","West Germany","Female","","","",""
"8","1989","East Germany","Male","","","",""
"8","1989","East Germany","Female","","","",""
"1","1990","West Germany","Male","2961","0.603521890291438","0.589508768680087","0.617535011902789"
"1","1990","West Germany","Female","2995","0.546841367662062","0.532736697680527","0.560946037643597"
"1","1990","East Germany","Male","1528","0.665908561767725","0.645797346487365","0.686019777048085"
"1","1990","East Germany","Female","1544","0.593409535261038","0.573460623848771","0.613358446673306"
"2","1990","West Germany","Male","84","0.0193036032009603","0.0153620694370236","0.023245136964897"
"2","1990","West Germany","Female","85","0.0194735104851775","0.0155582657902057","0.0233887551801493"
"2","1990","East Germany","Male","12","","",""
"2","1990","East Germany","Female","15","","",""
"3","1990","West Germany","Male","1320","0.286393591159681","0.273442994164449","0.299344188154913"
"3","1990","West Germany","Female","978","0.200011025176278","0.188677210976935","0.211344839375621"
"3","1990","East Germany","Male","430","0.228438818538168","0.210538181779979","0.246339455296357"
"3","1990","East Germany","Female","360","0.16041130767253","0.145506920396137","0.175315694948923"
"4","1990","West Germany","Male","166","0.0492171603776119","0.0430202143401313","0.0554141064150925"
"4","1990","West Germany","Female","219","0.0593140492806404","0.0526212432939409","0.0660068552673398"
"4","1990","East Germany","Male","93","0.0654134730567735","0.0548710193046066","0.0759559268089404"
"4","1990","East Germany","Female","176","0.0830045223116616","0.0717998845416658","0.0942091600816573"
"5","1990","West Germany","Male","114","0.0383268909002732","0.0328271237612475","0.043826658039299"
"5","1990","West Germany","Female","494","0.173732749637324","0.162997596690247","0.184467902584402"
"5","1990","East Germany","Male","50","0.0336673728286405","0.0259766656099692","0.0413580800473118"
"5","1990","East Germany","Female","234","0.157872025680581","0.143063733166167","0.172680318194995"
"6","1990","West Germany","Male","36","0.00323686407003577","0.00160967887083584","0.00486404926923569"
"6","1990","West Germany","Female","14","","",""
"6","1990","East Germany","Male","","","",""
"6","1990","East Germany","Female","","","",""
"7","1990","West Germany","Male","","","",""
"7","1990","West Germany","Female","","","",""
"7","1990","East Germany","Male","","","",""
"7","1990","East Germany","Female","","","",""
"8","1990","West Germany","Male","","","",""
"8","1990","West Germany","Female","","","",""
"8","1990","East Germany","Male","","","",""
"8","1990","East Germany","Female","","","",""
"1","1991","West Germany","Male","2968","0.611098309955438","0.597120933667532","0.625075686243345"
"1","1991","West Germany","Female","2988","0.53996160968804","0.525838478774744","0.554084740601337"
"1","1991","East Germany","Male","1434","0.659366919103897","0.638502646207574","0.68023119200022"
"1","1991","East Germany","Female","1445","0.582373867572104","0.561643209249401","0.603104525894806"
"2","1991","West Germany","Male","85","0.0194029949586392","0.0154481463155592","0.0233578436017192"
"2","1991","West Germany","Female","81","0.0200496829203856","0.0160776916182887","0.0240216742224826"
"2","1991","East Germany","Male","6","","",""
"2","1991","East Germany","Female","15","","",""
"3","1991","West Germany","Male","1302","0.276293258922871","0.263472413797288","0.289114104048455"
"3","1991","West Germany","Female","982","0.199854615088676","0.188522941694531","0.211186288482822"
"3","1991","East Germany","Male","413","0.232761161446639","0.214156712398485","0.251365610494793"
"3","1991","East Germany","Female","344","0.162472742780844","0.146966447416074","0.177979038145614"
"4","1991","West Germany","Male","177","0.0520630644169456","0.0456935725595569","0.0584325562743342"
"4","1991","West Germany","Female","231","0.0632021666095361","0.0563070529809913","0.0700972802380808"
"4","1991","East Germany","Male","82","0.0677032759820503","0.0566426887110791","0.0787638632530214"
"4","1991","East Germany","Female","160","0.0874311598925661","0.0755575094594199","0.0993048103257122"
"5","1991","West Germany","Male","107","0.037990814774951","0.0325095710470556","0.0434720585028464"
"5","1991","West Germany","Female","491","0.176450548238256","0.165648431838541","0.187252664637971"
"5","1991","East Germany","Male","47","0.037337598864711","0.0289910591605348","0.0456841385688871"
"5","1991","East Germany","Female","210","0.161546294383985","0.146075722588828","0.177016866179143"
"6","1991","West Germany","Male","34","0.00315155697115472","0.00154451451996683","0.00475859942234261"
"6","1991","West Germany","Female","11","","",""
"6","1991","East Germany","Male","","","",""
"6","1991","East Germany","Female","","","",""
"7","1991","West Germany","Male","","","",""
"7","1991","West Germany","Female","","","",""
"7","1991","East Germany","Male","","","",""
"7","1991","East Germany","Female","","","",""
"8","1991","West Germany","Male","","","",""
"8","1991","West Germany","Female","","","",""
"8","1991","East Germany","Male","","","",""
"8","1991","East Germany","Female","","","",""
"1","1992","West Germany","Male","2937","0.615914893385345","0.601839588610658","0.629990198160032"
"1","1992","West Germany","Female","2987","0.548294425284549","0.534167093155461","0.562421757413636"
"1","1992","East Germany","Male","1346","0.65388085908056","0.632467192051781","0.675294526109338"
"1","1992","East Germany","Female","1352","0.56997788754012","0.54874772745822","0.59120804762202"
"2","1992","West Germany","Male","84","0.0222196898297578","0.0179541562932449","0.0264852233662707"
"2","1992","West Germany","Female","87","0.0183788999664671","0.0145659841697492","0.0221918157631851"
"2","1992","East Germany","Male","10","","",""
"2","1992","East Germany","Female","17","","",""
"3","1992","West Germany","Male","1261","0.271639235824124","0.258767022086747","0.284511449561501"
"3","1992","West Germany","Female","959","0.19118344186343","0.180020576934285","0.202346306792576"
"3","1992","East Germany","Male","425","0.247306258357868","0.227885971953974","0.266726544761762"
"3","1992","East Germany","Female","371","0.180513014175963","0.164019843221099","0.197006185130827"
"4","1992","West Germany","Male","175","0.050770941065318","0.0444179705451414","0.0571239115854946"
"4","1992","West Germany","Female","242","0.0664375603943379","0.0593678106884955","0.0735073101001803"
"4","1992","East Germany","Male","67","0.0556727842209001","0.0453520249525352","0.0659935434892651"
"4","1992","East Germany","Female","153","0.0863779744180245","0.074331397463178","0.098424551372871"
"5","1992","West Germany","Male","100","0.0364558289343351","0.0310320369609304","0.0418796209077398"
"5","1992","West Germany","Female","481","0.175177613688584","0.164387027503979","0.185968199873189"
"5","1992","East Germany","Male","48","0.0376737465850185","0.0291031807046899","0.046244312465347"
"5","1992","East Germany","Female","196","0.156487262472523","0.140907379535317","0.172067145409729"
"6","1992","West Germany","Male","30","0.00299941096112016","0.00141689020263707","0.00458193171960326"
"6","1992","West Germany","Female","11","","",""
"6","1992","East Germany","Male","","","",""
"6","1992","East Germany","Female","","","",""
"7","1992","West Germany","Male","","","",""
"7","1992","West Germany","Female","","","",""
"7","1992","East Germany","Male","","","",""
"7","1992","East Germany","Female","","","",""
"8","1992","West Germany","Male","","","",""
"8","1992","West Germany","Female","","","",""
"8","1992","East Germany","Male","","","",""
"8","1992","East Germany","Female","","","",""
"1","1993","West Germany","Male","2920","0.615777436146062","0.601664214081664","0.62989065821046"
"1","1993","West Germany","Female","2934","0.546906562556067","0.532712796660988","0.561100328451146"
"1","1993","East Germany","Male","1267","0.647348769057814","0.62539777145423","0.669299766661398"
"1","1993","East Germany","Female","1269","0.566654938468395","0.544991553013255","0.588318323923535"
"2","1993","West Germany","Male","85","0.0234715961589502","0.0190788449317156","0.0278643473861848"
"2","1993","West Germany","Female","98","0.0221064310447096","0.0179141315904066","0.0262987304990126"
"2","1993","East Germany","Male","19","","",""
"2","1993","East Germany","Female","29","","",""
"3","1993","West Germany","Male","1253","0.269890066973708","0.257010227933296","0.28276990601412"
"3","1993","West Germany","Female","957","0.188223149436163","0.17707758585314","0.199368713019186"
"3","1993","East Germany","Male","423","0.244778941983402","0.225025787093472","0.264532096873332"
"3","1993","East Germany","Female","367","0.176258076174816","0.159600179652987","0.192915972696645"
"4","1993","West Germany","Male","171","0.0499314579075885","0.0436118890650454","0.0562510267501316"
"4","1993","West Germany","Female","239","0.0678331206840016","0.0606631906572165","0.0750030507107867"
"4","1993","East Germany","Male","67","0.060443254449455","0.0494949258297766","0.0713915830691333"
"4","1993","East Germany","Female","149","0.086117409705248","0.0738531668021385","0.0983816526083575"
"5","1993","West Germany","Male","100","0.0371560357358409","0.0316680180946422","0.0426440533770396"
"5","1993","West Germany","Female","483","0.173865714596952","0.16305935332251","0.184672075871393"
"5","1993","East Germany","Male","44","0.0378778515669408","0.0291074359960876","0.046648267137794"
"5","1993","East Germany","Female","196","0.159540091028319","0.143531854926181","0.175548327130457"
"6","1993","West Germany","Male","34","0.00377340707785069","0.00199443655604328","0.0055523775996581"
"6","1993","West Germany","Female","14","","",""
"6","1993","East Germany","Male","","","",""
"6","1993","East Germany","Female","","","",""
"7","1993","West Germany","Male","","","",""
"7","1993","West Germany","Female","","","",""
"7","1993","East Germany","Male","","","",""
"7","1993","East Germany","Female","","","",""
"8","1993","West Germany","Male","","","",""
"8","1993","West Germany","Female","","","",""
"8","1993","East Germany","Male","","","",""
"8","1993","East Germany","Female","","","",""
"1","1994","West Germany","Male","2844","0.618214236444455","0.603914447995926","0.632514024892984"
"1","1994","West Germany","Female","2881","0.545331319263705","0.53105155962224","0.55961107890517"
"1","1994","East Germany","Male","1233","0.645344412505579","0.623231170051418","0.66745765495974"
"1","1994","East Germany","Female","1234","0.561972247080764","0.540118609120457","0.583825885041071"
"2","1994","West Germany","Male","93","0.0240715090171185","0.019560113503198","0.0285829045310389"
"2","1994","West Germany","Female","95","0.0243079212514096","0.0198914698349157","0.0287243726679035"
"2","1994","East Germany","Male","30","0.0161619816578478","0.0103334071493147","0.0219905561663808"
"2","1994","East Germany","Female","29","","",""
"3","1994","West Germany","Male","1203","0.263355309927501","0.250390972751564","0.276319647103439"
"3","1994","West Germany","Female","959","0.190189818736973","0.178935261713955","0.201444375759991"
"3","1994","East Germany","Male","424","0.241567880328459","0.221783101479349","0.261352659177568"
"3","1994","East Germany","Female","380","0.176176233383882","0.159395678614735","0.19295678815303"
"4","1994","West Germany","Male","171","0.0519110009501477","0.0453811314518874","0.058440870448408"
"4","1994","West Germany","Female","244","0.06814688425785","0.0609201865211123","0.0753735819945877"
"4","1994","East Germany","Male","68","0.059164519280943","0.0482591403426909","0.0700698982191951"
"4","1994","East Germany","Female","142","0.0832803022093752","0.0711099002058523","0.0954507042128981"
"5","1994","West Germany","Male","98","0.039802068271775","0.0340478881834178","0.0455562483601322"
"5","1994","West Germany","Female","479","0.170935111454537","0.160139355497942","0.181730867411131"
"5","1994","East Germany","Male","43","0.0377612062271714","0.0289503602841444","0.0465720521701985"
"5","1994","East Germany","Female","195","0.16485974747786","0.148515967042139","0.181203527913582"
"6","1994","West Germany","Male","25","","",""
"6","1994","West Germany","Female","13","","",""
"6","1994","East Germany","Male","","","",""
"6","1994","East Germany","Female","","","",""
"7","1994","West Germany","Male","","","",""
"7","1994","West Germany","Female","","","",""
"7","1994","East Germany","Male","","","",""
"7","1994","East Germany","Female","","","",""
"8","1994","West Germany","Male","","","",""
"8","1994","West Germany","Female","","","",""
"8","1994","East Germany","Male","","","",""
"8","1994","East Germany","Female","","","",""
"1","1995","West Germany","Male","3026","0.623131286136572","0.609244466225098","0.637018106048047"
"1","1995","West Germany","Female","3069","0.548055241122401","0.534169810357067","0.561940671887735"
"1","1995","East Germany","Male","1181","0.645282324165759","0.622879780130525","0.667684868200993"
"1","1995","East Germany","Female","1187","0.551962053723587","0.529838884915041","0.574085222532132"
"2","1995","West Germany","Male","84","0.0207663747266906","0.0166799689966396","0.0248527804567415"
"2","1995","West Germany","Female","102","0.0203924951681948","0.0164491413283204","0.0243358490080691"
"2","1995","East Germany","Male","20","","",""
"2","1995","East Germany","Female","22","","",""
"3","1995","West Germany","Male","1260","0.261936099321722","0.249336328601514","0.274535870041929"
"3","1995","West Germany","Female","1001","0.185914434111723","0.175060277232226","0.196768590991219"
"3","1995","East Germany","Male","431","0.242097464199328","0.222039685265462","0.262155243133194"
"3","1995","East Germany","Female","386","0.177419019265083","0.160423879428417","0.194414159101749"
"4","1995","West Germany","Male","191","0.0554917945874618","0.0489313203425094","0.0620522688324142"
"4","1995","West Germany","Female","268","0.0707256295258733","0.0635730136368901","0.0778782454148566"
"4","1995","East Germany","Male","74","0.0616328120365963","0.0503719033111471","0.0728937207620454"
"4","1995","East Germany","Female","157","0.097077385670558","0.0839063591398002","0.110248412201316"
"5","1995","West Germany","Male","98","0.0363424222121354","0.0309796878210502","0.0417051566032206"
"5","1995","West Germany","Female","489","0.174658845473696","0.164065904418778","0.185251786528615"
"5","1995","East Germany","Male","46","0.0397510960792828","0.0306026463860521","0.0488995457725134"
"5","1995","East Germany","Female","189","0.164882996640756","0.148374903051354","0.181391090230159"
"6","1995","West Germany","Male","19","","",""
"6","1995","West Germany","Female","6","","",""
"6","1995","East Germany","Male","","","",""
"6","1995","East Germany","Female","","","",""
"7","1995","West Germany","Male","","","",""
"7","1995","West Germany","Female","","","",""
"7","1995","East Germany","Male","","","",""
"7","1995","East Germany","Female","","","",""
"8","1995","West Germany","Male","","","",""
"8","1995","West Germany","Female","","","",""
"8","1995","East Germany","Male","","","",""
"8","1995","East Germany","Female","","","",""
"1","1996","West Germany","Male","2915","0.62013389179339","0.606035899359246","0.634231884227535"
"1","1996","West Germany","Female","2963","0.537668197303686","0.523619074205818","0.551717320401555"
"1","1996","East Germany","Male","1159","0.637537622280151","0.615053796472647","0.660021448087655"
"1","1996","East Germany","Female","1169","0.53973965912305","0.517503315374255","0.561976002871844"
"2","1996","West Germany","Male","125","0.0313042836932673","0.0262460971620255","0.0363624702245091"
"2","1996","West Germany","Female","114","0.0206145055160206","0.0166106494784411","0.0246183615536001"
"2","1996","East Germany","Male","21","","",""
"2","1996","East Germany","Female","30","0.0154608709420731","0.00995656069575133","0.0209651811883948"
"3","1996","West Germany","Male","1240","0.260607131938343","0.247856548933127","0.27335771494356"
"3","1996","West Germany","Female","1008","0.194373921363599","0.183223252594793","0.205524590132406"
"3","1996","East Germany","Male","455","0.25149850039802","0.231205331379791","0.271791669416249"
"3","1996","East Germany","Female","394","0.182585059212563","0.165349580886832","0.199820537538294"
"4","1996","West Germany","Male","185","0.0551870152403485","0.0485543107939464","0.0618197196867507"
"4","1996","West Germany","Female","276","0.0753147607581242","0.0678785417494858","0.0827509797667626"
"4","1996","East Germany","Male","75","0.0586579908092537","0.0476673466520924","0.069648634966415"
"4","1996","East Germany","Female","144","0.0921077775917903","0.0792064401036196","0.105009115079961"
"5","1996","West Germany","Male","88","0.0327676773346507","0.0275965230466111","0.0379388316226903"
"5","1996","West Germany","Female","477","0.17202861505857","0.161393965841146","0.182663264275993"
"5","1996","East Germany","Male","46","0.0402403385268442","0.031048595075076","0.0494320819786123"
"5","1996","East Germany","Female","193","0.170106633130524","0.15334403985058","0.186869226410468"
"6","1996","West Germany","Male","","","",""
"6","1996","West Germany","Female","","","",""
"6","1996","East Germany","Male","","","",""
"6","1996","East Germany","Female","","","",""
"7","1996","West Germany","Male","","","",""
"7","1996","West Germany","Female","","","",""
"7","1996","East Germany","Male","","","",""
"7","1996","East Germany","Female","","","",""
"8","1996","West Germany","Male","","","",""
"8","1996","West Germany","Female","","","",""
"8","1996","East Germany","Male","","","",""
"8","1996","East Germany","Female","","","",""
"1","1997","West Germany","Male","2852","0.62300197872483","0.608796364895303","0.637207592554357"
"1","1997","West Germany","Female","2893","0.527103718566209","0.51289807308404","0.541309364048377"
"1","1997","East Germany","Male","1115","0.620467293333881","0.597705314145956","0.643229272521807"
"1","1997","East Germany","Female","1120","0.523438169253356","0.500933126263111","0.545943212243601"
"2","1997","West Germany","Male","105","0.0257953794238338","0.0211487096573518","0.0304420491903157"
"2","1997","West Germany","Female","122","0.0255630936673323","0.0210723987613587","0.0300537885733058"
"2","1997","East Germany","Male","23","","",""
"2","1997","East Germany","Female","38","0.0211683666817016","0.0146822434157598","0.0276544899476434"
"3","1997","West Germany","Male","1222","0.257042894323794","0.244233445946558","0.26985234270103"
"3","1997","West Germany","Female","982","0.197972014302313","0.186634270346783","0.209309758257844"
"3","1997","East Germany","Male","483","0.268732153818492","0.247938824743855","0.28952548289313"
"3","1997","East Germany","Female","397","0.190756749524304","0.173052927921763","0.208460571126844"
"4","1997","West Germany","Male","198","0.0586644454608938","0.0517762498424828","0.0655526410793048"
"4","1997","West Germany","Female","272","0.0758790912130512","0.0683445737933051","0.0834136086327974"
"4","1997","East Germany","Male","80","0.0605511763917044","0.0493639139235997","0.0717384388598092"
"4","1997","East Germany","Female","148","0.101002158911882","0.0874242722924975","0.114580045531266"
"5","1997","West Germany","Male","85","0.0345533545953674","0.0291996426116222","0.0399070665791126"
"5","1997","West Germany","Female","475","0.173250850440803","0.162482366899139","0.184019333982466"
"5","1997","East Germany","Male","45","0.0365211694153093","0.0277224514423295","0.0453198873882891"
"5","1997","East Germany","Female","189","0.163634555628757","0.146965036329492","0.180304074928021"
"6","1997","West Germany","Male","9","","",""
"6","1997","West Germany","Female","1","","",""
"6","1997","East Germany","Male","","","",""
"6","1997","East Germany","Female","","","",""
"7","1997","West Germany","Male","","","",""
"7","1997","West Germany","Female","","","",""
"7","1997","East Germany","Male","","","",""
"7","1997","East Germany","Female","","","",""
"8","1997","West Germany","Male","","","",""
"8","1997","West Germany","Female","","","",""
"8","1997","East Germany","Male","","","",""
"8","1997","East Germany","Female","","","",""
"1","1998","West Germany","Male","3187","0.621382588572642","0.607971627901154","0.634793549244129"
"1","1998","West Germany","Female","3246","0.535369434949541","0.522023656765493","0.548715213133588"
"1","1998","East Germany","Male","1185","0.616339645946339","0.594329092194087","0.63835019969859"
"1","1998","East Germany","Female","1186","0.529399556930607","0.507518935784399","0.551280178076816"
"2","1998","West Germany","Male","111","0.025158950699149","0.0208288975785724","0.0294890038197256"
"2","1998","West Germany","Female","138","0.026872831209818","0.0225456534239685","0.0312000089956674"
