"pgfamstd","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"4","1984","Single parent ","Female","77","0.236229053274748","0.189689595009868","0.282768511539629"
"4","1984","Couple + C. LE 16 ","Male","16","","",""
"4","1984","Couple + C. LE 16 ","Female","9","","",""
"4","1984","Couple + C. GT 16 ","Male","7","","",""
"4","1984","Couple + C. GT 16 ","Female","4","","",""
"4","1984","Couple + C. LE and GT 16","Male","4","","",""
"4","1984","Couple + C. LE and GT 16","Female","4","","",""
"5","1984","1-pers.-HH","Male","71","0.234455061555415","0.19522452615535","0.27368559695548"
"5","1984","1-pers.-HH","Female","347","0.602545371035051","0.565125346912904","0.639965395157199"
"5","1984","(Married) couple without C. ","Male","7","","",""
"5","1984","(Married) couple without C. ","Female","17","","",""
"5","1984","Single parent ","Male","19","","",""
"5","1984","Single parent ","Female","95","0.31949477609652","0.26840656280352","0.370582989389519"
"5","1984","Couple + C. LE 16 ","Male","1","","",""
"5","1984","Couple + C. LE 16 ","Female","7","","",""
"5","1984","Couple + C. GT 16 ","Male","","","",""
"5","1984","Couple + C. GT 16 ","Female","","","",""
"5","1984","Couple + C. LE and GT 16","Male","2","","",""
"5","1984","Couple + C. LE and GT 16","Female","4","","",""
"6","1984","1-pers.-HH","Male","52","0.0425058646122785","0.0238248021471293","0.0611869270774277"
"6","1984","1-pers.-HH","Female","4","","",""
"6","1984","(Married) couple without C. ","Male","3","","",""
"6","1984","(Married) couple without C. ","Female","","","",""
"6","1984","Single parent ","Male","7","","",""
"6","1984","Single parent ","Female","6","","",""
"6","1984","Couple + C. LE 16 ","Male","","","",""
"6","1984","Couple + C. LE 16 ","Female","1","","",""
"6","1984","Couple + C. GT 16 ","Male","3","","",""
"6","1984","Couple + C. GT 16 ","Female","","","",""
"6","1984","Couple + C. LE and GT 16","Male","4","","",""
"6","1984","Couple + C. LE and GT 16","Female","3","","",""
"7","1984","1-pers.-HH","Male","","","",""
"7","1984","1-pers.-HH","Female","","","",""
"7","1984","(Married) couple without C. ","Male","","","",""
"7","1984","(Married) couple without C. ","Female","","","",""
"7","1984","Single parent ","Male","","","",""
"7","1984","Single parent ","Female","","","",""
"7","1984","Couple + C. LE 16 ","Male","","","",""
"7","1984","Couple + C. LE 16 ","Female","","","",""
"7","1984","Couple + C. GT 16 ","Male","","","",""
"7","1984","Couple + C. GT 16 ","Female","","","",""
"7","1984","Couple + C. LE and GT 16","Male","","","",""
"7","1984","Couple + C. LE and GT 16","Female","","","",""
"8","1984","1-pers.-HH","Male","","","",""
"8","1984","1-pers.-HH","Female","","","",""
"8","1984","(Married) couple without C. ","Male","","","",""
"8","1984","(Married) couple without C. ","Female","","","",""
"8","1984","Single parent ","Male","","","",""
"8","1984","Single parent ","Female","","","",""
"8","1984","Couple + C. LE 16 ","Male","","","",""
"8","1984","Couple + C. LE 16 ","Female","","","",""
"8","1984","Couple + C. GT 16 ","Male","","","",""
"8","1984","Couple + C. GT 16 ","Female","","","",""
"8","1984","Couple + C. LE and GT 16","Male","","","",""
"8","1984","Couple + C. LE and GT 16","Female","","","",""
"1","1985","1-pers.-HH","Male","11","","",""
"1","1985","1-pers.-HH","Female","","","",""
"1","1985","(Married) couple without C. ","Male","955","0.886949696617202","0.868194293965731","0.905705099268673"
"1","1985","(Married) couple without C. ","Female","967","0.896393383272156","0.878326589919631","0.914460176624681"
"1","1985","Single parent ","Male","4","","",""
"1","1985","Single parent ","Female","7","","",""
"1","1985","Couple + C. LE 16 ","Male","1203","0.96487935690183","0.954662140270532","0.975096573533128"
"1","1985","Couple + C. LE 16 ","Female","1204","0.964648773350487","0.954391066877108","0.974906479823867"
"1","1985","Couple + C. GT 16 ","Male","539","0.515445143315562","0.48517339865038","0.545716887980744"
"1","1985","Couple + C. GT 16 ","Female","540","0.614040355201003","0.581447148850524","0.646633561551483"
"1","1985","Couple + C. LE and GT 16","Male","415","0.518529304432486","0.483214524569486","0.553844084295486"
"1","1985","Couple + C. LE and GT 16","Female","418","0.603804171004243","0.566116529976194","0.641491812032292"
"2","1985","1-pers.-HH","Male","33","0.0642866598910033","0.0407745397803582","0.0877987800016483"
"2","1985","1-pers.-HH","Female","9","","",""
"2","1985","(Married) couple without C. ","Male","14","","",""
"2","1985","(Married) couple without C. ","Female","8","","",""
"2","1985","Single parent ","Male","4","","",""
"2","1985","Single parent ","Female","24","","",""
"2","1985","Couple + C. LE 16 ","Male","10","","",""
"2","1985","Couple + C. LE 16 ","Female","10","","",""
"2","1985","Couple + C. GT 16 ","Male","4","","",""
"2","1985","Couple + C. GT 16 ","Female","3","","",""
"2","1985","Couple + C. LE and GT 16","Male","1","","",""
"2","1985","Couple + C. LE and GT 16","Female","","","",""
"3","1985","1-pers.-HH","Male","207","0.497354802506385","0.449422987243478","0.545286617769291"
"3","1985","1-pers.-HH","Female","214","0.280698278370383","0.246021107528928","0.315375449211838"
"3","1985","(Married) couple without C. ","Male","91","0.0720733986383938","0.0567559883697485","0.087390808907039"
"3","1985","(Married) couple without C. ","Female","84","0.0670373400242586","0.0522111853025717","0.0818634947459456"
"3","1985","Single parent ","Male","131","0.767944630072395","0.705220559872087","0.830668700272704"
"3","1985","Single parent ","Female","110","0.353426068206353","0.300126064840738","0.406726071571968"
"3","1985","Couple + C. LE 16 ","Male","19","","",""
"3","1985","Couple + C. LE 16 ","Female","15","","",""
"3","1985","Couple + C. GT 16 ","Male","494","0.474822940133834","0.444575162589186","0.505070717678482"
"3","1985","Couple + C. GT 16 ","Female","308","0.376648917181809","0.344208054041323","0.409089780322296"
"3","1985","Couple + C. LE and GT 16","Male","346","0.470586651909319","0.435308797240327","0.505864506578311"
"3","1985","Couple + C. LE and GT 16","Female","221","0.386016789247879","0.348504178072948","0.423529400422811"
"4","1985","1-pers.-HH","Male","60","0.159570273836782","0.124463845463931","0.194676702209633"
"4","1985","1-pers.-HH","Female","82","0.108640952220875","0.0846254676493197","0.13265643679243"
"4","1985","(Married) couple without C. ","Male","21","","",""
"4","1985","(Married) couple without C. ","Female","16","","",""
"4","1985","Single parent ","Male","13","","",""
"4","1985","Single parent ","Female","73","0.229863599999938","0.182951186286027","0.276776013713849"
"4","1985","Couple + C. LE 16 ","Male","12","","",""
"4","1985","Couple + C. LE 16 ","Female","9","","",""
"4","1985","Couple + C. GT 16 ","Male","6","","",""
"4","1985","Couple + C. GT 16 ","Female","3","","",""
"4","1985","Couple + C. LE and GT 16","Male","4","","",""
"4","1985","Couple + C. LE and GT 16","Female","2","","",""
"5","1985","1-pers.-HH","Male","64","0.226229611184805","0.186120713390464","0.266338508979147"
"5","1985","1-pers.-HH","Female","337","0.595905818438097","0.55803555334057","0.633776083535624"
"5","1985","(Married) couple without C. ","Male","10","","",""
"5","1985","(Married) couple without C. ","Female","17","","",""
"5","1985","Single parent ","Male","16","","",""
"5","1985","Single parent ","Female","89","0.313288361986749","0.26157197385827","0.365004750115228"
"5","1985","Couple + C. LE 16 ","Male","1","","",""
"5","1985","Couple + C. LE 16 ","Female","6","","",""
"5","1985","Couple + C. GT 16 ","Male","","","",""
"5","1985","Couple + C. GT 16 ","Female","2","","",""
"5","1985","Couple + C. LE and GT 16","Male","2","","",""
"5","1985","Couple + C. LE and GT 16","Female","3","","",""
"6","1985","1-pers.-HH","Male","43","0.0386564561484251","0.0201761025852101","0.0571368097116401"
"6","1985","1-pers.-HH","Female","3","","",""
"6","1985","(Married) couple without C. ","Male","4","","",""
"6","1985","(Married) couple without C. ","Female","1","","",""
"6","1985","Single parent ","Male","6","","",""
"6","1985","Single parent ","Female","6","","",""
"6","1985","Couple + C. LE 16 ","Male","2","","",""
"6","1985","Couple + C. LE 16 ","Female","1","","",""
"6","1985","Couple + C. GT 16 ","Male","4","","",""
"6","1985","Couple + C. GT 16 ","Female","1","","",""
"6","1985","Couple + C. LE and GT 16","Male","1","","",""
"6","1985","Couple + C. LE and GT 16","Female","3","","",""
"7","1985","1-pers.-HH","Male","","","",""
"7","1985","1-pers.-HH","Female","","","",""
"7","1985","(Married) couple without C. ","Male","","","",""
"7","1985","(Married) couple without C. ","Female","","","",""
"7","1985","Single parent ","Male","","","",""
"7","1985","Single parent ","Female","","","",""
"7","1985","Couple + C. LE 16 ","Male","","","",""
"7","1985","Couple + C. LE 16 ","Female","","","",""
"7","1985","Couple + C. GT 16 ","Male","","","",""
"7","1985","Couple + C. GT 16 ","Female","","","",""
"7","1985","Couple + C. LE and GT 16","Male","","","",""
"7","1985","Couple + C. LE and GT 16","Female","","","",""
"8","1985","1-pers.-HH","Male","","","",""
"8","1985","1-pers.-HH","Female","","","",""
"8","1985","(Married) couple without C. ","Male","","","",""
"8","1985","(Married) couple without C. ","Female","","","",""
"8","1985","Single parent ","Male","","","",""
"8","1985","Single parent ","Female","","","",""
"8","1985","Couple + C. LE 16 ","Male","","","",""
"8","1985","Couple + C. LE 16 ","Female","","","",""
"8","1985","Couple + C. GT 16 ","Male","","","",""
"8","1985","Couple + C. GT 16 ","Female","","","",""
"8","1985","Couple + C. LE and GT 16","Male","","","",""
"8","1985","Couple + C. LE and GT 16","Female","","","",""
"1","1986","1-pers.-HH","Male","2","","",""
"1","1986","1-pers.-HH","Female","1","","",""
"1","1986","(Married) couple without C. ","Male","1019","0.887627400377206","0.869576868881958","0.905677931872453"
"1","1986","(Married) couple without C. ","Female","1020","0.881932001219218","0.863536018009119","0.900327984429317"
"1","1986","Single parent ","Male","5","","",""
"1","1986","Single parent ","Female","9","","",""
"1","1986","Couple + C. LE 16 ","Male","1153","0.971605827229284","0.962188583641724","0.981023070816845"
"1","1986","Couple + C. LE 16 ","Female","1154","0.96761237566228","0.957575364845855","0.977649386478705"
"1","1986","Couple + C. GT 16 ","Male","596","0.536819076397693","0.508049432320089","0.565588720475297"
"1","1986","Couple + C. GT 16 ","Female","602","0.643544803334621","0.612812215021897","0.674277391647345"
"1","1986","Couple + C. LE and GT 16","Male","413","0.55451541563344","0.518753622178251","0.59027720908863"
"1","1986","Couple + C. LE and GT 16","Female","410","0.635701441429763","0.598271723619895","0.673131159239632"
"2","1986","1-pers.-HH","Male","47","0.0933084461668213","0.0663444291102066","0.120272463223436"
"2","1986","1-pers.-HH","Female","14","","",""
"2","1986","(Married) couple without C. ","Male","17","","",""
"2","1986","(Married) couple without C. ","Female","11","","",""
"2","1986","Single parent ","Male","9","","",""
"2","1986","Single parent ","Female","39","0.127643131286766","0.0907930346260572","0.164493227947474"
"2","1986","Couple + C. LE 16 ","Male","8","","",""
"2","1986","Couple + C. LE 16 ","Female","8","","",""
"2","1986","Couple + C. GT 16 ","Male","5","","",""
"2","1986","Couple + C. GT 16 ","Female","6","","",""
"2","1986","Couple + C. LE and GT 16","Male","4","","",""
"2","1986","Couple + C. LE and GT 16","Female","2","","",""
"3","1986","1-pers.-HH","Male","221","0.483836025087745","0.437508694633049","0.530163355542442"
"3","1986","1-pers.-HH","Female","225","0.29715246269463","0.261746342878507","0.332558582510753"
"3","1986","(Married) couple without C. ","Male","105","0.0713872790668317","0.0566718761092295","0.0861026820244339"
"3","1986","(Married) couple without C. ","Female","116","0.0792004154328505","0.0638052046325046","0.0945956262331965"
"3","1986","Single parent ","Male","133","0.761506947920155","0.698901389932036","0.824112505908274"
"3","1986","Single parent ","Female","103","0.326616743634623","0.274827067740986","0.378406419528259"
"3","1986","Couple + C. LE 16 ","Male","24","","",""
"3","1986","Couple + C. LE 16 ","Female","15","","",""
"3","1986","Couple + C. GT 16 ","Male","538","0.45042315645206","0.421717349877673","0.479128963026447"
"3","1986","Couple + C. GT 16 ","Female","313","0.343885630615811","0.313406395906147","0.374364865325476"
"3","1986","Couple + C. LE and GT 16","Male","317","0.432956516142794","0.397305126674252","0.468607905611336"
"3","1986","Couple + C. LE and GT 16","Female","217","0.352958515276098","0.315788809498543","0.390128221053653"
"4","1986","1-pers.-HH","Male","66","0.168651356201736","0.133939259680993","0.20336345272248"
"4","1986","1-pers.-HH","Female","79","0.106989293912771","0.0830419915621156","0.130936596263426"
"4","1986","(Married) couple without C. ","Male","26","","",""
"4","1986","(Married) couple without C. ","Female","18","","",""
"4","1986","Single parent ","Male","15","","",""
"4","1986","Single parent ","Female","72","0.214856897455312","0.169500153081775","0.260213641828849"
"4","1986","Couple + C. LE 16 ","Male","9","","",""
"4","1986","Couple + C. LE 16 ","Female","14","","",""
"4","1986","Couple + C. GT 16 ","Male","8","","",""
"4","1986","Couple + C. GT 16 ","Female","5","","",""
"4","1986","Couple + C. LE and GT 16","Male","2","","",""
"4","1986","Couple + C. LE and GT 16","Female","1","","",""
"5","1986","1-pers.-HH","Male","65","0.218439484257929","0.180135742027574","0.256743226488284"
"5","1986","1-pers.-HH","Female","319","0.576578795403995","0.538298635879184","0.614858954928805"
"5","1986","(Married) couple without C. ","Male","8","","",""
"5","1986","(Married) couple without C. ","Female","17","","",""
"5","1986","Single parent ","Male","12","","",""
"5","1986","Single parent ","Female","89","0.304930990871463","0.254090754715952","0.355771227026974"
"5","1986","Couple + C. LE 16 ","Male","1","","",""
"5","1986","Couple + C. LE 16 ","Female","4","","",""
"5","1986","Couple + C. GT 16 ","Male","2","","",""
"5","1986","Couple + C. GT 16 ","Female","6","","",""
"5","1986","Couple + C. LE and GT 16","Male","1","","",""
"5","1986","Couple + C. LE and GT 16","Female","2","","",""
"6","1986","1-pers.-HH","Male","46","0.0304724084709593","0.0145382986307163","0.0464065183112023"
"6","1986","1-pers.-HH","Female","2","","",""
"6","1986","(Married) couple without C. ","Male","1","","",""
"6","1986","(Married) couple without C. ","Female","","","",""
"6","1986","Single parent ","Male","4","","",""
"6","1986","Single parent ","Female","3","","",""
"6","1986","Couple + C. LE 16 ","Male","","","",""
"6","1986","Couple + C. LE 16 ","Female","","","",""
"6","1986","Couple + C. GT 16 ","Male","5","","",""
"6","1986","Couple + C. GT 16 ","Female","1","","",""
"6","1986","Couple + C. LE and GT 16","Male","5","","",""
"6","1986","Couple + C. LE and GT 16","Female","3","","",""
"7","1986","1-pers.-HH","Male","","","",""
"7","1986","1-pers.-HH","Female","","","",""
"7","1986","(Married) couple without C. ","Male","","","",""
"7","1986","(Married) couple without C. ","Female","","","",""
"7","1986","Single parent ","Male","","","",""
"7","1986","Single parent ","Female","","","",""
"7","1986","Couple + C. LE 16 ","Male","","","",""
"7","1986","Couple + C. LE 16 ","Female","","","",""
"7","1986","Couple + C. GT 16 ","Male","","","",""
"7","1986","Couple + C. GT 16 ","Female","","","",""
"7","1986","Couple + C. LE and GT 16","Male","","","",""
"7","1986","Couple + C. LE and GT 16","Female","","","",""
"8","1986","1-pers.-HH","Male","","","",""
"8","1986","1-pers.-HH","Female","","","",""
"8","1986","(Married) couple without C. ","Male","","","",""
"8","1986","(Married) couple without C. ","Female","","","",""
"8","1986","Single parent ","Male","","","",""
"8","1986","Single parent ","Female","","","",""
"8","1986","Couple + C. LE 16 ","Male","","","",""
"8","1986","Couple + C. LE 16 ","Female","","","",""
"8","1986","Couple + C. GT 16 ","Male","","","",""
"8","1986","Couple + C. GT 16 ","Female","","","",""
"8","1986","Couple + C. LE and GT 16","Male","","","",""
"8","1986","Couple + C. LE and GT 16","Female","","","",""
"1","1987","1-pers.-HH","Male","","","",""
"1","1987","1-pers.-HH","Female","","","",""
"1","1987","(Married) couple without C. ","Male","1004","0.885957748246885","0.867767506023913","0.904147990469858"
"1","1987","(Married) couple without C. ","Female","1000","0.873323840416547","0.854265272578465","0.892382408254629"
"1","1987","Single parent ","Male","3","","",""
"1","1987","Single parent ","Female","5","","",""
"1","1987","Couple + C. LE 16 ","Male","1145","0.975333937765917","0.966480381165952","0.984187494365882"
"1","1987","Couple + C. LE 16 ","Female","1142","0.969796034124971","0.96002259002895","0.979569478220991"
"1","1987","Couple + C. GT 16 ","Male","620","0.554261840860757","0.526115815186508","0.582407866535005"
"1","1987","Couple + C. GT 16 ","Female","627","0.66457082761897","0.634657606994907","0.694484048243033"
"1","1987","Couple + C. LE and GT 16","Male","370","0.578679406205589","0.541291077944455","0.616067734466723"
"1","1987","Couple + C. LE and GT 16","Female","369","0.639501775763886","0.600659784819206","0.678343766708566"
"2","1987","1-pers.-HH","Male","39","0.0787759071354286","0.0537185099975028","0.103833304273354"
"2","1987","1-pers.-HH","Female","15","","",""
"2","1987","(Married) couple without C. ","Male","10","","",""
"2","1987","(Married) couple without C. ","Female","7","","",""
"2","1987","Single parent ","Male","10","","",""
"2","1987","Single parent ","Female","28","","",""
"2","1987","Couple + C. LE 16 ","Male","5","","",""
"2","1987","Couple + C. LE 16 ","Female","8","","",""
"2","1987","Couple + C. GT 16 ","Male","7","","",""
"2","1987","Couple + C. GT 16 ","Female","5","","",""
"2","1987","Couple + C. LE and GT 16","Male","5","","",""
"2","1987","Couple + C. LE and GT 16","Female","1","","",""
"3","1987","1-pers.-HH","Male","220","0.493529164577593","0.447025172287486","0.540033156867699"
"3","1987","1-pers.-HH","Female","214","0.288153709272888","0.253120026158548","0.323187392387228"
"3","1987","(Married) couple without C. ","Male","120","0.0775005615674434","0.0621990418978026","0.0928020812370842"
"3","1987","(Married) couple without C. ","Female","122","0.0885702174351791","0.072289984160447","0.104850450709911"
"3","1987","Single parent ","Male","149","0.757068426805451","0.696565137632726","0.817571715978177"
"3","1987","Single parent ","Female","106","0.332831917992075","0.280958056955935","0.384705779028216"
"3","1987","Couple + C. LE 16 ","Male","19","","",""
"3","1987","Couple + C. LE 16 ","Female","9","","",""
"3","1987","Couple + C. GT 16 ","Male","556","0.432215628033192","0.404163770001758","0.460267486064627"
"3","1987","Couple + C. GT 16 ","Female","310","0.319736395463614","0.290188484789873","0.349284306137355"
"3","1987","Couple + C. LE and GT 16","Male","289","0.411714862914709","0.374449710622625","0.448980015206793"
"3","1987","Couple + C. LE and GT 16","Female","210","0.350218583724123","0.311627917405926","0.388809250042319"
"4","1987","1-pers.-HH","Male","74","0.178408945819012","0.14279724054801","0.214020651090014"
"4","1987","1-pers.-HH","Female","79","0.109800227951854","0.0856163502901212","0.133984105613587"
"4","1987","(Married) couple without C. ","Male","25","","",""
"4","1987","(Married) couple without C. ","Female","20","","",""
"4","1987","Single parent ","Male","13","","",""
"4","1987","Single parent ","Female","79","0.232081691653849","0.185609151472874","0.278554231834824"
"4","1987","Couple + C. LE 16 ","Male","10","","",""
"4","1987","Couple + C. LE 16 ","Female","15","","",""
"4","1987","Couple + C. GT 16 ","Male","9","","",""
"4","1987","Couple + C. GT 16 ","Female","7","","",""
"4","1987","Couple + C. LE and GT 16","Male","3","","",""
"4","1987","Couple + C. LE and GT 16","Female","3","","",""
"5","1987","1-pers.-HH","Male","68","0.21677941926949","0.178452167842678","0.255106670696301"
"5","1987","1-pers.-HH","Female","333","0.583374900165541","0.545239600611128","0.621510199719954"
"5","1987","(Married) couple without C. ","Male","13","","",""
"5","1987","(Married) couple without C. ","Female","21","","",""
"5","1987","Single parent ","Male","15","","",""
"5","1987","Single parent ","Female","95","0.327627586949658","0.275960540632723","0.379294633266594"
"5","1987","Couple + C. LE 16 ","Male","","","",""
"5","1987","Couple + C. LE 16 ","Female","3","","",""
"5","1987","Couple + C. GT 16 ","Male","3","","",""
"5","1987","Couple + C. GT 16 ","Female","6","","",""
"5","1987","Couple + C. LE and GT 16","Male","","","",""
"5","1987","Couple + C. LE and GT 16","Female","2","","",""
"6","1987","1-pers.-HH","Male","43","0.032506563198477","0.0160110380007475","0.0490020883962066"
"6","1987","1-pers.-HH","Female","1","","",""
"6","1987","(Married) couple without C. ","Male","1","","",""
"6","1987","(Married) couple without C. ","Female","","","",""
"6","1987","Single parent ","Male","3","","",""
"6","1987","Single parent ","Female","4","","",""
"6","1987","Couple + C. LE 16 ","Male","","","",""
"6","1987","Couple + C. LE 16 ","Female","1","","",""
"6","1987","Couple + C. GT 16 ","Male","3","","",""
"6","1987","Couple + C. GT 16 ","Female","2","","",""
"6","1987","Couple + C. LE and GT 16","Male","3","","",""
"6","1987","Couple + C. LE and GT 16","Female","2","","",""
"7","1987","1-pers.-HH","Male","","","",""
"7","1987","1-pers.-HH","Female","","","",""
"7","1987","(Married) couple without C. ","Male","","","",""
"7","1987","(Married) couple without C. ","Female","","","",""
"7","1987","Single parent ","Male","","","",""
"7","1987","Single parent ","Female","","","",""
"7","1987","Couple + C. LE 16 ","Male","","","",""
"7","1987","Couple + C. LE 16 ","Female","","","",""
"7","1987","Couple + C. GT 16 ","Male","","","",""
"7","1987","Couple + C. GT 16 ","Female","","","",""
"7","1987","Couple + C. LE and GT 16","Male","","","",""
"7","1987","Couple + C. LE and GT 16","Female","","","",""
"8","1987","1-pers.-HH","Male","","","",""
"8","1987","1-pers.-HH","Female","","","",""
"8","1987","(Married) couple without C. ","Male","","","",""
"8","1987","(Married) couple without C. ","Female","","","",""
"8","1987","Single parent ","Male","","","",""
"8","1987","Single parent ","Female","","","",""
"8","1987","Couple + C. LE 16 ","Male","","","",""
"8","1987","Couple + C. LE 16 ","Female","","","",""
"8","1987","Couple + C. GT 16 ","Male","","","",""
"8","1987","Couple + C. GT 16 ","Female","","","",""
"8","1987","Couple + C. LE and GT 16","Male","","","",""
"8","1987","Couple + C. LE and GT 16","Female","","","",""
"1","1988","1-pers.-HH","Male","","","",""
"1","1988","1-pers.-HH","Female","","","",""
"1","1988","(Married) couple without C. ","Male","964","0.869166516774284","0.849591298604652","0.888741734943916"
"1","1988","(Married) couple without C. ","Female","972","0.863063063797684","0.843159201841946","0.882966925753421"
"1","1988","Single parent ","Male","6","","",""
"1","1988","Single parent ","Female","7","","",""
"1","1988","Couple + C. LE 16 ","Male","1082","0.974627476494016","0.965384819108689","0.983870133879343"
"1","1988","Couple + C. LE 16 ","Female","1079","0.965184573572155","0.954424835413408","0.975944311730903"
"1","1988","Couple + C. GT 16 ","Male","633","0.535623095753419","0.507762909326506","0.563483282180331"
"1","1988","Couple + C. GT 16 ","Female","630","0.654045349699975","0.624218023307869","0.683872676092081"
"1","1988","Couple + C. LE and GT 16","Male","326","0.59325022292452","0.553064224613258","0.633436221235781"
"1","1988","Couple + C. LE and GT 16","Female","326","0.645292578893781","0.603892336760119","0.686692821027443"
"2","1988","1-pers.-HH","Male","45","0.0905018415501956","0.063353139882761","0.11765054321763"
"2","1988","1-pers.-HH","Female","20","","",""
"2","1988","(Married) couple without C. ","Male","17","","",""
"2","1988","(Married) couple without C. ","Female","7","","",""
"2","1988","Single parent ","Male","11","","",""
"2","1988","Single parent ","Female","35","0.114767871382213","0.0796245101135148","0.149911232650912"
"2","1988","Couple + C. LE 16 ","Male","9","","",""
"2","1988","Couple + C. LE 16 ","Female","14","","",""
"2","1988","Couple + C. GT 16 ","Male","5","","",""
"2","1988","Couple + C. GT 16 ","Female","5","","",""
"2","1988","Couple + C. LE and GT 16","Male","3","","",""
"2","1988","Couple + C. LE and GT 16","Female","3","","",""
"3","1988","1-pers.-HH","Male","213","0.512004679345299","0.464704341927584","0.559305016763014"
"3","1988","1-pers.-HH","Female","190","0.279865635266423","0.244181279819225","0.315549990713622"
"3","1988","(Married) couple without C. ","Male","117","0.0799148173257927","0.0641741427902241","0.0956554918613612"
"3","1988","(Married) couple without C. ","Female","121","0.0924658853860224","0.0756941489816373","0.109237621790408"
"3","1988","Single parent ","Male","135","0.733462929062152","0.669921129022052","0.797004729102253"
"3","1988","Single parent ","Female","99","0.315621998860571","0.264378803493992","0.366865194227149"
"3","1988","Couple + C. LE 16 ","Male","16","","",""
"3","1988","Couple + C. LE 16 ","Female","12","","",""
"3","1988","Couple + C. GT 16 ","Male","579","0.453030555030463","0.425222901425497","0.480838208635429"
"3","1988","Couple + C. GT 16 ","Female","330","0.329737778509709","0.300259132374408","0.359216424645011"
"3","1988","Couple + C. LE and GT 16","Male","238","0.390311861074908","0.350404602730491","0.430219119419325"
"3","1988","Couple + C. LE and GT 16","Female","175","0.332136305722343","0.29138031060123","0.372892300843456"
"4","1988","1-pers.-HH","Male","67","0.163193038594693","0.128224063674428","0.198162013514957"
"4","1988","1-pers.-HH","Female","76","0.106578908589203","0.08205102727208","0.131106789906326"
"4","1988","(Married) couple without C. ","Male","28","","",""
"4","1988","(Married) couple without C. ","Female","24","","",""
"4","1988","Single parent ","Male","13","","",""
"4","1988","Single parent ","Female","80","0.243220737541354","0.195917652941653","0.290523822141055"
"4","1988","Couple + C. LE 16 ","Male","5","","",""
"4","1988","Couple + C. LE 16 ","Female","7","","",""
"4","1988","Couple + C. GT 16 ","Male","8","","",""
"4","1988","Couple + C. GT 16 ","Female","7","","",""
"4","1988","Couple + C. LE and GT 16","Male","3","","",""
"4","1988","Couple + C. LE and GT 16","Female","3","","",""
