"year","pgisced97","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2013","vocational + Abi","Female","5.26","6","679","5.15","5.37","3","4","6","7"
"2013","vocational + Abi","Male","5.14","5","419","5","5.28","3","4","6","7"
"2014","general elemantary","Female","","","","","","","","",""
"2014","general elemantary","Male","","","","","","","","",""
"2014","higher education","Female","","","","","","","","",""
"2014","higher education","Male","","","","","","","","",""
"2014","higher vocational","Female","","","","","","","","",""
"2014","higher vocational","Male","","","","","","","","",""
"2014","in school","Female","","","","","","","","",""
"2014","in school","Male","","","","","","","","",""
"2014","inadequately","Female","","","","","","","","",""
"2014","inadequately","Male","","","","","","","","",""
"2014","middle vocational","Female","","","","","","","","",""
"2014","middle vocational","Male","","","","","","","","",""
"2014","vocational + Abi","Female","","","","","","","","",""
"2014","vocational + Abi","Male","","","","","","","","",""
"2015","general elemantary","Female","","","","","","","","",""
"2015","general elemantary","Male","","","","","","","","",""
"2015","higher education","Female","","","","","","","","",""
"2015","higher education","Male","","","","","","","","",""
"2015","higher vocational","Female","","","","","","","","",""
"2015","higher vocational","Male","","","","","","","","",""
"2015","in school","Female","","","","","","","","",""
"2015","in school","Male","","","","","","","","",""
"2015","inadequately","Female","","","","","","","","",""
"2015","inadequately","Male","","","","","","","","",""
"2015","middle vocational","Female","","","","","","","","",""
"2015","middle vocational","Male","","","","","","","","",""
"2015","vocational + Abi","Female","","","","","","","","",""
"2015","vocational + Abi","Male","","","","","","","","",""
"2016","general elemantary","Female","","","","","","","","",""
"2016","general elemantary","Male","","","","","","","","",""
"2016","higher education","Female","","","","","","","","",""
"2016","higher education","Male","","","","","","","","",""
"2016","higher vocational","Female","","","","","","","","",""
"2016","higher vocational","Male","","","","","","","","",""
"2016","in school","Female","","","","","","","","",""
"2016","in school","Male","","","","","","","","",""
"2016","inadequately","Female","","","","","","","","",""
"2016","inadequately","Male","","","","","","","","",""
"2016","middle vocational","Female","","","","","","","","",""
"2016","middle vocational","Male","","","","","","","","",""
"2016","vocational + Abi","Female","","","","","","","","",""
"2016","vocational + Abi","Male","","","","","","","","",""
"2017","general elemantary","Female","5.06","5","1874","4.99","5.13","3","4","6","7"
"2017","general elemantary","Male","5.11","5","1412","5.03","5.19","3","4","6","7"
"2017","higher education","Female","5.19","5","3422","5.14","5.24","3","4","6","7"
"2017","higher education","Male","4.88","5","3585","4.83","4.93","3","4","6","7"
"2017","higher vocational","Female","5.09","5","595","4.97","5.21","3","4","6","7"
"2017","higher vocational","Male","5.12","5","948","5.03","5.21","3","4","6","7"
"2017","in school","Female","5.34","5","219","5.15","5.53","3","5","6","7"
"2017","in school","Male","5.51","6","194","5.32","5.7","4","5","6","7"
"2017","inadequately","Female","5.21","5.31","626","5.08","5.34","3","4","6","7"
"2017","inadequately","Male","5.26","5.61","731","5.15","5.37","3","4","6","7"
"2017","middle vocational","Female","5.3","6","6781","5.27","5.33","3","4","6","7"
"2017","middle vocational","Male","5.07","5","5787","5.03","5.11","3","4","6","7"
"2017","vocational + Abi","Female","5.12","5","1419","5.04","5.2","3","4","6","7"
"2017","vocational + Abi","Male","5.09","5","868","4.99","5.19","3","4","6","7"
"2018","general elemantary","Female","","","","","","","","",""
"2018","general elemantary","Male","","","","","","","","",""
"2018","higher education","Female","","","","","","","","",""
"2018","higher education","Male","","","","","","","","",""
"2018","higher vocational","Female","","","","","","","","",""
"2018","higher vocational","Male","","","","","","","","",""
"2018","in school","Female","","","","","","","","",""
"2018","in school","Male","","","","","","","","",""
"2018","inadequately","Female","","","","","","","","",""
"2018","inadequately","Male","","","","","","","","",""
"2018","middle vocational","Female","","","","","","","","",""
"2018","middle vocational","Male","","","","","","","","",""
"2018","vocational + Abi","Female","","","","","","","","",""
"2018","vocational + Abi","Male","","","","","","","","",""
"2019","general elemantary","Female","5.07","5","1411","4.99","5.15","3","4","6","7"
"2019","general elemantary","Male","4.88","5","983","4.78","4.98","2","4","6","7"
"2019","higher education","Female","5.14","5","3338","5.09","5.19","3","4","6","7"
"2019","higher education","Male","4.8","5","3653","4.75","4.85","3","4","6","7"
"2019","higher vocational","Female","4.93","5","587","4.81","5.05","3","4","6","7"
"2019","higher vocational","Male","4.97","5","1077","4.88","5.06","3","4","6","7"
"2019","in school","Female","5.51","6","160","5.29","5.73","4","5","7","7"
"2019","in school","Male","5.21","5","167","4.99","5.43","3","4","6","7"
"2019","inadequately","Female","5.23","5","213","5.01","5.45","3","4","7","7"
"2019","inadequately","Male","4.97","5","169","4.71","5.23","2","4","6","7"
"2019","middle vocational","Female","5.2","5","6032","5.16","5.24","3","4","6","7"
"2019","middle vocational","Male","5.04","5","5041","5","5.08","3","4","6","7"
"2019","vocational + Abi","Female","5.12","5","1335","5.04","5.2","3","4","6","7"
"2019","vocational + Abi","Male","5.03","5","830","4.93","5.13","3","4","6","7"
