"ple0008","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Less good","1992","vocational + Abi","West Germany","24","","",""
"Less good","1992","vocational + Abi","East Germany","4","","",""
"Less good","1992","higher vocational","West Germany","55","0.122921970306639","0.0951248652289226","0.150719075384356"
"Less good","1992","higher vocational","East Germany","17","","",""
"Less good","1992","higher education","West Germany","49","0.0747271589662396","0.0557559917025331","0.0936983262299461"
"Less good","1992","higher education","East Germany","57","0.072430196614986","0.0556538822269355","0.0892065110030365"
"Poor","1992","in school","West Germany","2","","",""
"Poor","1992","in school","East Germany","","","",""
"Poor","1992","inadequately","West Germany","41","0.0864706350007629","0.0641485362598815","0.108792733741644"
"Poor","1992","inadequately","East Germany","","","",""
"Poor","1992","general elemantary","West Germany","121","0.0667826714869999","0.0566806711572844","0.0768846718167155"
"Poor","1992","general elemantary","East Germany","22","","",""
"Poor","1992","middle vocational","West Germany","167","0.0467124322270674","0.0405605632307772","0.0528643012233576"
"Poor","1992","middle vocational","East Germany","63","0.0388462043211087","0.0308064981342262","0.0468859105079911"
"Poor","1992","vocational + Abi","West Germany","12","","",""
"Poor","1992","vocational + Abi","East Germany","1","","",""
"Poor","1992","higher vocational","West Germany","22","","",""
"Poor","1992","higher vocational","East Germany","6","","",""
"Poor","1992","higher education","West Germany","20","","",""
"Poor","1992","higher education","East Germany","18","","",""
"Very good","1993","in school","West Germany","","","",""
"Very good","1993","in school","East Germany","","","",""
"Very good","1993","inadequately","West Germany","","","",""
"Very good","1993","inadequately","East Germany","","","",""
"Very good","1993","general elemantary","West Germany","","","",""
"Very good","1993","general elemantary","East Germany","","","",""
"Very good","1993","middle vocational","West Germany","","","",""
"Very good","1993","middle vocational","East Germany","","","",""
"Very good","1993","vocational + Abi","West Germany","","","",""
"Very good","1993","vocational + Abi","East Germany","","","",""
"Very good","1993","higher vocational","West Germany","","","",""
"Very good","1993","higher vocational","East Germany","","","",""
"Very good","1993","higher education","West Germany","","","",""
"Very good","1993","higher education","East Germany","","","",""
"Good","1993","in school","West Germany","","","",""
"Good","1993","in school","East Germany","","","",""
"Good","1993","inadequately","West Germany","","","",""
"Good","1993","inadequately","East Germany","","","",""
"Good","1993","general elemantary","West Germany","","","",""
"Good","1993","general elemantary","East Germany","","","",""
"Good","1993","middle vocational","West Germany","","","",""
"Good","1993","middle vocational","East Germany","","","",""
"Good","1993","vocational + Abi","West Germany","","","",""
"Good","1993","vocational + Abi","East Germany","","","",""
"Good","1993","higher vocational","West Germany","","","",""
"Good","1993","higher vocational","East Germany","","","",""
"Good","1993","higher education","West Germany","","","",""
"Good","1993","higher education","East Germany","","","",""
"Satisfactory","1993","in school","West Germany","","","",""
"Satisfactory","1993","in school","East Germany","","","",""
"Satisfactory","1993","inadequately","West Germany","","","",""
"Satisfactory","1993","inadequately","East Germany","","","",""
"Satisfactory","1993","general elemantary","West Germany","","","",""
"Satisfactory","1993","general elemantary","East Germany","","","",""
"Satisfactory","1993","middle vocational","West Germany","","","",""
"Satisfactory","1993","middle vocational","East Germany","","","",""
"Satisfactory","1993","vocational + Abi","West Germany","","","",""
"Satisfactory","1993","vocational + Abi","East Germany","","","",""
"Satisfactory","1993","higher vocational","West Germany","","","",""
"Satisfactory","1993","higher vocational","East Germany","","","",""
"Satisfactory","1993","higher education","West Germany","","","",""
"Satisfactory","1993","higher education","East Germany","","","",""
"Less good","1993","in school","West Germany","","","",""
"Less good","1993","in school","East Germany","","","",""
"Less good","1993","inadequately","West Germany","","","",""
"Less good","1993","inadequately","East Germany","","","",""
"Less good","1993","general elemantary","West Germany","","","",""
"Less good","1993","general elemantary","East Germany","","","",""
"Less good","1993","middle vocational","West Germany","","","",""
"Less good","1993","middle vocational","East Germany","","","",""
"Less good","1993","vocational + Abi","West Germany","","","",""
"Less good","1993","vocational + Abi","East Germany","","","",""
"Less good","1993","higher vocational","West Germany","","","",""
"Less good","1993","higher vocational","East Germany","","","",""
"Less good","1993","higher education","West Germany","","","",""
"Less good","1993","higher education","East Germany","","","",""
"Poor","1993","in school","West Germany","","","",""
"Poor","1993","in school","East Germany","","","",""
"Poor","1993","inadequately","West Germany","","","",""
"Poor","1993","inadequately","East Germany","","","",""
"Poor","1993","general elemantary","West Germany","","","",""
"Poor","1993","general elemantary","East Germany","","","",""
"Poor","1993","middle vocational","West Germany","","","",""
"Poor","1993","middle vocational","East Germany","","","",""
"Poor","1993","vocational + Abi","West Germany","","","",""
"Poor","1993","vocational + Abi","East Germany","","","",""
"Poor","1993","higher vocational","West Germany","","","",""
"Poor","1993","higher vocational","East Germany","","","",""
"Poor","1993","higher education","West Germany","","","",""
"Poor","1993","higher education","East Germany","","","",""
"Very good","1994","in school","West Germany","62","0.36026840261088","0.284690605407368","0.435846199814392"
"Very good","1994","in school","East Germany","20","","",""
"Very good","1994","inadequately","West Germany","47","0.0929675825977189","0.068610293918924","0.117324871276514"
"Very good","1994","inadequately","East Germany","2","","",""
"Very good","1994","general elemantary","West Germany","221","0.0852364783198014","0.0733050512470641","0.0971679053925387"
"Very good","1994","general elemantary","East Germany","33","0.0564640078398088","0.0340673561553935","0.078860659524224"
"Very good","1994","middle vocational","West Germany","472","0.0783049811562542","0.0704469592457117","0.0861630030667967"
"Very good","1994","middle vocational","East Germany","188","0.0855045115027805","0.073530452988698","0.0974785700168629"
"Very good","1994","vocational + Abi","West Germany","42","0.113630498466092","0.0788041767536325","0.148456820178552"
"Very good","1994","vocational + Abi","East Germany","9","","",""
"Very good","1994","higher vocational","West Germany","44","0.0731860516802715","0.0508010640464828","0.0955710393140603"
"Very good","1994","higher vocational","East Germany","14","","",""
"Very good","1994","higher education","West Germany","89","0.102501900562863","0.0813782863110556","0.123625514814671"
"Very good","1994","higher education","East Germany","61","0.0633774378368901","0.0470939095851322","0.0796609660886479"
"Good","1994","in school","West Germany","68","0.471336246787746","0.392751650032336","0.549920843543157"
"Good","1994","in school","East Germany","45","0.553088175488187","0.44676778631709","0.659408564659283"
"Good","1994","inadequately","West Germany","184","0.348834862827793","0.308858131527569","0.388811594128017"
"Good","1994","inadequately","East Germany","6","","",""
"Good","1994","general elemantary","West Germany","725","0.282813030031228","0.263569217122129","0.302056842940326"
"Good","1994","general elemantary","East Germany","147","0.294803870569025","0.250561380706142","0.339046360431907"
"Good","1994","middle vocational","West Germany","1856","0.381741792829128","0.367531771820083","0.395951813838173"
"Good","1994","middle vocational","East Germany","836","0.368607121092559","0.34794914466023","0.389265097524889"
"Good","1994","vocational + Abi","West Germany","157","0.503965398915569","0.449098666654246","0.558832131176892"
"Good","1994","vocational + Abi","East Germany","43","0.533209062899055","0.419540020809463","0.646878104988648"
"Good","1994","higher vocational","West Germany","208","0.367289510685969","0.325855860104692","0.408723161267246"
"Good","1994","higher vocational","East Germany","98","0.417447369627997","0.354531451626459","0.480363287629535"
"Good","1994","higher education","West Germany","393","0.485820328115027","0.451012190033026","0.520628466197028"
"Good","1994","higher education","East Germany","376","0.413170044139105","0.380260685674069","0.44607940260414"
"Satisfactory","1994","in school","West Germany","18","","",""
"Satisfactory","1994","in school","East Germany","16","","",""
"Satisfactory","1994","inadequately","West Germany","159","0.294663487057795","0.256423906945947","0.332903067169643"
"Satisfactory","1994","inadequately","East Germany","3","","",""
"Satisfactory","1994","general elemantary","West Germany","666","0.350694429521453","0.330304570574233","0.371084288468672"
"Satisfactory","1994","general elemantary","East Germany","142","0.397241637354301","0.349760948253976","0.444722326454626"
"Satisfactory","1994","middle vocational","West Germany","1401","0.337999872014641","0.324163818753631","0.351835925275651"
"Satisfactory","1994","middle vocational","East Germany","765","0.383881396185778","0.363056311722994","0.404706480648561"
"Satisfactory","1994","vocational + Abi","West Germany","74","0.246838317685331","0.199522848949921","0.294153786420741"
"Satisfactory","1994","vocational + Abi","East Germany","17","","",""
"Satisfactory","1994","higher vocational","West Germany","173","0.3346876483608","0.294129412650918","0.375245884070681"
"Satisfactory","1994","higher vocational","East Germany","81","0.335044519421421","0.274824674389795","0.395264364453047"
"Satisfactory","1994","higher education","West Germany","216","0.282847838390509","0.251481228098594","0.314214448682424"
"Satisfactory","1994","higher education","East Germany","297","0.362675207525222","0.330543174391267","0.394807240659177"
"Less good","1994","in school","West Germany","7","","",""
"Less good","1994","in school","East Germany","3","","",""
"Less good","1994","inadequately","West Germany","112","0.154720842403062","0.12438708140556","0.185054603400564"
"Less good","1994","inadequately","East Germany","","","",""
"Less good","1994","general elemantary","West Germany","379","0.209209112944264","0.191829249882187","0.226588976006341"
"Less good","1994","general elemantary","East Germany","57","0.151556898047498","0.116761867271257","0.186351928823739"
"Less good","1994","middle vocational","West Germany","609","0.158726565709679","0.148038027407109","0.16941510401225"
"Less good","1994","middle vocational","East Germany","244","0.123186531371518","0.109113382011677","0.13725968073136"
"Less good","1994","vocational + Abi","West Germany","38","0.106252248668789","0.0724356988855137","0.140068798452064"
"Less good","1994","vocational + Abi","East Germany","4","","",""
"Less good","1994","higher vocational","West Germany","80","0.178458807339748","0.145548640468837","0.211368974210659"
"Less good","1994","higher vocational","East Germany","33","0.158272940163138","0.111705638969016","0.20484024135726"
"Less good","1994","higher education","West Germany","74","0.0983370282005243","0.0775990622288348","0.119074994172214"
"Less good","1994","higher education","East Germany","109","0.139279479643013","0.11613893844822","0.162420020837807"
"Poor","1994","in school","West Germany","","","",""
"Poor","1994","in school","East Germany","","","",""
"Poor","1994","inadequately","West Germany","44","0.108813225113632","0.0826929962766459","0.134933453950618"
"Poor","1994","inadequately","East Germany","","","",""
"Poor","1994","general elemantary","West Germany","113","0.072046949183254","0.0609986348199867","0.0830952635465214"
"Poor","1994","general elemantary","East Germany","29","","",""
"Poor","1994","middle vocational","West Germany","152","0.0432267882902982","0.0372783096202055","0.0491752669603908"
"Poor","1994","middle vocational","East Germany","62","0.0388204398473644","0.0305488580914131","0.0470920216033158"
"Poor","1994","vocational + Abi","West Germany","8","","",""
"Poor","1994","vocational + Abi","East Germany","1","","",""
"Poor","1994","higher vocational","West Germany","15","","",""
"Poor","1994","higher vocational","East Germany","10","","",""
"Poor","1994","higher education","West Germany","20","","",""
"Poor","1994","higher education","East Germany","17","","",""
"Very good","1995","in school","West Germany","63","0.315110415403981","0.248703879420623","0.381516951387339"
"Very good","1995","in school","East Germany","22","","",""
"Very good","1995","inadequately","West Germany","30","0.0636569085401269","0.0427731474450657","0.0845406696351881"
"Very good","1995","inadequately","East Germany","2","","",""
"Very good","1995","general elemantary","West Germany","220","0.0758630278544876","0.0646079184770395","0.0871181372319357"
"Very good","1995","general elemantary","East Germany","38","0.0600843628295094","0.0363155414866831","0.0838531841723357"
"Very good","1995","middle vocational","West Germany","454","0.0731898936088987","0.0657336248671534","0.0806461623506441"
"Very good","1995","middle vocational","East Germany","146","0.0606123775813141","0.0502880330334028","0.0709367221292253"
"Very good","1995","vocational + Abi","West Germany","46","0.112440686827844","0.0818621570750573","0.143019216580631"
"Very good","1995","vocational + Abi","East Germany","10","","",""
"Very good","1995","higher vocational","West Germany","54","0.0969107253857047","0.071748323476883","0.122073127294527"
"Very good","1995","higher vocational","East Germany","9","","",""
"Very good","1995","higher education","West Germany","117","0.0994873232557871","0.0801984875854836","0.118776158926091"
"Very good","1995","higher education","East Germany","56","0.0670253102931822","0.0500436582456887","0.0840069623406758"
"Good","1995","in school","West Germany","90","0.500044333643022","0.428571801438698","0.571516865847346"
"Good","1995","in school","East Germany","53","0.605666685754037","0.507393538239476","0.703939833268599"
"Good","1995","inadequately","West Germany","170","0.340824313103511","0.300279592353338","0.381369033853683"
"Good","1995","inadequately","East Germany","5","","",""
"Good","1995","general elemantary","West Germany","749","0.290752421729057","0.271449321661201","0.310055521796914"
"Good","1995","general elemantary","East Germany","122","0.270280710603939","0.22586179845654","0.314699622751337"
"Good","1995","middle vocational","West Germany","1980","0.38447711522299","0.370550102770599","0.39840412767538"
"Good","1995","middle vocational","East Germany","836","0.391204847845758","0.370089554487685","0.412320141203832"
"Good","1995","vocational + Abi","West Germany","210","0.523664171477579","0.475320545896337","0.572007797058821"
"Good","1995","vocational + Abi","East Germany","32","0.460176718354235","0.342575540232579","0.577777896475892"
"Good","1995","higher vocational","West Germany","220","0.385752119260797","0.344349594630287","0.427154643891308"
"Good","1995","higher vocational","East Germany","97","0.423747875277212","0.360161490281899","0.487334260272525"
"Good","1995","higher education","West Germany","444","0.46717995607282","0.435027836937769","0.499332075207871"
"Good","1995","higher education","East Germany","351","0.38754578359427","0.354461334082604","0.420630233105935"
"Satisfactory","1995","in school","West Germany","29","","",""
"Satisfactory","1995","in school","East Germany","15","","",""
"Satisfactory","1995","inadequately","West Germany","177","0.304014085930304","0.264666733295213","0.343361438565395"
"Satisfactory","1995","inadequately","East Germany","2","","",""
"Satisfactory","1995","general elemantary","West Germany","643","0.337497247533579","0.317397276939986","0.357597218127172"
"Satisfactory","1995","general elemantary","East Germany","124","0.349595622271383","0.301902341346396","0.397288903196369"
"Satisfactory","1995","middle vocational","West Germany","1472","0.344271607734404","0.330669280694325","0.357873934774484"
"Satisfactory","1995","middle vocational","East Germany","741","0.367259800833341","0.34640246550657","0.388117136160113"
"Satisfactory","1995","vocational + Abi","West Germany","106","0.250332706324401","0.20840035248245","0.292265060166353"
"Satisfactory","1995","vocational + Abi","East Germany","22","","",""
"Satisfactory","1995","higher vocational","West Germany","177","0.353878444051304","0.313207430063129","0.394549458039478"
"Satisfactory","1995","higher vocational","East Germany","93","0.378451643021604","0.316042710032415","0.440860576010792"
"Satisfactory","1995","higher education","West Germany","275","0.3264145199855","0.296197034808531","0.356632005162468"
"Satisfactory","1995","higher education","East Germany","311","0.396441633825784","0.363223528631002","0.429659739020567"
"Less good","1995","in school","West Germany","5","","",""
"Less good","1995","in school","East Germany","5","","",""
"Less good","1995","inadequately","West Germany","120","0.245871258499066","0.209037582132657","0.282704934865474"
"Less good","1995","inadequately","East Germany","1","","",""
"Less good","1995","general elemantary","West Germany","389","0.217069589823606","0.199545820213772","0.234593359433441"
"Less good","1995","general elemantary","East Germany","73","0.216043782312192","0.174881516840545","0.257206047783839"
"Less good","1995","middle vocational","West Germany","610","0.154328418848018","0.143985944895932","0.164670892800105"
"Less good","1995","middle vocational","East Germany","271","0.140595509582718","0.12555564426483","0.155635374900605"
"Less good","1995","vocational + Abi","West Germany","37","0.0840476065547585","0.0571907432449616","0.110904469864555"
"Less good","1995","vocational + Abi","East Germany","4","","",""
"Less good","1995","higher vocational","West Germany","64","0.126861789017211","0.0985538830987432","0.155169694935678"
"Less good","1995","higher vocational","East Germany","27","","",""
"Less good","1995","higher education","West Germany","75","0.0937585951864737","0.0749738754140278","0.11254331495892"
"Less good","1995","higher education","East Germany","93","0.124524040961009","0.102102043168947","0.146946038753071"
"Poor","1995","in school","West Germany","1","","",""
"Poor","1995","in school","East Germany","","","",""
"Poor","1995","inadequately","West Germany","28","","",""
"Poor","1995","inadequately","East Germany","","","",""
"Poor","1995","general elemantary","West Germany","125","0.0788177130592701","0.0673638716676149","0.0902715544509253"
"Poor","1995","general elemantary","East Germany","27","","",""
"Poor","1995","middle vocational","West Germany","171","0.0437329645856888","0.0378783991290478","0.0495875300423299"
"Poor","1995","middle vocational","East Germany","58","0.0403274641568687","0.0318156643076786","0.0488392640060588"
"Poor","1995","vocational + Abi","West Germany","11","","",""
"Poor","1995","vocational + Abi","East Germany","1","","",""
"Poor","1995","higher vocational","West Germany","16","","",""
"Poor","1995","higher vocational","East Germany","6","","",""
"Poor","1995","higher education","West Germany","14","","",""
"Poor","1995","higher education","East Germany","22","","",""
"Very good","1996","in school","West Germany","69","0.336629212910798","0.270472468179913","0.402785957641684"
"Very good","1996","in school","East Germany","27","","",""
"Very good","1996","inadequately","West Germany","34","0.0773435346171172","0.053470502886564","0.10121656634767"
"Very good","1996","inadequately","East Germany","2","","",""
"Very good","1996","general elemantary","West Germany","189","0.0636363542853833","0.0530227923963896","0.0742499161743769"
"Very good","1996","general elemantary","East Germany","20","","",""
"Very good","1996","middle vocational","West Germany","484","0.0834611815235573","0.0754668656619199","0.0914554973851947"
"Very good","1996","middle vocational","East Germany","132","0.0530869204812463","0.0433408796630841","0.0628329612994084"
"Very good","1996","vocational + Abi","West Germany","48","0.1170326846294","0.0856477328639061","0.148417636394894"
"Very good","1996","vocational + Abi","East Germany","8","","",""
"Very good","1996","higher vocational","West Germany","66","0.0926792756966937","0.0681529393868704","0.117205612006517"
"Very good","1996","higher vocational","East Germany","12","","",""
"Very good","1996","higher education","West Germany","111","0.110652808210626","0.0904586798212118","0.130846936600041"
"Very good","1996","higher education","East Germany","49","0.0517528755783135","0.0367809347100612","0.0667248164465658"
"Good","1996","in school","West Germany","82","0.411188625199003","0.342302985302508","0.480074265095497"
"Good","1996","in school","East Germany","51","0.550209032629039","0.45171627980091","0.648701785457169"
"Good","1996","inadequately","West Germany","143","0.292644093099336","0.251984369095619","0.333303817103052"
"Good","1996","inadequately","East Germany","7","","",""
"Good","1996","general elemantary","West Germany","681","0.282769881046354","0.26318900702945","0.302350755063259"
"Good","1996","general elemantary","East Germany","133","0.327230405300358","0.279550363878544","0.374910446722173"
"Good","1996","middle vocational","West Germany","1858","0.364432953788243","0.350522121532446","0.37834378604404"
"Good","1996","middle vocational","East Germany","788","0.36283219666067","0.341931574126537","0.383732819194802"
"Good","1996","vocational + Abi","West Germany","202","0.5238344803592","0.47507359521395","0.57259536550445"
"Good","1996","vocational + Abi","East Germany","42","0.572872293182684","0.460921998663634","0.684822587701733"
"Good","1996","higher vocational","West Germany","230","0.382903428568962","0.341790147009391","0.424016710128533"
"Good","1996","higher vocational","East Germany","88","0.359318390688741","0.297445137236406","0.421191644141077"
"Good","1996","higher education","West Germany","463","0.495182949144752","0.462997611269293","0.527368287020211"
"Good","1996","higher education","East Germany","374","0.425170837620093","0.391758933701316","0.45858274153887"
"Satisfactory","1996","in school","West Germany","31","0.167982826518987","0.115644643336262","0.220321009701712"
"Satisfactory","1996","in school","East Germany","17","","",""
"Satisfactory","1996","inadequately","West Germany","169","0.337220270241782","0.294971215405144","0.379469325078421"
"Satisfactory","1996","inadequately","East Germany","4","","",""
"Satisfactory","1996","general elemantary","West Germany","694","0.371646904854625","0.350635582841116","0.392658226868134"
"Satisfactory","1996","general elemantary","East Germany","129","0.317067935331477","0.269780960030949","0.364354910632004"
"Satisfactory","1996","middle vocational","West Germany","1517","0.364317387259123","0.350407496372715","0.378227278145532"
"Satisfactory","1996","middle vocational","East Germany","808","0.416568815742205","0.39513904136107","0.43799859012334"
"Satisfactory","1996","vocational + Abi","West Germany","107","0.240156163420993","0.1984495804988","0.281862746343185"
"Satisfactory","1996","vocational + Abi","East Germany","18","","",""
"Satisfactory","1996","higher vocational","West Germany","158","0.320423477198724","0.28095573378075","0.359891220616699"
"Satisfactory","1996","higher vocational","East Germany","102","0.448341335609803","0.384208312309653","0.512474358909954"
"Satisfactory","1996","higher education","West Germany","249","0.279057147014745","0.250183262222817","0.307931031806672"
"Satisfactory","1996","higher education","East Germany","305","0.373588572845359","0.340893920717373","0.406283224973346"
"Less good","1996","in school","West Germany","13","","",""
"Less good","1996","in school","East Germany","3","","",""
"Less good","1996","inadequately","West Germany","99","0.186405085141573","0.151602737293706","0.22120743298944"
"Less good","1996","inadequately","East Germany","","","",""
"Less good","1996","general elemantary","West Germany","350","0.205986009963103","0.188401949068501","0.223570070857705"
"Less good","1996","general elemantary","East Germany","68","0.230131145699654","0.187357851784674","0.272904439614635"
"Less good","1996","middle vocational","West Germany","590","0.147153023548416","0.136913405442903","0.157392641653928"
"Less good","1996","middle vocational","East Germany","244","0.126188284078745","0.111753913503817","0.140622654653673"
"Less good","1996","vocational + Abi","West Germany","37","0.0953187852121846","0.0666484610304839","0.123989109393885"
"Less good","1996","vocational + Abi","East Germany","4","","",""
"Less good","1996","higher vocational","West Germany","64","0.159049796747031","0.128117465852992","0.189982127641071"
"Less good","1996","higher vocational","East Germany","23","","",""
"Less good","1996","higher education","West Germany","85","0.0925067806132047","0.0738551544669827","0.111158406759427"
"Less good","1996","higher education","East Germany","98","0.131034193297309","0.108228474943552","0.153839911651066"
"Poor","1996","in school","West Germany","1","","",""
"Poor","1996","in school","East Germany","","","",""
"Poor","1996","inadequately","West Germany","36","0.106387016900191","0.0788323856472432","0.133941648153139"
"Poor","1996","inadequately","East Germany","","","",""
"Poor","1996","general elemantary","West Germany","118","0.0759608498505351","0.064441543382655","0.0874801563184152"
"Poor","1996","general elemantary","East Germany","22","","",""
"Poor","1996","middle vocational","West Germany","149","0.0406354538806607","0.0349284522391874","0.046342455522134"
"Poor","1996","middle vocational","East Germany","61","0.0413237830371341","0.0326718048715586","0.0499757612027096"
"Poor","1996","vocational + Abi","West Germany","9","","",""
"Poor","1996","vocational + Abi","East Germany","3","","",""
"Poor","1996","higher vocational","West Germany","19","","",""
"Poor","1996","higher vocational","East Germany","6","","",""
"Poor","1996","higher education","West Germany","19","","",""
"Poor","1996","higher education","East Germany","15","","",""
"Very good","1997","in school","West Germany","77","0.369368929243323","0.303461807891825","0.43527605059482"
"Very good","1997","in school","East Germany","30","0.297298812774813","0.211883904363476","0.38271372118615"
"Very good","1997","inadequately","West Germany","25","","",""
"Very good","1997","inadequately","East Germany","1","","",""
"Very good","1997","general elemantary","West Germany","170","0.0643844177802259","0.0536036033532858","0.0751652322071659"
"Very good","1997","general elemantary","East Germany","25","","",""
"Very good","1997","middle vocational","West Germany","419","0.080489599740516","0.0725568603944811","0.0884223390865509"
"Very good","1997","middle vocational","East Germany","130","0.0704162814088126","0.0591809930913327","0.0816515697262924"
"Very good","1997","vocational + Abi","West Germany","44","0.136833694699144","0.102459997645049","0.171207391753238"
"Very good","1997","vocational + Abi","East Germany","6","","",""
"Very good","1997","higher vocational","West Germany","51","0.07857012898926","0.0556413920522557","0.101498865926264"
"Very good","1997","higher vocational","East Germany","9","","",""
"Very good","1997","higher education","West Germany","99","0.103832359022613","0.0842588694500139","0.123405848595212"
"Very good","1997","higher education","East Germany","46","0.0492568631956711","0.0346225136794974","0.0638912127118449"
"Good","1997","in school","West Germany","90","0.444054740572366","0.376204912440493","0.51190456870424"
"Good","1997","in school","East Germany","60","0.54827497425814","0.455273884891357","0.641276063624924"
"Good","1997","inadequately","West Germany","153","0.334624215142688","0.291362655782966","0.377885774502411"
"Good","1997","inadequately","East Germany","6","","",""
"Good","1997","general elemantary","West Germany","703","0.27956162904056","0.259848768021759","0.29927449005936"
"Good","1997","general elemantary","East Germany","115","0.276914190228375","0.230101666210897","0.323726714245853"
"Good","1997","middle vocational","West Germany","1951","0.376637543701374","0.362508684305782","0.390766403096967"
"Good","1997","middle vocational","East Germany","819","0.376503013225862","0.355226285716928","0.397779740734796"
"Good","1997","vocational + Abi","West Germany","190","0.495427974976525","0.445420569129834","0.545435380823215"
"Good","1997","vocational + Abi","East Germany","45","0.642961921274909","0.533052086270213","0.752871756279605"
"Good","1997","higher vocational","West Germany","219","0.372565667178305","0.331364851868413","0.413766482488197"
"Good","1997","higher vocational","East Germany","102","0.39857437793248","0.335708384617759","0.461440371247201"
"Good","1997","higher education","West Germany","489","0.503175821024243","0.471093298129659","0.535258343918827"
"Good","1997","higher education","East Germany","382","0.412399625112705","0.379110022491932","0.445689227733477"
"Satisfactory","1997","in school","West Germany","31","0.151937791212231","0.102919153166421","0.200956429258042"
"Satisfactory","1997","in school","East Germany","14","","",""
"Satisfactory","1997","inadequately","West Germany","151","0.307569842219947","0.26525917702259","0.349880507417304"
"Satisfactory","1997","inadequately","East Germany","4","","",""
"Satisfactory","1997","general elemantary","West Germany","665","0.369225333603215","0.348027312114258","0.390423355092172"
