"plb0037_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Permanent","1986","Berlin","Urban Area","35","0.791609026941842","0.671599265339634","0.911618788544051"
"Permanent","1986","Berlin","Rural Area","","","",""
"Permanent","1986","Brandenburg","Urban Area","","","",""
"Permanent","1986","Brandenburg","Rural Area","","","",""
"Permanent","1986","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Permanent","1986","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Permanent","1986","Saxony","Urban Area","","","",""
"Permanent","1986","Saxony","Rural Area","","","",""
"Permanent","1986","Saxony-Anhalt","Urban Area","","","",""
"Permanent","1986","Saxony-Anhalt","Rural Area","","","",""
"Permanent","1986","Thuringia","Urban Area","","","",""
"Permanent","1986","Thuringia","Rural Area","","","",""
"Limited","1986","Schleswig-Holstein","Urban Area","3","","",""
"Limited","1986","Schleswig-Holstein","Rural Area","4","","",""
"Limited","1986","Hamburg","Urban Area","4","","",""
"Limited","1986","Hamburg","Rural Area","1","","",""
"Limited","1986","Lower Saxony","Urban Area","15","","",""
"Limited","1986","Lower Saxony","Rural Area","18","","",""
"Limited","1986","Bremen","Urban Area","3","","",""
"Limited","1986","Bremen","Rural Area","","","",""
"Limited","1986","North Rhine-Westphalia","Urban Area","47","0.279323683471472","0.2153588616815","0.343288505261444"
"Limited","1986","North Rhine-Westphalia","Rural Area","2","","",""
"Limited","1986","Hesse","Urban Area","20","","",""
"Limited","1986","Hesse","Rural Area","3","","",""
"Limited","1986","Rhineland-Palatinate,Saarland","Urban Area","12","","",""
"Limited","1986","Rhineland-Palatinate,Saarland","Rural Area","5","","",""
"Limited","1986","Baden-Württemberg","Urban Area","34","0.190022391978627","0.127239494007163","0.25280528995009"
"Limited","1986","Baden-Württemberg","Rural Area","8","","",""
"Limited","1986","Bavaria","Urban Area","18","","",""
"Limited","1986","Bavaria","Rural Area","12","","",""
"Limited","1986","Berlin","Urban Area","9","","",""
"Limited","1986","Berlin","Rural Area","","","",""
"Limited","1986","Brandenburg","Urban Area","","","",""
"Limited","1986","Brandenburg","Rural Area","","","",""
"Limited","1986","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Limited","1986","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Limited","1986","Saxony","Urban Area","","","",""
"Limited","1986","Saxony","Rural Area","","","",""
"Limited","1986","Saxony-Anhalt","Urban Area","","","",""
"Limited","1986","Saxony-Anhalt","Rural Area","","","",""
"Limited","1986","Thuringia","Urban Area","","","",""
"Limited","1986","Thuringia","Rural Area","","","",""
"Permanent","1987","Schleswig-Holstein","Urban Area","11","","",""
"Permanent","1987","Schleswig-Holstein","Rural Area","15","","",""
"Permanent","1987","Hamburg","Urban Area","13","","",""
"Permanent","1987","Hamburg","Rural Area","","","",""
"Permanent","1987","Lower Saxony","Urban Area","48","0.685603053824316","0.573594380214231","0.797611727434401"
"Permanent","1987","Lower Saxony","Rural Area","38","0.629582279852013","0.507389768417431","0.751774791286594"
"Permanent","1987","Bremen","Urban Area","10","","",""
"Permanent","1987","Bremen","Rural Area","","","",""
"Permanent","1987","North Rhine-Westphalia","Urban Area","195","0.727940083606274","0.675907543421257","0.779972623791291"
"Permanent","1987","North Rhine-Westphalia","Rural Area","9","","",""
"Permanent","1987","Hesse","Urban Area","74","0.754158986512186","0.67218920406749","0.836128768956882"
"Permanent","1987","Hesse","Rural Area","10","","",""
"Permanent","1987","Rhineland-Palatinate,Saarland","Urban Area","36","0.663592352784267","0.536390401834288","0.790794303734246"
"Permanent","1987","Rhineland-Palatinate,Saarland","Rural Area","11","","",""
"Permanent","1987","Baden-Württemberg","Urban Area","109","0.730883344941727","0.65990975347773","0.801856936405724"
"Permanent","1987","Baden-Württemberg","Rural Area","35","0.856799132653453","0.752104071107587","0.961494194199319"
"Permanent","1987","Bavaria","Urban Area","74","0.687799048883279","0.602735487458575","0.772862610307983"
"Permanent","1987","Bavaria","Rural Area","69","0.732717643146214","0.645544247288418","0.819891039004011"
"Permanent","1987","Berlin","Urban Area","46","0.843314712297685","0.748108995817041","0.938520428778329"
"Permanent","1987","Berlin","Rural Area","","","",""
"Permanent","1987","Brandenburg","Urban Area","","","",""
"Permanent","1987","Brandenburg","Rural Area","","","",""
"Permanent","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Permanent","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Permanent","1987","Saxony","Urban Area","","","",""
"Permanent","1987","Saxony","Rural Area","","","",""
"Permanent","1987","Saxony-Anhalt","Urban Area","","","",""
"Permanent","1987","Saxony-Anhalt","Rural Area","","","",""
"Permanent","1987","Thuringia","Urban Area","","","",""
"Permanent","1987","Thuringia","Rural Area","","","",""
"Limited","1987","Schleswig-Holstein","Urban Area","5","","",""
"Limited","1987","Schleswig-Holstein","Rural Area","8","","",""
"Limited","1987","Hamburg","Urban Area","9","","",""
"Limited","1987","Hamburg","Rural Area","","","",""
"Limited","1987","Lower Saxony","Urban Area","18","","",""
"Limited","1987","Lower Saxony","Rural Area","22","","",""
"Limited","1987","Bremen","Urban Area","2","","",""
"Limited","1987","Bremen","Rural Area","","","",""
"Limited","1987","North Rhine-Westphalia","Urban Area","86","0.272059916393726","0.220027376208709","0.324092456578743"
"Limited","1987","North Rhine-Westphalia","Rural Area","1","","",""
"Limited","1987","Hesse","Urban Area","32","0.245841013487814","0.163871231043118","0.32781079593251"
"Limited","1987","Hesse","Rural Area","5","","",""
"Limited","1987","Rhineland-Palatinate,Saarland","Urban Area","17","","",""
"Limited","1987","Rhineland-Palatinate,Saarland","Rural Area","3","","",""
"Limited","1987","Baden-Württemberg","Urban Area","41","0.269116655058273","0.198143063594277","0.34009024652227"
"Limited","1987","Baden-Württemberg","Rural Area","8","","",""
"Limited","1987","Bavaria","Urban Area","40","0.312200951116721","0.227137389692017","0.397264512541425"
"Limited","1987","Bavaria","Rural Area","30","0.267282356853786","0.180108960995989","0.354455752711582"
"Limited","1987","Berlin","Urban Area","10","","",""
"Limited","1987","Berlin","Rural Area","","","",""
"Limited","1987","Brandenburg","Urban Area","","","",""
"Limited","1987","Brandenburg","Rural Area","","","",""
"Limited","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Limited","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Limited","1987","Saxony","Urban Area","","","",""
"Limited","1987","Saxony","Rural Area","","","",""
"Limited","1987","Saxony-Anhalt","Urban Area","","","",""
"Limited","1987","Saxony-Anhalt","Rural Area","","","",""
"Limited","1987","Thuringia","Urban Area","","","",""
"Limited","1987","Thuringia","Rural Area","","","",""
"Permanent","1988","Schleswig-Holstein","Urban Area","71","0.878891882938504","0.809122834348768","0.94866093152824"
"Permanent","1988","Schleswig-Holstein","Rural Area","62","0.781177030118567","0.69168953511092","0.870664525126214"
"Permanent","1988","Hamburg","Urban Area","96","0.909341499621732","0.854682342593849","0.964000656649615"
"Permanent","1988","Hamburg","Rural Area","2","","",""
"Permanent","1988","Lower Saxony","Urban Area","272","0.902741409233613","0.869595909467478","0.935886908999747"
"Permanent","1988","Lower Saxony","Rural Area","178","0.785759683459731","0.731909010979352","0.83961035594011"
"Permanent","1988","Bremen","Urban Area","35","0.802166252882555","0.684458753127554","0.919873752637556"
"Permanent","1988","Bremen","Rural Area","","","",""
"Permanent","1988","North Rhine-Westphalia","Urban Area","1173","0.880978101205651","0.863679079051787","0.898277123359514"
"Permanent","1988","North Rhine-Westphalia","Rural Area","30","0.929564073474032","0.842261327865862","1.0168668190822"
"Permanent","1988","Hesse","Urban Area","414","0.914709131731684","0.8892671831434","0.940151080319968"
"Permanent","1988","Hesse","Rural Area","57","0.853986929896396","0.768795167739994","0.939178692052799"
"Permanent","1988","Rhineland-Palatinate,Saarland","Urban Area","257","0.872263990171069","0.83436561386525","0.910162366476889"
"Permanent","1988","Rhineland-Palatinate,Saarland","Rural Area","44","0.819941920591277","0.716497276826056","0.923386564356498"
"Permanent","1988","Baden-Württemberg","Urban Area","871","0.909976225362628","0.891889739750146","0.928062710975109"
"Permanent","1988","Baden-Württemberg","Rural Area","132","0.932200197817737","0.890406624974232","0.973993770661241"
"Permanent","1988","Bavaria","Urban Area","444","0.916895520466728","0.892627070476953","0.941163970456502"
"Permanent","1988","Bavaria","Rural Area","355","0.851918617967538","0.817746387484273","0.886090848450802"
"Permanent","1988","Berlin","Urban Area","171","0.907310566421285","0.866814944198688","0.947806188643882"
"Permanent","1988","Berlin","Rural Area","","","",""
"Permanent","1988","Brandenburg","Urban Area","","","",""
"Permanent","1988","Brandenburg","Rural Area","","","",""
"Permanent","1988","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Permanent","1988","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Permanent","1988","Saxony","Urban Area","","","",""
"Permanent","1988","Saxony","Rural Area","","","",""
"Permanent","1988","Saxony-Anhalt","Urban Area","","","",""
"Permanent","1988","Saxony-Anhalt","Rural Area","","","",""
"Permanent","1988","Thuringia","Urban Area","","","",""
"Permanent","1988","Thuringia","Rural Area","","","",""
"Limited","1988","Schleswig-Holstein","Urban Area","13","","",""
"Limited","1988","Schleswig-Holstein","Rural Area","20","","",""
"Limited","1988","Hamburg","Urban Area","10","","",""
"Limited","1988","Hamburg","Rural Area","","","",""
"Limited","1988","Lower Saxony","Urban Area","35","0.0972585907663874","0.0641130910002529","0.130404090532522"
"Limited","1988","Lower Saxony","Rural Area","45","0.214240316540269","0.160389644059889","0.268090989020648"
"Limited","1988","Bremen","Urban Area","9","","",""
"Limited","1988","Bremen","Rural Area","","","",""
"Limited","1988","North Rhine-Westphalia","Urban Area","173","0.119021898794349","0.101722876640486","0.136320920948213"
"Limited","1988","North Rhine-Westphalia","Rural Area","3","","",""
"Limited","1988","Hesse","Urban Area","49","0.085290868268316","0.0598489196800319","0.1107328168566"
"Limited","1988","Hesse","Rural Area","9","","",""
"Limited","1988","Rhineland-Palatinate,Saarland","Urban Area","41","0.127736009828931","0.089837633523111","0.165634386134751"
"Limited","1988","Rhineland-Palatinate,Saarland","Rural Area","9","","",""
"Limited","1988","Baden-Württemberg","Urban Area","91","0.0900237746373724","0.0719372890248912","0.108110260249854"
"Limited","1988","Baden-Württemberg","Rural Area","7","","",""
"Limited","1988","Bavaria","Urban Area","53","0.0831044795332724","0.0588360295434982","0.107372929523047"
"Limited","1988","Bavaria","Rural Area","60","0.148081382032462","0.113909151549198","0.182253612515727"
"Limited","1988","Berlin","Urban Area","26","","",""
"Limited","1988","Berlin","Rural Area","","","",""
"Limited","1988","Brandenburg","Urban Area","","","",""
"Limited","1988","Brandenburg","Rural Area","","","",""
"Limited","1988","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Limited","1988","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Limited","1988","Saxony","Urban Area","","","",""
"Limited","1988","Saxony","Rural Area","","","",""
"Limited","1988","Saxony-Anhalt","Urban Area","","","",""
"Limited","1988","Saxony-Anhalt","Rural Area","","","",""
"Limited","1988","Thuringia","Urban Area","","","",""
"Limited","1988","Thuringia","Rural Area","","","",""
"Permanent","1989","Schleswig-Holstein","Urban Area","16","","",""
"Permanent","1989","Schleswig-Holstein","Rural Area","10","","",""
"Permanent","1989","Hamburg","Urban Area","11","","",""
"Permanent","1989","Hamburg","Rural Area","","","",""
"Permanent","1989","Lower Saxony","Urban Area","27","","",""
"Permanent","1989","Lower Saxony","Rural Area","27","","",""
"Permanent","1989","Bremen","Urban Area","9","","",""
"Permanent","1989","Bremen","Rural Area","","","",""
"Permanent","1989","North Rhine-Westphalia","Urban Area","155","0.703796716991175","0.644661131361557","0.762932302620792"
"Permanent","1989","North Rhine-Westphalia","Rural Area","7","","",""
"Permanent","1989","Hesse","Urban Area","53","0.732800532688708","0.626845553175694","0.838755512201723"
"Permanent","1989","Hesse","Rural Area","9","","",""
"Permanent","1989","Rhineland-Palatinate,Saarland","Urban Area","40","0.750406243045345","0.639028305223018","0.861784180867673"
"Permanent","1989","Rhineland-Palatinate,Saarland","Rural Area","4","","",""
"Permanent","1989","Baden-Württemberg","Urban Area","94","0.742997559310386","0.670353014248354","0.815642104372418"
"Permanent","1989","Baden-Württemberg","Rural Area","30","0.838350492834086","0.716391431459746","0.960309554208425"
"Permanent","1989","Bavaria","Urban Area","68","0.821924605768211","0.742884996519039","0.900964215017384"
"Permanent","1989","Bavaria","Rural Area","52","0.805131113815646","0.708088460929855","0.902173766701436"
"Permanent","1989","Berlin","Urban Area","32","0.831702196802695","0.718554271860718","0.944850121744672"
"Permanent","1989","Berlin","Rural Area","","","",""
"Permanent","1989","Brandenburg","Urban Area","","","",""
"Permanent","1989","Brandenburg","Rural Area","","","",""
"Permanent","1989","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Permanent","1989","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Permanent","1989","Saxony","Urban Area","","","",""
"Permanent","1989","Saxony","Rural Area","","","",""
"Permanent","1989","Saxony-Anhalt","Urban Area","","","",""
"Permanent","1989","Saxony-Anhalt","Rural Area","","","",""
"Permanent","1989","Thuringia","Urban Area","","","",""
"Permanent","1989","Thuringia","Rural Area","","","",""
"Limited","1989","Schleswig-Holstein","Urban Area","5","","",""
"Limited","1989","Schleswig-Holstein","Rural Area","7","","",""
"Limited","1989","Hamburg","Urban Area","4","","",""
"Limited","1989","Hamburg","Rural Area","","","",""
"Limited","1989","Lower Saxony","Urban Area","22","","",""
"Limited","1989","Lower Saxony","Rural Area","5","","",""
"Limited","1989","Bremen","Urban Area","1","","",""
"Limited","1989","Bremen","Rural Area","","","",""
"Limited","1989","North Rhine-Westphalia","Urban Area","74","0.296203283008825","0.237067697379207","0.355338868638443"
"Limited","1989","North Rhine-Westphalia","Rural Area","3","","",""
"Limited","1989","Hesse","Urban Area","14","","",""
"Limited","1989","Hesse","Rural Area","4","","",""
"Limited","1989","Rhineland-Palatinate,Saarland","Urban Area","18","","",""
"Limited","1989","Rhineland-Palatinate,Saarland","Rural Area","2","","",""
"Limited","1989","Baden-Württemberg","Urban Area","45","0.257002440689614","0.184357895627581","0.329646985751646"
"Limited","1989","Baden-Württemberg","Rural Area","5","","",""
"Limited","1989","Bavaria","Urban Area","22","","",""
"Limited","1989","Bavaria","Rural Area","12","","",""
"Limited","1989","Berlin","Urban Area","10","","",""
"Limited","1989","Berlin","Rural Area","","","",""
"Limited","1989","Brandenburg","Urban Area","","","",""
"Limited","1989","Brandenburg","Rural Area","","","",""
"Limited","1989","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Limited","1989","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Limited","1989","Saxony","Urban Area","","","",""
"Limited","1989","Saxony","Rural Area","","","",""
"Limited","1989","Saxony-Anhalt","Urban Area","","","",""
"Limited","1989","Saxony-Anhalt","Rural Area","","","",""
"Limited","1989","Thuringia","Urban Area","","","",""
"Limited","1989","Thuringia","Rural Area","","","",""
"Permanent","1990","Schleswig-Holstein","Urban Area","11","","",""
"Permanent","1990","Schleswig-Holstein","Rural Area","18","","",""
"Permanent","1990","Hamburg","Urban Area","16","","",""
"Permanent","1990","Hamburg","Rural Area","","","",""
"Permanent","1990","Lower Saxony","Urban Area","34","0.757601892180567","0.633763782762538","0.881440001598595"
"Permanent","1990","Lower Saxony","Rural Area","32","0.780883157365268","0.655784008655157","0.90598230607538"
"Permanent","1990","Bremen","Urban Area","4","","",""
"Permanent","1990","Bremen","Rural Area","","","",""
"Permanent","1990","North Rhine-Westphalia","Urban Area","162","0.727620776815127","0.670822962468645","0.78441859116161"
"Permanent","1990","North Rhine-Westphalia","Rural Area","5","","",""
"Permanent","1990","Hesse","Urban Area","68","0.796887671547925","0.71376996855113","0.88000537454472"
"Permanent","1990","Hesse","Rural Area","9","","",""
"Permanent","1990","Rhineland-Palatinate,Saarland","Urban Area","25","","",""
"Permanent","1990","Rhineland-Palatinate,Saarland","Rural Area","1","","",""
"Permanent","1990","Baden-Württemberg","Urban Area","138","0.791916805090025","0.731426841552713","0.852406768627337"
"Permanent","1990","Baden-Württemberg","Rural Area","23","","",""
"Permanent","1990","Bavaria","Urban Area","70","0.815017885712769","0.732954901754546","0.897080869670991"
"Permanent","1990","Bavaria","Rural Area","73","0.845918769617582","0.770056179869875","0.921781359365288"
"Permanent","1990","Berlin","Urban Area","19","","",""
"Permanent","1990","Berlin","Rural Area","","","",""
"Permanent","1990","Brandenburg","Urban Area","","","",""
"Permanent","1990","Brandenburg","Rural Area","","","",""
"Permanent","1990","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Permanent","1990","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Permanent","1990","Saxony","Urban Area","","","",""
"Permanent","1990","Saxony","Rural Area","","","",""
"Permanent","1990","Saxony-Anhalt","Urban Area","","","",""
"Permanent","1990","Saxony-Anhalt","Rural Area","","","",""
"Permanent","1990","Thuringia","Urban Area","","","",""
"Permanent","1990","Thuringia","Rural Area","","","",""
"Limited","1990","Schleswig-Holstein","Urban Area","4","","",""
"Limited","1990","Schleswig-Holstein","Rural Area","1","","",""
"Limited","1990","Hamburg","Urban Area","4","","",""
"Limited","1990","Hamburg","Rural Area","","","",""
"Limited","1990","Lower Saxony","Urban Area","12","","",""
"Limited","1990","Lower Saxony","Rural Area","10","","",""
"Limited","1990","Bremen","Urban Area","3","","",""
"Limited","1990","Bremen","Rural Area","","","",""
"Limited","1990","North Rhine-Westphalia","Urban Area","74","0.272379223184873","0.21558140883839","0.329177037531355"
"Limited","1990","North Rhine-Westphalia","Rural Area","1","","",""
"Limited","1990","Hesse","Urban Area","22","","",""
"Limited","1990","Hesse","Rural Area","2","","",""
"Limited","1990","Rhineland-Palatinate,Saarland","Urban Area","10","","",""
"Limited","1990","Rhineland-Palatinate,Saarland","Rural Area","3","","",""
"Limited","1990","Baden-Württemberg","Urban Area","35","0.208083194909975","0.147593231372663","0.268573158447287"
"Limited","1990","Baden-Württemberg","Rural Area","8","","",""
"Limited","1990","Bavaria","Urban Area","16","","",""
"Limited","1990","Bavaria","Rural Area","14","","",""
"Limited","1990","Berlin","Urban Area","9","","",""
"Limited","1990","Berlin","Rural Area","","","",""
"Limited","1990","Brandenburg","Urban Area","","","",""
"Limited","1990","Brandenburg","Rural Area","","","",""
"Limited","1990","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Limited","1990","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Limited","1990","Saxony","Urban Area","","","",""
"Limited","1990","Saxony","Rural Area","","","",""
"Limited","1990","Saxony-Anhalt","Urban Area","","","",""
"Limited","1990","Saxony-Anhalt","Rural Area","","","",""
"Limited","1990","Thuringia","Urban Area","","","",""
"Limited","1990","Thuringia","Rural Area","","","",""
"Permanent","1991","Schleswig-Holstein","Urban Area","7","","",""
"Permanent","1991","Schleswig-Holstein","Rural Area","15","","",""
"Permanent","1991","Hamburg","Urban Area","17","","",""
"Permanent","1991","Hamburg","Rural Area","","","",""
"Permanent","1991","Lower Saxony","Urban Area","45","0.853837395458071","0.758729651770419","0.948945139145723"
"Permanent","1991","Lower Saxony","Rural Area","33","0.751194492021001","0.623454188004631","0.878934796037371"
"Permanent","1991","Bremen","Urban Area","5","","",""
"Permanent","1991","Bremen","Rural Area","","","",""
"Permanent","1991","North Rhine-Westphalia","Urban Area","161","0.703193671471527","0.644152056513913","0.762235286429141"
"Permanent","1991","North Rhine-Westphalia","Rural Area","5","","",""
"Permanent","1991","Hesse","Urban Area","69","0.743259407305832","0.653507255012099","0.833011559599565"
"Permanent","1991","Hesse","Rural Area","6","","",""
"Permanent","1991","Rhineland-Palatinate,Saarland","Urban Area","47","0.794331485175362","0.691196293571026","0.897466676779699"
"Permanent","1991","Rhineland-Palatinate,Saarland","Rural Area","10","","",""
"Permanent","1991","Baden-Württemberg","Urban Area","138","0.827183505345882","0.77100541196977","0.883361598721994"
"Permanent","1991","Baden-Württemberg","Rural Area","17","","",""
"Permanent","1991","Bavaria","Urban Area","71","0.881530034207659","0.813229900528913","0.949830167886405"
"Permanent","1991","Bavaria","Rural Area","57","0.714403836021204","0.612176855510867","0.816630816531541"
"Permanent","1991","Berlin","Urban Area","68","0.725781042467174","0.634620746781897","0.816941338152452"
"Permanent","1991","Berlin","Rural Area","","","",""
"Permanent","1991","Brandenburg","Urban Area","6","","",""
"Permanent","1991","Brandenburg","Rural Area","81","0.754846941358677","0.672170927531601","0.837522955185752"
"Permanent","1991","Mecklenburg-Western Pomerania","Urban Area","7","","",""
"Permanent","1991","Mecklenburg-Western Pomerania","Rural Area","58","0.753905400944848","0.658315885916954","0.849494915972742"
"Permanent","1991","Saxony","Urban Area","85","0.757403781700581","0.678017615766223","0.83678994763494"
"Permanent","1991","Saxony","Rural Area","57","0.724708269937241","0.62494264677486","0.824473893099623"
"Permanent","1991","Saxony-Anhalt","Urban Area","40","0.884776388210937","0.79349406884977","0.976058707572105"
"Permanent","1991","Saxony-Anhalt","Rural Area","66","0.816046440054996","0.732186856659758","0.899906023450235"
"Permanent","1991","Thuringia","Urban Area","32","0.812789511021211","0.693387869714044","0.932191152328377"
"Permanent","1991","Thuringia","Rural Area","61","0.787856077316994","0.697128454515277","0.87858370011871"
"Limited","1991","Schleswig-Holstein","Urban Area","3","","",""
"Limited","1991","Schleswig-Holstein","Rural Area","5","","",""
"Limited","1991","Hamburg","Urban Area","3","","",""
"Limited","1991","Hamburg","Rural Area","","","",""
"Limited","1991","Lower Saxony","Urban Area","8","","",""
"Limited","1991","Lower Saxony","Rural Area","11","","",""
"Limited","1991","Bremen","Urban Area","2","","",""
"Limited","1991","Bremen","Rural Area","","","",""
"Limited","1991","North Rhine-Westphalia","Urban Area","69","0.296806328528473","0.237764713570859","0.355847943486087"
"Limited","1991","North Rhine-Westphalia","Rural Area","1","","",""
"Limited","1991","Hesse","Urban Area","22","","",""
"Limited","1991","Hesse","Rural Area","","","",""
