"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1993","middle vocational","Female","6.86","7","2771","4","5","8","10","10","6.78","6.94","0","10","7","7"
"1993","middle vocational","Male","6.89","7","2872","4","5","8","10","10","6.81","6.97","0","10","7","7"
"1993","vocational + Abi","Female","7.57","8","154","5","6","9","10","10","7.25","7.89","0","10","8","8"
"1993","vocational + Abi","Male","7.59","8","202","5","7","9","10","10","7.31","7.87","0","10","8","8"
"1994","general elemantary","Female","","","","","","","","","","","","","",""
"1994","general elemantary","Male","","","","","","","","","","","","","",""
"1994","higher education","Female","","","","","","","","","","","","","",""
"1994","higher education","Male","","","","","","","","","","","","","",""
"1994","higher vocational","Female","","","","","","","","","","","","","",""
"1994","higher vocational","Male","","","","","","","","","","","","","",""
"1994","in school","Female","","","","","","","","","","","","","",""
"1994","in school","Male","","","","","","","","","","","","","",""
"1994","inadequately","Female","","","","","","","","","","","","","",""
"1994","inadequately","Male","","","","","","","","","","","","","",""
"1994","middle vocational","Female","","","","","","","","","","","","","",""
"1994","middle vocational","Male","","","","","","","","","","","","","",""
"1994","vocational + Abi","Female","","","","","","","","","","","","","",""
"1994","vocational + Abi","Male","","","","","","","","","","","","","",""
"1995","general elemantary","Female","","","","","","","","","","","","","",""
"1995","general elemantary","Male","","","","","","","","","","","","","",""
"1995","higher education","Female","","","","","","","","","","","","","",""
"1995","higher education","Male","","","","","","","","","","","","","",""
"1995","higher vocational","Female","","","","","","","","","","","","","",""
"1995","higher vocational","Male","","","","","","","","","","","","","",""
"1995","in school","Female","","","","","","","","","","","","","",""
"1995","in school","Male","","","","","","","","","","","","","",""
"1995","inadequately","Female","","","","","","","","","","","","","",""
"1995","inadequately","Male","","","","","","","","","","","","","",""
"1995","middle vocational","Female","","","","","","","","","","","","","",""
"1995","middle vocational","Male","","","","","","","","","","","","","",""
"1995","vocational + Abi","Female","","","","","","","","","","","","","",""
"1995","vocational + Abi","Male","","","","","","","","","","","","","",""
"1996","general elemantary","Female","","","","","","","","","","","","","",""
"1996","general elemantary","Male","","","","","","","","","","","","","",""
"1996","higher education","Female","","","","","","","","","","","","","",""
"1996","higher education","Male","","","","","","","","","","","","","",""
"1996","higher vocational","Female","","","","","","","","","","","","","",""
"1996","higher vocational","Male","","","","","","","","","","","","","",""
"1996","in school","Female","","","","","","","","","","","","","",""
"1996","in school","Male","","","","","","","","","","","","","",""
"1996","inadequately","Female","","","","","","","","","","","","","",""
"1996","inadequately","Male","","","","","","","","","","","","","",""
"1996","middle vocational","Female","","","","","","","","","","","","","",""
"1996","middle vocational","Male","","","","","","","","","","","","","",""
"1996","vocational + Abi","Female","","","","","","","","","","","","","",""
"1996","vocational + Abi","Male","","","","","","","","","","","","","",""
"1997","general elemantary","Female","","","","","","","","","","","","","",""
"1997","general elemantary","Male","","","","","","","","","","","","","",""
"1997","higher education","Female","","","","","","","","","","","","","",""
"1997","higher education","Male","","","","","","","","","","","","","",""
"1997","higher vocational","Female","","","","","","","","","","","","","",""
"1997","higher vocational","Male","","","","","","","","","","","","","",""
"1997","in school","Female","","","","","","","","","","","","","",""
"1997","in school","Male","","","","","","","","","","","","","",""
"1997","inadequately","Female","","","","","","","","","","","","","",""
"1997","inadequately","Male","","","","","","","","","","","","","",""
"1997","middle vocational","Female","","","","","","","","","","","","","",""
"1997","middle vocational","Male","","","","","","","","","","","","","",""
"1997","vocational + Abi","Female","","","","","","","","","","","","","",""
"1997","vocational + Abi","Male","","","","","","","","","","","","","",""
"1998","general elemantary","Female","","","","","","","","","","","","","",""
"1998","general elemantary","Male","","","","","","","","","","","","","",""
"1998","higher education","Female","","","","","","","","","","","","","",""
"1998","higher education","Male","","","","","","","","","","","","","",""
"1998","higher vocational","Female","","","","","","","","","","","","","",""
"1998","higher vocational","Male","","","","","","","","","","","","","",""
"1998","in school","Female","","","","","","","","","","","","","",""
"1998","in school","Male","","","","","","","","","","","","","",""
"1998","inadequately","Female","","","","","","","","","","","","","",""
"1998","inadequately","Male","","","","","","","","","","","","","",""
"1998","middle vocational","Female","","","","","","","","","","","","","",""
"1998","middle vocational","Male","","","","","","","","","","","","","",""
"1998","vocational + Abi","Female","","","","","","","","","","","","","",""
"1998","vocational + Abi","Male","","","","","","","","","","","","","",""
"1999","general elemantary","Female","","","","","","","","","","","","","",""
"1999","general elemantary","Male","","","","","","","","","","","","","",""
"1999","higher education","Female","","","","","","","","","","","","","",""
"1999","higher education","Male","","","","","","","","","","","","","",""
"1999","higher vocational","Female","","","","","","","","","","","","","",""
"1999","higher vocational","Male","","","","","","","","","","","","","",""
"1999","in school","Female","","","","","","","","","","","","","",""
"1999","in school","Male","","","","","","","","","","","","","",""
"1999","inadequately","Female","","","","","","","","","","","","","",""
"1999","inadequately","Male","","","","","","","","","","","","","",""
"1999","middle vocational","Female","","","","","","","","","","","","","",""
"1999","middle vocational","Male","","","","","","","","","","","","","",""
"1999","vocational + Abi","Female","","","","","","","","","","","","","",""
"1999","vocational + Abi","Male","","","","","","","","","","","","","",""
"2000","general elemantary","Female","5.79","6","2153","3","4","8","9","10","5.69","5.89","0","10","6","6"
"2000","general elemantary","Male","6.1","6","1078","3","5","8","9","10","5.96","6.24","0","10","6","6"
"2000","higher education","Female","8.21","8","1556","6","8","10","10","10","8.13","8.29","0","10","8","8"
"2000","higher education","Male","8.23","8","2046","6","8","9","10","10","8.16","8.3","0","10","8","8"
"2000","higher vocational","Female","7.65","8","752","5","7","9","10","10","7.51","7.79","0","10","8","8"
"2000","higher vocational","Male","7.49","8","981","5","7","9","10","10","7.38","7.6","0","10","8","8"
"2000","in school","Female","7.41","8","250","5","7","9","9","10","7.18","7.64","0","10","7","8"
"2000","in school","Male","7.24","8","236","5","6","9","10","10","6.98","7.5","0","10","7","8"
"2000","inadequately","Female","4.29","4","206","1","2","6","8","10","3.93","4.65","0","10","3","5"
"2000","inadequately","Male","4.18","4","161","0","2","6","8","10","3.76","4.6","0","10","4","5"
"2000","middle vocational","Female","6.98","7","5987","5","6","8","10","10","6.93","7.03","0","10","7","7"
"2000","middle vocational","Male","6.93","7","5824","5","6","8","10","10","6.88","6.98","0","10","7","7"
"2000","vocational + Abi","Female","7.74","8","590","5","7","9","10","10","7.59","7.89","0","10","8","8"
"2000","vocational + Abi","Male","7.55","8","498","5","7","9","10","10","7.39","7.71","0","10","8","8"
"2001","general elemantary","Female","","","","","","","","","","","","","",""
"2001","general elemantary","Male","","","","","","","","","","","","","",""
"2001","higher education","Female","","","","","","","","","","","","","",""
"2001","higher education","Male","","","","","","","","","","","","","",""
"2001","higher vocational","Female","","","","","","","","","","","","","",""
"2001","higher vocational","Male","","","","","","","","","","","","","",""
"2001","in school","Female","","","","","","","","","","","","","",""
"2001","in school","Male","","","","","","","","","","","","","",""
"2001","inadequately","Female","","","","","","","","","","","","","",""
"2001","inadequately","Male","","","","","","","","","","","","","",""
"2001","middle vocational","Female","","","","","","","","","","","","","",""
"2001","middle vocational","Male","","","","","","","","","","","","","",""
"2001","vocational + Abi","Female","","","","","","","","","","","","","",""
"2001","vocational + Abi","Male","","","","","","","","","","","","","",""
"2002","general elemantary","Female","","","","","","","","","","","","","",""
"2002","general elemantary","Male","","","","","","","","","","","","","",""
"2002","higher education","Female","","","","","","","","","","","","","",""
"2002","higher education","Male","","","","","","","","","","","","","",""
"2002","higher vocational","Female","","","","","","","","","","","","","",""
"2002","higher vocational","Male","","","","","","","","","","","","","",""
"2002","in school","Female","","","","","","","","","","","","","",""
"2002","in school","Male","","","","","","","","","","","","","",""
"2002","inadequately","Female","","","","","","","","","","","","","",""
"2002","inadequately","Male","","","","","","","","","","","","","",""
"2002","middle vocational","Female","","","","","","","","","","","","","",""
"2002","middle vocational","Male","","","","","","","","","","","","","",""
"2002","vocational + Abi","Female","","","","","","","","","","","","","",""
"2002","vocational + Abi","Male","","","","","","","","","","","","","",""
"2003","general elemantary","Female","","","","","","","","","","","","","",""
"2003","general elemantary","Male","","","","","","","","","","","","","",""
"2003","higher education","Female","","","","","","","","","","","","","",""
"2003","higher education","Male","","","","","","","","","","","","","",""
"2003","higher vocational","Female","","","","","","","","","","","","","",""
"2003","higher vocational","Male","","","","","","","","","","","","","",""
"2003","in school","Female","","","","","","","","","","","","","",""
"2003","in school","Male","","","","","","","","","","","","","",""
"2003","inadequately","Female","","","","","","","","","","","","","",""
"2003","inadequately","Male","","","","","","","","","","","","","",""
"2003","middle vocational","Female","","","","","","","","","","","","","",""
"2003","middle vocational","Male","","","","","","","","","","","","","",""
"2003","vocational + Abi","Female","","","","","","","","","","","","","",""
"2003","vocational + Abi","Male","","","","","","","","","","","","","",""
"2004","general elemantary","Female","5.63","6","1577","2","4","8","9","10","5.51","5.75","0","10","5","6"
"2004","general elemantary","Male","5.68","5","801","3","4","8","9","10","5.52","5.84","0","10","6","6"
"2004","higher education","Female","8.08","8","1783","5","7","9","10","10","8","8.16","0","10","8","9"
"2004","higher education","Male","8.21","8","2312","6","8","9","10","10","8.15","8.27","0","10","8","9"
"2004","higher vocational","Female","7.2","8","648","5","6","8","10","10","7.06","7.34","0","10","8","8"
"2004","higher vocational","Male","7.37","8","859","5","7","8","9","10","7.26","7.48","0","10","8","8"
"2004","in school","Female","6.93","7","317","5","6","8","9","10","6.72","7.14","0","10","7","8"
"2004","in school","Male","7.04","7","304","5","6","8","10","10","6.83","7.25","0","10","7","8"
"2004","inadequately","Female","3.62","4","121","0","1","5","8","10","3.18","4.06","0","10","3","4"
"2004","inadequately","Male","3.8","4","98","0","2","5","7","9","3.35","4.25","0","9","4","5"
"2004","middle vocational","Female","6.72","7","5189","4","5","8","9","10","6.67","6.77","0","10","7","7"
"2004","middle vocational","Male","6.68","7","4788","4","5","8","9","10","6.63","6.73","0","10","7","7"
"2004","vocational + Abi","Female","7.62","8","659","5","7","9","10","10","7.48","7.76","1","10","8","8"
"2004","vocational + Abi","Male","7.17","8","466","5","6","8","9","10","7.01","7.33","0","10","7","8"
"2005","general elemantary","Female","","","","","","","","","","","","","",""
"2005","general elemantary","Male","","","","","","","","","","","","","",""
"2005","higher education","Female","","","","","","","","","","","","","",""
"2005","higher education","Male","","","","","","","","","","","","","",""
"2005","higher vocational","Female","","","","","","","","","","","","","",""
"2005","higher vocational","Male","","","","","","","","","","","","","",""
"2005","in school","Female","","","","","","","","","","","","","",""
"2005","in school","Male","","","","","","","","","","","","","",""
"2005","inadequately","Female","","","","","","","","","","","","","",""
"2005","inadequately","Male","","","","","","","","","","","","","",""
"2005","middle vocational","Female","","","","","","","","","","","","","",""
"2005","middle vocational","Male","","","","","","","","","","","","","",""
"2005","vocational + Abi","Female","","","","","","","","","","","","","",""
"2005","vocational + Abi","Male","","","","","","","","","","","","","",""
"2006","general elemantary","Female","","","","","","","","","","","","","",""
"2006","general elemantary","Male","","","","","","","","","","","","","",""
"2006","higher education","Female","","","","","","","","","","","","","",""
"2006","higher education","Male","","","","","","","","","","","","","",""
"2006","higher vocational","Female","","","","","","","","","","","","","",""
"2006","higher vocational","Male","","","","","","","","","","","","","",""
"2006","in school","Female","","","","","","","","","","","","","",""
"2006","in school","Male","","","","","","","","","","","","","",""
"2006","inadequately","Female","","","","","","","","","","","","","",""
"2006","inadequately","Male","","","","","","","","","","","","","",""
"2006","middle vocational","Female","","","","","","","","","","","","","",""
"2006","middle vocational","Male","","","","","","","","","","","","","",""
"2006","vocational + Abi","Female","","","","","","","","","","","","","",""
"2006","vocational + Abi","Male","","","","","","","","","","","","","",""
"2007","general elemantary","Female","","","","","","","","","","","","","",""
"2007","general elemantary","Male","","","","","","","","","","","","","",""
"2007","higher education","Female","","","","","","","","","","","","","",""
"2007","higher education","Male","","","","","","","","","","","","","",""
"2007","higher vocational","Female","","","","","","","","","","","","","",""
"2007","higher vocational","Male","","","","","","","","","","","","","",""
"2007","in school","Female","","","","","","","","","","","","","",""
"2007","in school","Male","","","","","","","","","","","","","",""
"2007","inadequately","Female","","","","","","","","","","","","","",""
"2007","inadequately","Male","","","","","","","","","","","","","",""
"2007","middle vocational","Female","","","","","","","","","","","","","",""
"2007","middle vocational","Male","","","","","","","","","","","","","",""
"2007","vocational + Abi","Female","","","","","","","","","","","","","",""
"2007","vocational + Abi","Male","","","","","","","","","","","","","",""
"2008","general elemantary","Female","5.84","6","1218","2","5","8","9","10","5.7","5.98","0","10","6","6"
"2008","general elemantary","Male","6.07","6","591","3","5","8","9","10","5.88","6.26","0","10","6","7"
"2008","higher education","Female","8.45","9","1828","7","8","10","10","10","8.38","8.52","1","10","9","9"
"2008","higher education","Male","8.37","9","2196","7","8","9","10","10","8.31","8.43","0","10","9","9"
"2008","higher vocational","Female","7.48","8","542","5","7","9","10","10","7.33","7.63","0","10","8","8"
"2008","higher vocational","Male","7.48","8","754","5","7","8","9","10","7.37","7.59","0","10","8","8"
"2008","in school","Female","7.38","8","179","5","6","9","9","10","7.12","7.64","2","10","8","8"
"2008","in school","Male","7.41","8","169","6","7","9","9","10","7.18","7.64","2","10","8","8"
"2008","inadequately","Female","3.75","4","92","0","1","5","8","10","3.23","4.27","0","10","3","4"
"2008","inadequately","Male","4.15","5","70","0","3","5","7","10","3.48","4.82","0","10","3","5"
"2008","middle vocational","Female","6.91","7","4676","4","5","8","9","10","6.86","6.96","0","10","7","7"
"2008","middle vocational","Male","6.87","7","4221","5","6","8","9","10","6.81","6.93","0","10","7","7"
"2008","vocational + Abi","Female","7.64","8","634","5","7","9","10","10","7.51","7.77","0","10","8","8"
"2008","vocational + Abi","Male","7.37","8","431","5","6","8","9","10","7.21","7.53","0","10","8","8"
"2009","general elemantary","Female","","","","","","","","","","","","","",""
"2009","general elemantary","Male","","","","","","","","","","","","","",""
"2009","higher education","Female","","","","","","","","","","","","","",""
"2009","higher education","Male","","","","","","","","","","","","","",""
"2009","higher vocational","Female","","","","","","","","","","","","","",""
"2009","higher vocational","Male","","","","","","","","","","","","","",""
"2009","in school","Female","","","","","","","","","","","","","",""
"2009","in school","Male","","","","","","","","","","","","","",""
"2009","inadequately","Female","","","","","","","","","","","","","",""
"2009","inadequately","Male","","","","","","","","","","","","","",""
"2009","middle vocational","Female","","","","","","","","","","","","","",""
"2009","middle vocational","Male","","","","","","","","","","","","","",""
"2009","vocational + Abi","Female","","","","","","","","","","","","","",""
"2009","vocational + Abi","Male","","","","","","","","","","","","","",""
"2010","general elemantary","Female","","","","","","","","","","","","","",""
"2010","general elemantary","Male","","","","","","","","","","","","","",""
"2010","higher education","Female","","","","","","","","","","","","","",""
"2010","higher education","Male","","","","","","","","","","","","","",""
"2010","higher vocational","Female","","","","","","","","","","","","","",""
"2010","higher vocational","Male","","","","","","","","","","","","","",""
"2010","in school","Female","","","","","","","","","","","","","",""
"2010","in school","Male","","","","","","","","","","","","","",""
"2010","inadequately","Female","","","","","","","","","","","","","",""
"2010","inadequately","Male","","","","","","","","","","","","","",""
"2010","middle vocational","Female","","","","","","","","","","","","","",""
"2010","middle vocational","Male","","","","","","","","","","","","","",""
"2010","vocational + Abi","Female","","","","","","","","","","","","","",""
"2010","vocational + Abi","Male","","","","","","","","","","","","","",""
"2011","general elemantary","Female","","","","","","","","","","","","","",""
"2011","general elemantary","Male","","","","","","","","","","","","","",""
"2011","higher education","Female","","","","","","","","","","","","","",""
"2011","higher education","Male","","","","","","","","","","","","","",""
"2011","higher vocational","Female","","","","","","","","","","","","","",""
"2011","higher vocational","Male","","","","","","","","","","","","","",""
"2011","in school","Female","","","","","","","","","","","","","",""
"2011","in school","Male","","","","","","","","","","","","","",""
"2011","inadequately","Female","","","","","","","","","","","","","",""
"2011","inadequately","Male","","","","","","","","","","","","","",""
"2011","middle vocational","Female","","","","","","","","","","","","","",""
"2011","middle vocational","Male","","","","","","","","","","","","","",""
"2011","vocational + Abi","Female","","","","","","","","","","","","","",""
"2011","vocational + Abi","Male","","","","","","","","","","","","","",""
"2012","general elemantary","Female","","","","","","","","","","","","","",""
"2012","general elemantary","Male","","","","","","","","","","","","","",""
"2012","higher education","Female","","","","","","","","","","","","","",""
"2012","higher education","Male","","","","","","","","","","","","","",""
"2012","higher vocational","Female","","","","","","","","","","","","","",""
"2012","higher vocational","Male","","","","","","","","","","","","","",""
"2012","in school","Female","","","","","","","","","","","","","",""
"2012","in school","Male","","","","","","","","","","","","","",""
"2012","inadequately","Female","","","","","","","","","","","","","",""
"2012","inadequately","Male","","","","","","","","","","","","","",""
"2012","middle vocational","Female","","","","","","","","","","","","","",""
"2012","middle vocational","Male","","","","","","","","","","","","","",""
"2012","vocational + Abi","Female","","","","","","","","","","","","","",""
"2012","vocational + Abi","Male","","","","","","","","","","","","","",""
"2013","general elemantary","Female","","","","","","","","","","","","","",""
"2013","general elemantary","Male","","","","","","","","","","","","","",""
"2013","higher education","Female","","","","","","","","","","","","","",""
"2013","higher education","Male","","","","","","","","","","","","","",""
"2013","higher vocational","Female","","","","","","","","","","","","","",""
"2013","higher vocational","Male","","","","","","","","","","","","","",""
"2013","in school","Female","","","","","","","","","","","","","",""
"2013","in school","Male","","","","","","","","","","","","","",""
"2013","inadequately","Female","","","","","","","","","","","","","",""
"2013","inadequately","Male","","","","","","","","","","","","","",""
"2013","middle vocational","Female","","","","","","","","","","","","","",""
"2013","middle vocational","Male","","","","","","","","","","","","","",""
"2013","vocational + Abi","Female","","","","","","","","","","","","","",""
"2013","vocational + Abi","Male","","","","","","","","","","","","","",""
"2014","general elemantary","Female","6.22","6.83","1723","3","5","8","9","10","6.1","6.34","0","10","6","7"
"2014","general elemantary","Male","6.46","7","1133","3","5","8","10","10","6.31","6.61","0","10","7","7"
"2014","higher education","Female","8.45","9","2966","7","8","10","10","10","8.39","8.51","0","10","9","9"
"2014","higher education","Male","8.45","9","2909","7","8","10","10","10","8.4","8.5","0","10","9","9"
"2014","higher vocational","Female","7.69","8","564","5","7","9","10","10","7.56","7.82","0","10","8","8"
"2014","higher vocational","Male","7.83","8","910","6","7","9","10","10","7.73","7.93","0","10","8","8"
"2014","in school","Female","7.24","7","234","5","6","9","10","10","6.98","7.5","0","10","7","8"
"2014","in school","Male","7.9","8","213","6","7","9","10","10","7.68","8.12","2","10","8","8"
"2014","inadequately","Female","4.81","5","266","1","2","7","8","10","4.46","5.16","0","10","4","5"
"2014","inadequately","Male","4.41","4","193","0","2","6","8","10","4.01","4.81","0","10","4","5"
"2014","middle vocational","Female","7.28","8","6339","5","6","9","10","10","7.23","7.33","0","10","8","8"
"2014","middle vocational","Male","7.3","8","5172","5","6","9","10","10","7.25","7.35","0","10","8","8"
"2014","vocational + Abi","Female","7.89","8","1247","5","7","9","10","10","7.79","7.99","0","10","8","8"
"2014","vocational + Abi","Male","7.8","8","727","6","7","9","10","10","7.68","7.92","0","10","8","8"
"2015","general elemantary","Female","","","","","","","","","","","","","",""
"2015","general elemantary","Male","","","","","","","","","","","","","",""
"2015","higher education","Female","","","","","","","","","","","","","",""
"2015","higher education","Male","","","","","","","","","","","","","",""
"2015","higher vocational","Female","","","","","","","","","","","","","",""
"2015","higher vocational","Male","","","","","","","","","","","","","",""
"2015","in school","Female","","","","","","","","","","","","","",""
"2015","in school","Male","","","","","","","","","","","","","",""
"2015","inadequately","Female","","","","","","","","","","","","","",""
"2015","inadequately","Male","","","","","","","","","","","","","",""
"2015","middle vocational","Female","","","","","","","","","","","","","",""
"2015","middle vocational","Male","","","","","","","","","","","","","",""
"2015","vocational + Abi","Female","","","","","","","","","","","","","",""
"2015","vocational + Abi","Male","","","","","","","","","","","","","",""
"2016","general elemantary","Female","","","","","","","","","","","","","",""
"2016","general elemantary","Male","","","","","","","","","","","","","",""
"2016","higher education","Female","","","","","","","","","","","","","",""
"2016","higher education","Male","","","","","","","","","","","","","",""
"2016","higher vocational","Female","","","","","","","","","","","","","",""
"2016","higher vocational","Male","","","","","","","","","","","","","",""
"2016","in school","Female","","","","","","","","","","","","","",""
"2016","in school","Male","","","","","","","","","","","","","",""
"2016","inadequately","Female","","","","","","","","","","","","","",""
"2016","inadequately","Male","","","","","","","","","","","","","",""
"2016","middle vocational","Female","","","","","","","","","","","","","",""
"2016","middle vocational","Male","","","","","","","","","","","","","",""
"2016","vocational + Abi","Female","","","","","","","","","","","","","",""
"2016","vocational + Abi","Male","","","","","","","","","","","","","",""
"2017","general elemantary","Female","","","","","","","","","","","","","",""
"2017","general elemantary","Male","","","","","","","","","","","","","",""
"2017","higher education","Female","","","","","","","","","","","","","",""
"2017","higher education","Male","","","","","","","","","","","","","",""
"2017","higher vocational","Female","","","","","","","","","","","","","",""
"2017","higher vocational","Male","","","","","","","","","","","","","",""
"2017","in school","Female","","","","","","","","","","","","","",""
"2017","in school","Male","","","","","","","","","","","","","",""
"2017","inadequately","Female","","","","","","","","","","","","","",""
"2017","inadequately","Male","","","","","","","","","","","","","",""
"2017","middle vocational","Female","","","","","","","","","","","","","",""
"2017","middle vocational","Male","","","","","","","","","","","","","",""
"2017","vocational + Abi","Female","","","","","","","","","","","","","",""
"2017","vocational + Abi","Male","","","","","","","","","","","","","",""
"2018","general elemantary","Female","","","","","","","","","","","","","",""
"2018","general elemantary","Male","","","","","","","","","","","","","",""
"2018","higher education","Female","","","","","","","","","","","","","",""
"2018","higher education","Male","","","","","","","","","","","","","",""
"2018","higher vocational","Female","","","","","","","","","","","","","",""
"2018","higher vocational","Male","","","","","","","","","","","","","",""
"2018","in school","Female","","","","","","","","","","","","","",""
"2018","in school","Male","","","","","","","","","","","","","",""
"2018","inadequately","Female","","","","","","","","","","","","","",""
"2018","inadequately","Male","","","","","","","","","","","","","",""
"2018","middle vocational","Female","","","","","","","","","","","","","",""
"2018","middle vocational","Male","","","","","","","","","","","","","",""
"2018","vocational + Abi","Female","","","","","","","","","","","","","",""
"2018","vocational + Abi","Male","","","","","","","","","","","","","",""
"2019","general elemantary","Female","6.28","7","1305","3","5","8","9","10","6.14","6.42","0","10","7","7"
"2019","general elemantary","Male","6.67","7","934","4","5","8","9","10","6.52","6.82","0","10","7","7"
"2019","higher education","Female","8.63","9","3165","7","8","10","10","10","8.58","8.68","0","10","9","9"
"2019","higher education","Male","8.48","9","3493","7","8","10","10","10","8.43","8.53","0","10","9","9"
"2019","higher vocational","Female","7.88","8","532","6","7","9","10","10","7.74","8.02","0","10","8","8"
"2019","higher vocational","Male","8.1","8","1010","6","7","9","10","10","8.01","8.19","1","10","8","8"
"2019","in school","Female","7.76","8","158","5","7","9","10","10","7.47","8.05","1","10","8","8"
"2019","in school","Male","7.73","8","165","6","7","9","10","10","7.46","8","0","10","8","8"
"2019","inadequately","Female","4.65","5","192","0","2","7","9","10","4.22","5.08","0","10","5","5"
"2019","inadequately","Male","5.12","5","158","1","3","7","9","10","4.68","5.56","0","10","5","6"
"2019","middle vocational","Female","7.52","8","5581","5","7","9","10","10","7.47","7.57","0","10","8","8"
"2019","middle vocational","Male","7.47","8","4708","5","7","9","10","10","7.42","7.52","0","10","8","8"
