"pld0043","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Never","2004","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2004","16-34 y.","1-pers.-HH","","","","","5"
"Never","2004","16-34 y.","(Married) couple without C. ","","","","","5"
"Never","2004","16-34 y.","Single parent ","","","","","5"
"Never","2004","16-34 y.","Couple + C. LE 16 ","","","","","5"
"Never","2004","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Never","2004","35-65 y.","1-pers.-HH","","","","","5"
"Never","2004","35-65 y.","(Married) couple without C. ","","","","","5"
"Never","2004","35-65 y.","Single parent ","","","","","5"
"Never","2004","35-65 y.","Couple + C. LE 16 ","","","","","5"
"Never","2004","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2004","66 and older","1-pers.-HH","","","","","5"
"Never","2004","66 and older","(Married) couple without C. ","","","","","5"
"Never","2004","35-65 y.","Couple + C. GT 16 ","","","","","5"
"Never","2004","66 and older","Single parent ","","","","","5"
"Never","2004","66 and older","Couple + C. LE 16 ","","","","","5"
"Never","2004","66 and older","Couple + C. GT 16 ","","","","","5"
"Never","2004","66 and older","Couple + C. LE and GT 16","","","","","5"
"Often","2004","16-34 y.","Couple + C. GT 16 ","","","","","2"
"Often","2004","16-34 y.","1-pers.-HH","","","","","2"
"Often","2004","16-34 y.","(Married) couple without C. ","","","","","2"
"Often","2004","16-34 y.","Single parent ","","","","","2"
"Often","2004","16-34 y.","Couple + C. LE 16 ","","","","","2"
"Often","2004","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2004","35-65 y.","1-pers.-HH","","","","","2"
"Often","2004","35-65 y.","Couple + C. GT 16 ","","","","","2"
"Often","2004","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2004","35-65 y.","(Married) couple without C. ","","","","","2"
"Often","2004","35-65 y.","Single parent ","","","","","2"
"Often","2004","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Often","2004","66 and older","1-pers.-HH","","","","","2"
"Often","2004","66 and older","(Married) couple without C. ","","","","","2"
"Often","2004","66 and older","Single parent ","","","","","2"
"Often","2004","66 and older","Couple + C. LE 16 ","","","","","2"
"Often","2004","66 and older","Couple + C. GT 16 ","","","","","2"
"Often","2004","66 and older","Couple + C. LE and GT 16","","","","","2"
"Rarely","2004","16-34 y.","Single parent ","","","","","4"
"Rarely","2004","16-34 y.","1-pers.-HH","","","","","4"
"Rarely","2004","16-34 y.","(Married) couple without C. ","","","","","4"
"Rarely","2004","16-34 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2004","16-34 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2004","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2004","35-65 y.","1-pers.-HH","","","","","4"
"Rarely","2004","35-65 y.","(Married) couple without C. ","","","","","4"
"Rarely","2004","35-65 y.","Single parent ","","","","","4"
"Rarely","2004","35-65 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2004","35-65 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2004","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2004","66 and older","1-pers.-HH","","","","","4"
"Rarely","2004","66 and older","(Married) couple without C. ","","","","","4"
"Rarely","2004","66 and older","Single parent ","","","","","4"
"Rarely","2004","66 and older","Couple + C. LE 16 ","","","","","4"
"Rarely","2004","66 and older","Couple + C. GT 16 ","","","","","4"
"Rarely","2004","66 and older","Couple + C. LE and GT 16","","","","","4"
"Sometimes","2004","16-34 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2004","35-65 y.","1-pers.-HH","","","","","3"
"Sometimes","2004","35-65 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2004","16-34 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2004","16-34 y.","Single parent ","","","","","3"
"Sometimes","2004","16-34 y.","1-pers.-HH","","","","","3"
"Sometimes","2004","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2004","35-65 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2004","16-34 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2004","35-65 y.","Single parent ","","","","","3"
"Sometimes","2004","35-65 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2004","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2004","66 and older","(Married) couple without C. ","","","","","3"
"Sometimes","2004","66 and older","Single parent ","","","","","3"
"Sometimes","2004","66 and older","Couple + C. LE 16 ","","","","","3"
"Sometimes","2004","66 and older","1-pers.-HH","","","","","3"
"Sometimes","2004","66 and older","Couple + C. GT 16 ","","","","","3"
"Sometimes","2004","66 and older","Couple + C. LE and GT 16","","","","","3"
"Very often","2004","16-34 y.","1-pers.-HH","","","","","1"
"Very often","2004","16-34 y.","(Married) couple without C. ","","","","","1"
"Very often","2004","16-34 y.","Single parent ","","","","","1"
"Very often","2004","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Very often","2004","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Very often","2004","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Very often","2004","35-65 y.","1-pers.-HH","","","","","1"
"Very often","2004","35-65 y.","(Married) couple without C. ","","","","","1"
"Very often","2004","35-65 y.","Single parent ","","","","","1"
"Very often","2004","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Very often","2004","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Very often","2004","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Very often","2004","66 and older","1-pers.-HH","","","","","1"
"Very often","2004","66 and older","(Married) couple without C. ","","","","","1"
"Very often","2004","66 and older","Single parent ","","","","","1"
"Very often","2004","66 and older","Couple + C. LE 16 ","","","","","1"
"Very often","2004","66 and older","Couple + C. GT 16 ","","","","","1"
"Very often","2004","66 and older","Couple + C. LE and GT 16","","","","","1"
"Never","2005","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Never","2005","16-34 y.","(Married) couple without C. ","","","","","5"
"Never","2005","35-65 y.","1-pers.-HH","","","","","5"
"Never","2005","16-34 y.","1-pers.-HH","","","","","5"
"Never","2005","16-34 y.","Single parent ","","","","","5"
"Never","2005","16-34 y.","Couple + C. LE 16 ","","","","","5"
"Never","2005","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2005","35-65 y.","(Married) couple without C. ","","","","","5"
"Never","2005","35-65 y.","Single parent ","","","","","5"
"Never","2005","35-65 y.","Couple + C. LE 16 ","","","","","5"
"Never","2005","35-65 y.","Couple + C. GT 16 ","","","","","5"
"Never","2005","66 and older","1-pers.-HH","","","","","5"
"Never","2005","66 and older","(Married) couple without C. ","","","","","5"
"Never","2005","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2005","66 and older","Single parent ","","","","","5"
"Never","2005","66 and older","Couple + C. LE 16 ","","","","","5"
"Never","2005","66 and older","Couple + C. GT 16 ","","","","","5"
"Never","2005","66 and older","Couple + C. LE and GT 16","","","","","5"
"Often","2005","16-34 y.","Couple + C. GT 16 ","","","","","2"
"Often","2005","16-34 y.","Couple + C. LE 16 ","","","","","2"
"Often","2005","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2005","16-34 y.","Single parent ","","","","","2"
"Often","2005","16-34 y.","1-pers.-HH","","","","","2"
"Often","2005","16-34 y.","(Married) couple without C. ","","","","","2"
"Often","2005","35-65 y.","1-pers.-HH","","","","","2"
"Often","2005","35-65 y.","(Married) couple without C. ","","","","","2"
"Often","2005","35-65 y.","Single parent ","","","","","2"
"Often","2005","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Often","2005","35-65 y.","Couple + C. GT 16 ","","","","","2"
"Often","2005","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2005","66 and older","1-pers.-HH","","","","","2"
"Often","2005","66 and older","(Married) couple without C. ","","","","","2"
"Often","2005","66 and older","Single parent ","","","","","2"
"Often","2005","66 and older","Couple + C. LE 16 ","","","","","2"
"Often","2005","66 and older","Couple + C. GT 16 ","","","","","2"
"Often","2005","66 and older","Couple + C. LE and GT 16","","","","","2"
"Rarely","2005","16-34 y.","1-pers.-HH","","","","","4"
"Rarely","2005","16-34 y.","(Married) couple without C. ","","","","","4"
"Rarely","2005","16-34 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2005","16-34 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2005","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2005","35-65 y.","1-pers.-HH","","","","","4"
"Rarely","2005","16-34 y.","Single parent ","","","","","4"
"Rarely","2005","35-65 y.","(Married) couple without C. ","","","","","4"
"Rarely","2005","35-65 y.","Single parent ","","","","","4"
"Rarely","2005","35-65 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2005","35-65 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2005","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2005","66 and older","1-pers.-HH","","","","","4"
"Rarely","2005","66 and older","(Married) couple without C. ","","","","","4"
"Rarely","2005","66 and older","Single parent ","","","","","4"
"Rarely","2005","66 and older","Couple + C. LE 16 ","","","","","4"
"Rarely","2005","66 and older","Couple + C. GT 16 ","","","","","4"
"Rarely","2005","66 and older","Couple + C. LE and GT 16","","","","","4"
"Sometimes","2005","16-34 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2005","35-65 y.","1-pers.-HH","","","","","3"
"Sometimes","2005","16-34 y.","Single parent ","","","","","3"
"Sometimes","2005","16-34 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2005","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2005","16-34 y.","1-pers.-HH","","","","","3"
"Sometimes","2005","16-34 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2005","35-65 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2005","35-65 y.","Single parent ","","","","","3"
"Sometimes","2005","35-65 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2005","35-65 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2005","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2005","66 and older","1-pers.-HH","","","","","3"
"Sometimes","2005","66 and older","Single parent ","","","","","3"
"Sometimes","2005","66 and older","(Married) couple without C. ","","","","","3"
"Sometimes","2005","66 and older","Couple + C. LE 16 ","","","","","3"
"Sometimes","2005","66 and older","Couple + C. GT 16 ","","","","","3"
"Sometimes","2005","66 and older","Couple + C. LE and GT 16","","","","","3"
"Very often","2005","16-34 y.","1-pers.-HH","","","","","1"
"Very often","2005","16-34 y.","(Married) couple without C. ","","","","","1"
"Very often","2005","16-34 y.","Single parent ","","","","","1"
"Very often","2005","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Very often","2005","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Very often","2005","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Very often","2005","35-65 y.","1-pers.-HH","","","","","1"
"Very often","2005","35-65 y.","(Married) couple without C. ","","","","","1"
"Very often","2005","35-65 y.","Single parent ","","","","","1"
"Very often","2005","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Very often","2005","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Very often","2005","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Very often","2005","66 and older","1-pers.-HH","","","","","1"
"Very often","2005","66 and older","(Married) couple without C. ","","","","","1"
"Very often","2005","66 and older","Single parent ","","","","","1"
"Very often","2005","66 and older","Couple + C. LE 16 ","","","","","1"
"Very often","2005","66 and older","Couple + C. GT 16 ","","","","","1"
"Very often","2005","66 and older","Couple + C. LE and GT 16","","","","","1"
"Never","2006","16-34 y.","1-pers.-HH","","","","","5"
"Never","2006","16-34 y.","(Married) couple without C. ","","","","","5"
"Never","2006","16-34 y.","Single parent ","","","","","5"
"Never","2006","16-34 y.","Couple + C. LE 16 ","","","","","5"
"Never","2006","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Never","2006","35-65 y.","1-pers.-HH","","","","","5"
"Never","2006","35-65 y.","(Married) couple without C. ","","","","","5"
"Never","2006","35-65 y.","Single parent ","","","","","5"
"Never","2006","35-65 y.","Couple + C. LE 16 ","","","","","5"
"Never","2006","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2006","35-65 y.","Couple + C. GT 16 ","","","","","5"
"Never","2006","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2006","66 and older","(Married) couple without C. ","","","","","5"
"Never","2006","66 and older","1-pers.-HH","","","","","5"
"Never","2006","66 and older","Single parent ","","","","","5"
"Never","2006","66 and older","Couple + C. LE 16 ","","","","","5"
"Never","2006","66 and older","Couple + C. GT 16 ","","","","","5"
"Never","2006","66 and older","Couple + C. LE and GT 16","","","","","5"
"Often","2006","16-34 y.","1-pers.-HH","","","","","2"
"Often","2006","16-34 y.","(Married) couple without C. ","","","","","2"
"Often","2006","16-34 y.","Single parent ","","","","","2"
"Often","2006","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2006","16-34 y.","Couple + C. LE 16 ","","","","","2"
"Often","2006","16-34 y.","Couple + C. GT 16 ","","","","","2"
"Often","2006","35-65 y.","1-pers.-HH","","","","","2"
"Often","2006","35-65 y.","(Married) couple without C. ","","","","","2"
"Often","2006","35-65 y.","Single parent ","","","","","2"
"Often","2006","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Often","2006","35-65 y.","Couple + C. GT 16 ","","","","","2"
"Often","2006","66 and older","(Married) couple without C. ","","","","","2"
"Often","2006","66 and older","Single parent ","","","","","2"
"Often","2006","66 and older","Couple + C. LE 16 ","","","","","2"
"Often","2006","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2006","66 and older","1-pers.-HH","","","","","2"
"Often","2006","66 and older","Couple + C. GT 16 ","","","","","2"
"Often","2006","66 and older","Couple + C. LE and GT 16","","","","","2"
"Rarely","2006","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2006","16-34 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2006","16-34 y.","1-pers.-HH","","","","","4"
"Rarely","2006","16-34 y.","(Married) couple without C. ","","","","","4"
"Rarely","2006","16-34 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2006","16-34 y.","Single parent ","","","","","4"
"Rarely","2006","35-65 y.","1-pers.-HH","","","","","4"
"Rarely","2006","35-65 y.","(Married) couple without C. ","","","","","4"
"Rarely","2006","35-65 y.","Single parent ","","","","","4"
"Rarely","2006","35-65 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2006","35-65 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2006","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2006","66 and older","1-pers.-HH","","","","","4"
"Rarely","2006","66 and older","(Married) couple without C. ","","","","","4"
"Rarely","2006","66 and older","Single parent ","","","","","4"
"Rarely","2006","66 and older","Couple + C. LE 16 ","","","","","4"
"Rarely","2006","66 and older","Couple + C. GT 16 ","","","","","4"
"Rarely","2006","66 and older","Couple + C. LE and GT 16","","","","","4"
"Sometimes","2006","16-34 y.","1-pers.-HH","","","","","3"
"Sometimes","2006","16-34 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2006","16-34 y.","Single parent ","","","","","3"
"Sometimes","2006","16-34 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2006","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2006","35-65 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2006","35-65 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2006","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2006","16-34 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2006","35-65 y.","1-pers.-HH","","","","","3"
"Sometimes","2006","35-65 y.","Single parent ","","","","","3"
"Sometimes","2006","35-65 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2006","66 and older","1-pers.-HH","","","","","3"
"Sometimes","2006","66 and older","(Married) couple without C. ","","","","","3"
"Sometimes","2006","66 and older","Single parent ","","","","","3"
"Sometimes","2006","66 and older","Couple + C. LE 16 ","","","","","3"
"Sometimes","2006","66 and older","Couple + C. GT 16 ","","","","","3"
"Sometimes","2006","66 and older","Couple + C. LE and GT 16","","","","","3"
"Very often","2006","16-34 y.","1-pers.-HH","","","","","1"
"Very often","2006","16-34 y.","(Married) couple without C. ","","","","","1"
"Very often","2006","16-34 y.","Single parent ","","","","","1"
"Very often","2006","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Very often","2006","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Very often","2006","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Very often","2006","35-65 y.","1-pers.-HH","","","","","1"
"Very often","2006","35-65 y.","(Married) couple without C. ","","","","","1"
"Very often","2006","35-65 y.","Single parent ","","","","","1"
"Very often","2006","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Very often","2006","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Very often","2006","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Very often","2006","66 and older","1-pers.-HH","","","","","1"
"Very often","2006","66 and older","(Married) couple without C. ","","","","","1"
"Very often","2006","66 and older","Single parent ","","","","","1"
"Very often","2006","66 and older","Couple + C. LE 16 ","","","","","1"
"Very often","2006","66 and older","Couple + C. GT 16 ","","","","","1"
"Very often","2006","66 and older","Couple + C. LE and GT 16","","","","","1"
"Never","2007","16-34 y.","1-pers.-HH","","","","","5"
"Never","2007","16-34 y.","(Married) couple without C. ","","","","","5"
"Never","2007","16-34 y.","Single parent ","","","","","5"
"Never","2007","16-34 y.","Couple + C. LE 16 ","","","","","5"
"Never","2007","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2007","35-65 y.","(Married) couple without C. ","","","","","5"
"Never","2007","35-65 y.","Single parent ","","","","","5"
"Never","2007","35-65 y.","Couple + C. LE 16 ","","","","","5"
"Never","2007","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Never","2007","35-65 y.","1-pers.-HH","","","","","5"
"Never","2007","66 and older","1-pers.-HH","","","","","5"
"Never","2007","66 and older","(Married) couple without C. ","","","","","5"
"Never","2007","35-65 y.","Couple + C. GT 16 ","","","","","5"
"Never","2007","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2007","66 and older","Single parent ","","","","","5"
"Never","2007","66 and older","Couple + C. LE 16 ","","","","","5"
"Never","2007","66 and older","Couple + C. GT 16 ","","","","","5"
"Never","2007","66 and older","Couple + C. LE and GT 16","","","","","5"
"Often","2007","16-34 y.","1-pers.-HH","","","","","2"
"Often","2007","16-34 y.","(Married) couple without C. ","","","","","2"
