"m11126","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Good","1995","Employed","Male","2294","0.469268302980656","0.455132543620771","0.48340406234054"
"Good","1995","Employed","Female","1710","0.460827565294358","0.444813817969285","0.476841312619431"
"Satisfactory","1995","Not Employed","Male","563","0.366754832062091","0.343337997966393","0.390171666157789"
"Satisfactory","1995","Not Employed","Female","1116","0.369285510235915","0.352543246166692","0.386027774305138"
"Satisfactory","1995","Employed","Male","1433","0.317140288297793","0.303958859936766","0.33032171665882"
"Satisfactory","1995","Employed","Female","1134","0.314671585280553","0.299752642784735","0.329590527776371"
"Poor","1995","Not Employed","Male","307","0.199427004616628","0.180011585681669","0.218842423551586"
"Poor","1995","Not Employed","Female","626","0.226169819476786","0.21165683244156","0.240682806512013"
"Poor","1995","Employed","Male","430","0.0957196427377846","0.0873862259486489","0.10405305952692"
"Poor","1995","Employed","Female","440","0.12011236577","0.109668353478379","0.130556378061621"
"Bad ","1995","Not Employed","Male","121","0.0842224376202455","0.070727738146009","0.0977171370944819"
"Bad ","1995","Not Employed","Female","222","0.0858131886769991","0.0760966598060584","0.0955297175479397"
"Bad ","1995","Employed","Male","70","0.0139018925165361","0.0105854838146877","0.0172183012183846"
"Bad ","1995","Employed","Female","72","0.01920772652405","0.0147982563798624","0.0236171966682377"
"Very good","1996","Not Employed","Male","133","0.0619656340854745","0.0500890251268302","0.0738422430441187"
"Very good","1996","Not Employed","Female","229","0.0581536358561573","0.0498831048416432","0.0664241668706714"
"Very good","1996","Employed","Male","531","0.0972893797790299","0.0888331628386008","0.105745596719459"
"Very good","1996","Employed","Female","399","0.105002058766885","0.0951509175128438","0.114853200020927"
"Good","1996","Not Employed","Male","439","0.244584371939711","0.223409783978561","0.265758959900862"
"Good","1996","Not Employed","Female","910","0.257854523641699","0.242395330427772","0.273313716855626"
"Good","1996","Employed","Male","2239","0.475919740901923","0.461669084036203","0.490170397767643"
"Good","1996","Employed","Female","1672","0.437739214154385","0.421796830888173","0.453681597420597"
"Satisfactory","1996","Not Employed","Male","594","0.409840309383865","0.385613303748197","0.434067315019532"
"Satisfactory","1996","Not Employed","Female","1119","0.371925080571912","0.354845060214123","0.389005100929702"
"Satisfactory","1996","Employed","Male","1472","0.320102033569368","0.30679028180276","0.333413785335977"
"Satisfactory","1996","Employed","Female","1186","0.334747458925447","0.319582943520669","0.349911974330226"
"Poor","1996","Not Employed","Male","292","0.19371999318546","0.174251255145586","0.213188731225334"
"Poor","1996","Not Employed","Female","622","0.234005898728092","0.219044195343412","0.248967602112772"
"Poor","1996","Employed","Male","394","0.0883492046625166","0.0802510754417253","0.0964473338833079"
"Poor","1996","Employed","Female","401","0.105498648623159","0.0956269799645192","0.1153703172818"
"Bad ","1996","Not Employed","Male","125","0.0898896914054901","0.0757997367616092","0.103979646049371"
"Bad ","1996","Not Employed","Female","196","0.07806086120214","0.068580547227997","0.0875411751762829"
"Bad ","1996","Employed","Male","82","0.0183396410871623","0.0145109955035787","0.0221682866707459"
"Bad ","1996","Employed","Female","62","0.017012619530123","0.0128569960919636","0.0211682429682824"
"Very good","1997","Not Employed","Male","145","0.0677326406078442","0.0556004638121294","0.0798648174035591"
"Very good","1997","Not Employed","Female","196","0.0556400616940726","0.0475643586044846","0.0637157647836606"
"Very good","1997","Employed","Male","511","0.104126688215687","0.0952802775406882","0.112973098890685"
"Very good","1997","Employed","Female","327","0.0985823162250188","0.0888091932685489","0.108355439181489"
"Good","1997","Not Employed","Male","484","0.258307517710425","0.237175062905158","0.279439972515692"
"Good","1997","Not Employed","Female","962","0.251685837636339","0.236396483645427","0.266975191627251"
"Good","1997","Employed","Male","2298","0.478788682746101","0.464319579154439","0.493257786337763"
"Good","1997","Employed","Female","1712","0.46365756788575","0.447308591300253","0.480006544471247"
"Satisfactory","1997","Not Employed","Male","606","0.403922702430815","0.380232437924931","0.4276129669367"
"Satisfactory","1997","Not Employed","Female","1134","0.392439340819399","0.375236552101405","0.409642129537393"
"Satisfactory","1997","Employed","Male","1323","0.311805402809701","0.298388254612908","0.325222551006495"
"Satisfactory","1997","Employed","Female","1125","0.317641609327109","0.302378402863441","0.332904815790776"
"Poor","1997","Not Employed","Male","294","0.185179837853187","0.166425694969995","0.203933980736379"
"Poor","1997","Not Employed","Female","595","0.220683907393942","0.206073580972583","0.235294233815301"
"Poor","1997","Employed","Male","374","0.0877414041507623","0.0795468743018662","0.0959359339996583"
"Poor","1997","Employed","Female","350","0.106545312798507","0.0964301178544795","0.116660507742535"
"Bad ","1997","Not Employed","Male","119","0.0848573013977286","0.071403082011632","0.0983115207838251"
"Bad ","1997","Not Employed","Female","208","0.0795508524562476","0.0700176221885923","0.0890840827239029"
"Bad ","1997","Employed","Male","73","0.0175378220777486","0.0137358535344421","0.0213397906210551"
"Bad ","1997","Employed","Female","60","0.0135731937636153","0.00977965720063338","0.0173667303265972"
"Very good","1998","Not Employed","Male","183","0.0810429274124937","0.0688551329389658","0.0932307218860216"
"Very good","1998","Not Employed","Female","265","0.0676431536112734","0.0593161328741751","0.0759701743483716"
"Very good","1998","Employed","Male","615","0.122371992500104","0.113269228553151","0.131474756447057"
"Very good","1998","Employed","Female","417","0.11338871403915","0.103432593190021","0.123344834888279"
"Good","1998","Not Employed","Male","556","0.271304712706326","0.251447348610689","0.291162076801964"
"Good","1998","Not Employed","Female","1098","0.27449959048798","0.259702500256905","0.289296680719055"
"Good","1998","Employed","Male","2532","0.494470846521266","0.480583461493192","0.508358231549339"
"Good","1998","Employed","Female","1932","0.477689863106909","0.462005176089893","0.493374550123924"
"Satisfactory","1998","Not Employed","Male","673","0.368179168532652","0.346639127498884","0.389719209566419"
"Satisfactory","1998","Not Employed","Female","1231","0.369135573014566","0.353134555151431","0.385136590877702"
"Satisfactory","1998","Employed","Male","1386","0.285144062557041","0.27260345842713","0.297684666686951"
"Satisfactory","1998","Employed","Female","1131","0.294567391211647","0.280253466890002","0.308881315533292"
"Poor","1998","Not Employed","Male","360","0.201040391867413","0.183141587444344","0.218939196290481"
"Poor","1998","Not Employed","Female","653","0.204585135983348","0.191209312451099","0.217960959515597"
"Poor","1998","Employed","Male","391","0.0837901400266057","0.0760940353398914","0.0914862447133201"
"Poor","1998","Employed","Female","347","0.0945207498592212","0.0853344324478826","0.10370706727056"
"Bad ","1998","Not Employed","Male","154","0.0784327994811155","0.0664258602519151","0.0904397387103159"
"Bad ","1998","Not Employed","Female","247","0.0841365469028323","0.074932170990224","0.0933409228154405"
"Bad ","1998","Employed","Male","55","0.0142229583949842","0.0109339775255404","0.017511939264428"
"Bad ","1998","Employed","Female","69","0.0198332817830729","0.0154551796973278","0.0242113838688181"
"Very good","1999","Not Employed","Male","135","0.0695634927249819","0.0576302071940598","0.081496778255904"
"Very good","1999","Not Employed","Female","241","0.0654112035805045","0.0568539388737365","0.0739684682872725"
"Very good","1999","Employed","Male","540","0.104091504662221","0.0955270496198376","0.112655959704604"
"Very good","1999","Employed","Female","391","0.108900874977006","0.0991253788258357","0.118676371128177"
"Good","1999","Not Employed","Male","479","0.260118089426622","0.239540596847778","0.280695582005467"
"Good","1999","Not Employed","Female","954","0.261415011997577","0.246207291885712","0.276622732109441"
"Good","1999","Employed","Male","2417","0.484168435330229","0.470152810727987","0.49818405993247"
"Good","1999","Employed","Female","1866","0.460219302136469","0.44457878149103","0.475859822781908"
"Satisfactory","1999","Not Employed","Male","652","0.386892645637477","0.364047734591052","0.409737556683901"
"Satisfactory","1999","Not Employed","Female","1159","0.365556125264009","0.348888556783706","0.382223693744312"
"Satisfactory","1999","Employed","Male","1474","0.307757242855238","0.294812494419988","0.320701991290488"
"Satisfactory","1999","Employed","Female","1193","0.304917132509423","0.29047041032015","0.319363854698696"
"Poor","1999","Not Employed","Male","333","0.197916013243484","0.179227430774481","0.216604595712488"
"Poor","1999","Not Employed","Female","621","0.21935775162921","0.205035835376007","0.233679667882412"
"Poor","1999","Employed","Male","384","0.0866923875674457","0.0788008925966091","0.0945838825382823"
"Poor","1999","Employed","Female","395","0.111670047393694","0.101786436963814","0.121553657823575"
"Bad ","1999","Not Employed","Male","147","0.0855097589674349","0.0723930962836998","0.0986264216511699"
"Bad ","1999","Not Employed","Female","232","0.0882599075287001","0.0784420693085096","0.0980777457488907"
"Bad ","1999","Employed","Male","69","0.017290429584867","0.0136346858199442","0.0209461733497898"
"Bad ","1999","Employed","Female","56","0.0142926429834075","0.010567950798929","0.018017335167886"
"Very good","2000","Not Employed","Male","274","0.0729221933448859","0.0640308300045662","0.0818135566852056"
"Very good","2000","Not Employed","Female","439","0.0656077042981274","0.0592180478171619","0.0719973607790929"
"Very good","2000","Employed","Male","1107","0.139180449764955","0.131754464561927","0.146606434967983"
"Very good","2000","Employed","Female","874","0.135645957921872","0.127521809593837","0.143770106249908"
"Good","2000","Not Employed","Male","896","0.262023415617268","0.246986050426884","0.277060780807651"
"Good","2000","Not Employed","Female","1722","0.270660112268552","0.259194095385699","0.282126129151404"
"Good","2000","Employed","Male","4020","0.466497096542871","0.455794189166866","0.477200003918877"
"Good","2000","Employed","Female","3163","0.440816852345258","0.429037139229645","0.452596565460871"
"Satisfactory","2000","Not Employed","Male","1239","0.396104837223417","0.37937983236716","0.412829842079674"
"Satisfactory","2000","Not Employed","Female","2102","0.381662150085208","0.369125314590576","0.394198985579841"
"Satisfactory","2000","Employed","Male","2433","0.294106007772008","0.284330696583093","0.303881318960924"
"Satisfactory","2000","Employed","Female","2075","0.31307790610148","0.302074971420948","0.324080840782013"
"Poor","2000","Not Employed","Male","619","0.188293427293852","0.174924470626052","0.201662383961652"
"Poor","2000","Not Employed","Female","1109","0.203355085518814","0.192967960038698","0.21374221099893"
"Poor","2000","Employed","Male","675","0.0850796436152822","0.0790939652450336","0.0910653219855308"
"Poor","2000","Employed","Female","615","0.0943450959599062","0.0874097262271944","0.101280465692618"
"Bad ","2000","Not Employed","Male","257","0.0806561265205778","0.0713442313574063","0.0899680216837492"
"Bad ","2000","Not Employed","Female","396","0.0787149478292987","0.0717653274261411","0.0856645682324563"
"Bad ","2000","Employed","Male","111","0.0151368023048829","0.012517329314359","0.0177562752954068"
"Bad ","2000","Employed","Female","97","0.0161141876714835","0.013126706756018","0.0191016685869489"
"Very good","2001","Not Employed","Male","260","0.0743358152558649","0.0650171963400778","0.083654434171652"
"Very good","2001","Not Employed","Female","371","0.0594265960596892","0.052927172944253","0.0659260191751254"
"Very good","2001","Employed","Male","1003","0.143378444618801","0.135456471544437","0.151300417693164"
"Very good","2001","Employed","Female","796","0.130354885837732","0.122097657003992","0.138612114671472"
"Good","2001","Not Employed","Male","770","0.242044296773214","0.226828485724834","0.257260107821595"
"Good","2001","Not Employed","Female","1460","0.256461957516516","0.244457263099495","0.268466651933537"
"Good","2001","Employed","Male","3612","0.462892941678386","0.451621806993232","0.474164076363541"
"Good","2001","Employed","Female","2998","0.454105410537302","0.441894940954401","0.466315880120202"
"Satisfactory","2001","Not Employed","Male","1173","0.400390629778178","0.382984511708202","0.417796747848154"
"Satisfactory","2001","Not Employed","Female","1883","0.386259203631119","0.372874155019061","0.399644252243178"
"Satisfactory","2001","Employed","Male","2191","0.292762499644533","0.282476718157034","0.303048281132031"
"Satisfactory","2001","Employed","Female","1933","0.302839940699118","0.291571275956408","0.314108605441828"
"Poor","2001","Not Employed","Male","596","0.205803362711783","0.191441326340725","0.220165399082842"
"Poor","2001","Not Employed","Female","1013","0.215046733298166","0.203751990085816","0.226341476510516"
"Poor","2001","Employed","Male","606","0.0849636954046693","0.0786609060962594","0.0912664847130793"
"Poor","2001","Employed","Female","571","0.095437742838123","0.0882319969249444","0.102643488751302"
"Bad ","2001","Not Employed","Male","245","0.0774258954809598","0.0679314519545617","0.0869203390073578"
"Bad ","2001","Not Employed","Female","356","0.082805509494509","0.0752293628613803","0.0903816561276378"
"Bad ","2001","Employed","Male","106","0.0160024186536107","0.0131658927112619","0.0188389445959594"
"Bad ","2001","Employed","Female","89","0.0172620200877254","0.0140678038575026","0.0204562363179483"
"Very good","2002","Not Employed","Male","262","0.0673187492879936","0.0586111006004141","0.0760263979755731"
"Very good","2002","Not Employed","Female","381","0.0568426699567035","0.0504948520923567","0.0631904878210503"
"Very good","2002","Employed","Male","951","0.118255643684483","0.111170377986396","0.125340909382571"
"Very good","2002","Employed","Female","759","0.109139076243456","0.101751734636438","0.116526417850474"
"Good","2002","Not Employed","Male","861","0.252134650820048","0.23704447744149","0.267224824198606"
"Good","2002","Not Employed","Female","1487","0.254618842060108","0.242675396754758","0.266562287365459"
"Good","2002","Employed","Male","3916","0.473031009769006","0.462076039724719","0.483985979813294"
"Good","2002","Employed","Female","3246","0.452295309050727","0.4405035834978","0.464087034603654"
"Satisfactory","2002","Not Employed","Male","1186","0.387923293481107","0.370989973634589","0.404856613327626"
"Satisfactory","2002","Not Employed","Female","1869","0.388147196851679","0.374786877025798","0.401507516677561"
"Satisfactory","2002","Employed","Male","2388","0.309691448012263","0.299546260190747","0.319836635833779"
"Satisfactory","2002","Employed","Female","2114","0.323502845043298","0.312419646070522","0.334586044016074"
"Poor","2002","Not Employed","Male","619","0.204659331885095","0.190638989245578","0.218679674524612"
"Poor","2002","Not Employed","Female","1031","0.219438257457417","0.208091939378849","0.230784575535984"
"Poor","2002","Employed","Male","623","0.0852439186714721","0.0791167728801498","0.0913710644627944"
"Poor","2002","Employed","Female","643","0.100487541305046","0.0933647078126345","0.107610374797457"
"Bad ","2002","Not Employed","Male","253","0.0879639745257556","0.0781210382106687","0.0978069108408425"
"Bad ","2002","Not Employed","Female","343","0.0809530336740921","0.073475117927963","0.0884309494202211"
"Bad ","2002","Employed","Male","101","0.0137779798627753","0.0112202540944713","0.0163357056310794"
"Bad ","2002","Employed","Female","82","0.0145752283574726","0.011735920317765","0.0174145363971802"
"Very good","2003","Not Employed","Male","293","0.0752047532414094","0.0660617232270073","0.0843477832558114"
"Very good","2003","Not Employed","Female","333","0.0544150276167312","0.0481319995016549","0.0606980557318074"
"Very good","2003","Employed","Male","910","0.120413919342723","0.113054917412095","0.127772921273352"
"Very good","2003","Employed","Female","721","0.101958269527664","0.0946257655357938","0.109290773519535"
"Good","2003","Not Employed","Male","899","0.274777956612353","0.259301513753778","0.290254399470927"
"Good","2003","Not Employed","Female","1555","0.270918143608183","0.258607904566181","0.283228382650185"
"Good","2003","Employed","Male","3709","0.478152766617383","0.466857501582579","0.489448031652187"
"Good","2003","Employed","Female","3144","0.469742541346822","0.457648647267026","0.481836435426618"
"Satisfactory","2003","Not Employed","Male","1155","0.376096222579448","0.359302267044343","0.392890178114554"
"Satisfactory","2003","Not Employed","Female","1754","0.364542373317962","0.351210947455165","0.377873799180759"
"Satisfactory","2003","Employed","Male","2184","0.301014057087923","0.290641901897519","0.311386212278326"
"Satisfactory","2003","Employed","Female","1955","0.307995887322634","0.296808733295259","0.319183041350008"
"Poor","2003","Not Employed","Male","607","0.193782925908663","0.180079522090566","0.20748632972676"
"Poor","2003","Not Employed","Female","1007","0.222024647713417","0.21051285902325","0.233536436403584"
"Poor","2003","Employed","Male","605","0.083771022311122","0.0775064660216524","0.0900355786005916"
"Poor","2003","Employed","Female","638","0.105446957101499","0.0980045590255275","0.11288935517747"
"Bad ","2003","Not Employed","Male","242","0.0801381416581265","0.0707251939721402","0.0895510893441129"
"Bad ","2003","Not Employed","Female","358","0.0880998077437063","0.0802488899614024","0.0959507255260102"
"Bad ","2003","Employed","Male","105","0.0166482346408487","0.0137550247468482","0.0195414445348492"
"Bad ","2003","Employed","Female","84","0.0148563447013813","0.0119247860519794","0.0177879033507833"
"Very good","2004","Not Employed","Male","300","0.0780351880247365","0.0688291003807832","0.0872412756686897"
"Very good","2004","Not Employed","Female","357","0.057564139477903","0.051067714041339","0.064060564914467"
"Very good","2004","Employed","Male","869","0.126899377930358","0.11918562234473","0.134613133515986"
"Very good","2004","Employed","Female","682","0.113006576727716","0.105213382117009","0.120799771338423"
"Good","2004","Not Employed","Male","935","0.258930333828518","0.243895671597496","0.27396499605954"
"Good","2004","Not Employed","Female","1499","0.266747738432458","0.254412440971048","0.279083035893868"
"Good","2004","Employed","Male","3503","0.468001164244666","0.45643783780615","0.479564490683183"
"Good","2004","Employed","Female","3049","0.443935524713816","0.431705537944224","0.456165511483408"
"Satisfactory","2004","Not Employed","Male","1169","0.371873935044358","0.355285937247513","0.388461932841203"
"Satisfactory","2004","Not Employed","Female","1697","0.353061000062777","0.339731032636145","0.366390967489409"
"Satisfactory","2004","Employed","Male","2076","0.290424375310816","0.279904275638455","0.300944474983177"
"Satisfactory","2004","Employed","Female","1872","0.305078474067004","0.293744632769371","0.316412315364638"
"Poor","2004","Not Employed","Male","593","0.200289078631261","0.186552839602836","0.214025317659686"
"Poor","2004","Not Employed","Female","1014","0.233370781612973","0.221573322732293","0.245168240493652"
"Poor","2004","Employed","Male","594","0.0946238520980925","0.0878408989866012","0.101406805209584"
"Poor","2004","Employed","Female","657","0.120944549196257","0.112918445846118","0.128970652546396"
"Bad ","2004","Not Employed","Male","264","0.0908714644711268","0.0810064188057774","0.100736510136476"
"Bad ","2004","Not Employed","Female","371","0.0892563404138895","0.0813040878528997","0.0972085929748793"
"Bad ","2004","Employed","Male","111","0.0200512304160674","0.0168027804774858","0.023299680354649"
"Bad ","2004","Employed","Female","80","0.0170348752952066","0.0138496365038286","0.0202201140865845"
"Very good","2005","Not Employed","Male","267","0.0702309795635466","0.0613438861962994","0.0791180729307939"
"Very good","2005","Not Employed","Female","309","0.0554167583153219","0.0488903871724725","0.0619431294581713"
"Very good","2005","Employed","Male","720","0.108789512069293","0.101354212411659","0.116224811726927"
"Very good","2005","Employed","Female","656","0.10599678935485","0.0982768396415819","0.113716739068118"
"Good","2005","Not Employed","Male","831","0.240575002930476","0.225709639268979","0.255440366591974"
"Good","2005","Not Employed","Female","1423","0.270655180214187","0.257981413348443","0.283328947079931"
"Good","2005","Employed","Male","3195","0.457749660855174","0.445852899521268","0.469646422189081"
"Good","2005","Employed","Female","2886","0.446631479210687","0.434163947928452","0.459099010492923"
"Satisfactory","2005","Not Employed","Male","1181","0.374590861843602","0.357757589699536","0.391424133987667"
"Satisfactory","2005","Not Employed","Female","1655","0.356749914446931","0.343085124632971","0.370414704260891"
"Satisfactory","2005","Employed","Male","2108","0.311990862990288","0.300927609638672","0.323054116341903"
"Satisfactory","2005","Employed","Female","1849","0.318542353947652","0.30685808341922","0.330226624476083"
"Poor","2005","Not Employed","Male","628","0.216756667174521","0.202426791256263","0.231086543092779"
"Poor","2005","Not Employed","Female","1004","0.236351607928383","0.22423287841555","0.248470337441216"
"Poor","2005","Employed","Male","621","0.105291982715308","0.0979628407552642","0.112621124675351"
"Poor","2005","Employed","Female","618","0.109643406867503","0.101807814633458","0.117478999101549"
"Bad ","2005","Not Employed","Male","269","0.0978464884878545","0.0875136250835916","0.108179351892117"
"Bad ","2005","Not Employed","Female","330","0.0808265390951763","0.0730514241062896","0.0886016540840631"
"Bad ","2005","Employed","Male","93","0.0161779813699371","0.0131654245153506","0.0191905382245236"
"Bad ","2005","Employed","Female","99","0.0191859706193072","0.0157457697678403","0.0226261714707741"
"Very good","2006","Not Employed","Male","337","0.0875513572443605","0.0783568081773215","0.0967459063113995"
"Very good","2006","Not Employed","Female","363","0.0656233384216465","0.0589264065078353","0.0723202703354578"
"Very good","2006","Employed","Male","755","0.111322757900416","0.103968698693334","0.118676817107498"
"Very good","2006","Employed","Female","669","0.107483899176451","0.0999175553465955","0.115050243006306"
"Good","2006","Not Employed","Male","1042","0.264431117836643","0.250084063829512","0.278778171843773"
"Good","2006","Not Employed","Female","1606","0.270208412134484","0.258198644865545","0.282218179403422"
"Good","2006","Employed","Male","3404","0.467736554010261","0.456070416511289","0.479402691509234"
"Good","2006","Employed","Female","2945","0.433186827557783","0.421081851781228","0.445291803334338"
"Satisfactory","2006","Not Employed","Male","1285","0.363967942117933","0.34831608595977","0.379619798276096"
"Satisfactory","2006","Not Employed","Female","1797","0.352319125127413","0.339399962110236","0.36523828814459"
"Satisfactory","2006","Employed","Male","2174","0.312035698932645","0.301202712300112","0.322868685565177"
"Satisfactory","2006","Employed","Female","2080","0.332137241248634","0.32063165540566","0.343642827091607"
"Poor","2006","Not Employed","Male","669","0.187851762877652","0.175145434672763","0.200558091082541"
"Poor","2006","Not Employed","Female","1076","0.22322391617619","0.211962214552661","0.23448561779972"
"Poor","2006","Employed","Male","588","0.0896059476570772","0.0829279503628108","0.0962839449513437"
"Poor","2006","Employed","Female","643","0.109322555952262","0.101699634372971","0.116945477531553"
"Bad ","2006","Not Employed","Male","297","0.0961978199234111","0.0866057113530508","0.105789928493771"
"Bad ","2006","Not Employed","Female","410","0.0886252081402664","0.0809389870526949","0.096311429227838"
"Bad ","2006","Employed","Male","106","0.0192990414996002","0.0160824250088015","0.0225156579903989"
"Bad ","2006","Employed","Female","100","0.0178694760648705","0.0146331903932784","0.0211057617364627"
"Very good","2007","Not Employed","Male","323","0.0829586281673231","0.0737455485319366","0.0921717078027097"
"Very good","2007","Not Employed","Female","347","0.0712195937752728","0.064010273145519","0.0784289144050267"
"Very good","2007","Employed","Male","629","0.0980531772131273","0.0908374661445115","0.105268888281743"
"Very good","2007","Employed","Female","585","0.0946336251886415","0.0872615445545971","0.102005705822686"
"Good","2007","Not Employed","Male","965","0.250052157210074","0.235587424509297","0.264516889910851"
"Good","2007","Not Employed","Female","1456","0.26259992104675","0.250264983417192","0.274934858676308"
"Good","2007","Employed","Male","3211","0.481502974100479","0.46937940604218","0.493626542158778"
"Good","2007","Employed","Female","2829","0.445514942229612","0.432997049699457","0.458032834759768"
"Satisfactory","2007","Not Employed","Male","1191","0.358143833510726","0.342128824859693","0.37415884216176"
"Satisfactory","2007","Not Employed","Female","1735","0.36854363366083","0.355021220467039","0.382066046854622"
"Satisfactory","2007","Employed","Male","2014","0.313395184381284","0.302139875576067","0.3246504931865"
"Satisfactory","2007","Employed","Female","1961","0.328723662430746","0.316892666348719","0.340554658512772"
"Poor","2007","Not Employed","Male","695","0.220961815880153","0.207103273084872","0.234820358675434"
"Poor","2007","Not Employed","Female","1008","0.222263843552661","0.210609478238071","0.233918208867251"
"Poor","2007","Employed","Male","579","0.092259997767351","0.085238248945525","0.099281746589177"
"Poor","2007","Employed","Female","596","0.113965184006126","0.105961929100025","0.121968438912227"
"Bad ","2007","Not Employed","Male","269","0.0878835652317234","0.0784264527688266","0.0973406776946202"
"Bad ","2007","Not Employed","Female","343","0.0753730079644863","0.0679730495398773","0.0827729663890952"
"Bad ","2007","Employed","Male","92","0.0147886665377591","0.0118598845781217","0.0177174484973965"
"Bad ","2007","Employed","Female","85","0.0171625861448742","0.0138915347857575","0.0204336375039909"
