"year","age_gr","migback","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"1990","35-65 y.","indirect migration background","","","","","","","","",""
"1990","35-65 y.","no migration background","","","","","","","","",""
"1990","66 and older","direct migration background","","","","","","","","",""
"1990","66 and older","indirect migration background","","","","","","","","",""
"1990","66 and older","no migration background","","","","","","","","",""
"1991","16-34 y.","direct migration background","","","","","","","","",""
"1991","16-34 y.","indirect migration background","","","","","","","","",""
"1991","16-34 y.","no migration background","","","","","","","","",""
"1991","35-65 y.","direct migration background","","","","","","","","",""
"1991","35-65 y.","indirect migration background","","","","","","","","",""
"1991","35-65 y.","no migration background","","","","","","","","",""
"1991","66 and older","direct migration background","","","","","","","","",""
"1991","66 and older","indirect migration background","","","","","","","","",""
"1991","66 and older","no migration background","","","","","","","","",""
"1992","16-34 y.","direct migration background","","","","","","","","",""
"1992","16-34 y.","indirect migration background","","","","","","","","",""
"1992","16-34 y.","no migration background","","","","","","","","",""
"1992","35-65 y.","direct migration background","","","","","","","","",""
"1992","35-65 y.","indirect migration background","","","","","","","","",""
"1992","35-65 y.","no migration background","","","","","","","","",""
"1992","66 and older","direct migration background","","","","","","","","",""
"1992","66 and older","indirect migration background","","","","","","","","",""
"1992","66 and older","no migration background","","","","","","","","",""
"1993","16-34 y.","direct migration background","","","","","","","","",""
"1993","16-34 y.","indirect migration background","","","","","","","","",""
"1993","16-34 y.","no migration background","","","","","","","","",""
"1993","35-65 y.","direct migration background","","","","","","","","",""
"1993","35-65 y.","indirect migration background","","","","","","","","",""
"1993","35-65 y.","no migration background","","","","","","","","",""
"1993","66 and older","direct migration background","","","","","","","","",""
"1993","66 and older","indirect migration background","","","","","","","","",""
"1993","66 and older","no migration background","","","","","","","","",""
"1994","16-34 y.","direct migration background","","","","","","","","",""
"1994","16-34 y.","indirect migration background","","","","","","","","",""
"1994","16-34 y.","no migration background","","","","","","","","",""
"1994","35-65 y.","direct migration background","","","","","","","","",""
"1994","35-65 y.","indirect migration background","","","","","","","","",""
"1994","35-65 y.","no migration background","","","","","","","","",""
"1994","66 and older","direct migration background","","","","","","","","",""
"1994","66 and older","indirect migration background","","","","","","","","",""
"1994","66 and older","no migration background","","","","","","","","",""
"1995","16-34 y.","direct migration background","","","","","","","","",""
"1995","16-34 y.","indirect migration background","","","","","","","","",""
"1995","16-34 y.","no migration background","","","","","","","","",""
"1995","35-65 y.","direct migration background","","","","","","","","",""
"1995","35-65 y.","indirect migration background","","","","","","","","",""
"1995","35-65 y.","no migration background","","","","","","","","",""
"1995","66 and older","direct migration background","","","","","","","","",""
"1995","66 and older","indirect migration background","","","","","","","","",""
"1995","66 and older","no migration background","","","","","","","","",""
"1996","16-34 y.","direct migration background","","","","","","","","",""
"1996","16-34 y.","indirect migration background","","","","","","","","",""
"1996","16-34 y.","no migration background","","","","","","","","",""
"1996","35-65 y.","direct migration background","","","","","","","","",""
"1996","35-65 y.","indirect migration background","","","","","","","","",""
"1996","35-65 y.","no migration background","","","","","","","","",""
"1996","66 and older","direct migration background","","","","","","","","",""
"1996","66 and older","indirect migration background","","","","","","","","",""
"1996","66 and older","no migration background","","","","","","","","",""
"1997","16-34 y.","direct migration background","","","","","","","","",""
"1997","16-34 y.","indirect migration background","","","","","","","","",""
"1997","16-34 y.","no migration background","","","","","","","","",""
"1997","35-65 y.","direct migration background","","","","","","","","",""
"1997","35-65 y.","indirect migration background","","","","","","","","",""
"1997","35-65 y.","no migration background","","","","","","","","",""
"1997","66 and older","direct migration background","","","","","","","","",""
"1997","66 and older","indirect migration background","","","","","","","","",""
"1997","66 and older","no migration background","","","","","","","","",""
"1998","16-34 y.","direct migration background","","","","","","","","",""
"1998","16-34 y.","indirect migration background","","","","","","","","",""
"1998","16-34 y.","no migration background","","","","","","","","",""
"1998","35-65 y.","direct migration background","","","","","","","","",""
"1998","35-65 y.","indirect migration background","","","","","","","","",""
"1998","35-65 y.","no migration background","","","","","","","","",""
"1998","66 and older","direct migration background","","","","","","","","",""
"1998","66 and older","indirect migration background","","","","","","","","",""
"1998","66 and older","no migration background","","","","","","","","",""
"1999","16-34 y.","direct migration background","","","","","","","","",""
"1999","16-34 y.","indirect migration background","","","","","","","","",""
"1999","16-34 y.","no migration background","","","","","","","","",""
"1999","35-65 y.","direct migration background","","","","","","","","",""
"1999","35-65 y.","indirect migration background","","","","","","","","",""
"1999","35-65 y.","no migration background","","","","","","","","",""
"1999","66 and older","direct migration background","","","","","","","","",""
"1999","66 and older","indirect migration background","","","","","","","","",""
"1999","66 and older","no migration background","","","","","","","","",""
"2000","16-34 y.","direct migration background","","","","","","","","",""
"2000","16-34 y.","indirect migration background","","","","","","","","",""
"2000","16-34 y.","no migration background","","","","","","","","",""
"2000","35-65 y.","direct migration background","","","","","","","","",""
"2000","35-65 y.","indirect migration background","","","","","","","","",""
"2000","35-65 y.","no migration background","","","","","","","","",""
"2000","66 and older","direct migration background","","","","","","","","",""
"2000","66 and older","indirect migration background","","","","","","","","",""
"2000","66 and older","no migration background","","","","","","","","",""
"2001","16-34 y.","direct migration background","","","","","","","","",""
"2001","16-34 y.","indirect migration background","","","","","","","","",""
"2001","16-34 y.","no migration background","","","","","","","","",""
"2001","35-65 y.","direct migration background","","","","","","","","",""
"2001","35-65 y.","indirect migration background","","","","","","","","",""
"2001","35-65 y.","no migration background","","","","","","","","",""
"2001","66 and older","direct migration background","","","","","","","","",""
"2001","66 and older","indirect migration background","","","","","","","","",""
"2001","66 and older","no migration background","","","","","","","","",""
"2002","16-34 y.","direct migration background","","","","","","","","",""
"2002","16-34 y.","indirect migration background","","","","","","","","",""
"2002","16-34 y.","no migration background","","","","","","","","",""
"2002","35-65 y.","direct migration background","","","","","","","","",""
"2002","35-65 y.","indirect migration background","","","","","","","","",""
"2002","35-65 y.","no migration background","","","","","","","","",""
"2002","66 and older","direct migration background","","","","","","","","",""
"2002","66 and older","indirect migration background","","","","","","","","",""
"2002","66 and older","no migration background","","","","","","","","",""
"2003","16-34 y.","direct migration background","","","","","","","","",""
"2003","16-34 y.","indirect migration background","","","","","","","","",""
"2003","16-34 y.","no migration background","","","","","","","","",""
"2003","35-65 y.","direct migration background","","","","","","","","",""
"2003","35-65 y.","indirect migration background","","","","","","","","",""
"2003","35-65 y.","no migration background","","","","","","","","",""
"2003","66 and older","direct migration background","","","","","","","","",""
"2003","66 and older","indirect migration background","","","","","","","","",""
"2003","66 and older","no migration background","","","","","","","","",""
"2004","16-34 y.","direct migration background","","","","","","","","",""
"2004","16-34 y.","indirect migration background","","","","","","","","",""
"2004","16-34 y.","no migration background","","","","","","","","",""
"2004","35-65 y.","direct migration background","","","","","","","","",""
"2004","35-65 y.","indirect migration background","","","","","","","","",""
"2004","35-65 y.","no migration background","","","","","","","","",""
"2004","66 and older","direct migration background","","","","","","","","",""
"2004","66 and older","indirect migration background","","","","","","","","",""
"2004","66 and older","no migration background","","","","","","","","",""
"2005","16-34 y.","direct migration background","","","","","","","","",""
"2005","16-34 y.","indirect migration background","","","","","","","","",""
"2005","16-34 y.","no migration background","","","","","","","","",""
"2005","35-65 y.","direct migration background","","","","","","","","",""
"2005","35-65 y.","indirect migration background","","","","","","","","",""
"2005","35-65 y.","no migration background","","","","","","","","",""
"2005","66 and older","direct migration background","","","","","","","","",""
"2005","66 and older","indirect migration background","","","","","","","","",""
"2005","66 and older","no migration background","","","","","","","","",""
"2006","16-34 y.","direct migration background","","","","","","","","",""
"2006","16-34 y.","indirect migration background","","","","","","","","",""
"2006","16-34 y.","no migration background","","","","","","","","",""
"2006","35-65 y.","direct migration background","","","","","","","","",""
"2006","35-65 y.","indirect migration background","","","","","","","","",""
"2006","35-65 y.","no migration background","","","","","","","","",""
"2006","66 and older","direct migration background","","","","","","","","",""
"2006","66 and older","indirect migration background","","","","","","","","",""
"2006","66 and older","no migration background","","","","","","","","",""
"2007","16-34 y.","direct migration background","","","","","","","","",""
"2007","16-34 y.","indirect migration background","","","","","","","","",""
"2007","16-34 y.","no migration background","","","","","","","","",""
"2007","35-65 y.","direct migration background","","","","","","","","",""
"2007","35-65 y.","indirect migration background","","","","","","","","",""
"2007","35-65 y.","no migration background","","","","","","","","",""
"2007","66 and older","direct migration background","","","","","","","","",""
"2007","66 and older","indirect migration background","","","","","","","","",""
"2007","66 and older","no migration background","","","","","","","","",""
"2008","16-34 y.","direct migration background","7.74","8","367","7.59","7.89","5","7","9","10"
"2008","16-34 y.","indirect migration background","7.67","8","565","7.54","7.8","5","7","9","10"
"2008","16-34 y.","no migration background","7.54","8","3423","7.49","7.59","5","7","9","9"
"2008","35-65 y.","direct migration background","6.67","7","1153","6.56","6.78","4","5","8","9"
"2008","35-65 y.","indirect migration background","6.92","7","191","6.68","7.16","4","6","8","9"
"2008","35-65 y.","no migration background","6.96","7","9274","6.92","7","5","6","8","9"
"2008","66 and older","direct migration background","6.21","6","368","5.99","6.43","3","5","8","9"
"2008","66 and older","indirect migration background","","","","","","","","",""
"2008","66 and older","no migration background","6.69","7","3888","6.63","6.75","4","5","8","9"
"2009","16-34 y.","direct migration background","","","","","","","","",""
"2009","16-34 y.","indirect migration background","","","","","","","","",""
"2009","16-34 y.","no migration background","","","","","","","","",""
"2009","35-65 y.","direct migration background","","","","","","","","",""
"2009","35-65 y.","indirect migration background","","","","","","","","",""
"2009","35-65 y.","no migration background","","","","","","","","",""
"2009","66 and older","direct migration background","","","","","","","","",""
"2009","66 and older","indirect migration background","","","","","","","","",""
"2009","66 and older","no migration background","","","","","","","","",""
"2010","16-34 y.","direct migration background","","","","","","","","",""
"2010","16-34 y.","indirect migration background","","","","","","","","",""
"2010","16-34 y.","no migration background","","","","","","","","",""
"2010","35-65 y.","direct migration background","","","","","","","","",""
"2010","35-65 y.","indirect migration background","","","","","","","","",""
"2010","35-65 y.","no migration background","","","","","","","","",""
"2010","66 and older","direct migration background","","","","","","","","",""
"2010","66 and older","indirect migration background","","","","","","","","",""
"2010","66 and older","no migration background","","","","","","","","",""
"2011","16-34 y.","direct migration background","","","","","","","","",""
"2011","16-34 y.","indirect migration background","","","","","","","","",""
"2011","16-34 y.","no migration background","","","","","","","","",""
"2011","35-65 y.","direct migration background","","","","","","","","",""
"2011","35-65 y.","indirect migration background","","","","","","","","",""
"2011","35-65 y.","no migration background","","","","","","","","",""
"2011","66 and older","direct migration background","","","","","","","","",""
"2011","66 and older","indirect migration background","","","","","","","","",""
"2011","66 and older","no migration background","","","","","","","","",""
"2012","16-34 y.","direct migration background","","","","","","","","",""
"2012","16-34 y.","indirect migration background","","","","","","","","",""
"2012","16-34 y.","no migration background","","","","","","","","",""
"2012","35-65 y.","direct migration background","","","","","","","","",""
"2012","35-65 y.","indirect migration background","","","","","","","","",""
"2012","35-65 y.","no migration background","","","","","","","","",""
"2012","66 and older","direct migration background","","","","","","","","",""
"2012","66 and older","indirect migration background","","","","","","","","",""
"2012","66 and older","no migration background","","","","","","","","",""
"2013","16-34 y.","direct migration background","8.27","9","1582","8.2","8.34","6","8","9","10"
"2013","16-34 y.","indirect migration background","8.02","8","1136","7.93","8.11","6","7","9","10"
"2013","16-34 y.","no migration background","7.85","8","3097","7.8","7.9","6","7","9","9"
"2013","35-65 y.","direct migration background","7.35","8","3288","7.29","7.41","5","6","8","9"
"2013","35-65 y.","indirect migration background","7.53","8","493","7.38","7.68","5","7","9","9"
"2013","35-65 y.","no migration background","7.23","8","9063","7.2","7.26","5","6","8","9"
"2013","66 and older","direct migration background","6.79","7","437","6.6","6.98","4","6","8","9"
"2013","66 and older","indirect migration background","","","","","","","","",""
"2013","66 and older","no migration background","7","7","4526","6.95","7.05","5","6","8","9"
"2014","16-34 y.","direct migration background","","","","","","","","",""
"2014","16-34 y.","indirect migration background","","","","","","","","",""
"2014","16-34 y.","no migration background","","","","","","","","",""
"2014","35-65 y.","direct migration background","","","","","","","","",""
"2014","35-65 y.","indirect migration background","","","","","","","","",""
"2014","35-65 y.","no migration background","","","","","","","","",""
"2014","66 and older","direct migration background","","","","","","","","",""
"2014","66 and older","indirect migration background","","","","","","","","",""
"2014","66 and older","no migration background","","","","","","","","",""
"2015","16-34 y.","direct migration background","","","","","","","","",""
"2015","16-34 y.","indirect migration background","","","","","","","","",""
"2015","16-34 y.","no migration background","","","","","","","","",""
"2015","35-65 y.","direct migration background","","","","","","","","",""
"2015","35-65 y.","indirect migration background","","","","","","","","",""
"2015","35-65 y.","no migration background","","","","","","","","",""
"2015","66 and older","direct migration background","","","","","","","","",""
"2015","66 and older","indirect migration background","","","","","","","","",""
"2015","66 and older","no migration background","","","","","","","","",""
"2016","16-34 y.","direct migration background","","","","","","","","",""
"2016","16-34 y.","indirect migration background","","","","","","","","",""
"2016","16-34 y.","no migration background","","","","","","","","",""
"2016","35-65 y.","direct migration background","","","","","","","","",""
"2016","35-65 y.","indirect migration background","","","","","","","","",""
"2016","35-65 y.","no migration background","","","","","","","","",""
"2016","66 and older","direct migration background","","","","","","","","",""
"2016","66 and older","indirect migration background","","","","","","","","",""
"2016","66 and older","no migration background","","","","","","","","",""
"2017","16-34 y.","direct migration background","","","","","","","","",""
"2017","16-34 y.","indirect migration background","","","","","","","","",""
"2017","16-34 y.","no migration background","","","","","","","","",""
"2017","35-65 y.","direct migration background","","","","","","","","",""
"2017","35-65 y.","indirect migration background","","","","","","","","",""
"2017","35-65 y.","no migration background","","","","","","","","",""
"2017","66 and older","direct migration background","","","","","","","","",""
"2017","66 and older","indirect migration background","","","","","","","","",""
"2017","66 and older","no migration background","","","","","","","","",""
"2018","16-34 y.","direct migration background","8.2","8","1061","8.12","8.28","6","8","9","10"
"2018","16-34 y.","indirect migration background","7.98","8","973","7.88","8.08","6","7","9","10"
"2018","16-34 y.","no migration background","7.97","8","3972","7.93","8.01","6","7","9","9"
"2018","35-65 y.","direct migration background","7.68","8","2852","7.62","7.74","5","7","9","10"
"2018","35-65 y.","indirect migration background","7.67","8","700","7.55","7.79","5","7","9","9"
"2018","35-65 y.","no migration background","7.52","8","10967","7.49","7.55","5","7","9","9"
"2018","66 and older","direct migration background","7.03","8","432","6.85","7.21","5","6","8","9"
"2018","66 and older","indirect migration background","","","","","","","","",""
"2018","66 and older","no migration background","7.29","8","4487","7.24","7.34","5","6","8","9"
