"year","age_gr","pgisced97","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2010","16-34 y.","vocational + Abi","6.38","7","309","6.29","6.47","5","6","7","7"
"2010","35-65 y.","general elemantary","6.24","7","546","6.15","6.33","5","6","7","7"
"2010","35-65 y.","higher education","6.44","7","2417","6.41","6.47","6","6","7","7"
"2010","35-65 y.","higher vocational","6.48","7","835","6.42","6.54","6","6","7","7"
"2010","35-65 y.","in school","","","","","","","","",""
"2010","35-65 y.","inadequately","6.29","7","71","5.99","6.59","5","6","7","7"
"2010","35-65 y.","middle vocational","6.42","7","4645","6.39","6.45","5","6","7","7"
"2010","35-65 y.","vocational + Abi","6.32","7","540","6.25","6.39","5","6","7","7"
"2010","66 and older","general elemantary","6.31","7","611","6.23","6.39","5","6","7","7"
"2010","66 and older","higher education","6.45","7","894","6.39","6.51","5","6","7","7"
"2010","66 and older","higher vocational","6.44","7","317","6.34","6.54","5","6","7","7"
"2010","66 and older","in school","","","","","","","","",""
"2010","66 and older","inadequately","6.27","6","36","5.88","6.66","6","6","7","7"
"2010","66 and older","middle vocational","6.41","7","2082","6.37","6.45","5","6","7","7"
"2010","66 and older","vocational + Abi","6.58","7","95","6.44","6.72","6","6","7","7"
"2011","16-34 y.","general elemantary","","","","","","","","",""
"2011","16-34 y.","higher education","","","","","","","","",""
"2011","16-34 y.","higher vocational","","","","","","","","",""
"2011","16-34 y.","in school","","","","","","","","",""
"2011","16-34 y.","inadequately","","","","","","","","",""
"2011","16-34 y.","middle vocational","","","","","","","","",""
"2011","16-34 y.","vocational + Abi","","","","","","","","",""
"2011","35-65 y.","general elemantary","","","","","","","","",""
"2011","35-65 y.","higher education","","","","","","","","",""
"2011","35-65 y.","higher vocational","","","","","","","","",""
"2011","35-65 y.","in school","","","","","","","","",""
"2011","35-65 y.","inadequately","","","","","","","","",""
"2011","35-65 y.","middle vocational","","","","","","","","",""
"2011","35-65 y.","vocational + Abi","","","","","","","","",""
"2011","66 and older","general elemantary","","","","","","","","",""
"2011","66 and older","higher education","","","","","","","","",""
"2011","66 and older","higher vocational","","","","","","","","",""
"2011","66 and older","in school","","","","","","","","",""
"2011","66 and older","inadequately","","","","","","","","",""
"2011","66 and older","middle vocational","","","","","","","","",""
"2011","66 and older","vocational + Abi","","","","","","","","",""
"2012","16-34 y.","general elemantary","","","","","","","","",""
"2012","16-34 y.","higher education","","","","","","","","",""
"2012","16-34 y.","higher vocational","","","","","","","","",""
"2012","16-34 y.","in school","","","","","","","","",""
"2012","16-34 y.","inadequately","","","","","","","","",""
"2012","16-34 y.","middle vocational","","","","","","","","",""
"2012","16-34 y.","vocational + Abi","","","","","","","","",""
"2012","35-65 y.","general elemantary","","","","","","","","",""
"2012","35-65 y.","higher education","","","","","","","","",""
"2012","35-65 y.","higher vocational","","","","","","","","",""
"2012","35-65 y.","in school","","","","","","","","",""
"2012","35-65 y.","inadequately","","","","","","","","",""
"2012","35-65 y.","middle vocational","","","","","","","","",""
"2012","35-65 y.","vocational + Abi","","","","","","","","",""
"2012","66 and older","general elemantary","","","","","","","","",""
"2012","66 and older","higher education","","","","","","","","",""
"2012","66 and older","higher vocational","","","","","","","","",""
"2012","66 and older","in school","","","","","","","","",""
"2012","66 and older","inadequately","","","","","","","","",""
"2012","66 and older","middle vocational","","","","","","","","",""
"2012","66 and older","vocational + Abi","","","","","","","","",""
"2013","16-34 y.","general elemantary","","","","","","","","",""
"2013","16-34 y.","higher education","","","","","","","","",""
"2013","16-34 y.","higher vocational","","","","","","","","",""
"2013","16-34 y.","in school","","","","","","","","",""
"2013","16-34 y.","inadequately","","","","","","","","",""
"2013","16-34 y.","middle vocational","","","","","","","","",""
"2013","16-34 y.","vocational + Abi","","","","","","","","",""
"2013","35-65 y.","general elemantary","","","","","","","","",""
"2013","35-65 y.","higher education","","","","","","","","",""
"2013","35-65 y.","higher vocational","","","","","","","","",""
"2013","35-65 y.","in school","","","","","","","","",""
"2013","35-65 y.","inadequately","","","","","","","","",""
"2013","35-65 y.","middle vocational","","","","","","","","",""
"2013","35-65 y.","vocational + Abi","","","","","","","","",""
"2013","66 and older","general elemantary","","","","","","","","",""
"2013","66 and older","higher education","","","","","","","","",""
"2013","66 and older","higher vocational","","","","","","","","",""
"2013","66 and older","in school","","","","","","","","",""
"2013","66 and older","inadequately","","","","","","","","",""
"2013","66 and older","middle vocational","","","","","","","","",""
"2013","66 and older","vocational + Abi","","","","","","","","",""
"2014","16-34 y.","general elemantary","","","","","","","","",""
"2014","16-34 y.","higher education","","","","","","","","",""
"2014","16-34 y.","higher vocational","","","","","","","","",""
"2014","16-34 y.","in school","","","","","","","","",""
"2014","16-34 y.","inadequately","","","","","","","","",""
"2014","16-34 y.","middle vocational","","","","","","","","",""
"2014","16-34 y.","vocational + Abi","","","","","","","","",""
"2014","35-65 y.","general elemantary","","","","","","","","",""
"2014","35-65 y.","higher education","","","","","","","","",""
"2014","35-65 y.","higher vocational","","","","","","","","",""
"2014","35-65 y.","in school","","","","","","","","",""
"2014","35-65 y.","inadequately","","","","","","","","",""
"2014","35-65 y.","middle vocational","","","","","","","","",""
"2014","35-65 y.","vocational + Abi","","","","","","","","",""
"2014","66 and older","general elemantary","","","","","","","","",""
"2014","66 and older","higher education","","","","","","","","",""
"2014","66 and older","higher vocational","","","","","","","","",""
"2014","66 and older","in school","","","","","","","","",""
"2014","66 and older","inadequately","","","","","","","","",""
"2014","66 and older","middle vocational","","","","","","","","",""
"2014","66 and older","vocational + Abi","","","","","","","","",""
"2015","16-34 y.","general elemantary","6.41","7","1122","6.35","6.47","5","6","7","7"
"2015","16-34 y.","higher education","6.52","7","1174","6.47","6.57","6","6","7","7"
"2015","16-34 y.","higher vocational","6.66","7","127","6.52","6.8","6","6","7","7"
"2015","16-34 y.","in school","6.35","7","377","6.26","6.44","5","6","7","7"
"2015","16-34 y.","inadequately","6.16","7","176","5.98","6.34","4","5","7","7"
"2015","16-34 y.","middle vocational","6.4","7","2612","6.37","6.43","5","6","7","7"
"2015","16-34 y.","vocational + Abi","6.42","7","539","6.35","6.49","6","6","7","7"
"2015","35-65 y.","general elemantary","6.34","7","1156","6.28","6.4","5","6","7","7"
"2015","35-65 y.","higher education","6.39","7","4054","6.36","6.42","5","6","7","7"
"2015","35-65 y.","higher vocational","6.38","7","1066","6.33","6.43","5","6","7","7"
"2015","35-65 y.","in school","","","","","","","","",""
"2015","35-65 y.","inadequately","6.24","7","300","6.11","6.37","5","6","7","7"
"2015","35-65 y.","middle vocational","6.41","7","7023","6.39","6.43","5","6","7","7"
"2015","35-65 y.","vocational + Abi","6.37","7","1473","6.32","6.42","5","6","7","7"
"2015","66 and older","general elemantary","6.26","7","661","6.17","6.35","5","6","7","7"
"2015","66 and older","higher education","6.4","7","1192","6.35","6.45","5","6","7","7"
"2015","66 and older","higher vocational","6.38","7","346","6.29","6.47","5","6","7","7"
"2015","66 and older","in school","","","","","","","","",""
"2015","66 and older","inadequately","6.29","7","42","5.98","6.6","5","6","7","7"
"2015","66 and older","middle vocational","6.4","7","2546","6.36","6.44","5","6","7","7"
"2015","66 and older","vocational + Abi","6.38","7","139","6.23","6.53","5","6","7","7"
"2016","16-34 y.","general elemantary","6.59","7","514","6.53","6.65","5","7","7","7"
"2016","16-34 y.","higher education","6.55","7","426","6.47","6.63","6","6","7","7"
"2016","16-34 y.","higher vocational","","","","","","","","",""
"2016","16-34 y.","in school","","","","","","","","",""
"2016","16-34 y.","inadequately","6.53","7","899","6.47","6.59","5","7","7","7"
"2016","16-34 y.","middle vocational","6.72","7","448","6.65","6.79","6","7","7","7"
"2016","16-34 y.","vocational + Abi","6","6","55","5.77","6.23","5","5","7","7"
"2016","35-65 y.","general elemantary","6.66","7","324","6.59","6.73","6","7","7","7"
"2016","35-65 y.","higher education","6.61","7","347","6.54","6.68","6","6","7","7"
"2016","35-65 y.","higher vocational","","","","","","","","",""
"2016","35-65 y.","in school","","","","","","","","",""
"2016","35-65 y.","inadequately","6.68","7","634","6.63","6.73","6","7","7","7"
"2016","35-65 y.","middle vocational","6.64","7","342","6.57","6.71","6","6","7","7"
"2016","35-65 y.","vocational + Abi","6.76","7","55","6.56","6.96","7","7","7","7"
"2016","66 and older","general elemantary","","","","","","","","",""
"2016","66 and older","higher education","","","","","","","","",""
"2016","66 and older","higher vocational","","","","","","","","",""
"2016","66 and older","in school","","","","","","","","",""
"2016","66 and older","inadequately","","","","","","","","",""
"2016","66 and older","middle vocational","","","","","","","","",""
"2016","66 and older","vocational + Abi","","","","","","","","",""
"2017","16-34 y.","general elemantary","6.77","7","377","6.7","6.84","6","7","7","7"
"2017","16-34 y.","higher education","6.86","7","297","6.81","6.91","6","7","7","7"
"2017","16-34 y.","higher vocational","","","","","","","","",""
"2017","16-34 y.","in school","","","","","","","","",""
"2017","16-34 y.","inadequately","6.78","7","770","6.74","6.82","6","7","7","7"
"2017","16-34 y.","middle vocational","6.79","7","301","6.71","6.87","6","7","7","7"
"2017","16-34 y.","vocational + Abi","6.82","7","34","6.62","7.02","6","7","7","7"
"2017","35-65 y.","general elemantary","6.79","7","171","6.68","6.9","7","7","7","7"
"2017","35-65 y.","higher education","6.84","7","149","6.74","6.94","6","7","7","7"
"2017","35-65 y.","higher vocational","","","","","","","","",""
"2017","35-65 y.","in school","","","","","","","","",""
"2017","35-65 y.","inadequately","6.77","7","419","6.71","6.83","6","7","7","7"
"2017","35-65 y.","middle vocational","6.82","7","141","6.75","6.89","6","7","7","7"
"2017","35-65 y.","vocational + Abi","6.95","7","35","6.77","7.13","7","7","7","7"
"2017","66 and older","general elemantary","","","","","","","","",""
"2017","66 and older","higher education","","","","","","","","",""
"2017","66 and older","higher vocational","","","","","","","","",""
"2017","66 and older","in school","","","","","","","","",""
"2017","66 and older","inadequately","","","","","","","","",""
"2017","66 and older","middle vocational","","","","","","","","",""
"2017","66 and older","vocational + Abi","","","","","","","","",""
"2018","16-34 y.","general elemantary","6.84","7","75","6.7","6.98","7","7","7","7"
"2018","16-34 y.","higher education","","","","","","","","",""
"2018","16-34 y.","higher vocational","","","","","","","","",""
"2018","16-34 y.","in school","","","","","","","","",""
"2018","16-34 y.","inadequately","6.78","7","90","6.6","6.96","7","7","7","7"
"2018","16-34 y.","middle vocational","6.97","7","37","6.87","7.07","7","7","7","7"
"2018","16-34 y.","vocational + Abi","","","","","","","","",""
"2018","35-65 y.","general elemantary","","","","","","","","",""
"2018","35-65 y.","higher education","","","","","","","","",""
"2018","35-65 y.","higher vocational","","","","","","","","",""
"2018","35-65 y.","in school","","","","","","","","",""
"2018","35-65 y.","inadequately","6.75","7","69","6.65","6.85","6","7","7","7"
"2018","35-65 y.","middle vocational","","","","","","","","",""
"2018","35-65 y.","vocational + Abi","","","","","","","","",""
"2018","66 and older","general elemantary","","","","","","","","",""
"2018","66 and older","higher education","","","","","","","","",""
"2018","66 and older","higher vocational","","","","","","","","",""
"2018","66 and older","in school","","","","","","","","",""
"2018","66 and older","inadequately","","","","","","","","",""
"2018","66 and older","middle vocational","","","","","","","","",""
"2018","66 and older","vocational + Abi","","","","","","","","",""
"2019","16-34 y.","general elemantary","6.92","7","39","6.72","7.12","7","7","7","7"
"2019","16-34 y.","higher education","","","","","","","","",""
"2019","16-34 y.","higher vocational","","","","","","","","",""
"2019","16-34 y.","in school","","","","","","","","",""
"2019","16-34 y.","inadequately","6.56","7","57","6.25","6.87","5","7","7","7"
"2019","16-34 y.","middle vocational","","","","","","","","",""
"2019","16-34 y.","vocational + Abi","","","","","","","","",""
"2019","35-65 y.","general elemantary","","","","","","","","",""
"2019","35-65 y.","higher education","","","","","","","","",""
"2019","35-65 y.","higher vocational","","","","","","","","",""
"2019","35-65 y.","in school","","","","","","","","",""
"2019","35-65 y.","inadequately","6.53","7","71","6.34","6.72","5","6","7","7"
"2019","35-65 y.","middle vocational","","","","","","","","",""
"2019","35-65 y.","vocational + Abi","","","","","","","","",""
"2019","66 and older","general elemantary","","","","","","","","",""
"2019","66 and older","higher education","","","","","","","","",""
"2019","66 and older","higher vocational","","","","","","","","",""
"2019","66 and older","in school","","","","","","","","",""
"2019","66 and older","inadequately","","","","","","","","",""
"2019","66 and older","middle vocational","","","","","","","","",""
"2019","66 and older","vocational + Abi","","","","","","","","",""
