"year","age_gr","pgisced97","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2007","16-34 y.","middle vocational","","","","","","","","",""
"2007","16-34 y.","vocational + Abi","","","","","","","","",""
"2007","35-65 y.","general elemantary","","","","","","","","",""
"2007","35-65 y.","higher education","","","","","","","","",""
"2007","35-65 y.","higher vocational","","","","","","","","",""
"2007","35-65 y.","in school","","","","","","","","",""
"2007","35-65 y.","inadequately","","","","","","","","",""
"2007","35-65 y.","middle vocational","","","","","","","","",""
"2007","35-65 y.","vocational + Abi","","","","","","","","",""
"2007","66 and older","general elemantary","","","","","","","","",""
"2007","66 and older","higher education","","","","","","","","",""
"2007","66 and older","higher vocational","","","","","","","","",""
"2007","66 and older","in school","","","","","","","","",""
"2007","66 and older","inadequately","","","","","","","","",""
"2007","66 and older","middle vocational","","","","","","","","",""
"2007","66 and older","vocational + Abi","","","","","","","","",""
"2008","16-34 y.","general elemantary","","","","","","","","",""
"2008","16-34 y.","higher education","","","","","","","","",""
"2008","16-34 y.","higher vocational","","","","","","","","",""
"2008","16-34 y.","in school","","","","","","","","",""
"2008","16-34 y.","inadequately","","","","","","","","",""
"2008","16-34 y.","middle vocational","","","","","","","","",""
"2008","16-34 y.","vocational + Abi","","","","","","","","",""
"2008","35-65 y.","general elemantary","","","","","","","","",""
"2008","35-65 y.","higher education","","","","","","","","",""
"2008","35-65 y.","higher vocational","","","","","","","","",""
"2008","35-65 y.","in school","","","","","","","","",""
"2008","35-65 y.","inadequately","","","","","","","","",""
"2008","35-65 y.","middle vocational","","","","","","","","",""
"2008","35-65 y.","vocational + Abi","","","","","","","","",""
"2008","66 and older","general elemantary","","","","","","","","",""
"2008","66 and older","higher education","","","","","","","","",""
"2008","66 and older","higher vocational","","","","","","","","",""
"2008","66 and older","in school","","","","","","","","",""
"2008","66 and older","inadequately","","","","","","","","",""
"2008","66 and older","middle vocational","","","","","","","","",""
"2008","66 and older","vocational + Abi","","","","","","","","",""
"2009","16-34 y.","general elemantary","","","","","","","","",""
"2009","16-34 y.","higher education","","","","","","","","",""
"2009","16-34 y.","higher vocational","","","","","","","","",""
"2009","16-34 y.","in school","","","","","","","","",""
"2009","16-34 y.","inadequately","","","","","","","","",""
"2009","16-34 y.","middle vocational","","","","","","","","",""
"2009","16-34 y.","vocational + Abi","","","","","","","","",""
"2009","35-65 y.","general elemantary","","","","","","","","",""
"2009","35-65 y.","higher education","","","","","","","","",""
"2009","35-65 y.","higher vocational","","","","","","","","",""
"2009","35-65 y.","in school","","","","","","","","",""
"2009","35-65 y.","inadequately","","","","","","","","",""
"2009","35-65 y.","middle vocational","","","","","","","","",""
"2009","35-65 y.","vocational + Abi","","","","","","","","",""
"2009","66 and older","general elemantary","","","","","","","","",""
"2009","66 and older","higher education","","","","","","","","",""
"2009","66 and older","higher vocational","","","","","","","","",""
"2009","66 and older","in school","","","","","","","","",""
"2009","66 and older","inadequately","","","","","","","","",""
"2009","66 and older","middle vocational","","","","","","","","",""
"2009","66 and older","vocational + Abi","","","","","","","","",""
"2010","16-34 y.","general elemantary","5.8","6","473","5.69","5.91","4","5","7","7"
"2010","16-34 y.","higher education","5.76","6","518","5.67","5.85","5","5","7","7"
"2010","16-34 y.","higher vocational","5.57","6","105","5.35","5.79","4","5","6","7"
"2010","16-34 y.","in school","5.62","6","268","5.47","5.77","4","5","7","7"
"2010","16-34 y.","inadequately","5.74","6","31","5.09","6.39","1","6","7","7"
"2010","16-34 y.","middle vocational","5.79","6","1601","5.74","5.84","4","5","7","7"
"2010","16-34 y.","vocational + Abi","5.59","6","308","5.46","5.72","4","5","6","7"
"2010","35-65 y.","general elemantary","5.96","6","542","5.86","6.06","4","5","7","7"
"2010","35-65 y.","higher education","5.79","6","2414","5.75","5.83","4","5","7","7"
"2010","35-65 y.","higher vocational","5.93","6","836","5.85","6.01","4","5","7","7"
"2010","35-65 y.","in school","","","","","","","","",""
"2010","35-65 y.","inadequately","5.99","6","71","5.69","6.29","5","5","7","7"
"2010","35-65 y.","middle vocational","5.85","6","4641","5.82","5.88","4","5","7","7"
"2010","35-65 y.","vocational + Abi","5.66","6","539","5.56","5.76","4","5","7","7"
"2010","66 and older","general elemantary","5.9","6","604","5.8","6","4","5","7","7"
"2010","66 and older","higher education","5.85","6","895","5.78","5.92","4","5","7","7"
"2010","66 and older","higher vocational","5.97","6","317","5.85","6.09","4","5","7","7"
"2010","66 and older","in school","","","","","","","","",""
"2010","66 and older","inadequately","5.95","6","35","5.46","6.44","4","5","7","7"
"2010","66 and older","middle vocational","5.86","6","2077","5.8","5.92","4","5","7","7"
"2010","66 and older","vocational + Abi","6.23","6","95","6.02","6.44","5","6","7","7"
"2011","16-34 y.","general elemantary","","","","","","","","",""
"2011","16-34 y.","higher education","","","","","","","","",""
"2011","16-34 y.","higher vocational","","","","","","","","",""
"2011","16-34 y.","in school","","","","","","","","",""
"2011","16-34 y.","inadequately","","","","","","","","",""
"2011","16-34 y.","middle vocational","","","","","","","","",""
"2011","16-34 y.","vocational + Abi","","","","","","","","",""
"2011","35-65 y.","general elemantary","","","","","","","","",""
"2011","35-65 y.","higher education","","","","","","","","",""
"2011","35-65 y.","higher vocational","","","","","","","","",""
"2011","35-65 y.","in school","","","","","","","","",""
"2011","35-65 y.","inadequately","","","","","","","","",""
"2011","35-65 y.","middle vocational","","","","","","","","",""
"2011","35-65 y.","vocational + Abi","","","","","","","","",""
"2011","66 and older","general elemantary","","","","","","","","",""
"2011","66 and older","higher education","","","","","","","","",""
"2011","66 and older","higher vocational","","","","","","","","",""
"2011","66 and older","in school","","","","","","","","",""
"2011","66 and older","inadequately","","","","","","","","",""
"2011","66 and older","middle vocational","","","","","","","","",""
"2011","66 and older","vocational + Abi","","","","","","","","",""
"2012","16-34 y.","general elemantary","","","","","","","","",""
"2012","16-34 y.","higher education","","","","","","","","",""
"2012","16-34 y.","higher vocational","","","","","","","","",""
"2012","16-34 y.","in school","","","","","","","","",""
"2012","16-34 y.","inadequately","","","","","","","","",""
"2012","16-34 y.","middle vocational","","","","","","","","",""
"2012","16-34 y.","vocational + Abi","","","","","","","","",""
"2012","35-65 y.","general elemantary","","","","","","","","",""
"2012","35-65 y.","higher education","","","","","","","","",""
"2012","35-65 y.","higher vocational","","","","","","","","",""
"2012","35-65 y.","in school","","","","","","","","",""
"2012","35-65 y.","inadequately","","","","","","","","",""
"2012","35-65 y.","middle vocational","","","","","","","","",""
"2012","35-65 y.","vocational + Abi","","","","","","","","",""
"2012","66 and older","general elemantary","","","","","","","","",""
"2012","66 and older","higher education","","","","","","","","",""
"2012","66 and older","higher vocational","","","","","","","","",""
"2012","66 and older","in school","","","","","","","","",""
"2012","66 and older","inadequately","","","","","","","","",""
"2012","66 and older","middle vocational","","","","","","","","",""
"2012","66 and older","vocational + Abi","","","","","","","","",""
"2013","16-34 y.","general elemantary","","","","","","","","",""
"2013","16-34 y.","higher education","","","","","","","","",""
"2013","16-34 y.","higher vocational","","","","","","","","",""
"2013","16-34 y.","in school","","","","","","","","",""
"2013","16-34 y.","inadequately","","","","","","","","",""
"2013","16-34 y.","middle vocational","","","","","","","","",""
"2013","16-34 y.","vocational + Abi","","","","","","","","",""
"2013","35-65 y.","general elemantary","","","","","","","","",""
"2013","35-65 y.","higher education","","","","","","","","",""
"2013","35-65 y.","higher vocational","","","","","","","","",""
"2013","35-65 y.","in school","","","","","","","","",""
"2013","35-65 y.","inadequately","","","","","","","","",""
"2013","35-65 y.","middle vocational","","","","","","","","",""
"2013","35-65 y.","vocational + Abi","","","","","","","","",""
"2013","66 and older","general elemantary","","","","","","","","",""
"2013","66 and older","higher education","","","","","","","","",""
"2013","66 and older","higher vocational","","","","","","","","",""
"2013","66 and older","in school","","","","","","","","",""
"2013","66 and older","inadequately","","","","","","","","",""
"2013","66 and older","middle vocational","","","","","","","","",""
"2013","66 and older","vocational + Abi","","","","","","","","",""
"2014","16-34 y.","general elemantary","","","","","","","","",""
"2014","16-34 y.","higher education","","","","","","","","",""
"2014","16-34 y.","higher vocational","","","","","","","","",""
"2014","16-34 y.","in school","","","","","","","","",""
"2014","16-34 y.","inadequately","","","","","","","","",""
"2014","16-34 y.","middle vocational","","","","","","","","",""
"2014","16-34 y.","vocational + Abi","","","","","","","","",""
"2014","35-65 y.","general elemantary","","","","","","","","",""
"2014","35-65 y.","higher education","","","","","","","","",""
"2014","35-65 y.","higher vocational","","","","","","","","",""
"2014","35-65 y.","in school","","","","","","","","",""
"2014","35-65 y.","inadequately","","","","","","","","",""
"2014","35-65 y.","middle vocational","","","","","","","","",""
"2014","35-65 y.","vocational + Abi","","","","","","","","",""
"2014","66 and older","general elemantary","","","","","","","","",""
"2014","66 and older","higher education","","","","","","","","",""
"2014","66 and older","higher vocational","","","","","","","","",""
"2014","66 and older","in school","","","","","","","","",""
"2014","66 and older","inadequately","","","","","","","","",""
"2014","66 and older","middle vocational","","","","","","","","",""
"2014","66 and older","vocational + Abi","","","","","","","","",""
"2015","16-34 y.","general elemantary","6.03","6","1122","5.96","6.1","4","6","7","7"
"2015","16-34 y.","higher education","5.82","6","1173","5.76","5.88","4","5","7","7"
"2015","16-34 y.","higher vocational","5.88","6","127","5.68","6.08","5","5","7","7"
"2015","16-34 y.","in school","5.69","6","378","5.58","5.8","4","5","7","7"
"2015","16-34 y.","inadequately","5.94","6","176","5.74","6.14","4","5","7","7"
"2015","16-34 y.","middle vocational","5.83","6","2608","5.79","5.87","4","5","7","7"
"2015","16-34 y.","vocational + Abi","5.9","6","540","5.8","6","4","5","7","7"
"2015","35-65 y.","general elemantary","6.05","6","1154","5.98","6.12","4","6","7","7"
"2015","35-65 y.","higher education","5.79","6","4052","5.75","5.83","4","5","7","7"
"2015","35-65 y.","higher vocational","5.83","6","1066","5.76","5.9","4","5","7","7"
"2015","35-65 y.","in school","","","","","","","","",""
"2015","35-65 y.","inadequately","6.15","6","298","6.01","6.29","5","6","7","7"
"2015","35-65 y.","middle vocational","5.92","6","7019","5.89","5.95","4","5","7","7"
"2015","35-65 y.","vocational + Abi","5.93","6","1476","5.87","5.99","4","5","7","7"
"2015","66 and older","general elemantary","5.83","6","656","5.74","5.92","4","5","7","7"
"2015","66 and older","higher education","5.81","6","1193","5.74","5.88","4","5","7","7"
"2015","66 and older","higher vocational","5.96","6","346","5.84","6.08","5","5","7","7"
"2015","66 and older","in school","","","","","","","","",""
"2015","66 and older","inadequately","5.49","6","39","5.09","5.89","4","5","7","7"
"2015","66 and older","middle vocational","5.92","6","2543","5.87","5.97","4","5","7","7"
"2015","66 and older","vocational + Abi","5.63","6","138","5.41","5.85","4","5","7","7"
"2016","16-34 y.","general elemantary","6.72","7","513","6.66","6.78","6","7","7","7"
"2016","16-34 y.","higher education","6.36","7","424","6.28","6.44","5","6","7","7"
"2016","16-34 y.","higher vocational","","","","","","","","",""
"2016","16-34 y.","in school","","","","","","","","",""
"2016","16-34 y.","inadequately","6.5","7","890","6.45","6.55","5","7","7","7"
"2016","16-34 y.","middle vocational","6.32","7","448","6.24","6.4","4","6","7","7"
"2016","16-34 y.","vocational + Abi","5.93","6","57","5.74","6.12","5","5","7","7"
"2016","35-65 y.","general elemantary","6.6","7","324","6.54","6.66","6","6","7","7"
"2016","35-65 y.","higher education","6.65","7","346","6.59","6.71","6","6","7","7"
"2016","35-65 y.","higher vocational","","","","","","","","",""
"2016","35-65 y.","in school","","","","","","","","",""
"2016","35-65 y.","inadequately","6.74","7","637","6.7","6.78","6","7","7","7"
"2016","35-65 y.","middle vocational","6.73","7","345","6.68","6.78","6","7","7","7"
"2016","35-65 y.","vocational + Abi","6.72","7","55","6.42","7.02","6","7","7","7"
"2016","66 and older","general elemantary","","","","","","","","",""
"2016","66 and older","higher education","","","","","","","","",""
"2016","66 and older","higher vocational","","","","","","","","",""
"2016","66 and older","in school","","","","","","","","",""
"2016","66 and older","inadequately","","","","","","","","",""
"2016","66 and older","middle vocational","","","","","","","","",""
"2016","66 and older","vocational + Abi","","","","","","","","",""
"2017","16-34 y.","general elemantary","6.68","7","377","6.61","6.75","6","7","7","7"
"2017","16-34 y.","higher education","6.76","7","297","6.7","6.82","6","7","7","7"
"2017","16-34 y.","higher vocational","","","","","","","","",""
"2017","16-34 y.","in school","","","","","","","","",""
"2017","16-34 y.","inadequately","6.77","7","764","6.73","6.81","6","7","7","7"
"2017","16-34 y.","middle vocational","6.74","7","300","6.65","6.83","6","7","7","7"
"2017","16-34 y.","vocational + Abi","6.56","7","34","6.35","6.77","6","6","7","7"
"2017","35-65 y.","general elemantary","6.77","7","172","6.66","6.88","6","7","7","7"
"2017","35-65 y.","higher education","6.8","7","148","6.68","6.92","6","7","7","7"
"2017","35-65 y.","higher vocational","","","","","","","","",""
"2017","35-65 y.","in school","","","","","","","","",""
"2017","35-65 y.","inadequately","6.78","7","419","6.71","6.85","6","7","7","7"
"2017","35-65 y.","middle vocational","6.66","7","140","6.55","6.77","6","6","7","7"
"2017","35-65 y.","vocational + Abi","6.73","7","35","6.35","7.11","6","7","7","7"
"2017","66 and older","general elemantary","","","","","","","","",""
"2017","66 and older","higher education","","","","","","","","",""
"2017","66 and older","higher vocational","","","","","","","","",""
"2017","66 and older","in school","","","","","","","","",""
"2017","66 and older","inadequately","","","","","","","","",""
"2017","66 and older","middle vocational","","","","","","","","",""
"2017","66 and older","vocational + Abi","","","","","","","","",""
"2018","16-34 y.","general elemantary","6.89","7","75","6.71","7.07","7","7","7","7"
"2018","16-34 y.","higher education","","","","","","","","",""
"2018","16-34 y.","higher vocational","","","","","","","","",""
"2018","16-34 y.","in school","","","","","","","","",""
"2018","16-34 y.","inadequately","6.75","7","88","6.62","6.88","7","7","7","7"
"2018","16-34 y.","middle vocational","6.91","7","36","6.77","7.05","7","7","7","7"
"2018","16-34 y.","vocational + Abi","","","","","","","","",""
"2018","35-65 y.","general elemantary","","","","","","","","",""
"2018","35-65 y.","higher education","","","","","","","","",""
"2018","35-65 y.","higher vocational","","","","","","","","",""
"2018","35-65 y.","in school","","","","","","","","",""
"2018","35-65 y.","inadequately","5.93","7","68","5.57","6.29","1","6","7","7"
"2018","35-65 y.","middle vocational","","","","","","","","",""
"2018","35-65 y.","vocational + Abi","","","","","","","","",""
"2018","66 and older","general elemantary","","","","","","","","",""
"2018","66 and older","higher education","","","","","","","","",""
"2018","66 and older","higher vocational","","","","","","","","",""
"2018","66 and older","in school","","","","","","","","",""
"2018","66 and older","inadequately","","","","","","","","",""
"2018","66 and older","middle vocational","","","","","","","","",""
"2018","66 and older","vocational + Abi","","","","","","","","",""
"2019","16-34 y.","general elemantary","6.62","7","38","6.47","6.77","5","7","7","7"
"2019","16-34 y.","higher education","","","","","","","","",""
"2019","16-34 y.","higher vocational","","","","","","","","",""
"2019","16-34 y.","in school","","","","","","","","",""
"2019","16-34 y.","inadequately","6.73","7","57","6.47","6.99","6","7","7","7"
"2019","16-34 y.","middle vocational","","","","","","","","",""
"2019","16-34 y.","vocational + Abi","","","","","","","","",""
"2019","35-65 y.","general elemantary","","","","","","","","",""
"2019","35-65 y.","higher education","","","","","","","","",""
"2019","35-65 y.","higher vocational","","","","","","","","",""
"2019","35-65 y.","in school","","","","","","","","",""
"2019","35-65 y.","inadequately","5.82","7","71","5.43","6.21","3","5","7","7"
"2019","35-65 y.","middle vocational","","","","","","","","",""
"2019","35-65 y.","vocational + Abi","","","","","","","","",""
"2019","66 and older","general elemantary","","","","","","","","",""
"2019","66 and older","higher education","","","","","","","","",""
"2019","66 and older","higher vocational","","","","","","","","",""
"2019","66 and older","in school","","","","","","","","",""
"2019","66 and older","inadequately","","","","","","","","",""
"2019","66 and older","middle vocational","","","","","","","","",""
"2019","66 and older","vocational + Abi","","","","","","","","",""
