"pli0081","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"Daily","1998","Not Employed","indirect migration background","33","0.14209468072405","0.0944161271856963","0.189773234262404"
"Daily","1998","Employed","no migration background","436","0.0600240274827381","0.0544793731690036","0.0655686817964726"
"Daily","1998","Employed","direct migration background","148","0.0853485906727642","0.0707286625811916","0.0999685187643368"
"Daily","1998","Employed","indirect migration background","79","0.168595310101142","0.131673879280585","0.205516740921699"
"Min 1x per week","1998","Not Employed","no migration background","1736","0.409763486196738","0.394863700422995","0.424663271970482"
"Min 1x per week","1998","Not Employed","direct migration background","477","0.429489225933769","0.398855086370576","0.460123365496961"
"Min 1x per week","1998","Not Employed","indirect migration background","80","0.316476607925831","0.252963702624949","0.379989513226712"
"Min 1x per week","1998","Employed","no migration background","2717","0.371810291263104","0.360528978380662","0.383091604145547"
"Min 1x per week","1998","Employed","direct migration background","696","0.455732478887237","0.429672116218619","0.481792841555855"
"Min 1x per week","1998","Employed","indirect migration background","163","0.385271213510369","0.337278578092299","0.433263848928439"
"Min 1x per month","1998","Not Employed","no migration background","1212","0.27908778271306","0.265498017133918","0.292677548292202"
"Min 1x per month","1998","Not Employed","direct migration background","198","0.241903645615147","0.21540150003326","0.268405791197035"
"Min 1x per month","1998","Not Employed","indirect migration background","44","0.206701945961481","0.151404514636355","0.261999377286607"
"Min 1x per month","1998","Employed","no migration background","2402","0.336985136544222","0.325951452648563","0.34801882043988"
"Min 1x per month","1998","Employed","direct migration background","254","0.186758480632","0.166366040636026","0.207150920627975"
"Min 1x per month","1998","Employed","indirect migration background","77","0.206729084358569","0.166793402901137","0.246664765816002"
"Rarely","1998","Not Employed","no migration background","740","0.189279935599446","0.177411646675098","0.201148224523794"
"Rarely","1998","Not Employed","direct migration background","125","0.156042017075283","0.133583616951933","0.178500417198632"
"Rarely","1998","Not Employed","indirect migration background","40","0.305044943924652","0.242170413319791","0.367919474529514"
"Rarely","1998","Employed","no migration background","1427","0.219040803073845","0.209386293536351","0.228695312611339"
"Rarely","1998","Employed","direct migration background","255","0.232878245649966","0.210761772865352","0.254994718434581"
"Rarely","1998","Employed","indirect migration background","71","0.227842365855145","0.186478628792158","0.269206102918131"
"Never","1998","Not Employed","no migration background","89","0.0281719523644484","0.0231588849259193","0.0331850198029775"
"Never","1998","Not Employed","direct migration background","29","","",""
"Never","1998","Not Employed","indirect migration background","9","","",""
"Never","1998","Employed","no migration background","68","0.0121397416360905","0.00958347582504153","0.0146960074471395"
"Never","1998","Employed","direct migration background","50","0.039282204158032","0.0291170235934895","0.0494473847225745"
"Never","1998","Employed","indirect migration background","5","","",""
"Daily","1999","Not Employed","no migration background","","","",""
"Daily","1999","Not Employed","direct migration background","","","",""
"Daily","1999","Not Employed","indirect migration background","","","",""
"Daily","1999","Employed","no migration background","","","",""
"Daily","1999","Employed","direct migration background","","","",""
"Daily","1999","Employed","indirect migration background","","","",""
"Min 1x per week","1999","Not Employed","no migration background","","","",""
"Min 1x per week","1999","Not Employed","direct migration background","","","",""
"Min 1x per week","1999","Not Employed","indirect migration background","","","",""
"Min 1x per week","1999","Employed","no migration background","","","",""
"Min 1x per week","1999","Employed","direct migration background","","","",""
"Min 1x per week","1999","Employed","indirect migration background","","","",""
"Min 1x per month","1999","Not Employed","no migration background","","","",""
"Min 1x per month","1999","Not Employed","direct migration background","","","",""
"Min 1x per month","1999","Not Employed","indirect migration background","","","",""
"Min 1x per month","1999","Employed","no migration background","","","",""
"Min 1x per month","1999","Employed","direct migration background","","","",""
"Min 1x per month","1999","Employed","indirect migration background","","","",""
"Rarely","1999","Not Employed","no migration background","","","",""
"Rarely","1999","Not Employed","direct migration background","","","",""
"Rarely","1999","Not Employed","indirect migration background","","","",""
"Rarely","1999","Employed","no migration background","","","",""
"Rarely","1999","Employed","direct migration background","","","",""
"Rarely","1999","Employed","indirect migration background","","","",""
"Never","1999","Not Employed","no migration background","","","",""
"Never","1999","Not Employed","direct migration background","","","",""
"Never","1999","Not Employed","indirect migration background","","","",""
"Never","1999","Employed","no migration background","","","",""
"Never","1999","Employed","direct migration background","","","",""
"Never","1999","Employed","indirect migration background","","","",""
"Daily","2000","Not Employed","no migration background","","","",""
"Daily","2000","Not Employed","direct migration background","","","",""
"Daily","2000","Not Employed","indirect migration background","","","",""
"Daily","2000","Employed","no migration background","","","",""
"Daily","2000","Employed","direct migration background","","","",""
"Daily","2000","Employed","indirect migration background","","","",""
"Min 1x per week","2000","Not Employed","no migration background","","","",""
"Min 1x per week","2000","Not Employed","direct migration background","","","",""
"Min 1x per week","2000","Not Employed","indirect migration background","","","",""
"Min 1x per week","2000","Employed","no migration background","","","",""
"Min 1x per week","2000","Employed","direct migration background","","","",""
"Min 1x per week","2000","Employed","indirect migration background","","","",""
"Min 1x per month","2000","Not Employed","no migration background","","","",""
"Min 1x per month","2000","Not Employed","direct migration background","","","",""
"Min 1x per month","2000","Not Employed","indirect migration background","","","",""
"Min 1x per month","2000","Employed","no migration background","","","",""
"Min 1x per month","2000","Employed","direct migration background","","","",""
"Min 1x per month","2000","Employed","indirect migration background","","","",""
"Rarely","2000","Not Employed","no migration background","","","",""
"Rarely","2000","Not Employed","direct migration background","","","",""
"Rarely","2000","Not Employed","indirect migration background","","","",""
"Rarely","2000","Employed","no migration background","","","",""
"Rarely","2000","Employed","direct migration background","","","",""
"Rarely","2000","Employed","indirect migration background","","","",""
"Never","2000","Not Employed","no migration background","","","",""
"Never","2000","Not Employed","direct migration background","","","",""
"Never","2000","Not Employed","indirect migration background","","","",""
"Never","2000","Employed","no migration background","","","",""
"Never","2000","Employed","direct migration background","","","",""
"Never","2000","Employed","indirect migration background","","","",""
"Daily","2001","Not Employed","no migration background","","","",""
"Daily","2001","Not Employed","direct migration background","","","",""
"Daily","2001","Not Employed","indirect migration background","","","",""
"Daily","2001","Employed","no migration background","","","",""
"Daily","2001","Employed","direct migration background","","","",""
"Daily","2001","Employed","indirect migration background","","","",""
"Min 1x per week","2001","Not Employed","no migration background","","","",""
"Min 1x per week","2001","Not Employed","direct migration background","","","",""
"Min 1x per week","2001","Not Employed","indirect migration background","","","",""
"Min 1x per week","2001","Employed","no migration background","","","",""
"Min 1x per week","2001","Employed","direct migration background","","","",""
"Min 1x per week","2001","Employed","indirect migration background","","","",""
"Min 1x per month","2001","Not Employed","no migration background","","","",""
"Min 1x per month","2001","Not Employed","direct migration background","","","",""
"Min 1x per month","2001","Not Employed","indirect migration background","","","",""
"Min 1x per month","2001","Employed","no migration background","","","",""
"Min 1x per month","2001","Employed","direct migration background","","","",""
"Min 1x per month","2001","Employed","indirect migration background","","","",""
"Rarely","2001","Not Employed","no migration background","","","",""
"Rarely","2001","Not Employed","direct migration background","","","",""
"Rarely","2001","Not Employed","indirect migration background","","","",""
"Rarely","2001","Employed","no migration background","","","",""
"Rarely","2001","Employed","direct migration background","","","",""
"Rarely","2001","Employed","indirect migration background","","","",""
"Never","2001","Not Employed","no migration background","","","",""
"Never","2001","Not Employed","direct migration background","","","",""
"Never","2001","Not Employed","indirect migration background","","","",""
"Never","2001","Employed","no migration background","","","",""
"Never","2001","Employed","direct migration background","","","",""
"Never","2001","Employed","indirect migration background","","","",""
"Daily","2002","Not Employed","no migration background","","","",""
"Daily","2002","Not Employed","direct migration background","","","",""
"Daily","2002","Not Employed","indirect migration background","","","",""
"Daily","2002","Employed","no migration background","","","",""
"Daily","2002","Employed","direct migration background","","","",""
"Daily","2002","Employed","indirect migration background","","","",""
"Min 1x per week","2002","Not Employed","no migration background","","","",""
"Min 1x per week","2002","Not Employed","direct migration background","","","",""
"Min 1x per week","2002","Not Employed","indirect migration background","","","",""
"Min 1x per week","2002","Employed","no migration background","","","",""
"Min 1x per week","2002","Employed","direct migration background","","","",""
"Min 1x per week","2002","Employed","indirect migration background","","","",""
"Min 1x per month","2002","Not Employed","no migration background","","","",""
"Min 1x per month","2002","Not Employed","direct migration background","","","",""
"Min 1x per month","2002","Not Employed","indirect migration background","","","",""
"Min 1x per month","2002","Employed","no migration background","","","",""
"Min 1x per month","2002","Employed","direct migration background","","","",""
"Min 1x per month","2002","Employed","indirect migration background","","","",""
"Rarely","2002","Not Employed","no migration background","","","",""
"Rarely","2002","Not Employed","direct migration background","","","",""
"Rarely","2002","Not Employed","indirect migration background","","","",""
"Rarely","2002","Employed","no migration background","","","",""
"Rarely","2002","Employed","direct migration background","","","",""
"Rarely","2002","Employed","indirect migration background","","","",""
"Never","2002","Not Employed","no migration background","","","",""
"Never","2002","Not Employed","direct migration background","","","",""
"Never","2002","Not Employed","indirect migration background","","","",""
"Never","2002","Employed","no migration background","","","",""
"Never","2002","Employed","direct migration background","","","",""
"Never","2002","Employed","indirect migration background","","","",""
"Daily","2003","Not Employed","no migration background","599","0.0942337733400736","0.0873192745814286","0.101148272098719"
"Daily","2003","Not Employed","direct migration background","134","0.0907008219581896","0.0733961142602388","0.10800552965614"
"Daily","2003","Not Employed","indirect migration background","25","","",""
"Daily","2003","Employed","no migration background","684","0.0570225422849438","0.0528557360664748","0.0611893485034127"
"Daily","2003","Employed","direct migration background","106","0.0509984845171737","0.0401060318571235","0.0618909371772239"
"Daily","2003","Employed","indirect migration background","51","0.0946224032989792","0.0698668403204274","0.119377966277531"
"Min 1x per week","2003","Not Employed","no migration background","2627","0.38311948826756","0.37161368357345","0.394625292961671"
"Min 1x per week","2003","Not Employed","direct migration background","471","0.419344095485728","0.389610327610852","0.449077863360605"
"Min 1x per week","2003","Not Employed","indirect migration background","114","0.365436217767413","0.305623732012603","0.425248703522223"
"Min 1x per week","2003","Employed","no migration background","4543","0.384458808669652","0.375717371738262","0.393200245601042"
"Min 1x per week","2003","Employed","direct migration background","739","0.443204286216741","0.418608341377683","0.467800231055799"
"Min 1x per week","2003","Employed","indirect migration background","271","0.469167195475273","0.42695833338581","0.511376057564737"
"Min 1x per month","2003","Not Employed","no migration background","2033","0.279805726957339","0.269181374199983","0.290430079714696"
"Min 1x per month","2003","Not Employed","direct migration background","225","0.229045248613487","0.203724278224019","0.254366219002956"
"Min 1x per month","2003","Not Employed","indirect migration background","52","0.203158178924617","0.153183313562936","0.253133044286297"
"Min 1x per month","2003","Employed","no migration background","4073","0.331350007986952","0.322891918517276","0.339808097456628"
"Min 1x per month","2003","Employed","direct migration background","358","0.229085408128493","0.20827812199758","0.249892694259406"
"Min 1x per month","2003","Employed","indirect migration background","107","0.217438120274401","0.182549151343361","0.252327089205441"
"Rarely","2003","Not Employed","no migration background","1349","0.197906674386442","0.188477101486657","0.207336247286227"
"Rarely","2003","Not Employed","direct migration background","171","0.198871169794027","0.174819659549565","0.222922680038489"
"Rarely","2003","Not Employed","indirect migration background","47","0.248458036226776","0.194785569028292","0.30213050342526"
"Rarely","2003","Employed","no migration background","2451","0.211509436774593","0.204171187089506","0.21884768645968"
"Rarely","2003","Employed","direct migration background","297","0.218665334389258","0.198199846210107","0.239130822568408"
"Rarely","2003","Employed","indirect migration background","97","0.180906834880093","0.148349032193423","0.213464637566764"
"Never","2003","Not Employed","no migration background","250","0.0449343370485849","0.0400314133389455","0.0498372607582244"
"Never","2003","Not Employed","direct migration background","57","0.0620386641485678","0.0475031986606654","0.0765741296364702"
"Never","2003","Not Employed","indirect migration background","11","","",""
"Never","2003","Employed","no migration background","146","0.0156592042838598","0.0134282691272008","0.0178901394405188"
"Never","2003","Employed","direct migration background","67","0.0580464867483349","0.046468946550453","0.0696240269462167"
"Never","2003","Employed","indirect migration background","11","","",""
"Daily","2004","Not Employed","no migration background","","","",""
"Daily","2004","Not Employed","direct migration background","","","",""
"Daily","2004","Not Employed","indirect migration background","","","",""
"Daily","2004","Employed","no migration background","","","",""
"Daily","2004","Employed","direct migration background","","","",""
"Daily","2004","Employed","indirect migration background","","","",""
"Min 1x per week","2004","Not Employed","no migration background","","","",""
"Min 1x per week","2004","Not Employed","direct migration background","","","",""
"Min 1x per week","2004","Not Employed","indirect migration background","","","",""
"Min 1x per week","2004","Employed","no migration background","","","",""
"Min 1x per week","2004","Employed","direct migration background","","","",""
"Min 1x per week","2004","Employed","indirect migration background","","","",""
"Min 1x per month","2004","Not Employed","no migration background","","","",""
"Min 1x per month","2004","Not Employed","direct migration background","","","",""
"Min 1x per month","2004","Not Employed","indirect migration background","","","",""
"Min 1x per month","2004","Employed","no migration background","","","",""
"Min 1x per month","2004","Employed","direct migration background","","","",""
"Min 1x per month","2004","Employed","indirect migration background","","","",""
"Rarely","2004","Not Employed","no migration background","","","",""
"Rarely","2004","Not Employed","direct migration background","","","",""
"Rarely","2004","Not Employed","indirect migration background","","","",""
"Rarely","2004","Employed","no migration background","","","",""
"Rarely","2004","Employed","direct migration background","","","",""
"Rarely","2004","Employed","indirect migration background","","","",""
"Never","2004","Not Employed","no migration background","","","",""
"Never","2004","Not Employed","direct migration background","","","",""
"Never","2004","Not Employed","indirect migration background","","","",""
"Never","2004","Employed","no migration background","","","",""
"Never","2004","Employed","direct migration background","","","",""
