"pli0081","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","1992","middle vocational","","","",""
"Rarely","1992","vocational + Abi","","","",""
"Rarely","1992","higher vocational","","","",""
"Rarely","1992","higher education","","","",""
"Never","1992","in school","","","",""
"Never","1992","inadequately","","","",""
"Never","1992","general elemantary","","","",""
"Never","1992","middle vocational","","","",""
"Never","1992","vocational + Abi","","","",""
"Never","1992","higher vocational","","","",""
"Never","1992","higher education","","","",""
"Daily","1993","in school","","","",""
"Daily","1993","inadequately","","","",""
"Daily","1993","general elemantary","","","",""
"Daily","1993","middle vocational","","","",""
"Daily","1993","vocational + Abi","","","",""
"Daily","1993","higher vocational","","","",""
"Daily","1993","higher education","","","",""
"Min 1x per week","1993","in school","","","",""
"Min 1x per week","1993","inadequately","","","",""
"Min 1x per week","1993","general elemantary","","","",""
"Min 1x per week","1993","middle vocational","","","",""
"Min 1x per week","1993","vocational + Abi","","","",""
"Min 1x per week","1993","higher vocational","","","",""
"Min 1x per week","1993","higher education","","","",""
"Min 1x per month","1993","in school","","","",""
"Min 1x per month","1993","inadequately","","","",""
"Min 1x per month","1993","general elemantary","","","",""
"Min 1x per month","1993","middle vocational","","","",""
"Min 1x per month","1993","vocational + Abi","","","",""
"Min 1x per month","1993","higher vocational","","","",""
"Min 1x per month","1993","higher education","","","",""
"Rarely","1993","in school","","","",""
"Rarely","1993","inadequately","","","",""
"Rarely","1993","general elemantary","","","",""
"Rarely","1993","middle vocational","","","",""
"Rarely","1993","vocational + Abi","","","",""
"Rarely","1993","higher vocational","","","",""
"Rarely","1993","higher education","","","",""
"Never","1993","in school","","","",""
"Never","1993","inadequately","","","",""
"Never","1993","general elemantary","","","",""
"Never","1993","middle vocational","","","",""
"Never","1993","vocational + Abi","","","",""
"Never","1993","higher vocational","","","",""
"Never","1993","higher education","","","",""
"Daily","1994","in school","","","",""
"Daily","1994","inadequately","","","",""
"Daily","1994","general elemantary","","","",""
"Daily","1994","middle vocational","","","",""
"Daily","1994","vocational + Abi","","","",""
"Daily","1994","higher vocational","","","",""
"Daily","1994","higher education","","","",""
"Min 1x per week","1994","in school","","","",""
"Min 1x per week","1994","inadequately","","","",""
"Min 1x per week","1994","general elemantary","","","",""
"Min 1x per week","1994","middle vocational","","","",""
"Min 1x per week","1994","vocational + Abi","","","",""
"Min 1x per week","1994","higher vocational","","","",""
"Min 1x per week","1994","higher education","","","",""
"Min 1x per month","1994","in school","","","",""
"Min 1x per month","1994","inadequately","","","",""
"Min 1x per month","1994","general elemantary","","","",""
"Min 1x per month","1994","middle vocational","","","",""
"Min 1x per month","1994","vocational + Abi","","","",""
"Min 1x per month","1994","higher vocational","","","",""
"Min 1x per month","1994","higher education","","","",""
"Rarely","1994","in school","","","",""
"Rarely","1994","inadequately","","","",""
"Rarely","1994","general elemantary","","","",""
"Rarely","1994","middle vocational","","","",""
"Rarely","1994","vocational + Abi","","","",""
"Rarely","1994","higher vocational","","","",""
"Rarely","1994","higher education","","","",""
"Never","1994","in school","","","",""
"Never","1994","inadequately","","","",""
"Never","1994","general elemantary","","","",""
"Never","1994","middle vocational","","","",""
"Never","1994","vocational + Abi","","","",""
"Never","1994","higher vocational","","","",""
"Never","1994","higher education","","","",""
"Daily","1995","in school","18","","",""
"Daily","1995","inadequately","76","0.141780051845493","0.112082747887882","0.171477355803104"
"Daily","1995","general elemantary","251","0.101233020201835","0.089409066030614","0.113056974373057"
"Daily","1995","middle vocational","557","0.078005348267334","0.0715914932553732","0.0844192032792949"
"Daily","1995","vocational + Abi","29","","",""
"Daily","1995","higher vocational","42","0.0540026860436367","0.0379651201208428","0.0700402519664306"
"Daily","1995","higher education","82","0.0378936101753241","0.028968096973504","0.0468191233771442"
"Min 1x per week","1995","in school","88","0.303917617171789","0.250518519317817","0.35731671502576"
"Min 1x per week","1995","inadequately","244","0.372352802777381","0.33119565532711","0.413509950227653"
"Min 1x per week","1995","general elemantary","1051","0.397251619220642","0.378070278893985","0.416432959547299"
"Min 1x per week","1995","middle vocational","2756","0.393516621292938","0.381832831382426","0.405200411203451"
"Min 1x per week","1995","vocational + Abi","189","0.361193348723123","0.318131890800327","0.404254806645918"
"Min 1x per week","1995","higher vocational","303","0.386408620269148","0.351858556757266","0.42095868378103"
"Min 1x per week","1995","higher education","610","0.334303088753979","0.312251132553994","0.356355044953964"
"Min 1x per month","1995","in school","99","0.341691515136473","0.286628817490687","0.396754212782259"
"Min 1x per month","1995","inadequately","93","0.223154265554236","0.187707211682278","0.258601319426195"
"Min 1x per month","1995","general elemantary","634","0.262616927875109","0.245367049921732","0.279866805828486"
"Min 1x per month","1995","middle vocational","1945","0.294671969592394","0.283768675359248","0.305575263825539"
"Min 1x per month","1995","vocational + Abi","141","0.310986292837319","0.269489102073441","0.352483483601198"
"Min 1x per month","1995","higher vocational","247","0.310538984591324","0.277706878407797","0.343371090774851"
"Min 1x per month","1995","higher education","631","0.342360532516606","0.320179873944558","0.364541191088654"
"Rarely","1995","in school","69","0.270867659770751","0.219272683201434","0.322462636340068"
"Rarely","1995","inadequately","70","0.164568178985092","0.133000794887859","0.196135563082325"
"Rarely","1995","general elemantary","450","0.200077299355972","0.184395315377747","0.215759283334198"
"Rarely","1995","middle vocational","1300","0.208296961436038","0.198584811677008","0.218009111195068"
"Rarely","1995","vocational + Abi","104","0.232873017018282","0.194982776937957","0.270763257098607"
"Rarely","1995","higher vocational","160","0.230337572119699","0.200461853691622","0.260213290547776"
"Rarely","1995","higher education","399","0.256505615141215","0.236091717141619","0.276919513140811"
"Never","1995","in school","11","","",""
"Never","1995","inadequately","47","0.0981447008377976","0.072816052475088","0.123473349200507"
"Never","1995","general elemantary","114","0.0388211333464414","0.0312490689555677","0.0463931977373151"
"Never","1995","middle vocational","158","0.0255090994112955","0.0217383366930907","0.0292798621295003"
"Never","1995","vocational + Abi","15","","",""
"Never","1995","higher vocational","11","","",""
"Never","1995","higher education","36","0.0289371534128759","0.0211012291799002","0.0367730776458516"
"Daily","1996","in school","","","",""
"Daily","1996","inadequately","","","",""
"Daily","1996","general elemantary","","","",""
"Daily","1996","middle vocational","","","",""
"Daily","1996","vocational + Abi","","","",""
"Daily","1996","higher vocational","","","",""
"Daily","1996","higher education","","","",""
"Min 1x per week","1996","in school","","","",""
"Min 1x per week","1996","inadequately","","","",""
"Min 1x per week","1996","general elemantary","","","",""
"Min 1x per week","1996","middle vocational","","","",""
"Min 1x per week","1996","vocational + Abi","","","",""
"Min 1x per week","1996","higher vocational","","","",""
"Min 1x per week","1996","higher education","","","",""
"Min 1x per month","1996","in school","","","",""
"Min 1x per month","1996","inadequately","","","",""
"Min 1x per month","1996","general elemantary","","","",""
"Min 1x per month","1996","middle vocational","","","",""
"Min 1x per month","1996","vocational + Abi","","","",""
"Min 1x per month","1996","higher vocational","","","",""
"Min 1x per month","1996","higher education","","","",""
"Rarely","1996","in school","","","",""
"Rarely","1996","inadequately","","","",""
"Rarely","1996","general elemantary","","","",""
"Rarely","1996","middle vocational","","","",""
"Rarely","1996","vocational + Abi","","","",""
"Rarely","1996","higher vocational","","","",""
"Rarely","1996","higher education","","","",""
"Never","1996","in school","","","",""
"Never","1996","inadequately","","","",""
"Never","1996","general elemantary","","","",""
"Never","1996","middle vocational","","","",""
"Never","1996","vocational + Abi","","","",""
"Never","1996","higher vocational","","","",""
"Never","1996","higher education","","","",""
"Daily","1997","in school","","","",""
"Daily","1997","inadequately","","","",""
"Daily","1997","general elemantary","","","",""
"Daily","1997","middle vocational","","","",""
"Daily","1997","vocational + Abi","","","",""
"Daily","1997","higher vocational","","","",""
"Daily","1997","higher education","","","",""
"Min 1x per week","1997","in school","","","",""
"Min 1x per week","1997","inadequately","","","",""
"Min 1x per week","1997","general elemantary","","","",""
"Min 1x per week","1997","middle vocational","","","",""
"Min 1x per week","1997","vocational + Abi","","","",""
"Min 1x per week","1997","higher vocational","","","",""
"Min 1x per week","1997","higher education","","","",""
"Min 1x per month","1997","in school","","","",""
"Min 1x per month","1997","inadequately","","","",""
"Min 1x per month","1997","general elemantary","","","",""
"Min 1x per month","1997","middle vocational","","","",""
"Min 1x per month","1997","vocational + Abi","","","",""
"Min 1x per month","1997","higher vocational","","","",""
"Min 1x per month","1997","higher education","","","",""
"Rarely","1997","in school","","","",""
"Rarely","1997","inadequately","","","",""
"Rarely","1997","general elemantary","","","",""
"Rarely","1997","middle vocational","","","",""
"Rarely","1997","vocational + Abi","","","",""
"Rarely","1997","higher vocational","","","",""
"Rarely","1997","higher education","","","",""
"Never","1997","in school","","","",""
"Never","1997","inadequately","","","",""
"Never","1997","general elemantary","","","",""
"Never","1997","middle vocational","","","",""
"Never","1997","vocational + Abi","","","",""
"Never","1997","higher vocational","","","",""
"Never","1997","higher education","","","",""
"Daily","1998","in school","15","","",""
"Daily","1998","inadequately","92","0.184915730528977","0.148844889360493","0.220986571697461"
"Daily","1998","general elemantary","312","0.113365337076901","0.10104558317835","0.125685090975452"
"Daily","1998","middle vocational","607","0.0796610582382772","0.0733212084638594","0.0860009080126951"
"Daily","1998","vocational + Abi","31","0.0521444255182396","0.0328874473344291","0.0714014037020501"
"Daily","1998","higher vocational","46","0.0520087265992383","0.0368294015071982","0.0671880516912784"
"Daily","1998","higher education","90","0.0417867159379746","0.0329639484328886","0.0506094834430606"
"Min 1x per week","1998","in school","114","0.304091263830802","0.254756509075764","0.353426018585839"
"Min 1x per week","1998","inadequately","207","0.419744681349602","0.373891417808427","0.465597944890776"
"Min 1x per week","1998","general elemantary","1120","0.42619509814163","0.406978527368557","0.445411668914703"
"Min 1x per week","1998","middle vocational","2979","0.408955696176661","0.39744424220797","0.420467150145351"
"Min 1x per week","1998","vocational + Abi","222","0.405914805182674","0.363378974240359","0.448450636124989"
"Min 1x per week","1998","higher vocational","327","0.38963102397488","0.356293359394557","0.422968688555203"
"Min 1x per week","1998","higher education","666","0.315104192987657","0.294621174088018","0.335587211887297"
"Min 1x per month","1998","in school","113","0.342484910176759","0.291593036513855","0.393376783839662"
"Min 1x per month","1998","inadequately","77","0.209020296069456","0.171241772186716","0.246798819952197"
"Min 1x per month","1998","general elemantary","602","0.250370875052051","0.233536202751241","0.26720554735286"
"Min 1x per month","1998","middle vocational","2058","0.289587962357014","0.278967890856055","0.300208033857973"
"Min 1x per month","1998","vocational + Abi","161","0.33032662044664","0.28958705283304","0.371066188060241"
"Min 1x per month","1998","higher vocational","279","0.329241546737544","0.297115848459097","0.36136724501599"
"Min 1x per month","1998","higher education","746","0.366243420715903","0.345001157927472","0.387485683504334"
"Rarely","1998","in school","84","0.279760338738218","0.231620298756728","0.327900378719709"
"Rarely","1998","inadequately","52","0.152854656886835","0.119420807116676","0.186288506656995"
"Rarely","1998","general elemantary","446","0.183636570194448","0.168590922275493","0.198682218113403"
"Rarely","1998","middle vocational","1259","0.202421355103567","0.193013362769511","0.211829347437624"
"Rarely","1998","vocational + Abi","91","0.197718173489598","0.163219699669239","0.232216647309958"
"Rarely","1998","higher vocational","161","0.207064776504893","0.179364496990488","0.234765056019298"
"Rarely","1998","higher education","443","0.252807058281485","0.233643965654415","0.271970150908554"
"Never","1998","in school","8","","",""
"Never","1998","inadequately","17","","",""
"Never","1998","general elemantary","64","0.0264321195349698","0.0201985235509727","0.032665715518967"
"Never","1998","middle vocational","104","0.0193739281244815","0.0161466039418349","0.0226012523071281"
"Never","1998","vocational + Abi","7","","",""
"Never","1998","higher vocational","9","","",""
"Never","1998","higher education","31","0.02405861207698","0.0173024233329756","0.0308148008209845"
"Daily","1999","in school","","","",""
"Daily","1999","inadequately","","","",""
"Daily","1999","general elemantary","","","",""
"Daily","1999","middle vocational","","","",""
"Daily","1999","vocational + Abi","","","",""
"Daily","1999","higher vocational","","","",""
"Daily","1999","higher education","","","",""
"Min 1x per week","1999","in school","","","",""
"Min 1x per week","1999","inadequately","","","",""
"Min 1x per week","1999","general elemantary","","","",""
"Min 1x per week","1999","middle vocational","","","",""
"Min 1x per week","1999","vocational + Abi","","","",""
"Min 1x per week","1999","higher vocational","","","",""
"Min 1x per week","1999","higher education","","","",""
"Min 1x per month","1999","in school","","","",""
"Min 1x per month","1999","inadequately","","","",""
"Min 1x per month","1999","general elemantary","","","",""
"Min 1x per month","1999","middle vocational","","","",""
"Min 1x per month","1999","vocational + Abi","","","",""
"Min 1x per month","1999","higher vocational","","","",""
"Min 1x per month","1999","higher education","","","",""
"Rarely","1999","in school","","","",""
"Rarely","1999","inadequately","","","",""
"Rarely","1999","general elemantary","","","",""
"Rarely","1999","middle vocational","","","",""
"Rarely","1999","vocational + Abi","","","",""
"Rarely","1999","higher vocational","","","",""
"Rarely","1999","higher education","","","",""
"Never","1999","in school","","","",""
"Never","1999","inadequately","","","",""
"Never","1999","general elemantary","","","",""
"Never","1999","middle vocational","","","",""
"Never","1999","vocational + Abi","","","",""
"Never","1999","higher vocational","","","",""
"Never","1999","higher education","","","",""
"Daily","2000","in school","","","",""
"Daily","2000","inadequately","","","",""
"Daily","2000","general elemantary","","","",""
"Daily","2000","middle vocational","","","",""
"Daily","2000","vocational + Abi","","","",""
"Daily","2000","higher vocational","","","",""
"Daily","2000","higher education","","","",""
"Min 1x per week","2000","in school","","","",""
"Min 1x per week","2000","inadequately","","","",""
"Min 1x per week","2000","general elemantary","","","",""
"Min 1x per week","2000","middle vocational","","","",""
"Min 1x per week","2000","vocational + Abi","","","",""
"Min 1x per week","2000","higher vocational","","","",""
"Min 1x per week","2000","higher education","","","",""
"Min 1x per month","2000","in school","","","",""
"Min 1x per month","2000","inadequately","","","",""
"Min 1x per month","2000","general elemantary","","","",""
"Min 1x per month","2000","middle vocational","","","",""
"Min 1x per month","2000","vocational + Abi","","","",""
"Min 1x per month","2000","higher vocational","","","",""
"Min 1x per month","2000","higher education","","","",""
"Rarely","2000","in school","","","",""
"Rarely","2000","inadequately","","","",""
"Rarely","2000","general elemantary","","","",""
"Rarely","2000","middle vocational","","","",""
"Rarely","2000","vocational + Abi","","","",""
"Rarely","2000","higher vocational","","","",""
"Rarely","2000","higher education","","","",""
"Never","2000","in school","","","",""
"Never","2000","inadequately","","","",""
"Never","2000","general elemantary","","","",""
"Never","2000","middle vocational","","","",""
"Never","2000","vocational + Abi","","","",""
"Never","2000","higher vocational","","","",""
"Never","2000","higher education","","","",""
"Daily","2001","in school","","","",""
"Daily","2001","inadequately","","","",""
"Daily","2001","general elemantary","","","",""
"Daily","2001","middle vocational","","","",""
"Daily","2001","vocational + Abi","","","",""
"Daily","2001","higher vocational","","","",""
"Daily","2001","higher education","","","",""
"Min 1x per week","2001","in school","","","",""
"Min 1x per week","2001","inadequately","","","",""
"Min 1x per week","2001","general elemantary","","","",""
"Min 1x per week","2001","middle vocational","","","",""
"Min 1x per week","2001","vocational + Abi","","","",""
"Min 1x per week","2001","higher vocational","","","",""
"Min 1x per week","2001","higher education","","","",""
"Min 1x per month","2001","in school","","","",""
"Min 1x per month","2001","inadequately","","","",""
"Min 1x per month","2001","general elemantary","","","",""
"Min 1x per month","2001","middle vocational","","","",""
"Min 1x per month","2001","vocational + Abi","","","",""
"Min 1x per month","2001","higher vocational","","","",""
"Min 1x per month","2001","higher education","","","",""
"Rarely","2001","in school","","","",""
"Rarely","2001","inadequately","","","",""
"Rarely","2001","general elemantary","","","",""
"Rarely","2001","middle vocational","","","",""
"Rarely","2001","vocational + Abi","","","",""
"Rarely","2001","higher vocational","","","",""
"Rarely","2001","higher education","","","",""
"Never","2001","in school","","","",""
"Never","2001","inadequately","","","",""
"Never","2001","general elemantary","","","",""
"Never","2001","middle vocational","","","",""
"Never","2001","vocational + Abi","","","",""
"Never","2001","higher vocational","","","",""
"Never","2001","higher education","","","",""
"Daily","2002","in school","","","",""
"Daily","2002","inadequately","","","",""
"Daily","2002","general elemantary","","","",""
"Daily","2002","middle vocational","","","",""
"Daily","2002","vocational + Abi","","","",""
"Daily","2002","higher vocational","","","",""
"Daily","2002","higher education","","","",""
"Min 1x per week","2002","in school","","","",""
"Min 1x per week","2002","inadequately","","","",""
"Min 1x per week","2002","general elemantary","","","",""
"Min 1x per week","2002","middle vocational","","","",""
"Min 1x per week","2002","vocational + Abi","","","",""
"Min 1x per week","2002","higher vocational","","","",""
"Min 1x per week","2002","higher education","","","",""
"Min 1x per month","2002","in school","","","",""
"Min 1x per month","2002","inadequately","","","",""
"Min 1x per month","2002","general elemantary","","","",""
"Min 1x per month","2002","middle vocational","","","",""
"Min 1x per month","2002","vocational + Abi","","","",""
"Min 1x per month","2002","higher vocational","","","",""
"Min 1x per month","2002","higher education","","","",""
"Rarely","2002","in school","","","",""
"Rarely","2002","inadequately","","","",""
"Rarely","2002","general elemantary","","","",""
"Rarely","2002","middle vocational","","","",""
"Rarely","2002","vocational + Abi","","","",""
"Rarely","2002","higher vocational","","","",""
"Rarely","2002","higher education","","","",""
"Never","2002","in school","","","",""
"Never","2002","inadequately","","","",""
"Never","2002","general elemantary","","","",""
"Never","2002","middle vocational","","","",""
"Never","2002","vocational + Abi","","","",""
"Never","2002","higher vocational","","","",""
"Never","2002","higher education","","","",""
"Daily","2003","in school","41","0.0801199428041387","0.0586115332758622","0.101628352332415"
"Daily","2003","inadequately","41","0.0991444715149062","0.0634970571766411","0.134791885853171"
"Daily","2003","general elemantary","300","0.108780339574531","0.0971452326108735","0.120415446538188"
"Daily","2003","middle vocational","807","0.0709068115973065","0.0661336760000371","0.0756799471945759"
"Daily","2003","vocational + Abi","58","0.0615859307108514","0.047739691795988","0.0754321696257148"
"Daily","2003","higher vocational","133","0.0753110809388344","0.0626959575855021","0.0879262042921667"
"Daily","2003","higher education","198","0.0429352825104219","0.0369120259147952","0.0489585391060487"
"Min 1x per week","2003","in school","180","0.271146796450991","0.235926366580696","0.306367226321286"
"Min 1x per week","2003","inadequately","114","0.455994199580372","0.396585830050763","0.515402569109981"
"Min 1x per week","2003","general elemantary","1162","0.410646010328748","0.392262657880516","0.429029362776981"
"Min 1x per week","2003","middle vocational","4594","0.405507369388451","0.396376696824495","0.414638041952406"
"Min 1x per week","2003","vocational + Abi","481","0.400533590464967","0.372311075653094","0.428756105276839"
"Min 1x per week","2003","higher vocational","659","0.406110009667957","0.38263319972848","0.429586819607434"
"Min 1x per week","2003","higher education","1492","0.334581516673117","0.320561389527477","0.348601643818757"
"Min 1x per month","2003","in school","205","0.315919792672616","0.279088724847032","0.3527508604982"
"Min 1x per month","2003","inadequately","45","0.194200821316805","0.147015691927967","0.241385950705642"
"Min 1x per month","2003","general elemantary","680","0.241003507628866","0.225021388556823","0.256985626700908"
"Min 1x per month","2003","middle vocational","3376","0.294486789210916","0.286010307308212","0.302963271113621"
"Min 1x per month","2003","vocational + Abi","373","0.309583292498541","0.282955312938888","0.336211272058193"
"Min 1x per month","2003","higher vocational","548","0.313647916750596","0.291468050851125","0.335827782650066"
"Min 1x per month","2003","higher education","1557","0.347624648935492","0.333474611045035","0.361774686825949"
"Rarely","2003","in school","168","0.27687226284226","0.241421987302824","0.312322538381695"
"Rarely","2003","inadequately","50","0.176734152484993","0.131235713201187","0.222232591768798"
"Rarely","2003","general elemantary","508","0.196578739849714","0.181728183325873","0.211429296373555"
"Rarely","2003","middle vocational","2074","0.200432847544191","0.192988235409387","0.207877459678995"
"Rarely","2003","vocational + Abi","220","0.196899922982644","0.173996445971841","0.219803399993448"
"Rarely","2003","higher vocational","310","0.174180298735737","0.156049941159205","0.192310656312269"
"Rarely","2003","higher education","1021","0.242556796101728","0.229820729844701","0.255292862358754"
"Never","2003","in school","18","","",""
"Never","2003","inadequately","20","","",""
"Never","2003","general elemantary","101","0.0429914026181412","0.0354117112424448","0.0505710939938375"
"Never","2003","middle vocational","257","0.0286661822591356","0.0255630567672212","0.03176930775105"
"Never","2003","vocational + Abi","26","","",""
"Never","2003","higher vocational","31","0.0307506939068762","0.0224977395386077","0.0390036482751447"
"Never","2003","higher education","83","0.0323017557792415","0.0270484027033793","0.0375551088551036"
"Daily","2004","in school","","","",""
"Daily","2004","inadequately","","","",""
"Daily","2004","general elemantary","","","",""
"Daily","2004","middle vocational","","","",""
"Daily","2004","vocational + Abi","","","",""
"Daily","2004","higher vocational","","","",""
"Daily","2004","higher education","","","",""
"Min 1x per week","2004","in school","","","",""
"Min 1x per week","2004","inadequately","","","",""
"Min 1x per week","2004","general elemantary","","","",""
"Min 1x per week","2004","middle vocational","","","",""
"Min 1x per week","2004","vocational + Abi","","","",""
"Min 1x per week","2004","higher vocational","","","",""
"Min 1x per week","2004","higher education","","","",""
"Min 1x per month","2004","in school","","","",""
"Min 1x per month","2004","inadequately","","","",""
"Min 1x per month","2004","general elemantary","","","",""
"Min 1x per month","2004","middle vocational","","","",""
"Min 1x per month","2004","vocational + Abi","","","",""
"Min 1x per month","2004","higher vocational","","","",""
"Min 1x per month","2004","higher education","","","",""
"Rarely","2004","in school","","","",""
"Rarely","2004","inadequately","","","",""
"Rarely","2004","general elemantary","","","",""
"Rarely","2004","middle vocational","","","",""
"Rarely","2004","vocational + Abi","","","",""
"Rarely","2004","higher vocational","","","",""
"Rarely","2004","higher education","","","",""
"Never","2004","in school","","","",""
"Never","2004","inadequately","","","",""
"Never","2004","general elemantary","","","",""
"Never","2004","middle vocational","","","",""
"Never","2004","vocational + Abi","","","",""
"Never","2004","higher vocational","","","",""
"Never","2004","higher education","","","",""
"Daily","2005","in school","","","",""
"Daily","2005","inadequately","","","",""
"Daily","2005","general elemantary","","","",""
"Daily","2005","middle vocational","","","",""
"Daily","2005","vocational + Abi","","","",""
"Daily","2005","higher vocational","","","",""
"Daily","2005","higher education","","","",""
"Min 1x per week","2005","in school","","","",""
"Min 1x per week","2005","inadequately","","","",""
"Min 1x per week","2005","general elemantary","","","",""
"Min 1x per week","2005","middle vocational","","","",""
"Min 1x per week","2005","vocational + Abi","","","",""
"Min 1x per week","2005","higher vocational","","","",""
"Min 1x per week","2005","higher education","","","",""
"Min 1x per month","2005","in school","","","",""
"Min 1x per month","2005","inadequately","","","",""
"Min 1x per month","2005","general elemantary","","","",""
"Min 1x per month","2005","middle vocational","","","",""
"Min 1x per month","2005","vocational + Abi","","","",""
"Min 1x per month","2005","higher vocational","","","",""
"Min 1x per month","2005","higher education","","","",""
"Rarely","2005","in school","","","",""
"Rarely","2005","inadequately","","","",""
"Rarely","2005","general elemantary","","","",""
"Rarely","2005","middle vocational","","","",""
"Rarely","2005","vocational + Abi","","","",""
"Rarely","2005","higher vocational","","","",""
"Rarely","2005","higher education","","","",""
"Never","2005","in school","","","",""
"Never","2005","inadequately","","","",""
"Never","2005","general elemantary","","","",""
"Never","2005","middle vocational","","","",""
"Never","2005","vocational + Abi","","","",""
"Never","2005","higher vocational","","","",""
