"year","education","sampreg","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2012","college entrance qualification","Ostdeutschland, neue Bundeslaender","3.73","4","364","3.57","3.89","2","2","5","6"
"2012","college entrance qualification","Westdeutschland, alte Bundeslaender","3.74","4","1780","3.67","3.81","2","2","5","6"
"2012","lower secondary degree","Ostdeutschland, neue Bundeslaender","3.61","4","154","3.34","3.88","1","2","5","6"
"2012","lower secondary degree","Westdeutschland, alte Bundeslaender","3.89","4","1253","3.8","3.98","1","3","5","6"
"2012","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","3.63","3.25","39","3.03","4.23","2","3","4","6"
"2012","no degree/no degree yet","Westdeutschland, alte Bundeslaender","3.61","4","313","3.42","3.8","1","2","5","6"
"2012","Other degree","Ostdeutschland, neue Bundeslaender","4.13","4","56","3.71","4.55","2","3","5","6"
"2012","Other degree","Westdeutschland, alte Bundeslaender","4.1","4","620","3.97","4.23","2","3","5","6"
"2012","secondary school degree","Ostdeutschland, neue Bundeslaender","3.75","4","697","3.62","3.88","1","2","5","6"
"2012","secondary school degree","Westdeutschland, alte Bundeslaender","3.73","4","1688","3.65","3.81","1","2","5","6"
"2013","college entrance qualification","Ostdeutschland, neue Bundeslaender","4.12","4","1081","4.03","4.21","2","3","5","6"
"2013","college entrance qualification","Westdeutschland, alte Bundeslaender","4.02","4","4302","3.97","4.07","2","3","5","6"
"2013","lower secondary degree","Ostdeutschland, neue Bundeslaender","4.28","4","1124","4.19","4.37","2","3","5","6"
"2013","lower secondary degree","Westdeutschland, alte Bundeslaender","4.37","4","4697","4.32","4.42","2","3","6","6"
"2013","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","3.91","4","67","3.53","4.29","2","3","5","6"
"2013","no degree/no degree yet","Westdeutschland, alte Bundeslaender","3.92","4","419","3.75","4.09","1","3","5","6"
"2013","Other degree","Ostdeutschland, neue Bundeslaender","4.28","4","74","3.9","4.66","2","3","5","6"
"2013","Other degree","Westdeutschland, alte Bundeslaender","4.18","4","941","4.07","4.29","2","3","5","6"
"2013","secondary school degree","Ostdeutschland, neue Bundeslaender","4.17","4","2014","4.1","4.24","2","3","5","6"
"2013","secondary school degree","Westdeutschland, alte Bundeslaender","4.12","4","3615","4.07","4.17","2","3","5","6"
"2014","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2014","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2014","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2014","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2014","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2014","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2014","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2014","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2014","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2014","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2015","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2015","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2015","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2015","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2015","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2015","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2015","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2015","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2015","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2015","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2016","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2016","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2016","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2016","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2016","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2016","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2016","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2016","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2016","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2016","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2017","college entrance qualification","Ostdeutschland, neue Bundeslaender","3.96","4","1464","3.88","4.04","2","3","5","6"
"2017","college entrance qualification","Westdeutschland, alte Bundeslaender","3.98","4","6481","3.94","4.02","2","3","5","6"
"2017","lower secondary degree","Ostdeutschland, neue Bundeslaender","4.3","4","1023","4.2","4.4","2","3","5","6"
"2017","lower secondary degree","Westdeutschland, alte Bundeslaender","4.24","4","5075","4.2","4.28","2","3","5","6"
"2017","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","4.07","4","309","3.85","4.29","2","3","5","7"
"2017","no degree/no degree yet","Westdeutschland, alte Bundeslaender","3.98","4","1530","3.88","4.08","1","3","5","6"
"2017","Other degree","Ostdeutschland, neue Bundeslaender","3.97","4","560","3.82","4.12","2","3","5","6"
"2017","Other degree","Westdeutschland, alte Bundeslaender","4.19","4","3949","4.13","4.25","2","3","5","6"
"2017","secondary school degree","Ostdeutschland, neue Bundeslaender","4.05","4","2534","3.99","4.11","2","3","5","6"
"2017","secondary school degree","Westdeutschland, alte Bundeslaender","3.97","4","5072","3.93","4.01","2","3","5","6"
"2018","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2018","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2018","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2018","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2018","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2018","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2018","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2018","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2018","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2018","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2019","college entrance qualification","Ostdeutschland, neue Bundeslaender","3.94","4","1623","3.86","4.02","2","3","5","6"
"2019","college entrance qualification","Westdeutschland, alte Bundeslaender","3.91","4","6871","3.87","3.95","2","3","5","6"
"2019","lower secondary degree","Ostdeutschland, neue Bundeslaender","4.11","4","857","4","4.22","2","3","5","6"
"2019","lower secondary degree","Westdeutschland, alte Bundeslaender","4.1","4","4439","4.05","4.15","2","3","5","6"
"2019","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","4.02","4","105","3.69","4.35","2","3","6","6"
"2019","no degree/no degree yet","Westdeutschland, alte Bundeslaender","3.84","4","669","3.71","3.97","1","2","5","6"
"2019","Other degree","Ostdeutschland, neue Bundeslaender","4.18","4","264","3.96","4.4","2","3","5","7"
"2019","Other degree","Westdeutschland, alte Bundeslaender","4.04","4","2279","3.97","4.11","2","3","5","6"
"2019","secondary school degree","Ostdeutschland, neue Bundeslaender","4.05","4","2495","3.99","4.11","2","3","5","6"
"2019","secondary school degree","Westdeutschland, alte Bundeslaender","3.89","4","4903","3.85","3.93","2","3","5","6"
