"plb0219","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Yes, every week","2006","35-65 y.","Full Time","","","",""
"Yes, every week","2006","35-65 y.","Part Time","","","",""
"Yes, every week","2006","35-65 y.","Not Working","","","",""
"Yes, every week","2006","66 and older","Full Time","","","",""
"Yes, every week","2006","66 and older","Part Time","","","",""
"Yes, every week","2006","66 and older","Not Working","","","",""
"Yes, every 2 weeks","2006","16-34 y.","Full Time","","","",""
"Yes, every 2 weeks","2006","16-34 y.","Part Time","","","",""
"Yes, every 2 weeks","2006","16-34 y.","Not Working","","","",""
"Yes, every 2 weeks","2006","35-65 y.","Full Time","","","",""
"Yes, every 2 weeks","2006","35-65 y.","Part Time","","","",""
"Yes, every 2 weeks","2006","35-65 y.","Not Working","","","",""
"Yes, every 2 weeks","2006","66 and older","Full Time","","","",""
"Yes, every 2 weeks","2006","66 and older","Part Time","","","",""
"Yes, every 2 weeks","2006","66 and older","Not Working","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","Full Time","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","Part Time","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","Not Working","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","Full Time","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","Part Time","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","Not Working","","","",""
"Yes, every 3-4 weeks","2006","66 and older","Full Time","","","",""
"Yes, every 3-4 weeks","2006","66 and older","Part Time","","","",""
"Yes, every 3-4 weeks","2006","66 and older","Not Working","","","",""
"Rarely","2006","16-34 y.","Full Time","","","",""
"Rarely","2006","16-34 y.","Part Time","","","",""
"Rarely","2006","16-34 y.","Not Working","","","",""
"Rarely","2006","35-65 y.","Full Time","","","",""
"Rarely","2006","35-65 y.","Part Time","","","",""
"Rarely","2006","35-65 y.","Not Working","","","",""
"Rarely","2006","66 and older","Full Time","","","",""
"Rarely","2006","66 and older","Part Time","","","",""
"Rarely","2006","66 and older","Not Working","","","",""
"No, never","2007","16-34 y.","Full Time","1140","0.607306596921227","0.584883029495709","0.629730164346746"
"No, never","2007","16-34 y.","Part Time","664","0.66934565301867","0.639709436823546","0.698981869213793"
"No, never","2007","16-34 y.","Not Working","80","0.686641896826392","0.599958212302683","0.773325581350101"
"No, never","2007","35-65 y.","Full Time","2979","0.546981619453853","0.53380923288709","0.560154006020617"
"No, never","2007","35-65 y.","Part Time","1744","0.694818594945758","0.676625481208619","0.713011708682897"
"No, never","2007","35-65 y.","Not Working","73","0.795727161217751","0.712433061269702","0.8790212611658"
"No, never","2007","66 and older","Full Time","18","","",""
"No, never","2007","66 and older","Part Time","83","0.780542672626337","0.703198941858495","0.857886403394179"
"No, never","2007","66 and older","Not Working","2","","",""
"Yes, every week","2007","16-34 y.","Full Time","110","0.0528873180548381","0.0426106932056806","0.0631639429039955"
"Yes, every week","2007","16-34 y.","Part Time","41","0.0395690632926671","0.0272884129139676","0.0518497136713666"
"Yes, every week","2007","16-34 y.","Not Working","6","","",""
"Yes, every week","2007","35-65 y.","Full Time","431","0.0719854066929796","0.0651459780390313","0.0788248353469279"
"Yes, every week","2007","35-65 y.","Part Time","117","0.053974748394796","0.0450470612683527","0.0629024355212394"
"Yes, every week","2007","35-65 y.","Not Working","6","","",""
"Yes, every week","2007","66 and older","Full Time","9","","",""
"Yes, every week","2007","66 and older","Part Time","5","","",""
"Yes, every week","2007","66 and older","Not Working","2","","",""
"Yes, every 2 weeks","2007","16-34 y.","Full Time","180","0.107629875109953","0.0933996151446901","0.121860135075216"
"Yes, every 2 weeks","2007","16-34 y.","Part Time","90","0.113440003735437","0.0934622068227661","0.133417800648108"
"Yes, every 2 weeks","2007","16-34 y.","Not Working","8","","",""
"Yes, every 2 weeks","2007","35-65 y.","Full Time","487","0.0910551594641777","0.0834424153281219","0.0986679036002336"
"Yes, every 2 weeks","2007","35-65 y.","Part Time","172","0.0764006317069918","0.0659056285752074","0.0868956348387763"
"Yes, every 2 weeks","2007","35-65 y.","Not Working","4","","",""
"Yes, every 2 weeks","2007","66 and older","Full Time","4","","",""
"Yes, every 2 weeks","2007","66 and older","Part Time","2","","",""
"Yes, every 2 weeks","2007","66 and older","Not Working","","","",""
"Yes, every 3-4 weeks","2007","16-34 y.","Full Time","103","0.0617271057653998","0.0506767452501244","0.0727774662806751"
"Yes, every 3-4 weeks","2007","16-34 y.","Part Time","46","0.0479327997276607","0.034475416735893","0.0613901827194285"
"Yes, every 3-4 weeks","2007","16-34 y.","Not Working","4","","",""
"Yes, every 3-4 weeks","2007","35-65 y.","Full Time","334","0.0618028802168643","0.0554309414359943","0.0681748189977344"
"Yes, every 3-4 weeks","2007","35-65 y.","Part Time","97","0.0447709772378959","0.0366005582954502","0.0529413961803416"
"Yes, every 3-4 weeks","2007","35-65 y.","Not Working","1","","",""
"Yes, every 3-4 weeks","2007","66 and older","Full Time","3","","",""
"Yes, every 3-4 weeks","2007","66 and older","Part Time","6","","",""
"Yes, every 3-4 weeks","2007","66 and older","Not Working","","","",""
"Rarely","2007","16-34 y.","Full Time","289","0.170449104148582","0.153183062485562","0.187715145811602"
"Rarely","2007","16-34 y.","Part Time","127","0.129712480225565","0.108546778483178","0.150878181967952"
"Rarely","2007","16-34 y.","Not Working","12","","",""
"Rarely","2007","35-65 y.","Full Time","1255","0.228174934172125","0.217070061184437","0.239279807159814"
"Rarely","2007","35-65 y.","Part Time","331","0.130035047714559","0.116746626885588","0.143323468543529"
"Rarely","2007","35-65 y.","Not Working","6","","",""
"Rarely","2007","66 and older","Full Time","17","","",""
"Rarely","2007","66 and older","Part Time","14","","",""
"Rarely","2007","66 and older","Not Working","2","","",""
"No, never","2008","16-34 y.","Full Time","","","",""
"No, never","2008","16-34 y.","Part Time","","","",""
"No, never","2008","16-34 y.","Not Working","","","",""
"No, never","2008","35-65 y.","Full Time","","","",""
"No, never","2008","35-65 y.","Part Time","","","",""
"No, never","2008","35-65 y.","Not Working","","","",""
"No, never","2008","66 and older","Full Time","","","",""
"No, never","2008","66 and older","Part Time","","","",""
"No, never","2008","66 and older","Not Working","","","",""
"Yes, every week","2008","16-34 y.","Full Time","","","",""
"Yes, every week","2008","16-34 y.","Part Time","","","",""
"Yes, every week","2008","16-34 y.","Not Working","","","",""
"Yes, every week","2008","35-65 y.","Full Time","","","",""
"Yes, every week","2008","35-65 y.","Part Time","","","",""
"Yes, every week","2008","35-65 y.","Not Working","","","",""
"Yes, every week","2008","66 and older","Full Time","","","",""
"Yes, every week","2008","66 and older","Part Time","","","",""
"Yes, every week","2008","66 and older","Not Working","","","",""
"Yes, every 2 weeks","2008","16-34 y.","Full Time","","","",""
"Yes, every 2 weeks","2008","16-34 y.","Part Time","","","",""
"Yes, every 2 weeks","2008","16-34 y.","Not Working","","","",""
"Yes, every 2 weeks","2008","35-65 y.","Full Time","","","",""
"Yes, every 2 weeks","2008","35-65 y.","Part Time","","","",""
"Yes, every 2 weeks","2008","35-65 y.","Not Working","","","",""
"Yes, every 2 weeks","2008","66 and older","Full Time","","","",""
"Yes, every 2 weeks","2008","66 and older","Part Time","","","",""
"Yes, every 2 weeks","2008","66 and older","Not Working","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","Full Time","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","Part Time","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","Not Working","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","Full Time","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","Part Time","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","Not Working","","","",""
"Yes, every 3-4 weeks","2008","66 and older","Full Time","","","",""
"Yes, every 3-4 weeks","2008","66 and older","Part Time","","","",""
"Yes, every 3-4 weeks","2008","66 and older","Not Working","","","",""
"Rarely","2008","16-34 y.","Full Time","","","",""
"Rarely","2008","16-34 y.","Part Time","","","",""
"Rarely","2008","16-34 y.","Not Working","","","",""
"Rarely","2008","35-65 y.","Full Time","","","",""
"Rarely","2008","35-65 y.","Part Time","","","",""
"Rarely","2008","35-65 y.","Not Working","","","",""
"Rarely","2008","66 and older","Full Time","","","",""
"Rarely","2008","66 and older","Part Time","","","",""
"Rarely","2008","66 and older","Not Working","","","",""
"No, never","2009","16-34 y.","Full Time","974","0.609793632327564","0.585794350471501","0.633792914183628"
"No, never","2009","16-34 y.","Part Time","535","0.598643316215081","0.565902022625596","0.631384609804566"
"No, never","2009","16-34 y.","Not Working","53","0.657258622860659","0.549842647996862","0.764674597724456"
"No, never","2009","35-65 y.","Full Time","2617","0.530855927197844","0.516802330829281","0.544909523566406"
"No, never","2009","35-65 y.","Part Time","1537","0.689450377191868","0.670150010235074","0.708750744148662"
"No, never","2009","35-65 y.","Not Working","39","0.634011029670491","0.507846729552753","0.760175329788228"
"No, never","2009","66 and older","Full Time","21","","",""
"No, never","2009","66 and older","Part Time","98","0.647413382328683","0.569914504932529","0.724912259724837"
"No, never","2009","66 and older","Not Working","1","","",""
"Yes, every week","2009","16-34 y.","Full Time","90","0.0569751243879818","0.0455709501740361","0.0683792986019275"
"Yes, every week","2009","16-34 y.","Part Time","60","0.0730739941812704","0.0556899638174481","0.0904580245450927"
"Yes, every week","2009","16-34 y.","Not Working","5","","",""
"Yes, every week","2009","35-65 y.","Full Time","403","0.084661832200368","0.0768224716113709","0.0925011927893651"
"Yes, every week","2009","35-65 y.","Part Time","115","0.0563694748163395","0.0467495530219539","0.0659893966107251"
"Yes, every week","2009","35-65 y.","Not Working","2","","",""
"Yes, every week","2009","66 and older","Full Time","9","","",""
"Yes, every week","2009","66 and older","Part Time","6","","",""
"Yes, every week","2009","66 and older","Not Working","1","","",""
"Yes, every 2 weeks","2009","16-34 y.","Full Time","159","0.100442758122333","0.0856539441971116","0.115231572047554"
"Yes, every 2 weeks","2009","16-34 y.","Part Time","83","0.0826427520600196","0.0642512098116732","0.101034294308366"
"Yes, every 2 weeks","2009","16-34 y.","Not Working","7","","",""
"Yes, every 2 weeks","2009","35-65 y.","Full Time","411","0.0804723280901591","0.0728119234916561","0.0881327326886621"
"Yes, every 2 weeks","2009","35-65 y.","Part Time","173","0.0815533983781814","0.070137856179607","0.0929689405767559"
"Yes, every 2 weeks","2009","35-65 y.","Not Working","5","","",""
"Yes, every 2 weeks","2009","66 and older","Full Time","5","","",""
"Yes, every 2 weeks","2009","66 and older","Part Time","7","","",""
"Yes, every 2 weeks","2009","66 and older","Not Working","","","",""
"Yes, every 3-4 weeks","2009","16-34 y.","Full Time","79","0.0441372810077964","0.034031725841776","0.0542428361738169"
"Yes, every 3-4 weeks","2009","16-34 y.","Part Time","55","0.0836110503726894","0.0651218437121481","0.102100257033231"
"Yes, every 3-4 weeks","2009","16-34 y.","Not Working","3","","",""
"Yes, every 3-4 weeks","2009","35-65 y.","Full Time","318","0.0703288839891893","0.0631281369293575","0.0775296310490211"
"Yes, every 3-4 weeks","2009","35-65 y.","Part Time","82","0.0346202709346533","0.0269948666291693","0.0422456752401373"
"Yes, every 3-4 weeks","2009","35-65 y.","Not Working","6","","",""
"Yes, every 3-4 weeks","2009","66 and older","Full Time","2","","",""
"Yes, every 3-4 weeks","2009","66 and older","Part Time","6","","",""
"Yes, every 3-4 weeks","2009","66 and older","Not Working","","","",""
"Rarely","2009","16-34 y.","Full Time","285","0.188651204154325","0.169402867032933","0.207899541275716"
"Rarely","2009","16-34 y.","Part Time","128","0.162028887170939","0.137416300204373","0.186641474137506"
"Rarely","2009","16-34 y.","Not Working","7","","",""
"Rarely","2009","35-65 y.","Full Time","1095","0.23368102852244","0.221764149233964","0.245597907810915"
"Rarely","2009","35-65 y.","Part Time","301","0.138006478678958","0.123620139516656","0.152392817841259"
"Rarely","2009","35-65 y.","Not Working","4","","",""
"Rarely","2009","66 and older","Full Time","16","","",""
"Rarely","2009","66 and older","Part Time","29","","",""
"Rarely","2009","66 and older","Not Working","2","","",""
"No, never","2010","16-34 y.","Full Time","405","0.538501039333708","0.502965261189504","0.574036817477913"
"No, never","2010","16-34 y.","Part Time","314","0.597783330723837","0.556387591601234","0.639179069846441"
"No, never","2010","16-34 y.","Not Working","86","0.662047102773278","0.578792207261381","0.745301998285174"
"No, never","2010","35-65 y.","Full Time","907","0.527409769600384","0.504125147373331","0.550694391827437"
"No, never","2010","35-65 y.","Part Time","766","0.637781035962502","0.611028889014886","0.664533182910119"
"No, never","2010","35-65 y.","Not Working","68","0.786836025631413","0.70404501449593","0.869627036766895"
"No, never","2010","66 and older","Full Time","","","",""
"No, never","2010","66 and older","Part Time","1","","",""
"No, never","2010","66 and older","Not Working","","","",""
"Yes, every week","2010","16-34 y.","Full Time","52","0.0577593759327962","0.041129869797829","0.0743888820677634"
"Yes, every week","2010","16-34 y.","Part Time","48","0.0860160113948969","0.0623452268514023","0.109686795938392"
"Yes, every week","2010","16-34 y.","Not Working","8","","",""
"Yes, every week","2010","35-65 y.","Full Time","128","0.0669713370553036","0.0553127822400737","0.0786298918705335"
"Yes, every week","2010","35-65 y.","Part Time","80","0.0574226372212684","0.0444736047992663","0.0703716696432706"
"Yes, every week","2010","35-65 y.","Not Working","3","","",""
"Yes, every week","2010","66 and older","Full Time","","","",""
"Yes, every week","2010","66 and older","Part Time","","","",""
"Yes, every week","2010","66 and older","Not Working","","","",""
"Yes, every 2 weeks","2010","16-34 y.","Full Time","102","0.149935380451238","0.124486702450447","0.175384058452028"
"Yes, every 2 weeks","2010","16-34 y.","Part Time","71","0.126801154153978","0.0987098508940708","0.154892457413886"
"Yes, every 2 weeks","2010","16-34 y.","Not Working","14","","",""
"Yes, every 2 weeks","2010","35-65 y.","Full Time","190","0.101035770486824","0.0869797776932989","0.11509176328035"
"Yes, every 2 weeks","2010","35-65 y.","Part Time","128","0.096317013991356","0.0798961196608496","0.112737908321862"
"Yes, every 2 weeks","2010","35-65 y.","Not Working","6","","",""
"Yes, every 2 weeks","2010","66 and older","Full Time","","","",""
"Yes, every 2 weeks","2010","66 and older","Part Time","","","",""
"Yes, every 2 weeks","2010","66 and older","Not Working","","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","Full Time","46","0.0605886343485831","0.0435823012877975","0.0775949674093687"
"Yes, every 3-4 weeks","2010","16-34 y.","Part Time","24","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","Not Working","6","","",""
"Yes, every 3-4 weeks","2010","35-65 y.","Full Time","147","0.0875436245727929","0.0743619356545512","0.100725313491035"
"Yes, every 3-4 weeks","2010","35-65 y.","Part Time","71","0.0549358065425075","0.0422535756576217","0.0676180374273934"
"Yes, every 3-4 weeks","2010","35-65 y.","Not Working","1","","",""
"Yes, every 3-4 weeks","2010","66 and older","Full Time","","","",""
"Yes, every 3-4 weeks","2010","66 and older","Part Time","","","",""
"Yes, every 3-4 weeks","2010","66 and older","Not Working","","","",""
"Rarely","2010","16-34 y.","Full Time","151","0.193215569933675","0.165071493110709","0.221359646756641"
"Rarely","2010","16-34 y.","Part Time","82","0.146041820668695","0.116228480937858","0.175855160399532"
"Rarely","2010","16-34 y.","Not Working","10","","",""
"Rarely","2010","35-65 y.","Full Time","394","0.217039498284695","0.197813360223648","0.236265636345743"
"Rarely","2010","35-65 y.","Part Time","195","0.153543506282366","0.133477760955885","0.173609251608846"
"Rarely","2010","35-65 y.","Not Working","16","","",""
"Rarely","2010","66 and older","Full Time","","","",""
"Rarely","2010","66 and older","Part Time","1","","",""
"Rarely","2010","66 and older","Not Working","","","",""
"No, never","2011","16-34 y.","Full Time","1411","0.62257893793034","0.602798560593002","0.642359315267678"
"No, never","2011","16-34 y.","Part Time","1019","0.644548460135167","0.620735125212429","0.668361795057905"
"No, never","2011","16-34 y.","Not Working","157","0.749869584431654","0.691844293596921","0.807894875266388"
"No, never","2011","35-65 y.","Full Time","4175","0.547772464275644","0.536652736345211","0.558892192206077"
"No, never","2011","35-65 y.","Part Time","2891","0.692491177222928","0.678664658043314","0.706317696402541"
"No, never","2011","35-65 y.","Not Working","144","0.738923761140269","0.678798821926746","0.799048700353792"
"No, never","2011","66 and older","Full Time","16","","",""
"No, never","2011","66 and older","Part Time","103","0.634662321689475","0.560512659967872","0.708811983411078"
"No, never","2011","66 and older","Not Working","4","","",""
"Yes, every week","2011","16-34 y.","Full Time","137","0.0588753292615057","0.0492699493366364","0.0684807091863751"
"Yes, every week","2011","16-34 y.","Part Time","106","0.0760296678888252","0.0628433727324377","0.0892159630452127"
"Yes, every week","2011","16-34 y.","Not Working","10","","",""
"Yes, every week","2011","35-65 y.","Full Time","673","0.0826182155404347","0.0764674591995697","0.0887689718812997"
"Yes, every week","2011","35-65 y.","Part Time","227","0.0493667156190917","0.0428758805629918","0.0558575506751917"
"Yes, every week","2011","35-65 y.","Not Working","16","","",""
"Yes, every week","2011","66 and older","Full Time","12","","",""
"Yes, every week","2011","66 and older","Part Time","10","","",""
"Yes, every week","2011","66 and older","Not Working","","","",""
"Yes, every 2 weeks","2011","16-34 y.","Full Time","253","0.101966778219919","0.0896186865748961","0.114314869864941"
"Yes, every 2 weeks","2011","16-34 y.","Part Time","162","0.0988837263300281","0.0840327481158851","0.113734704544171"
"Yes, every 2 weeks","2011","16-34 y.","Not Working","17","","",""
"Yes, every 2 weeks","2011","35-65 y.","Full Time","763","0.0992085594626814","0.0925297007133806","0.105887418211982"
"Yes, every 2 weeks","2011","35-65 y.","Part Time","384","0.0860751241852772","0.0776714147880978","0.0944788335824565"
"Yes, every 2 weeks","2011","35-65 y.","Not Working","15","","",""
"Yes, every 2 weeks","2011","66 and older","Full Time","7","","",""
"Yes, every 2 weeks","2011","66 and older","Part Time","10","","",""
"Yes, every 2 weeks","2011","66 and older","Not Working","","","",""
"Yes, every 3-4 weeks","2011","16-34 y.","Full Time","132","0.0524208326400941","0.0433262242498274","0.0615154410303608"
"Yes, every 3-4 weeks","2011","16-34 y.","Part Time","83","0.0429525965507409","0.0328655582795769","0.053039634821905"
"Yes, every 3-4 weeks","2011","16-34 y.","Not Working","7","","",""
"Yes, every 3-4 weeks","2011","35-65 y.","Full Time","515","0.0601295183434489","0.0548183088853844","0.0654407278015133"
"Yes, every 3-4 weeks","2011","35-65 y.","Part Time","204","0.0443721364066356","0.0382022592170942","0.0505420135961771"
"Yes, every 3-4 weeks","2011","35-65 y.","Not Working","14","","",""
"Yes, every 3-4 weeks","2011","66 and older","Full Time","2","","",""
"Yes, every 3-4 weeks","2011","66 and older","Part Time","5","","",""
"Yes, every 3-4 weeks","2011","66 and older","Not Working","","","",""
"Rarely","2011","16-34 y.","Full Time","374","0.164158121948141","0.14904279503215","0.179273448864133"
"Rarely","2011","16-34 y.","Part Time","182","0.137585549095239","0.120448081136669","0.154723017053809"
"Rarely","2011","16-34 y.","Not Working","23","","",""
"Rarely","2011","35-65 y.","Full Time","1570","0.210271242377791","0.201166986014927","0.219375498740654"
"Rarely","2011","35-65 y.","Part Time","573","0.127694846566068","0.11769489602094","0.137694797111196"
"Rarely","2011","35-65 y.","Not Working","16","","",""
"Rarely","2011","66 and older","Full Time","12","","",""
"Rarely","2011","66 and older","Part Time","34","0.186355318398402","0.126392936711532","0.246317700085272"
"Rarely","2011","66 and older","Not Working","","","",""
"No, never","2012","16-34 y.","Full Time","350","0.635566810224396","0.595847828573484","0.675285791875308"
"No, never","2012","16-34 y.","Part Time","377","0.681333237890762","0.642979761635792","0.719686714145732"
"No, never","2012","16-34 y.","Not Working","64","0.711183057581135","0.616492038852852","0.805874076309418"
"No, never","2012","35-65 y.","Full Time","1204","0.569549589904397","0.548688029124854","0.590411150683939"
"No, never","2012","35-65 y.","Part Time","1073","0.67909551359418","0.656433024198763","0.701758002989596"
"No, never","2012","35-65 y.","Not Working","101","0.766214022756321","0.695854162552119","0.836573882960523"
"No, never","2012","66 and older","Full Time","","","",""
"No, never","2012","66 and older","Part Time","2","","",""
"No, never","2012","66 and older","Not Working","","","",""
"Yes, every week","2012","16-34 y.","Full Time","31","0.0518218474872594","0.033527793470369","0.0701159015041497"
"Yes, every week","2012","16-34 y.","Part Time","42","0.068636056826874","0.0478250814934049","0.0894470321603432"
"Yes, every week","2012","16-34 y.","Not Working","8","","",""
"Yes, every week","2012","35-65 y.","Full Time","196","0.0825919702525752","0.0709943296979448","0.0941896108072056"
"Yes, every week","2012","35-65 y.","Part Time","111","0.0652487081069612","0.0532595611255037","0.0772378550884186"
"Yes, every week","2012","35-65 y.","Not Working","7","","",""
"Yes, every week","2012","66 and older","Full Time","","","",""
"Yes, every week","2012","66 and older","Part Time","","","",""
"Yes, every week","2012","66 and older","Not Working","","","",""
"Yes, every 2 weeks","2012","16-34 y.","Full Time","57","0.108322574812217","0.0826734877247295","0.133971661899704"
"Yes, every 2 weeks","2012","16-34 y.","Part Time","59","0.105179453447503","0.079927790126909","0.130431116768098"
"Yes, every 2 weeks","2012","16-34 y.","Not Working","6","","",""
"Yes, every 2 weeks","2012","35-65 y.","Full Time","222","0.100579419411222","0.0879071197114725","0.113251719110971"
"Yes, every 2 weeks","2012","35-65 y.","Part Time","169","0.0944605836852877","0.080262383971008","0.108658783399567"
"Yes, every 2 weeks","2012","35-65 y.","Not Working","13","","",""
"Yes, every 2 weeks","2012","66 and older","Full Time","","","",""
"Yes, every 2 weeks","2012","66 and older","Part Time","","","",""
"Yes, every 2 weeks","2012","66 and older","Not Working","","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","Full Time","33","0.058853472893066","0.0394301643680885","0.0782767814180436"
"Yes, every 3-4 weeks","2012","16-34 y.","Part Time","34","0.0612958309797715","0.0415517736468757","0.0810398883126674"
"Yes, every 3-4 weeks","2012","16-34 y.","Not Working","2","","",""
"Yes, every 3-4 weeks","2012","35-65 y.","Full Time","141","0.06751118641521","0.0569398681480208","0.0780825046823993"
"Yes, every 3-4 weeks","2012","35-65 y.","Part Time","85","0.0471363132114408","0.0368479216966454","0.0574247047262362"
"Yes, every 3-4 weeks","2012","35-65 y.","Not Working","5","","",""
"Yes, every 3-4 weeks","2012","66 and older","Full Time","","","",""
"Yes, every 3-4 weeks","2012","66 and older","Part Time","1","","",""
"Yes, every 3-4 weeks","2012","66 and older","Not Working","","","",""
"Rarely","2012","16-34 y.","Full Time","93","0.145435294583062","0.116340457984296","0.174530131181827"
"Rarely","2012","16-34 y.","Part Time","55","0.083555420855089","0.0607783968020803","0.106332444908098"
"Rarely","2012","16-34 y.","Not Working","8","","",""
"Rarely","2012","35-65 y.","Full Time","401","0.179767834016597","0.163589125377968","0.195946542655226"
"Rarely","2012","35-65 y.","Part Time","192","0.114058881402131","0.0986269148888993","0.129490847915362"
"Rarely","2012","35-65 y.","Not Working","13","","",""
"Rarely","2012","66 and older","Full Time","","","",""
"Rarely","2012","66 and older","Part Time","","","",""
"Rarely","2012","66 and older","Not Working","","","",""
"No, never","2013","16-34 y.","Full Time","1279","0.625037844119662","0.603962819428491","0.646112868810832"
"No, never","2013","16-34 y.","Part Time","910","0.634966437641119","0.609593030713541","0.660339844568697"
"No, never","2013","16-34 y.","Not Working","118","0.657544515262953","0.588603600778463","0.726485429747443"
"No, never","2013","35-65 y.","Full Time","3872","0.542719196369249","0.531126577021829","0.554311815716669"
"No, never","2013","35-65 y.","Part Time","2833","0.672755180577766","0.658490066897202","0.687020294258329"
"No, never","2013","35-65 y.","Not Working","126","0.535467710747478","0.464737328590422","0.606198092904533"
"No, never","2013","66 and older","Full Time","16","","",""
