"pli0082","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","1992","direct migration background","East Germany","","","",""
"Daily","1992","indirect migration background","West Germany","","","",""
"Daily","1992","indirect migration background","East Germany","","","",""
"Min 1x per week","1992","no migration background","West Germany","","","",""
"Min 1x per week","1992","no migration background","East Germany","","","",""
"Min 1x per week","1992","direct migration background","West Germany","","","",""
"Min 1x per week","1992","direct migration background","East Germany","","","",""
"Min 1x per week","1992","indirect migration background","West Germany","","","",""
"Min 1x per week","1992","indirect migration background","East Germany","","","",""
"Min 1x per month","1992","no migration background","West Germany","","","",""
"Min 1x per month","1992","no migration background","East Germany","","","",""
"Min 1x per month","1992","direct migration background","West Germany","","","",""
"Min 1x per month","1992","direct migration background","East Germany","","","",""
"Min 1x per month","1992","indirect migration background","West Germany","","","",""
"Min 1x per month","1992","indirect migration background","East Germany","","","",""
"Rarely","1992","no migration background","West Germany","","","",""
"Rarely","1992","no migration background","East Germany","","","",""
"Rarely","1992","direct migration background","West Germany","","","",""
"Rarely","1992","direct migration background","East Germany","","","",""
"Rarely","1992","indirect migration background","West Germany","","","",""
"Rarely","1992","indirect migration background","East Germany","","","",""
"Never","1992","no migration background","West Germany","","","",""
"Never","1992","no migration background","East Germany","","","",""
"Never","1992","direct migration background","West Germany","","","",""
"Never","1992","direct migration background","East Germany","","","",""
"Never","1992","indirect migration background","West Germany","","","",""
"Never","1992","indirect migration background","East Germany","","","",""
"Daily","1993","no migration background","West Germany","","","",""
"Daily","1993","no migration background","East Germany","","","",""
"Daily","1993","direct migration background","West Germany","","","",""
"Daily","1993","direct migration background","East Germany","","","",""
"Daily","1993","indirect migration background","West Germany","","","",""
"Daily","1993","indirect migration background","East Germany","","","",""
"Min 1x per week","1993","no migration background","West Germany","","","",""
"Min 1x per week","1993","no migration background","East Germany","","","",""
"Min 1x per week","1993","direct migration background","West Germany","","","",""
"Min 1x per week","1993","direct migration background","East Germany","","","",""
"Min 1x per week","1993","indirect migration background","West Germany","","","",""
"Min 1x per week","1993","indirect migration background","East Germany","","","",""
"Min 1x per month","1993","no migration background","West Germany","","","",""
"Min 1x per month","1993","no migration background","East Germany","","","",""
"Min 1x per month","1993","direct migration background","West Germany","","","",""
"Min 1x per month","1993","direct migration background","East Germany","","","",""
"Min 1x per month","1993","indirect migration background","West Germany","","","",""
"Min 1x per month","1993","indirect migration background","East Germany","","","",""
"Rarely","1993","no migration background","West Germany","","","",""
"Rarely","1993","no migration background","East Germany","","","",""
"Rarely","1993","direct migration background","West Germany","","","",""
"Rarely","1993","direct migration background","East Germany","","","",""
"Rarely","1993","indirect migration background","West Germany","","","",""
"Rarely","1993","indirect migration background","East Germany","","","",""
"Never","1993","no migration background","West Germany","","","",""
"Never","1993","no migration background","East Germany","","","",""
"Never","1993","direct migration background","West Germany","","","",""
"Never","1993","direct migration background","East Germany","","","",""
"Never","1993","indirect migration background","West Germany","","","",""
"Never","1993","indirect migration background","East Germany","","","",""
"Daily","1994","no migration background","West Germany","","","",""
"Daily","1994","no migration background","East Germany","","","",""
"Daily","1994","direct migration background","West Germany","","","",""
"Daily","1994","direct migration background","East Germany","","","",""
"Daily","1994","indirect migration background","West Germany","","","",""
"Daily","1994","indirect migration background","East Germany","","","",""
"Min 1x per week","1994","no migration background","West Germany","","","",""
"Min 1x per week","1994","no migration background","East Germany","","","",""
"Min 1x per week","1994","direct migration background","West Germany","","","",""
"Min 1x per week","1994","direct migration background","East Germany","","","",""
"Min 1x per week","1994","indirect migration background","West Germany","","","",""
"Min 1x per week","1994","indirect migration background","East Germany","","","",""
"Min 1x per month","1994","no migration background","West Germany","","","",""
"Min 1x per month","1994","no migration background","East Germany","","","",""
"Min 1x per month","1994","direct migration background","West Germany","","","",""
"Min 1x per month","1994","direct migration background","East Germany","","","",""
"Min 1x per month","1994","indirect migration background","West Germany","","","",""
"Min 1x per month","1994","indirect migration background","East Germany","","","",""
"Rarely","1994","no migration background","West Germany","","","",""
"Rarely","1994","no migration background","East Germany","","","",""
"Rarely","1994","direct migration background","West Germany","","","",""
"Rarely","1994","direct migration background","East Germany","","","",""
"Rarely","1994","indirect migration background","West Germany","","","",""
"Rarely","1994","indirect migration background","East Germany","","","",""
"Never","1994","no migration background","West Germany","","","",""
"Never","1994","no migration background","East Germany","","","",""
"Never","1994","direct migration background","West Germany","","","",""
"Never","1994","direct migration background","East Germany","","","",""
"Never","1994","indirect migration background","West Germany","","","",""
"Never","1994","indirect migration background","East Germany","","","",""
"Daily","1995","no migration background","West Germany","4","","",""
"Daily","1995","no migration background","East Germany","8","","",""
"Daily","1995","direct migration background","West Germany","6","","",""
"Daily","1995","direct migration background","East Germany","","","",""
"Daily","1995","indirect migration background","West Germany","2","","",""
"Daily","1995","indirect migration background","East Germany","","","",""
"Min 1x per week","1995","no migration background","West Germany","393","0.0659109569000636","0.0598579256642929","0.0719639881358342"
"Min 1x per week","1995","no migration background","East Germany","197","0.0589469313024463","0.0511773360283214","0.0667165265765711"
"Min 1x per week","1995","direct migration background","West Germany","96","0.0392927086118222","0.0318883613295417","0.0466970558941027"
"Min 1x per week","1995","direct migration background","East Germany","9","","",""
"Min 1x per week","1995","indirect migration background","West Germany","21","","",""
"Min 1x per week","1995","indirect migration background","East Germany","1","","",""
"Min 1x per month","1995","no migration background","West Germany","1901","0.293033259914289","0.281929810528161","0.304136709300417"
"Min 1x per month","1995","no migration background","East Germany","1087","0.284041262122224","0.269164944166394","0.298917580078055"
"Min 1x per month","1995","direct migration background","West Germany","494","0.219968312386242","0.20418233642682","0.235754288345664"
"Min 1x per month","1995","direct migration background","East Germany","31","0.203920095550395","0.137882931272514","0.269957259828275"
"Min 1x per month","1995","indirect migration background","West Germany","102","0.212961608604254","0.176859444612247","0.249063772596262"
"Min 1x per month","1995","indirect migration background","East Germany","3","","",""
"Rarely","1995","no migration background","West Germany","3532","0.525539906574096","0.513358353478743","0.537721459669449"
"Rarely","1995","no migration background","East Germany","1908","0.526062297881182","0.509590539754346","0.542534056008019"
"Rarely","1995","direct migration background","West Germany","1456","0.535703592659108","0.516697397083069","0.554709788235148"
"Rarely","1995","direct migration background","East Germany","80","0.566303136847819","0.485076645028736","0.647529628666902"
"Rarely","1995","indirect migration background","West Germany","287","0.585437359304225","0.541994348709047","0.628880369899403"
"Rarely","1995","indirect migration background","East Germany","11","","",""
"Never","1995","no migration background","West Germany","625","0.114991226098755","0.10720895943266","0.122773492764849"
"Never","1995","no migration background","East Germany","330","0.126110585804277","0.11515930918085","0.137061862427705"
"Never","1995","direct migration background","West Germany","593","0.201748389367479","0.186454772972525","0.217042005762433"
"Never","1995","direct migration background","East Germany","23","","",""
"Never","1995","indirect migration background","West Germany","82","0.151340917561753","0.119737836170767","0.182943998952738"
"Never","1995","indirect migration background","East Germany","1","","",""
"Daily","1996","no migration background","West Germany","","","",""
"Daily","1996","no migration background","East Germany","","","",""
"Daily","1996","direct migration background","West Germany","","","",""
"Daily","1996","direct migration background","East Germany","","","",""
"Daily","1996","indirect migration background","West Germany","","","",""
"Daily","1996","indirect migration background","East Germany","","","",""
"Min 1x per week","1996","no migration background","West Germany","","","",""
"Min 1x per week","1996","no migration background","East Germany","","","",""
"Min 1x per week","1996","direct migration background","West Germany","","","",""
"Min 1x per week","1996","direct migration background","East Germany","","","",""
"Min 1x per week","1996","indirect migration background","West Germany","","","",""
"Min 1x per week","1996","indirect migration background","East Germany","","","",""
"Min 1x per month","1996","no migration background","West Germany","","","",""
"Min 1x per month","1996","no migration background","East Germany","","","",""
"Min 1x per month","1996","direct migration background","West Germany","","","",""
"Min 1x per month","1996","direct migration background","East Germany","","","",""
"Min 1x per month","1996","indirect migration background","West Germany","","","",""
"Min 1x per month","1996","indirect migration background","East Germany","","","",""
"Rarely","1996","no migration background","West Germany","","","",""
"Rarely","1996","no migration background","East Germany","","","",""
"Rarely","1996","direct migration background","West Germany","","","",""
"Rarely","1996","direct migration background","East Germany","","","",""
"Rarely","1996","indirect migration background","West Germany","","","",""
"Rarely","1996","indirect migration background","East Germany","","","",""
"Never","1996","no migration background","West Germany","","","",""
"Never","1996","no migration background","East Germany","","","",""
"Never","1996","direct migration background","West Germany","","","",""
"Never","1996","direct migration background","East Germany","","","",""
"Never","1996","indirect migration background","West Germany","","","",""
"Never","1996","indirect migration background","East Germany","","","",""
"Daily","1997","no migration background","West Germany","","","",""
"Daily","1997","no migration background","East Germany","","","",""
"Daily","1997","direct migration background","West Germany","","","",""
"Daily","1997","direct migration background","East Germany","","","",""
"Daily","1997","indirect migration background","West Germany","","","",""
"Daily","1997","indirect migration background","East Germany","","","",""
"Min 1x per week","1997","no migration background","West Germany","","","",""
"Min 1x per week","1997","no migration background","East Germany","","","",""
"Min 1x per week","1997","direct migration background","West Germany","","","",""
"Min 1x per week","1997","direct migration background","East Germany","","","",""
"Min 1x per week","1997","indirect migration background","West Germany","","","",""
"Min 1x per week","1997","indirect migration background","East Germany","","","",""
"Min 1x per month","1997","no migration background","West Germany","","","",""
"Min 1x per month","1997","no migration background","East Germany","","","",""
"Min 1x per month","1997","direct migration background","West Germany","","","",""
"Min 1x per month","1997","direct migration background","East Germany","","","",""
"Min 1x per month","1997","indirect migration background","West Germany","","","",""
"Min 1x per month","1997","indirect migration background","East Germany","","","",""
"Rarely","1997","no migration background","West Germany","","","",""
"Rarely","1997","no migration background","East Germany","","","",""
"Rarely","1997","direct migration background","West Germany","","","",""
"Rarely","1997","direct migration background","East Germany","","","",""
"Rarely","1997","indirect migration background","West Germany","","","",""
"Rarely","1997","indirect migration background","East Germany","","","",""
"Never","1997","no migration background","West Germany","","","",""
"Never","1997","no migration background","East Germany","","","",""
"Never","1997","direct migration background","West Germany","","","",""
"Never","1997","direct migration background","East Germany","","","",""
"Never","1997","indirect migration background","West Germany","","","",""
"Never","1997","indirect migration background","East Germany","","","",""
"Daily","1998","no migration background","West Germany","3","","",""
"Daily","1998","no migration background","East Germany","4","","",""
"Daily","1998","direct migration background","West Germany","5","","",""
"Daily","1998","direct migration background","East Germany","","","",""
"Daily","1998","indirect migration background","West Germany","2","","",""
"Daily","1998","indirect migration background","East Germany","","","",""
"Min 1x per week","1998","no migration background","West Germany","399","0.0546175576551259","0.049475931195524","0.0597591841147279"
"Min 1x per week","1998","no migration background","East Germany","177","0.0477575177258818","0.0409065084465935","0.0546085270051701"
"Min 1x per week","1998","direct migration background","West Germany","64","0.0297762794202534","0.0227980203588966","0.0367545384816102"
"Min 1x per week","1998","direct migration background","East Germany","5","","",""
"Min 1x per week","1998","indirect migration background","West Germany","29","","",""
"Min 1x per week","1998","indirect migration background","East Germany","1","","",""
"Min 1x per month","1998","no migration background","West Germany","1970","0.264468751767245","0.254489031583173","0.274448471951317"
"Min 1x per month","1998","no migration background","East Germany","950","0.249351953476677","0.235452924080383","0.263250982872971"
"Min 1x per month","1998","direct migration background","West Germany","408","0.214867075986413","0.198004168394025","0.2317299835788"
"Min 1x per month","1998","direct migration background","East Germany","20","","",""
"Min 1x per month","1998","indirect migration background","West Germany","128","0.206705292994494","0.173520191236531","0.239890394752458"
"Min 1x per month","1998","indirect migration background","East Germany","6","","",""
"Rarely","1998","no migration background","West Germany","4480","0.583335733912001","0.572180388134523","0.594491079689479"
"Rarely","1998","no migration background","East Germany","2257","0.590303351590958","0.574504382962829","0.606102320219088"
"Rarely","1998","direct migration background","West Germany","1375","0.581219642500789","0.560964317235924","0.601474967765655"
"Rarely","1998","direct migration background","East Germany","66","0.516040153380091","0.425871932551141","0.606208374209041"
"Rarely","1998","indirect migration background","West Germany","347","0.623594746486031","0.583891214886047","0.663298278086016"
"Rarely","1998","indirect migration background","East Germany","18","","",""
"Never","1998","no migration background","West Germany","651","0.097130959329014","0.0904302336682832","0.103831684989745"
"Never","1998","no migration background","East Germany","334","0.111443002769769","0.101333519568758","0.12155248597078"
"Never","1998","direct migration background","West Germany","427","0.172390573772293","0.156882944853384","0.187898202691203"
"Never","1998","direct migration background","East Germany","27","","",""
"Never","1998","indirect migration background","West Germany","66","0.100156719583188","0.0755545412949696","0.124758897871407"
"Never","1998","indirect migration background","East Germany","1","","",""
"Daily","1999","no migration background","West Germany","","","",""
"Daily","1999","no migration background","East Germany","","","",""
"Daily","1999","direct migration background","West Germany","","","",""
"Daily","1999","direct migration background","East Germany","","","",""
"Daily","1999","indirect migration background","West Germany","","","",""
"Daily","1999","indirect migration background","East Germany","","","",""
"Min 1x per week","1999","no migration background","West Germany","","","",""
"Min 1x per week","1999","no migration background","East Germany","","","",""
"Min 1x per week","1999","direct migration background","West Germany","","","",""
"Min 1x per week","1999","direct migration background","East Germany","","","",""
"Min 1x per week","1999","indirect migration background","West Germany","","","",""
"Min 1x per week","1999","indirect migration background","East Germany","","","",""
"Min 1x per month","1999","no migration background","West Germany","","","",""
"Min 1x per month","1999","no migration background","East Germany","","","",""
"Min 1x per month","1999","direct migration background","West Germany","","","",""
"Min 1x per month","1999","direct migration background","East Germany","","","",""
"Min 1x per month","1999","indirect migration background","West Germany","","","",""
"Min 1x per month","1999","indirect migration background","East Germany","","","",""
"Rarely","1999","no migration background","West Germany","","","",""
"Rarely","1999","no migration background","East Germany","","","",""
"Rarely","1999","direct migration background","West Germany","","","",""
"Rarely","1999","direct migration background","East Germany","","","",""
"Rarely","1999","indirect migration background","West Germany","","","",""
"Rarely","1999","indirect migration background","East Germany","","","",""
"Never","1999","no migration background","West Germany","","","",""
"Never","1999","no migration background","East Germany","","","",""
"Never","1999","direct migration background","West Germany","","","",""
"Never","1999","direct migration background","East Germany","","","",""
"Never","1999","indirect migration background","West Germany","","","",""
"Never","1999","indirect migration background","East Germany","","","",""
"Daily","2000","no migration background","West Germany","","","",""
"Daily","2000","no migration background","East Germany","","","",""
"Daily","2000","direct migration background","West Germany","","","",""
"Daily","2000","direct migration background","East Germany","","","",""
"Daily","2000","indirect migration background","West Germany","","","",""
"Daily","2000","indirect migration background","East Germany","","","",""
"Min 1x per week","2000","no migration background","West Germany","","","",""
"Min 1x per week","2000","no migration background","East Germany","","","",""
"Min 1x per week","2000","direct migration background","West Germany","","","",""
"Min 1x per week","2000","direct migration background","East Germany","","","",""
"Min 1x per week","2000","indirect migration background","West Germany","","","",""
"Min 1x per week","2000","indirect migration background","East Germany","","","",""
"Min 1x per month","2000","no migration background","West Germany","","","",""
"Min 1x per month","2000","no migration background","East Germany","","","",""
"Min 1x per month","2000","direct migration background","West Germany","","","",""
"Min 1x per month","2000","direct migration background","East Germany","","","",""
"Min 1x per month","2000","indirect migration background","West Germany","","","",""
"Min 1x per month","2000","indirect migration background","East Germany","","","",""
"Rarely","2000","no migration background","West Germany","","","",""
"Rarely","2000","no migration background","East Germany","","","",""
"Rarely","2000","direct migration background","West Germany","","","",""
"Rarely","2000","direct migration background","East Germany","","","",""
"Rarely","2000","indirect migration background","West Germany","","","",""
"Rarely","2000","indirect migration background","East Germany","","","",""
"Never","2000","no migration background","West Germany","","","",""
"Never","2000","no migration background","East Germany","","","",""
"Never","2000","direct migration background","West Germany","","","",""
"Never","2000","direct migration background","East Germany","","","",""
"Never","2000","indirect migration background","West Germany","","","",""
"Never","2000","indirect migration background","East Germany","","","",""
"Daily","2001","no migration background","West Germany","","","",""
"Daily","2001","no migration background","East Germany","","","",""
"Daily","2001","direct migration background","West Germany","","","",""
"Daily","2001","direct migration background","East Germany","","","",""
"Daily","2001","indirect migration background","West Germany","","","",""
"Daily","2001","indirect migration background","East Germany","","","",""
"Min 1x per week","2001","no migration background","West Germany","","","",""
"Min 1x per week","2001","no migration background","East Germany","","","",""
"Min 1x per week","2001","direct migration background","West Germany","","","",""
"Min 1x per week","2001","direct migration background","East Germany","","","",""
"Min 1x per week","2001","indirect migration background","West Germany","","","",""
"Min 1x per week","2001","indirect migration background","East Germany","","","",""
"Min 1x per month","2001","no migration background","West Germany","","","",""
"Min 1x per month","2001","no migration background","East Germany","","","",""
"Min 1x per month","2001","direct migration background","West Germany","","","",""
"Min 1x per month","2001","direct migration background","East Germany","","","",""
"Min 1x per month","2001","indirect migration background","West Germany","","","",""
"Min 1x per month","2001","indirect migration background","East Germany","","","",""
"Rarely","2001","no migration background","West Germany","","","",""
"Rarely","2001","no migration background","East Germany","","","",""
"Rarely","2001","direct migration background","West Germany","","","",""
"Rarely","2001","direct migration background","East Germany","","","",""
"Rarely","2001","indirect migration background","West Germany","","","",""
"Rarely","2001","indirect migration background","East Germany","","","",""
"Never","2001","no migration background","West Germany","","","",""
"Never","2001","no migration background","East Germany","","","",""
"Never","2001","direct migration background","West Germany","","","",""
"Never","2001","direct migration background","East Germany","","","",""
"Never","2001","indirect migration background","West Germany","","","",""
"Never","2001","indirect migration background","East Germany","","","",""
"Daily","2002","no migration background","West Germany","","","",""
"Daily","2002","no migration background","East Germany","","","",""
"Daily","2002","direct migration background","West Germany","","","",""
"Daily","2002","direct migration background","East Germany","","","",""
"Daily","2002","indirect migration background","West Germany","","","",""
"Daily","2002","indirect migration background","East Germany","","","",""
"Min 1x per week","2002","no migration background","West Germany","","","",""
"Min 1x per week","2002","no migration background","East Germany","","","",""
"Min 1x per week","2002","direct migration background","West Germany","","","",""
"Min 1x per week","2002","direct migration background","East Germany","","","",""
"Min 1x per week","2002","indirect migration background","West Germany","","","",""
"Min 1x per week","2002","indirect migration background","East Germany","","","",""
"Min 1x per month","2002","no migration background","West Germany","","","",""
"Min 1x per month","2002","no migration background","East Germany","","","",""
"Min 1x per month","2002","direct migration background","West Germany","","","",""
"Min 1x per month","2002","direct migration background","East Germany","","","",""
"Min 1x per month","2002","indirect migration background","West Germany","","","",""
"Min 1x per month","2002","indirect migration background","East Germany","","","",""
"Rarely","2002","no migration background","West Germany","","","",""
"Rarely","2002","no migration background","East Germany","","","",""
"Rarely","2002","direct migration background","West Germany","","","",""
"Rarely","2002","direct migration background","East Germany","","","",""
"Rarely","2002","indirect migration background","West Germany","","","",""
"Rarely","2002","indirect migration background","East Germany","","","",""
"Never","2002","no migration background","West Germany","","","",""
"Never","2002","no migration background","East Germany","","","",""
"Never","2002","direct migration background","West Germany","","","",""
"Never","2002","direct migration background","East Germany","","","",""
"Never","2002","indirect migration background","West Germany","","","",""
"Never","2002","indirect migration background","East Germany","","","",""
"Daily","2003","no migration background","West Germany","15","","",""
"Daily","2003","no migration background","East Germany","2","","",""
"Daily","2003","direct migration background","West Germany","1","","",""
"Daily","2003","direct migration background","East Germany","","","",""
"Daily","2003","indirect migration background","West Germany","1","","",""
"Daily","2003","indirect migration background","East Germany","","","",""
"Min 1x per week","2003","no migration background","West Germany","706","0.049288993351823","0.0456437564274565","0.0529342302761895"
"Min 1x per week","2003","no migration background","East Germany","254","0.0477309426661974","0.0419463085339056","0.0535155767984892"
"Min 1x per week","2003","direct migration background","West Germany","79","0.0272320076059619","0.0208710344570885","0.0335929807548353"
"Min 1x per week","2003","direct migration background","East Germany","7","","",""
"Min 1x per week","2003","indirect migration background","West Germany","33","0.0510650796735167","0.0353422458543688","0.0667879134926645"
"Min 1x per week","2003","indirect migration background","East Germany","1","","",""
"Min 1x per month","2003","no migration background","West Germany","3765","0.256315615671892","0.248963566725644","0.263667664618139"
"Min 1x per month","2003","no migration background","East Germany","1242","0.226932561291574","0.215567987530711","0.238297135052437"
"Min 1x per month","2003","direct migration background","West Germany","463","0.191618376624813","0.176236621585889","0.207000131663736"
"Min 1x per month","2003","direct migration background","East Germany","21","","",""
"Min 1x per month","2003","indirect migration background","West Germany","155","0.172211400154366","0.145243863832849","0.199178936475883"
"Min 1x per month","2003","indirect migration background","East Germany","8","","",""
"Rarely","2003","no migration background","West Germany","7716","0.570336203110191","0.562000228625765","0.578672177594617"
"Rarely","2003","no migration background","East Germany","3140","0.593437767304514","0.580110314262383","0.606765220346645"
"Rarely","2003","direct migration background","West Germany","1422","0.556854947196064","0.537440586674418","0.576269307717711"
"Rarely","2003","direct migration background","East Germany","51","0.510967473175749","0.415354033519619","0.606580912831879"
"Rarely","2003","indirect migration background","West Germany","437","0.558645168207003","0.523179138862325","0.594111197551681"
"Rarely","2003","indirect migration background","East Germany","20","","",""
"Never","2003","no migration background","West Germany","1345","0.12278694839139","0.117260384807774","0.128313511975006"
"Never","2003","no migration background","East Germany","580","0.131479970046599","0.122311100974684","0.140648839118514"
"Never","2003","direct migration background","West Germany","550","0.223444628010386","0.207164782867323","0.239724473153448"
"Never","2003","direct migration background","East Germany","26","","",""
"Never","2003","indirect migration background","West Germany","127","0.216776797944673","0.18734615338912","0.246207442500225"
"Never","2003","indirect migration background","East Germany","3","","",""
"Daily","2004","no migration background","West Germany","","","",""
"Daily","2004","no migration background","East Germany","","","",""
"Daily","2004","direct migration background","West Germany","","","",""
"Daily","2004","direct migration background","East Germany","","","",""
"Daily","2004","indirect migration background","West Germany","","","",""
"Daily","2004","indirect migration background","East Germany","","","",""
"Min 1x per week","2004","no migration background","West Germany","","","",""
"Min 1x per week","2004","no migration background","East Germany","","","",""
"Min 1x per week","2004","direct migration background","West Germany","","","",""
"Min 1x per week","2004","direct migration background","East Germany","","","",""
"Min 1x per week","2004","indirect migration background","West Germany","","","",""
"Min 1x per week","2004","indirect migration background","East Germany","","","",""
"Min 1x per month","2004","no migration background","West Germany","","","",""
"Min 1x per month","2004","no migration background","East Germany","","","",""
"Min 1x per month","2004","direct migration background","West Germany","","","",""
"Min 1x per month","2004","direct migration background","East Germany","","","",""
"Min 1x per month","2004","indirect migration background","West Germany","","","",""
"Min 1x per month","2004","indirect migration background","East Germany","","","",""
"Rarely","2004","no migration background","West Germany","","","",""
"Rarely","2004","no migration background","East Germany","","","",""
"Rarely","2004","direct migration background","West Germany","","","",""
"Rarely","2004","direct migration background","East Germany","","","",""
"Rarely","2004","indirect migration background","West Germany","","","",""
"Rarely","2004","indirect migration background","East Germany","","","",""
"Never","2004","no migration background","West Germany","","","",""
"Never","2004","no migration background","East Germany","","","",""
"Never","2004","direct migration background","West Germany","","","",""
"Never","2004","direct migration background","East Germany","","","",""
"Never","2004","indirect migration background","West Germany","","","",""
"Never","2004","indirect migration background","East Germany","","","",""
"Daily","2005","no migration background","West Germany","","","",""
"Daily","2005","no migration background","East Germany","","","",""
"Daily","2005","direct migration background","West Germany","","","",""
"Daily","2005","direct migration background","East Germany","","","",""
"Daily","2005","indirect migration background","West Germany","","","",""
"Daily","2005","indirect migration background","East Germany","","","",""
"Min 1x per week","2005","no migration background","West Germany","","","",""
"Min 1x per week","2005","no migration background","East Germany","","","",""
"Min 1x per week","2005","direct migration background","West Germany","","","",""
"Min 1x per week","2005","direct migration background","East Germany","","","",""
"Min 1x per week","2005","indirect migration background","West Germany","","","",""
"Min 1x per week","2005","indirect migration background","East Germany","","","",""
"Min 1x per month","2005","no migration background","West Germany","","","",""
"Min 1x per month","2005","no migration background","East Germany","","","",""
"Min 1x per month","2005","direct migration background","West Germany","","","",""
"Min 1x per month","2005","direct migration background","East Germany","","","",""
"Min 1x per month","2005","indirect migration background","West Germany","","","",""
"Min 1x per month","2005","indirect migration background","East Germany","","","",""
"Rarely","2005","no migration background","West Germany","","","",""
"Rarely","2005","no migration background","East Germany","","","",""
"Rarely","2005","direct migration background","West Germany","","","",""
"Rarely","2005","direct migration background","East Germany","","","",""
"Rarely","2005","indirect migration background","West Germany","","","",""
"Rarely","2005","indirect migration background","East Germany","","","",""
"Never","2005","no migration background","West Germany","","","",""
"Never","2005","no migration background","East Germany","","","",""
"Never","2005","direct migration background","West Germany","","","",""
"Never","2005","direct migration background","East Germany","","","",""
"Never","2005","indirect migration background","West Germany","","","",""
"Never","2005","indirect migration background","East Germany","","","",""
"Daily","2006","no migration background","West Germany","","","",""
"Daily","2006","no migration background","East Germany","","","",""
"Daily","2006","direct migration background","West Germany","","","",""
"Daily","2006","direct migration background","East Germany","","","",""
"Daily","2006","indirect migration background","West Germany","","","",""
"Daily","2006","indirect migration background","East Germany","","","",""
"Min 1x per week","2006","no migration background","West Germany","","","",""
"Min 1x per week","2006","no migration background","East Germany","","","",""
