"pli0082","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Rarely","1990","16-34 y.","(Married) couple without C. ","306","0.490594680669849","0.451558171718379","0.529631189621319"
"Rarely","1990","16-34 y.","Single parent ","115","0.514817580160345","0.449221955516264","0.580413204804426"
"Rarely","1990","16-34 y.","Couple + C. LE 16 ","554","0.530238932678165","0.499906605072003","0.560571260284328"
"Rarely","1990","16-34 y.","Couple + C. GT 16 ","438","0.538835406864207","0.50520493905874","0.572465874669673"
"Rarely","1990","16-34 y.","Couple + C. LE and GT 16","191","0.528366572762121","0.476656335089247","0.580076810434994"
"Rarely","1990","35-65 y.","1-pers.-HH","158","0.408910762648536","0.360304457122564","0.457517068174508"
"Rarely","1990","35-65 y.","(Married) couple without C. ","539","0.464078722405596","0.435551441995845","0.492606002815347"
"Rarely","1990","35-65 y.","Single parent ","104","0.521775365566375","0.454533784276861","0.58901694685589"
"Rarely","1990","35-65 y.","Couple + C. LE 16 ","496","0.466374336721835","0.436040594397371","0.4967080790463"
"Rarely","1990","35-65 y.","Couple + C. GT 16 ","611","0.553656104248276","0.524786483741393","0.58252572475516"
"Rarely","1990","35-65 y.","Couple + C. LE and GT 16","281","0.566364540346972","0.524173466631908","0.608555614062036"
"Rarely","1990","66 and older","1-pers.-HH","140","0.374179485951665","0.325201903810944","0.423157068092386"
"Rarely","1990","66 and older","(Married) couple without C. ","221","0.455350543509421","0.411699507487779","0.499001579531063"
"Rarely","1990","66 and older","Single parent ","12","","",""
"Rarely","1990","66 and older","Couple + C. LE 16 ","","","",""
"Rarely","1990","66 and older","Couple + C. GT 16 ","33","0.447153700813937","0.328100436505782","0.566206965122092"
"Rarely","1990","66 and older","Couple + C. LE and GT 16","1","","",""
"Never","1990","16-34 y.","1-pers.-HH","18","","",""
"Never","1990","16-34 y.","(Married) couple without C. ","28","","",""
"Never","1990","16-34 y.","Single parent ","23","","",""
"Never","1990","16-34 y.","Couple + C. LE 16 ","108","0.0755648426539589","0.0595017361282975","0.0916279491796203"
"Never","1990","16-34 y.","Couple + C. GT 16 ","56","0.0377565508220462","0.0248973047808661","0.0506157968632263"
"Never","1990","16-34 y.","Couple + C. LE and GT 16","57","0.107688632857446","0.075577936622556","0.139799329092336"
"Never","1990","35-65 y.","1-pers.-HH","67","0.125740898368817","0.0929608057416198","0.158520990996014"
"Never","1990","35-65 y.","(Married) couple without C. ","88","0.0476171152006893","0.0354355982441962","0.0597986321571825"
"Never","1990","35-65 y.","Single parent ","36","0.121084369504008","0.0771708953682082","0.164997843639807"
"Never","1990","35-65 y.","Couple + C. LE 16 ","91","0.0562634529739808","0.0422521380316982","0.0702747679162634"
"Never","1990","35-65 y.","Couple + C. GT 16 ","145","0.0747299866879026","0.059458970933611","0.0900010024421943"
"Never","1990","35-65 y.","Couple + C. LE and GT 16","91","0.0991451022341469","0.0737018155901847","0.124588388878109"
"Never","1990","66 and older","1-pers.-HH","118","0.341384369041751","0.293392209786942","0.38937652829656"
"Never","1990","66 and older","(Married) couple without C. ","81","0.167778416661566","0.135025451588534","0.200531381734599"
"Never","1990","66 and older","Single parent ","8","","",""
"Never","1990","66 and older","Couple + C. LE 16 ","","","",""
"Never","1990","66 and older","Couple + C. GT 16 ","14","","",""
"Never","1990","66 and older","Couple + C. LE and GT 16","","","",""
"Daily","1991","16-34 y.","1-pers.-HH","","","",""
"Daily","1991","16-34 y.","(Married) couple without C. ","","","",""
"Daily","1991","16-34 y.","Single parent ","","","",""
"Daily","1991","16-34 y.","Couple + C. LE 16 ","","","",""
"Daily","1991","16-34 y.","Couple + C. GT 16 ","","","",""
"Daily","1991","16-34 y.","Couple + C. LE and GT 16","","","",""
"Daily","1991","35-65 y.","1-pers.-HH","","","",""
"Daily","1991","35-65 y.","(Married) couple without C. ","","","",""
"Daily","1991","35-65 y.","Single parent ","","","",""
"Daily","1991","35-65 y.","Couple + C. LE 16 ","","","",""
"Daily","1991","35-65 y.","Couple + C. GT 16 ","","","",""
"Daily","1991","35-65 y.","Couple + C. LE and GT 16","","","",""
"Daily","1991","66 and older","1-pers.-HH","","","",""
"Daily","1991","66 and older","(Married) couple without C. ","","","",""
"Daily","1991","66 and older","Single parent ","","","",""
"Daily","1991","66 and older","Couple + C. LE 16 ","","","",""
"Daily","1991","66 and older","Couple + C. GT 16 ","","","",""
"Daily","1991","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","16-34 y.","1-pers.-HH","","","",""
"Min 1x per week","1991","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per week","1991","16-34 y.","Single parent ","","","",""
"Min 1x per week","1991","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","35-65 y.","1-pers.-HH","","","",""
"Min 1x per week","1991","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per week","1991","35-65 y.","Single parent ","","","",""
"Min 1x per week","1991","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","66 and older","1-pers.-HH","","","",""
"Min 1x per week","1991","66 and older","(Married) couple without C. ","","","",""
"Min 1x per week","1991","66 and older","Single parent ","","","",""
"Min 1x per week","1991","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","16-34 y.","1-pers.-HH","","","",""
"Min 1x per month","1991","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per month","1991","16-34 y.","Single parent ","","","",""
"Min 1x per month","1991","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","35-65 y.","1-pers.-HH","","","",""
"Min 1x per month","1991","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per month","1991","35-65 y.","Single parent ","","","",""
"Min 1x per month","1991","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","66 and older","1-pers.-HH","","","",""
"Min 1x per month","1991","66 and older","(Married) couple without C. ","","","",""
"Min 1x per month","1991","66 and older","Single parent ","","","",""
"Min 1x per month","1991","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","1991","16-34 y.","1-pers.-HH","","","",""
"Rarely","1991","16-34 y.","(Married) couple without C. ","","","",""
"Rarely","1991","16-34 y.","Single parent ","","","",""
"Rarely","1991","16-34 y.","Couple + C. LE 16 ","","","",""
"Rarely","1991","16-34 y.","Couple + C. GT 16 ","","","",""
"Rarely","1991","16-34 y.","Couple + C. LE and GT 16","","","",""
"Rarely","1991","35-65 y.","1-pers.-HH","","","",""
"Rarely","1991","35-65 y.","(Married) couple without C. ","","","",""
"Rarely","1991","35-65 y.","Single parent ","","","",""
"Rarely","1991","35-65 y.","Couple + C. LE 16 ","","","",""
"Rarely","1991","35-65 y.","Couple + C. GT 16 ","","","",""
"Rarely","1991","35-65 y.","Couple + C. LE and GT 16","","","",""
"Rarely","1991","66 and older","1-pers.-HH","","","",""
"Rarely","1991","66 and older","(Married) couple without C. ","","","",""
"Rarely","1991","66 and older","Single parent ","","","",""
"Rarely","1991","66 and older","Couple + C. LE 16 ","","","",""
"Rarely","1991","66 and older","Couple + C. GT 16 ","","","",""
"Rarely","1991","66 and older","Couple + C. LE and GT 16","","","",""
"Never","1991","16-34 y.","1-pers.-HH","","","",""
"Never","1991","16-34 y.","(Married) couple without C. ","","","",""
"Never","1991","16-34 y.","Single parent ","","","",""
"Never","1991","16-34 y.","Couple + C. LE 16 ","","","",""
"Never","1991","16-34 y.","Couple + C. GT 16 ","","","",""
"Never","1991","16-34 y.","Couple + C. LE and GT 16","","","",""
"Never","1991","35-65 y.","1-pers.-HH","","","",""
"Never","1991","35-65 y.","(Married) couple without C. ","","","",""
"Never","1991","35-65 y.","Single parent ","","","",""
"Never","1991","35-65 y.","Couple + C. LE 16 ","","","",""
"Never","1991","35-65 y.","Couple + C. GT 16 ","","","",""
"Never","1991","35-65 y.","Couple + C. LE and GT 16","","","",""
"Never","1991","66 and older","1-pers.-HH","","","",""
"Never","1991","66 and older","(Married) couple without C. ","","","",""
"Never","1991","66 and older","Single parent ","","","",""
"Never","1991","66 and older","Couple + C. LE 16 ","","","",""
"Never","1991","66 and older","Couple + C. GT 16 ","","","",""
"Never","1991","66 and older","Couple + C. LE and GT 16","","","",""
"Daily","1992","16-34 y.","1-pers.-HH","","","",""
"Daily","1992","16-34 y.","(Married) couple without C. ","","","",""
"Daily","1992","16-34 y.","Single parent ","","","",""
"Daily","1992","16-34 y.","Couple + C. LE 16 ","","","",""
"Daily","1992","16-34 y.","Couple + C. GT 16 ","","","",""
"Daily","1992","16-34 y.","Couple + C. LE and GT 16","","","",""
"Daily","1992","35-65 y.","1-pers.-HH","","","",""
"Daily","1992","35-65 y.","(Married) couple without C. ","","","",""
"Daily","1992","35-65 y.","Single parent ","","","",""
"Daily","1992","35-65 y.","Couple + C. LE 16 ","","","",""
"Daily","1992","35-65 y.","Couple + C. GT 16 ","","","",""
"Daily","1992","35-65 y.","Couple + C. LE and GT 16","","","",""
"Daily","1992","66 and older","1-pers.-HH","","","",""
"Daily","1992","66 and older","(Married) couple without C. ","","","",""
"Daily","1992","66 and older","Single parent ","","","",""
"Daily","1992","66 and older","Couple + C. LE 16 ","","","",""
"Daily","1992","66 and older","Couple + C. GT 16 ","","","",""
"Daily","1992","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","16-34 y.","1-pers.-HH","","","",""
"Min 1x per week","1992","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per week","1992","16-34 y.","Single parent ","","","",""
"Min 1x per week","1992","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","35-65 y.","1-pers.-HH","","","",""
"Min 1x per week","1992","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per week","1992","35-65 y.","Single parent ","","","",""
"Min 1x per week","1992","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","66 and older","1-pers.-HH","","","",""
"Min 1x per week","1992","66 and older","(Married) couple without C. ","","","",""
"Min 1x per week","1992","66 and older","Single parent ","","","",""
"Min 1x per week","1992","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1992","16-34 y.","1-pers.-HH","","","",""
"Min 1x per month","1992","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per month","1992","16-34 y.","Single parent ","","","",""
"Min 1x per month","1992","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","1992","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","1992","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1992","35-65 y.","1-pers.-HH","","","",""
"Min 1x per month","1992","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per month","1992","35-65 y.","Single parent ","","","",""
"Min 1x per month","1992","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","1992","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","1992","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1992","66 and older","1-pers.-HH","","","",""
"Min 1x per month","1992","66 and older","(Married) couple without C. ","","","",""
"Min 1x per month","1992","66 and older","Single parent ","","","",""
"Min 1x per month","1992","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per month","1992","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per month","1992","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","1992","16-34 y.","1-pers.-HH","","","",""
"Rarely","1992","16-34 y.","(Married) couple without C. ","","","",""
"Rarely","1992","16-34 y.","Single parent ","","","",""
"Rarely","1992","16-34 y.","Couple + C. LE 16 ","","","",""
"Rarely","1992","16-34 y.","Couple + C. GT 16 ","","","",""
"Rarely","1992","16-34 y.","Couple + C. LE and GT 16","","","",""
"Rarely","1992","35-65 y.","1-pers.-HH","","","",""
"Rarely","1992","35-65 y.","(Married) couple without C. ","","","",""
"Rarely","1992","35-65 y.","Single parent ","","","",""
"Rarely","1992","35-65 y.","Couple + C. LE 16 ","","","",""
"Rarely","1992","35-65 y.","Couple + C. GT 16 ","","","",""
"Rarely","1992","35-65 y.","Couple + C. LE and GT 16","","","",""
"Rarely","1992","66 and older","1-pers.-HH","","","",""
"Rarely","1992","66 and older","(Married) couple without C. ","","","",""
"Rarely","1992","66 and older","Single parent ","","","",""
"Rarely","1992","66 and older","Couple + C. LE 16 ","","","",""
"Rarely","1992","66 and older","Couple + C. GT 16 ","","","",""
"Rarely","1992","66 and older","Couple + C. LE and GT 16","","","",""
"Never","1992","16-34 y.","1-pers.-HH","","","",""
"Never","1992","16-34 y.","(Married) couple without C. ","","","",""
"Never","1992","16-34 y.","Single parent ","","","",""
"Never","1992","16-34 y.","Couple + C. LE 16 ","","","",""
"Never","1992","16-34 y.","Couple + C. GT 16 ","","","",""
"Never","1992","16-34 y.","Couple + C. LE and GT 16","","","",""
"Never","1992","35-65 y.","1-pers.-HH","","","",""
"Never","1992","35-65 y.","(Married) couple without C. ","","","",""
"Never","1992","35-65 y.","Single parent ","","","",""
"Never","1992","35-65 y.","Couple + C. LE 16 ","","","",""
"Never","1992","35-65 y.","Couple + C. GT 16 ","","","",""
"Never","1992","35-65 y.","Couple + C. LE and GT 16","","","",""
"Never","1992","66 and older","1-pers.-HH","","","",""
"Never","1992","66 and older","(Married) couple without C. ","","","",""
"Never","1992","66 and older","Single parent ","","","",""
"Never","1992","66 and older","Couple + C. LE 16 ","","","",""
"Never","1992","66 and older","Couple + C. GT 16 ","","","",""
"Never","1992","66 and older","Couple + C. LE and GT 16","","","",""
"Daily","1993","16-34 y.","1-pers.-HH","","","",""
"Daily","1993","16-34 y.","(Married) couple without C. ","","","",""
"Daily","1993","16-34 y.","Single parent ","","","",""
"Daily","1993","16-34 y.","Couple + C. LE 16 ","","","",""
"Daily","1993","16-34 y.","Couple + C. GT 16 ","","","",""
"Daily","1993","16-34 y.","Couple + C. LE and GT 16","","","",""
"Daily","1993","35-65 y.","1-pers.-HH","","","",""
"Daily","1993","35-65 y.","(Married) couple without C. ","","","",""
"Daily","1993","35-65 y.","Single parent ","","","",""
"Daily","1993","35-65 y.","Couple + C. LE 16 ","","","",""
"Daily","1993","35-65 y.","Couple + C. GT 16 ","","","",""
"Daily","1993","35-65 y.","Couple + C. LE and GT 16","","","",""
"Daily","1993","66 and older","1-pers.-HH","","","",""
"Daily","1993","66 and older","(Married) couple without C. ","","","",""
"Daily","1993","66 and older","Single parent ","","","",""
"Daily","1993","66 and older","Couple + C. LE 16 ","","","",""
"Daily","1993","66 and older","Couple + C. GT 16 ","","","",""
"Daily","1993","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1993","16-34 y.","1-pers.-HH","","","",""
"Min 1x per week","1993","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per week","1993","16-34 y.","Single parent ","","","",""
"Min 1x per week","1993","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","1993","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","1993","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1993","35-65 y.","1-pers.-HH","","","",""
"Min 1x per week","1993","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per week","1993","35-65 y.","Single parent ","","","",""
"Min 1x per week","1993","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","1993","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","1993","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1993","66 and older","1-pers.-HH","","","",""
"Min 1x per week","1993","66 and older","(Married) couple without C. ","","","",""
"Min 1x per week","1993","66 and older","Single parent ","","","",""
"Min 1x per week","1993","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per week","1993","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per week","1993","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","16-34 y.","1-pers.-HH","","","",""
"Min 1x per month","1993","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per month","1993","16-34 y.","Single parent ","","","",""
"Min 1x per month","1993","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","35-65 y.","1-pers.-HH","","","",""
"Min 1x per month","1993","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per month","1993","35-65 y.","Single parent ","","","",""
"Min 1x per month","1993","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","66 and older","1-pers.-HH","","","",""
"Min 1x per month","1993","66 and older","(Married) couple without C. ","","","",""
"Min 1x per month","1993","66 and older","Single parent ","","","",""
"Min 1x per month","1993","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","1993","16-34 y.","1-pers.-HH","","","",""
"Rarely","1993","16-34 y.","(Married) couple without C. ","","","",""
"Rarely","1993","16-34 y.","Single parent ","","","",""
"Rarely","1993","16-34 y.","Couple + C. LE 16 ","","","",""
"Rarely","1993","16-34 y.","Couple + C. GT 16 ","","","",""
"Rarely","1993","16-34 y.","Couple + C. LE and GT 16","","","",""
"Rarely","1993","35-65 y.","1-pers.-HH","","","",""
"Rarely","1993","35-65 y.","(Married) couple without C. ","","","",""
"Rarely","1993","35-65 y.","Single parent ","","","",""
"Rarely","1993","35-65 y.","Couple + C. LE 16 ","","","",""
"Rarely","1993","35-65 y.","Couple + C. GT 16 ","","","",""
"Rarely","1993","35-65 y.","Couple + C. LE and GT 16","","","",""
"Rarely","1993","66 and older","1-pers.-HH","","","",""
"Rarely","1993","66 and older","(Married) couple without C. ","","","",""
"Rarely","1993","66 and older","Single parent ","","","",""
"Rarely","1993","66 and older","Couple + C. LE 16 ","","","",""
"Rarely","1993","66 and older","Couple + C. GT 16 ","","","",""
"Rarely","1993","66 and older","Couple + C. LE and GT 16","","","",""
"Never","1993","16-34 y.","1-pers.-HH","","","",""
"Never","1993","16-34 y.","(Married) couple without C. ","","","",""
"Never","1993","16-34 y.","Single parent ","","","",""
"Never","1993","16-34 y.","Couple + C. LE 16 ","","","",""
"Never","1993","16-34 y.","Couple + C. GT 16 ","","","",""
"Never","1993","16-34 y.","Couple + C. LE and GT 16","","","",""
"Never","1993","35-65 y.","1-pers.-HH","","","",""
"Never","1993","35-65 y.","(Married) couple without C. ","","","",""
"Never","1993","35-65 y.","Single parent ","","","",""
"Never","1993","35-65 y.","Couple + C. LE 16 ","","","",""
"Never","1993","35-65 y.","Couple + C. GT 16 ","","","",""
"Never","1993","35-65 y.","Couple + C. LE and GT 16","","","",""
"Never","1993","66 and older","1-pers.-HH","","","",""
"Never","1993","66 and older","(Married) couple without C. ","","","",""
"Never","1993","66 and older","Single parent ","","","",""
"Never","1993","66 and older","Couple + C. LE 16 ","","","",""
"Never","1993","66 and older","Couple + C. GT 16 ","","","",""
"Never","1993","66 and older","Couple + C. LE and GT 16","","","",""
"Daily","1994","16-34 y.","1-pers.-HH","","","",""
"Daily","1994","16-34 y.","(Married) couple without C. ","","","",""
"Daily","1994","16-34 y.","Single parent ","","","",""
"Daily","1994","16-34 y.","Couple + C. LE 16 ","","","",""
"Daily","1994","16-34 y.","Couple + C. GT 16 ","","","",""
"Daily","1994","16-34 y.","Couple + C. LE and GT 16","","","",""
"Daily","1994","35-65 y.","1-pers.-HH","","","",""
"Daily","1994","35-65 y.","(Married) couple without C. ","","","",""
"Daily","1994","35-65 y.","Single parent ","","","",""
"Daily","1994","35-65 y.","Couple + C. LE 16 ","","","",""
"Daily","1994","35-65 y.","Couple + C. GT 16 ","","","",""
"Daily","1994","35-65 y.","Couple + C. LE and GT 16","","","",""
"Daily","1994","66 and older","1-pers.-HH","","","",""
"Daily","1994","66 and older","(Married) couple without C. ","","","",""
"Daily","1994","66 and older","Single parent ","","","",""
"Daily","1994","66 and older","Couple + C. LE 16 ","","","",""
"Daily","1994","66 and older","Couple + C. GT 16 ","","","",""
"Daily","1994","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1994","16-34 y.","1-pers.-HH","","","",""
"Min 1x per week","1994","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per week","1994","16-34 y.","Single parent ","","","",""
"Min 1x per week","1994","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","1994","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","1994","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1994","35-65 y.","1-pers.-HH","","","",""
"Min 1x per week","1994","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per week","1994","35-65 y.","Single parent ","","","",""
"Min 1x per week","1994","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","1994","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","1994","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1994","66 and older","1-pers.-HH","","","",""
"Min 1x per week","1994","66 and older","(Married) couple without C. ","","","",""
"Min 1x per week","1994","66 and older","Single parent ","","","",""
"Min 1x per week","1994","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per week","1994","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per week","1994","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1994","16-34 y.","1-pers.-HH","","","",""
"Min 1x per month","1994","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per month","1994","16-34 y.","Single parent ","","","",""
"Min 1x per month","1994","16-34 y.","Couple + C. LE 16 ","","","",""
