"year","age_gr","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2002","16-34 y.","6.49","7","1505","6.36","6.62","3","5","8","10"
"2002","35-65 y.","6.44","7","2515","6.34","6.54","3","5","8","9"
"2002","66 and older","4.84","5","89","4.11","5.57","0","0","8","9"
"2003","16-34 y.","6.19","6","2961","6.1","6.28","3","5","8","10"
"2003","35-65 y.","6.29","7","5765","6.23","6.35","3","5","8","9"
"2003","66 and older","6.1","6","539","5.86","6.34","1","5","8","10"
"2004","16-34 y.","6.58","7","1348","6.44","6.72","3","5","8","10"
"2004","35-65 y.","6.13","7","2473","6.03","6.23","2","5","8","9"
"2004","66 and older","5.22","6","93","4.52","5.92","0","2","8","9"
"2005","16-34 y.","6.41","7","1269","6.26","6.56","2","5","8","10"
"2005","35-65 y.","6.06","7","2349","5.95","6.17","1","5","8","9"
"2005","66 and older","4.1","5","114","3.4","4.8","0","0","8","9"
"2006","16-34 y.","6.28","7","1218","6.13","6.43","2","5","8","10"
"2006","35-65 y.","6.1","7","2296","5.99","6.21","2","5","8","9"
"2006","66 and older","4.13","4.32","88","3.31","4.95","0","0","8","9"
"2007","16-34 y.","6.43","7","1073","6.27","6.59","2","5","8","10"
"2007","35-65 y.","6.17","7","2251","6.06","6.28","2","5","8","9"
"2007","66 and older","3.86","3.92","109","3.15","4.57","0","0","8","9"
"2008","16-34 y.","6.6","7","908","6.43","6.77","2","5","8","10"
"2008","35-65 y.","6.68","7","1895","6.57","6.79","3","5","8","10"
"2008","66 and older","5.29","6","67","4.36","6.22","0","0","9","10"
"2009","16-34 y.","6.98","8","831","6.81","7.15","3","5","9","10"
"2009","35-65 y.","6.59","7","1787","6.47","6.71","3","5","9","10"
"2009","66 and older","3","0","67","2.14","3.86","0","0","5","8"
"2010","16-34 y.","7","8","2696","6.9","7.1","3","5","9","10"
"2010","35-65 y.","6.68","7","4104","6.6","6.76","2","5","9","10"
"2010","66 and older","4.25","5","81","3.36","5.14","0","0","9","10"
"2011","16-34 y.","7.01","8","2513","6.91","7.11","3","6","9","10"
"2011","35-65 y.","7.12","8","4625","7.05","7.19","4","6","9","10"
"2011","66 and older","4.21","5","123","3.52","4.9","0","0","8","9"
"2012","16-34 y.","7.2","8","2194","7.1","7.3","4","6","9","10"
"2012","35-65 y.","7.21","8","4446","7.15","7.27","4","6","9","10"
"2012","66 and older","5.34","6","85","4.53","6.15","0","0","9","10"
"2013","16-34 y.","6.88","8","1837","6.77","6.99","2","5","9","10"
"2013","35-65 y.","7.34","8","4197","7.28","7.4","5","6","9","10"
"2013","66 and older","4.94","5","79","4.13","5.75","0","0","8","10"
"2014","16-34 y.","7.15","8","1911","7.05","7.25","3","6","9","10"
"2014","35-65 y.","7.21","8","4364","7.15","7.27","4","6","9","10"
"2014","66 and older","4.48","5","87","3.68","5.28","0","0","8","10"
"2015","16-34 y.","7.41","8","1460","7.3","7.52","4","6","9","10"
"2015","35-65 y.","7.29","8","3734","7.22","7.36","4","6","9","10"
"2015","66 and older","6.44","8","84","5.71","7.17","0","5","9","10"
"2016","16-34 y.","7.32","8","1375","7.2","7.44","4","6","9","10"
"2016","35-65 y.","7.4","8","3398","7.33","7.47","5","6","9","10"
"2016","66 and older","5.86","7","72","5.13","6.59","0","4","8","10"
"2017","16-34 y.","7.3","8","1248","7.17","7.43","4","6","9","10"
"2017","35-65 y.","7.31","8","3139","7.23","7.39","4","6","9","10"
"2017","66 and older","6.56","8","83","5.88","7.24","0","5","9","10"
"2018","16-34 y.","6.94","8","1199","6.8","7.08","3","5","9","10"
"2018","35-65 y.","7.22","8","2968","7.14","7.3","4","6","9","10"
"2018","66 and older","6.03","8","72","5.16","6.9","0","1","9","10"
"2019","16-34 y.","7.11","8","1031","6.96","7.26","3","6","9","10"
"2019","35-65 y.","7.46","8","2905","7.38","7.54","5","6","9","10"
"2019","66 and older","5.67","7","104","4.98","6.36","0","0","8","10"
