"pgoeffd","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"No","1986","inadequately","Female","140","0.876958435952224","0.826218422314898","0.92769844958955"
"No","1986","general elemantary","Male","596","0.849530366041199","0.822458102103951","0.876602629978447"
"No","1986","general elemantary","Female","491","0.771995550348629","0.738837453705739","0.805153646991518"
"No","1986","middle vocational","Male","1544","0.766925883428867","0.748136522488884","0.785715244368849"
"No","1986","middle vocational","Female","772","0.762638517193306","0.736228723850536","0.789048310536076"
"No","1986","vocational + Abi","Male","94","0.850164945328694","0.782538818538103","0.917791072119285"
"No","1986","vocational + Abi","Female","50","0.738842522966346","0.632055473717827","0.845629572214866"
"No","1986","higher vocational","Male","182","0.728700895894921","0.67369489623291","0.783706895556933"
"No","1986","higher vocational","Female","55","0.451980076436516","0.362560536756529","0.541399616116503"
"No","1986","higher education","Male","232","0.557212312748581","0.509073590655946","0.605351034841216"
"No","1986","higher education","Female","48","0.335931082096448","0.258787728255124","0.413074435937771"
"Yes","1987","in school","Male","","","",""
"Yes","1987","in school","Female","","","",""
"Yes","1987","inadequately","Male","17","","",""
"Yes","1987","inadequately","Female","20","","",""
"Yes","1987","general elemantary","Male","74","0.14098869171202","0.114735156916202","0.167242226507838"
"Yes","1987","general elemantary","Female","133","0.240736143799918","0.207561614877926","0.273910672721911"
"Yes","1987","middle vocational","Male","399","0.232061058752129","0.213391165736752","0.250730951767507"
"Yes","1987","middle vocational","Female","233","0.235276565965243","0.2094474376926","0.261105694237886"
"Yes","1987","vocational + Abi","Male","15","","",""
"Yes","1987","vocational + Abi","Female","17","","",""
"Yes","1987","higher vocational","Male","65","0.262405960620291","0.206630304512571","0.318181616728011"
"Yes","1987","higher vocational","Female","70","0.570943446392259","0.483117671195899","0.65876922158862"
"Yes","1987","higher education","Male","170","0.427265777717969","0.379028473381119","0.475503082054819"
"Yes","1987","higher education","Female","97","0.641324193667751","0.564571731713407","0.718076655622096"
"No","1987","in school","Male","2","","",""
"No","1987","in school","Female","3","","",""
"No","1987","inadequately","Male","201","0.896492941753111","0.85605600354196","0.936929879964261"
"No","1987","inadequately","Female","143","0.8791655349465","0.829129253354117","0.929201816538883"
"No","1987","general elemantary","Male","601","0.85901130828798","0.832757773492162","0.885264843083798"
"No","1987","general elemantary","Female","505","0.759263856200082","0.726089327278089","0.792438385122074"
"No","1987","middle vocational","Male","1565","0.767938941247871","0.749269048232493","0.786608834263248"
"No","1987","middle vocational","Female","803","0.764723434034757","0.738894305762114","0.790552562307399"
"No","1987","vocational + Abi","Male","93","0.806313339854083","0.731782160919565","0.880844518788601"
"No","1987","vocational + Abi","Female","54","0.726459192422032","0.622769498898174","0.830148885945891"
"No","1987","higher vocational","Male","174","0.737594039379709","0.681818383271989","0.793369695487429"
"No","1987","higher vocational","Female","52","0.429056553607741","0.34123077841138","0.516882328804101"
"No","1987","higher education","Male","234","0.572734222282031","0.524496917945181","0.620971526618881"
"No","1987","higher education","Female","53","0.358675806332249","0.281923344377904","0.435428268286593"
"Yes","1988","in school","Male","","","",""
"Yes","1988","in school","Female","","","",""
"Yes","1988","inadequately","Male","16","","",""
"Yes","1988","inadequately","Female","19","","",""
"Yes","1988","general elemantary","Male","62","0.131257512317648","0.106061537757074","0.156453486878222"
"Yes","1988","general elemantary","Female","139","0.23414432096086","0.201311141169139","0.266977500752582"
"Yes","1988","middle vocational","Male","374","0.23173842979455","0.212506041431381","0.25097081815772"
"Yes","1988","middle vocational","Female","229","0.233043895158418","0.207472315253893","0.258615475062944"
"Yes","1988","vocational + Abi","Male","11","","",""
"Yes","1988","vocational + Abi","Female","16","","",""
"Yes","1988","higher vocational","Male","61","0.24504424127498","0.190965328013556","0.299123154536405"
"Yes","1988","higher vocational","Female","68","0.592745604079274","0.504469802128562","0.681021406029987"
"Yes","1988","higher education","Male","159","0.416478729336931","0.367363365311937","0.465594093361925"
"Yes","1988","higher education","Female","88","0.593556313481956","0.514954309831971","0.672158317131941"
"No","1988","in school","Male","3","","",""
"No","1988","in school","Female","3","","",""
"No","1988","inadequately","Male","190","0.917552213671442","0.879992750679007","0.955111676663876"
"No","1988","inadequately","Female","127","0.916553906105806","0.871694483899694","0.961413328311918"
"No","1988","general elemantary","Male","628","0.868742487682352","0.843546513121778","0.893938462242926"
"No","1988","general elemantary","Female","500","0.76585567903914","0.733022499247419","0.798688858830861"
"No","1988","middle vocational","Male","1475","0.76826157020545","0.74902918184228","0.787493958568619"
"No","1988","middle vocational","Female","821","0.766956104841582","0.741384524937056","0.792527684746107"
"No","1988","vocational + Abi","Male","84","0.855681560544646","0.785016735658439","0.926346385430854"
"No","1988","vocational + Abi","Female","55","0.718728062637008","0.614144262067819","0.823311863206197"
"No","1988","higher vocational","Male","182","0.75495575872502","0.700876845463595","0.809034671986444"
"No","1988","higher vocational","Female","51","0.407254395920725","0.318978593970013","0.495530197871438"
"No","1988","higher education","Male","228","0.583521270663069","0.534405906638075","0.632636634688063"
"No","1988","higher education","Female","62","0.406443686518044","0.327841682868059","0.485045690168029"
"Yes","1989","in school","Male","1","","",""
"Yes","1989","in school","Female","1","","",""
"Yes","1989","inadequately","Male","14","","",""
"Yes","1989","inadequately","Female","23","","",""
"Yes","1989","general elemantary","Male","63","0.134981457343676","0.109355063043296","0.160607851644056"
"Yes","1989","general elemantary","Female","139","0.234536886965234","0.202284709658895","0.266789064271573"
"Yes","1989","middle vocational","Male","381","0.230936220273292","0.21174787223444","0.250124568312143"
"Yes","1989","middle vocational","Female","240","0.233484112032947","0.208585704840814","0.258382519225081"
"Yes","1989","vocational + Abi","Male","9","","",""
"Yes","1989","vocational + Abi","Female","11","","",""
"Yes","1989","higher vocational","Male","50","0.212656077434101","0.1596590526827","0.265653102185501"
"Yes","1989","higher vocational","Female","72","0.560584866742721","0.473924403118842","0.6472453303666"
"Yes","1989","higher education","Male","152","0.393844149460043","0.345660033753144","0.442028265166942"
"Yes","1989","higher education","Female","91","0.595209578038834","0.518429537988879","0.67198961808879"
"No","1989","in school","Male","6","","",""
"No","1989","in school","Female","4","","",""
"No","1989","inadequately","Male","180","0.912497927430872","0.872735550372419","0.952260304489325"
"No","1989","inadequately","Female","124","0.869127327705209","0.814607357277005","0.923647298133413"
"No","1989","general elemantary","Male","620","0.865018542656324","0.839392148355944","0.890644936956704"
"No","1989","general elemantary","Female","524","0.765463113034766","0.733210935728427","0.797715290341105"
"No","1989","middle vocational","Male","1472","0.769063779726708","0.749875431687857","0.78825212776556"
"No","1989","middle vocational","Female","869","0.766515887967053","0.741617480774919","0.791414295159186"
"No","1989","vocational + Abi","Male","96","0.909569484900327","0.854712885143837","0.964426084656816"
"No","1989","vocational + Abi","Female","71","0.796864598636135","0.709783030758028","0.883946166514243"
"No","1989","higher vocational","Male","179","0.787343922565899","0.734346897814499","0.8403409473173"
"No","1989","higher vocational","Female","54","0.439415133257279","0.3527546696334","0.526075596881158"
"No","1989","higher education","Male","243","0.606155850539957","0.557971734833058","0.654339966246856"
"No","1989","higher education","Female","66","0.404790421961166","0.32801038191121","0.481570462011121"
"Yes","1990","in school","Male","1","","",""
"Yes","1990","in school","Female","","","",""
"Yes","1990","inadequately","Male","14","","",""
"Yes","1990","inadequately","Female","20","","",""
"Yes","1990","general elemantary","Male","83","0.149919635562676","0.124353420760211","0.175485850365142"
"Yes","1990","general elemantary","Female","176","0.24786168064523","0.217124286865614","0.278599074424846"
"Yes","1990","middle vocational","Male","574","0.222374910400626","0.206980446576947","0.237769374224304"
"Yes","1990","middle vocational","Female","588","0.28172036438641","0.262147113400302","0.301293615372517"
"Yes","1990","vocational + Abi","Male","21","","",""
"Yes","1990","vocational + Abi","Female","17","","",""
"Yes","1990","higher vocational","Male","89","0.226181218240234","0.184924237162024","0.267438199318443"
"Yes","1990","higher vocational","Female","84","0.517513470664064","0.442398404165369","0.592628537162759"
"Yes","1990","higher education","Male","293","0.383440257216743","0.349491692460602","0.417388821972884"
"Yes","1990","higher education","Female","359","0.601258936804941","0.561682591963015","0.640835281646867"
"No","1990","in school","Male","3","","",""
"No","1990","in school","Female","1","","",""
"No","1990","inadequately","Male","177","0.913125632548411","0.873182464988789","0.953068800108033"
"No","1990","inadequately","Female","129","0.895606652891877","0.846510210508543","0.94470309527521"
"No","1990","general elemantary","Male","666","0.850080364437324","0.824514149634858","0.875646579239789"
"No","1990","general elemantary","Female","582","0.75213831935477","0.721400925575154","0.782875713134386"
"No","1990","middle vocational","Male","2229","0.777625089599374","0.762230625775696","0.793019553423053"
"No","1990","middle vocational","Female","1441","0.71827963561359","0.698706384627483","0.737852886599698"
"No","1990","vocational + Abi","Male","120","0.863356419647457","0.806663579755662","0.920049259539251"
"No","1990","vocational + Abi","Female","89","0.831840561777332","0.760641244542894","0.903039879011771"
"No","1990","higher vocational","Male","306","0.773818781759766","0.732561800681557","0.815075762837976"
"No","1990","higher vocational","Female","86","0.482486529335936","0.407371462837241","0.557601595834631"
"No","1990","higher education","Male","495","0.616559742783257","0.582611178027116","0.650508307539398"
"No","1990","higher education","Female","229","0.398741063195059","0.359164718353133","0.438317408036985"
"Yes","1991","in school","Male","3","","",""
"Yes","1991","in school","Female","1","","",""
"Yes","1991","inadequately","Male","18","","",""
"Yes","1991","inadequately","Female","26","","",""
"Yes","1991","general elemantary","Male","91","0.156985170293472","0.130541130193869","0.183429210393076"
"Yes","1991","general elemantary","Female","175","0.263680335560686","0.231825417495235","0.295535253626138"
"Yes","1991","middle vocational","Male","511","0.212876072197091","0.197389980844817","0.228362163549364"
"Yes","1991","middle vocational","Female","537","0.269706300534002","0.249745409145352","0.289667191922652"
"Yes","1991","vocational + Abi","Male","22","","",""
"Yes","1991","vocational + Abi","Female","25","","",""
"Yes","1991","higher vocational","Male","87","0.235507735853497","0.193395827380087","0.277619644326908"
"Yes","1991","higher vocational","Female","76","0.501037038124658","0.424975847876594","0.577098228372721"
"Yes","1991","higher education","Male","265","0.367500951803687","0.333201563464944","0.40180034014243"
"Yes","1991","higher education","Female","337","0.58795231015918","0.547331055672249","0.62857356464611"
"No","1991","in school","Male","13","","",""
"No","1991","in school","Female","2","","",""
"No","1991","inadequately","Male","173","0.893771785118995","0.850073472289559","0.93747009794843"
"No","1991","inadequately","Female","135","0.82342632540029","0.764526975096368","0.882325675704212"
"No","1991","general elemantary","Male","636","0.843014829706528","0.816570789606925","0.869458869806131"
"No","1991","general elemantary","Female","560","0.736319664439314","0.704464746373862","0.768174582504765"
"No","1991","middle vocational","Male","2173","0.787123927802909","0.771637836450636","0.802610019155183"
"No","1991","middle vocational","Female","1362","0.730293699465998","0.710332808077348","0.750254590854648"
"No","1991","vocational + Abi","Male","131","0.82535053211107","0.765190892377391","0.885510171844748"
"No","1991","vocational + Abi","Female","91","0.791491955520967","0.717564840795691","0.865419070246243"
"No","1991","higher vocational","Male","303","0.764492264146503","0.722380355673092","0.806604172619913"
"No","1991","higher vocational","Female","90","0.498962961875342","0.422901771627279","0.575024152123406"
"No","1991","higher education","Male","494","0.632499048196313","0.59819965985757","0.666798436535056"
"No","1991","higher education","Female","227","0.41204768984082","0.37142643535389","0.452668944327751"
"Yes","1992","in school","Male","1","","",""
"Yes","1992","in school","Female","2","","",""
"Yes","1992","inadequately","Male","15","","",""
"Yes","1992","inadequately","Female","27","","",""
"Yes","1992","general elemantary","Male","78","0.127247097351176","0.102291245522818","0.152202949179533"
"Yes","1992","general elemantary","Female","169","0.258404474118007","0.225429282974765","0.291379665261249"
"Yes","1992","middle vocational","Male","512","0.224032695100146","0.207613097828162","0.24045229237213"
"Yes","1992","middle vocational","Female","521","0.287337037425631","0.265895250027414","0.308778824823849"
"Yes","1992","vocational + Abi","Male","20","","",""
"Yes","1992","vocational + Abi","Female","28","","",""
"Yes","1992","higher vocational","Male","90","0.253953381101474","0.210417988853626","0.297488773349323"
"Yes","1992","higher vocational","Female","91","0.585723609367998","0.510102029604927","0.661345189131068"
"Yes","1992","higher education","Male","257","0.366700284457792","0.331426765892805","0.401973803022779"
"Yes","1992","higher education","Female","326","0.625639011470887","0.584359140320614","0.666918882621161"
"No","1992","in school","Male","7","","",""
"No","1992","in school","Female","5","","",""
"No","1992","inadequately","Male","154","0.884292171954441","0.836065865702273","0.932518478206608"
"No","1992","inadequately","Female","109","0.770905125738547","0.700275518743383","0.841534732733711"
"No","1992","general elemantary","Male","607","0.872752902648824","0.847797050820467","0.897708754477182"
"No","1992","general elemantary","Female","508","0.741595525881993","0.708620334738752","0.774570717025235"
"No","1992","middle vocational","Male","1965","0.775967304899854","0.75954770762787","0.792386902171838"
"No","1992","middle vocational","Female","1190","0.712662962574369","0.691221175176151","0.734104749972586"
"No","1992","vocational + Abi","Male","120","0.835633667945972","0.774243549715102","0.897023786176841"
"No","1992","vocational + Abi","Female","77","0.668649122339253","0.578617175046525","0.758681069631981"
"No","1992","higher vocational","Male","294","0.746046618898526","0.702511226650677","0.789582011146374"
"No","1992","higher vocational","Female","72","0.414276390632002","0.338654810868932","0.489897970395073"
"No","1992","higher education","Male","460","0.633299715542208","0.598026196977221","0.668573234107195"
"No","1992","higher education","Female","202","0.374360988529113","0.333081117378839","0.415640859679386"
"Yes","1993","in school","Male","2","","",""
"Yes","1993","in school","Female","2","","",""
"Yes","1993","inadequately","Male","10","","",""
"Yes","1993","inadequately","Female","31","0.233034408091729","0.162242148760975","0.303826667422484"
"Yes","1993","general elemantary","Male","72","0.124160781287695","0.0988680393509203","0.14945352322447"
"Yes","1993","general elemantary","Female","166","0.26849735093414","0.234763239048005","0.302231462820275"
"Yes","1993","middle vocational","Male","485","0.212685121850382","0.196357902983548","0.229012340717216"
"Yes","1993","middle vocational","Female","484","0.267252352514919","0.246191635541203","0.288313069488635"
"Yes","1993","vocational + Abi","Male","28","","",""
"Yes","1993","vocational + Abi","Female","25","","",""
"Yes","1993","higher vocational","Male","77","0.237580147702341","0.19299232752734","0.282167967877342"
"Yes","1993","higher vocational","Female","84","0.526561102247628","0.451060606107624","0.602061598387631"
"Yes","1993","higher education","Male","255","0.371712967646678","0.336040230258745","0.407385705034611"
"Yes","1993","higher education","Female","317","0.594913215484726","0.553040418111141","0.636786012858311"
"No","1993","in school","Male","7","","",""
"No","1993","in school","Female","","","",""
"No","1993","inadequately","Male","157","0.882131445674608","0.833226195397072","0.931036695952143"
"No","1993","inadequately","Female","106","0.766965591908271","0.696173332577516","0.837757851239025"
"No","1993","general elemantary","Male","581","0.875839218712305","0.85054647677553","0.90113196064908"
"No","1993","general elemantary","Female","497","0.73150264906586","0.697768537179725","0.765236760951995"
"No","1993","middle vocational","Male","1928","0.787314878149618","0.770987659282784","0.803642097016453"
"No","1993","middle vocational","Female","1212","0.732747647485081","0.711686930511365","0.753808364458797"
"No","1993","vocational + Abi","Male","119","0.814546623994211","0.751716955323728","0.877376292664694"
"No","1993","vocational + Abi","Female","85","0.731938005554676","0.649161608390055","0.814714402719298"
"No","1993","higher vocational","Male","273","0.762419852297659","0.717832032122658","0.80700767247266"
"No","1993","higher vocational","Female","84","0.473438897752372","0.397938401612369","0.548939393892376"
"No","1993","higher education","Male","450","0.628287032353322","0.592614294965389","0.663959769741255"
"No","1993","higher education","Female","211","0.405086784515274","0.363213987141689","0.446959581888859"
"Yes","1994","in school","Male","","","",""
"Yes","1994","in school","Female","3","","",""
"Yes","1994","inadequately","Male","8","","",""
"Yes","1994","inadequately","Female","26","","",""
"Yes","1994","general elemantary","Male","64","0.146820589298374","0.117214872299902","0.176426306296845"
"Yes","1994","general elemantary","Female","125","0.245632770227568","0.209526192253956","0.281739348201181"
"Yes","1994","middle vocational","Male","455","0.21290471021088","0.196138433039141","0.229670987382619"
"Yes","1994","middle vocational","Female","460","0.278283080037409","0.256289567680824","0.300276592393995"
"Yes","1994","vocational + Abi","Male","24","","",""
"Yes","1994","vocational + Abi","Female","26","","",""
"Yes","1994","higher vocational","Male","73","0.237320699374277","0.191830562674248","0.282810836074305"
"Yes","1994","higher vocational","Female","95","0.518042905937777","0.444637990300338","0.591447821575217"
"Yes","1994","higher education","Male","252","0.365666408084235","0.330064619515296","0.401268196653175"
"Yes","1994","higher education","Female","314","0.587366723471152","0.545611168912412","0.629122278029891"
"No","1994","in school","Male","4","","",""
"No","1994","in school","Female","4","","",""
"No","1994","inadequately","Male","134","0.90469082173749","0.85639368623309","0.95298795724189"
"No","1994","inadequately","Female","95","0.797694853679981","0.726117231608436","0.869272475751526"
"No","1994","general elemantary","Male","485","0.853179410701626","0.823573693703155","0.882785127700098"
"No","1994","general elemantary","Female","421","0.754367229772432","0.718260651798819","0.790473807746044"
"No","1994","middle vocational","Male","1835","0.78709528978912","0.770329012617381","0.803861566960859"
"No","1994","middle vocational","Female","1135","0.721716919962591","0.699723407606005","0.743710432319176"
"No","1994","vocational + Abi","Male","117","0.795817010695037","0.729281281240069","0.862352740150005"
"No","1994","vocational + Abi","Female","85","0.734308283145675","0.652137992564215","0.816478573727135"
"No","1994","higher vocational","Male","263","0.762679300625723","0.717189163925695","0.808169437325752"
"No","1994","higher vocational","Female","83","0.481957094062223","0.408552178424783","0.555362009699663"
"No","1994","higher education","Male","451","0.634333591915765","0.598731803346825","0.669935380484704"
"No","1994","higher education","Female","220","0.412633276528848","0.370877721970109","0.454388831087588"
"Yes","1995","in school","Male","","","",""
"Yes","1995","in school","Female","3","","",""
"Yes","1995","inadequately","Male","9","","",""
"Yes","1995","inadequately","Female","30","0.25846546055049","0.177022500156938","0.339908420944042"
"Yes","1995","general elemantary","Male","57","0.100926806944998","0.0766202818138396","0.125233332076157"
"Yes","1995","general elemantary","Female","114","0.229782129383177","0.194969920503361","0.264594338262993"
"Yes","1995","middle vocational","Male","442","0.212676234623209","0.1962502607687","0.229102208477718"
"Yes","1995","middle vocational","Female","504","0.284930700665145","0.263605096434083","0.306256304896207"
"Yes","1995","vocational + Abi","Male","32","0.218617452272957","0.157556155256347","0.279678749289566"
"Yes","1995","vocational + Abi","Female","35","0.275687535935046","0.200308122794117","0.351066949075974"
"Yes","1995","higher vocational","Male","77","0.221972021192448","0.178803236951198","0.265140805433697"
"Yes","1995","higher vocational","Female","108","0.603706823148813","0.533973794394437","0.673439851903189"
"Yes","1995","higher education","Male","241","0.333446792508593","0.299907191916568","0.366986393100619"
"Yes","1995","higher education","Female","329","0.555478254232069","0.515245541194054","0.595710967270083"
"No","1995","in school","Male","6","","",""
"No","1995","in school","Female","4","","",""
"No","1995","inadequately","Male","117","0.885264515699449","0.829616687011626","0.940912344387273"
"No","1995","inadequately","Female","81","0.74153453944951","0.660091579055958","0.822977499843062"
"No","1995","general elemantary","Male","533","0.899073193055002","0.874766667923843","0.92337971818616"
"No","1995","general elemantary","Female","447","0.770217870616823","0.735405661737007","0.805030079496639"
"No","1995","middle vocational","Male","1942","0.787323765376791","0.770897791522282","0.8037497392313"
"No","1995","middle vocational","Female","1217","0.715069299334855","0.693743695103793","0.736394903565917"
"No","1995","vocational + Abi","Male","144","0.781382547727043","0.720321250710434","0.842443844743653"
"No","1995","vocational + Abi","Female","100","0.724312464064954","0.648933050924026","0.799691877205883"
"No","1995","higher vocational","Male","279","0.778027978807552","0.734859194566303","0.821196763048802"
"No","1995","higher vocational","Female","81","0.396293176851187","0.326560148096811","0.466026205605563"
"No","1995","higher education","Male","518","0.666553207491407","0.633013606899381","0.700092808083432"
"No","1995","higher education","Female","257","0.444521745767931","0.404289032729917","0.484754458805946"
"Yes","1996","in school","Male","","","",""
"Yes","1996","in school","Female","2","","",""
"Yes","1996","inadequately","Male","11","","",""
"Yes","1996","inadequately","Female","28","","",""
"Yes","1996","general elemantary","Male","41","0.0830453639381527","0.0595299906806872","0.106560737195618"
"Yes","1996","general elemantary","Female","104","0.214477342336247","0.179096115539411","0.249858569133082"
"Yes","1996","middle vocational","Male","416","0.21357573469766","0.196667949622156","0.230483519773165"
"Yes","1996","middle vocational","Female","481","0.285400874717226","0.263550811866186","0.307250937568266"
"Yes","1996","vocational + Abi","Male","33","0.226559789556016","0.163260586839302","0.28985899227273"
"Yes","1996","vocational + Abi","Female","33","0.226525909536858","0.157678794637064","0.295373024436652"
"Yes","1996","higher vocational","Male","78","0.225804722345918","0.182126140590084","0.269483304101752"
"Yes","1996","higher vocational","Female","113","0.622520745981518","0.554130700086651","0.690910791876385"
"Yes","1996","higher education","Male","231","0.3269937805604","0.293285165602615","0.360702395518184"
"Yes","1996","higher education","Female","320","0.57463428544184","0.533831900648181","0.615436670235499"
"No","1996","in school","Male","4","","",""
"No","1996","in school","Female","4","","",""
"No","1996","inadequately","Male","107","0.867583957727436","0.806428792269999","0.928739123184872"
"No","1996","inadequately","Female","66","0.662600001292772","0.567016613628792","0.758183388956752"
"No","1996","general elemantary","Male","488","0.916954636061847","0.893439262804382","0.940470009319313"
"No","1996","general elemantary","Female","413","0.785522657663753","0.750141430866918","0.820903884460588"
"No","1996","middle vocational","Male","1841","0.78642426530234","0.769516480226835","0.803332050377845"
"No","1996","middle vocational","Female","1160","0.714599125282774","0.692749062431734","0.736449188133814"
"No","1996","vocational + Abi","Male","135","0.773440210443984","0.71014100772727","0.836739413160698"
"No","1996","vocational + Abi","Female","109","0.773474090463142","0.704626975563348","0.842321205362936"
"No","1996","higher vocational","Male","274","0.774195277654082","0.730516695898248","0.817873859409916"
"No","1996","higher vocational","Female","80","0.377479254018482","0.309089208123615","0.445869299913349"
"No","1996","higher education","Male","513","0.6730062194396","0.639297604481816","0.706714834397384"
"No","1996","higher education","Female","244","0.42536571455816","0.384563329764501","0.466168099351819"
"Yes","1997","in school","Male","1","","",""
"Yes","1997","in school","Female","1","","",""
"Yes","1997","inadequately","Male","10","","",""
"Yes","1997","inadequately","Female","23","","",""
"Yes","1997","general elemantary","Male","41","0.0981511350827163","0.0728217468323783","0.123480523333054"
"Yes","1997","general elemantary","Female","103","0.239224162030575","0.201604447723964","0.276843876337186"
"Yes","1997","middle vocational","Male","402","0.208836017335871","0.191773001282888","0.225899033388854"
"Yes","1997","middle vocational","Female","463","0.272296664170593","0.250686770391133","0.293906557950053"
"Yes","1997","vocational + Abi","Male","30","0.213802314027945","0.151989741289187","0.275614886766704"
"Yes","1997","vocational + Abi","Female","36","0.23236777958756","0.163145702918462","0.301589856256657"
"Yes","1997","higher vocational","Male","80","0.240600560558392","0.195883012096835","0.285318109019948"
"Yes","1997","higher vocational","Female","107","0.587074819996106","0.516694444983706","0.657455195008506"
"Yes","1997","higher education","Male","248","0.329776703844769","0.296505374359584","0.363048033329954"
