"ple0004","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Strong","2004","35-65 y.","middle vocational","499","0.0909303274265102","0.0838273949851207","0.0980332598678997"
"Strong","2004","35-65 y.","vocational + Abi","35","0.0706375064309515","0.0504205507181544","0.0908544621437486"
"Strong","2004","35-65 y.","higher vocational","86","0.0881839444780427","0.0716726351331289","0.104695253822957"
"Strong","2004","35-65 y.","higher education","123","0.0516341301194293","0.0438817990255355","0.0593864612133231"
"Strong","2004","66 and older","in school","","","",""
"Strong","2004","66 and older","inadequately","17","","",""
"Strong","2004","66 and older","general elemantary","297","0.409094998160917","0.374524272201366","0.443665724120467"
"Strong","2004","66 and older","middle vocational","644","0.331317433915333","0.310553642304021","0.352081225526645"
"Strong","2004","66 and older","vocational + Abi","34","0.38854876436111","0.293016126306009","0.484081402416211"
"Strong","2004","66 and older","higher vocational","67","0.304216657921657","0.247858522364487","0.360574793478827"
"Strong","2004","66 and older","higher education","116","0.236762353740867","0.203462130836274","0.27006257664546"
"A little","2004","16-34 y.","in school","52","0.0874188767488061","0.0655192852697623","0.10931846822785"
"A little","2004","16-34 y.","inadequately","9","","",""
"A little","2004","16-34 y.","general elemantary","123","0.14155423823077","0.118892980073795","0.164215496387744"
"A little","2004","16-34 y.","middle vocational","381","0.148558850168106","0.134749445328325","0.162368255007887"
"A little","2004","16-34 y.","vocational + Abi","68","0.121130313337826","0.0909842576454483","0.151276369030204"
"A little","2004","16-34 y.","higher vocational","41","0.180304054449974","0.133118708814842","0.227489400085106"
"A little","2004","16-34 y.","higher education","70","0.150489319999437","0.120443372596591","0.180535267402282"
"A little","2004","35-65 y.","in school","","","",""
"A little","2004","35-65 y.","inadequately","62","0.457801211093505","0.37585636214174","0.539746060045271"
"A little","2004","35-65 y.","general elemantary","350","0.389746144818733","0.357972284552793","0.421520005084673"
"A little","2004","35-65 y.","middle vocational","2057","0.336590598873838","0.324916415160233","0.348264782587443"
"A little","2004","35-65 y.","vocational + Abi","163","0.300970480853646","0.264778261285678","0.337162700421614"
"A little","2004","35-65 y.","higher vocational","333","0.295551609918893","0.268982659935256","0.322120559902531"
"A little","2004","35-65 y.","higher education","746","0.24922666018226","0.234072649389277","0.264380670975244"
"A little","2004","66 and older","in school","","","",""
"A little","2004","66 and older","inadequately","23","","",""
"A little","2004","66 and older","general elemantary","344","0.434578903106512","0.399724479453295","0.469433326759729"
"A little","2004","66 and older","middle vocational","852","0.436779862088141","0.414899983509695","0.458659740666587"
"A little","2004","66 and older","vocational + Abi","41","0.407782751809504","0.311465730509278","0.504099773109729"
"A little","2004","66 and older","higher vocational","124","0.493036013296193","0.431793079854365","0.554278946738022"
"A little","2004","66 and older","higher education","287","0.479149842747506","0.44001595461559","0.518283730879422"
"Not at all","2004","16-34 y.","in school","580","0.898569376926309","0.875161716124333","0.921977037728285"
"Not at all","2004","16-34 y.","inadequately","44","0.859963201324244","0.768250862862176","0.951675539786311"
"Not at all","2004","16-34 y.","general elemantary","773","0.835840527246582","0.811760285857605","0.859920768635559"
"Not at all","2004","16-34 y.","middle vocational","2129","0.836255814607858","0.821887663130215","0.850623966085502"
"Not at all","2004","16-34 y.","vocational + Abi","375","0.856985513435541","0.82463966180728","0.889331365063802"
"Not at all","2004","16-34 y.","higher vocational","211","0.80160856627868","0.752662179966507","0.850554952590853"
"Not at all","2004","16-34 y.","higher education","469","0.841969740367739","0.811317162116189","0.872622318619288"
"Not at all","2004","35-65 y.","in school","","","",""
"Not at all","2004","35-65 y.","inadequately","58","0.384377644006913","0.304368399350138","0.464386888663688"
"Not at all","2004","35-65 y.","general elemantary","409","0.450798613589532","0.418381010564589","0.483216216614474"
"Not at all","2004","35-65 y.","middle vocational","3738","0.572479073699652","0.560257047269746","0.584701100129558"
"Not at all","2004","35-65 y.","vocational + Abi","419","0.628392012715403","0.590262315450386","0.66652170998042"
"Not at all","2004","35-65 y.","higher vocational","714","0.616264445603064","0.587948392878955","0.644580498327173"
"Not at all","2004","35-65 y.","higher education","2261","0.69913920969831","0.68307199681713","0.715206422579491"
"Not at all","2004","66 and older","in school","","","",""
"Not at all","2004","66 and older","inadequately","14","","",""
"Not at all","2004","66 and older","general elemantary","136","0.156326098732571","0.130790818176922","0.18186137928822"
"Not at all","2004","66 and older","middle vocational","478","0.231902703996526","0.213284596167267","0.250520811825785"
"Not at all","2004","66 and older","vocational + Abi","25","","",""
"Not at all","2004","66 and older","higher vocational","65","0.202747328782149","0.153497619593644","0.251997037970654"
"Not at all","2004","66 and older","higher education","223","0.284087803511627","0.248759962314518","0.319415644708736"
"Strong","2005","16-34 y.","in school","","","",""
"Strong","2005","16-34 y.","inadequately","","","",""
"Strong","2005","16-34 y.","general elemantary","","","",""
"Strong","2005","16-34 y.","middle vocational","","","",""
"Strong","2005","16-34 y.","vocational + Abi","","","",""
"Strong","2005","16-34 y.","higher vocational","","","",""
"Strong","2005","16-34 y.","higher education","","","",""
"Strong","2005","35-65 y.","in school","","","",""
"Strong","2005","35-65 y.","inadequately","","","",""
"Strong","2005","35-65 y.","general elemantary","","","",""
"Strong","2005","35-65 y.","middle vocational","","","",""
"Strong","2005","35-65 y.","vocational + Abi","","","",""
"Strong","2005","35-65 y.","higher vocational","","","",""
"Strong","2005","35-65 y.","higher education","","","",""
"Strong","2005","66 and older","in school","","","",""
"Strong","2005","66 and older","inadequately","","","",""
"Strong","2005","66 and older","general elemantary","","","",""
"Strong","2005","66 and older","middle vocational","","","",""
"Strong","2005","66 and older","vocational + Abi","","","",""
"Strong","2005","66 and older","higher vocational","","","",""
"Strong","2005","66 and older","higher education","","","",""
"A little","2005","16-34 y.","in school","","","",""
"A little","2005","16-34 y.","inadequately","","","",""
"A little","2005","16-34 y.","general elemantary","","","",""
"A little","2005","16-34 y.","middle vocational","","","",""
"A little","2005","16-34 y.","vocational + Abi","","","",""
"A little","2005","16-34 y.","higher vocational","","","",""
"A little","2005","16-34 y.","higher education","","","",""
"A little","2005","35-65 y.","in school","","","",""
"A little","2005","35-65 y.","inadequately","","","",""
"A little","2005","35-65 y.","general elemantary","","","",""
"A little","2005","35-65 y.","middle vocational","","","",""
"A little","2005","35-65 y.","vocational + Abi","","","",""
"A little","2005","35-65 y.","higher vocational","","","",""
"A little","2005","35-65 y.","higher education","","","",""
"A little","2005","66 and older","in school","","","",""
"A little","2005","66 and older","inadequately","","","",""
"A little","2005","66 and older","general elemantary","","","",""
"A little","2005","66 and older","middle vocational","","","",""
"A little","2005","66 and older","vocational + Abi","","","",""
"A little","2005","66 and older","higher vocational","","","",""
"A little","2005","66 and older","higher education","","","",""
"Not at all","2005","16-34 y.","in school","","","",""
"Not at all","2005","16-34 y.","inadequately","","","",""
"Not at all","2005","16-34 y.","general elemantary","","","",""
"Not at all","2005","16-34 y.","middle vocational","","","",""
"Not at all","2005","16-34 y.","vocational + Abi","","","",""
"Not at all","2005","16-34 y.","higher vocational","","","",""
"Not at all","2005","16-34 y.","higher education","","","",""
"Not at all","2005","35-65 y.","in school","","","",""
"Not at all","2005","35-65 y.","inadequately","","","",""
"Not at all","2005","35-65 y.","general elemantary","","","",""
"Not at all","2005","35-65 y.","middle vocational","","","",""
"Not at all","2005","35-65 y.","vocational + Abi","","","",""
"Not at all","2005","35-65 y.","higher vocational","","","",""
"Not at all","2005","35-65 y.","higher education","","","",""
"Not at all","2005","66 and older","in school","","","",""
"Not at all","2005","66 and older","inadequately","","","",""
"Not at all","2005","66 and older","general elemantary","","","",""
"Not at all","2005","66 and older","middle vocational","","","",""
"Not at all","2005","66 and older","vocational + Abi","","","",""
"Not at all","2005","66 and older","higher vocational","","","",""
"Not at all","2005","66 and older","higher education","","","",""
"Strong","2006","16-34 y.","in school","","","",""
"Strong","2006","16-34 y.","inadequately","2","","",""
"Strong","2006","16-34 y.","general elemantary","14","","",""
"Strong","2006","16-34 y.","middle vocational","28","","",""
"Strong","2006","16-34 y.","vocational + Abi","3","","",""
"Strong","2006","16-34 y.","higher vocational","1","","",""
"Strong","2006","16-34 y.","higher education","7","","",""
"Strong","2006","35-65 y.","in school","","","",""
"Strong","2006","35-65 y.","inadequately","24","","",""
"Strong","2006","35-65 y.","general elemantary","128","0.139286172006432","0.116118209660979","0.162454134351884"
"Strong","2006","35-65 y.","middle vocational","517","0.0881361212705383","0.0811874182903916","0.095084824250685"
"Strong","2006","35-65 y.","vocational + Abi","27","","",""
"Strong","2006","35-65 y.","higher vocational","71","0.0664008012684444","0.0520106265803911","0.0807909759564976"
"Strong","2006","35-65 y.","higher education","136","0.0530643411842731","0.0453073636240276","0.0608213187445186"
"Strong","2006","66 and older","in school","2","","",""
"Strong","2006","66 and older","inadequately","29","","",""
"Strong","2006","66 and older","general elemantary","344","0.443038406888986","0.409445950621572","0.4766308631564"
"Strong","2006","66 and older","middle vocational","685","0.308248718384006","0.289502978767004","0.326994458001007"
"Strong","2006","66 and older","vocational + Abi","36","0.275357458275678","0.192630050694643","0.358084865856712"
"Strong","2006","66 and older","higher vocational","72","0.247002649911019","0.199301285967456","0.294704013854581"
"Strong","2006","66 and older","higher education","144","0.216950943725144","0.188496124741301","0.245405762708986"
"A little","2006","16-34 y.","in school","30","0.0535523555135691","0.031180043024777","0.0759246680023612"
"A little","2006","16-34 y.","inadequately","11","","",""
"A little","2006","16-34 y.","general elemantary","135","0.190363495978458","0.163107892225754","0.217619099731162"
"A little","2006","16-34 y.","middle vocational","393","0.172644261250097","0.157489041731206","0.187799480768988"
"A little","2006","16-34 y.","vocational + Abi","77","0.151014306117419","0.118041324398791","0.183987287836048"
"A little","2006","16-34 y.","higher vocational","29","","",""
"A little","2006","16-34 y.","higher education","66","0.126374885399288","0.0991926551154346","0.153557115683141"
"A little","2006","35-65 y.","in school","1","","",""
"A little","2006","35-65 y.","inadequately","55","0.447237072554433","0.360074219635753","0.534399925473114"
"A little","2006","35-65 y.","general elemantary","345","0.4197081970566","0.386686347791477","0.452730046321724"
"A little","2006","35-65 y.","middle vocational","2116","0.340123366785104","0.328511250274386","0.351735483295821"
"A little","2006","35-65 y.","vocational + Abi","171","0.273062776981563","0.238916848847551","0.307208705115575"
"A little","2006","35-65 y.","higher vocational","350","0.322370401286462","0.295357394071732","0.349383408501192"
"A little","2006","35-65 y.","higher education","798","0.256448450707253","0.241337684282858","0.271559217131648"
"A little","2006","66 and older","in school","2","","",""
"A little","2006","66 and older","inadequately","25","","",""
"A little","2006","66 and older","general elemantary","360","0.416095786219172","0.382762670382313","0.449428902056031"
"A little","2006","66 and older","middle vocational","1035","0.451068948109338","0.43086867137736","0.471269224841315"
"A little","2006","66 and older","vocational + Abi","50","0.526115771691577","0.433642575698201","0.618588967684953"
"A little","2006","66 and older","higher vocational","146","0.473547941163757","0.418321805222347","0.528774077105168"
"A little","2006","66 and older","higher education","353","0.42959221456124","0.395417767738174","0.463766661384306"
"Not at all","2006","16-34 y.","in school","359","0.946447644486431","0.924075331997639","0.968819956975223"
"Not at all","2006","16-34 y.","inadequately","45","0.813359485851628","0.713087798475482","0.913631173227773"
"Not at all","2006","16-34 y.","general elemantary","648","0.787221882260496","0.758807972916139","0.815635791604852"
"Not at all","2006","16-34 y.","middle vocational","1968","0.817114613858102","0.80161321086514","0.832616016851063"
"Not at all","2006","16-34 y.","vocational + Abi","373","0.842087099738914","0.80850666594105","0.875667533536779"
"Not at all","2006","16-34 y.","higher vocational","159","0.837062652099154","0.784411667995035","0.889713636203272"
"Not at all","2006","16-34 y.","higher education","501","0.858447090218791","0.829929796294514","0.886964384143068"
"Not at all","2006","35-65 y.","in school","3","","",""
"Not at all","2006","35-65 y.","inadequately","46","0.332188494874665","0.249620388152979","0.41475660159635"
"Not at all","2006","35-65 y.","general elemantary","385","0.441005630936968","0.407783289980259","0.474227971893676"
"Not at all","2006","35-65 y.","middle vocational","3761","0.571740511944358","0.559611797956276","0.58386922593244"
"Not at all","2006","35-65 y.","vocational + Abi","456","0.668734097286941","0.632661757045374","0.704806437528509"
"Not at all","2006","35-65 y.","higher vocational","729","0.611228797445094","0.583054822858513","0.639402772031675"
"Not at all","2006","35-65 y.","higher education","2274","0.690487208108474","0.674489858677382","0.706484557539567"
"Not at all","2006","66 and older","in school","","","",""
"Not at all","2006","66 and older","inadequately","2","","",""
"Not at all","2006","66 and older","general elemantary","136","0.140865806891842","0.117340150819143","0.164391462964541"
"Not at all","2006","66 and older","middle vocational","611","0.240682333506657","0.223327885156431","0.258036781856882"
"Not at all","2006","66 and older","vocational + Abi","26","","",""
"Not at all","2006","66 and older","higher vocational","96","0.279449408925224","0.229816800037271","0.329082017813177"
"Not at all","2006","66 and older","higher education","309","0.353456841713617","0.320454289519931","0.386459393907302"
"Strong","2007","16-34 y.","in school","","","",""
"Strong","2007","16-34 y.","inadequately","","","",""
"Strong","2007","16-34 y.","general elemantary","","","",""
"Strong","2007","16-34 y.","middle vocational","","","",""
"Strong","2007","16-34 y.","vocational + Abi","","","",""
"Strong","2007","16-34 y.","higher vocational","","","",""
"Strong","2007","16-34 y.","higher education","","","",""
"Strong","2007","35-65 y.","in school","","","",""
"Strong","2007","35-65 y.","inadequately","","","",""
"Strong","2007","35-65 y.","general elemantary","","","",""
"Strong","2007","35-65 y.","middle vocational","","","",""
"Strong","2007","35-65 y.","vocational + Abi","","","",""
"Strong","2007","35-65 y.","higher vocational","","","",""
"Strong","2007","35-65 y.","higher education","","","",""
"Strong","2007","66 and older","in school","","","",""
"Strong","2007","66 and older","inadequately","","","",""
"Strong","2007","66 and older","general elemantary","","","",""
"Strong","2007","66 and older","middle vocational","","","",""
"Strong","2007","66 and older","vocational + Abi","","","",""
"Strong","2007","66 and older","higher vocational","","","",""
"Strong","2007","66 and older","higher education","","","",""
"A little","2007","16-34 y.","in school","","","",""
"A little","2007","16-34 y.","inadequately","","","",""
"A little","2007","16-34 y.","general elemantary","","","",""
"A little","2007","16-34 y.","middle vocational","","","",""
"A little","2007","16-34 y.","vocational + Abi","","","",""
"A little","2007","16-34 y.","higher vocational","","","",""
"A little","2007","16-34 y.","higher education","","","",""
"A little","2007","35-65 y.","in school","","","",""
"A little","2007","35-65 y.","inadequately","","","",""
"A little","2007","35-65 y.","general elemantary","","","",""
"A little","2007","35-65 y.","middle vocational","","","",""
"A little","2007","35-65 y.","vocational + Abi","","","",""
"A little","2007","35-65 y.","higher vocational","","","",""
"A little","2007","35-65 y.","higher education","","","",""
"A little","2007","66 and older","in school","","","",""
"A little","2007","66 and older","inadequately","","","",""
"A little","2007","66 and older","general elemantary","","","",""
"A little","2007","66 and older","middle vocational","","","",""
"A little","2007","66 and older","vocational + Abi","","","",""
"A little","2007","66 and older","higher vocational","","","",""
"A little","2007","66 and older","higher education","","","",""
"Not at all","2007","16-34 y.","in school","","","",""
"Not at all","2007","16-34 y.","inadequately","","","",""
"Not at all","2007","16-34 y.","general elemantary","","","",""
"Not at all","2007","16-34 y.","middle vocational","","","",""
"Not at all","2007","16-34 y.","vocational + Abi","","","",""
"Not at all","2007","16-34 y.","higher vocational","","","",""
"Not at all","2007","16-34 y.","higher education","","","",""
"Not at all","2007","35-65 y.","in school","","","",""
"Not at all","2007","35-65 y.","inadequately","","","",""
"Not at all","2007","35-65 y.","general elemantary","","","",""
"Not at all","2007","35-65 y.","middle vocational","","","",""
"Not at all","2007","35-65 y.","vocational + Abi","","","",""
"Not at all","2007","35-65 y.","higher vocational","","","",""
"Not at all","2007","35-65 y.","higher education","","","",""
"Not at all","2007","66 and older","in school","","","",""
"Not at all","2007","66 and older","inadequately","","","",""
"Not at all","2007","66 and older","general elemantary","","","",""
"Not at all","2007","66 and older","middle vocational","","","",""
"Not at all","2007","66 and older","vocational + Abi","","","",""
"Not at all","2007","66 and older","higher vocational","","","",""
"Not at all","2007","66 and older","higher education","","","",""
"Strong","2008","16-34 y.","in school","1","","",""
"Strong","2008","16-34 y.","inadequately","","","",""
"Strong","2008","16-34 y.","general elemantary","9","","",""
"Strong","2008","16-34 y.","middle vocational","26","","",""
"Strong","2008","16-34 y.","vocational + Abi","6","","",""
"Strong","2008","16-34 y.","higher vocational","1","","",""
"Strong","2008","16-34 y.","higher education","3","","",""
"Strong","2008","35-65 y.","in school","","","",""
"Strong","2008","35-65 y.","inadequately","19","","",""
"Strong","2008","35-65 y.","general elemantary","98","0.136993189801991","0.111015701413655","0.162970678190326"
"Strong","2008","35-65 y.","middle vocational","449","0.0911428205422003","0.0835385530074623","0.0987470880769382"
"Strong","2008","35-65 y.","vocational + Abi","27","","",""
"Strong","2008","35-65 y.","higher vocational","65","0.0873842353266962","0.0696856239978944","0.105082846655498"
"Strong","2008","35-65 y.","higher education","127","0.0471460078411306","0.0392897604924339","0.0550022551898273"
"Strong","2008","66 and older","in school","","","",""
"Strong","2008","66 and older","inadequately","20","","",""
"Strong","2008","66 and older","general elemantary","289","0.42730356773492","0.391637406373111","0.46296972909673"
"Strong","2008","66 and older","middle vocational","646","0.289753453724232","0.271033816881093","0.308473090567371"
"Strong","2008","66 and older","vocational + Abi","37","0.316919912602008","0.22997136641234","0.403868458791676"
"Strong","2008","66 and older","higher vocational","77","0.240167556979889","0.193067586343483","0.287267527616295"
"Strong","2008","66 and older","higher education","146","0.191605476052014","0.16557294032834","0.217638011775688"
"A little","2008","16-34 y.","in school","37","0.084881481615699","0.055848502096248","0.11391446113515"
"A little","2008","16-34 y.","inadequately","8","","",""
"A little","2008","16-34 y.","general elemantary","102","0.154482527206808","0.126011460250763","0.182953594162852"
"A little","2008","16-34 y.","middle vocational","315","0.163096117294014","0.146884130418379","0.179308104169648"
"A little","2008","16-34 y.","vocational + Abi","73","0.216536889835626","0.174904686885294","0.258169092785957"
"A little","2008","16-34 y.","higher vocational","23","","",""
"A little","2008","16-34 y.","higher education","68","0.125144904067194","0.0969750365813908","0.153314771552997"
"A little","2008","35-65 y.","in school","","","",""
"A little","2008","35-65 y.","inadequately","40","0.458850479690555","0.358647526263449","0.559053433117661"
"A little","2008","35-65 y.","general elemantary","250","0.43648542039607","0.399015910867042","0.473954929925098"
"A little","2008","35-65 y.","middle vocational","1784","0.34113568812658","0.328609760312423","0.353661615940737"
"A little","2008","35-65 y.","vocational + Abi","154","0.242633046530189","0.208698190960371","0.276567902100008"
"A little","2008","35-65 y.","higher vocational","291","0.284675690446635","0.2563940011283","0.31295737976497"
"A little","2008","35-65 y.","higher education","663","0.238449061557647","0.222653800975125","0.254244322140169"
"A little","2008","66 and older","in school","","","",""
"A little","2008","66 and older","inadequately","20","","",""
"A little","2008","66 and older","general elemantary","318","0.399195901173245","0.363886906534563","0.434504895811927"
"A little","2008","66 and older","middle vocational","995","0.455588370588579","0.435037578993774","0.476139162183383"
"A little","2008","66 and older","vocational + Abi","45","0.438819767708994","0.346084266768451","0.531555268649537"
