"pli0093_h","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","1995","middle vocational","2054","0.306669513616614","0.295634902946491","0.317704124286737"
"Rarely","1995","vocational + Abi","165","0.311319135524517","0.269678897621981","0.352959373427052"
"Rarely","1995","higher vocational","271","0.328464064308563","0.295117648173572","0.361810480443554"
"Rarely","1995","higher education","653","0.336986101534152","0.314890493018511","0.359081710049792"
"Never","1995","in school","90","0.292751082845034","0.240107851009242","0.345394314680825"
"Never","1995","inadequately","449","0.831857362802676","0.800047324627227","0.863667400978125"
"Never","1995","general elemantary","1683","0.66834166436535","0.649886291960708","0.686797036769993"
"Never","1995","middle vocational","3491","0.506936236337379","0.494972143472297","0.518900329202461"
"Never","1995","vocational + Abi","197","0.386508211082622","0.342717194648047","0.430299227517196"
"Never","1995","higher vocational","314","0.413117815355764","0.378156881037371","0.448078749674158"
"Never","1995","higher education","571","0.310968418925475","0.289330456498454","0.332606381352496"
"Daily","1996","in school","","","",""
"Daily","1996","inadequately","","","",""
"Daily","1996","general elemantary","","","",""
"Daily","1996","middle vocational","","","",""
"Daily","1996","vocational + Abi","","","",""
"Daily","1996","higher vocational","","","",""
"Daily","1996","higher education","","","",""
"Min 1x per week","1996","in school","","","",""
"Min 1x per week","1996","inadequately","","","",""
"Min 1x per week","1996","general elemantary","","","",""
"Min 1x per week","1996","middle vocational","","","",""
"Min 1x per week","1996","vocational + Abi","","","",""
"Min 1x per week","1996","higher vocational","","","",""
"Min 1x per week","1996","higher education","","","",""
"Min 1x per month","1996","in school","","","",""
"Min 1x per month","1996","inadequately","","","",""
"Min 1x per month","1996","general elemantary","","","",""
"Min 1x per month","1996","middle vocational","","","",""
"Min 1x per month","1996","vocational + Abi","","","",""
"Min 1x per month","1996","higher vocational","","","",""
"Min 1x per month","1996","higher education","","","",""
"Rarely","1996","in school","","","",""
"Rarely","1996","inadequately","","","",""
"Rarely","1996","general elemantary","","","",""
"Rarely","1996","middle vocational","","","",""
"Rarely","1996","vocational + Abi","","","",""
"Rarely","1996","higher vocational","","","",""
"Rarely","1996","higher education","","","",""
"Never","1996","in school","","","",""
"Never","1996","inadequately","","","",""
"Never","1996","general elemantary","","","",""
"Never","1996","middle vocational","","","",""
"Never","1996","vocational + Abi","","","",""
"Never","1996","higher vocational","","","",""
"Never","1996","higher education","","","",""
"Daily","1997","in school","","","",""
"Daily","1997","inadequately","","","",""
"Daily","1997","general elemantary","","","",""
"Daily","1997","middle vocational","","","",""
"Daily","1997","vocational + Abi","","","",""
"Daily","1997","higher vocational","","","",""
"Daily","1997","higher education","","","",""
"Min 1x per week","1997","in school","","","",""
"Min 1x per week","1997","inadequately","","","",""
"Min 1x per week","1997","general elemantary","","","",""
"Min 1x per week","1997","middle vocational","","","",""
"Min 1x per week","1997","vocational + Abi","","","",""
"Min 1x per week","1997","higher vocational","","","",""
"Min 1x per week","1997","higher education","","","",""
"Min 1x per month","1997","in school","","","",""
"Min 1x per month","1997","inadequately","","","",""
"Min 1x per month","1997","general elemantary","","","",""
"Min 1x per month","1997","middle vocational","","","",""
"Min 1x per month","1997","vocational + Abi","","","",""
"Min 1x per month","1997","higher vocational","","","",""
"Min 1x per month","1997","higher education","","","",""
"Rarely","1997","in school","","","",""
"Rarely","1997","inadequately","","","",""
"Rarely","1997","general elemantary","","","",""
"Rarely","1997","middle vocational","","","",""
"Rarely","1997","vocational + Abi","","","",""
"Rarely","1997","higher vocational","","","",""
"Rarely","1997","higher education","","","",""
"Never","1997","in school","","","",""
"Never","1997","inadequately","","","",""
"Never","1997","general elemantary","","","",""
"Never","1997","middle vocational","","","",""
"Never","1997","vocational + Abi","","","",""
"Never","1997","higher vocational","","","",""
"Never","1997","higher education","","","",""
"Daily","1998","in school","28","","",""
"Daily","1998","inadequately","2","","",""
"Daily","1998","general elemantary","46","0.019290659609831","0.0139321290339373","0.0246491901857248"
"Daily","1998","middle vocational","129","0.0192720176387803","0.0160530255602778","0.0224910097172828"
"Daily","1998","vocational + Abi","16","","",""
"Daily","1998","higher vocational","20","","",""
"Daily","1998","higher education","66","0.0462447183017552","0.0369589816901112","0.0555304549133992"
"Min 1x per week","1998","in school","66","0.217191700453495","0.172771203013162","0.261612197893827"
"Min 1x per week","1998","inadequately","9","","",""
"Min 1x per week","1998","general elemantary","143","0.0648756916166865","0.0552799688509124","0.0744714143824607"
"Min 1x per week","1998","middle vocational","479","0.0735696044977057","0.0674568403329892","0.0796823686624223"
"Min 1x per week","1998","vocational + Abi","49","0.101916922627367","0.075608328423055","0.128225516831678"
"Min 1x per week","1998","higher vocational","69","0.0847926805974019","0.0657373960933708","0.103847965101433"
"Min 1x per week","1998","higher education","247","0.142167066600836","0.126726342156123","0.157607791045548"
"Min 1x per month","1998","in school","37","0.114181533630576","0.079920189669591","0.148442877591561"
"Min 1x per month","1998","inadequately","8","","",""
"Min 1x per month","1998","general elemantary","142","0.0542687629463413","0.0454428254742844","0.0630947004183981"
"Min 1x per month","1998","middle vocational","530","0.0771430070814882","0.070895632907206","0.0833903812557705"
"Min 1x per month","1998","vocational + Abi","59","0.122074370785047","0.0936063453046141","0.15054239626548"
"Min 1x per month","1998","higher vocational","71","0.103666164977437","0.0828150192269623","0.124517310727912"
"Min 1x per month","1998","higher education","259","0.133731789138808","0.118682696006112","0.148780882271505"
"Rarely","1998","in school","89","0.264245226483498","0.216744066674574","0.311746386292422"
"Rarely","1998","inadequately","30","0.077133507008663","0.05237230977017","0.101894704247156"
"Rarely","1998","general elemantary","435","0.16901064416159","0.154410512324723","0.183610775998457"
"Rarely","1998","middle vocational","1977","0.286321345375187","0.275737091480714","0.29690559926966"
"Rarely","1998","vocational + Abi","169","0.321784171829721","0.281160185782376","0.362408157877067"
"Rarely","1998","higher vocational","285","0.335604316678169","0.303304230381204","0.367904402975134"
"Rarely","1998","higher education","687","0.328619124387563","0.307850979077143","0.349387269697982"
"Never","1998","in school","111","0.29596325550789","0.246787543688512","0.345138967327269"
"Never","1998","inadequately","397","0.86536435801051","0.833686180625279","0.897042535395741"
"Never","1998","general elemantary","1765","0.692554241665551","0.674577409324205","0.710531074006897"
"Never","1998","middle vocational","3892","0.543694025406838","0.532031639980452","0.555356410833225"
"Never","1998","vocational + Abi","215","0.411016306025391","0.368230728699723","0.453801883351059"
"Never","1998","higher vocational","376","0.445966645838831","0.411965335247805","0.479967956429858"
"Never","1998","higher education","706","0.349237301571038","0.328158862280893","0.370315740861184"
"Daily","1999","in school","","","",""
"Daily","1999","inadequately","","","",""
"Daily","1999","general elemantary","","","",""
"Daily","1999","middle vocational","","","",""
"Daily","1999","vocational + Abi","","","",""
"Daily","1999","higher vocational","","","",""
"Daily","1999","higher education","","","",""
"Min 1x per week","1999","in school","","","",""
"Min 1x per week","1999","inadequately","","","",""
"Min 1x per week","1999","general elemantary","","","",""
"Min 1x per week","1999","middle vocational","","","",""
"Min 1x per week","1999","vocational + Abi","","","",""
"Min 1x per week","1999","higher vocational","","","",""
"Min 1x per week","1999","higher education","","","",""
"Min 1x per month","1999","in school","","","",""
"Min 1x per month","1999","inadequately","","","",""
"Min 1x per month","1999","general elemantary","","","",""
"Min 1x per month","1999","middle vocational","","","",""
"Min 1x per month","1999","vocational + Abi","","","",""
"Min 1x per month","1999","higher vocational","","","",""
"Min 1x per month","1999","higher education","","","",""
"Rarely","1999","in school","","","",""
"Rarely","1999","inadequately","","","",""
"Rarely","1999","general elemantary","","","",""
"Rarely","1999","middle vocational","","","",""
"Rarely","1999","vocational + Abi","","","",""
"Rarely","1999","higher vocational","","","",""
"Rarely","1999","higher education","","","",""
"Never","1999","in school","","","",""
"Never","1999","inadequately","","","",""
"Never","1999","general elemantary","","","",""
"Never","1999","middle vocational","","","",""
"Never","1999","vocational + Abi","","","",""
"Never","1999","higher vocational","","","",""
"Never","1999","higher education","","","",""
"Daily","2000","in school","","","",""
"Daily","2000","inadequately","","","",""
"Daily","2000","general elemantary","","","",""
"Daily","2000","middle vocational","","","",""
"Daily","2000","vocational + Abi","","","",""
"Daily","2000","higher vocational","","","",""
"Daily","2000","higher education","","","",""
"Min 1x per week","2000","in school","","","",""
"Min 1x per week","2000","inadequately","","","",""
"Min 1x per week","2000","general elemantary","","","",""
"Min 1x per week","2000","middle vocational","","","",""
"Min 1x per week","2000","vocational + Abi","","","",""
"Min 1x per week","2000","higher vocational","","","",""
"Min 1x per week","2000","higher education","","","",""
"Min 1x per month","2000","in school","","","",""
"Min 1x per month","2000","inadequately","","","",""
"Min 1x per month","2000","general elemantary","","","",""
"Min 1x per month","2000","middle vocational","","","",""
"Min 1x per month","2000","vocational + Abi","","","",""
"Min 1x per month","2000","higher vocational","","","",""
"Min 1x per month","2000","higher education","","","",""
"Rarely","2000","in school","","","",""
"Rarely","2000","inadequately","","","",""
"Rarely","2000","general elemantary","","","",""
"Rarely","2000","middle vocational","","","",""
"Rarely","2000","vocational + Abi","","","",""
"Rarely","2000","higher vocational","","","",""
"Rarely","2000","higher education","","","",""
"Never","2000","in school","","","",""
"Never","2000","inadequately","","","",""
"Never","2000","general elemantary","","","",""
"Never","2000","middle vocational","","","",""
"Never","2000","vocational + Abi","","","",""
"Never","2000","higher vocational","","","",""
"Never","2000","higher education","","","",""
"Daily","2001","in school","","","",""
"Daily","2001","inadequately","","","",""
"Daily","2001","general elemantary","","","",""
"Daily","2001","middle vocational","","","",""
"Daily","2001","vocational + Abi","","","",""
"Daily","2001","higher vocational","","","",""
"Daily","2001","higher education","","","",""
"Min 1x per week","2001","in school","137","0.228137554198914","0.192939381651222","0.263335726746605"
"Min 1x per week","2001","inadequately","6","","",""
"Min 1x per week","2001","general elemantary","202","0.0621583455858091","0.053627367520587","0.0706893236510313"
"Min 1x per week","2001","middle vocational","802","0.0691813225785744","0.0645508147855112","0.0738118303716375"
"Min 1x per week","2001","vocational + Abi","107","0.10928128214626","0.0905523649763348","0.128010199316185"
"Min 1x per week","2001","higher vocational","139","0.0811807892780017","0.0680465494256882","0.0943150291303152"
"Min 1x per week","2001","higher education","484","0.145015386929452","0.133399645641043","0.156631128217861"
"Min 1x per month","2001","in school","49","0.0912346085656092","0.0670823657674794","0.115386851363739"
"Min 1x per month","2001","inadequately","2","","",""
"Min 1x per month","2001","general elemantary","109","0.0377520218147822","0.0310176366116403","0.044486407017924"
"Min 1x per month","2001","middle vocational","579","0.0524351029240514","0.0483677000705153","0.0565025057775875"
"Min 1x per month","2001","vocational + Abi","86","0.0873376945880292","0.0703894232832489","0.104285965892809"
"Min 1x per month","2001","higher vocational","119","0.0789515909908267","0.0659832343282793","0.0919199476533742"
"Min 1x per month","2001","higher education","340","0.102821093377433","0.0928017012370886","0.112840485517777"
"Rarely","2001","in school","118","0.217764391407444","0.183145433274852","0.252383349540035"
"Rarely","2001","inadequately","15","","",""
"Rarely","2001","general elemantary","472","0.140244609672806","0.127975448103526","0.152513771242086"
"Rarely","2001","middle vocational","2564","0.218324268354072","0.210786097686881","0.225862439021262"
"Rarely","2001","vocational + Abi","302","0.285040602238831","0.257940960985824","0.312140243491837"
"Rarely","2001","higher vocational","430","0.249004492257211","0.228208218033495","0.269800766480927"
"Rarely","2001","higher education","1078","0.296002375149526","0.280943451435612","0.311061298863439"
"Never","2001","in school","242","0.462863445828033","0.421039927319402","0.504686964336665"
"Never","2001","inadequately","284","0.937680487893309","0.91063976080271","0.964721214983908"
"Never","2001","general elemantary","2294","0.759845022926603","0.744751429397539","0.774938616455667"
"Never","2001","middle vocational","7592","0.660059306143303","0.651415705319192","0.668702906967413"
"Never","2001","vocational + Abi","571","0.51834042102688","0.488345541075089","0.548335300978672"
"Never","2001","higher vocational","973","0.59086312747396","0.567218034296275","0.614508220651645"
"Never","2001","higher education","1628","0.45616114454359","0.439730484888166","0.472591804199013"
"Daily","2002","in school","","","",""
"Daily","2002","inadequately","","","",""
"Daily","2002","general elemantary","","","",""
"Daily","2002","middle vocational","","","",""
"Daily","2002","vocational + Abi","","","",""
"Daily","2002","higher vocational","","","",""
"Daily","2002","higher education","","","",""
"Min 1x per week","2002","in school","","","",""
"Min 1x per week","2002","inadequately","","","",""
"Min 1x per week","2002","general elemantary","","","",""
"Min 1x per week","2002","middle vocational","","","",""
"Min 1x per week","2002","vocational + Abi","","","",""
"Min 1x per week","2002","higher vocational","","","",""
"Min 1x per week","2002","higher education","","","",""
"Min 1x per month","2002","in school","","","",""
"Min 1x per month","2002","inadequately","","","",""
"Min 1x per month","2002","general elemantary","","","",""
"Min 1x per month","2002","middle vocational","","","",""
"Min 1x per month","2002","vocational + Abi","","","",""
"Min 1x per month","2002","higher vocational","","","",""
"Min 1x per month","2002","higher education","","","",""
"Rarely","2002","in school","","","",""
"Rarely","2002","inadequately","","","",""
"Rarely","2002","general elemantary","","","",""
"Rarely","2002","middle vocational","","","",""
"Rarely","2002","vocational + Abi","","","",""
"Rarely","2002","higher vocational","","","",""
"Rarely","2002","higher education","","","",""
"Never","2002","in school","","","",""
"Never","2002","inadequately","","","",""
"Never","2002","general elemantary","","","",""
"Never","2002","middle vocational","","","",""
"Never","2002","vocational + Abi","","","",""
"Never","2002","higher vocational","","","",""
"Never","2002","higher education","","","",""
"Daily","2003","in school","90","0.127488698010277","0.101086552070179","0.153890843950374"
"Daily","2003","inadequately","2","","",""
"Daily","2003","general elemantary","49","0.0169812456367821","0.0121444331936036","0.0218180580799607"
"Daily","2003","middle vocational","187","0.0159817711405182","0.0136492671792077","0.0183142751018288"
"Daily","2003","vocational + Abi","22","","",""
"Daily","2003","higher vocational","45","0.0292722558594219","0.0212067997876243","0.0373377119312195"
"Daily","2003","higher education","188","0.0446263683475582","0.0384854181612181","0.0507673185338982"
"Min 1x per week","2003","in school","147","0.229700089291127","0.196401306423265","0.262998872158989"
"Min 1x per week","2003","inadequately","2","","",""
"Min 1x per week","2003","general elemantary","157","0.0522335699581676","0.0439040669613836","0.0605630729549515"
"Min 1x per week","2003","middle vocational","854","0.071990706857572","0.067183168632673","0.076798245082471"
"Min 1x per week","2003","vocational + Abi","151","0.127512810334192","0.108310087593935","0.146715533074448"
"Min 1x per week","2003","higher vocational","172","0.0960819034275146","0.0819813079897798","0.110182498865249"
"Min 1x per week","2003","higher education","660","0.149830992272136","0.139216318806488","0.160445665737784"
"Min 1x per month","2003","in school","77","0.137743302558496","0.110461605150025","0.165024999966968"
"Min 1x per month","2003","inadequately","4","","",""
"Min 1x per month","2003","general elemantary","128","0.0468940267750973","0.0389795368160779","0.0548085167341167"
"Min 1x per month","2003","middle vocational","864","0.0757884844442967","0.070865871793809","0.0807110970947843"
"Min 1x per month","2003","vocational + Abi","128","0.108873067828188","0.0909407516327525","0.126805384023623"
"Min 1x per month","2003","higher vocational","160","0.0975041784697175","0.0833107822558437","0.111697574683591"
"Min 1x per month","2003","higher education","591","0.131216269063593","0.121174670425013","0.141257867702172"
"Rarely","2003","in school","112","0.187768575922661","0.15685357926588","0.218683572579442"
"Rarely","2003","inadequately","24","","",""
"Rarely","2003","general elemantary","448","0.162804065593184","0.148983056535589","0.176625074650779"
"Rarely","2003","middle vocational","2764","0.245694229163871","0.237687049788687","0.253701408539055"
"Rarely","2003","vocational + Abi","350","0.295845955498758","0.269569121932547","0.32212278906497"
"Rarely","2003","higher vocational","509","0.304740050084328","0.28271633974591","0.326763760422747"
"Rarely","2003","higher education","1407","0.310359643345456","0.296600318239968","0.324118968450944"
"Never","2003","in school","187","0.317299334217439","0.28045526433452","0.354143404100358"
"Never","2003","inadequately","236","0.894282866906761","0.857470746168294","0.931094987645228"
"Never","2003","general elemantary","1959","0.721087092036769","0.704298211423744","0.737875972649794"
"Never","2003","middle vocational","6435","0.590544808393742","0.581398665475216","0.599690951312269"
"Never","2003","vocational + Abi","508","0.445671017374853","0.417055779394327","0.474286255355378"
"Never","2003","higher vocational","792","0.472401612159018","0.448514726636431","0.496288497681604"
"Never","2003","higher education","1497","0.363966726971258","0.349657244210454","0.378276209732061"
"Daily","2004","in school","","","",""
"Daily","2004","inadequately","","","",""
"Daily","2004","general elemantary","","","",""
"Daily","2004","middle vocational","","","",""
"Daily","2004","vocational + Abi","","","",""
"Daily","2004","higher vocational","","","",""
"Daily","2004","higher education","","","",""
"Min 1x per week","2004","in school","","","",""
"Min 1x per week","2004","inadequately","","","",""
"Min 1x per week","2004","general elemantary","","","",""
"Min 1x per week","2004","middle vocational","","","",""
"Min 1x per week","2004","vocational + Abi","","","",""
"Min 1x per week","2004","higher vocational","","","",""
"Min 1x per week","2004","higher education","","","",""
"Min 1x per month","2004","in school","","","",""
"Min 1x per month","2004","inadequately","","","",""
"Min 1x per month","2004","general elemantary","","","",""
"Min 1x per month","2004","middle vocational","","","",""
"Min 1x per month","2004","vocational + Abi","","","",""
"Min 1x per month","2004","higher vocational","","","",""
"Min 1x per month","2004","higher education","","","",""
"Rarely","2004","in school","","","",""
"Rarely","2004","inadequately","","","",""
"Rarely","2004","general elemantary","","","",""
"Rarely","2004","middle vocational","","","",""
"Rarely","2004","vocational + Abi","","","",""
"Rarely","2004","higher vocational","","","",""
"Rarely","2004","higher education","","","",""
"Never","2004","in school","","","",""
"Never","2004","inadequately","","","",""
"Never","2004","general elemantary","","","",""
"Never","2004","middle vocational","","","",""
"Never","2004","vocational + Abi","","","",""
"Never","2004","higher vocational","","","",""
"Never","2004","higher education","","","",""
"Daily","2005","in school","","","",""
"Daily","2005","inadequately","","","",""
"Daily","2005","general elemantary","","","",""
"Daily","2005","middle vocational","","","",""
"Daily","2005","vocational + Abi","","","",""
"Daily","2005","higher vocational","","","",""
"Daily","2005","higher education","","","",""
