"plh0108","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Very important","1992","Saxony-Anhalt","Employed","147","0.248604714077574","0.212871766186221","0.284337661968927"
"Very important","1992","Thuringia","Not Employed","33","0.148044609971836","0.0961626270984226","0.19992659284525"
"Very important","1992","Thuringia","Employed","166","0.312346543835575","0.271683396915099","0.353009690756051"
"Important","1992","Schleswig-Holstein","Not Employed","27","","",""
"Important","1992","Schleswig-Holstein","Employed","54","0.346571335989069","0.271654806048319","0.421487865929819"
"Important","1992","Hamburg","Not Employed","8","","",""
"Important","1992","Hamburg","Employed","18","","",""
"Important","1992","Lower Saxony","Not Employed","85","0.247269209516531","0.19916603787486","0.295372381158202"
"Important","1992","Lower Saxony","Employed","177","0.323677508700549","0.283769109640833","0.363585907760266"
"Important","1992","Bremen","Not Employed","12","","",""
"Important","1992","Bremen","Employed","17","","",""
"Important","1992","North Rhine-Westphalia","Not Employed","211","0.288788403050536","0.255094992168231","0.322481813932841"
"Important","1992","North Rhine-Westphalia","Employed","388","0.308482837268453","0.282252178652599","0.334713495884306"
"Important","1992","Hesse","Not Employed","74","0.313393337789242","0.254211155406032","0.372575520172452"
"Important","1992","Hesse","Employed","161","0.382822781600952","0.336336235854842","0.429309327347061"
"Important","1992","Rhineland-Palatinate,Saarland","Not Employed","93","0.438578274157761","0.371624505411497","0.505532042904025"
"Important","1992","Rhineland-Palatinate,Saarland","Employed","137","0.441169539120453","0.38775962940436","0.494579448836545"
"Important","1992","Baden-Württemberg","Not Employed","123","0.363675750845885","0.312840463976776","0.414511037714995"
"Important","1992","Baden-Württemberg","Employed","263","0.340874288672971","0.307241175326897","0.374507402019044"
"Important","1992","Bavaria","Not Employed","137","0.303568431478249","0.260209981775763","0.346926881180735"
"Important","1992","Bavaria","Employed","292","0.307013219445871","0.276468435969278","0.337558002922463"
"Important","1992","Berlin","Not Employed","12","","",""
"Important","1992","Berlin","Employed","45","0.133745919405693","0.0988744325480264","0.168617406263359"
"Important","1992","Brandenburg","Not Employed","49","0.250751620445998","0.185974946035203","0.315528294856792"
"Important","1992","Brandenburg","Employed","113","0.227089018717995","0.189880154287777","0.264297883148214"
"Important","1992","Mecklenburg-Western Pomerania","Not Employed","23","","",""
"Important","1992","Mecklenburg-Western Pomerania","Employed","81","0.250486858805055","0.202637633226774","0.298336084383336"
"Important","1992","Saxony","Not Employed","64","0.173832551964592","0.131091597913343","0.21657350601584"
"Important","1992","Saxony","Employed","168","0.198353263025208","0.171514570549724","0.225191955500692"
"Important","1992","Saxony-Anhalt","Not Employed","51","0.243112830942466","0.185095471946335","0.301130189938596"
"Important","1992","Saxony-Anhalt","Employed","146","0.258667760313559","0.222463679273801","0.294871841353317"
"Important","1992","Thuringia","Not Employed","50","0.25140038782933","0.188025148993995","0.314775626664665"
"Important","1992","Thuringia","Employed","153","0.274705641638838","0.235541486954934","0.313869796322742"
"Less important","1992","Schleswig-Holstein","Not Employed","22","","",""
"Less important","1992","Schleswig-Holstein","Employed","52","0.324615726804873","0.250902997473121","0.398328456136625"
"Less important","1992","Hamburg","Not Employed","16","","",""
"Less important","1992","Hamburg","Employed","26","","",""
"Less important","1992","Lower Saxony","Not Employed","78","0.227832980658174","0.181066706493964","0.274599254822384"
"Less important","1992","Lower Saxony","Employed","171","0.327609803501523","0.287576607693499","0.367642999309547"
"Less important","1992","Bremen","Not Employed","3","","",""
"Less important","1992","Bremen","Employed","6","","",""
"Less important","1992","North Rhine-Westphalia","Not Employed","203","0.271983677526609","0.23890122729737","0.305066127755849"
"Less important","1992","North Rhine-Westphalia","Employed","453","0.380082783617306","0.352515234425805","0.407650332808808"
"Less important","1992","Hesse","Not Employed","46","0.167253806674622","0.119639614209844","0.2148679991394"
"Less important","1992","Hesse","Employed","148","0.356302657611556","0.310501776318097","0.402103538905016"
"Less important","1992","Rhineland-Palatinate,Saarland","Not Employed","35","0.176495842886058","0.12505512727108","0.227936558501035"
"Less important","1992","Rhineland-Palatinate,Saarland","Employed","70","0.230368078576452","0.185075010993654","0.275661146159251"
"Less important","1992","Baden-Württemberg","Not Employed","61","0.186464569636378","0.145306474456986","0.22762266481577"
"Less important","1992","Baden-Württemberg","Employed","234","0.305522324262822","0.272838230964394","0.338206417561251"
"Less important","1992","Bavaria","Not Employed","92","0.224776626050941","0.185412988796261","0.264140263305622"
"Less important","1992","Bavaria","Employed","270","0.311357268237832","0.280693711653256","0.342020824822407"
"Less important","1992","Berlin","Not Employed","44","0.353262606504782","0.270779301101068","0.435745911908497"
"Less important","1992","Berlin","Employed","176","0.486475464831175","0.435269728188907","0.537681201473443"
"Less important","1992","Brandenburg","Not Employed","40","0.234515144048547","0.171195623806709","0.297834664290386"
"Less important","1992","Brandenburg","Employed","191","0.384652021546835","0.341442644099887","0.427861398993783"
"Less important","1992","Mecklenburg-Western Pomerania","Not Employed","22","","",""
"Less important","1992","Mecklenburg-Western Pomerania","Employed","126","0.396486278855675","0.34246679012107","0.45050576759028"
"Less important","1992","Saxony","Not Employed","83","0.240579012207466","0.19237149267116","0.288786531743771"
"Less important","1992","Saxony","Employed","334","0.39043867631167","0.357603807723317","0.423273544900023"
"Less important","1992","Saxony-Anhalt","Not Employed","56","0.212043187189057","0.156758887470556","0.267327486907558"
"Less important","1992","Saxony-Anhalt","Employed","201","0.351191290880475","0.311726469875967","0.390656111884983"
"Less important","1992","Thuringia","Not Employed","42","0.214889458524753","0.154884823499017","0.274894093550489"
"Less important","1992","Thuringia","Employed","138","0.300719333702876","0.260484310700204","0.340954356705548"
"Quite unimportant","1992","Schleswig-Holstein","Not Employed","14","","",""
"Quite unimportant","1992","Schleswig-Holstein","Employed","17","","",""
"Quite unimportant","1992","Hamburg","Not Employed","18","","",""
"Quite unimportant","1992","Hamburg","Employed","17","","",""
"Quite unimportant","1992","Lower Saxony","Not Employed","67","0.275454088451664","0.225642955735551","0.325265221167777"
"Quite unimportant","1992","Lower Saxony","Employed","52","0.114593047058759","0.087423541965389","0.141762552152129"
"Quite unimportant","1992","Bremen","Not Employed","25","","",""
"Quite unimportant","1992","Bremen","Employed","8","","",""
"Quite unimportant","1992","North Rhine-Westphalia","Not Employed","159","0.275055189928181","0.241856718846512","0.308253661009849"
"Quite unimportant","1992","North Rhine-Westphalia","Employed","128","0.120990772032165","0.102469745604348","0.139511798459981"
"Quite unimportant","1992","Hesse","Not Employed","53","0.271496070908457","0.214756007972746","0.328236133844167"
"Quite unimportant","1992","Hesse","Employed","36","0.0910341549537562","0.0635235962330069","0.118544713674505"
"Quite unimportant","1992","Rhineland-Palatinate,Saarland","Not Employed","21","","",""
"Quite unimportant","1992","Rhineland-Palatinate,Saarland","Employed","17","","",""
"Quite unimportant","1992","Baden-Württemberg","Not Employed","60","0.193244816769965","0.151520072946397","0.234969560593532"
"Quite unimportant","1992","Baden-Württemberg","Employed","64","0.0955126911962137","0.0746573354754564","0.116368046916971"
"Quite unimportant","1992","Bavaria","Not Employed","84","0.227942444697376","0.188383594764613","0.26750129463014"
"Quite unimportant","1992","Bavaria","Employed","70","0.0912816969729975","0.0722094207350278","0.110353973210967"
"Quite unimportant","1992","Berlin","Not Employed","60","0.446043968944642","0.360265217778744","0.531822720110541"
"Quite unimportant","1992","Berlin","Employed","113","0.313892997607561","0.266349154080413","0.361436841134709"
"Quite unimportant","1992","Brandenburg","Not Employed","45","0.291489093973459","0.223573689332316","0.359404498614602"
"Quite unimportant","1992","Brandenburg","Employed","82","0.18850760504521","0.153770767675452","0.223244442414968"
"Quite unimportant","1992","Mecklenburg-Western Pomerania","Not Employed","34","0.436666368374827","0.338470601711931","0.534862135037722"
"Quite unimportant","1992","Mecklenburg-Western Pomerania","Employed","35","0.119624896142214","0.0837874150098129","0.155462377274614"
"Quite unimportant","1992","Saxony","Not Employed","116","0.474092193951352","0.417776319716237","0.530408068186467"
"Quite unimportant","1992","Saxony","Employed","153","0.200617206949425","0.173663925106664","0.227570488792185"
"Quite unimportant","1992","Saxony-Anhalt","Not Employed","68","0.401668938801697","0.335364387170619","0.467973490432774"
"Quite unimportant","1992","Saxony-Anhalt","Employed","68","0.141536234728392","0.11271751146665","0.170354957990133"
"Quite unimportant","1992","Thuringia","Not Employed","55","0.385665543674081","0.314557341998986","0.456773745349176"
"Quite unimportant","1992","Thuringia","Employed","42","0.112228480822712","0.0845335704260129","0.13992339121941"
"Very important","1993","Schleswig-Holstein","Not Employed","","","",""
"Very important","1993","Schleswig-Holstein","Employed","","","",""
"Very important","1993","Hamburg","Not Employed","","","",""
"Very important","1993","Hamburg","Employed","","","",""
"Very important","1993","Lower Saxony","Not Employed","","","",""
"Very important","1993","Lower Saxony","Employed","","","",""
"Very important","1993","Bremen","Not Employed","","","",""
"Very important","1993","Bremen","Employed","","","",""
"Very important","1993","North Rhine-Westphalia","Not Employed","","","",""
"Very important","1993","North Rhine-Westphalia","Employed","","","",""
"Very important","1993","Hesse","Not Employed","","","",""
"Very important","1993","Hesse","Employed","","","",""
"Very important","1993","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Very important","1993","Rhineland-Palatinate,Saarland","Employed","","","",""
"Very important","1993","Baden-Württemberg","Not Employed","","","",""
"Very important","1993","Baden-Württemberg","Employed","","","",""
"Very important","1993","Bavaria","Not Employed","","","",""
"Very important","1993","Bavaria","Employed","","","",""
"Very important","1993","Berlin","Not Employed","","","",""
"Very important","1993","Berlin","Employed","","","",""
"Very important","1993","Brandenburg","Not Employed","","","",""
"Very important","1993","Brandenburg","Employed","","","",""
"Very important","1993","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Very important","1993","Mecklenburg-Western Pomerania","Employed","","","",""
"Very important","1993","Saxony","Not Employed","","","",""
"Very important","1993","Saxony","Employed","","","",""
"Very important","1993","Saxony-Anhalt","Not Employed","","","",""
"Very important","1993","Saxony-Anhalt","Employed","","","",""
