"party","year","regtyp","n","percent","lower_confidence","upper_confidence"
"AfD","1990","Rural Area","","","",""
"Other","1990","Urban Area","19","","",""
"Other","1990","Rural Area","10","","",""
"CDU/CSU","1991","Urban Area","1300","0.407078332779633","0.390135560099056","0.42402110546021"
"CDU/CSU","1991","Rural Area","476","0.516313697081679","0.484213184423077","0.548414209740282"
"SPD","1991","Urban Area","1521","0.463592538735692","0.446395152161641","0.480789925309743"
"SPD","1991","Rural Area","370","0.388930600350555","0.357615444631389","0.420245756069722"
"FDP","1991","Urban Area","169","0.057334971157702","0.0493175383855942","0.0653524039298098"
"FDP","1991","Rural Area","36","0.0436503812956426","0.0305260974080926","0.0567746651831927"
"Grüne","1991","Urban Area","189","0.0577962005949966","0.049748553929232","0.0658438472607612"
"Grüne","1991","Rural Area","32","0.0314285539808229","0.0202212466566004","0.0426358613050453"
"PDS/Linke","1991","Urban Area","3","","",""
"PDS/Linke","1991","Rural Area","1","","",""
"NPD Combination","1991","Urban Area","35","0.00935032258090341","0.00603122379763442","0.0126694213641724"
"NPD Combination","1991","Rural Area","10","","",""
"AfD","1991","Urban Area","","","",""
"AfD","1991","Rural Area","","","",""
"Other","1991","Urban Area","13","","",""
"Other","1991","Rural Area","6","","",""
"CDU/CSU","1992","Urban Area","1372","0.39918482634802","0.383719381723442","0.414650270972598"
"CDU/CSU","1992","Rural Area","718","0.455487761606962","0.431465342848224","0.4795101803657"
"SPD","1992","Urban Area","1902","0.461486677095465","0.445743848688646","0.477229505502285"
"SPD","1992","Rural Area","628","0.384721300917892","0.361252893950419","0.408189707885366"
"FDP","1992","Urban Area","155","0.0464812716643778","0.0398330029277315","0.053129540401024"
"FDP","1992","Rural Area","88","0.0506650842536688","0.040086229214949","0.0612439392923886"
"Grüne","1992","Urban Area","294","0.0667564306860668","0.0588742024009062","0.0746386589712273"
"Grüne","1992","Rural Area","104","0.0431791135159686","0.0333745844395638","0.0529836425923735"
"PDS/Linke","1992","Urban Area","50","0.00860801661046952","0.00569072931052552","0.0115253039104135"
"PDS/Linke","1992","Rural Area","74","0.0353390165180046","0.0264328842518873","0.0442451487841219"
"NPD Combination","1992","Urban Area","","","",""
"NPD Combination","1992","Rural Area","","","",""
"AfD","1992","Urban Area","","","",""
"AfD","1992","Rural Area","","","",""
"Other","1992","Urban Area","79","0.0174827775956008","0.0133439221912434","0.0216216329999581"
"Other","1992","Rural Area","39","0.0306077231875033","0.0222988937377162","0.0389165526372903"
"CDU/CSU","1993","Urban Area","1122","0.367102538203899","0.350999677777211","0.383205398630587"
"CDU/CSU","1993","Rural Area","593","0.433306551377983","0.407931846355625","0.458681256400341"
"SPD","1993","Urban Area","1659","0.446179937350855","0.429573287859342","0.462786586842368"
"SPD","1993","Rural Area","565","0.367449455690751","0.342762036024697","0.392136875356805"
"FDP","1993","Urban Area","138","0.046824314011317","0.039766587137592","0.053882040885042"
"FDP","1993","Rural Area","65","0.0540623373785071","0.0424823537194466","0.0656423210375676"
"Grüne","1993","Urban Area","342","0.0917242614483406","0.0820816731012714","0.10136684979541"
"Grüne","1993","Rural Area","96","0.0546090375129254","0.0429740140634869","0.0662440609623639"
"PDS/Linke","1993","Urban Area","57","0.0114168298101847","0.00786769882428445","0.014965960796085"
"PDS/Linke","1993","Rural Area","86","0.0447597822800328","0.0341714012613748","0.0553481632986907"
"NPD Combination","1993","Urban Area","99","0.0290435348133044","0.02343347782421","0.0346535918023988"
"NPD Combination","1993","Rural Area","40","0.0334515555696147","0.0242438960651868","0.0426592150740426"
"AfD","1993","Urban Area","","","",""
"AfD","1993","Rural Area","","","",""
"Other","1993","Urban Area","25","","",""
"Other","1993","Rural Area","20","","",""
"CDU/CSU","1994","Urban Area","1168","0.364653862212196","0.348961091731588","0.380346632692803"
"CDU/CSU","1994","Rural Area","594","0.420171176180451","0.39520104790078","0.445141304460122"
"SPD","1994","Urban Area","1814","0.467980986033083","0.451713078397352","0.484248893668813"
"SPD","1994","Rural Area","601","0.413818224948499","0.388902202844218","0.43873424705278"
"FDP","1994","Urban Area","108","0.0364204160536181","0.0303128206003609","0.0425280115068754"
"FDP","1994","Rural Area","43","0.0323077228077282","0.0233627390461902","0.0412527065692663"
"Grüne","1994","Urban Area","329","0.0869561081375999","0.0777696121092773","0.0961426041659225"
"Grüne","1994","Rural Area","90","0.0486421921905478","0.0377595021965352","0.0595248821845605"
"PDS/Linke","1994","Urban Area","91","0.018229082990533","0.0138675264236457","0.0225906395574203"
"PDS/Linke","1994","Rural Area","119","0.055697278232059","0.0440953452595252","0.0672992112045927"
"NPD Combination","1994","Urban Area","69","0.0169166144698599","0.0127121961376607","0.0211210328020591"
"NPD Combination","1994","Rural Area","24","","",""
"AfD","1994","Urban Area","","","",""
"AfD","1994","Rural Area","","","",""
"Other","1994","Urban Area","35","0.0088429301031106","0.00579065724642821","0.011895202959793"
"Other","1994","Rural Area","30","0.0171378831874218","0.0105721590433159","0.0237036073315277"
"CDU/CSU","1995","Urban Area","1437","0.385558210200033","0.370536501685025","0.40057991871504"
"CDU/CSU","1995","Rural Area","818","0.449585387955101","0.42672504124981","0.472445734660392"
"SPD","1995","Urban Area","1846","0.439111774921147","0.42379526971298","0.454428280129313"
"SPD","1995","Rural Area","658","0.384823444875732","0.362463929265645","0.407182960485819"
"FDP","1995","Urban Area","101","0.0300822731245057","0.0248104994935915","0.0353540467554199"
"FDP","1995","Rural Area","45","0.0252561674827411","0.01804574497229","0.0324665899931921"
"Grüne","1995","Urban Area","457","0.108522825209107","0.0989233025134265","0.118122347904787"
"Grüne","1995","Rural Area","115","0.058152472588777","0.0473975785700029","0.0689073666075511"
"PDS/Linke","1995","Urban Area","116","0.0200958165356148","0.0157649119636118","0.0244267211076179"
"PDS/Linke","1995","Rural Area","152","0.0632042190244468","0.0520220194451593","0.0743864186037342"
"NPD Combination","1995","Urban Area","37","0.0082859434000895","0.00548826238538348","0.0110836244147955"
"NPD Combination","1995","Rural Area","19","","",""
"AfD","1995","Urban Area","","","",""
"AfD","1995","Rural Area","","","",""
"Other","1995","Urban Area","39","0.00834315660950431","0.00553591440465011","0.0111503988143585"
"Other","1995","Rural Area","12","","",""
"CDU/CSU","1996","Urban Area","1409","0.406698182261551","0.390936251274917","0.422460113248186"
"CDU/CSU","1996","Rural Area","807","0.489218188039949","0.465628480811266","0.512807895268632"
"SPD","1996","Urban Area","1585","0.404136897687161","0.388390799150498","0.419882996223825"
"SPD","1996","Rural Area","557","0.331915147527133","0.309693160476651","0.354137134577614"
"FDP","1996","Urban Area","89","0.0294263396670247","0.0240036114443446","0.0348490678897049"
"FDP","1996","Rural Area","28","","",""
"Grüne","1996","Urban Area","449","0.114833613904592","0.104603453589887","0.125063774219297"
"Grüne","1996","Rural Area","127","0.0641347617166954","0.0525734544897303","0.0756960689436605"
"PDS/Linke","1996","Urban Area","121","0.022437408928192","0.0176852155481223","0.0271896023082616"
"PDS/Linke","1996","Rural Area","159","0.0666131635781082","0.0548462000605903","0.0783801270956261"
"NPD Combination","1996","Urban Area","51","0.0146747698278249","0.0108163372368501","0.0185332024187997"
"NPD Combination","1996","Rural Area","25","","",""
"AfD","1996","Urban Area","","","",""
"AfD","1996","Rural Area","","","",""
"Other","1996","Urban Area","27","","",""
"Other","1996","Rural Area","22","","",""
"CDU/CSU","1997","Urban Area","1280","0.386829899542471","0.370752380501297","0.402907418583645"
"CDU/CSU","1997","Rural Area","669","0.449589717604675","0.424848913109335","0.474330522100016"
"SPD","1997","Urban Area","1577","0.438946206816374","0.422563848070895","0.455328565561852"
"SPD","1997","Rural Area","566","0.372879220792332","0.348828834856669","0.396929606727996"
"FDP","1997","Urban Area","75","0.0235648276730216","0.0185573113706886","0.0285723439753545"
"FDP","1997","Rural Area","33","0.0300840678622457","0.0215883967866207","0.0385797389378708"
"Grüne","1997","Urban Area","394","0.104541922292277","0.0944415728264141","0.114642271758141"
"Grüne","1997","Rural Area","96","0.0630868946766949","0.05099535527543","0.0751784340779597"
"PDS/Linke","1997","Urban Area","102","0.0197257024141134","0.015135217370693","0.0243161874575339"
"PDS/Linke","1997","Rural Area","139","0.0560875576445327","0.0446439888960082","0.0675311263930572"
"NPD Combination","1997","Urban Area","65","0.0171406993165321","0.0128559198463816","0.0214254787866825"
"NPD Combination","1997","Rural Area","34","0.0201640843769528","0.0131732615866855","0.0271549071672201"
"AfD","1997","Urban Area","","","",""
"AfD","1997","Rural Area","","","",""
"Other","1997","Urban Area","32","0.0092507419452105","0.00609036640898641","0.0124111174814346"
"Other","1997","Rural Area","16","","",""
"CDU/CSU","1998","Urban Area","1337","0.352050278606824","0.337380714604582","0.366719842609066"
"CDU/CSU","1998","Rural Area","698","0.410551043461213","0.387678679201577","0.433423407720848"
"SPD","1998","Urban Area","1966","0.463607503104112","0.448290959151254","0.478924047056969"
"SPD","1998","Rural Area","692","0.39864569507803","0.375880932326989","0.421410457829072"
"FDP","1998","Urban Area","108","0.0330024004328916","0.0275154672816884","0.0384893335840949"
"FDP","1998","Rural Area","32","0.01970474394452","0.0132427250211172","0.0261667628679227"
"Grüne","1998","Urban Area","445","0.104273169096825","0.0948863535377193","0.113659984655932"
"Grüne","1998","Rural Area","124","0.0655279557541949","0.0540225790237616","0.0770333324846282"
"PDS/Linke","1998","Urban Area","111","0.0187858524187526","0.0146157995586983","0.0229559052788069"
"PDS/Linke","1998","Rural Area","159","0.0626235840700676","0.0513586060627524","0.0738885620773829"
"NPD Combination","1998","Urban Area","66","0.0180084167795133","0.0139239454146685","0.0220928881443581"
"NPD Combination","1998","Rural Area","31","0.0150070135646379","0.00935415546527048","0.0206598716640053"
"AfD","1998","Urban Area","","","",""
"AfD","1998","Rural Area","","","",""
"Other","1998","Urban Area","39","0.0102723795610815","0.00717540540981536","0.0133693537123477"
"Other","1998","Rural Area","41","0.0279399641273363","0.0202775813521043","0.0356023469025682"
"CDU/CSU","1999","Urban Area","1578","0.399146989526102","0.384437560597284","0.41385641845492"
"CDU/CSU","1999","Rural Area","834","0.440149847381967","0.41847546434728","0.461824230416654"
"SPD","1999","Urban Area","1965","0.446462594275677","0.431530824378078","0.461394364173276"
"SPD","1999","Rural Area","797","0.399968682456266","0.378578695557079","0.421358669355453"
"FDP","1999","Urban Area","109","0.0306689660953092","0.0254901452335962","0.0358477869570222"
"FDP","1999","Rural Area","38","0.0182698624251067","0.0124223080892738","0.0241174167609396"
"Grüne","1999","Urban Area","372","0.0801526982187903","0.0719969801348444","0.0883084163027362"
"Grüne","1999","Rural Area","104","0.051771559435087","0.04209741253616","0.061445706334014"
"PDS/Linke","1999","Urban Area","140","0.0243303698265035","0.0197026078751913","0.0289581317778157"
"PDS/Linke","1999","Rural Area","183","0.0664041902315521","0.0555327331618787","0.0772756473012255"
"NPD Combination","1999","Urban Area","47","0.00991025740402216","0.00693499680862476","0.0128855179994196"
"NPD Combination","1999","Rural Area","34","0.0105507365735799","0.00608956711334753","0.0150119060338123"
"AfD","1999","Urban Area","","","",""
"AfD","1999","Rural Area","","","",""
"Other","1999","Urban Area","47","0.0093281246535962","0.0064407220093103","0.0122155272978821"
"Other","1999","Rural Area","25","","",""
"CDU/CSU","2000","Urban Area","2746","0.377950368193674","0.366896191685025","0.389004544702323"
"CDU/CSU","2000","Rural Area","1436","0.448611165052491","0.431629338354161","0.465592991750821"
"SPD","2000","Urban Area","3380","0.454483291781153","0.443131629053441","0.465834954508866"
"SPD","2000","Rural Area","1228","0.377992061716936","0.361435899046904","0.394548224386969"
"FDP","2000","Urban Area","218","0.0335584096183728","0.0294527307163009","0.0376640885204446"
"FDP","2000","Rural Area","74","0.0246275876893341","0.0193356276940109","0.0299195476846572"
"Grüne","2000","Urban Area","652","0.0881685938100604","0.0817044543084626","0.0946327333116582"
"Grüne","2000","Rural Area","160","0.0440689854646664","0.0370608871803341","0.0510770837489986"
"PDS/Linke","2000","Urban Area","252","0.0275796392643201","0.0238461251079085","0.0313131534207317"
"PDS/Linke","2000","Rural Area","306","0.0785012795708615","0.0693178242437756","0.0876847348979475"
"NPD Combination","2000","Urban Area","76","0.00917087309942984","0.00699766550368532","0.0113440806951744"
"NPD Combination","2000","Rural Area","48","0.0128730516274934","0.00902405401977383","0.016722049235213"
"AfD","2000","Urban Area","","","",""
"AfD","2000","Rural Area","","","",""
"Other","2000","Urban Area","67","0.00908882423298955","0.00692527040071157","0.0112523780652675"
"Other","2000","Rural Area","43","0.0133258688782168","0.00941065924716008","0.0172410785092735"
"CDU/CSU","2001","Urban Area","2328","0.368891581295127","0.357144541525361","0.380638621064893"
"CDU/CSU","2001","Rural Area","1205","0.439908842365605","0.421640224911763","0.458177459819446"
"SPD","2001","Urban Area","3015","0.459471593864253","0.447338664342691","0.471604523385816"
"SPD","2001","Rural Area","1063","0.380291465738252","0.362424656276156","0.398158275200348"
"FDP","2001","Urban Area","236","0.039768862794537","0.0350112777664679","0.0445264478226062"
"FDP","2001","Rural Area","90","0.0352533652314164","0.02846598929904","0.0420407411637927"
"Grüne","2001","Urban Area","593","0.0873482343220136","0.0804742791639945","0.0942221894800327"
"Grüne","2001","Rural Area","150","0.0514683298759219","0.0433364503927042","0.0596002093591396"
"PDS/Linke","2001","Urban Area","193","0.0259324139064157","0.0220630186181653","0.0298018091946662"
"PDS/Linke","2001","Rural Area","254","0.0733298165105222","0.063735857213616","0.0829237758074285"
"NPD Combination","2001","Urban Area","59","0.00806796921256823","0.00589000793716596","0.0102459304879705"
"NPD Combination","2001","Rural Area","41","0.00997276516136627","0.00631575350268424","0.0136297768200483"
"AfD","2001","Urban Area","","","",""
"AfD","2001","Rural Area","","","",""
"Other","2001","Urban Area","57","0.0105193446050851","0.00803549626163133","0.013003192948539"
"Other","2001","Rural Area","33","0.0097754151169168","0.00615440753190805","0.0133964227019255"
"CDU/CSU","2002","Urban Area","2833","0.381851146681078","0.370841792409328","0.392860500952828"
"CDU/CSU","2002","Rural Area","1322","0.439474708864366","0.421752694868683","0.457196722860049"
"SPD","2002","Urban Area","3233","0.440361422487376","0.429112090891577","0.451610754083174"
"SPD","2002","Rural Area","1034","0.36794825481856","0.350728846823315","0.385167662813805"
"FDP","2002","Urban Area","395","0.0474890703831037","0.0426695915014161","0.0523085492647914"
"FDP","2002","Rural Area","120","0.0310911302133018","0.0248937485072755","0.0372885119193281"
"Grüne","2002","Urban Area","651","0.0796040412063288","0.0734703321339708","0.0857377502786869"
"Grüne","2002","Rural Area","153","0.0438534833202222","0.0365418770516157","0.0511650895888286"
"PDS/Linke","2002","Urban Area","254","0.0318492762157527","0.0278701333284113","0.035828419103094"
"PDS/Linke","2002","Rural Area","318","0.0945583735587033","0.0841104797381426","0.105006267379264"
"NPD Combination","2002","Urban Area","48","0.00797650575591444","0.00596076078951269","0.00999225072231618"
"NPD Combination","2002","Rural Area","30","0.0114675211480521","0.00766581301857385","0.0152692292775303"
"AfD","2002","Urban Area","","","",""
"AfD","2002","Rural Area","","","",""
"Other","2002","Urban Area","67","0.0108685372704466","0.00851900820845726","0.0132180663324359"
"Other","2002","Rural Area","36","0.0116065280767947","0.0077821165145625","0.0154309396390269"
"CDU/CSU","2003","Urban Area","3132","0.410914333945064","0.399804689592897","0.422023978297231"
"CDU/CSU","2003","Rural Area","1524","0.483341047507618","0.465881678716727","0.500800416298509"
"SPD","2003","Urban Area","2897","0.398296244208101","0.387241982306081","0.409350506110121"
"SPD","2003","Rural Area","1020","0.336966112972368","0.320451792948784","0.353480432995952"
"FDP","2003","Urban Area","340","0.0412892949532645","0.0367966944131909","0.0457818954933381"
"FDP","2003","Rural Area","113","0.0326737331485642","0.0264623890540562","0.0388850772430722"
"Grüne","2003","Urban Area","896","0.114543786315001","0.107352532863076","0.121735039766926"
"Grüne","2003","Rural Area","192","0.0599197379533442","0.051627588148033","0.0682118877586554"
"PDS/Linke","2003","Urban Area","171","0.020641840921355","0.0174312847742494","0.0238523970684606"
"PDS/Linke","2003","Rural Area","237","0.0661811334399864","0.0574955670961193","0.0748666997838534"
"NPD Combination","2003","Urban Area","42","0.0059475965604178","0.00421135289702027","0.00768384022381532"
"NPD Combination","2003","Rural Area","26","","",""
"AfD","2003","Urban Area","","","",""
"AfD","2003","Rural Area","","","",""
"Other","2003","Urban Area","56","0.00836690309679692","0.00631009790746878","0.0104237082861251"
"Other","2003","Rural Area","35","0.0108629849828298","0.00724136784837872","0.0144846021172808"
"CDU/CSU","2004","Urban Area","2730","0.427676519138954","0.415565974131332","0.439787064146577"
"CDU/CSU","2004","Rural Area","1301","0.493914015254458","0.474871385183093","0.512956645325824"
"SPD","2004","Urban Area","2349","0.378153769766859","0.366283490880467","0.390024048653252"
"SPD","2004","Rural Area","752","0.301770806633075","0.284287373616365","0.319254239649785"
"FDP","2004","Urban Area","298","0.0413994302519394","0.0365230088784883","0.0462758516253906"
"FDP","2004","Rural Area","97","0.036654142995448","0.0294969660796494","0.0438113199112466"
"Grüne","2004","Urban Area","760","0.10966786261026","0.10201892854628","0.11731679667424"
"Grüne","2004","Rural Area","179","0.0614417180810692","0.0522952926203163","0.070588143541822"
"PDS/Linke","2004","Urban Area","183","0.0269889514023534","0.0230221807262664","0.0309557220784404"
"PDS/Linke","2004","Rural Area","249","0.077868313972101","0.067662069684916","0.088074558259286"
"NPD Combination","2004","Urban Area","43","0.00767605280569994","0.00553966094128991","0.00981244467010998"
"NPD Combination","2004","Rural Area","26","","",""
"AfD","2004","Urban Area","","","",""
"AfD","2004","Rural Area","","","",""
"Other","2004","Urban Area","48","0.00843741402393356","0.006198435393594","0.0106763926542731"
"Other","2004","Rural Area","44","0.0166456863939545","0.0117727025853731","0.0215186702025359"
"CDU/CSU","2005","Urban Area","2552","0.38722254298694","0.37535042054738","0.3990946654265"
"CDU/CSU","2005","Rural Area","1213","0.472770029639061","0.453707400673998","0.491832658604124"
"SPD","2005","Urban Area","2515","0.403699134362234","0.39174114150881","0.415657127215657"
"SPD","2005","Rural Area","782","0.298931940964765","0.281452641109048","0.316411240820483"
"FDP","2005","Urban Area","297","0.0379902764352468","0.0333309555809249","0.0426495972895686"
"FDP","2005","Rural Area","102","0.0358762309573678","0.028775099020676","0.0429773628940597"
"Grüne","2005","Urban Area","782","0.121277405101384","0.113321080274504","0.129233729928264"
"Grüne","2005","Rural Area","186","0.066441610159192","0.0569323090651329","0.0759509112532511"
"PDS/Linke","2005","Urban Area","193","0.0262596231286414","0.0223623351816439","0.030156911075639"
"PDS/Linke","2005","Rural Area","262","0.0805977905162942","0.0702040440006887","0.0909915370318997"
"NPD Combination","2005","Urban Area","77","0.014230193118979","0.0113435718080565","0.0171168144299015"
"NPD Combination","2005","Rural Area","56","0.0293921480412131","0.0229431039730166","0.0358411921094097"
"AfD","2005","Urban Area","","","",""
"AfD","2005","Rural Area","","","",""
"Other","2005","Urban Area","51","0.00932082486657471","0.00697880620420211","0.0116628435289473"
"Other","2005","Rural Area","34","0.0159902497221069","0.0112008056608427","0.0207796937833711"
"CDU/CSU","2006","Urban Area","2910","0.381592481831679","0.370488400680875","0.392696562982482"
"CDU/CSU","2006","Rural Area","1414","0.449593882588229","0.432208286369786","0.466979478806672"
"SPD","2006","Urban Area","2821","0.398608882833286","0.387417150040694","0.409800615625879"
"SPD","2006","Rural Area","991","0.324080996242848","0.307723686512908","0.340438305972788"
"FDP","2006","Urban Area","374","0.0465428554994152","0.0417275655518219","0.0513581454470086"
"FDP","2006","Rural Area","132","0.0466070880433502","0.0392399346869891","0.0539742413997113"
"Grüne","2006","Urban Area","798","0.107286535776005","0.10021239015464","0.11436068139737"
"Grüne","2006","Rural Area","194","0.0538078771484702","0.0459219936017157","0.0616937606952248"
"PDS/Linke","2006","Urban Area","309","0.0402616661560562","0.0357683432008263","0.0447549891112861"
"PDS/Linke","2006","Rural Area","326","0.0952411196269187","0.0849818501019911","0.105500389151846"
"NPD Combination","2006","Urban Area","80","0.0160060017167734","0.0131373158341687","0.0188746875993781"
"NPD Combination","2006","Rural Area","56","0.0212854894394046","0.0162411117037909","0.0263298671750184"
"AfD","2006","Urban Area","","","",""
"AfD","2006","Rural Area","","","",""
"Other","2006","Urban Area","60","0.00970157618678505","0.00746105252379147","0.0119420998497786"
"Other","2006","Rural Area","32","0.00938354691077895","0.00601398027490905","0.0127531135466489"
"CDU/CSU","2007","Urban Area","2408","0.368208983578621","0.356257174850591","0.380160792306652"
"CDU/CSU","2007","Rural Area","1153","0.452108846313288","0.432944984476569","0.471272708150008"
"SPD","2007","Urban Area","2382","0.399462566834376","0.387325665906963","0.411599467761789"
"SPD","2007","Rural Area","765","0.297951770488564","0.280341304661078","0.31556223631605"
"FDP","2007","Urban Area","350","0.0453313233288622","0.0401763638440963","0.0504862828136282"
"FDP","2007","Rural Area","118","0.0457380760664132","0.0376937970000387","0.0537823551327877"
"Grüne","2007","Urban Area","725","0.124828858657465","0.116638485006781","0.13301923230815"
"Grüne","2007","Rural Area","189","0.0642504423629605","0.0548091322944632","0.0736917524314578"
"PDS/Linke","2007","Urban Area","275","0.042247131037278","0.0372625912990761","0.0472316707754798"
"PDS/Linke","2007","Rural Area","288","0.104206068419377","0.0924417993795364","0.115970337459217"
"NPD Combination","2007","Urban Area","66","0.0121531041307859","0.00943798962338616","0.0148682186381856"
"NPD Combination","2007","Rural Area","50","0.0259478402348248","0.0198263649699681","0.0320693154996815"
"AfD","2007","Urban Area","","","",""
"AfD","2007","Rural Area","","","",""
