"party","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"CDU/CSU","1984","Couple + C. GT 16 ","no migration background","380","0.4533621105429","0.419974016211218","0.486750204874581","1"
"CDU/CSU","1984","Couple + C. GT 16 ","direct migration background","37","0.377238433297949","0.301899685698624","0.452577180897275","1"
"CDU/CSU","1984","Couple + C. LE and GT 16","no migration background","288","0.5362380830869","0.494485420105798","0.577990746068003","1"
"CDU/CSU","1984","Couple + C. LE and GT 16","direct migration background","19","","","","1"
"CDU/CSU","1984","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"CDU/CSU","1984","1-pers.-HH","indirect migration background","","","","","1"
"CDU/CSU","1984","Couple + C. GT 16 ","indirect migration background","1","","","","1"
"CDU/CSU","1984","Couple + C. LE 16 ","direct migration background","71","0.27310740155486","0.229660454277556","0.316554348832165","1"
"FDP","1984","1-pers.-HH","no migration background","28","","","","3"
"FDP","1984","1-pers.-HH","direct migration background","1","","","","3"
"FDP","1984","1-pers.-HH","indirect migration background","","","","","3"
"FDP","1984","(Married) couple without C. ","no migration background","47","0.0334359580608218","0.0240856456432813","0.0427862704783623","3"
"FDP","1984","(Married) couple without C. ","direct migration background","","","","","3"
"FDP","1984","(Married) couple without C. ","indirect migration background","","","","","3"
"FDP","1984","Couple + C. LE 16 ","direct migration background","7","","","","3"
"FDP","1984","Couple + C. LE 16 ","indirect migration background","","","","","3"
"FDP","1984","Couple + C. GT 16 ","no migration background","20","","","","3"
"FDP","1984","Couple + C. GT 16 ","direct migration background","1","","","","3"
"FDP","1984","Couple + C. GT 16 ","indirect migration background","","","","","3"
"FDP","1984","Couple + C. LE and GT 16","indirect migration background","1","","","","3"
"FDP","1984","Couple + C. LE and GT 16","no migration background","14","","","","3"
"FDP","1984","Single parent ","no migration background","8","","","","3"
"FDP","1984","Single parent ","direct migration background","","","","","3"
"FDP","1984","Single parent ","indirect migration background","","","","","3"
"FDP","1984","Couple + C. LE and GT 16","direct migration background","5","","","","3"
"FDP","1984","Couple + C. LE 16 ","no migration background","45","0.0392350403717673","0.0282085363582327","0.050261544385302","3"
"NPD Combination","1984","1-pers.-HH","no migration background","","","","","6"
"NPD Combination","1984","1-pers.-HH","direct migration background","","","","","6"
"NPD Combination","1984","Couple + C. LE and GT 16","indirect migration background","","","","","6"
"NPD Combination","1984","Couple + C. LE and GT 16","direct migration background","","","","","6"
"NPD Combination","1984","Single parent ","no migration background","","","","","6"
"NPD Combination","1984","Couple + C. LE 16 ","no migration background","","","","","6"
"NPD Combination","1984","Couple + C. LE 16 ","direct migration background","","","","","6"
"NPD Combination","1984","Couple + C. GT 16 ","no migration background","","","","","6"
"NPD Combination","1984","Couple + C. GT 16 ","direct migration background","","","","","6"
"NPD Combination","1984","Couple + C. GT 16 ","indirect migration background","","","","","6"
"NPD Combination","1984","(Married) couple without C. ","no migration background","","","","","6"
"NPD Combination","1984","(Married) couple without C. ","direct migration background","","","","","6"
"NPD Combination","1984","(Married) couple without C. ","indirect migration background","","","","","6"
"NPD Combination","1984","Single parent ","direct migration background","","","","","6"
"NPD Combination","1984","Single parent ","indirect migration background","","","","","6"
"NPD Combination","1984","Couple + C. LE 16 ","indirect migration background","","","","","6"
"NPD Combination","1984","Couple + C. LE and GT 16","no migration background","","","","","6"
"NPD Combination","1984","1-pers.-HH","indirect migration background","","","","","6"
"Other","1984","Couple + C. LE and GT 16","direct migration background","2","","","","8"
"Other","1984","Couple + C. LE and GT 16","indirect migration background","","","","","8"
"Other","1984","1-pers.-HH","no migration background","7","","","","8"
"Other","1984","1-pers.-HH","direct migration background","1","","","","8"
"Other","1984","1-pers.-HH","indirect migration background","","","","","8"
"Other","1984","(Married) couple without C. ","no migration background","8","","","","8"
"Other","1984","(Married) couple without C. ","direct migration background","4","","","","8"
"Other","1984","(Married) couple without C. ","indirect migration background","","","","","8"
"Other","1984","Single parent ","no migration background","5","","","","8"
"Other","1984","Single parent ","direct migration background","","","","","8"
"Other","1984","Single parent ","indirect migration background","","","","","8"
"Other","1984","Couple + C. LE 16 ","no migration background","1","","","","8"
"Other","1984","Couple + C. LE 16 ","direct migration background","2","","","","8"
"Other","1984","Couple + C. LE 16 ","indirect migration background","","","","","8"
"Other","1984","Couple + C. GT 16 ","no migration background","4","","","","8"
"Other","1984","Couple + C. GT 16 ","direct migration background","2","","","","8"
"Other","1984","Couple + C. GT 16 ","indirect migration background","1","","","","8"
"Other","1984","Couple + C. LE and GT 16","no migration background","2","","","","8"
"PDS/Linke","1984","Couple + C. LE and GT 16","direct migration background","","","","","5"
"PDS/Linke","1984","Single parent ","no migration background","","","","","5"
"PDS/Linke","1984","Couple + C. LE and GT 16","no migration background","","","","","5"
"PDS/Linke","1984","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"PDS/Linke","1984","1-pers.-HH","no migration background","","","","","5"
"PDS/Linke","1984","1-pers.-HH","direct migration background","","","","","5"
"PDS/Linke","1984","(Married) couple without C. ","no migration background","","","","","5"
"PDS/Linke","1984","(Married) couple without C. ","direct migration background","","","","","5"
"PDS/Linke","1984","(Married) couple without C. ","indirect migration background","","","","","5"
"PDS/Linke","1984","Single parent ","direct migration background","","","","","5"
"PDS/Linke","1984","Single parent ","indirect migration background","","","","","5"
"PDS/Linke","1984","Couple + C. LE 16 ","no migration background","","","","","5"
"PDS/Linke","1984","Couple + C. GT 16 ","no migration background","","","","","5"
"PDS/Linke","1984","Couple + C. GT 16 ","direct migration background","","","","","5"
"PDS/Linke","1984","Couple + C. GT 16 ","indirect migration background","","","","","5"
"PDS/Linke","1984","1-pers.-HH","indirect migration background","","","","","5"
"PDS/Linke","1984","Couple + C. LE 16 ","direct migration background","","","","","5"
"PDS/Linke","1984","Couple + C. LE 16 ","indirect migration background","","","","","5"
"SPD","1984","1-pers.-HH","indirect migration background","2","","","","2"
"SPD","1984","(Married) couple without C. ","no migration background","665","0.470941937805876","0.444979870557754","0.496904005053998","2"
"SPD","1984","(Married) couple without C. ","direct migration background","125","0.493888562451678","0.422038164260667","0.565738960642688","2"
"SPD","1984","Single parent ","no migration background","127","0.482278258373633","0.420827354337842","0.543729162409423","2"
"SPD","1984","Single parent ","direct migration background","24","","","","2"
"SPD","1984","(Married) couple without C. ","indirect migration background","1","","","","2"
"SPD","1984","1-pers.-HH","no migration background","284","0.433292038890376","0.395314289136961","0.471269788643792","2"
"SPD","1984","1-pers.-HH","direct migration background","55","0.576857117913382","0.471826414041131","0.681887821785633","2"
"SPD","1984","Single parent ","indirect migration background","","","","","2"
"SPD","1984","Couple + C. LE 16 ","no migration background","583","0.491986287880511","0.463593605312273","0.520378970448748","2"
"SPD","1984","Couple + C. LE 16 ","indirect migration background","9","","","","2"
"SPD","1984","Couple + C. GT 16 ","no migration background","388","0.451628046985291","0.418251052641132","0.485005041329451","2"
"SPD","1984","Couple + C. GT 16 ","direct migration background","108","0.559493521173062","0.482328014894715","0.63665902745141","2"
"SPD","1984","Couple + C. GT 16 ","indirect migration background","9","","","","2"
"SPD","1984","Couple + C. LE 16 ","direct migration background","303","0.63135208017707","0.584308635994935","0.678395524359206","2"
"SPD","1984","Couple + C. LE and GT 16","no migration background","201","0.353941095830337","0.313904295184483","0.393977896476191","2"
"SPD","1984","Couple + C. LE and GT 16","direct migration background","129","0.518171859325814","0.4455787515415","0.590764967110129","2"
"SPD","1984","Couple + C. LE and GT 16","indirect migration background","6","","","","2"
"AfD","1985","1-pers.-HH","no migration background","","","","","7"
"AfD","1985","1-pers.-HH","direct migration background","","","","","7"
"AfD","1985","Single parent ","indirect migration background","","","","","7"
"AfD","1985","Couple + C. LE 16 ","no migration background","","","","","7"
"AfD","1985","(Married) couple without C. ","direct migration background","","","","","7"
"AfD","1985","(Married) couple without C. ","indirect migration background","","","","","7"
"AfD","1985","Single parent ","no migration background","","","","","7"
"AfD","1985","Single parent ","direct migration background","","","","","7"
"AfD","1985","(Married) couple without C. ","no migration background","","","","","7"
"AfD","1985","1-pers.-HH","indirect migration background","","","","","7"
"AfD","1985","Couple + C. LE 16 ","direct migration background","","","","","7"
"AfD","1985","Couple + C. LE 16 ","indirect migration background","","","","","7"
"AfD","1985","Couple + C. GT 16 ","no migration background","","","","","7"
"AfD","1985","Couple + C. GT 16 ","direct migration background","","","","","7"
"AfD","1985","Couple + C. GT 16 ","indirect migration background","","","","","7"
"AfD","1985","Couple + C. LE and GT 16","no migration background","","","","","7"
"AfD","1985","Couple + C. LE and GT 16","direct migration background","","","","","7"
"AfD","1985","Couple + C. LE and GT 16","indirect migration background","","","","","7"
"CDU/CSU","1985","Couple + C. LE 16 ","no migration background","426","0.403467289360446","0.373933684828613","0.433000893892279","1"
"CDU/CSU","1985","1-pers.-HH","no migration background","238","0.425549795453163","0.385586544038424","0.465513046867903","1"
"CDU/CSU","1985","1-pers.-HH","direct migration background","15","","","","1"
"CDU/CSU","1985","1-pers.-HH","indirect migration background","1","","","","1"
"CDU/CSU","1985","(Married) couple without C. ","no migration background","575","0.448615185903971","0.421610429200025","0.475619942607918","1"
"CDU/CSU","1985","(Married) couple without C. ","direct migration background","61","0.522998512109152","0.446085348135707","0.599911676082596","1"
"CDU/CSU","1985","(Married) couple without C. ","indirect migration background","3","","","","1"
"CDU/CSU","1985","Single parent ","no migration background","84","0.411043673335665","0.344016879159597","0.478070467511732","1"
"CDU/CSU","1985","Single parent ","direct migration background","9","","","","1"
"CDU/CSU","1985","Single parent ","indirect migration background","2","","","","1"
"CDU/CSU","1985","Couple + C. LE 16 ","direct migration background","50","0.268220572125893","0.220707731295887","0.315733412955898","1"
"CDU/CSU","1985","Couple + C. LE 16 ","indirect migration background","4","","","","1"
"CDU/CSU","1985","Couple + C. GT 16 ","no migration background","394","0.461739478303462","0.428459025536147","0.495019931070777","1"
"CDU/CSU","1985","Couple + C. GT 16 ","direct migration background","29","","","","1"
"CDU/CSU","1985","Couple + C. GT 16 ","indirect migration background","1","","","","1"
"CDU/CSU","1985","Couple + C. LE and GT 16","no migration background","238","0.535290887484631","0.489463203236573","0.581118571732688","1"
"CDU/CSU","1985","Couple + C. LE and GT 16","direct migration background","29","","","","1"
"CDU/CSU","1985","Couple + C. LE and GT 16","indirect migration background","2","","","","1"
"FDP","1985","1-pers.-HH","no migration background","33","0.0590867134859862","0.0400286334809524","0.07814479349102","3"
"FDP","1985","1-pers.-HH","direct migration background","3","","","","3"
"FDP","1985","1-pers.-HH","indirect migration background","","","","","3"
"FDP","1985","(Married) couple without C. ","no migration background","57","0.0431966931182784","0.0321581319760819","0.0542352542604749","3"
"FDP","1985","(Married) couple without C. ","direct migration background","2","","","","3"
"FDP","1985","(Married) couple without C. ","indirect migration background","","","","","3"
"FDP","1985","Couple + C. LE 16 ","direct migration background","3","","","","3"
"FDP","1985","Couple + C. LE 16 ","indirect migration background","","","","","3"
"FDP","1985","Couple + C. GT 16 ","no migration background","26","","","","3"
"FDP","1985","Couple + C. GT 16 ","direct migration background","2","","","","3"
"FDP","1985","Couple + C. GT 16 ","indirect migration background","","","","","3"
"FDP","1985","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"FDP","1985","Couple + C. LE and GT 16","no migration background","16","","","","3"
"FDP","1985","Single parent ","indirect migration background","","","","","3"
"FDP","1985","Couple + C. LE 16 ","no migration background","43","0.0413747162804526","0.0293856016556264","0.0533638309052788","3"
"FDP","1985","Couple + C. LE and GT 16","direct migration background","1","","","","3"
"FDP","1985","Single parent ","no migration background","3","","","","3"
"FDP","1985","Single parent ","direct migration background","","","","","3"
"NPD Combination","1985","Couple + C. LE and GT 16","indirect migration background","","","","","6"
"NPD Combination","1985","1-pers.-HH","direct migration background","","","","","6"
"NPD Combination","1985","Couple + C. LE and GT 16","direct migration background","","","","","6"
"NPD Combination","1985","Couple + C. LE 16 ","no migration background","","","","","6"
"NPD Combination","1985","Couple + C. LE 16 ","direct migration background","","","","","6"
"NPD Combination","1985","1-pers.-HH","no migration background","","","","","6"
"NPD Combination","1985","Single parent ","no migration background","","","","","6"
"NPD Combination","1985","Single parent ","direct migration background","","","","","6"
"NPD Combination","1985","Single parent ","indirect migration background","","","","","6"
"NPD Combination","1985","Couple + C. LE 16 ","indirect migration background","","","","","6"
"NPD Combination","1985","Couple + C. GT 16 ","no migration background","","","","","6"
"NPD Combination","1985","Couple + C. GT 16 ","direct migration background","","","","","6"
"NPD Combination","1985","Couple + C. GT 16 ","indirect migration background","","","","","6"
"NPD Combination","1985","Couple + C. LE and GT 16","no migration background","","","","","6"
"NPD Combination","1985","1-pers.-HH","indirect migration background","","","","","6"
"NPD Combination","1985","(Married) couple without C. ","no migration background","","","","","6"
"NPD Combination","1985","(Married) couple without C. ","direct migration background","","","","","6"
"NPD Combination","1985","(Married) couple without C. ","indirect migration background","","","","","6"
"Other","1985","1-pers.-HH","no migration background","3","","","","8"
"Other","1985","Couple + C. LE and GT 16","direct migration background","","","","","8"
"Other","1985","Couple + C. LE and GT 16","indirect migration background","","","","","8"
"Other","1985","1-pers.-HH","direct migration background","","","","","8"
"Other","1985","1-pers.-HH","indirect migration background","","","","","8"
"Other","1985","(Married) couple without C. ","no migration background","11","","","","8"
"Other","1985","(Married) couple without C. ","direct migration background","","","","","8"
"Other","1985","(Married) couple without C. ","indirect migration background","","","","","8"
"Other","1985","Single parent ","no migration background","1","","","","8"
"Other","1985","Single parent ","direct migration background","","","","","8"
"Other","1985","Single parent ","indirect migration background","","","","","8"
"Other","1985","Couple + C. LE 16 ","no migration background","4","","","","8"
"Other","1985","Couple + C. LE 16 ","direct migration background","","","","","8"
"Other","1985","Couple + C. LE 16 ","indirect migration background","","","","","8"
"Other","1985","Couple + C. GT 16 ","no migration background","10","","","","8"
"Other","1985","Couple + C. GT 16 ","direct migration background","","","","","8"
"Other","1985","Couple + C. GT 16 ","indirect migration background","","","","","8"
"Other","1985","Couple + C. LE and GT 16","no migration background","5","","","","8"
"PDS/Linke","1985","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"PDS/Linke","1985","Couple + C. LE and GT 16","direct migration background","","","","","5"
"PDS/Linke","1985","1-pers.-HH","no migration background","","","","","5"
"PDS/Linke","1985","1-pers.-HH","direct migration background","","","","","5"
"PDS/Linke","1985","Single parent ","no migration background","","","","","5"
"PDS/Linke","1985","Single parent ","direct migration background","","","","","5"
"PDS/Linke","1985","Single parent ","indirect migration background","","","","","5"
"PDS/Linke","1985","Couple + C. LE 16 ","no migration background","","","","","5"
"PDS/Linke","1985","Couple + C. LE and GT 16","no migration background","","","","","5"
"PDS/Linke","1985","1-pers.-HH","indirect migration background","","","","","5"
"PDS/Linke","1985","(Married) couple without C. ","no migration background","","","","","5"
"PDS/Linke","1985","(Married) couple without C. ","direct migration background","","","","","5"
"PDS/Linke","1985","(Married) couple without C. ","indirect migration background","","","","","5"
"PDS/Linke","1985","Couple + C. LE 16 ","direct migration background","","","","","5"
"PDS/Linke","1985","Couple + C. LE 16 ","indirect migration background","","","","","5"
"PDS/Linke","1985","Couple + C. GT 16 ","no migration background","","","","","5"
"PDS/Linke","1985","Couple + C. GT 16 ","direct migration background","","","","","5"
"PDS/Linke","1985","Couple + C. GT 16 ","indirect migration background","","","","","5"
"SPD","1985","1-pers.-HH","indirect migration background","1","","","","2"
"SPD","1985","Single parent ","direct migration background","25","","","","2"
"SPD","1985","(Married) couple without C. ","no migration background","599","0.458639473585674","0.431584015520266","0.485694931651082","2"
"SPD","1985","(Married) couple without C. ","direct migration background","86","0.389564325551666","0.314471209417994","0.464657441685337","2"
"SPD","1985","(Married) couple without C. ","indirect migration background","3","","","","2"
"SPD","1985","Single parent ","no migration background","105","0.502303147939112","0.434190413589083","0.570415882289141","2"
"SPD","1985","1-pers.-HH","no migration background","268","0.445248122724796","0.405077379517093","0.485418865932499","2"
"SPD","1985","1-pers.-HH","direct migration background","43","0.605508217410276","0.488480242232557","0.722536192587996","2"
"SPD","1985","Single parent ","indirect migration background","2","","","","2"
"SPD","1985","Couple + C. LE 16 ","no migration background","514","0.485094460316834","0.45500793056866","0.515180990065008","2"
"SPD","1985","Couple + C. LE 16 ","indirect migration background","6","","","","2"
"SPD","1985","Couple + C. GT 16 ","no migration background","364","0.422001206297063","0.389031523383627","0.454970889210498","2"
"SPD","1985","Couple + C. GT 16 ","direct migration background","106","0.602974790260502","0.524412601172451","0.681536979348554","2"
"SPD","1985","Couple + C. GT 16 ","indirect migration background","11","","","","2"
"SPD","1985","Couple + C. LE and GT 16","indirect migration background","6","","","","2"
"SPD","1985","Couple + C. LE and GT 16","no migration background","167","0.353063926739177","0.309150255084772","0.396977598393581","2"
"SPD","1985","Couple + C. LE and GT 16","direct migration background","111","0.508195407539646","0.429491934044709","0.586898881034582","2"
"SPD","1985","Couple + C. LE 16 ","direct migration background","260","0.654424030801502","0.603423318206803","0.705424743396201","2"
"AfD","1986","1-pers.-HH","no migration background","","","","","7"
"AfD","1986","1-pers.-HH","direct migration background","","","","","7"
"AfD","1986","1-pers.-HH","indirect migration background","","","","","7"
"AfD","1986","(Married) couple without C. ","no migration background","","","","","7"
"AfD","1986","(Married) couple without C. ","direct migration background","","","","","7"
"AfD","1986","(Married) couple without C. ","indirect migration background","","","","","7"
"AfD","1986","Single parent ","no migration background","","","","","7"
"AfD","1986","Single parent ","direct migration background","","","","","7"
"AfD","1986","Single parent ","indirect migration background","","","","","7"
"AfD","1986","Couple + C. LE 16 ","no migration background","","","","","7"
"AfD","1986","Couple + C. LE 16 ","direct migration background","","","","","7"
"AfD","1986","Couple + C. LE 16 ","indirect migration background","","","","","7"
"AfD","1986","Couple + C. GT 16 ","no migration background","","","","","7"
"AfD","1986","Couple + C. GT 16 ","direct migration background","","","","","7"
"AfD","1986","Couple + C. GT 16 ","indirect migration background","","","","","7"
"AfD","1986","Couple + C. LE and GT 16","no migration background","","","","","7"
"AfD","1986","Couple + C. LE and GT 16","direct migration background","","","","","7"
"AfD","1986","Couple + C. LE and GT 16","indirect migration background","","","","","7"
"CDU/CSU","1986","1-pers.-HH","no migration background","225","0.428369097745217","0.387237307602781","0.469500887887652","1"
"CDU/CSU","1986","Couple + C. LE 16 ","no migration background","393","0.406978078771098","0.375803916906723","0.438152240635473","1"
"CDU/CSU","1986","1-pers.-HH","direct migration background","13","","","","1"
"CDU/CSU","1986","1-pers.-HH","indirect migration background","1","","","","1"
"CDU/CSU","1986","(Married) couple without C. ","no migration background","543","0.441644748766428","0.414071946407744","0.469217551125112","1"
"CDU/CSU","1986","(Married) couple without C. ","direct migration background","56","0.518226582185367","0.434556717345578","0.601896447025155","1"
"CDU/CSU","1986","(Married) couple without C. ","indirect migration background","5","","","","1"
"CDU/CSU","1986","Single parent ","no migration background","75","0.403584417009572","0.334546304130647","0.472622529888497","1"
"CDU/CSU","1986","Single parent ","direct migration background","7","","","","1"
"CDU/CSU","1986","Single parent ","indirect migration background","2","","","","1"
"CDU/CSU","1986","Couple + C. LE 16 ","direct migration background","45","0.214223146566784","0.16905822370977","0.259388069423798","1"
"CDU/CSU","1986","Couple + C. LE 16 ","indirect migration background","1","","","","1"
"CDU/CSU","1986","Couple + C. GT 16 ","no migration background","426","0.482013464154254","0.449222477515836","0.514804450792671","1"
"CDU/CSU","1986","Couple + C. GT 16 ","direct migration background","41","0.459436994964948","0.382696123767684","0.536177866162212","1"
"CDU/CSU","1986","Couple + C. GT 16 ","indirect migration background","3","","","","1"
"CDU/CSU","1986","Couple + C. LE and GT 16","no migration background","218","0.531263223212488","0.483424526310489","0.579101920114488","1"
"CDU/CSU","1986","Couple + C. LE and GT 16","direct migration background","26","","","","1"
"CDU/CSU","1986","Couple + C. LE and GT 16","indirect migration background","4","","","","1"
"FDP","1986","Couple + C. LE 16 ","direct migration background","3","","","","3"
"FDP","1986","Couple + C. LE and GT 16","no migration background","10","","","","3"
"FDP","1986","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"FDP","1986","1-pers.-HH","no migration background","21","","","","3"
"FDP","1986","Single parent ","direct migration background","","","","","3"
"FDP","1986","Couple + C. GT 16 ","no migration background","29","","","","3"
"FDP","1986","(Married) couple without C. ","direct migration background","1","","","","3"
"FDP","1986","1-pers.-HH","direct migration background","1","","","","3"
"FDP","1986","1-pers.-HH","indirect migration background","","","","","3"
"FDP","1986","(Married) couple without C. ","no migration background","54","0.046338687060095","0.0346663447721102","0.0580110293480798","3"
"FDP","1986","(Married) couple without C. ","indirect migration background","","","","","3"
"FDP","1986","Single parent ","no migration background","2","","","","3"
"FDP","1986","Single parent ","indirect migration background","","","","","3"
"FDP","1986","Couple + C. LE 16 ","indirect migration background","","","","","3"
"FDP","1986","Couple + C. GT 16 ","direct migration background","2","","","","3"
"FDP","1986","Couple + C. GT 16 ","indirect migration background","","","","","3"
"FDP","1986","Couple + C. LE and GT 16","direct migration background","3","","","","3"
"FDP","1986","Couple + C. LE 16 ","no migration background","34","0.0373232674255676","0.0252949752301134","0.0493515596210218","3"
"NPD Combination","1986","1-pers.-HH","no migration background","","","","","6"
"NPD Combination","1986","1-pers.-HH","direct migration background","","","","","6"
"NPD Combination","1986","Couple + C. LE 16 ","direct migration background","","","","","6"
"NPD Combination","1986","Couple + C. LE 16 ","no migration background","","","","","6"
"NPD Combination","1986","Couple + C. LE and GT 16","indirect migration background","","","","","6"
"NPD Combination","1986","Couple + C. LE and GT 16","direct migration background","","","","","6"
"NPD Combination","1986","1-pers.-HH","indirect migration background","","","","","6"
"NPD Combination","1986","(Married) couple without C. ","no migration background","","","","","6"
"NPD Combination","1986","(Married) couple without C. ","direct migration background","","","","","6"
"NPD Combination","1986","(Married) couple without C. ","indirect migration background","","","","","6"
"NPD Combination","1986","Single parent ","no migration background","","","","","6"
"NPD Combination","1986","Single parent ","direct migration background","","","","","6"
"NPD Combination","1986","Single parent ","indirect migration background","","","","","6"
"NPD Combination","1986","Couple + C. LE 16 ","indirect migration background","","","","","6"
"NPD Combination","1986","Couple + C. GT 16 ","no migration background","","","","","6"
"NPD Combination","1986","Couple + C. GT 16 ","direct migration background","","","","","6"
"NPD Combination","1986","Couple + C. GT 16 ","indirect migration background","","","","","6"
"NPD Combination","1986","Couple + C. LE and GT 16","no migration background","","","","","6"
"Other","1986","1-pers.-HH","no migration background","3","","","","8"
"Other","1986","Couple + C. LE and GT 16","direct migration background","","","","","8"
"Other","1986","Couple + C. LE and GT 16","indirect migration background","","","","","8"
"Other","1986","1-pers.-HH","direct migration background","2","","","","8"
"Other","1986","1-pers.-HH","indirect migration background","","","","","8"
"Other","1986","(Married) couple without C. ","no migration background","7","","","","8"
"Other","1986","(Married) couple without C. ","direct migration background","2","","","","8"
"Other","1986","(Married) couple without C. ","indirect migration background","","","","","8"
"Other","1986","Single parent ","no migration background","2","","","","8"
"Other","1986","Single parent ","direct migration background","","","","","8"
"Other","1986","Single parent ","indirect migration background","","","","","8"
"Other","1986","Couple + C. LE 16 ","no migration background","5","","","","8"
"Other","1986","Couple + C. LE 16 ","direct migration background","","","","","8"
"Other","1986","Couple + C. LE 16 ","indirect migration background","","","","","8"
"Other","1986","Couple + C. GT 16 ","no migration background","5","","","","8"
"Other","1986","Couple + C. GT 16 ","direct migration background","","","","","8"
"Other","1986","Couple + C. GT 16 ","indirect migration background","","","","","8"
"Other","1986","Couple + C. LE and GT 16","no migration background","2","","","","8"
"PDS/Linke","1986","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"PDS/Linke","1986","Couple + C. LE and GT 16","direct migration background","","","","","5"
"PDS/Linke","1986","1-pers.-HH","no migration background","","","","","5"
"PDS/Linke","1986","1-pers.-HH","direct migration background","","","","","5"
"PDS/Linke","1986","1-pers.-HH","indirect migration background","","","","","5"
"PDS/Linke","1986","(Married) couple without C. ","no migration background","","","","","5"
"PDS/Linke","1986","(Married) couple without C. ","direct migration background","","","","","5"
"PDS/Linke","1986","(Married) couple without C. ","indirect migration background","","","","","5"
"PDS/Linke","1986","Single parent ","no migration background","","","","","5"
"PDS/Linke","1986","Single parent ","direct migration background","","","","","5"
"PDS/Linke","1986","Single parent ","indirect migration background","","","","","5"
"PDS/Linke","1986","Couple + C. LE 16 ","no migration background","","","","","5"
"PDS/Linke","1986","Couple + C. LE 16 ","direct migration background","","","","","5"
"PDS/Linke","1986","Couple + C. LE 16 ","indirect migration background","","","","","5"
"PDS/Linke","1986","Couple + C. GT 16 ","no migration background","","","","","5"
"PDS/Linke","1986","Couple + C. GT 16 ","direct migration background","","","","","5"
"PDS/Linke","1986","Couple + C. GT 16 ","indirect migration background","","","","","5"
"PDS/Linke","1986","Couple + C. LE and GT 16","no migration background","","","","","5"
"SPD","1986","(Married) couple without C. ","no migration background","576","0.46227682539271","0.434593420293734","0.489960230491685","2"
"SPD","1986","(Married) couple without C. ","direct migration background","66","0.401186592012008","0.31911237079266","0.483260813231357","2"
"SPD","1986","(Married) couple without C. ","indirect migration background","2","","","","2"
"SPD","1986","Single parent ","direct migration background","13","","","","2"
"SPD","1986","1-pers.-HH","indirect migration background","3","","","","2"
"SPD","1986","Single parent ","no migration background","96","0.502373479757858","0.432015665814667","0.572731293701049","2"
"SPD","1986","1-pers.-HH","no migration background","258","0.457891530157605","0.416478682315993","0.499304377999216","2"
"SPD","1986","1-pers.-HH","direct migration background","44","0.605682586362711","0.485952408913311","0.725412763812111","2"
"SPD","1986","Single parent ","indirect migration background","","","","","2"
"SPD","1986","Couple + C. LE 16 ","no migration background","469","0.49430202151414","0.462575993328233","0.526028049700048","2"
"SPD","1986","Couple + C. LE 16 ","indirect migration background","4","","","","2"
"SPD","1986","Couple + C. GT 16 ","no migration background","373","0.419390695235773","0.387007697089342","0.451773693382203","2"
