"party","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Grüne","1985","35-65 y.","West Germany","104","0.0273587458214975","0.0217383323007571","0.0329791593422379","4"
"Grüne","1985","35-65 y.","East Germany","","","","","4"
"Grüne","1985","66 and older","West Germany","3","","","","4"
"Grüne","1985","66 and older","East Germany","","","","","4"
"NPD","1985","16-34 y.","East Germany","","","","","6"
"NPD","1985","66 and older","West Germany","","","","","6"
"NPD","1985","16-34 y.","West Germany","","","","","6"
"NPD","1985","35-65 y.","East Germany","","","","","6"
"NPD","1985","66 and older","East Germany","","","","","6"
"NPD","1985","35-65 y.","West Germany","","","","","6"
"Other","1985","16-34 y.","West Germany","13","","","","8"
"Other","1985","16-34 y.","East Germany","","","","","8"
"Other","1985","35-65 y.","West Germany","19","","","","8"
"Other","1985","35-65 y.","East Germany","","","","","8"
"Other","1985","66 and older","West Germany","4","","","","8"
"Other","1985","66 and older","East Germany","","","","","8"
"PDS/Linke","1985","16-34 y.","West Germany","","","","","5"
"PDS/Linke","1985","16-34 y.","East Germany","","","","","5"
"PDS/Linke","1985","35-65 y.","East Germany","","","","","5"
"PDS/Linke","1985","35-65 y.","West Germany","","","","","5"
"PDS/Linke","1985","66 and older","West Germany","","","","","5"
"PDS/Linke","1985","66 and older","East Germany","","","","","5"
"SPD","1985","16-34 y.","West Germany","925","0.452824216139086","0.430184530327178","0.475463901950994","1"
"SPD","1985","16-34 y.","East Germany","","","","","1"
"SPD","1985","35-65 y.","West Germany","1611","0.460693226129042","0.443519375334792","0.477867076923291","1"
"SPD","1985","35-65 y.","East Germany","","","","","1"
"SPD","1985","66 and older","West Germany","272","0.404311246238269","0.367479397783053","0.441143094693486","1"
"SPD","1985","66 and older","East Germany","","","","","1"
"AfD","1986","16-34 y.","West Germany","","","","","7"
"AfD","1986","16-34 y.","East Germany","","","","","7"
"AfD","1986","35-65 y.","West Germany","","","","","7"
"AfD","1986","35-65 y.","East Germany","","","","","7"
"AfD","1986","66 and older","West Germany","","","","","7"
"AfD","1986","66 and older","East Germany","","","","","7"
"CDU/CSU","1986","16-34 y.","East Germany","","","","","2"
"CDU/CSU","1986","35-65 y.","East Germany","","","","","2"
"CDU/CSU","1986","16-34 y.","West Germany","544","0.340871275305255","0.318764109760195","0.362978440850314","2"
"CDU/CSU","1986","35-65 y.","West Germany","1347","0.469242898147821","0.451672400420891","0.486813395874752","2"
"CDU/CSU","1986","66 and older","West Germany","313","0.512796324197264","0.473260423676925","0.552332224717603","2"
"CDU/CSU","1986","66 and older","East Germany","","","","","2"
"FDP","1986","16-34 y.","West Germany","38","0.0241194724382127","0.0169640550878669","0.0312748897885585","3"
"FDP","1986","16-34 y.","East Germany","","","","","3"
"FDP","1986","35-65 y.","West Germany","95","0.0331432336122507","0.0268406906853883","0.0394457765391131","3"
"FDP","1986","35-65 y.","East Germany","","","","","3"
"FDP","1986","66 and older","East Germany","","","","","3"
"FDP","1986","66 and older","West Germany","37","0.0559771359510234","0.0377943469519326","0.0741599249501141","3"
"Grüne","1986","16-34 y.","East Germany","","","","","4"
"Grüne","1986","16-34 y.","West Germany","286","0.163425804259999","0.146180721252444","0.180670887267554","4"
"Grüne","1986","35-65 y.","West Germany","95","0.0288427423505495","0.0229502319441765","0.0347352527569225","4"
"Grüne","1986","66 and older","West Germany","4","","","","4"
"Grüne","1986","35-65 y.","East Germany","","","","","4"
"Grüne","1986","66 and older","East Germany","","","","","4"
"NPD","1986","16-34 y.","West Germany","","","","","6"
"NPD","1986","16-34 y.","East Germany","","","","","6"
"NPD","1986","66 and older","West Germany","","","","","6"
"NPD","1986","35-65 y.","East Germany","","","","","6"
"NPD","1986","35-65 y.","West Germany","","","","","6"
"NPD","1986","66 and older","East Germany","","","","","6"
"Other","1986","16-34 y.","West Germany","8","","","","8"
"Other","1986","16-34 y.","East Germany","","","","","8"
"Other","1986","35-65 y.","West Germany","18","","","","8"
"Other","1986","35-65 y.","East Germany","","","","","8"
"Other","1986","66 and older","West Germany","3","","","","8"
"Other","1986","66 and older","East Germany","","","","","8"
"PDS/Linke","1986","16-34 y.","West Germany","","","","","5"
"PDS/Linke","1986","16-34 y.","East Germany","","","","","5"
"PDS/Linke","1986","35-65 y.","West Germany","","","","","5"
"PDS/Linke","1986","35-65 y.","East Germany","","","","","5"
"PDS/Linke","1986","66 and older","West Germany","","","","","5"
"PDS/Linke","1986","66 and older","East Germany","","","","","5"
"SPD","1986","16-34 y.","West Germany","890","0.467394915165209","0.444124861370968","0.490664968959449","1"
"SPD","1986","16-34 y.","East Germany","","","","","1"
"SPD","1986","35-65 y.","West Germany","1544","0.462488738155186","0.444934512862867","0.480042963447506","1"
"SPD","1986","35-65 y.","East Germany","","","","","1"
"SPD","1986","66 and older","West Germany","257","0.416744921344975","0.377748179096006","0.455741663593945","1"
"SPD","1986","66 and older","East Germany","","","","","1"
"AfD","1987","16-34 y.","West Germany","","","","","7"
"AfD","1987","16-34 y.","East Germany","","","","","7"
"AfD","1987","35-65 y.","East Germany","","","","","7"
"AfD","1987","35-65 y.","West Germany","","","","","7"
"AfD","1987","66 and older","West Germany","","","","","7"
"AfD","1987","66 and older","East Germany","","","","","7"
"CDU/CSU","1987","66 and older","East Germany","","","","","2"
"CDU/CSU","1987","16-34 y.","East Germany","","","","","2"
"CDU/CSU","1987","35-65 y.","West Germany","1385","0.466384295879231","0.449107791204546","0.483660800553916","2"
"CDU/CSU","1987","66 and older","West Germany","363","0.511783702248309","0.474567604299374","0.548999800197245","2"
"CDU/CSU","1987","16-34 y.","West Germany","671","0.388918804563799","0.367152426684442","0.410685182443157","2"
"CDU/CSU","1987","35-65 y.","East Germany","","","","","2"
"FDP","1987","66 and older","West Germany","45","0.0681621284571223","0.0493982235253055","0.086926033388939","3"
"FDP","1987","16-34 y.","East Germany","","","","","3"
"FDP","1987","16-34 y.","West Germany","63","0.0388037061364121","0.0301808750054943","0.0474265372673298","3"
"FDP","1987","35-65 y.","East Germany","","","","","3"
"FDP","1987","66 and older","East Germany","","","","","3"
"FDP","1987","35-65 y.","West Germany","170","0.0567640874169745","0.0487506912195747","0.0647774836143743","3"
"Grüne","1987","16-34 y.","East Germany","","","","","4"
"Grüne","1987","16-34 y.","West Germany","330","0.169387846475979","0.152640442448212","0.186135250503746","4"
"Grüne","1987","35-65 y.","East Germany","","","","","4"
"Grüne","1987","35-65 y.","West Germany","137","0.0365904401621237","0.0300882612636163","0.0430926190606312","4"
"Grüne","1987","66 and older","West Germany","4","","","","4"
"Grüne","1987","66 and older","East Germany","","","","","4"
"NPD","1987","16-34 y.","West Germany","","","","","6"
"NPD","1987","16-34 y.","East Germany","","","","","6"
"NPD","1987","35-65 y.","East Germany","","","","","6"
"NPD","1987","35-65 y.","West Germany","","","","","6"
"NPD","1987","66 and older","West Germany","","","","","6"
"NPD","1987","66 and older","East Germany","","","","","6"
"Other","1987","16-34 y.","West Germany","13","","","","8"
"Other","1987","16-34 y.","East Germany","","","","","8"
"Other","1987","35-65 y.","West Germany","18","","","","8"
"Other","1987","35-65 y.","East Germany","","","","","8"
"Other","1987","66 and older","West Germany","6","","","","8"
"Other","1987","66 and older","East Germany","","","","","8"
"PDS/Linke","1987","35-65 y.","West Germany","","","","","5"
"PDS/Linke","1987","66 and older","East Germany","","","","","5"
"PDS/Linke","1987","16-34 y.","West Germany","","","","","5"
"PDS/Linke","1987","16-34 y.","East Germany","","","","","5"
"PDS/Linke","1987","35-65 y.","East Germany","","","","","5"
"PDS/Linke","1987","66 and older","West Germany","","","","","5"
"SPD","1987","35-65 y.","East Germany","","","","","1"
"SPD","1987","66 and older","West Germany","275","0.40247793674143","0.365966452688578","0.438989420794282","1"
"SPD","1987","66 and older","East Germany","","","","","1"
"SPD","1987","16-34 y.","West Germany","850","0.395469268874055","0.373638310795531","0.417300226952579","1"
"SPD","1987","16-34 y.","East Germany","","","","","1"
"SPD","1987","35-65 y.","West Germany","1493","0.434115939888391","0.416951239846705","0.451280639930077","1"
"AfD","1988","16-34 y.","West Germany","","","","","7"
"AfD","1988","16-34 y.","East Germany","","","","","7"
"AfD","1988","35-65 y.","West Germany","","","","","7"
"AfD","1988","35-65 y.","East Germany","","","","","7"
"AfD","1988","66 and older","West Germany","","","","","7"
"AfD","1988","66 and older","East Germany","","","","","7"
"CDU/CSU","1988","66 and older","East Germany","","","","","2"
"CDU/CSU","1988","35-65 y.","West Germany","1164","0.434894154325196","0.416804433387613","0.452983875262779","2"
"CDU/CSU","1988","16-34 y.","East Germany","","","","","2"
"CDU/CSU","1988","16-34 y.","West Germany","517","0.335268009133829","0.312639845934702","0.357896172332956","2"
"CDU/CSU","1988","35-65 y.","East Germany","","","","","2"
"CDU/CSU","1988","66 and older","West Germany","333","0.49598722964247","0.457784784409071","0.534189674875868","2"
"FDP","1988","16-34 y.","West Germany","52","0.0360357227933706","0.0271021116840452","0.0449693339026959","3"
"FDP","1988","35-65 y.","East Germany","","","","","3"
"FDP","1988","16-34 y.","East Germany","","","","","3"
"FDP","1988","66 and older","West Germany","37","0.0582021038344231","0.0403132158805801","0.0760909917882662","3"
"FDP","1988","35-65 y.","West Germany","125","0.0457972262089295","0.0381691485271643","0.0534253038906946","3"
"FDP","1988","66 and older","East Germany","","","","","3"
"Grüne","1988","16-34 y.","East Germany","","","","","4"
"Grüne","1988","16-34 y.","West Germany","235","0.150222846237012","0.133097061808361","0.167348630665662","4"
"Grüne","1988","35-65 y.","East Germany","","","","","4"
"Grüne","1988","66 and older","East Germany","","","","","4"
"Grüne","1988","35-65 y.","West Germany","102","0.0312340627443706","0.0248866191310345","0.0375815063577067","4"
"Grüne","1988","66 and older","West Germany","2","","","","4"
"NPD","1988","16-34 y.","West Germany","","","","","6"
"NPD","1988","16-34 y.","East Germany","","","","","6"
"NPD","1988","35-65 y.","East Germany","","","","","6"
"NPD","1988","35-65 y.","West Germany","","","","","6"
"NPD","1988","66 and older","West Germany","","","","","6"
"NPD","1988","66 and older","East Germany","","","","","6"
"Other","1988","16-34 y.","West Germany","17","","","","8"
"Other","1988","16-34 y.","East Germany","","","","","8"
"Other","1988","35-65 y.","West Germany","23","","","","8"
"Other","1988","35-65 y.","East Germany","","","","","8"
"Other","1988","66 and older","West Germany","8","","","","8"
"Other","1988","66 and older","East Germany","","","","","8"
"PDS/Linke","1988","16-34 y.","West Germany","","","","","5"
"PDS/Linke","1988","16-34 y.","East Germany","","","","","5"
"PDS/Linke","1988","35-65 y.","West Germany","","","","","5"
"PDS/Linke","1988","35-65 y.","East Germany","","","","","5"
"PDS/Linke","1988","66 and older","West Germany","","","","","5"
"PDS/Linke","1988","66 and older","East Germany","","","","","5"
"SPD","1988","35-65 y.","East Germany","","","","","1"
"SPD","1988","66 and older","West Germany","278","0.42942360903761","0.391602435362783","0.467244782712436","1"
"SPD","1988","66 and older","East Germany","","","","","1"
"SPD","1988","16-34 y.","West Germany","851","0.466948866581399","0.443035041248683","0.490862691914115","1"
"SPD","1988","16-34 y.","East Germany","","","","","1"
"SPD","1988","35-65 y.","West Germany","1471","0.479334341104307","0.461104876168848","0.497563806039766","1"
"AfD","1989","16-34 y.","West Germany","","","","","7"
"AfD","1989","16-34 y.","East Germany","","","","","7"
"AfD","1989","35-65 y.","East Germany","","","","","7"
"AfD","1989","35-65 y.","West Germany","","","","","7"
"AfD","1989","66 and older","West Germany","","","","","7"
"AfD","1989","66 and older","East Germany","","","","","7"
"CDU/CSU","1989","16-34 y.","West Germany","422","0.30445758347293","0.281866911969803","0.327048254976057","2"
"CDU/CSU","1989","35-65 y.","West Germany","993","0.398563601487613","0.380314386210914","0.416812816764313","2"
"CDU/CSU","1989","35-65 y.","East Germany","","","","","2"
"CDU/CSU","1989","66 and older","East Germany","","","","","2"
"CDU/CSU","1989","16-34 y.","East Germany","","","","","2"
"CDU/CSU","1989","66 and older","West Germany","315","0.475652369185165","0.436870131650319","0.51443460672001","2"
"FDP","1989","16-34 y.","West Germany","34","0.0264899221553938","0.0186065051583129","0.0343733391524748","3"
"FDP","1989","35-65 y.","East Germany","","","","","3"
"FDP","1989","16-34 y.","East Germany","","","","","3"
"FDP","1989","66 and older","West Germany","23","","","","3"
"FDP","1989","35-65 y.","West Germany","82","0.0309722257838835","0.0245148680913415","0.0374295834764255","3"
"FDP","1989","66 and older","East Germany","","","","","3"
"Grüne","1989","16-34 y.","East Germany","","","","","4"
"Grüne","1989","16-34 y.","West Germany","239","0.158679874837602","0.140743052934595","0.176616696740608","4"
"Grüne","1989","35-65 y.","East Germany","","","","","4"
"Grüne","1989","66 and older","East Germany","","","","","4"
"Grüne","1989","35-65 y.","West Germany","116","0.0380153725962938","0.0308874296485002","0.0451433155440873","4"
"Grüne","1989","66 and older","West Germany","3","","","","4"
"NPD","1989","66 and older","West Germany","","","","","6"
"NPD","1989","16-34 y.","West Germany","","","","","6"
"NPD","1989","16-34 y.","East Germany","","","","","6"
"NPD","1989","35-65 y.","West Germany","","","","","6"
"NPD","1989","35-65 y.","East Germany","","","","","6"
"NPD","1989","66 and older","East Germany","","","","","6"
"Other","1989","35-65 y.","East Germany","","","","","8"
"Other","1989","16-34 y.","West Germany","70","0.0499886079806766","0.0392905767675382","0.060686639193815","8"
"Other","1989","66 and older","West Germany","25","","","","8"
"Other","1989","66 and older","East Germany","","","","","8"
"Other","1989","16-34 y.","East Germany","","","","","8"
"Other","1989","35-65 y.","West Germany","91","0.0363194247874696","0.0293461535754183","0.0432926959995209","8"
"PDS/Linke","1989","16-34 y.","West Germany","","","","","5"
"PDS/Linke","1989","16-34 y.","East Germany","","","","","5"
"PDS/Linke","1989","35-65 y.","West Germany","","","","","5"
"PDS/Linke","1989","35-65 y.","East Germany","","","","","5"
"PDS/Linke","1989","66 and older","West Germany","","","","","5"
"PDS/Linke","1989","66 and older","East Germany","","","","","5"
"SPD","1989","35-65 y.","East Germany","","","","","1"
"SPD","1989","66 and older","West Germany","271","0.438959113643729","0.400421247318318","0.477496979969139","1"
"SPD","1989","66 and older","East Germany","","","","","1"
"SPD","1989","35-65 y.","West Germany","1483","0.49612937534474","0.477493168838824","0.514765581850656","1"
"SPD","1989","16-34 y.","West Germany","829","0.460384011553398","0.435915561869092","0.484852461237704","1"
"SPD","1989","16-34 y.","East Germany","","","","","1"
"AfD","1990","35-65 y.","East Germany","","","","","7"
"AfD","1990","16-34 y.","West Germany","","","","","7"
"AfD","1990","16-34 y.","East Germany","","","","","7"
"AfD","1990","35-65 y.","West Germany","","","","","7"
"AfD","1990","66 and older","West Germany","","","","","7"
"AfD","1990","66 and older","East Germany","","","","","7"
"CDU/CSU","1990","16-34 y.","West Germany","459","0.326563460102151","0.303677821246862","0.349449098957439","2"
"CDU/CSU","1990","16-34 y.","East Germany","","","","","2"
"CDU/CSU","1990","35-65 y.","West Germany","1012","0.394966514974838","0.376827410848959","0.413105619100717","2"
"CDU/CSU","1990","35-65 y.","East Germany","","","","","2"
"CDU/CSU","1990","66 and older","East Germany","","","","","2"
"CDU/CSU","1990","66 and older","West Germany","355","0.512748924701417","0.475317911108179","0.550179938294656","2"
"FDP","1990","16-34 y.","West Germany","51","0.037032265444579","0.0278165954293956","0.0462479354597624","3"
"FDP","1990","16-34 y.","East Germany","","","","","3"
"FDP","1990","35-65 y.","East Germany","","","","","3"
"FDP","1990","66 and older","West Germany","31","0.0481980868068115","0.0321585806806974","0.0642375929329256","3"
"FDP","1990","35-65 y.","West Germany","115","0.0434004501346984","0.0358398165272715","0.0509610837421253","3"
"FDP","1990","66 and older","East Germany","","","","","3"
"Grüne","1990","16-34 y.","West Germany","192","0.123591092916168","0.107529896802405","0.139652289029931","4"
"Grüne","1990","16-34 y.","East Germany","","","","","4"
"Grüne","1990","35-65 y.","East Germany","","","","","4"
"Grüne","1990","35-65 y.","West Germany","105","0.0350197334082355","0.0281985202152627","0.0418409466012083","4"
"Grüne","1990","66 and older","East Germany","","","","","4"
"Grüne","1990","66 and older","West Germany","2","","","","4"
"NPD","1990","66 and older","West Germany","5","","","","6"
"NPD","1990","16-34 y.","West Germany","37","0.0210689948731847","0.0140604338673494","0.0280775558790199","6"
"NPD","1990","16-34 y.","East Germany","","","","","6"
"NPD","1990","35-65 y.","West Germany","31","0.0120740552302152","0.00802144567642256","0.0161266647840079","6"
"NPD","1990","35-65 y.","East Germany","","","","","6"
"NPD","1990","66 and older","East Germany","","","","","6"
"Other","1990","16-34 y.","West Germany","11","","","","8"
"Other","1990","35-65 y.","East Germany","","","","","8"
"Other","1990","16-34 y.","East Germany","","","","","8"
"Other","1990","66 and older","West Germany","4","","","","8"
"Other","1990","66 and older","East Germany","","","","","8"
"Other","1990","35-65 y.","West Germany","14","","","","8"
"PDS/Linke","1990","16-34 y.","West Germany","","","","","5"
"PDS/Linke","1990","16-34 y.","East Germany","","","","","5"
"PDS/Linke","1990","35-65 y.","West Germany","","","","","5"
"PDS/Linke","1990","35-65 y.","East Germany","","","","","5"
"PDS/Linke","1990","66 and older","West Germany","","","","","5"
"PDS/Linke","1990","66 and older","East Germany","","","","","5"
"SPD","1990","16-34 y.","West Germany","863","0.484287169526617","0.459898598375293","0.508675740677941","1"
"SPD","1990","16-34 y.","East Germany","","","","","1"
"SPD","1990","35-65 y.","East Germany","","","","","1"
"SPD","1990","66 and older","West Germany","288","0.4218625577442","0.384879412392847","0.458845703095554","1"
"SPD","1990","66 and older","East Germany","","","","","1"
"SPD","1990","35-65 y.","West Germany","1513","0.509171515874182","0.49062155838917","0.527721473359194","1"
"AfD","1991","16-34 y.","East Germany","","","","","7"
"AfD","1991","35-65 y.","East Germany","","","","","7"
"AfD","1991","16-34 y.","West Germany","","","","","7"
"AfD","1991","35-65 y.","West Germany","","","","","7"
"AfD","1991","66 and older","East Germany","","","","","7"
"AfD","1991","66 and older","West Germany","","","","","7"
"CDU/CSU","1991","16-34 y.","West Germany","433","0.353654986174671","0.326693941373551","0.380616030975792","2"
"CDU/CSU","1991","16-34 y.","East Germany","","","","","2"
"CDU/CSU","1991","35-65 y.","West Germany","987","0.435700964569619","0.415401260862596","0.456000668276642","2"
"CDU/CSU","1991","35-65 y.","East Germany","","","","","2"
"CDU/CSU","1991","66 and older","West Germany","356","0.51593364690175","0.477836124311865","0.554031169491634","2"
"CDU/CSU","1991","66 and older","East Germany","","","","","2"
"FDP","1991","66 and older","West Germany","32","0.0532484118257814","0.0361317641246128","0.0703650595269499","3"
"FDP","1991","16-34 y.","West Germany","46","0.0469006994388938","0.0349780339555948","0.0588233649221928","3"
"FDP","1991","16-34 y.","East Germany","","","","","3"
"FDP","1991","35-65 y.","East Germany","","","","","3"
"FDP","1991","66 and older","East Germany","","","","","3"
"FDP","1991","35-65 y.","West Germany","127","0.0579251689567573","0.0483616628496196","0.0674886750638951","3"
"Grüne","1991","16-34 y.","West Germany","131","0.116652777636804","0.0985507222274676","0.134754833046141","4"
"Grüne","1991","16-34 y.","East Germany","","","","","4"
"Grüne","1991","35-65 y.","East Germany","","","","","4"
"Grüne","1991","35-65 y.","West Germany","84","0.0376985737815381","0.0299010122734141","0.0454961352896622","4"
"Grüne","1991","66 and older","East Germany","","","","","4"
"Grüne","1991","66 and older","West Germany","6","","","","4"
"NPD","1991","16-34 y.","West Germany","28","","","","6"
"NPD","1991","35-65 y.","West Germany","13","","","","6"
"NPD","1991","35-65 y.","East Germany","","","","","6"
"NPD","1991","66 and older","West Germany","4","","","","6"
"NPD","1991","66 and older","East Germany","","","","","6"
"NPD","1991","16-34 y.","East Germany","","","","","6"
"Other","1991","16-34 y.","West Germany","9","","","","8"
"Other","1991","35-65 y.","East Germany","","","","","8"
"Other","1991","16-34 y.","East Germany","","","","","8"
"Other","1991","66 and older","West Germany","1","","","","8"
"Other","1991","66 and older","East Germany","","","","","8"
"Other","1991","35-65 y.","West Germany","9","","","","8"
"PDS/Linke","1991","16-34 y.","West Germany","2","","","","5"
"PDS/Linke","1991","35-65 y.","West Germany","","","","","5"
"PDS/Linke","1991","66 and older","East Germany","","","","","5"
"PDS/Linke","1991","66 and older","West Germany","2","","","","5"
"PDS/Linke","1991","16-34 y.","East Germany","","","","","5"
"PDS/Linke","1991","35-65 y.","East Germany","","","","","5"
"SPD","1991","16-34 y.","West Germany","559","0.453482301992589","0.425408779390449","0.481555824594729","1"
"SPD","1991","16-34 y.","East Germany","","","","","1"
"SPD","1991","35-65 y.","East Germany","","","","","1"
"SPD","1991","35-65 y.","West Germany","1072","0.457596114421028","0.437200192327962","0.477992036514093","1"
"SPD","1991","66 and older","West Germany","260","0.409549037771072","0.372061041023622","0.447037034518522","1"
"SPD","1991","66 and older","East Germany","","","","","1"
"AfD","1992","35-65 y.","East Germany","","","","","7"
"AfD","1992","16-34 y.","West Germany","","","","","7"
"AfD","1992","16-34 y.","East Germany","","","","","7"
"AfD","1992","35-65 y.","West Germany","","","","","7"
"AfD","1992","66 and older","West Germany","","","","","7"
"AfD","1992","66 and older","East Germany","","","","","7"
"CDU/CSU","1992","35-65 y.","East Germany","306","0.386672672277452","0.352713863836121","0.420631480718782","2"
"CDU/CSU","1992","16-34 y.","West Germany","362","0.327607703903433","0.301774582695304","0.353440825111562","2"
"CDU/CSU","1992","66 and older","East Germany","51","0.302049817748376","0.225993451072379","0.378106184424374","2"
"CDU/CSU","1992","16-34 y.","East Germany","121","0.307124659888646","0.259929228993589","0.354320090783702","2"
"CDU/CSU","1992","35-65 y.","West Germany","927","0.421383785698829","0.4014747401491","0.441292831248557","2"
"CDU/CSU","1992","66 and older","West Germany","337","0.537667392388","0.498548197505605","0.576786587270396","2"
"FDP","1992","35-65 y.","East Germany","55","0.0671005645276776","0.0496537940586609","0.0845473349966943","3"
"FDP","1992","66 and older","West Germany","27","","","","3"
"FDP","1992","16-34 y.","East Germany","18","","","","3"
"FDP","1992","35-65 y.","West Germany","100","0.046398176988069","0.0379171152412166","0.0548792387349215","3"
"FDP","1992","66 and older","East Germany","7","","","","3"
"FDP","1992","16-34 y.","West Germany","41","0.0457314339370091","0.0342331988713941","0.0572296690026242","3"
"Grüne","1992","16-34 y.","West Germany","165","0.120695557950149","0.102764589716146","0.138626526184153","4"
"Grüne","1992","66 and older","East Germany","5","","","","4"
"Grüne","1992","16-34 y.","East Germany","67","0.211814335743828","0.170011379096649","0.253617292391007","4"
"Grüne","1992","66 and older","West Germany","2","","","","4"
"Grüne","1992","35-65 y.","East Germany","58","0.0689644867942974","0.0512947360518255","0.0866342375367693","4"
"Grüne","1992","35-65 y.","West Germany","106","0.0460860739768909","0.0376322017212732","0.0545399462325086","4"
"NPD","1992","66 and older","East Germany","","","","","6"
"NPD","1992","66 and older","West Germany","","","","","6"
"NPD","1992","35-65 y.","East Germany","","","","","6"
"NPD","1992","16-34 y.","West Germany","","","","","6"
"NPD","1992","35-65 y.","West Germany","","","","","6"
"NPD","1992","16-34 y.","East Germany","","","","","6"
"Other","1992","66 and older","East Germany","3","","","","8"
"Other","1992","16-34 y.","West Germany","45","0.0324153929511358","0.0226675486232885","0.0421632372789832","8"
"Other","1992","66 and older","West Germany","5","","","","8"
"Other","1992","35-65 y.","East Germany","9","","","","8"
