"party","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"CDU/CSU","1984","direct migration background","higher education","17","","","","2"
"CDU/CSU","1984","indirect migration background","in school","","","","","2"
"CDU/CSU","1984","indirect migration background","inadequately","","","","","2"
"CDU/CSU","1984","indirect migration background","middle vocational","5","","","","2"
"CDU/CSU","1984","indirect migration background","vocational + Abi","","","","","2"
"CDU/CSU","1984","indirect migration background","higher vocational","1","","","","2"
"CDU/CSU","1984","indirect migration background","higher education","1","","","","2"
"CDU/CSU","1984","indirect migration background","general elemantary","3","","","","2"
"FDP","1984","direct migration background","vocational + Abi","3","","","","3"
"FDP","1984","direct migration background","general elemantary","4","","","","3"
"FDP","1984","no migration background","vocational + Abi","10","","","","3"
"FDP","1984","direct migration background","middle vocational","3","","","","3"
"FDP","1984","indirect migration background","inadequately","","","","","3"
"FDP","1984","indirect migration background","vocational + Abi","","","","","3"
"FDP","1984","no migration background","general elemantary","29","","","","3"
"FDP","1984","no migration background","inadequately","1","","","","3"
"FDP","1984","no migration background","higher education","41","0.0915409856265147","0.064626303331374","0.118455667921655","3"
"FDP","1984","direct migration background","higher education","3","","","","3"
"FDP","1984","no migration background","middle vocational","67","0.0254124932765046","0.0196438315646761","0.0311811549883331","3"
"FDP","1984","direct migration background","in school","","","","","3"
"FDP","1984","direct migration background","inadequately","","","","","3"
"FDP","1984","no migration background","in school","","","","","3"
"FDP","1984","no migration background","higher vocational","17","","","","3"
"FDP","1984","direct migration background","higher vocational","1","","","","3"
"FDP","1984","indirect migration background","in school","","","","","3"
"FDP","1984","indirect migration background","general elemantary","","","","","3"
"FDP","1984","indirect migration background","middle vocational","1","","","","3"
"FDP","1984","indirect migration background","higher vocational","","","","","3"
"FDP","1984","indirect migration background","higher education","","","","","3"
"NPD","1984","no migration background","in school","","","","","6"
"NPD","1984","no migration background","inadequately","","","","","6"
"NPD","1984","no migration background","middle vocational","","","","","6"
"NPD","1984","no migration background","vocational + Abi","","","","","6"
"NPD","1984","no migration background","general elemantary","","","","","6"
"NPD","1984","no migration background","higher vocational","","","","","6"
"NPD","1984","no migration background","higher education","","","","","6"
"NPD","1984","direct migration background","in school","","","","","6"
"NPD","1984","direct migration background","middle vocational","","","","","6"
"NPD","1984","direct migration background","vocational + Abi","","","","","6"
"NPD","1984","direct migration background","higher vocational","","","","","6"
"NPD","1984","direct migration background","higher education","","","","","6"
"NPD","1984","indirect migration background","in school","","","","","6"
"NPD","1984","indirect migration background","inadequately","","","","","6"
"NPD","1984","indirect migration background","general elemantary","","","","","6"
"NPD","1984","indirect migration background","middle vocational","","","","","6"
"NPD","1984","indirect migration background","vocational + Abi","","","","","6"
"NPD","1984","indirect migration background","higher vocational","","","","","6"
"NPD","1984","direct migration background","inadequately","","","","","6"
"NPD","1984","direct migration background","general elemantary","","","","","6"
"NPD","1984","indirect migration background","higher education","","","","","6"
"Other","1984","direct migration background","inadequately","4","","","","8"
"Other","1984","direct migration background","general elemantary","4","","","","8"
"Other","1984","no migration background","in school","1","","","","8"
"Other","1984","direct migration background","middle vocational","2","","","","8"
"Other","1984","direct migration background","vocational + Abi","1","","","","8"
"Other","1984","direct migration background","higher vocational","","","","","8"
"Other","1984","no migration background","inadequately","","","","","8"
"Other","1984","no migration background","general elemantary","9","","","","8"
"Other","1984","no migration background","middle vocational","14","","","","8"
"Other","1984","direct migration background","higher education","","","","","8"
"Other","1984","no migration background","vocational + Abi","2","","","","8"
"Other","1984","no migration background","higher vocational","1","","","","8"
"Other","1984","no migration background","higher education","1","","","","8"
"Other","1984","direct migration background","in school","","","","","8"
"Other","1984","indirect migration background","in school","","","","","8"
"Other","1984","indirect migration background","inadequately","","","","","8"
"Other","1984","indirect migration background","general elemantary","1","","","","8"
"Other","1984","indirect migration background","middle vocational","","","","","8"
"Other","1984","indirect migration background","vocational + Abi","","","","","8"
"Other","1984","indirect migration background","higher vocational","","","","","8"
"Other","1984","indirect migration background","higher education","","","","","8"
"PDS/Linke","1984","no migration background","vocational + Abi","","","","","5"
"PDS/Linke","1984","no migration background","higher education","","","","","5"
"PDS/Linke","1984","direct migration background","inadequately","","","","","5"
"PDS/Linke","1984","no migration background","in school","","","","","5"
"PDS/Linke","1984","no migration background","inadequately","","","","","5"
"PDS/Linke","1984","no migration background","general elemantary","","","","","5"
"PDS/Linke","1984","no migration background","middle vocational","","","","","5"
"PDS/Linke","1984","no migration background","higher vocational","","","","","5"
"PDS/Linke","1984","direct migration background","in school","","","","","5"
"PDS/Linke","1984","direct migration background","general elemantary","","","","","5"
"PDS/Linke","1984","direct migration background","middle vocational","","","","","5"
"PDS/Linke","1984","direct migration background","vocational + Abi","","","","","5"
"PDS/Linke","1984","direct migration background","higher vocational","","","","","5"
"PDS/Linke","1984","direct migration background","higher education","","","","","5"
"PDS/Linke","1984","indirect migration background","in school","","","","","5"
"PDS/Linke","1984","indirect migration background","inadequately","","","","","5"
"PDS/Linke","1984","indirect migration background","general elemantary","","","","","5"
"PDS/Linke","1984","indirect migration background","middle vocational","","","","","5"
"PDS/Linke","1984","indirect migration background","vocational + Abi","","","","","5"
"PDS/Linke","1984","indirect migration background","higher vocational","","","","","5"
"PDS/Linke","1984","indirect migration background","higher education","","","","","5"
"SPD","1984","no migration background","general elemantary","631","0.471356132481599","0.444658898679828","0.49805336628337","1"
"SPD","1984","no migration background","inadequately","21","","","","1"
"SPD","1984","no migration background","middle vocational","1356","0.470414177722296","0.452118462594274","0.488709892850318","1"
"SPD","1984","no migration background","vocational + Abi","47","0.391589407358934","0.305677947378912","0.477500867338955","1"
"SPD","1984","no migration background","higher vocational","131","0.327223135339221","0.281010788612666","0.373435482065776","1"
"SPD","1984","direct migration background","inadequately","192","0.830883124950097","0.782119205602403","0.87964704429779","1"
"SPD","1984","no migration background","in school","22","","","","1"
"SPD","1984","no migration background","higher education","144","0.305969080480819","0.262960315034138","0.348977845927501","1"
"SPD","1984","direct migration background","in school","6","","","","1"
"SPD","1984","indirect migration background","inadequately","","","","","1"
"SPD","1984","indirect migration background","middle vocational","13","","","","1"
"SPD","1984","indirect migration background","higher vocational","1","","","","1"
"SPD","1984","direct migration background","general elemantary","230","0.606995121727605","0.553894698628145","0.660095544827065","1"
"SPD","1984","direct migration background","middle vocational","262","0.507957790608925","0.458340758811905","0.557574822405945","1"
"SPD","1984","direct migration background","vocational + Abi","41","0.528558861918648","0.403289867524647","0.653827856312649","1"
"SPD","1984","direct migration background","higher vocational","12","","","","1"
"SPD","1984","direct migration background","higher education","35","0.46544445138493","0.342273536888536","0.588615365881323","1"
"SPD","1984","indirect migration background","in school","3","","","","1"
"SPD","1984","indirect migration background","general elemantary","10","","","","1"
"SPD","1984","indirect migration background","vocational + Abi","","","","","1"
"SPD","1984","indirect migration background","higher education","1","","","","1"
"AfD","1985","no migration background","in school","","","","","7"
"AfD","1985","direct migration background","vocational + Abi","","","","","7"
"AfD","1985","no migration background","inadequately","","","","","7"
"AfD","1985","no migration background","general elemantary","","","","","7"
"AfD","1985","direct migration background","general elemantary","","","","","7"
"AfD","1985","direct migration background","middle vocational","","","","","7"
"AfD","1985","no migration background","middle vocational","","","","","7"
"AfD","1985","no migration background","vocational + Abi","","","","","7"
"AfD","1985","no migration background","higher vocational","","","","","7"
"AfD","1985","no migration background","higher education","","","","","7"
"AfD","1985","direct migration background","in school","","","","","7"
"AfD","1985","direct migration background","inadequately","","","","","7"
"AfD","1985","direct migration background","higher vocational","","","","","7"
"AfD","1985","direct migration background","higher education","","","","","7"
"AfD","1985","indirect migration background","in school","","","","","7"
"AfD","1985","indirect migration background","inadequately","","","","","7"
"AfD","1985","indirect migration background","general elemantary","","","","","7"
"AfD","1985","indirect migration background","middle vocational","","","","","7"
"AfD","1985","indirect migration background","vocational + Abi","","","","","7"
"AfD","1985","indirect migration background","higher vocational","","","","","7"
"AfD","1985","indirect migration background","higher education","","","","","7"
"CDU/CSU","1985","direct migration background","general elemantary","50","0.358848343561973","0.301528128883748","0.416168558240197","2"
"CDU/CSU","1985","no migration background","inadequately","8","","","","2"
"CDU/CSU","1985","no migration background","general elemantary","515","0.467678797098855","0.43839203359091","0.4969655606068","2"
"CDU/CSU","1985","no migration background","middle vocational","1111","0.435745658510875","0.416601121372088","0.454890195649662","2"
"CDU/CSU","1985","no migration background","higher vocational","206","0.561563154127618","0.511673658029849","0.611452650225386","2"
"CDU/CSU","1985","direct migration background","inadequately","17","","","","2"
"CDU/CSU","1985","direct migration background","middle vocational","84","0.396259999384117","0.346286556097347","0.446233442670886","2"
"CDU/CSU","1985","direct migration background","vocational + Abi","9","","","","2"
"CDU/CSU","1985","direct migration background","higher vocational","18","","","","2"
"CDU/CSU","1985","no migration background","in school","27","","","","2"
"CDU/CSU","1985","direct migration background","in school","3","","","","2"
"CDU/CSU","1985","no migration background","vocational + Abi","42","0.340636662529307","0.255487044806894","0.425786280251719","2"
"CDU/CSU","1985","no migration background","higher education","190","0.4261366217796","0.38084748566373","0.47142575789547","2"
"CDU/CSU","1985","direct migration background","higher education","20","","","","2"
"CDU/CSU","1985","indirect migration background","in school","","","","","2"
"CDU/CSU","1985","indirect migration background","inadequately","","","","","2"
"CDU/CSU","1985","indirect migration background","middle vocational","10","","","","2"
"CDU/CSU","1985","indirect migration background","vocational + Abi","","","","","2"
"CDU/CSU","1985","indirect migration background","higher vocational","1","","","","2"
"CDU/CSU","1985","indirect migration background","higher education","1","","","","2"
"CDU/CSU","1985","indirect migration background","general elemantary","1","","","","2"
"FDP","1985","no migration background","general elemantary","21","","","","3"
"FDP","1985","indirect migration background","general elemantary","","","","","3"
"FDP","1985","no migration background","middle vocational","90","0.0384666689049464","0.0310413460240479","0.0458919917858449","3"
"FDP","1985","direct migration background","higher vocational","","","","","3"
"FDP","1985","indirect migration background","in school","","","","","3"
"FDP","1985","no migration background","inadequately","","","","","3"
"FDP","1985","direct migration background","general elemantary","1","","","","3"
"FDP","1985","direct migration background","middle vocational","3","","","","3"
"FDP","1985","direct migration background","inadequately","","","","","3"
"FDP","1985","direct migration background","vocational + Abi","2","","","","3"
"FDP","1985","no migration background","vocational + Abi","8","","","","3"
"FDP","1985","no migration background","higher education","47","0.104587534444782","0.0765611624180248","0.13261390647154","3"
"FDP","1985","no migration background","in school","2","","","","3"
"FDP","1985","no migration background","higher vocational","18","","","","3"
"FDP","1985","direct migration background","in school","","","","","3"
"FDP","1985","direct migration background","higher education","4","","","","3"
"FDP","1985","indirect migration background","inadequately","","","","","3"
"FDP","1985","indirect migration background","higher vocational","","","","","3"
"FDP","1985","indirect migration background","higher education","","","","","3"
"FDP","1985","indirect migration background","middle vocational","","","","","3"
"FDP","1985","indirect migration background","vocational + Abi","","","","","3"
"NPD","1985","no migration background","inadequately","","","","","6"
"NPD","1985","no migration background","in school","","","","","6"
"NPD","1985","no migration background","vocational + Abi","","","","","6"
"NPD","1985","no migration background","general elemantary","","","","","6"
"NPD","1985","no migration background","middle vocational","","","","","6"
"NPD","1985","no migration background","higher vocational","","","","","6"
"NPD","1985","no migration background","higher education","","","","","6"
"NPD","1985","direct migration background","in school","","","","","6"
"NPD","1985","direct migration background","inadequately","","","","","6"
"NPD","1985","direct migration background","general elemantary","","","","","6"
"NPD","1985","direct migration background","middle vocational","","","","","6"
"NPD","1985","direct migration background","vocational + Abi","","","","","6"
"NPD","1985","direct migration background","higher vocational","","","","","6"
"NPD","1985","direct migration background","higher education","","","","","6"
"NPD","1985","indirect migration background","in school","","","","","6"
"NPD","1985","indirect migration background","inadequately","","","","","6"
"NPD","1985","indirect migration background","general elemantary","","","","","6"
"NPD","1985","indirect migration background","middle vocational","","","","","6"
"NPD","1985","indirect migration background","vocational + Abi","","","","","6"
"NPD","1985","indirect migration background","higher vocational","","","","","6"
"NPD","1985","indirect migration background","higher education","","","","","6"
"Other","1985","direct migration background","vocational + Abi","","","","","8"
"Other","1985","direct migration background","middle vocational","","","","","8"
"Other","1985","direct migration background","higher vocational","","","","","8"
"Other","1985","no migration background","in school","4","","","","8"
"Other","1985","no migration background","inadequately","1","","","","8"
"Other","1985","no migration background","general elemantary","8","","","","8"
"Other","1985","no migration background","middle vocational","17","","","","8"
"Other","1985","no migration background","vocational + Abi","2","","","","8"
"Other","1985","direct migration background","general elemantary","","","","","8"
"Other","1985","direct migration background","higher education","","","","","8"
"Other","1985","indirect migration background","in school","","","","","8"
"Other","1985","no migration background","higher vocational","","","","","8"
"Other","1985","no migration background","higher education","4","","","","8"
"Other","1985","indirect migration background","inadequately","","","","","8"
"Other","1985","indirect migration background","general elemantary","","","","","8"
"Other","1985","indirect migration background","middle vocational","","","","","8"
"Other","1985","indirect migration background","vocational + Abi","","","","","8"
"Other","1985","direct migration background","in school","","","","","8"
"Other","1985","direct migration background","inadequately","","","","","8"
"Other","1985","indirect migration background","higher vocational","","","","","8"
"Other","1985","indirect migration background","higher education","","","","","8"
"PDS/Linke","1985","no migration background","vocational + Abi","","","","","5"
"PDS/Linke","1985","indirect migration background","general elemantary","","","","","5"
"PDS/Linke","1985","direct migration background","inadequately","","","","","5"
"PDS/Linke","1985","indirect migration background","in school","","","","","5"
"PDS/Linke","1985","no migration background","higher education","","","","","5"
"PDS/Linke","1985","no migration background","in school","","","","","5"
"PDS/Linke","1985","no migration background","inadequately","","","","","5"
"PDS/Linke","1985","no migration background","middle vocational","","","","","5"
"PDS/Linke","1985","indirect migration background","higher vocational","","","","","5"
"PDS/Linke","1985","no migration background","higher vocational","","","","","5"
"PDS/Linke","1985","direct migration background","in school","","","","","5"
"PDS/Linke","1985","direct migration background","middle vocational","","","","","5"
"PDS/Linke","1985","direct migration background","higher education","","","","","5"
"PDS/Linke","1985","indirect migration background","inadequately","","","","","5"
"PDS/Linke","1985","indirect migration background","higher education","","","","","5"
"PDS/Linke","1985","direct migration background","general elemantary","","","","","5"
"PDS/Linke","1985","direct migration background","vocational + Abi","","","","","5"
"PDS/Linke","1985","indirect migration background","vocational + Abi","","","","","5"
"PDS/Linke","1985","no migration background","general elemantary","","","","","5"
"PDS/Linke","1985","direct migration background","higher vocational","","","","","5"
"PDS/Linke","1985","indirect migration background","middle vocational","","","","","5"
"SPD","1985","no migration background","in school","15","","","","1"
"SPD","1985","no migration background","inadequately","22","","","","1"
"SPD","1985","no migration background","general elemantary","522","0.467586519817986","0.438300107671692","0.49687293196428","1"
"SPD","1985","no migration background","middle vocational","1219","0.470094173368907","0.450824131275161","0.489364215462653","1"
"SPD","1985","no migration background","vocational + Abi","39","0.334158408825539","0.249409080056932","0.418907737594145","1"
"SPD","1985","no migration background","higher vocational","128","0.332559551411276","0.285190218711768","0.379928884110784","1"
"SPD","1985","no migration background","higher education","162","0.34270693449407","0.299240269159257","0.386173599828883","1"
"SPD","1985","direct migration background","in school","2","","","","1"
"SPD","1985","direct migration background","inadequately","123","0.801634273166232","0.737819104879816","0.865449441452648","1"
"SPD","1985","direct migration background","middle vocational","249","0.525945794909083","0.474929527908608","0.576962061909559","1"
"SPD","1985","direct migration background","vocational + Abi","40","0.52960500605231","0.401152825625673","0.658057186478948","1"
"SPD","1985","direct migration background","higher vocational","8","","","","1"
"SPD","1985","direct migration background","higher education","35","0.434527404613869","0.315834418335825","0.553220390891914","1"
"SPD","1985","indirect migration background","in school","3","","","","1"
"SPD","1985","indirect migration background","inadequately","","","","","1"
"SPD","1985","indirect migration background","middle vocational","14","","","","1"
"SPD","1985","indirect migration background","higher vocational","1","","","","1"
"SPD","1985","indirect migration background","general elemantary","11","","","","1"
"SPD","1985","direct migration background","general elemantary","198","0.59184165989243","0.533107730802294","0.650575588982566","1"
"SPD","1985","indirect migration background","vocational + Abi","","","","","1"
"SPD","1985","indirect migration background","higher education","","","","","1"
"AfD","1986","no migration background","inadequately","","","","","7"
"AfD","1986","no migration background","in school","","","","","7"
"AfD","1986","no migration background","higher vocational","","","","","7"
"AfD","1986","direct migration background","vocational + Abi","","","","","7"
"AfD","1986","no migration background","general elemantary","","","","","7"
"AfD","1986","no migration background","middle vocational","","","","","7"
"AfD","1986","no migration background","vocational + Abi","","","","","7"
"AfD","1986","direct migration background","general elemantary","","","","","7"
"AfD","1986","direct migration background","middle vocational","","","","","7"
"AfD","1986","no migration background","higher education","","","","","7"
"AfD","1986","direct migration background","in school","","","","","7"
"AfD","1986","direct migration background","inadequately","","","","","7"
"AfD","1986","direct migration background","higher vocational","","","","","7"
"AfD","1986","direct migration background","higher education","","","","","7"
"AfD","1986","indirect migration background","in school","","","","","7"
"AfD","1986","indirect migration background","inadequately","","","","","7"
"AfD","1986","indirect migration background","general elemantary","","","","","7"
"AfD","1986","indirect migration background","middle vocational","","","","","7"
"AfD","1986","indirect migration background","vocational + Abi","","","","","7"
"AfD","1986","indirect migration background","higher vocational","","","","","7"
"AfD","1986","indirect migration background","higher education","","","","","7"
"CDU/CSU","1986","direct migration background","general elemantary","56","0.353588352432909","0.296135600662751","0.411041104203067","2"
"CDU/CSU","1986","no migration background","general elemantary","466","0.463344659434576","0.43281753007911","0.493871788790042","2"
"CDU/CSU","1986","no migration background","higher vocational","184","0.575672709667036","0.522021737745546","0.629323681588525","2"
"CDU/CSU","1986","direct migration background","in school","2","","","","2"
"CDU/CSU","1986","no migration background","in school","17","","","","2"
"CDU/CSU","1986","no migration background","inadequately","6","","","","2"
"CDU/CSU","1986","no migration background","middle vocational","1068","0.43124781463633","0.411799309760997","0.450696319511663","2"
"CDU/CSU","1986","no migration background","vocational + Abi","44","0.393731202587425","0.303247241371404","0.484215163803445","2"
"CDU/CSU","1986","no migration background","higher education","194","0.445916996094444","0.400042189393331","0.491791802795558","2"
"CDU/CSU","1986","direct migration background","inadequately","18","","","","2"
"CDU/CSU","1986","direct migration background","middle vocational","79","0.390872046666548","0.339158227858717","0.442585865474379","2"
"CDU/CSU","1986","direct migration background","vocational + Abi","4","","","","2"
"CDU/CSU","1986","direct migration background","higher vocational","17","","","","2"
"CDU/CSU","1986","direct migration background","higher education","19","","","","2"
"CDU/CSU","1986","indirect migration background","in school","","","","","2"
"CDU/CSU","1986","indirect migration background","inadequately","","","","","2"
"CDU/CSU","1986","indirect migration background","middle vocational","9","","","","2"
"CDU/CSU","1986","indirect migration background","higher vocational","1","","","","2"
"CDU/CSU","1986","indirect migration background","general elemantary","4","","","","2"
"CDU/CSU","1986","indirect migration background","vocational + Abi","","","","","2"
"CDU/CSU","1986","indirect migration background","higher education","1","","","","2"
"FDP","1986","direct migration background","higher vocational","1","","","","3"
"FDP","1986","no migration background","in school","2","","","","3"
"FDP","1986","no migration background","general elemantary","16","","","","3"
"FDP","1986","no migration background","inadequately","","","","","3"
"FDP","1986","no migration background","middle vocational","83","0.035824470207701","0.0285260448951138","0.0431228955202882","3"
"FDP","1986","direct migration background","inadequately","","","","","3"
"FDP","1986","direct migration background","general elemantary","1","","","","3"
"FDP","1986","indirect migration background","in school","","","","","3"
"FDP","1986","indirect migration background","vocational + Abi","","","","","3"
"FDP","1986","direct migration background","middle vocational","5","","","","3"
"FDP","1986","no migration background","vocational + Abi","7","","","","3"
"FDP","1986","no migration background","higher vocational","13","","","","3"
"FDP","1986","no migration background","higher education","37","0.0860536180776882","0.0601712060588005","0.111936030096576","3"
"FDP","1986","indirect migration background","general elemantary","","","","","3"
"FDP","1986","direct migration background","in school","","","","","3"
"FDP","1986","direct migration background","vocational + Abi","1","","","","3"
"FDP","1986","direct migration background","higher education","2","","","","3"
"FDP","1986","indirect migration background","inadequately","","","","","3"
"FDP","1986","indirect migration background","middle vocational","","","","","3"
"FDP","1986","indirect migration background","higher vocational","","","","","3"
"FDP","1986","indirect migration background","higher education","","","","","3"
"NPD","1986","no migration background","inadequately","","","","","6"
"NPD","1986","no migration background","in school","","","","","6"
"NPD","1986","no migration background","middle vocational","","","","","6"
"NPD","1986","no migration background","vocational + Abi","","","","","6"
"NPD","1986","no migration background","general elemantary","","","","","6"
"NPD","1986","no migration background","higher vocational","","","","","6"
"NPD","1986","no migration background","higher education","","","","","6"
"NPD","1986","direct migration background","in school","","","","","6"
"NPD","1986","direct migration background","inadequately","","","","","6"
"NPD","1986","direct migration background","general elemantary","","","","","6"
"NPD","1986","direct migration background","middle vocational","","","","","6"
"NPD","1986","direct migration background","vocational + Abi","","","","","6"
"NPD","1986","direct migration background","higher vocational","","","","","6"
"NPD","1986","direct migration background","higher education","","","","","6"
"NPD","1986","indirect migration background","in school","","","","","6"
"NPD","1986","indirect migration background","inadequately","","","","","6"
"NPD","1986","indirect migration background","general elemantary","","","","","6"
"NPD","1986","indirect migration background","middle vocational","","","","","6"
"NPD","1986","indirect migration background","vocational + Abi","","","","","6"
"NPD","1986","indirect migration background","higher vocational","","","","","6"
"NPD","1986","indirect migration background","higher education","","","","","6"
"Other","1986","direct migration background","general elemantary","2","","","","8"
"Other","1986","no migration background","middle vocational","15","","","","8"
"Other","1986","direct migration background","middle vocational","3","","","","8"
"Other","1986","no migration background","in school","2","","","","8"
"Other","1986","direct migration background","higher vocational","","","","","8"
"Other","1986","no migration background","inadequately","","","","","8"
"Other","1986","no migration background","general elemantary","4","","","","8"
"Other","1986","direct migration background","vocational + Abi","","","","","8"
"Other","1986","direct migration background","higher education","","","","","8"
"Other","1986","no migration background","vocational + Abi","1","","","","8"
"Other","1986","no migration background","higher vocational","1","","","","8"
"Other","1986","no migration background","higher education","1","","","","8"
"Other","1986","direct migration background","in school","","","","","8"
"Other","1986","direct migration background","inadequately","","","","","8"
"Other","1986","indirect migration background","in school","","","","","8"
"Other","1986","indirect migration background","inadequately","","","","","8"
"Other","1986","indirect migration background","general elemantary","","","","","8"
"Other","1986","indirect migration background","middle vocational","","","","","8"
"Other","1986","indirect migration background","vocational + Abi","","","","","8"
"Other","1986","indirect migration background","higher vocational","","","","","8"
"Other","1986","indirect migration background","higher education","","","","","8"
"PDS/Linke","1986","no migration background","in school","","","","","5"
"PDS/Linke","1986","no migration background","inadequately","","","","","5"
"PDS/Linke","1986","no migration background","general elemantary","","","","","5"
"PDS/Linke","1986","no migration background","middle vocational","","","","","5"
"PDS/Linke","1986","no migration background","vocational + Abi","","","","","5"
"PDS/Linke","1986","no migration background","higher education","","","","","5"
"PDS/Linke","1986","direct migration background","inadequately","","","","","5"
"PDS/Linke","1986","indirect migration background","in school","","","","","5"
"PDS/Linke","1986","indirect migration background","general elemantary","","","","","5"
"PDS/Linke","1986","indirect migration background","vocational + Abi","","","","","5"
"PDS/Linke","1986","indirect migration background","higher vocational","","","","","5"
"PDS/Linke","1986","indirect migration background","higher education","","","","","5"
"PDS/Linke","1986","no migration background","higher vocational","","","","","5"
"PDS/Linke","1986","direct migration background","in school","","","","","5"
"PDS/Linke","1986","direct migration background","general elemantary","","","","","5"
"PDS/Linke","1986","direct migration background","middle vocational","","","","","5"
"PDS/Linke","1986","direct migration background","vocational + Abi","","","","","5"
"PDS/Linke","1986","direct migration background","higher vocational","","","","","5"
"PDS/Linke","1986","direct migration background","higher education","","","","","5"
"PDS/Linke","1986","indirect migration background","inadequately","","","","","5"
"PDS/Linke","1986","indirect migration background","middle vocational","","","","","5"
"SPD","1986","no migration background","in school","16","","","","1"
"SPD","1986","no migration background","inadequately","17","","","","1"
"SPD","1986","no migration background","general elemantary","492","0.478341591991771","0.447760827622048","0.508922356361494","1"
"SPD","1986","no migration background","middle vocational","1202","0.482128936921061","0.462506468052703","0.50175140578942","1"
"SPD","1986","no migration background","vocational + Abi","38","0.337500887807616","0.249928097085137","0.425073678530094","1"
"SPD","1986","no migration background","higher vocational","103","0.321809928060873","0.27109746270452","0.372522393417226","1"
"SPD","1986","direct migration background","in school","4","","","","1"
"SPD","1986","direct migration background","middle vocational","231","0.508603724613575","0.455620213310829","0.561587235916321","1"
"SPD","1986","no migration background","higher education","148","0.317284142718429","0.274330104531945","0.360238180904912","1"
"SPD","1986","direct migration background","inadequately","122","0.832892717710089","0.772989910185794","0.892795525234383","1"
"SPD","1986","direct migration background","general elemantary","194","0.606921050911379","0.548224407534044","0.665617694288713","1"
"SPD","1986","direct migration background","vocational + Abi","36","0.621895691831567","0.484715293571897","0.759076090091237","1"
"SPD","1986","direct migration background","higher vocational","11","","","","1"
"SPD","1986","direct migration background","higher education","30","0.379066448361355","0.254209035740477","0.503923860982232","1"
"SPD","1986","indirect migration background","in school","1","","","","1"
"SPD","1986","indirect migration background","general elemantary","8","","","","1"
"SPD","1986","indirect migration background","vocational + Abi","1","","","","1"
"SPD","1986","indirect migration background","inadequately","1","","","","1"
"SPD","1986","indirect migration background","middle vocational","13","","","","1"
"SPD","1986","indirect migration background","higher vocational","1","","","","1"
"SPD","1986","indirect migration background","higher education","","","","","1"
"AfD","1987","no migration background","general elemantary","","","","","7"
"AfD","1987","no migration background","inadequately","","","","","7"
"AfD","1987","direct migration background","higher vocational","","","","","7"
"AfD","1987","no migration background","middle vocational","","","","","7"
"AfD","1987","direct migration background","in school","","","","","7"
"AfD","1987","direct migration background","vocational + Abi","","","","","7"
"AfD","1987","no migration background","in school","","","","","7"
"AfD","1987","no migration background","vocational + Abi","","","","","7"
"AfD","1987","no migration background","higher vocational","","","","","7"
"AfD","1987","no migration background","higher education","","","","","7"
"AfD","1987","direct migration background","middle vocational","","","","","7"
"AfD","1987","direct migration background","inadequately","","","","","7"
"AfD","1987","direct migration background","general elemantary","","","","","7"
"AfD","1987","direct migration background","higher education","","","","","7"
"AfD","1987","indirect migration background","in school","","","","","7"
"AfD","1987","indirect migration background","inadequately","","","","","7"
"AfD","1987","indirect migration background","general elemantary","","","","","7"
