"party","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"AfD","1985","Part Time","Male","","","","","7"
"AfD","1985","Part Time","Female","","","","","7"
"AfD","1985","Full Time","Male","","","","","7"
"AfD","1985","Full Time","Female","","","","","7"
"AfD","1985","Not Working","Male","","","","","7"
"AfD","1985","Not Working","Female","","","","","7"
"CDU/CSU","1985","Full Time","Male","751","0.428956733772876","0.40714570254175","0.450767765004003","2"
"CDU/CSU","1985","Full Time","Female","241","0.410201357211032","0.372732579393927","0.447670135028137","2"
"CDU/CSU","1985","Part Time","Male","142","0.445176917166801","0.393551131806567","0.496802702527035","2"
"CDU/CSU","1985","Part Time","Female","235","0.386606712346215","0.348428790288734","0.424784634403695","2"
"CDU/CSU","1985","Not Working","Male","296","0.455267123767747","0.418323004461841","0.492211243073654","2"
"CDU/CSU","1985","Not Working","Female","660","0.489607475641691","0.463930517327836","0.515284433955546","2"
"FDP","1985","Full Time","Male","70","0.0398947736800128","0.0312699074668765","0.0485196398931492","3"
"FDP","1985","Full Time","Female","18","","","","3"
"FDP","1985","Part Time","Male","11","","","","3"
"FDP","1985","Part Time","Female","13","","","","3"
"FDP","1985","Not Working","Male","31","0.046339406405579","0.0307441495662611","0.0619346632448968","3"
"FDP","1985","Not Working","Female","55","0.043153803259794","0.0327162667012113","0.0535913398183767","3"
"Grüne","1985","Full Time","Female","45","0.072820805074438","0.0530270280691745","0.0926145820797016","4"
"Grüne","1985","Full Time","Male","108","0.0506354798016678","0.0409732155504758","0.0602977440528597","4"
"Grüne","1985","Part Time","Male","43","0.106992252813684","0.0748832460705552","0.139101259556812","4"
"Grüne","1985","Part Time","Female","61","0.0918683481689312","0.0692237070321687","0.114512989305694","4"
"Grüne","1985","Not Working","Male","61","0.0686256051977071","0.0498702358740534","0.0873809745213609","4"
"Grüne","1985","Not Working","Female","90","0.045116337901733","0.034455052851446","0.0557776229520201","4"
"NPD","1985","Full Time","Female","","","","","6"
"NPD","1985","Not Working","Male","","","","","6"
"NPD","1985","Full Time","Male","","","","","6"
"NPD","1985","Part Time","Female","","","","","6"
"NPD","1985","Not Working","Female","","","","","6"
"NPD","1985","Part Time","Male","","","","","6"
"Other","1985","Full Time","Male","13","","","","8"
"Other","1985","Full Time","Female","1","","","","8"
"Other","1985","Part Time","Male","3","","","","8"
"Other","1985","Part Time","Female","2","","","","8"
"Other","1985","Not Working","Male","11","","","","8"
"Other","1985","Not Working","Female","6","","","","8"
"PDS/Linke","1985","Full Time","Male","","","","","5"
"PDS/Linke","1985","Full Time","Female","","","","","5"
"PDS/Linke","1985","Part Time","Female","","","","","5"
"PDS/Linke","1985","Part Time","Male","","","","","5"
"PDS/Linke","1985","Not Working","Male","","","","","5"
"PDS/Linke","1985","Not Working","Female","","","","","5"
"SPD","1985","Full Time","Male","1036","0.47232733596394","0.450326520107695","0.494328151820185","1"
"SPD","1985","Full Time","Female","357","0.482822329083974","0.444756731449909","0.52088792671804","1"
"SPD","1985","Part Time","Male","157","0.405990672875999","0.354978038433492","0.457003307318506","1"
"SPD","1985","Part Time","Female","314","0.495170721243735","0.455973270001551","0.534368172485919","1"
"SPD","1985","Not Working","Male","299","0.413111553849543","0.376583054560582","0.449640053138504","1"
"SPD","1985","Not Working","Female","645","0.41786355693473","0.392529948953408","0.443197164916053","1"
"AfD","1986","Full Time","Male","","","","","7"
"AfD","1986","Full Time","Female","","","","","7"
"AfD","1986","Part Time","Male","","","","","7"
"AfD","1986","Part Time","Female","","","","","7"
"AfD","1986","Not Working","Male","","","","","7"
"AfD","1986","Not Working","Female","","","","","7"
"CDU/CSU","1986","Full Time","Female","241","0.40994130279454","0.371627550905205","0.448255054683874","2"
"CDU/CSU","1986","Part Time","Female","237","0.40924767770848","0.370164296199556","0.448331059217404","2"
"CDU/CSU","1986","Full Time","Male","728","0.43308421038828","0.410715658702191","0.455452762074369","2"
"CDU/CSU","1986","Part Time","Male","121","0.399561319052923","0.346874121448314","0.452248516657532","2"
"CDU/CSU","1986","Not Working","Male","259","0.419540727680291","0.381949021599686","0.457132433760897","2"
"CDU/CSU","1986","Not Working","Female","618","0.493516493898684","0.466935461056132","0.520097526741236","2"
"FDP","1986","Full Time","Male","67","0.0385635843296789","0.0298711504857836","0.0472560181735741","3"
"FDP","1986","Full Time","Female","21","","","","3"
"FDP","1986","Part Time","Male","9","","","","3"
"FDP","1986","Part Time","Female","9","","","","3"
"FDP","1986","Not Working","Female","40","0.0344246522707815","0.0247314733705689","0.044117831170994","3"
"FDP","1986","Not Working","Male","24","","","","3"
"Grüne","1986","Full Time","Female","54","0.0848874913165227","0.0631752162940774","0.106599766338968","4"
"Grüne","1986","Full Time","Male","91","0.0443397686102966","0.0350470907573774","0.0536324464632158","4"
"Grüne","1986","Part Time","Male","40","0.112881927244545","0.0788425214362956","0.146921333052795","4"
"Grüne","1986","Not Working","Male","62","0.0720951646020544","0.0523925490111086","0.0917977801930001","4"
"Grüne","1986","Part Time","Female","68","0.110862420797092","0.0859065365141639","0.135818305080021","4"
"Grüne","1986","Not Working","Female","70","0.0409082798819265","0.0303771724592969","0.0514393873045562","4"
"NPD","1986","Full Time","Male","","","","","6"
"NPD","1986","Full Time","Female","","","","","6"
"NPD","1986","Not Working","Male","","","","","6"
"NPD","1986","Part Time","Female","","","","","6"
"NPD","1986","Part Time","Male","","","","","6"
"NPD","1986","Not Working","Female","","","","","6"
"Other","1986","Full Time","Male","12","","","","8"
"Other","1986","Full Time","Female","2","","","","8"
"Other","1986","Part Time","Male","5","","","","8"
"Other","1986","Part Time","Female","","","","","8"
"Other","1986","Not Working","Male","5","","","","8"
"Other","1986","Not Working","Female","5","","","","8"
"PDS/Linke","1986","Full Time","Male","","","","","5"
"PDS/Linke","1986","Full Time","Female","","","","","5"
"PDS/Linke","1986","Part Time","Male","","","","","5"
"PDS/Linke","1986","Part Time","Female","","","","","5"
"PDS/Linke","1986","Not Working","Male","","","","","5"
"PDS/Linke","1986","Not Working","Female","","","","","5"
"SPD","1986","Full Time","Male","987","0.476296141219508","0.453749916453807","0.49884236598521","1"
"SPD","1986","Full Time","Female","315","0.465467234431443","0.42660945673432","0.504325012128567","1"
"SPD","1986","Part Time","Male","157","0.436665910268781","0.383315629419003","0.490016191118559","1"
"SPD","1986","Part Time","Female","294","0.464347221235396","0.424704869738011","0.503989572732781","1"
"SPD","1986","Not Working","Male","312","0.462219412644555","0.424240218320143","0.500198606968968","1"
"SPD","1986","Not Working","Female","626","0.427152587963401","0.400852974754056","0.453452201172746","1"
"AfD","1987","Full Time","Male","","","","","7"
"AfD","1987","Full Time","Female","","","","","7"
"AfD","1987","Part Time","Female","","","","","7"
"AfD","1987","Part Time","Male","","","","","7"
"AfD","1987","Not Working","Male","","","","","7"
"AfD","1987","Not Working","Female","","","","","7"
"CDU/CSU","1987","Not Working","Female","640","0.483817688668037","0.457880030736879","0.509755346599195","2"
"CDU/CSU","1987","Full Time","Female","275","0.44682931436266","0.40948926029835","0.48416936842697","2"
"CDU/CSU","1987","Part Time","Male","140","0.442906240329143","0.390940803868728","0.494871676789559","2"
"CDU/CSU","1987","Not Working","Male","273","0.445151400958273","0.407062333839012","0.483240468077534","2"
"CDU/CSU","1987","Full Time","Male","813","0.442792574668833","0.421158207825104","0.464426941512563","2"
"CDU/CSU","1987","Part Time","Female","278","0.427227579302037","0.390210110202966","0.464245048401107","2"
"FDP","1987","Not Working","Male","31","0.0524498725838652","0.0353641821725852","0.0695355629951453","3"
"FDP","1987","Full Time","Female","31","0.0559814176975385","0.0387156158294955","0.0732472195655815","3"
"FDP","1987","Full Time","Male","107","0.0585615882356192","0.0483348307444277","0.0687883457268107","3"
"FDP","1987","Part Time","Female","22","","","","3"
"FDP","1987","Not Working","Female","70","0.0558749045118294","0.0439539372291088","0.0677958717945501","3"
"FDP","1987","Part Time","Male","17","","","","3"
"Grüne","1987","Full Time","Female","72","0.0997291650581584","0.0772245174368643","0.122233812679453","4"
"Grüne","1987","Full Time","Male","120","0.05147296130574","0.0418490854489447","0.0610968371625352","4"
"Grüne","1987","Part Time","Female","78","0.107771489570908","0.0845667860335351","0.130976193108282","4"
"Grüne","1987","Part Time","Male","51","0.133111177145748","0.0975739534089435","0.168648400882552","4"
"Grüne","1987","Not Working","Male","56","0.0685480141735136","0.0491821495209012","0.087913878826126","4"
"Grüne","1987","Not Working","Female","94","0.0453596773602677","0.0345591939576496","0.0561601607628858","4"
"NPD","1987","Full Time","Male","","","","","6"
"NPD","1987","Full Time","Female","","","","","6"
"NPD","1987","Part Time","Female","","","","","6"
"NPD","1987","Part Time","Male","","","","","6"
"NPD","1987","Not Working","Male","","","","","6"
"NPD","1987","Not Working","Female","","","","","6"
"Other","1987","Full Time","Male","12","","","","8"
"Other","1987","Full Time","Female","2","","","","8"
"Other","1987","Part Time","Male","3","","","","8"
"Other","1987","Part Time","Female","6","","","","8"
"Other","1987","Not Working","Male","7","","","","8"
"Other","1987","Not Working","Female","7","","","","8"
"PDS/Linke","1987","Part Time","Male","","","","","5"
"PDS/Linke","1987","Not Working","Female","","","","","5"
"PDS/Linke","1987","Full Time","Male","","","","","5"
"PDS/Linke","1987","Full Time","Female","","","","","5"
"PDS/Linke","1987","Part Time","Female","","","","","5"
"PDS/Linke","1987","Not Working","Male","","","","","5"
"SPD","1987","Part Time","Female","302","0.421537182132663","0.384584862860402","0.458489501404924","1"
"SPD","1987","Not Working","Male","287","0.421832176291577","0.383983035252689","0.459681317330464","1"
"SPD","1987","Not Working","Female","615","0.408930380936167","0.38341322101673","0.434447540855603","1"
"SPD","1987","Full Time","Male","973","0.440706988693423","0.419083277000002","0.462330700386844","1"
"SPD","1987","Full Time","Female","301","0.394150762377595","0.357448908366776","0.430852616388413","1"
"SPD","1987","Part Time","Male","140","0.355818882660368","0.305733266170992","0.405904499149743","1"
"AfD","1988","Full Time","Male","","","","","7"
"AfD","1988","Full Time","Female","","","","","7"
"AfD","1988","Part Time","Male","","","","","7"
"AfD","1988","Part Time","Female","","","","","7"
"AfD","1988","Not Working","Male","","","","","7"
"AfD","1988","Not Working","Female","","","","","7"
"CDU/CSU","1988","Not Working","Female","546","0.463839891091585","0.436227510366546","0.491452271816625","2"
"CDU/CSU","1988","Part Time","Male","94","0.346965740706566","0.293977619097987","0.399953862315145","2"
"CDU/CSU","1988","Full Time","Female","216","0.409127703690438","0.368905264569059","0.449350142811818","2"
"CDU/CSU","1988","Full Time","Male","676","0.405119511399377","0.382676466412647","0.427562556386106","2"
"CDU/CSU","1988","Part Time","Female","236","0.399489808650726","0.361151993062806","0.437827624238646","2"
"CDU/CSU","1988","Not Working","Male","246","0.418553025871023","0.379500587642158","0.457605464099889","2"
"FDP","1988","Full Time","Male","86","0.0497231090963025","0.0397855537649884","0.0596606644276167","3"
"FDP","1988","Part Time","Female","25","","","","3"
"FDP","1988","Full Time","Female","19","","","","3"
"FDP","1988","Not Working","Male","27","","","","3"
"FDP","1988","Part Time","Male","8","","","","3"
"FDP","1988","Not Working","Female","49","0.0454118834733979","0.0338835820090749","0.0569401849377208","3"
"Grüne","1988","Full Time","Female","51","0.0903913800838727","0.0669338146164362","0.113848945551309","4"
"Grüne","1988","Full Time","Male","96","0.0479902292519271","0.0382184768857488","0.0577619816181055","4"
"Grüne","1988","Part Time","Female","56","0.0772097699578812","0.0563167151388283","0.0981028247769342","4"
"Grüne","1988","Not Working","Female","63","0.0408539653958319","0.0298934233679985","0.0518145074236653","4"
"Grüne","1988","Part Time","Male","34","0.105472641022752","0.0712798959403629","0.139665386105141","4"
"Grüne","1988","Not Working","Male","39","0.0555302688188012","0.0374011471471569","0.0736593904904455","4"
"NPD","1988","Full Time","Male","","","","","6"
"NPD","1988","Full Time","Female","","","","","6"
"NPD","1988","Part Time","Female","","","","","6"
"NPD","1988","Part Time","Male","","","","","6"
"NPD","1988","Not Working","Male","","","","","6"
"NPD","1988","Not Working","Female","","","","","6"
"Other","1988","Full Time","Male","18","","","","8"
"Other","1988","Full Time","Female","5","","","","8"
"Other","1988","Part Time","Male","3","","","","8"
"Other","1988","Part Time","Female","4","","","","8"
"Other","1988","Not Working","Male","7","","","","8"
"Other","1988","Not Working","Female","11","","","","8"
"PDS/Linke","1988","Full Time","Male","","","","","5"
"PDS/Linke","1988","Full Time","Female","","","","","5"
"PDS/Linke","1988","Part Time","Male","","","","","5"
"PDS/Linke","1988","Part Time","Female","","","","","5"
"PDS/Linke","1988","Not Working","Male","","","","","5"
"PDS/Linke","1988","Not Working","Female","","","","","5"
"SPD","1988","Part Time","Female","306","0.478095192446934","0.438996056716519","0.517194328177349","1"
"SPD","1988","Not Working","Male","294","0.459806513877253","0.420353509109498","0.499259518645008","1"
"SPD","1988","Not Working","Female","584","0.43933486625749","0.411854522213729","0.466815210301252","1"
"SPD","1988","Full Time","Male","962","0.485736797961401","0.462887726019094","0.508585869903708","1"
"SPD","1988","Full Time","Female","283","0.456178849537364","0.415432588346042","0.496925110728686","1"
"SPD","1988","Part Time","Male","171","0.500893340310317","0.445234192162987","0.556552488457646","1"
"AfD","1989","Full Time","Male","","","","","7"
"AfD","1989","Full Time","Female","","","","","7"
"AfD","1989","Part Time","Female","","","","","7"
"AfD","1989","Part Time","Male","","","","","7"
"AfD","1989","Not Working","Male","","","","","7"
"AfD","1989","Not Working","Female","","","","","7"
"CDU/CSU","1989","Full Time","Male","583","0.369370238778964","0.347011888444597","0.391728589113331","2"
"CDU/CSU","1989","Part Time","Male","82","0.368002785164499","0.310795689136603","0.425209881192395","2"
"CDU/CSU","1989","Part Time","Female","194","0.365242378598148","0.32609032306051","0.404394434135786","2"
"CDU/CSU","1989","Not Working","Female","466","0.4422448570853","0.413614790286909","0.470874923883691","2"
"CDU/CSU","1989","Full Time","Female","191","0.371965998654487","0.332799625452457","0.411132371856518","2"
"CDU/CSU","1989","Not Working","Male","214","0.371131621572496","0.332825221137017","0.409438022007974","2"
"FDP","1989","Full Time","Male","56","0.0339332330735575","0.0255456319959984","0.0423208341511165","3"
"FDP","1989","Part Time","Female","17","","","","3"
"FDP","1989","Full Time","Female","15","","","","3"
"FDP","1989","Not Working","Male","16","","","","3"
"FDP","1989","Part Time","Male","6","","","","3"
"FDP","1989","Not Working","Female","29","","","","3"
"Grüne","1989","Full Time","Female","56","0.0943979152139383","0.0707049145673821","0.118090915860494","4"
"Grüne","1989","Full Time","Male","97","0.0489146169553341","0.0389226576269398","0.0589065762837284","4"
"Grüne","1989","Part Time","Female","61","0.0940918243842002","0.0703519695472019","0.117831679221199","4"
"Grüne","1989","Not Working","Female","76","0.0498437409991754","0.0372987022797594","0.0623887797185913","4"
"Grüne","1989","Part Time","Male","27","","","","4"
"Grüne","1989","Not Working","Male","41","0.0559002023207305","0.0376846171224757","0.0741157875189853","4"
"NPD","1989","Not Working","Male","","","","","6"
"NPD","1989","Full Time","Male","","","","","6"
"NPD","1989","Full Time","Female","","","","","6"
"NPD","1989","Part Time","Male","","","","","6"
"NPD","1989","Part Time","Female","","","","","6"
"NPD","1989","Not Working","Female","","","","","6"
"Other","1989","Part Time","Female","13","","","","8"
"Other","1989","Full Time","Male","82","0.0531514155566213","0.0427589340504925","0.0635438970627501","8"
"Other","1989","Not Working","Male","35","0.060080993389895","0.0412383749344709","0.0789236118453191","8"
"Other","1989","Not Working","Female","32","0.0302490996602333","0.0203759550954162","0.0401222442250504","8"
"Other","1989","Full Time","Female","14","","","","8"
"Other","1989","Part Time","Male","10","","","","8"
"PDS/Linke","1989","Full Time","Male","","","","","5"
"PDS/Linke","1989","Full Time","Female","","","","","5"
"PDS/Linke","1989","Part Time","Male","","","","","5"
"PDS/Linke","1989","Part Time","Female","","","","","5"
"PDS/Linke","1989","Not Working","Male","","","","","5"
"PDS/Linke","1989","Not Working","Female","","","","","5"
"SPD","1989","Part Time","Female","296","0.481871071114959","0.441241300297296","0.522500841932622","1"
"SPD","1989","Not Working","Male","305","0.484350296535747","0.444723893074463","0.523976699997032","1"
"SPD","1989","Not Working","Female","553","0.445252958599379","0.416603258625434","0.473902658573323","1"
"SPD","1989","Part Time","Male","148","0.459652671985579","0.400534885296038","0.51877045867512","1"
"SPD","1989","Full Time","Male","972","0.494630495635524","0.471469003442863","0.517791987828184","1"
"SPD","1989","Full Time","Female","309","0.481707369736509","0.441217225847988","0.52219751362503","1"
"AfD","1990","Part Time","Female","","","","","7"
"AfD","1990","Full Time","Male","","","","","7"
"AfD","1990","Full Time","Female","","","","","7"
"AfD","1990","Part Time","Male","","","","","7"
"AfD","1990","Not Working","Male","","","","","7"
"AfD","1990","Not Working","Female","","","","","7"
"CDU/CSU","1990","Full Time","Male","609","0.39350572680456","0.370829995603072","0.416181458006049","2"
"CDU/CSU","1990","Full Time","Female","190","0.361608499262652","0.322674140986106","0.400542857539199","2"
"CDU/CSU","1990","Part Time","Male","94","0.357248597299544","0.301615601928933","0.412881592670155","2"
"CDU/CSU","1990","Part Time","Female","196","0.33545686275609","0.298500072102151","0.37241365341003","2"
"CDU/CSU","1990","Not Working","Female","484","0.449804799856609","0.42127510602451","0.478334493688708","2"
"CDU/CSU","1990","Not Working","Male","253","0.419609819945167","0.38137659310406","0.457843046786273","2"
"FDP","1990","Full Time","Male","66","0.0377668883192535","0.0289184185764213","0.0466153580620857","3"
"FDP","1990","Full Time","Female","21","","","","3"
"FDP","1990","Part Time","Female","25","","","","3"
"FDP","1990","Not Working","Male","29","","","","3"
"FDP","1990","Part Time","Male","11","","","","3"
"FDP","1990","Not Working","Female","45","0.0439435382549794","0.0321887191135343","0.0556983573964245","3"
"Grüne","1990","Full Time","Male","95","0.0480994737222246","0.0381674358892933","0.058031511555156","4"
"Grüne","1990","Full Time","Female","41","0.0654138265020697","0.0453776609629177","0.0854499920412217","4"
"Grüne","1990","Part Time","Female","57","0.0923853661407696","0.0697197954999624","0.115050936781577","4"
"Grüne","1990","Part Time","Male","28","","","","4"
"Grüne","1990","Not Working","Female","53","0.0349278543806746","0.024398723746272","0.0454569850150772","4"
"Grüne","1990","Not Working","Male","25","","","","4"
"NPD","1990","Not Working","Male","10","","","","6"
"NPD","1990","Full Time","Male","32","0.0180587540067391","0.0118777494766987","0.0242397585367794","6"
"NPD","1990","Full Time","Female","10","","","","6"
"NPD","1990","Part Time","Male","7","","","","6"
"NPD","1990","Part Time","Female","5","","","","6"
"NPD","1990","Not Working","Female","9","","","","6"
"Other","1990","Full Time","Male","11","","","","8"
"Other","1990","Part Time","Female","2","","","","8"
"Other","1990","Full Time","Female","3","","","","8"
"Other","1990","Not Working","Male","5","","","","8"
"Other","1990","Not Working","Female","6","","","","8"
"Other","1990","Part Time","Male","2","","","","8"
"PDS/Linke","1990","Full Time","Male","","","","","5"
"PDS/Linke","1990","Full Time","Female","","","","","5"
"PDS/Linke","1990","Part Time","Male","","","","","5"
"PDS/Linke","1990","Part Time","Female","","","","","5"
"PDS/Linke","1990","Not Working","Male","","","","","5"
"PDS/Linke","1990","Not Working","Female","","","","","5"
"SPD","1990","Full Time","Male","970","0.496772770589223","0.473565002434657","0.519980538743789","1"
"SPD","1990","Full Time","Female","320","0.521104975373042","0.480623817095946","0.561586133650138","1"
"SPD","1990","Part Time","Female","342","0.518391396638158","0.479281170104995","0.55750162317132","1"
"SPD","1990","Not Working","Male","318","0.465073043808174","0.426430480259811","0.503715607356538","1"
"SPD","1990","Not Working","Female","571","0.45801774848925","0.429444451464717","0.486591045513783","1"
"SPD","1990","Part Time","Male","143","0.467099179999054","0.409175865162885","0.525022494835224","1"
"AfD","1991","Full Time","Female","","","","","7"
"AfD","1991","Part Time","Female","","","","","7"
"AfD","1991","Full Time","Male","","","","","7"
"AfD","1991","Part Time","Male","","","","","7"
"AfD","1991","Not Working","Female","","","","","7"
"AfD","1991","Not Working","Male","","","","","7"
"CDU/CSU","1991","Full Time","Male","559","0.416901583682807","0.390373838757796","0.443429328607818","2"
"CDU/CSU","1991","Full Time","Female","177","0.384943454908712","0.341504380380928","0.428382529436496","2"
"CDU/CSU","1991","Part Time","Male","92","0.404307908284816","0.341562608983179","0.467053207586453","2"
"CDU/CSU","1991","Part Time","Female","218","0.379938833149062","0.340471831507376","0.419405834790748","2"
"CDU/CSU","1991","Not Working","Male","262","0.485709073437891","0.443476310697287","0.527941836178495","2"
"CDU/CSU","1991","Not Working","Female","468","0.470574029062611","0.439607008772148","0.501541049353074","2"
"FDP","1991","Not Working","Male","18","","","","3"
"FDP","1991","Full Time","Male","71","0.057005117141675","0.0445305863646288","0.0694796479187211","3"
"FDP","1991","Full Time","Female","21","","","","3"
"FDP","1991","Part Time","Female","22","","","","3"
"FDP","1991","Not Working","Female","54","0.0657145961702968","0.0503417768069337","0.08108741553366","3"
"FDP","1991","Part Time","Male","19","","","","3"
"Grüne","1991","Full Time","Male","58","0.043854916788562","0.0328374012093895","0.0548724323677346","4"
"Grüne","1991","Full Time","Female","39","0.0865328378867872","0.0614335433394955","0.111632132434079","4"
"Grüne","1991","Part Time","Female","42","0.0796976131204315","0.0576760594366619","0.101719166804201","4"
"Grüne","1991","Part Time","Male","16","","","","4"
"Grüne","1991","Not Working","Female","39","0.0349604787357424","0.0235646987574374","0.0463562587140474","4"
"Grüne","1991","Not Working","Male","27","","","","4"
"NPD","1991","Full Time","Male","22","","","","6"
"NPD","1991","Part Time","Male","7","","","","6"
"NPD","1991","Part Time","Female","3","","","","6"
"NPD","1991","Not Working","Male","6","","","","6"
"NPD","1991","Not Working","Female","4","","","","6"
"NPD","1991","Full Time","Female","3","","","","6"
"Other","1991","Full Time","Male","5","","","","8"
"Other","1991","Part Time","Female","3","","","","8"
"Other","1991","Full Time","Female","3","","","","8"
"Other","1991","Not Working","Male","3","","","","8"
"Other","1991","Not Working","Female","2","","","","8"
"Other","1991","Part Time","Male","3","","","","8"
"PDS/Linke","1991","Full Time","Male","","","","","5"
"PDS/Linke","1991","Part Time","Male","","","","","5"
"PDS/Linke","1991","Not Working","Female","1","","","","5"
"PDS/Linke","1991","Not Working","Male","2","","","","5"
"PDS/Linke","1991","Full Time","Female","","","","","5"
"PDS/Linke","1991","Part Time","Female","1","","","","5"
"SPD","1991","Full Time","Male","612","0.464934116449744","0.438098475800484","0.491769757099005","1"
"SPD","1991","Full Time","Female","239","0.472541294044077","0.427971699063962","0.517110889024191","1"
"SPD","1991","Part Time","Female","292","0.494624232926315","0.453970079066314","0.535278386786316","1"
"SPD","1991","Part Time","Male","98","0.397334685470256","0.334769822500854","0.459899548439657","1"
"SPD","1991","Not Working","Male","220","0.412530394061265","0.370931897942256","0.454128890180275","1"
"SPD","1991","Not Working","Female","430","0.420304082041236","0.389679882530214","0.450928281552259","1"
"AfD","1992","Part Time","Female","","","","","7"
"AfD","1992","Full Time","Male","","","","","7"
"AfD","1992","Full Time","Female","","","","","7"
"AfD","1992","Part Time","Male","","","","","7"
"AfD","1992","Not Working","Male","","","","","7"
"AfD","1992","Not Working","Female","","","","","7"
"CDU/CSU","1992","Part Time","Female","242","0.371177229965177","0.335077108366534","0.40727735156382","2"
"CDU/CSU","1992","Full Time","Male","733","0.403648326177777","0.38187205156744","0.425424600788114","2"
"CDU/CSU","1992","Not Working","Female","512","0.472043728373443","0.443215898921716","0.50087155782517","2"
"CDU/CSU","1992","Full Time","Female","234","0.358715190067195","0.323946385185604","0.393483994948785","2"
"CDU/CSU","1992","Part Time","Male","107","0.377735569595966","0.32534759942756","0.430123539764373","2"
"CDU/CSU","1992","Not Working","Male","276","0.425084435957139","0.388514923537436","0.461653948376841","2"
"FDP","1992","Part Time","Female","32","0.0482111803407758","0.0322046186212711","0.0642177420602804","3"
"FDP","1992","Not Working","Male","27","","","","3"
"FDP","1992","Full Time","Female","34","0.0472606363558159","0.0318781605895916","0.0626431121220402","3"
"FDP","1992","Part Time","Male","23","","","","3"
"FDP","1992","Not Working","Female","42","0.0406175455036056","0.0292183402095632","0.0520167507976481","3"
"FDP","1992","Full Time","Male","90","0.0511482239227783","0.0413703315706141","0.0609261162749425","3"
"Grüne","1992","Full Time","Male","118","0.0550113436782767","0.0448915837593091","0.0651311035972443","4"
"Grüne","1992","Not Working","Female","63","0.0410592329361213","0.0296008545867653","0.0525176112854772","4"
"Grüne","1992","Full Time","Female","77","0.0942195987909866","0.0730422549721348","0.115396942609838","4"
"Grüne","1992","Not Working","Male","42","0.0476401337109117","0.0318833866478031","0.0633968807740204","4"
"Grüne","1992","Part Time","Female","70","0.0841966667847327","0.0634474154533405","0.104945918116125","4"
